actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
25,PT10M34.00S,2023-01-07T00:48:25.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,4,2023-01-07T00:48:29Z,240000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,23.0,2.0,1.0,1.0,,,,,,
26,PT10M25.00S,2023-01-07T00:48:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,8.360709592641262,49.26470588235294,1610612751,0,4,2023-01-07T00:48:38Z,250000,False,4.0,26.0,1,left,MISS B. Simmons driving Layup,[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.64,,,,,,,,,,,,
27,PT10M23.00S,2023-01-07T00:48:37.0Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,0,4,2023-01-07T00:48:38Z,260000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,
28,PT10M02.00S,2023-01-07T00:49:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,88.38699080157687,57.35294117647059,1610612740,0,4,2023-01-07T00:49:17Z,270000,False,37.0,57.0,1,right,MISS J. Valanciunas 6' Layup - blocked,"[202685, 1629651]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.76,Claxton,1629651.0,,,,,,,,,,
29,PT10M02.00S,2023-01-07T00:49:00.4Z,1,REGULAR,block,,[],1629651,,,1610612740,0,4,2023-01-07T00:49:21Z,280000,False,,,0,,N. Claxton BLOCK (3 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M02.00S,2023-01-07T00:49:00.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,0,4,2023-01-07T00:49:17Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,28.0,,,,,,,,,
31,PT10M02.00S,2023-01-07T00:49:12.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612740,0,4,2023-01-07T00:49:23Z,300000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,,,,,,
32,PT09M44.00S,2023-01-07T00:49:40.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,21.107095926412615,63.48039215686274,1610612751,0,4,2023-01-07T00:49:45Z,310000,False,-67.0,146.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,16.07,,,,,,,,,,,,
33,PT09M41.00S,2023-01-07T00:49:43.6Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,0,4,2023-01-07T00:49:45Z,320000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,
34,PT09M32.00S,2023-01-07T00:49:52.4Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612740,0,4,2023-01-07T00:49:58Z,330000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1627732]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Simmons,1627732.0,,,
35,PT09M32.00S,2023-01-07T00:49:52.4Z,1,REGULAR,steal,,[],1627732,,,1610612751,0,4,2023-01-07T00:49:54Z,340000,False,,,0,,B. Simmons STEAL (1 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M11.00S,2023-01-07T00:50:14.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201142,21.895532194480946,88.23529411764706,1610612751,0,4,2023-01-07T00:50:18Z,350000,False,-191.0,153.0,1,left,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.51,,,,,,,,,,,,
37,PT09M07.00S,2023-01-07T00:50:18.1Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,0,4,2023-01-07T00:50:18Z,360000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,
38,PT08M53.00S,2023-01-07T00:50:31.6Z,1,REGULAR,3pt,Jump Shot,[],1630230,92.06636005256242,95.83333333333334,1610612740,3,4,2023-01-07T00:50:35Z,370000,False,229.0,22.0,1,right,N. Marshall 3PT  (3 PTS) (H. Jones 1 AST),"[1630230, 1630529]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.03,,,,,,,,,,H. Jones,1630529.0,1.0
40,PT08M34.00S,2023-01-07T00:50:49.8Z,1,REGULAR,2pt,Jump Shot,[],202681,10.90670170827858,22.081801470588236,1610612751,3,6,2023-01-07T00:50:55Z,390000,False,140.0,50.0,1,left,K. Irving 14' fadeaway Jump Shot (2 PTS),[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,14.83,,,,,,,,,,,,
41,PT08M22.00S,2023-01-07T00:51:04.1Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612740,3,6,2023-01-07T00:51:12Z,400000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Marshall 2 FT),"[1629651, 1630230]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1626302.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
43,PT08M22.00S,2023-01-07T00:51:33.7Z,1,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,4,6,2023-01-07T00:52:01Z,420000,False,,,0,,N. Marshall Free Throw 1 of 2 (4 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
44,PT08M22.00S,2023-01-07T00:51:33.7Z,1,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,4,6,2023-01-07T00:52:01Z,430000,False,,,0,,MISS N. Marshall Free Throw 2 of 2,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
45,PT08M22.00S,2023-01-07T00:51:33.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,4,6,2023-01-07T00:52:01Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,
46,PT08M22.00S,2023-01-07T00:51:59.4Z,1,REGULAR,turnover,offensive goaltending,[],202685,,,1610612740,4,6,2023-01-07T00:52:10Z,450000,False,,,0,,J. Valanciunas offensive goaltending TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,,,,,
47,PT08M12.00S,2023-01-07T00:52:19.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202681,30.042706964520367,72.30392156862744,1610612751,4,6,2023-01-07T00:52:24Z,460000,False,-112.0,230.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.55,,,,,,,,,,,,
48,PT08M08.00S,2023-01-07T00:52:23.2Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,4,6,2023-01-07T00:52:24Z,470000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,
49,PT08M03.00S,2023-01-07T00:52:26.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,68.41327201051249,75.0,1610612740,7,6,2023-01-07T00:52:32Z,480000,False,125.0,244.0,1,right,C. McCollum 27' 3PT  (3 PTS) (N. Marshall 1 AST),"[203468, 1630230]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,27.45,,,,,,,,,,N. Marshall,1630230.0,1.0
51,PT07M37.00S,2023-01-07T00:52:53.1Z,1,REGULAR,2pt,Jump Shot,[],201142,8.09789750328515,32.84313725490196,1610612751,7,6,2023-01-07T00:53:01Z,500000,False,86.0,24.0,1,left,MISS K. Durant 8' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,Missed,,8.9,,,,,,,,,,,,
52,PT07M35.00S,2023-01-07T00:52:55.1Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,7,6,2023-01-07T00:52:57Z,510000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,
54,PT07M16.00S,2023-01-07T00:53:35.5Z,1,REGULAR,3pt,Jump Shot,[],1630529,69.72733245729303,26.225490196078432,1610612740,10,6,2023-01-07T00:53:41Z,530000,False,-119.0,232.0,1,right,H. Jones 26' 3PT  (3 PTS) (C. McCollum 1 AST),"[1630529, 203468]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,26.08,,,,,,,,,,C. McCollum,203468.0,1.0
56,PT06M53.00S,2023-01-07T00:53:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,8.229303547963205,54.166666666666664,1610612751,10,6,2023-01-07T00:54:01Z,550000,False,-21.0,25.0,1,left,MISS K. Irving driving finger roll Layup,[202681],1610612751.0,BKN,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.24,,,,,,,,,,,,
57,PT06M51.00S,2023-01-07T00:53:59.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,10,6,2023-01-07T00:54:01Z,560000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,
58,PT06M46.00S,2023-01-07T00:54:05.4Z,1,REGULAR,3pt,Jump Shot,[],1630230,89.96386333771353,95.09803921568627,1610612740,10,6,2023-01-07T00:54:14Z,570000,False,225.0,42.0,1,right,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.93,,,,,,,,,,,,
59,PT06M42.00S,2023-01-07T00:54:09.4Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,10,6,2023-01-07T00:54:14Z,580000,False,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,,,,,,58.0,1.0,0.0,1.0,,,,,,
60,PT06M31.00S,2023-01-07T00:54:20.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203468,79.05716162943496,61.51960784313726,1610612740,10,6,2023-01-07T00:54:24Z,590000,False,58.0,144.0,1,right,MISS C. McCollum 15' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,,,,,,Missed,,15.55,,,,,,,,,,,,
61,PT06M28.00S,2023-01-07T00:54:23.1Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,10,6,2023-01-07T00:54:24Z,600000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Center,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,
62,PT06M23.00S,2023-01-07T00:54:27.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,28.203022339027594,77.45098039215686,1610612751,10,6,2023-01-07T00:54:32Z,610000,False,-137.0,213.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.31,,,,,,,,,,,,
63,PT06M21.00S,2023-01-07T00:54:29.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,10,6,2023-01-07T00:54:32Z,620000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,
64,PT06M16.00S,2023-01-07T00:54:37.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630530,91.80354796320631,46.32352941176471,1610612740,12,6,2023-01-07T00:54:48Z,630000,False,-18.0,25.0,1,right,T. Murphy III driving Layup (2 PTS),[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.06,,,,,,,,,,,,
65,PT06M16.00S,2023-01-07T00:54:44.2Z,1,REGULAR,foul,personal,['1freethrow'],1627732,,,1610612740,12,6,2023-01-07T00:54:53Z,640000,False,,,0,,B. Simmons shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1627732, 1630530]",1610612751.0,BKN,shooting,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1155.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
67,PT06M16.00S,2023-01-07T00:54:57.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,12,6,2023-01-07T00:59:17Z,660000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M16.00S,2023-01-07T00:57:52.2Z,1,REGULAR,substitution,out,[],1630230,,,1610612740,12,6,2023-01-07T00:59:17Z,670000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M16.00S,2023-01-07T00:57:52.2Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,12,6,2023-01-07T00:59:17Z,680000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M16.00S,2023-01-07T00:58:17.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630530,,,1610612740,13,6,2023-01-07T00:58:17Z,690000,False,,,0,,T. Murphy III Free Throw 1 of 1 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
71,PT06M01.00S,2023-01-07T00:58:35.2Z,1,REGULAR,3pt,Jump Shot,[],1626220,24.52365308804205,10.784313725490197,1610612751,13,9,2023-01-07T00:58:40Z,700000,False,196.0,178.0,1,left,R. O'Neale 26' 3PT  (3 PTS) (K. Irving 1 AST),"[1626220, 202681]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,26.48,,,,,,,,,,K. Irving,202681.0,1.0
73,PT05M40.00S,2023-01-07T00:59:00.8Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,13,9,2023-01-07T00:59:09Z,720000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,1155.0,,,,,,,,,,,,,,1.0,,,,,
74,PT05M40.00S,2023-01-07T00:59:07.3Z,1,REGULAR,foul,personal,[],202685,,,1610612751,13,9,2023-01-07T00:59:17Z,730000,False,,,0,,J. Valanciunas loose ball personal FOUL (1 PF),"[202685, 1629651]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,1626302.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
106,PT05M40.00S,2023-01-07T00:59:19.6Z,1,REGULAR,substitution,out,[],1626220,,,1610612751,13,9,2023-01-07T01:02:31Z,745000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M40.00S,2023-01-07T00:59:19.6Z,1,REGULAR,substitution,in,[],203933,,,1610612751,13,9,2023-01-07T01:02:31Z,747500,False,,,0,,SUB in: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M27.00S,2023-01-07T00:59:32.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,19.530223390275953,40.44117647058824,1610612751,13,11,2023-01-07T00:59:39Z,750000,False,48.0,131.0,1,left,K. Durant 13' fadeaway Jump Shot (4 PTS) (B. Simmons 1 AST),"[201142, 1627732]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,13.95,,,,,,,,,,B. Simmons,1627732.0,1.0
78,PT05M14.00S,2023-01-07T00:59:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,89.17542706964521,47.549019607843135,1610612740,15,11,2023-01-07T01:01:01Z,770000,False,-12.0,49.0,1,right,J. Valanciunas Layup (2 PTS) (C. McCollum 2 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,5.08,,,,,,,,,,C. McCollum,203468.0,2.0
80,PT05M06.00S,2023-01-07T00:59:57.2Z,1,REGULAR,foul,offensive,[],1629651,,,1610612751,15,11,2023-01-07T01:08:29Z,790000,False,,,0,,N. Claxton offensive FOUL (2 PF),"[1629651, 1630529]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,204059.0,2.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,
82,PT05M06.00S,2023-01-07T00:59:57.2Z,1,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,15,11,2023-01-07T00:59:57Z,810000,False,,,0,,N. Claxton offensive foul TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,204059.0,,,,,,,,,,,,,,1.0,,,,,
85,PT05M06.00S,2023-01-07T01:00:19.2Z,1,REGULAR,substitution,out,[],1629651,,,1610612740,15,11,2023-01-07T01:00:25Z,820000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2023-01-07T01:00:19.2Z,1,REGULAR,substitution,in,[],203552,,,1610612740,15,11,2023-01-07T01:00:25Z,830000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M53.00S,2023-01-07T01:00:43.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,73.40670170827858,15.196078431372548,1610612740,18,11,2023-01-07T01:01:22Z,840000,False,-174.0,197.0,1,right,J. Alvarado 26' 3PT  (3 PTS) (C. McCollum 3 AST),"[1630631, 203468]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,26.32,,,,,,,,,,C. McCollum,203468.0,3.0
