actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
257,PT06M27.00S,2022-12-29T01:53:33.0Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,34,39,2022-12-29T01:53:34Z,2560000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,,
258,PT06M08.00S,2022-12-29T01:53:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,10.200394218134035,49.754901960784316,1610612740,34,39,2022-12-29T01:53:55Z,2570000,False,1.0,43.0,1,left,MISS N. Marshall driving Layup - blocked,"[1630230, 203497]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0
259,PT06M08.00S,2022-12-29T01:53:51.5Z,2,REGULAR,block,,[],203497,,,1610612740,34,39,2022-12-29T01:53:54Z,2580000,False,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT06M05.00S,2022-12-29T01:53:54.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,34,39,2022-12-29T01:53:55Z,2590000,False,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,258.0,5.0,4.0,1.0,,,,,,,,,,,,,,
261,PT06M02.00S,2022-12-29T01:53:59.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.64323258869908,56.86274509803921,1610612750,34,39,2022-12-29T01:54:05Z,2600000,False,34.0,7.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 1629627]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,Williamson,1629627.0
262,PT06M02.00S,2022-12-29T01:53:59.8Z,2,REGULAR,block,,[],1629627,,,1610612750,34,39,2022-12-29T01:54:02Z,2610000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT06M02.00S,2022-12-29T01:53:59.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,34,39,2022-12-29T01:54:05Z,2620000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,261.0,,,,,,,,,,,,,,,,,
265,PT05M57.00S,2022-12-29T01:54:24.8Z,2,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,34,39,2022-12-29T01:54:32Z,2640000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (2 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,201246.0,2.0,,,,,,,,,,,,
266,PT05M57.00S,2022-12-29T01:54:28.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,34,39,2022-12-29T01:54:32Z,2650000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M57.00S,2022-12-29T01:54:28.3Z,2,REGULAR,substitution,in,[],1630700,,,1610612740,34,39,2022-12-29T01:54:32Z,2660000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M43.00S,2022-12-29T01:54:50.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,24.26084099868594,8.823529411764707,1610612740,37,39,2022-12-29T01:54:58Z,2670000,False,206.0,176.0,1,left,T. Murphy III 27' 3PT  (9 PTS) (Z. Williamson 2 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,27.06,Made,,,,,,,,,9.0,,,,,Z. Williamson,1629627.0,2.0,,
270,PT05M24.00S,2022-12-29T01:55:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,93.9060446780552,45.83333333333333,1610612750,37,41,2022-12-29T01:55:18Z,2690000,False,-21.0,5.0,1,right,D. Russell driving Layup (6 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,,,,,6.0,,,,,,,,,
271,PT05M12.00S,2022-12-29T01:55:26.3Z,2,REGULAR,violation,kicked ball,[],203497,,,1610612740,37,41,2022-12-29T01:55:37Z,2700000,False,,,0,,R. Gobert kicked ball VIOLATION,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,203591.0,,,,,,,,,,,,,
272,PT05M03.00S,2022-12-29T01:55:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.995400788436268,53.67647058823529,1610612740,39,41,2022-12-29T01:55:52Z,2710000,False,-18.0,4.0,1,left,Z. Williamson driving Layup (6 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,,,6.0,,,,,,,,,
273,PT04M39.00S,2022-12-29T01:56:11.6Z,2,REGULAR,3pt,Jump Shot,[],1626156,76.2976346911958,88.97058823529412,1610612750,39,44,2022-12-29T01:56:16Z,2720000,False,195.0,170.0,1,right,D. Russell 25' 3PT pullup (9 PTS) (A. Edwards 1 AST),"[1626156, 1630162]",1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.88,Made,,,,,,,,,9.0,,,,,A. Edwards,1630162.0,1.0,,
275,PT04M30.00S,2022-12-29T01:56:21.5Z,2,REGULAR,turnover,bad pass,[],1629637,,,1610612740,39,44,2022-12-29T01:56:25Z,2740000,False,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1630183]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,McDaniels,1630183.0,,,,,,,,,,
276,PT04M30.00S,2022-12-29T01:56:21.5Z,2,REGULAR,steal,,[],1630183,,,1610612750,39,44,2022-12-29T01:56:23Z,2750000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
277,PT04M24.00S,2022-12-29T01:56:27.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,91.93495400788436,49.26470588235294,1610612750,39,46,2022-12-29T01:56:30Z,2760000,False,-4.0,23.0,1,right,J. McDaniels driving Layup (8 PTS),[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,,,8.0,,,,,,,,,
278,PT04M12.00S,2022-12-29T01:56:39.5Z,2,REGULAR,turnover,lost ball,[],1629627,,,1610612740,39,46,2022-12-29T01:56:44Z,2770000,False,,,0,,Z. Williamson lost ball TURNOVER (1 TO),"[1629627, 1630183]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,McDaniels,1630183.0,,,,,,,,,,
279,PT04M12.00S,2022-12-29T01:56:39.5Z,2,REGULAR,steal,,[],1630183,,,1610612750,39,46,2022-12-29T01:56:41Z,2780000,False,,,0,,J. McDaniels STEAL (2 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
280,PT04M07.00S,2022-12-29T01:56:44.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626156,71.43561103810775,19.607843137254903,1610612750,39,46,2022-12-29T01:56:48Z,2790000,False,-152.0,216.0,1,right,MISS D. Russell 26' running 3PT,[1626156],1610612750.0,MIN,running,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
281,PT04M05.00S,2022-12-29T01:56:46.0Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,39,46,2022-12-29T01:56:48Z,2800000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,280.0,2.0,2.0,0.0,,,,,,,,,,,,,,
282,PT04M05.00S,2022-12-29T01:56:50.7Z,2,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,39,46,2022-12-29T01:56:56Z,2810000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (1 TO),[1630700],1610612740.0,NOP,bad pass,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,201246.0,1.0,,,,,,,,,,,,
283,PT04M05.00S,2022-12-29T01:56:55.7Z,2,REGULAR,substitution,out,[],1629637,,,1610612750,39,46,2022-12-29T01:57:07Z,2820000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M05.00S,2022-12-29T01:56:55.7Z,2,REGULAR,substitution,out,[],203497,,,1610612750,39,46,2022-12-29T01:57:07Z,2830000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M05.00S,2022-12-29T01:56:55.7Z,2,REGULAR,substitution,in,[],1626204,,,1610612750,39,46,2022-12-29T01:57:07Z,2840000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M05.00S,2022-12-29T01:56:55.7Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,39,46,2022-12-29T01:57:07Z,2850000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M41.00S,2022-12-29T01:57:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,93.77463863337714,52.94117647058824,1610612750,39,48,2022-12-29T01:57:29Z,2860000,False,15.0,6.0,1,right,A. Edwards driving Layup (15 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,15.0,,,,,,,,,
288,PT03M25.00S,2022-12-29T01:57:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.995400788436268,53.431372549019606,1610612740,39,48,2022-12-29T02:03:51Z,2870000,False,-17.0,4.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
289,PT03M24.00S,2022-12-29T01:57:46.9Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,39,48,2022-12-29T02:08:17Z,2880000,False,,,0,,N. Reid REBOUND (Off:0 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,288.0,4.0,4.0,0.0,,,,,,,,,,,,,,
290,PT03M16.00S,2022-12-29T01:57:51.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,71.04139290407359,78.18627450980392,1610612750,39,48,2022-12-29T01:57:58Z,2890000,False,141.0,220.0,1,right,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
291,PT03M10.00S,2022-12-29T01:57:57.9Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,39,48,2022-12-29T01:57:58Z,2900000,False,,,0,,J. McDaniels REBOUND (Off:3 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,290.0,4.0,1.0,3.0,,,,,,,,,,,,,,
292,PT03M10.00S,2022-12-29T01:57:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,94.40999984741211,50.0,1610612750,39,50,2022-12-29T01:57:57Z,2910000,False,0.0,0.0,1,right,J. McDaniels putback Layup (10 PTS),[1630183],1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,10.0,,,,,,,,,
293,PT03M01.00S,2022-12-29T01:58:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.732588699080158,53.92156862745098,1610612740,41,50,2022-12-29T01:58:12Z,2920000,False,-20.0,1.0,1,left,C. McCollum driving Layup (9 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,,9.0,,,,,,,,,
294,PT02M38.00S,2022-12-29T01:58:29.1Z,2,REGULAR,2pt,Jump Shot,[],1630162,80.76544021024968,75.73529411764706,1610612750,41,50,2022-12-29T01:58:33Z,2930000,False,129.0,128.0,1,right,MISS A. Edwards 18' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,18.17,Missed,,,,,,,,,,,,,,,,,,
295,PT02M35.00S,2022-12-29T01:58:32.1Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,41,50,2022-12-29T01:58:33Z,2940000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,294.0,2.0,2.0,0.0,,,,,,,,,,,,,,
296,PT02M24.00S,2022-12-29T01:58:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.178055190538765,50.73529411764706,1610612740,43,50,2022-12-29T01:58:49Z,2950000,False,-4.0,15.0,1,left,Z. Williamson driving Layup (8 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.54,Made,,,,,,,,,8.0,,,,,,,,,
297,PT02M24.00S,2022-12-29T01:58:56.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,43,50,2022-12-29T01:58:56Z,2960000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M24.00S,2022-12-29T02:01:12.2Z,2,REGULAR,substitution,out,[],1630700,,,1610612750,43,50,2022-12-29T02:01:30Z,2970000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M24.00S,2022-12-29T02:01:12.2Z,2,REGULAR,substitution,in,[],1630230,,,1610612750,43,50,2022-12-29T02:01:30Z,2980000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M09.00S,2022-12-29T02:01:54.1Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,43,50,2022-12-29T02:01:59Z,2990000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1626204]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Nance Jr.,1626204.0,,,,,,,,,,
301,PT02M09.00S,2022-12-29T02:01:54.1Z,2,REGULAR,steal,,[],1626204,,,1610612740,43,50,2022-12-29T02:01:56Z,3000000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
302,PT02M06.00S,2022-12-29T02:02:02.9Z,2,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,43,50,2022-12-29T02:02:08Z,3010000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (2 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,2.0,,,,,,,,,,,,
303,PT01M48.00S,2022-12-29T02:02:26.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,77.4802890932983,24.509803921568626,1610612750,43,52,2022-12-29T02:02:33Z,3020000,False,-127.0,159.0,1,right,A. Edwards 20' step back Jump Shot (17 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,20.4,Made,,,,,,,,,17.0,,,,,,,,,
304,PT01M34.00S,2022-12-29T02:02:50.2Z,2,REGULAR,foul,technical,['1freethrow'],1630162,,,1610612740,43,52,2022-12-29T02:03:06Z,3030000,False,,,0,,A. Edwards defensive-3-second technical FOUL (2 Tech),[1630162],1610612750.0,MIN,defensive-3-second,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203591.0,,,,,2.0,2.0,,,,,,,
305,PT01M34.00S,2022-12-29T02:03:10.4Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,44,52,2022-12-29T02:03:10Z,3040000,False,,,0,,T. Murphy III technical Free Throw 1 of 1 (10 PTS),[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
306,PT01M34.00S,2022-12-29T02:03:12.8Z,2,REGULAR,substitution,out,[],203085,,,1610612740,44,52,2022-12-29T02:03:15Z,3050000,False,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M34.00S,2022-12-29T02:03:12.8Z,2,REGULAR,substitution,in,[],203497,,,1610612740,44,52,2022-12-29T02:03:15Z,3060000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M24.00S,2022-12-29T02:03:32.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,6.258212877792378,50.0,1610612740,46,52,2022-12-29T02:03:38Z,3070000,False,0.0,6.0,1,left,Z. Williamson driving DUNK (10 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,10.0,,,,,C. McCollum,203468.0,2.0,,
310,PT01M13.00S,2022-12-29T02:03:44.4Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,46,52,2022-12-29T02:03:51Z,3090000,False,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 203468]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,McCollum,203468.0,,,,,,,,,,
311,PT01M13.00S,2022-12-29T02:03:44.4Z,2,REGULAR,steal,,[],203468,,,1610612740,46,52,2022-12-29T02:03:48Z,3100000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
312,PT01M08.00S,2022-12-29T02:03:49.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,5.338370565045992,50.0,1610612740,48,52,2022-12-29T02:03:55Z,3110000,False,0.0,-2.0,1,left,T. Murphy III cutting DUNK (12 PTS) (C. McCollum 3 AST),"[1630530, 203468]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.23,Made,,,,,,,,,12.0,,,,,C. McCollum,203468.0,3.0,,
314,PT00M51.60S,2022-12-29T02:04:07.0Z,2,REGULAR,2pt,Jump Shot,[],1630183,86.02168199737189,68.38235294117648,1610612750,48,52,2022-12-29T02:04:12Z,3130000,False,92.0,79.0,1,right,MISS J. McDaniels 12' turnaround fadeaway Shot,[1630183],1610612750.0,MIN,turnaround fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,12.11,Missed,,,,,,,,,,,,,,,,,,
315,PT00M48.10S,2022-12-29T02:04:10.5Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,48,52,2022-12-29T02:04:12Z,3140000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Right,,,314.0,1.0,1.0,0.0,,,,,,,,,,,,,,
316,PT00M38.10S,2022-12-29T02:04:23.1Z,2,REGULAR,foul,personal,['2freethrow'],203497,,,1610612740,48,52,2022-12-29T02:04:31Z,3150000,False,,,0,,R. Gobert shooting personal FOUL (2 PF) (Marshall 2 FT),"[203497, 1630230]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,1627961.0,,,,,2.0,0.0,Marshall,1630230.0,,,,,
318,PT00M38.10S,2022-12-29T02:04:47.0Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,49,52,2022-12-29T02:05:15Z,3170000,False,,,0,,N. Marshall Free Throw 1 of 2 (5 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
319,PT00M38.10S,2022-12-29T02:04:47.0Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,49,52,2022-12-29T02:05:15Z,3180000,False,,,0,,MISS N. Marshall Free Throw 2 of 2,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
320,PT00M36.20S,2022-12-29T02:04:48.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,49,52,2022-12-29T02:05:15Z,3190000,False,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,319.0,6.0,5.0,1.0,,,,,,,,,,,,,,
321,PT00M19.50S,2022-12-29T02:05:20.2Z,2,REGULAR,3pt,Jump Shot,[],1629675,93.9060446780552,96.32352941176471,1610612750,49,55,2022-12-29T02:05:53Z,3200000,False,232.0,5.0,1,right,N. Reid 3PT  (13 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,23.16,Made,,,,,,,,,13.0,,,,,A. Edwards,1630162.0,2.0,,
323,PT00M05.30S,2022-12-29T02:05:50.7Z,2,REGULAR,foul,offensive,[],1629627,,,1610612740,49,55,2022-12-29T02:05:57Z,3220000,False,,,0,,Z. Williamson charge offensive FOUL (1 PF),"[1629627, 1629675]",1610612740.0,NOP,charge,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,,,,,1.0,0.0,Reid,1629675.0,,,,,
325,PT00M05.30S,2022-12-29T02:05:50.7Z,2,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,49,55,2022-12-29T02:05:50Z,3240000,False,,,0,,Z. Williamson offensive foul TURNOVER (3 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,3.0,,,,,,,,,,,,
326,PT00M05.30S,2022-12-29T02:06:00.3Z,2,REGULAR,substitution,out,[],1629627,,,1610612750,49,55,2022-12-29T02:06:04Z,3250000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M05.30S,2022-12-29T02:06:00.3Z,2,REGULAR,substitution,in,[],1630700,,,1610612750,49,55,2022-12-29T02:06:04Z,3260000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M00.50S,2022-12-29T02:06:42.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,66.5735873850197,23.03921568627451,1610612750,49,55,2022-12-29T02:06:48Z,3290000,False,-135.0,262.0,1,right,MISS N. Reid 29' pullup 3PT,[1629675],1610612750.0,MIN,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,29.44,Missed,,,,,,,,,,,,,,,,,,
331,PT00M00.50S,2022-12-29T02:06:42.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,49,55,2022-12-29T02:06:48Z,3300000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,330.0,,,,,,,,,,,,,,,,,
332,PT00M00.00S,2022-12-29T02:06:48.5Z,2,REGULAR,period,end,[],0,,,1610612750,49,55,2022-12-29T02:06:48Z,3310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-12-29T02:21:38.3Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612750,49,55,2022-12-29T02:21:55Z,3320000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-12-29T02:21:38.3Z,3,REGULAR,substitution,out,['startperiod'],1630700,,,1610612750,49,55,2022-12-29T02:21:55Z,3330000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-12-29T02:21:38.3Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,49,55,2022-12-29T02:21:55Z,3340000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-12-29T02:21:38.3Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612750,49,55,2022-12-29T02:21:55Z,3350000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-12-29T02:21:38.3Z,3,REGULAR,substitution,in,['startperiod'],1629627,,,1610612750,49,55,2022-12-29T02:21:55Z,3360000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
