actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
31,PT09M29.00S,2022-12-01T01:14:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,93.64323258869908,51.470588235294116,1610612740,7,9,2022-12-01T01:14:20Z,310000,False,7.0,7.0,1,right,Z. Williamson running finger roll Layup (4 PTS) (J. Alvarado 1 AST),"[1629627, 1630631]",1610612740.0,NOP,running finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,1.04,Made,4.0,,,,,J. Alvarado,1630631.0,1.0,,,,,,,,
33,PT09M29.00S,2022-12-01T01:14:13.6Z,1,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612740,7,9,2022-12-01T01:14:21Z,330000,False,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Williamson 1 FT),"[1628384, 1629627]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1627534.0,,,,,,,,,,,,2.0,0.0,Williamson,1629627.0,,,,
35,PT09M29.00S,2022-12-01T01:14:45.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629627,,,1610612740,8,9,2022-12-01T01:14:45Z,350000,False,,,0,,Z. Williamson Free Throw 1 of 1 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
36,PT09M19.00S,2022-12-01T01:15:02.0Z,1,REGULAR,violation,kicked ball,[],1630529,,,1610612761,8,9,2022-12-01T01:15:06Z,360000,False,,,0,,H. Jones kicked ball VIOLATION,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,
37,PT09M12.00S,2022-12-01T01:15:15.8Z,1,REGULAR,2pt,Jump Shot,[],1627783,20.844283837056505,51.470588235294116,1610612761,8,9,2022-12-01T01:16:49Z,370000,False,-7.0,143.0,1,left,MISS P. Siakam 14' floating Shot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,,,14.36,Missed,,,,,,,,,,,,,,,,
38,PT09M09.00S,2022-12-01T01:15:18.8Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,8,9,2022-12-01T01:15:21Z,380000,False,,,0,,P. Siakam REBOUND (Off:1 Def:0),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,,,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,
39,PT09M07.00S,2022-12-01T01:15:21.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,5.206964520367937,93.87254901960785,1610612761,8,9,2022-12-01T01:15:26Z,390000,False,-219.0,-4.0,1,left,MISS P. Siakam 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,21.94,Missed,,,,,,,,,,,,,,,,
40,PT09M03.00S,2022-12-01T01:15:25.2Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,8,9,2022-12-01T01:15:26Z,400000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT08M53.00S,2022-12-01T01:15:35.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,94.03745072273325,50.0,1610612740,10,9,2022-12-01T01:15:41Z,410000,False,0.0,4.0,1,right,J. Valanciunas cutting DUNK (2 PTS) (Z. Williamson 2 AST),"[202685, 1629627]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,0.35,Made,2.0,,,,,Z. Williamson,1629627.0,2.0,,,,,,,,
43,PT08M32.00S,2022-12-01T01:15:59.7Z,1,REGULAR,violation,kicked ball,[],1630631,,,1610612761,10,9,2022-12-01T01:16:08Z,430000,False,,,0,,J. Alvarado kicked ball VIOLATION,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,202049.0,,,,,,,,,,,,,,,,,,,
44,PT08M24.00S,2022-12-01T01:16:19.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,6.652431011826544,3.9215686274509802,1610612761,10,12,2022-12-01T01:16:24Z,440000,False,230.0,10.0,1,left,O. Anunoby 3PT  (3 PTS) (F. VanVleet 1 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,23.06,Made,3.0,,,,,F. VanVleet,1627832.0,1.0,,,,,,,,
47,PT08M07.00S,2022-12-01T01:16:52.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,94.56307490144546,50.0,1610612740,12,12,2022-12-01T01:19:00Z,470000,False,0.0,-1.0,1,right,Z. Williamson driving DUNK (7 PTS) (J. Valanciunas 2 AST),"[1629627, 202685]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,0.14,Made,7.0,,,,,J. Valanciunas,202685.0,2.0,,,,,,,,
49,PT07M49.00S,2022-12-01T01:17:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,5.601182654402102,45.83333333333333,1610612761,12,12,2022-12-01T01:17:34Z,490000,False,21.0,0.0,1,left,MISS S. Barnes Layup,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,,,,,,,,,,,,
50,PT07M47.00S,2022-12-01T01:17:30.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,12,12,2022-12-01T01:17:31Z,500000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,
51,PT07M46.00S,2022-12-01T01:17:31.9Z,1,REGULAR,turnover,lost ball,[],202685,,,1610612740,12,12,2022-12-01T01:17:39Z,510000,False,,,0,,J. Valanciunas lost ball TURNOVER (1 TO),"[202685, 1630567]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,Barnes,1630567.0,,
52,PT07M46.00S,2022-12-01T01:17:31.9Z,1,REGULAR,steal,,[],1630567,,,1610612761,12,12,2022-12-01T01:17:43Z,520000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
53,PT07M42.00S,2022-12-01T01:17:34.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201152,6.258212877792378,46.07843137254902,1610612761,12,14,2022-12-01T01:17:57Z,530000,False,20.0,6.0,1,left,T. Young Layup (2 PTS) (S. Barnes 1 AST),"[201152, 1630567]",1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,2.06,Made,2.0,,,,,S. Barnes,1630567.0,1.0,,,,,,,,
55,PT07M30.00S,2022-12-01T01:17:46.5Z,1,REGULAR,3pt,Jump Shot,[],1630631,72.48685939553219,14.705882352941178,1610612740,12,14,2022-12-01T01:17:54Z,550000,False,-176.0,206.0,1,right,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,27.13,Missed,,,,,,,,,,,,,,,,
56,PT07M30.00S,2022-12-01T01:17:46.5Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,12,14,2022-12-01T01:17:54Z,560000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,55.0,3.0,2.0,1.0,,,,,,,,,,,
57,PT07M26.00S,2022-12-01T01:17:51.8Z,1,REGULAR,turnover,lost ball,[],202685,,,1610612740,12,14,2022-12-01T01:17:59Z,570000,False,,,0,,J. Valanciunas lost ball TURNOVER (2 TO),"[202685, 201152]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,Young,201152.0,,
58,PT07M26.00S,2022-12-01T01:17:51.8Z,1,REGULAR,steal,,[],201152,,,1610612761,12,14,2022-12-01T01:50:54Z,580000,False,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M19.00S,2022-12-01T01:17:58.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,8.623521681997373,50.245098039215684,1610612761,12,16,2022-12-01T01:22:22Z,590000,False,-1.0,29.0,1,left,P. Siakam floating Jump Shot (11 PTS) (S. Barnes 2 AST),"[1627783, 1630567]",1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,2.86,Made,11.0,,,,,S. Barnes,1630567.0,2.0,,,,,,,,
61,PT07M06.00S,2022-12-01T01:18:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.64323258869908,47.549019607843135,1610612740,14,16,2022-12-01T01:18:15Z,610000,False,-12.0,7.0,1,right,Z. Williamson driving Layup (9 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,1.43,Made,9.0,,,,,,,,,,,,,,,
62,PT06M53.00S,2022-12-01T01:18:23.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,26.757555847568987,18.38235294117647,1610612761,14,16,2022-12-01T01:23:18Z,620000,False,158.0,199.0,1,left,MISS S. Barnes 25' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,25.42,Missed,,,,,,,,,,,,,,,,
63,PT06M49.00S,2022-12-01T01:18:27.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,14,16,2022-12-01T01:18:28Z,630000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,62.0,4.0,3.0,1.0,,,,,,,,,,,
64,PT06M32.00S,2022-12-01T01:18:44.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,88.38699080157687,39.46078431372549,1610612740,16,16,2022-12-01T01:18:50Z,640000,False,-53.0,57.0,1,right,J. Valanciunas 7' driving Hook (4 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,7.74,Made,4.0,,,,,,,,,,,,,,,
65,PT06M18.00S,2022-12-01T01:19:02.6Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612761,16,16,2022-12-01T01:19:19Z,650000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630530, 1630567]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,1.0,0.0,Barnes,1630567.0,,,,
67,PT06M18.00S,2022-12-01T01:19:15.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,16,16,2022-12-01T01:19:15Z,670000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M18.00S,2022-12-01T01:21:37.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,16,16,2022-12-01T01:22:13Z,680000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M18.00S,2022-12-01T01:21:37.9Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,16,16,2022-12-01T01:22:13Z,690000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M18.00S,2022-12-01T01:22:17.5Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,16,17,2022-12-01T01:22:39Z,700000,False,,,0,,S. Barnes Free Throw 1 of 2 (1 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
71,PT06M18.00S,2022-12-01T01:22:17.5Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,16,17,2022-12-01T01:22:39Z,710000,False,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
72,PT06M16.00S,2022-12-01T01:22:19.5Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,16,17,2022-12-01T01:22:39Z,720000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,
73,PT06M05.00S,2022-12-01T01:22:49.2Z,1,REGULAR,3pt,Jump Shot,[],202685,71.56701708278581,79.16666666666666,1610612740,16,17,2022-12-01T01:22:56Z,730000,False,146.0,215.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,25.96,Missed,,,,,,,,,,,,,,,,
74,PT06M04.00S,2022-12-01T01:22:50.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,16,17,2022-12-01T01:22:56Z,740000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,73.0,,,,,,,,,,,,,,
75,PT06M04.00S,2022-12-01T01:22:56.1Z,1,REGULAR,foul,personal,[],1630529,,,1610612761,16,17,2022-12-01T01:23:04Z,750000,False,,,0,,H. Jones loose ball personal FOUL (1 PF),"[1630529, 1628449]",1610612740.0,NOP,loose ball,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,201246.0,,,,,,,,,,,,1.0,0.0,Boucher,1628449.0,,,,
77,PT06M04.00S,2022-12-01T01:23:03.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,16,17,2022-12-01T01:23:08Z,770000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M04.00S,2022-12-01T01:23:03.8Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,16,17,2022-12-01T01:23:08Z,780000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M44.00S,2022-12-01T01:23:28.2Z,1,REGULAR,2pt,Jump Shot,[],1627783,23.078186596583443,47.05882352941176,1610612761,16,17,2022-12-01T01:23:36Z,790000,False,15.0,164.0,1,left,MISS P. Siakam 16' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,16.51,Missed,,,,,,,,,,,,,,,,
80,PT05M41.00S,2022-12-01T01:23:31.2Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,16,17,2022-12-01T01:23:36Z,800000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,
81,PT05M36.00S,2022-12-01T01:23:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630529,92.19776609724047,47.05882352941176,1610612740,18,17,2022-12-01T01:23:42Z,810000,False,-15.0,21.0,1,right,H. Jones running Layup (5 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,2.55,Made,5.0,,,,,,,,,,,,,,,
82,PT05M27.00S,2022-12-01T01:23:52.8Z,1,REGULAR,foul,offensive,[],1627783,,,1610612761,18,17,2022-12-01T01:24:00Z,820000,False,,,0,,P. Siakam charge offensive FOUL (1 PF),"[1627783, 1630529]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,202049.0,,,,,,,,,,,,1.0,0.0,Jones,1630529.0,,,,
84,PT05M27.00S,2022-12-01T01:23:52.8Z,1,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,18,17,2022-12-01T01:23:52Z,840000,False,,,0,,P. Siakam offensive foul TURNOVER (2 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,202049.0,2.0,,,,,,,,,,,,,,,,,,
85,PT05M27.00S,2022-12-01T01:24:03.5Z,1,REGULAR,substitution,out,[],1630631,,,1610612740,18,17,2022-12-01T01:24:07Z,850000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M27.00S,2022-12-01T01:24:03.5Z,1,REGULAR,substitution,in,[],1628984,,,1610612740,18,17,2022-12-01T01:24:07Z,860000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M12.00S,2022-12-01T01:24:28.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,64.47109067017082,51.9607843137255,1610612740,21,17,2022-12-01T01:24:32Z,870000,False,10.0,281.0,1,right,T. Murphy III 28' 3PT  (3 PTS) (Z. Williamson 3 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,28.17,Made,3.0,,,,,Z. Williamson,1629627.0,3.0,,,,,,,,
