actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
39,PT08M50.00S,2023-03-24T00:14:39.6Z,1,REGULAR,foul,personal,['1freethrow'],1626179,,,1610612740,11,7,2023-03-24T00:14:48Z,390000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Ingram 1 FT),"[1626179, 1627742]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203592.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
41,PT08M50.00S,2023-03-24T00:15:01.7Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,12,7,2023-03-24T00:15:01Z,410000,False,,,0,,B. Ingram Free Throw 1 of 1 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
42,PT08M35.00S,2023-03-24T00:15:17.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,25.837713534822605,16.666666666666664,1610612766,12,7,2023-03-24T00:15:24Z,420000,False,167.0,190.0,1,left,MISS K. Oubre Jr. 25' step back 3PT,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
43,PT08M31.00S,2023-03-24T00:15:21.7Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,12,7,2023-03-24T00:15:24Z,430000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,42.0,,,,1.0,1.0,0.0,,
44,PT08M19.00S,2023-03-24T00:15:32.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,89.70105124835742,53.431372549019606,1610612740,12,7,2023-03-24T00:15:37Z,440000,False,17.0,44.0,1,right,MISS J. Valanciunas turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,4.75,Missed,,,,,,,,,,,,,,,,,,
45,PT08M17.00S,2023-03-24T00:15:34.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,12,7,2023-03-24T00:15:37Z,450000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,44.0,,,,1.0,1.0,0.0,,
46,PT08M11.00S,2023-03-24T00:15:40.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626162,9.674770039421814,55.14705882352941,1610612766,12,9,2023-03-24T00:17:27Z,460000,False,-26.0,38.0,1,left,K. Oubre Jr. driving floating bank Jump Shot (2 PTS),[1626162],1610612766.0,CHA,driving floating bank,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,2.0,,,,,,,,,,,,,,,,,
47,PT07M58.00S,2023-03-24T00:15:54.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,93.64323258869908,46.568627450980394,1610612740,12,9,2023-03-24T00:15:59Z,470000,False,-17.0,7.0,1,right,MISS T. Murphy III cutting DUNK,[1630530],1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2023-03-24T00:15:57.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,12,9,2023-03-24T00:15:59Z,480000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,47.0,,,,2.0,2.0,0.0,,
49,PT07M44.00S,2023-03-24T00:16:07.7Z,1,REGULAR,turnover,lost ball,[],1630208,,,1610612766,12,9,2023-03-24T00:16:12Z,490000,False,,,0,,N. Richards lost ball TURNOVER (1 TO),"[1630208, 202685]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Valanciunas,202685.0,,,,,
50,PT07M44.00S,2023-03-24T00:16:07.7Z,1,REGULAR,steal,,[],202685,,,1610612740,12,9,2023-03-24T00:16:10Z,500000,False,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M40.00S,2023-03-24T00:16:11.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630530,69.85873850197109,12.745098039215685,1610612740,12,9,2023-03-24T00:19:14Z,510000,False,-186.0,231.0,1,right,MISS T. Murphy III 29' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,29.66,Missed,,,,,,,,,,,,,,,,,,
52,PT07M37.00S,2023-03-24T00:16:14.9Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,12,9,2023-03-24T00:16:20Z,520000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,51.0,,,,2.0,2.0,0.0,,
54,PT07M13.00S,2023-03-24T00:16:55.0Z,1,REGULAR,2pt,Jump Shot,[],1626162,6.652431011826544,29.901960784313726,1610612766,12,11,2023-03-24T00:17:02Z,540000,False,100.0,10.0,1,left,K. Oubre Jr. 10' pullup Jump Shot (4 PTS) (G. Hayward 2 AST),"[1626162, 202330]",1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,10.1,Made,4.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
56,PT07M06.00S,2023-03-24T00:17:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.51182654402102,45.09803921568628,1610612740,12,11,2023-03-24T00:17:07Z,560000,False,-25.0,8.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,,
58,PT07M02.00S,2023-03-24T00:17:06.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,12,11,2023-03-24T00:17:07Z,580000,False,,,0,,N. Richards REBOUND (Off:0 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,56.0,,,,3.0,3.0,0.0,,
59,PT07M00.00S,2023-03-24T00:17:08.3Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612766,12,11,2023-03-24T00:17:15Z,590000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1630529]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,
60,PT07M00.00S,2023-03-24T00:17:08.3Z,1,REGULAR,steal,,[],1630529,,,1610612740,12,11,2023-03-24T00:17:10Z,600000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
61,PT06M55.00S,2023-03-24T00:17:16.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630530,94.03745072273325,54.166666666666664,1610612740,14,11,2023-03-24T00:21:20Z,610000,False,21.0,4.0,1,right,T. Murphy III running reverse Layup (2 PTS) (B. Ingram 3 AST),"[1630530, 1627742]",1610612740.0,NOP,running reverse,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,
62,PT06M55.00S,2023-03-24T00:17:18.7Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612740,14,11,2023-03-24T00:17:32Z,620000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1630208, 1630530]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,1662.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,
64,PT06M55.00S,2023-03-24T00:17:43.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,14,11,2023-03-24T00:17:43Z,640000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2023-03-24T00:19:56.1Z,1,REGULAR,substitution,out,[],1629023,,,1610612740,14,11,2023-03-24T00:20:12Z,650000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M55.00S,2023-03-24T00:19:56.1Z,1,REGULAR,substitution,out,[],1626162,,,1610612740,14,11,2023-03-24T00:20:12Z,660000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2023-03-24T00:19:56.1Z,1,REGULAR,substitution,in,[],1630550,,,1610612740,14,11,2023-03-24T00:20:12Z,670000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M55.00S,2023-03-24T00:19:56.1Z,1,REGULAR,substitution,in,[],1628372,,,1610612740,14,11,2023-03-24T00:20:12Z,680000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M55.00S,2023-03-24T00:20:28.0Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630530,,,1610612740,15,11,2023-03-24T00:20:28Z,690000,False,,,0,,T. Murphy III Free Throw 1 of 1 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
70,PT06M42.00S,2023-03-24T00:20:42.5Z,1,REGULAR,2pt,Jump Shot,[],1626179,21.50131406044678,48.03921568627451,1610612766,15,13,2023-03-24T00:20:52Z,700000,False,10.0,150.0,1,left,T. Rozier 14' pullup Jump Shot (2 PTS) (G. Hayward 3 AST),"[1626179, 202330]",1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,14.99,Made,2.0,G. Hayward,202330.0,3.0,,,,,,,,,,,,,,
72,PT06M17.00S,2023-03-24T00:21:10.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",203468,91.67214191852825,50.0,1610612740,17,13,2023-03-24T00:21:25Z,720000,False,0.0,26.0,1,right,C. McCollum driving floating Jump Shot (5 PTS) (B. Ingram 4 AST),"[203468, 1627742]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.58,Made,5.0,B. Ingram,1627742.0,4.0,,,,,,,,,,,,,,
74,PT06M17.00S,2023-03-24T00:21:13.7Z,1,REGULAR,violation,defensive goaltending,[],1630208,,,1610612740,17,13,2023-03-24T00:21:25Z,740000,False,,,0,,N. Richards defensive goaltending VIOLATION,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,1627541.0,,,,,,,,,,,,,
75,PT06M01.00S,2023-03-24T00:21:34.0Z,1,REGULAR,3pt,Jump Shot,[],1628372,7.5722733245729295,4.6568627450980395,1610612766,17,13,2023-03-24T00:21:39Z,750000,False,227.0,19.0,1,left,MISS D. Smith Jr. 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Right Corner 3,24+ Right,22.75,Missed,,,,,,,,,,,,,,,,,,
76,PT05M58.00S,2023-03-24T00:21:37.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,17,13,2023-03-24T00:21:39Z,760000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,75.0,,,,2.0,2.0,0.0,,
77,PT05M50.00S,2023-03-24T00:21:44.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627742,92.32917214191852,50.98039215686274,1610612740,17,13,2023-03-24T00:21:49Z,770000,False,5.0,20.0,1,right,MISS B. Ingram driving DUNK - blocked,"[1627742, 1630550]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,Thor,1630550.0
78,PT05M50.00S,2023-03-24T00:21:44.7Z,1,REGULAR,block,,[],1630550,,,1610612740,17,13,2023-03-24T00:21:47Z,780000,False,,,0,,J. Thor BLOCK (1 BLK),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M46.00S,2023-03-24T00:21:48.7Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,17,13,2023-03-24T00:21:49Z,790000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,77.0,,,,3.0,3.0,0.0,,
80,PT05M45.00S,2023-03-24T00:21:56.6Z,1,REGULAR,foul,offensive,[],1626179,,,1610612766,17,13,2023-03-24T00:22:04Z,800000,False,,,0,,T. Rozier charge offensive FOUL (2 PF),"[1626179, 1630529]",1610612766.0,CHA,charge,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,,203592.0,2.0,0.0,Jones,1630529.0,,,,,,,,,
82,PT05M45.00S,2023-03-24T00:21:56.6Z,1,REGULAR,turnover,offensive foul,[],1626179,,,1610612766,17,13,2023-03-24T00:21:56Z,820000,False,,,0,,T. Rozier offensive foul TURNOVER (1 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,,203592.0,,,,,,1.0,,,,,,,
83,PT05M45.00S,2023-03-24T00:22:02.8Z,1,REGULAR,substitution,out,[],203468,,,1610612740,17,13,2023-03-24T00:22:06Z,830000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M45.00S,2023-03-24T00:22:02.8Z,1,REGULAR,substitution,in,[],1630700,,,1610612740,17,13,2023-03-24T00:22:06Z,840000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
