actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT10M27.00S,2023-03-12T23:13:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629629,5.863994743758213,50.0,1610612757,2,4,2023-03-12T23:13:07Z,200000,False,0.0,3.0,1,left,C. Reddish cutting DUNK (4 PTS) (J. Grant 1 AST),"[1629629, 203924]",1610612757.0,POR,cutting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,0.26,Made,4.0,J. Grant,203924.0,1.0,,,,,,,,
22,PT10M10.00S,2023-03-12T23:13:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.59198423127464,53.18627450980392,1610612740,2,4,2023-03-12T23:16:20Z,220000,False,16.0,17.0,1,right,MISS C. McCollum driving finger roll Layup,[203468],1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,2.33,Missed,,,,,,,,,,,,
23,PT10M10.00S,2023-03-12T23:13:17.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,2,4,2023-03-12T23:13:29Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,22.0,,,,,,,
25,PT09M58.00S,2023-03-12T23:13:46.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202685,84.97043363994744,53.18627450980392,1610612740,2,4,2023-03-12T23:13:50Z,250000,False,16.0,89.0,1,right,MISS J. Valanciunas 9' driving Hook,[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.02,Missed,,,,,,,,,,,,
26,PT09M54.00S,2023-03-12T23:13:50.0Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612757,2,4,2023-03-12T23:13:50Z,260000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,
27,PT09M37.00S,2023-03-12T23:14:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,6.652431011826544,42.8921568627451,1610612757,2,6,2023-03-12T23:17:43Z,270000,False,36.0,10.0,1,left,M. Thybulle Layup (2 PTS) (C. Reddish 1 AST),"[1629680, 1629629]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,3.69,Made,2.0,C. Reddish,1629629.0,1.0,,,,,,,,
29,PT09M28.00S,2023-03-12T23:14:19.1Z,1,REGULAR,foul,personal,[],1629680,,,1610612740,2,6,2023-03-12T23:14:30Z,290000,False,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1630230]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Center,204059.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
31,PT09M21.00S,2023-03-12T23:14:39.8Z,1,REGULAR,3pt,Jump Shot,[],1630530,67.88764783180025,13.23529411764706,1610612740,5,6,2023-03-12T23:14:46Z,310000,False,-184.0,249.0,1,right,T. Murphy III 30' 3PT  (3 PTS) (C. McCollum 2 AST),"[1630530, 203468]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,,30.98,Made,3.0,C. McCollum,203468.0,2.0,,,,,,,,
33,PT08M51.00S,2023-03-12T23:15:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,8.09789750328515,47.794117647058826,1610612757,5,8,2023-03-12T23:19:21Z,330000,False,11.0,24.0,1,left,A. Simons driving floating Jump Shot (2 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,2.6,Made,2.0,,,,,,,,,,,
34,PT08M31.00S,2023-03-12T23:15:37.8Z,1,REGULAR,violation,kicked ball,[],203994,,,1610612740,5,8,2023-03-12T23:15:50Z,340000,False,,,0,,J. Nurkic kicked ball VIOLATION,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,202037.0,,,,,,,,,,,,,,,,,,,
35,PT08M22.00S,2023-03-12T23:15:55.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,91.67214191852825,37.5,1610612740,5,8,2023-03-12T23:16:00Z,350000,False,-62.0,26.0,1,right,MISS J. Valanciunas 6' turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.76,Missed,,,,,,,,,,,,
36,PT08M20.00S,2023-03-12T23:15:57.1Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,5,8,2023-03-12T23:16:00Z,360000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,
37,PT08M16.00S,2023-03-12T23:16:03.0Z,1,REGULAR,turnover,traveling,[],1629629,,,1610612757,5,8,2023-03-12T23:16:08Z,370000,False,,,0,,C. Reddish traveling TURNOVER (1 TO),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,204059.0,,,,,1.0,,,,,,,,,,,,,,
38,PT08M09.00S,2023-03-12T23:16:29.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630530,93.38042049934296,42.8921568627451,1610612740,7,8,2023-03-12T23:16:36Z,380000,False,-36.0,10.0,1,right,T. Murphy III cutting Layup (5 PTS) (N. Marshall 1 AST),"[1630530, 1630230]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,3.68,Made,5.0,N. Marshall,1630230.0,1.0,,,,,,,,
40,PT08M09.00S,2023-03-12T23:16:31.8Z,1,REGULAR,foul,personal,['1freethrow'],1629629,,,1610612740,7,8,2023-03-12T23:16:42Z,400000,False,,,0,,C. Reddish shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1629629, 1630530]",1610612757.0,POR,shooting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,1151.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
42,PT08M09.00S,2023-03-12T23:16:54.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630530,,,1610612740,8,8,2023-03-12T23:16:54Z,420000,False,,,0,,T. Murphy III Free Throw 1 of 1 (6 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,
43,PT08M02.00S,2023-03-12T23:17:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,6.1268068331143235,45.588235294117645,1610612757,8,10,2023-03-12T23:17:08Z,430000,False,22.0,5.0,1,left,A. Simons driving Layup (4 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,2.27,Made,4.0,,,,,,,,,,,
44,PT07M54.00S,2023-03-12T23:17:12.5Z,1,REGULAR,3pt,Jump Shot,[],1630529,94.56307490144546,95.58823529411765,1610612740,11,10,2023-03-12T23:21:15Z,440000,False,228.0,-1.0,1,right,H. Jones 3PT  (3 PTS) (C. McCollum 3 AST),"[1630529, 203468]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,,22.79,Made,3.0,C. McCollum,203468.0,3.0,,,,,,,,
47,PT07M30.00S,2023-03-12T23:18:05.2Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612757,11,10,2023-03-12T23:18:11Z,470000,False,,,0,,J. Nurkic bad pass TURNOVER (2 TO),"[203994, 1630530]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,,,,,,2.0,,,,,,,,,,,Murphy III,1630530.0,,
48,PT07M30.00S,2023-03-12T23:18:05.2Z,1,REGULAR,steal,,[],1630530,,,1610612740,11,10,2023-03-12T23:18:31Z,480000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M22.00S,2023-03-12T23:18:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630530,92.9862023653088,43.38235294117647,1610612740,13,10,2023-03-12T23:18:27Z,490000,False,-33.0,13.0,1,right,T. Murphy III driving Layup (8 PTS) (J. Valanciunas 1 AST),"[1630530, 202685]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,3.57,Made,8.0,J. Valanciunas,202685.0,1.0,,,,,,,,
50,PT07M22.00S,2023-03-12T23:18:21.6Z,1,REGULAR,foul,personal,['1freethrow'],1629014,,,1610612740,13,10,2023-03-12T23:18:31Z,500000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1629014, 1630530]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
52,PT07M22.00S,2023-03-12T23:18:42.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630530,,,1610612740,14,10,2023-03-12T23:18:42Z,520000,False,,,0,,T. Murphy III Free Throw 1 of 1 (9 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,
53,PT07M09.00S,2023-03-12T23:18:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,13.091327201051248,61.029411764705884,1610612757,14,10,2023-03-12T23:19:01Z,530000,False,-55.0,71.0,1,left,MISS A. Simons 8' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,8.96,Missed,,,,,,,,,,,,
54,PT07M07.00S,2023-03-12T23:18:58.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,14,10,2023-03-12T23:19:01Z,540000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,53.0,2.0,1.0,1.0,,,,
55,PT07M00.00S,2023-03-12T23:19:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.70105124835742,56.61764705882353,1610612740,16,10,2023-03-12T23:26:08Z,550000,False,33.0,44.0,1,right,C. McCollum floating Jump Shot (2 PTS),[203468],1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.53,Made,2.0,,,,,,,,,,,
56,PT06M48.00S,2023-03-12T23:19:25.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,10,2023-03-12T23:19:25Z,560000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M48.00S,2023-03-12T23:22:20.6Z,1,REGULAR,substitution,out,[],203994,,,1610612757,16,10,2023-03-12T23:22:27Z,570000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M48.00S,2023-03-12T23:22:20.6Z,1,REGULAR,substitution,out,[],1629629,,,1610612757,16,10,2023-03-12T23:22:27Z,580000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M48.00S,2023-03-12T23:22:20.6Z,1,REGULAR,substitution,in,[],1629234,,,1610612757,16,10,2023-03-12T23:22:27Z,590000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2023-03-12T23:22:20.6Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,16,10,2023-03-12T23:22:27Z,600000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M39.00S,2023-03-12T23:22:30.8Z,1,REGULAR,2pt,Jump Shot,[],203924,13.61695137976347,78.67647058823529,1610612757,16,12,2023-03-12T23:26:54Z,610000,False,-143.0,75.0,1,left,J. Grant 16' Jump Shot (2 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left,,,,,,,16.21,Made,2.0,A. Simons,1629014.0,1.0,,,,,,,,
62,PT06M25.00S,2023-03-12T23:22:44.6Z,1,REGULAR,3pt,Jump Shot,[],203468,68.54467805519053,23.52941176470588,1610612740,19,12,2023-03-12T23:22:52Z,620000,False,-132.0,243.0,1,right,C. McCollum 27' 3PT step back (5 PTS) (H. Jones 1 AST),"[203468, 1630529]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,27.69,Made,5.0,H. Jones,1630529.0,1.0,,,,,,,,
63,PT06M00.00S,2023-03-12T23:23:10.4Z,1,REGULAR,3pt,Jump Shot,[],1629014,20.05584756898817,94.6078431372549,1610612757,19,12,2023-03-12T23:23:13Z,630000,False,-223.0,136.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,26.12,Missed,,,,,,,,,,,,
64,PT05M58.00S,2023-03-12T23:23:12.4Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,19,12,2023-03-12T23:23:13Z,640000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,
65,PT05M49.00S,2023-03-12T23:23:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,91.40932982917214,50.245098039215684,1610612740,21,12,2023-03-12T23:23:33Z,650000,False,1.0,28.0,1,right,J. Valanciunas cutting Layup (4 PTS) (C. McCollum 4 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,2.83,Made,4.0,C. McCollum,203468.0,4.0,,,,,,,,
67,PT05M49.00S,2023-03-12T23:23:26.8Z,1,REGULAR,foul,personal,['1freethrow'],1629014,,,1610612740,21,12,2023-03-12T23:23:41Z,670000,False,,,0,,A. Simons shooting personal FOUL (2 PF) (Valanciunas 1 FT),"[1629014, 202685]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,202037.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
69,PT05M49.00S,2023-03-12T23:23:36.8Z,1,REGULAR,substitution,out,[],1630230,,,1610612740,21,12,2023-03-12T23:24:04Z,690000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M49.00S,2023-03-12T23:23:36.8Z,1,REGULAR,substitution,in,[],1626196,,,1610612740,21,12,2023-03-12T23:24:04Z,700000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M49.00S,2023-03-12T23:23:57.5Z,1,REGULAR,freethrow,1 of 1,[],202685,,,1610612740,22,12,2023-03-12T23:23:57Z,710000,False,,,0,,J. Valanciunas Free Throw 1 of 1 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
73,PT05M49.00S,2023-03-12T23:24:05.6Z,1,REGULAR,turnover,bad pass,[],1629680,,,1610612757,22,12,2023-03-12T23:39:46Z,730000,False,,,0,,M. Thybulle bad pass TURNOVER (1 TO),"[1629680, 203468]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,,,,,,,,,,,McCollum,203468.0,,
74,PT05M49.00S,2023-03-12T23:24:05.6Z,1,REGULAR,steal,,[],203468,,,1610612740,22,12,2023-03-12T23:24:08Z,740000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M47.00S,2023-03-12T23:24:09.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203468,90.22667542706965,50.49019607843137,1610612740,24,12,2023-03-12T23:39:57Z,750000,False,2.0,39.0,1,right,C. McCollum DUNK (7 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,3.95,Made,7.0,,,,,,,,,,,
76,PT05M39.00S,2023-03-12T23:24:18.8Z,1,REGULAR,foul,personal,[],1630530,,,1610612757,24,12,2023-03-12T23:24:51Z,760000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 203924]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,1151.0,1.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,
78,PT05M39.00S,2023-03-12T23:24:39.3Z,1,REGULAR,substitution,out,[],1630530,,,1610612757,24,12,2023-03-12T23:24:41Z,780000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M39.00S,2023-03-12T23:24:39.3Z,1,REGULAR,substitution,in,[],1630700,,,1610612757,24,12,2023-03-12T23:24:41Z,790000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M30.00S,2023-03-12T23:24:43.7Z,1,REGULAR,3pt,Jump Shot,[],1631101,23.078186596583443,11.519607843137255,1610612757,24,15,2023-03-12T23:24:48Z,800000,False,192.0,164.0,1,left,S. Sharpe 25' 3PT  (3 PTS) (J. Grant 2 AST),"[1631101, 203924]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,25.31,Made,3.0,J. Grant,203924.0,2.0,,,,,,,,
82,PT05M22.00S,2023-03-12T23:24:54.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612740,24,15,2023-03-12T23:24:59Z,820000,False,,,0,,M. Thybulle personal FOUL (2 PF) (McCollum 2 FT),"[1629680, 203468]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Left,202037.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
84,PT05M22.00S,2023-03-12T23:25:23.2Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,25,15,2023-03-12T23:26:01Z,840000,False,,,0,,C. McCollum Free Throw 1 of 2 (8 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,
85,PT05M22.00S,2023-03-12T23:25:24.1Z,1,REGULAR,substitution,out,[],1629014,,,1610612740,25,15,2023-03-12T23:25:37Z,850000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2023-03-12T23:25:24.1Z,1,REGULAR,substitution,out,[],1629680,,,1610612740,25,15,2023-03-12T23:25:37Z,860000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2023-03-12T23:25:24.1Z,1,REGULAR,substitution,in,[],1627853,,,1610612740,25,15,2023-03-12T23:25:37Z,870000,False,,,0,,SUB in: R. Arcidiacono,[1627853],1610612757.0,POR,,,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M22.00S,2023-03-12T23:25:24.1Z,1,REGULAR,substitution,in,[],1629642,,,1610612740,25,15,2023-03-12T23:25:37Z,880000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M22.00S,2023-03-12T23:25:23.2Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,25,15,2023-03-12T23:26:01Z,890000,False,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
90,PT05M20.00S,2023-03-12T23:25:25.2Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,25,15,2023-03-12T23:26:01Z,900000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,
