actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
158,PT01M13.00S,2022-11-29T01:33:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,82.21090670170827,56.86274509803921,1610612760,29,25,2022-11-29T01:33:33Z,1580000,False,34.0,115.0,1,right,MISS S. Gilgeous-Alexander 11' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.97,Missed,,,,,,,,,,
159,PT01M07.00S,2022-11-29T01:33:32.6Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,29,25,2022-11-29T01:33:33Z,1590000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,158.0,4.0,3.0,1.0,,,,,,
160,PT00M59.40S,2022-11-29T01:33:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,7.046649145860711,49.01960784313725,1610612740,31,25,2022-11-29T01:33:45Z,1600000,False,5.0,14.0,1,left,W. Hernangomez cutting Layup (4 PTS) (D. Graham 1 AST),"[1626195, 1628984]",1610612740.0,NOP,cutting,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,1.45,Made,,,,,4.0,D. Graham,1628984.0,1.0,,
162,PT00M52.40S,2022-11-29T01:33:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630544,76.82325886990802,86.27450980392157,1610612760,31,25,2022-11-29T01:51:25Z,1620000,False,181.0,165.0,1,right,MISS T. Mann 24' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,24.55,Missed,,,,,,,,,,
163,PT00M48.80S,2022-11-29T01:33:53.4Z,1,REGULAR,rebound,defensive,[],202066,,,1610612740,31,25,2022-11-29T01:33:56Z,1630000,False,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,
164,PT00M33.70S,2022-11-29T01:34:08.6Z,1,REGULAR,3pt,Jump Shot,[],1628984,5.863994743758213,97.30392156862744,1610612740,31,25,2022-11-29T01:34:15Z,1640000,False,-237.0,3.0,1,left,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Left Corner 3,24+ Left,,,,,,,,,23.65,Missed,,,,,,,,,,
165,PT00M29.70S,2022-11-29T01:34:12.6Z,1,REGULAR,rebound,offensive,[],1628984,,,1610612740,31,25,2022-11-29T01:34:15Z,1650000,False,,,0,,D. Graham REBOUND (Off:1 Def:0),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Left Corner 3,24+ Left,,,,,,,,,,,164.0,1.0,0.0,1.0,,,,,,
166,PT00M27.80S,2022-11-29T01:34:14.4Z,1,REGULAR,turnover,bad pass,[],1628984,,,1610612740,31,25,2022-11-29T01:34:17Z,1660000,False,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1628983]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
167,PT00M27.80S,2022-11-29T01:34:14.4Z,1,REGULAR,steal,,[],1628983,,,1610612760,31,25,2022-11-29T01:34:16Z,1670000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT00M24.10S,2022-11-29T01:34:31.3Z,1,REGULAR,foul,personal,['2freethrow'],202066,,,1610612760,31,25,2022-11-29T01:34:46Z,1680000,False,,,0,,G. Temple shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[202066, 1628983]",1610612740.0,NOP,shooting,,,Temple,G. Temple,,,,,In The Paint (Non-RA),8-16 Center,204058.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
170,PT00M24.10S,2022-11-29T01:34:49.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628983,,,1610612760,31,25,2022-11-29T01:34:49Z,1700000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
171,PT00M24.10S,2022-11-29T01:34:49.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,31,25,2022-11-29T01:34:49Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,
172,PT00M24.10S,2022-11-29T01:34:51.5Z,1,REGULAR,substitution,out,[],1630544,,,1610612760,31,25,2022-11-29T01:34:55Z,1720000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M24.10S,2022-11-29T01:34:51.5Z,1,REGULAR,substitution,in,[],1629647,,,1610612760,31,25,2022-11-29T01:34:55Z,1730000,False,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M24.10S,2022-11-29T01:35:09.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628983,,,1610612760,31,26,2022-11-29T01:35:09Z,1740000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,Made,,,,,6.0,,,,,
175,PT00M04.90S,2022-11-29T01:35:31.4Z,1,REGULAR,3pt,Jump Shot,[],1628984,28.465834428383708,77.69607843137256,1610612740,34,26,2022-11-29T01:35:35Z,1750000,False,-138.0,215.0,1,left,D. Graham 25' 3PT  (5 PTS) (Z. Williamson 3 AST),"[1628984, 1629627]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.58,Made,,,,,5.0,Z. Williamson,1629627.0,3.0,,
177,PT00M00.00S,2022-11-29T01:36:00.3Z,1,REGULAR,period,end,[],0,,,1610612760,34,26,2022-11-29T01:36:00Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-29T01:38:03.3Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,34,26,2022-11-29T01:38:18Z,1780000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-11-29T01:38:03.3Z,2,REGULAR,substitution,out,['startperiod'],1631172,,,1610612760,34,26,2022-11-29T01:38:18Z,1790000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-11-29T01:38:03.3Z,2,REGULAR,substitution,in,['startperiod'],1630544,,,1610612760,34,26,2022-11-29T01:38:18Z,1800000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-11-29T01:38:03.3Z,2,REGULAR,substitution,in,['startperiod'],1630526,,,1610612760,34,26,2022-11-29T01:38:18Z,1810000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-11-29T01:38:22.1Z,2,REGULAR,period,start,[],0,,,1610612760,34,26,2022-11-29T01:38:22Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M41.00S,2022-11-29T01:38:45.8Z,2,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612760,34,26,2022-11-29T01:38:56Z,1830000,False,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Bazley 2 FT),"[1626195, 1629647]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,204058.0,1.0,0.0,Bazley,1629647.0,,,,,,,,,,,,,,,
185,PT11M41.00S,2022-11-29T01:39:01.8Z,2,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,34,27,2022-11-29T01:39:01Z,1850000,False,,,0,,D. Bazley Free Throw 1 of 2 (1 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
186,PT11M41.00S,2022-11-29T01:39:14.8Z,2,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,34,28,2022-11-29T01:39:14Z,1860000,False,,,0,,D. Bazley Free Throw 2 of 2 (2 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,Made,,,,,2.0,,,,,
189,PT11M25.00S,2022-11-29T01:39:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.732588699080158,52.94117647058824,1610612740,34,28,2022-11-29T01:39:45Z,1870000,False,-15.0,1.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.48,Missed,,,,,,,,,,
190,PT11M22.00S,2022-11-29T01:39:35.9Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,34,28,2022-11-29T01:39:45Z,1880000,False,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,
191,PT11M14.00S,2022-11-29T01:39:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,94.1688567674113,55.14705882352941,1610612760,34,30,2022-11-29T01:39:48Z,1890000,False,26.0,2.0,1,right,T. Mann driving Layup (2 PTS),[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,2.58,Made,,,,,2.0,,,,,
192,PT10M59.00S,2022-11-29T01:40:02.0Z,2,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612740,34,30,2022-11-29T01:40:12Z,1900000,False,,,0,,T. Mann shooting personal FOUL (2 PF) (Temple 2 FT),"[1630544, 202066]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,204058.0,2.0,0.0,Temple,202066.0,,,,,,,,,,,,,,,
194,PT10M59.00S,2022-11-29T01:40:26.9Z,2,REGULAR,freethrow,1 of 2,[],202066,,,1610612740,35,30,2022-11-29T01:40:26Z,1920000,False,,,0,,G. Temple Free Throw 1 of 2 (1 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,
195,PT10M59.00S,2022-11-29T01:40:40.1Z,2,REGULAR,freethrow,2 of 2,[],202066,,,1610612740,36,30,2022-11-29T01:40:40Z,1930000,False,,,0,,G. Temple Free Throw 2 of 2 (2 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,Made,,,,,2.0,,,,,
196,PT10M42.00S,2022-11-29T01:40:57.4Z,2,REGULAR,3pt,Jump Shot,[],1629026,68.9388961892247,29.901960784313726,1610612760,36,30,2022-11-29T01:41:04Z,1940000,False,-100.0,239.0,1,right,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.97,Missed,,,,,,,,,,
197,PT10M37.00S,2022-11-29T01:41:02.4Z,2,REGULAR,rebound,offensive,[],1630526,,,1610612760,36,30,2022-11-29T01:41:04Z,1950000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,196.0,3.0,1.0,2.0,,,,,,
198,PT10M35.00S,2022-11-29T01:41:04.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,74.72076215505913,16.666666666666664,1610612760,36,33,2022-11-29T01:41:12Z,1960000,False,-167.0,185.0,1,right,K. Williams 24' 3PT  (3 PTS) (J. Williams 1 AST),"[1629026, 1631114]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.91,Made,,,,,3.0,J. Williams,1631114.0,1.0,,
200,PT10M19.00S,2022-11-29T01:41:19.6Z,2,REGULAR,3pt,Jump Shot,[],1628984,29.517082785808146,71.81372549019608,1610612740,36,33,2022-11-29T01:41:26Z,1980000,False,-109.0,225.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.01,Missed,,,,,,,,,,
201,PT10M13.00S,2022-11-29T01:41:25.6Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,36,33,2022-11-29T01:41:26Z,1990000,False,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200.0,2.0,2.0,0.0,,,,,,
202,PT10M08.00S,2022-11-29T01:41:30.9Z,2,REGULAR,3pt,Jump Shot,[],1630544,66.70499342969777,20.588235294117645,1610612760,36,33,2022-11-29T01:41:41Z,2000000,False,-147.0,260.0,1,right,MISS T. Mann 29' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,29.92,Missed,,,,,,,,,,
203,PT10M04.00S,2022-11-29T01:41:35.0Z,2,REGULAR,rebound,offensive,[],1630526,,,1610612760,36,33,2022-11-29T01:41:35Z,2010000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202.0,4.0,1.0,3.0,,,,,,
204,PT10M03.00S,2022-11-29T01:41:36.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,93.64323258869908,54.166666666666664,1610612760,36,33,2022-11-29T01:41:47Z,2020000,False,21.0,7.0,1,right,MISS K. Williams Layup,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,2.2,Missed,,,,,,,,,,
205,PT10M01.00S,2022-11-29T01:41:38.2Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,36,33,2022-11-29T01:41:47Z,2030000,False,,,0,,W. Hernangomez REBOUND (Off:2 Def:5),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204.0,7.0,5.0,2.0,,,,,,
206,PT09M57.00S,2022-11-29T01:41:41.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202066,6.652431011826544,47.30392156862745,1610612740,38,33,2022-11-29T01:41:53Z,2040000,False,13.0,10.0,1,left,G. Temple running Layup (4 PTS) (Z. Williamson 4 AST),"[202066, 1629627]",1610612740.0,NOP,running,,,Temple,G. Temple,,,,,Restricted Area,0-8 Center,,,,,,,,,1.68,Made,,,,,4.0,Z. Williamson,1629627.0,4.0,,
208,PT09M44.00S,2022-11-29T01:41:54.7Z,2,REGULAR,2pt,Jump Shot,[],1629647,86.81011826544021,21.813725490196077,1610612760,38,33,2022-11-29T01:42:01Z,2060000,False,-141.0,71.0,1,right,MISS D. Bazley 15' pullup Shot,[1629647],1610612760.0,OKC,pullup,,,Bazley,D. Bazley,,,,,Mid-Range,8-16 Left,,,,,,,,,15.8,Missed,,,,,,,,,,
209,PT09M41.00S,2022-11-29T01:41:57.7Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,38,33,2022-11-29T01:42:01Z,2070000,False,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,Mid-Range,8-16 Left,,,,,,,,,,,208.0,2.0,2.0,0.0,,,,,,
210,PT09M36.00S,2022-11-29T01:42:02.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630700,5.732588699080158,95.34313725490196,1610612740,38,33,2022-11-29T01:42:08Z,2080000,False,-227.0,1.0,1,left,MISS D. Daniels 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,,,22.67,Missed,,,,,,,,,,
211,PT09M32.00S,2022-11-29T01:42:06.6Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,38,33,2022-11-29T01:42:08Z,2090000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,,,,,,,,,,,210.0,5.0,2.0,3.0,,,,,,
212,PT09M22.00S,2022-11-29T01:42:17.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,88.25558475689881,42.64705882352941,1610612760,38,33,2022-11-29T01:42:33Z,2100000,False,-37.0,58.0,1,right,MISS K. Williams 6' driving Layup - blocked,"[1629026, 1629627]",1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.86,Missed,,,,,,,,,Williamson,1629627.0
213,PT09M22.00S,2022-11-29T01:42:17.1Z,2,REGULAR,block,,[],1629627,,,1610612760,38,33,2022-11-29T01:42:19Z,2110000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT09M22.00S,2022-11-29T01:42:17.1Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,38,33,2022-11-29T01:42:33Z,2120000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,212.0,3.0,3.0,0.0,,,,,,
215,PT09M16.00S,2022-11-29T01:42:24.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202066,23.340998685939553,87.00980392156863,1610612740,38,33,2022-11-29T01:42:31Z,2130000,False,-185.0,167.0,1,left,MISS G. Temple 24' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.92,Missed,,,,,,,,,,
216,PT09M13.00S,2022-11-29T01:42:27.3Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,38,33,2022-11-29T01:42:31Z,2140000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,215.0,1.0,1.0,0.0,,,,,,
217,PT09M10.00S,2022-11-29T01:42:30.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631114,93.9060446780552,50.49019607843137,1610612760,38,35,2022-11-29T01:57:13Z,2150000,False,2.0,5.0,1,right,J. Williams running DUNK (2 PTS) (K. Williams 1 AST),"[1631114, 1629026]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,0.54,Made,,,,,2.0,K. Williams,1629026.0,1.0,,
219,PT09M10.00S,2022-11-29T01:42:37.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,38,35,2022-11-29T01:42:37Z,2170000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M10.00S,2022-11-29T01:44:49.4Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,38,35,2022-11-29T01:45:13Z,2180000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M10.00S,2022-11-29T01:44:49.4Z,2,REGULAR,substitution,out,[],202066,,,1610612740,38,35,2022-11-29T01:45:13Z,2190000,False,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M10.00S,2022-11-29T01:44:49.4Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,38,35,2022-11-29T01:45:13Z,2200000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M10.00S,2022-11-29T01:44:49.4Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,38,35,2022-11-29T01:45:13Z,2210000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M46.00S,2022-11-29T01:45:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.863994743758213,52.94117647058824,1610612740,40,35,2022-11-29T01:45:51Z,2220000,False,-15.0,3.0,1,left,Z. Williamson Layup (6 PTS) (D. Graham 2 AST),"[1629627, 1628984]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.49,Made,,,,,6.0,D. Graham,1628984.0,2.0,,
226,PT08M39.00S,2022-11-29T01:45:54.8Z,2,REGULAR,3pt,Jump Shot,[],1631114,69.99014454664915,76.9607843137255,1610612760,40,35,2022-11-29T01:58:15Z,2240000,False,135.0,230.0,1,right,MISS J. Williams 26' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.62,Missed,,,,,,,,,,
227,PT08M35.00S,2022-11-29T01:45:58.8Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,40,35,2022-11-29T01:45:59Z,2250000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,226.0,1.0,1.0,0.0,,,,,,
228,PT08M26.00S,2022-11-29T01:46:07.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,8.754927726675426,50.73529411764706,1610612740,40,35,2022-11-29T01:46:11Z,2260000,False,-4.0,30.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,3.0,Missed,,,,,,,,,,
229,PT08M24.00S,2022-11-29T01:46:09.0Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,40,35,2022-11-29T01:46:11Z,2270000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,228.0,6.0,3.0,3.0,,,,,,
230,PT08M17.00S,2022-11-29T01:46:16.5Z,2,REGULAR,3pt,Jump Shot,[],1630526,66.83639947437582,44.85294117647059,1610612760,40,35,2022-11-29T01:46:21Z,2280000,False,-26.0,259.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,,,,,,,,,26.05,Missed,,,,,,,,,,
231,PT08M13.00S,2022-11-29T01:46:20.5Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,40,35,2022-11-29T01:46:21Z,2290000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,230.0,2.0,2.0,0.0,,,,,,
232,PT08M00.00S,2022-11-29T01:46:33.5Z,2,REGULAR,3pt,Jump Shot,[],1630700,32.013797634691194,62.00980392156863,1610612740,43,35,2022-11-29T01:46:38Z,2300000,False,-60.0,248.0,1,left,D. Daniels 25' 3PT  (6 PTS) (D. Graham 3 AST),"[1630700, 1628984]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,25.55,Made,,,,,6.0,D. Graham,1628984.0,3.0,,
234,PT07M44.00S,2022-11-29T01:46:49.1Z,2,REGULAR,2pt,Jump Shot,[],1630544,77.21747700394218,47.05882352941176,1610612760,43,37,2022-11-29T01:46:54Z,2320000,False,-15.0,162.0,1,right,T. Mann 16' step back Jump Shot (4 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,,,,,,16.24,Made,,,,,4.0,,,,,
235,PT07M27.00S,2022-11-29T01:47:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,12.302890932982917,46.568627450980394,1610612740,43,37,2022-11-29T01:47:14Z,2330000,False,17.0,63.0,1,left,MISS J. Hayes 6' driving Layup,[1629637],1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.54,Missed,,,,,,,,,,
236,PT07M25.00S,2022-11-29T01:47:07.6Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,43,37,2022-11-29T01:47:14Z,2340000,False,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,235.0,3.0,3.0,0.0,,,,,,
237,PT07M14.00S,2022-11-29T01:47:25.5Z,2,REGULAR,turnover,out-of-bounds,[],1629647,,,1610612760,43,37,2022-11-29T01:47:56Z,2350000,False,,,0,,D. Bazley bad pass out-of-bounds TURNOVER (1 TO),[1629647],1610612760.0,OKC,bad pass,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),8-16 Center,202058.0,,,,,1.0,,,,,,,,,,,,,,
238,PT07M14.00S,2022-11-29T01:47:33.0Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,43,37,2022-11-29T01:47:39Z,2360000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
