actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M53.00S,2026-01-01T00:21:45.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630171,6.521024967148489,48.77450980392157,1610612741,24,13,2026-01-01T00:25:14Z,840000,False,6.0,9.0,1,left,I. Okoro running finger roll Layup (8 PTS),[1630171],1610612741.0,CHI,running finger roll,,,Okoro,I. Okoro,,,,,,Restricted Area,0-8 Center,1.07,Made,8.0,,,,,,,,,,,,,,,,
101,PT05M53.00S,2026-01-01T00:22:56.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,24,13,2026-01-01T00:26:30Z,845000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M53.00S,2026-01-01T00:24:07.6Z,1,REGULAR,substitution,out,[],1641824,,,1610612740,24,13,2026-01-01T00:24:38Z,850000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M53.00S,2026-01-01T00:24:07.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612740,24,13,2026-01-01T00:24:38Z,860000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M53.00S,2026-01-01T00:24:07.6Z,1,REGULAR,substitution,in,[],1630172,,,1610612740,24,13,2026-01-01T00:24:38Z,870000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M53.00S,2026-01-01T00:24:07.6Z,1,REGULAR,substitution,in,[],1631207,,,1610612740,24,13,2026-01-01T00:24:38Z,880000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M38.00S,2026-01-01T00:24:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,92.9862023653088,46.32352941176471,1610612740,24,13,2026-01-01T00:25:06Z,890000,False,-18.0,13.0,1,right,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,
91,PT05M35.00S,2026-01-01T00:25:02.5Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612740,24,13,2026-01-01T00:25:06Z,910000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,,
92,PT05M34.00S,2026-01-01T00:25:06.2Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612740,24,13,2026-01-01T00:25:32Z,920000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Poole 2 FT),"[1630188, 1629673]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,1628485.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Poole,1629673.0
94,PT05M34.00S,2026-01-01T00:25:32.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629673,,,1610612740,24,14,2026-01-01T00:25:32Z,940000,False,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
95,PT05M34.00S,2026-01-01T00:25:51.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629673,,,1610612740,24,15,2026-01-01T00:25:51Z,950000,False,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
96,PT05M23.00S,2026-01-01T00:26:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630172,23.99802890932983,87.00980392156863,1610612741,24,15,2026-01-01T00:26:14Z,960000,False,-185.0,173.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,
97,PT05M18.00S,2026-01-01T00:26:13.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,24,15,2026-01-01T00:26:14Z,970000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Left Center,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,
98,PT05M04.00S,2026-01-01T00:26:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,92.85479632063075,47.549019607843135,1610612740,24,15,2026-01-01T00:26:35Z,980000,False,-12.0,15.0,1,right,MISS Y. Missi driving Layup - blocked,"[1642274, 1630188]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,Smith,1630188.0,,,,,,,
99,PT05M04.00S,2026-01-01T00:26:26.9Z,1,REGULAR,block,,[],1630188,,,1610612740,24,15,2026-01-01T00:26:29Z,990000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
100,PT05M01.00S,2026-01-01T00:26:29.9Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,24,15,2026-01-01T00:26:35Z,1000000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Restricted Area,0-8 Center,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,
102,PT04M58.00S,2026-01-01T00:26:32.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630188,31.750985545335087,36.76470588235294,1610612741,24,15,2026-01-01T00:26:43Z,1010000,False,66.0,246.0,1,left,MISS J. Smith 25' running 3PT,[1630188],1610612741.0,CHI,running,,,Smith,J. Smith,,,,,,Above the Break 3,24+ Center,25.48,Missed,,,,,,,,,,,,,,,,,
103,PT04M58.00S,2026-01-01T00:26:32.8Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,24,15,2026-01-01T00:26:43Z,1020000,False,,,0,,Y. Missi REBOUND (Off:0 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Center,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,
104,PT04M51.00S,2026-01-01T00:26:43.0Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612740,24,15,2026-01-01T00:26:51Z,1030000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Poole 2 FT),"[1630245, 1629673]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Poole,1629673.0
106,PT04M51.00S,2026-01-01T00:27:09.5Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612740,24,16,2026-01-01T00:27:09Z,1050000,False,,,0,,J. Poole Free Throw 1 of 2 (3 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
107,PT04M51.00S,2026-01-01T00:27:10.1Z,1,REGULAR,substitution,out,[],1630188,,,1610612740,24,16,2026-01-01T00:27:33Z,1060000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M51.00S,2026-01-01T00:27:10.1Z,1,REGULAR,substitution,out,[],1630180,,,1610612740,24,16,2026-01-01T00:27:33Z,1070000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M51.00S,2026-01-01T00:27:10.1Z,1,REGULAR,substitution,in,[],202696,,,1610612740,24,16,2026-01-01T00:27:33Z,1080000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M51.00S,2026-01-01T00:27:10.1Z,1,REGULAR,substitution,in,[],1642877,,,1610612740,24,16,2026-01-01T00:27:33Z,1090000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M51.00S,2026-01-01T00:27:34.3Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612740,24,17,2026-01-01T00:27:34Z,1100000,False,,,0,,J. Poole Free Throw 2 of 2 (4 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
112,PT04M30.00S,2026-01-01T00:27:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,7.046649145860711,51.470588235294116,1610612741,24,17,2026-01-01T00:27:57Z,1110000,False,-7.0,14.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1630530]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,Murphy III,1630530.0,,,,,,,
113,PT04M30.00S,2026-01-01T00:27:53.2Z,1,REGULAR,block,,[],1630530,,,1610612741,24,17,2026-01-01T00:27:55Z,1120000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
114,PT04M27.00S,2026-01-01T00:27:56.2Z,1,REGULAR,rebound,offensive,[],1631207,,,1610612741,24,17,2026-01-01T00:27:57Z,1130000,False,,,0,,D. Terry REBOUND (Off:1 Def:0),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,Restricted Area,0-8 Center,,,,,,,112.0,1.0,0.0,1.0,,,,,,,,,
115,PT04M25.00S,2026-01-01T00:27:58.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630172,22.421156373193167,23.52941176470588,1610612741,24,17,2026-01-01T00:31:01Z,1140000,False,132.0,158.0,1,left,MISS P. Williams 20' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,,Mid-Range,16-24 Right Center,20.64,Missed,,,,,,,,,,,,,,,,,
116,PT04M25.00S,2026-01-01T00:27:58.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,24,17,2026-01-01T00:28:04Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,115.0,,,,,,,,,,,,
117,PT04M25.00S,2026-01-01T00:28:01.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,24,17,2026-01-01T00:28:13Z,1160000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,2003.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
118,PT04M19.00S,2026-01-01T00:28:19.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630530,76.5604467805519,46.568627450980394,1610612740,24,17,2026-01-01T00:32:01Z,1170000,False,-17.0,168.0,1,right,MISS T. Murphy III 16' pullup Shot,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,,Mid-Range,16-24 Center,16.87,Missed,,,,,,,,,,,,,,,,,
119,PT04M15.00S,2026-01-01T00:28:23.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,24,17,2026-01-01T00:28:25Z,1180000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Mid-Range,16-24 Center,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,
121,PT03M54.00S,2026-01-01T00:28:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,6.783837056504599,57.107843137254896,1610612741,24,17,2026-01-01T00:29:00Z,1200000,False,-36.0,11.0,1,left,MISS K. Huerter driving finger roll Layup - blocked,"[1628989, 1642274]",1610612741.0,CHI,driving finger roll,,,Huerter,K. Huerter,,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,Missi,1642274.0,,,,,,,
122,PT03M54.00S,2026-01-01T00:28:56.1Z,1,REGULAR,block,,[],1642274,,,1610612741,24,17,2026-01-01T00:28:58Z,1210000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
123,PT03M51.00S,2026-01-01T00:28:59.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612740,24,17,2026-01-01T00:29:00Z,1220000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,
124,PT03M51.00S,2026-01-01T00:29:00.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630530,93.11760840998686,51.470588235294116,1610612740,24,19,2026-01-01T00:30:03Z,1230000,False,7.0,12.0,1,right,T. Murphy III running DUNK (5 PTS) (M. Peavy 1 AST),"[1630530, 1642877]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,1.43,Made,5.0,M. Peavy,1642877.0,1.0,,,,,,,,,,,,,
126,PT03M28.00S,2026-01-01T00:29:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630172,29.517082785808146,76.47058823529412,1610612741,24,19,2026-01-01T00:29:27Z,1250000,False,-132.0,225.0,1,left,MISS P. Williams 26' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,
127,PT03M24.00S,2026-01-01T00:29:26.4Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612740,24,19,2026-01-01T00:29:26Z,1260000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Left Center,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,
128,PT03M18.00S,2026-01-01T00:29:32.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642877,89.17542706964521,4.166666666666666,1610612740,24,22,2026-01-01T00:29:37Z,1270000,False,-229.0,49.0,1,right,M. Peavy 3PT running (3 PTS) (T. Murphy III 2 AST),"[1642877, 1630530]",1610612740.0,NOP,running,,,Peavy,M. Peavy,,,,,,Left Corner 3,24+ Left,23.44,Made,3.0,T. Murphy III,1630530.0,2.0,,,,,,,,,,,,,
130,PT03M05.00S,2026-01-01T00:29:46.0Z,1,REGULAR,3pt,Jump Shot,[],1628989,32.670827858081466,65.93137254901961,1610612741,24,22,2026-01-01T00:29:49Z,1290000,False,-80.0,255.0,1,left,MISS K. Huerter 26' 3PT,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,
131,PT03M02.00S,2026-01-01T00:29:49.0Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,24,22,2026-01-01T00:29:49Z,1300000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Center,,,,,,,130.0,3.0,3.0,0.0,,,,,,,,,
132,PT02M58.00S,2026-01-01T00:29:53.2Z,1,REGULAR,turnover,lost ball,[],1630530,,,1610612740,24,22,2026-01-01T00:29:56Z,1310000,False,,,0,,T. Murphy III lost ball TURNOVER (3 TO),"[1630530, 1628989]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,Huerter,1628989.0,,,,
133,PT02M58.00S,2026-01-01T00:29:53.2Z,1,REGULAR,steal,,[],1628989,,,1610612741,24,22,2026-01-01T00:32:04Z,1320000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
134,PT02M54.00S,2026-01-01T00:29:59.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628989,12.302890932982917,61.029411764705884,1610612741,26,22,2026-01-01T00:35:22Z,1330000,False,-55.0,63.0,1,left,K. Huerter 8' driving floating Jump Shot (2 PTS),[1628989],1610612741.0,CHI,driving floating,,,Huerter,K. Huerter,,,,,,In The Paint (Non-RA),8-16 Left,8.38,Made,2.0,,,,,,,,,,,,,,,,
136,PT02M54.00S,2026-01-01T00:30:05.7Z,1,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612741,26,22,2026-01-01T00:30:11Z,1350000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Huerter 1 FT),"[1629673, 1628989]",1610612740.0,NOP,shooting,,,Poole,J. Poole,,,,,2003.0,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,0.0,Huerter,1628989.0
138,PT02M54.00S,2026-01-01T00:30:13.2Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,26,22,2026-01-01T00:31:09Z,1370000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M54.00S,2026-01-01T00:30:13.2Z,1,REGULAR,substitution,out,[],1630530,,,1610612741,26,22,2026-01-01T00:31:09Z,1380000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M54.00S,2026-01-01T00:30:13.2Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,26,22,2026-01-01T00:31:09Z,1390000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M54.00S,2026-01-01T00:30:13.2Z,1,REGULAR,substitution,in,[],1641722,,,1610612741,26,22,2026-01-01T00:31:09Z,1400000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M54.00S,2026-01-01T00:30:43.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628989,,,1610612741,27,22,2026-01-01T00:30:43Z,1410000,False,,,0,,K. Huerter Free Throw 1 of 1 (3 PTS),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
143,PT02M42.00S,2026-01-01T00:30:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.24901445466492,46.81372549019608,1610612740,27,24,2026-01-01T00:36:31Z,1420000,False,-16.0,11.0,1,right,J. Poole driving finger roll Layup (6 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612740.0,NOP,driving finger roll,,,Poole,J. Poole,,,,,,Restricted Area,0-8 Center,1.93,Made,6.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,
145,PT02M35.00S,2026-01-01T00:31:06.5Z,1,REGULAR,3pt,Jump Shot,[],202696,32.14520367936925,43.13725490196079,1610612741,30,24,2026-01-01T00:31:11Z,1440000,False,34.0,250.0,1,left,N. Vučević 25' 3PT  (5 PTS) (D. Terry 1 AST),"[202696, 1631207]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,Above the Break 3,24+ Center,25.2,Made,5.0,D. Terry,1631207.0,1.0,,,,,,,,,,,,,
147,PT02M24.00S,2026-01-01T00:31:17.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,68.54467805519053,23.03921568627451,1610612740,30,24,2026-01-01T00:37:12Z,1460000,False,-135.0,243.0,1,right,MISS J. Poole 27' pullup 3PT,[1629673],1610612740.0,NOP,pullup,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Left Center,27.81,Missed,,,,,,,,,,,,,,,,,
148,PT02M22.00S,2026-01-01T00:31:20.5Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612740,30,24,2026-01-01T00:31:20Z,1470000,False,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Left Center,,,,,,,147.0,3.0,1.0,2.0,,,,,,,,,
149,PT02M16.00S,2026-01-01T00:31:25.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,73.40670170827858,81.12745098039215,1610612740,30,27,2026-01-01T00:31:35Z,1480000,False,156.0,197.0,1,right,J. Poole 25' 3PT  (9 PTS) (K. Looney 2 AST),"[1629673, 1626172]",1610612740.0,NOP,,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Right Center,25.14,Made,9.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,
151,PT01M57.00S,2026-01-01T00:31:48.1Z,1,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612741,30,27,2026-01-01T00:31:55Z,1500000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1642274, 1641824]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,1628485.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Buzelis,1641824.0
153,PT01M57.00S,2026-01-01T00:32:22.0Z,1,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,30,27,2026-01-01T00:32:22Z,1520000,False,,,0,,MISS M. Buzelis Free Throw 1 of 2,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
154,PT01M57.00S,2026-01-01T00:32:22.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,30,27,2026-01-01T00:32:22Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,
155,PT01M57.00S,2026-01-01T00:32:22.7Z,1,REGULAR,substitution,out,[],1631207,,,1610612741,30,27,2026-01-01T00:32:31Z,1540000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M57.00S,2026-01-01T00:32:22.7Z,1,REGULAR,substitution,out,[],1628989,,,1610612741,30,27,2026-01-01T00:32:31Z,1550000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M57.00S,2026-01-01T00:32:22.7Z,1,REGULAR,substitution,out,[],1642274,,,1610612741,30,27,2026-01-01T00:32:31Z,1560000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M57.00S,2026-01-01T00:32:22.7Z,1,REGULAR,substitution,in,[],1630171,,,1610612741,30,27,2026-01-01T00:32:31Z,1570000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M57.00S,2026-01-01T00:32:22.7Z,1,REGULAR,substitution,in,[],1630200,,,1610612741,30,27,2026-01-01T00:32:31Z,1580000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M57.00S,2026-01-01T00:32:22.7Z,1,REGULAR,substitution,in,[],1629627,,,1610612741,30,27,2026-01-01T00:32:31Z,1590000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M57.00S,2026-01-01T00:32:22.0Z,1,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,30,27,2026-01-01T00:32:52Z,1600000,False,,,0,,MISS M. Buzelis Free Throw 2 of 2,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
162,PT01M55.00S,2026-01-01T00:32:24.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612740,30,27,2026-01-01T00:32:52Z,1610000,False,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,161.0,4.0,2.0,2.0,,,,,,,,,
163,PT01M36.00S,2026-01-01T00:33:08.9Z,1,REGULAR,2pt,Jump Shot,[],1641722,73.01248357424441,52.69607843137255,1610612740,30,27,2026-01-01T00:33:26Z,1620000,False,13.0,201.0,1,right,MISS J. Hawkins 20' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,,Mid-Range,16-24 Center,20.17,Missed,,,,,,,,,,,,,,,,,
164,PT01M36.00S,2026-01-01T00:33:08.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,30,27,2026-01-01T00:33:26Z,1630000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,163.0,,,,,,,,,,,,
165,PT01M36.00S,2026-01-01T00:33:14.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642877,,,1610612741,30,27,2026-01-01T00:33:46Z,1640000,False,,,0,,M. Peavy loose ball personal FOUL (1 PF) (Buzelis 2 FT),"[1642877, 1641824]",1610612740.0,NOP,loose ball,,,Peavy,M. Peavy,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Buzelis,1641824.0
167,PT01M36.00S,2026-01-01T00:33:46.9Z,1,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,31,27,2026-01-01T00:33:46Z,1660000,False,,,0,,M. Buzelis Free Throw 1 of 2 (5 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
168,PT01M36.00S,2026-01-01T00:33:52.9Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,31,27,2026-01-01T00:33:56Z,1670000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
