actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
171,PT01M11.00S,2025-11-23T01:35:46.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642267,,,1610612741,33,39,2025-11-23T01:35:58Z,1700000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Jones 2 FT),"[1642267, 1630200]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,202053.0,1.0,0.0,Jones,1630200.0,,,,,,,,,,,,,,,
175,PT01M11.00S,2025-11-23T01:36:12.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630200,,,1610612741,34,39,2025-11-23T01:36:12Z,1720000,False,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
176,PT01M11.00S,2025-11-23T01:36:25.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630200,,,1610612741,35,39,2025-11-23T01:36:25Z,1730000,False,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
177,PT00M58.80S,2025-11-23T01:36:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,92.46057818659659,49.26470588235294,1610612764,35,41,2025-11-23T01:36:44Z,1740000,False,-4.0,18.0,1,right,C. Whitmore driving Layup (7 PTS),[1641715],1610612764.0,WAS,driving,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.88,,,,,,,,,,,,
178,PT00M51.80S,2025-11-23T01:36:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630245,4.681340341655716,96.07843137254902,1610612741,35,41,2025-11-23T01:49:36Z,1750000,False,-230.0,-8.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.06,,,,,,,,,,,,
180,PT00M50.90S,2025-11-23T01:36:51.7Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,35,41,2025-11-23T01:49:36Z,1770000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,178.0,3.0,2.0,1.0,,,,,
188,PT00M49.10S,2025-11-23T01:36:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,6.783837056504599,50.49019607843137,1610612741,35,41,2025-11-23T01:49:57Z,1775000,False,-2.0,11.0,1,left,MISS J. Smith putback Layup - blocked,"[1630188, 1641774]",1610612741.0,CHI,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.16,,,,,,,,,Vukcevic,1641774.0,,
189,PT00M49.10S,2025-11-23T01:36:55.7Z,1,REGULAR,block,,[],1641774,,,1610612741,35,41,2025-11-23T01:38:01Z,1777500,False,,,0,,T. Vukcevic BLOCK (1 BLK),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
190,PT00M48.10S,2025-11-23T01:36:56.7Z,1,REGULAR,rebound,offensive,[],1630245,,,1610612741,35,41,2025-11-23T01:49:57Z,1778750,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,188.0,2.0,1.0,1.0,,,,,
181,PT00M47.90S,2025-11-23T01:37:00.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642273,,,1610612741,35,41,2025-11-23T01:37:10Z,1780000,False,,,0,,K. George shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1642273, 1630245]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,1628487.0,1.0,0.0,Dosunmu,1630245.0,,,,,,,,,,,,,,,
183,PT00M47.90S,2025-11-23T01:37:15.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630245,,,1610612741,36,41,2025-11-23T01:38:01Z,1800000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (3 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
184,PT00M47.90S,2025-11-23T01:37:27.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630245,,,1610612741,37,41,2025-11-23T01:38:01Z,1810000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (4 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
185,PT00M33.30S,2025-11-23T01:37:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,90.62089356110381,46.568627450980394,1610612764,37,41,2025-11-23T01:41:35Z,1820000,False,-17.0,36.0,1,right,MISS B. Carrington driving finger roll Layup,[1642267],1610612764.0,WAS,driving finger roll,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.96,,,,,,,,,,,,
186,PT00M31.30S,2025-11-23T01:37:48.1Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,37,41,2025-11-23T01:37:48Z,1830000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,185.0,4.0,3.0,1.0,,,,,
187,PT00M26.40S,2025-11-23T01:37:53.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,25.969119579500656,80.88235294117648,1610612741,40,41,2025-11-23T01:41:57Z,1840000,False,-154.0,192.0,1,left,C. White 24' 3PT step back (10 PTS),[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,Made,10.0,24.61,,,,,,,,,,,,
191,PT00M01.40S,2025-11-23T01:38:20.7Z,1,REGULAR,2pt,Jump Shot,[],1642273,90.88370565045992,18.872549019607842,1610612764,40,41,2025-11-23T01:42:12Z,1850000,False,-156.0,33.0,1,right,MISS K. George 15' fadeaway Shot,[1642273],1610612764.0,WAS,fadeaway,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,Missed,,15.91,,,,,,,,,,,,
192,PT00M01.40S,2025-11-23T01:38:20.7Z,1,REGULAR,rebound,offensive,[],1641715,,,1610612764,40,41,2025-11-23T01:38:49Z,1860000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,191.0,2.0,1.0,1.0,,,,,
193,PT00M00.00S,2025-11-23T01:38:28.8Z,1,REGULAR,period,end,[],0,,,1610612764,40,41,2025-11-23T01:38:28Z,1870000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2025-11-23T01:40:44.8Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612764,40,41,2025-11-23T01:40:58Z,1880000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2025-11-23T01:40:44.8Z,2,REGULAR,substitution,out,['startperiod'],1630551,,,1610612764,40,41,2025-11-23T01:40:58Z,1890000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2025-11-23T01:40:44.8Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612764,40,41,2025-11-23T01:40:58Z,1900000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2025-11-23T01:40:44.8Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612764,40,41,2025-11-23T01:40:58Z,1910000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2025-11-23T01:41:09.8Z,2,REGULAR,period,start,[],0,,,1610612741,40,41,2025-11-23T01:41:09Z,1920000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT11M48.00S,2025-11-23T01:41:20.7Z,2,REGULAR,turnover,bad pass,[],1629632,,,1610612741,40,41,2025-11-23T01:42:04Z,1930000,False,,,0,,C. White bad pass TURNOVER (2 TO),"[1629632, 1641774]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,,,Vukcevic,1641774.0
201,PT11M48.00S,2025-11-23T01:41:20.7Z,2,REGULAR,steal,,[],1641774,,,1610612764,40,41,2025-11-23T01:42:04Z,1940000,False,,,0,,T. Vukcevic STEAL (1 STL),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
202,PT11M40.00S,2025-11-23T01:41:31.6Z,2,REGULAR,foul,personal,[],1641763,,,1610612764,40,41,2025-11-23T01:41:58Z,1950000,False,,,0,,J. Phillips personal FOUL (2 PF),"[1641763, 1642267]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,In The Paint (Non-RA),8-16 Center,1626300.0,2.0,0.0,Carrington,1642267.0,,,,,,,,,,,,,,,
204,PT11M40.00S,2025-11-23T01:41:46.8Z,2,REGULAR,substitution,out,[],1641763,,,1610612764,40,41,2025-11-23T01:41:55Z,1970000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT11M40.00S,2025-11-23T01:41:46.8Z,2,REGULAR,substitution,in,[],1642855,,,1610612764,40,41,2025-11-23T01:41:55Z,1980000,False,,,0,,SUB in: N. Essengue,[1642855],1610612741.0,CHI,,,,Essengue,N. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT11M37.00S,2025-11-23T01:42:03.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641715,91.93495400788436,48.77450980392157,1610612764,40,43,2025-11-23T01:43:16Z,1990000,False,-6.0,23.0,1,right,C. Whitmore alley-oop DUNK (9 PTS) (B. Carrington 2 AST),"[1641715, 1642267]",1610612764.0,WAS,alley-oop,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,2.41,B. Carrington,1642267.0,2.0,,,,,,,,,
208,PT11M14.00S,2025-11-23T01:42:26.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,19.004599211563733,34.31372549019608,1610612741,42,43,2025-11-23T01:42:31Z,2010000,False,78.0,126.0,1,left,C. White 14' pullup Jump Shot (12 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,12.0,14.85,,,,,,,,,,,,
209,PT10M57.00S,2025-11-23T01:42:46.2Z,2,REGULAR,turnover,out-of-bounds,[],1641774,,,1610612764,42,43,2025-11-23T01:43:52Z,2020000,False,,,0,,T. Vukcevic bad pass out-of-bounds TURNOVER (1 TO),[1641774],1610612764.0,WAS,bad pass,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,,,,
210,PT10M30.00S,2025-11-23T01:43:15.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630245,11.645860709592641,80.14705882352942,1610612741,42,43,2025-11-23T01:44:13Z,2030000,False,-151.0,57.0,1,left,MISS A. Dosunmu 16' driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,,,,,,Missed,,16.11,,,,,,,,,,,,
211,PT10M28.00S,2025-11-23T01:43:17.4Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612741,42,43,2025-11-23T01:43:17Z,2040000,False,,,0,,J. Smith REBOUND (Off:2 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,210.0,5.0,3.0,2.0,,,,,
212,PT10M25.00S,2025-11-23T01:43:20.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628975,24.655059132720105,84.31372549019608,1610612741,42,43,2025-11-23T01:43:44Z,2050000,False,-172.0,179.0,1,left,MISS J. Carter 24' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.82,,,,,,,,,,,,
213,PT10M23.00S,2025-11-23T01:43:22.9Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,42,43,2025-11-23T01:43:22Z,2060000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,212.0,2.0,1.0,1.0,,,,,
214,PT10M15.00S,2025-11-23T01:43:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,91.5407358738502,47.05882352941176,1610612764,42,43,2025-11-23T01:43:51Z,2070000,False,-15.0,27.0,1,right,MISS K. George driving Layup,[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.07,,,,,,,,,,,,
215,PT10M13.00S,2025-11-23T01:43:32.4Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,42,43,2025-11-23T01:43:32Z,2080000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,214.0,1.0,1.0,0.0,,,,,
216,PT10M07.00S,2025-11-23T01:43:38.5Z,2,REGULAR,3pt,Jump Shot,[],1630188,28.728646517739815,24.509803921568626,1610612741,45,43,2025-11-23T01:44:00Z,2090000,False,127.0,218.0,1,left,J. Smith 25' 3PT  (3 PTS) (C. White 1 AST),"[1630188, 1629632]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.21,C. White,1629632.0,1.0,,,,,,,,,
218,PT09M55.00S,2025-11-23T01:43:49.7Z,2,REGULAR,3pt,Jump Shot,[],1641774,65.65374507227332,26.96078431372549,1610612764,45,46,2025-11-23T01:44:02Z,2110000,False,-115.0,270.0,1,right,T. Vukcevic 29' 3PT  (5 PTS) (C. Whitmore 2 AST),"[1641774, 1641715]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,29.39,C. Whitmore,1641715.0,2.0,,,,,,,,,
220,PT09M43.00S,2025-11-23T01:44:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.521024967148489,56.127450980392155,1610612741,45,46,2025-11-23T01:44:09Z,2130000,False,-31.0,9.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1641774]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.18,,,,,,,,,Vukcevic,1641774.0,,
221,PT09M43.00S,2025-11-23T01:44:04.6Z,2,REGULAR,block,,[],1641774,,,1610612741,45,46,2025-11-23T01:44:07Z,2140000,False,,,0,,T. Vukcevic BLOCK (2 BLK),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT09M43.00S,2025-11-23T01:44:04.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,45,46,2025-11-23T01:44:09Z,2150000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,220.0,,,,,,,,
224,PT09M43.00S,2025-11-23T01:44:10.2Z,2,REGULAR,substitution,out,[],1629632,,,1610612764,45,46,2025-11-23T01:44:14Z,2170000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M43.00S,2025-11-23T01:44:10.2Z,2,REGULAR,substitution,in,[],1628989,,,1610612764,45,46,2025-11-23T01:44:14Z,2180000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M33.00S,2025-11-23T01:44:29.8Z,2,REGULAR,3pt,Jump Shot,[],1641774,68.41327201051249,23.52941176470588,1610612764,45,46,2025-11-23T01:44:35Z,2190000,False,-132.0,244.0,1,right,MISS T. Vukcevic 27' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.8,,,,,,,,,,,,
227,PT09M31.00S,2025-11-23T01:44:31.7Z,2,REGULAR,rebound,offensive,[],1641715,,,1610612764,45,46,2025-11-23T01:44:31Z,2200000,False,,,0,,C. Whitmore REBOUND (Off:2 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,226.0,3.0,1.0,2.0,,,,,
228,PT09M25.00S,2025-11-23T01:44:37.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642273,91.67214191852825,52.450980392156865,1610612764,45,48,2025-11-23T01:44:43Z,2210000,False,12.0,26.0,1,right,K. George driving Layup (8 PTS),[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,2.86,,,,,,,,,,,,
230,PT09M25.00S,2025-11-23T01:44:44.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,45,48,2025-11-23T01:44:44Z,2230000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M09.00S,2025-11-23T01:47:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,12.565703022339028,42.8921568627451,1610612741,47,48,2025-11-23T01:48:32Z,2240000,False,36.0,66.0,1,left,J. Carter 7' driving Layup (2 PTS) (K. Huerter 1 AST),"[1628975, 1628989]",1610612741.0,CHI,driving,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.46,K. Huerter,1628989.0,1.0,,,,,,,,,
232,PT09M04.00S,2025-11-23T01:47:59.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641715,91.93495400788436,49.50980392156863,1610612764,47,50,2025-11-23T01:53:38Z,2250000,False,-2.0,23.0,1,right,C. Whitmore driving DUNK (11 PTS),[1641715],1610612764.0,WAS,driving,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,2.34,,,,,,,,,,,,
233,PT09M04.00S,2025-11-23T01:48:10.3Z,2,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612764,47,50,2025-11-23T01:48:17Z,2260000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Whitmore 1 FT),"[1630188, 1641715]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1628487.0,2.0,0.0,Whitmore,1641715.0,,,,,,,,,,,,,,,
236,PT09M04.00S,2025-11-23T01:48:33.9Z,2,REGULAR,freethrow,1 of 1,[],1641715,,,1610612764,47,51,2025-11-23T01:48:33Z,2280000,False,,,0,,C. Whitmore Free Throw 1 of 1 (12 PTS),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
237,PT08M47.00S,2025-11-23T01:48:51.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,4.812746386333772,48.77450980392157,1610612741,49,51,2025-11-23T01:49:05Z,2290000,False,6.0,-7.0,1,left,K. Huerter driving Layup (6 PTS),[1628989],1610612741.0,CHI,driving,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,0.95,,,,,,,,,,,,
238,PT08M36.00S,2025-11-23T01:49:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,86.02168199737189,49.50980392156863,1610612764,49,51,2025-11-23T01:49:07Z,2300000,False,-2.0,79.0,1,right,MISS B. Carrington 7' driving floating Shot,[1642267],1610612764.0,WAS,driving floating,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.89,,,,,,,,,,,,
239,PT08M36.00S,2025-11-23T01:49:02.5Z,2,REGULAR,rebound,offensive,[],1642273,,,1610612764,49,51,2025-11-23T01:49:07Z,2310000,False,,,0,,K. George REBOUND (Off:2 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,238.0,5.0,3.0,2.0,,,,,
240,PT08M33.00S,2025-11-23T01:49:06.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642273,94.40999984741211,50.0,1610612764,49,53,2025-11-23T02:27:58Z,2320000,False,0.0,0.0,1,right,K. George tip Layup (10 PTS),[1642273],1610612764.0,WAS,tip,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,0.0,,,,,,,,,,,,
241,PT08M22.00S,2025-11-23T01:49:17.1Z,2,REGULAR,3pt,Jump Shot,[],1628975,4.155716162943495,95.58823529411765,1610612741,49,53,2025-11-23T01:49:22Z,2330000,False,-228.0,-13.0,1,left,MISS J. Carter 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.83,,,,,,,,,,,,
242,PT08M20.00S,2025-11-23T01:49:19.1Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,49,53,2025-11-23T01:49:22Z,2340000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,241.0,3.0,2.0,1.0,,,,,
243,PT08M14.00S,2025-11-23T01:49:25.2Z,2,REGULAR,3pt,Jump Shot,[],1630557,76.2976346911958,10.53921568627451,1610612764,49,56,2025-11-23T01:49:37Z,2350000,False,-197.0,170.0,1,right,C. Kispert 26' 3PT running (12 PTS) (B. Carrington 3 AST),"[1630557, 1642267]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,Made,12.0,26.06,B. Carrington,1642267.0,3.0,,,,,,,,,
245,PT08M00.00S,2025-11-23T01:49:38.7Z,2,REGULAR,3pt,Jump Shot,[],1642855,6.652431011826544,95.83333333333334,1610612741,49,56,2025-11-23T01:49:42Z,2370000,False,-229.0,10.0,1,left,MISS N. Essengue 3PT,[1642855],1610612741.0,CHI,,,,Essengue,N. Essengue,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.94,,,,,,,,,,,,
246,PT07M58.00S,2025-11-23T01:49:40.7Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612764,49,56,2025-11-23T01:49:42Z,2380000,False,,,0,,C. Whitmore REBOUND (Off:2 Def:2),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,245.0,4.0,2.0,2.0,,,,,
247,PT07M48.00S,2025-11-23T01:49:51.2Z,2,REGULAR,3pt,Jump Shot,[],1630557,92.59198423127464,3.9215686274509802,1610612764,49,59,2025-11-23T01:49:57Z,2390000,False,-230.0,17.0,1,right,C. Kispert 3PT  (15 PTS) (K. George 2 AST),"[1630557, 1642273]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,,,,Made,15.0,23.1,K. George,1642273.0,2.0,,,,,,,,,
249,PT07M47.00S,2025-11-23T01:49:59.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,49,59,2025-11-23T01:49:59Z,2410000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M47.00S,2025-11-23T01:52:39.6Z,2,REGULAR,substitution,out,[],1628975,,,1610612741,49,59,2025-11-23T01:52:56Z,2420000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M47.00S,2025-11-23T01:52:39.6Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,49,59,2025-11-23T01:52:56Z,2430000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M47.00S,2025-11-23T01:52:39.6Z,2,REGULAR,substitution,out,[],1642855,,,1610612741,49,59,2025-11-23T01:52:56Z,2440000,False,,,0,,SUB out: N. Essengue,[1642855],1610612741.0,CHI,,,,Essengue,N. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M47.00S,2025-11-23T01:52:39.6Z,2,REGULAR,substitution,out,[],1630188,,,1610612741,49,59,2025-11-23T01:52:56Z,2450000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M47.00S,2025-11-23T01:52:39.6Z,2,REGULAR,substitution,in,[],1641824,,,1610612741,49,59,2025-11-23T01:52:56Z,2460000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M47.00S,2025-11-23T01:52:39.6Z,2,REGULAR,substitution,in,[],202696,,,1610612741,49,59,2025-11-23T01:52:56Z,2470000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M47.00S,2025-11-23T01:52:39.6Z,2,REGULAR,substitution,in,[],1630581,,,1610612741,49,59,2025-11-23T01:52:56Z,2480000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M47.00S,2025-11-23T01:52:39.6Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,49,59,2025-11-23T01:52:56Z,2490000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
