actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
524,PT01M41.00S,2026-02-20T02:57:19.8Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,75,83,2026-02-20T02:57:22Z,5180000,False,,,0,,S. Barnes REBOUND (Off:0 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,523.0,6.0,6.0,0.0,,,,,,,,,,
525,PT01M31.00S,2026-02-20T02:57:30.2Z,3,REGULAR,3pt,Jump Shot,[],1642347,82.86793692509855,92.64705882352942,1610612761,75,83,2026-02-20T02:57:36Z,5190000,False,213.0,109.0,1,right,MISS J. Shead 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,,23.92,Missed,,,,,,,,,,,,,,,
526,PT01M28.00S,2026-02-20T02:57:33.2Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,75,83,2026-02-20T02:57:36Z,5200000,False,,,0,,P. Williams REBOUND (Off:1 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,525.0,5.0,4.0,1.0,,,,,,,,,,
527,PT01M09.00S,2026-02-20T02:57:51.9Z,3,REGULAR,3pt,Jump Shot,[],1629012,25.04927726675427,16.911764705882355,1610612741,75,83,2026-02-20T02:57:55Z,5210000,False,165.0,183.0,1,left,MISS C. Sexton 24' pullup 3PT,[1629012],1610612741.0,CHI,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,24.67,Missed,,,,,,,,,,,,,,,
528,PT01M06.00S,2026-02-20T02:57:54.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,75,83,2026-02-20T02:57:55Z,5220000,False,,,0,,B. Ingram REBOUND (Off:3 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,527.0,6.0,3.0,3.0,,,,,,,,,,
529,PT00M59.70S,2026-02-20T02:58:00.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,93.64323258869908,49.754901960784316,1610612761,75,85,2026-02-20T02:58:04Z,5230000,False,-1.0,7.0,1,right,C. Murray-Boyles Layup (6 PTS) (B. Ingram 4 AST),"[1642867, 1627742]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,0.74,Made,6.0,,,,,,B. Ingram,1627742.0,4.0,,,,,,
531,PT00M50.80S,2026-02-20T02:58:17.0Z,3,REGULAR,3pt,Jump Shot,[],1630172,28.203022339027594,74.75490196078431,1610612741,75,85,2026-02-20T02:58:22Z,5250000,False,-124.0,213.0,1,left,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,24.6,Missed,,,,,,,,,,,,,,,
532,PT00M47.00S,2026-02-20T02:58:20.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,75,85,2026-02-20T02:58:22Z,5260000,False,,,0,,B. Ingram REBOUND (Off:3 Def:4),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,531.0,7.0,4.0,3.0,,,,,,,,,,
533,PT00M36.90S,2026-02-20T02:58:31.7Z,3,REGULAR,2pt,Jump Shot,[],1627742,86.15308804204993,68.13725490196079,1610612761,75,87,2026-02-20T03:01:50Z,5270000,False,91.0,78.0,1,right,B. Ingram 11' turnaround fadeaway Jump Shot (29 PTS) (J. Shead 4 AST),"[1627742, 1642347]",1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,11.94,Made,29.0,,,,,,J. Shead,1642347.0,4.0,,,,,,
535,PT00M26.70S,2026-02-20T02:58:49.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612741,75,87,2026-02-20T02:58:56Z,5290000,False,,,0,,J. Shead personal FOUL (2 PF) (Jones 2 FT),"[1642347, 1630200]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Jones,1630200.0
537,PT00M26.70S,2026-02-20T02:59:17.1Z,3,REGULAR,freethrow,1 of 2,[],1630200,,,1610612741,76,87,2026-02-20T02:59:46Z,5310000,False,,,0,,T. Jones Free Throw 1 of 2 (8 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
538,PT00M26.70S,2026-02-20T02:59:26.4Z,3,REGULAR,substitution,out,[],1627824,,,1610612741,76,87,2026-02-20T02:59:30Z,5320000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT00M26.70S,2026-02-20T02:59:26.4Z,3,REGULAR,substitution,in,[],1630171,,,1610612741,76,87,2026-02-20T02:59:30Z,5330000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT00M26.70S,2026-02-20T02:59:17.1Z,3,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,76,87,2026-02-20T02:59:46Z,5340000,False,,,0,,MISS T. Jones Free Throw 2 of 2,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
541,PT00M24.00S,2026-02-20T02:59:19.8Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,76,87,2026-02-20T02:59:46Z,5350000,False,,,0,,S. Barnes REBOUND (Off:0 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,540.0,7.0,7.0,0.0,,,,,,,,,,
542,PT00M03.20S,2026-02-20T03:00:06.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,94.1688567674113,54.90196078431373,1610612761,76,87,2026-02-20T03:00:12Z,5360000,False,25.0,2.0,1,right,MISS B. Ingram driving Layup - blocked,"[1627742, 1630208]",1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,2.46,Missed,,,,,,,,,,Richards,1630208.0,,,,
543,PT00M03.20S,2026-02-20T03:00:06.5Z,3,REGULAR,block,,[],1630208,,,1610612761,76,87,2026-02-20T03:00:08Z,5370000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
544,PT00M00.20S,2026-02-20T03:00:09.5Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612741,76,87,2026-02-20T03:00:12Z,5380000,False,,,0,,N. Richards REBOUND (Off:2 Def:3),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,542.0,5.0,3.0,2.0,,,,,,,,,,
545,PT00M00.00S,2026-02-20T03:00:11.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.521024967148489,49.754901960784316,1610612741,78,87,2026-02-20T03:03:52Z,5390000,False,1.0,9.0,1,left,T. Jones cutting Layup (10 PTS) (C. Sexton 2 AST),"[1630200, 1629012]",1610612741.0,CHI,cutting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,0.89,Made,10.0,,,,,,C. Sexton,1629012.0,2.0,,,,,,
547,PT00M00.00S,2026-02-20T03:00:16.0Z,3,REGULAR,period,end,[],0,,,1610612761,78,87,2026-02-20T03:00:16Z,5410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,out,['startperiod'],1630208,,,1610612761,78,87,2026-02-20T03:02:47Z,5420000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,out,['startperiod'],1630200,,,1610612761,78,87,2026-02-20T03:02:47Z,5430000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612761,78,87,2026-02-20T03:02:47Z,5440000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,out,['startperiod'],1642867,,,1610612761,78,87,2026-02-20T03:02:47Z,5450000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,out,['startperiod'],1642266,,,1610612761,78,87,2026-02-20T03:02:47Z,5460000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,78,87,2026-02-20T03:02:47Z,5470000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,in,['startperiod'],1642265,,,1610612761,78,87,2026-02-20T03:02:47Z,5480000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,in,['startperiod'],1627824,,,1610612761,78,87,2026-02-20T03:02:47Z,5490000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,78,87,2026-02-20T03:02:47Z,5500000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,in,['startperiod'],1641711,,,1610612761,78,87,2026-02-20T03:02:47Z,5510000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,in,['startperiod'],1630193,,,1610612761,78,87,2026-02-20T03:02:47Z,5520000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT12M00.00S,2026-02-20T03:02:13.5Z,4,REGULAR,substitution,in,['startperiod'],1629628,,,1610612761,78,87,2026-02-20T03:02:47Z,5530000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT12M00.00S,2026-02-20T03:03:02.7Z,4,REGULAR,period,start,[],0,,,1610612741,78,87,2026-02-20T03:03:02Z,5540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT11M45.00S,2026-02-20T03:03:16.8Z,4,REGULAR,turnover,bad pass,[],1642265,,,1610612741,78,87,2026-02-20T03:03:20Z,5550000,False,,,0,,R. Dillingham bad pass TURNOVER (2 TO),"[1642265, 1630193]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,2.0,Quickley,1630193.0,,,,,,,,,,,,,,,,,
563,PT11M45.00S,2026-02-20T03:03:16.8Z,4,REGULAR,steal,,[],1630193,,,1610612761,78,87,2026-02-20T03:03:18Z,5560000,False,,,0,,I. Quickley STEAL (2 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
564,PT11M41.00S,2026-02-20T03:03:27.4Z,4,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,78,87,2026-02-20T03:03:36Z,5570000,False,,,0,,S. Barnes lost ball out-of-bounds TURNOVER (4 TO),[1630567],1610612761.0,TOR,lost ball,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.0,,,,,,,,,,204058.0,,,,,,,,,
565,PT11M20.00S,2026-02-20T03:03:55.9Z,4,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612741,78,87,2026-02-20T03:04:04Z,5580000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Yabusele 2 FT),"[1627751, 1627824]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628168.0,,,,,,3.0,0.0,Yabusele,1627824.0
567,PT11M20.00S,2026-02-20T03:04:22.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627824,,,1610612741,79,87,2026-02-20T03:04:22Z,5600000,False,,,0,,G. Yabusele Free Throw 1 of 2 (3 PTS),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
568,PT11M20.00S,2026-02-20T03:04:44.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627824,,,1610612741,80,87,2026-02-20T03:04:44Z,5610000,False,,,0,,G. Yabusele Free Throw 2 of 2 (4 PTS),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
569,PT11M09.00S,2026-02-20T03:04:56.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.06636005256242,49.26470588235294,1610612761,80,87,2026-02-20T03:05:00Z,5620000,False,-4.0,22.0,1,right,MISS R. Barrett driving finger roll Layup,[1629628],1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,2.24,Missed,,,,,,,,,,,,,,,
570,PT11M08.00S,2026-02-20T03:04:57.6Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612741,80,87,2026-02-20T03:05:00Z,5630000,False,,,0,,I. Okoro REBOUND (Off:1 Def:3),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,569.0,4.0,3.0,1.0,,,,,,,,,,
571,PT11M05.00S,2026-02-20T03:05:02.6Z,4,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612741,80,87,2026-02-20T03:05:14Z,5640000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Yabusele 2 FT),"[1641711, 1627824]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,,,,,,1.0,0.0,Yabusele,1627824.0
573,PT11M05.00S,2026-02-20T03:05:36.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627824,,,1610612741,80,87,2026-02-20T03:05:36Z,5660000,False,,,0,,MISS G. Yabusele Free Throw 1 of 2,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
574,PT11M05.00S,2026-02-20T03:05:36.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,80,87,2026-02-20T03:05:36Z,5670000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,573.0,,,,,,,,,,,,,
575,PT11M05.00S,2026-02-20T03:05:53.6Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627824,,,1610612741,81,87,2026-02-20T03:05:53Z,5680000,False,,,0,,G. Yabusele Free Throw 2 of 2 (5 PTS),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
576,PT10M54.00S,2026-02-20T03:06:06.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,82.86793692509855,51.71568627450981,1610612761,81,87,2026-02-20T03:06:11Z,5690000,False,9.0,109.0,1,right,MISS I. Quickley 10' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,10.88,Missed,,,,,,,,,,,,,,,
577,PT10M51.00S,2026-02-20T03:06:10.0Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612741,81,87,2026-02-20T03:06:10Z,5700000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,576.0,1.0,1.0,0.0,,,,,,,,,,
578,PT10M50.00S,2026-02-20T03:06:11.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,7.703679369250986,50.98039215686274,1610612741,81,87,2026-02-20T03:06:16Z,5710000,False,-5.0,20.0,1,left,MISS C. Sexton running Layup,[1629012],1610612741.0,CHI,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,2.05,Missed,,,,,,,,,,,,,,,
579,PT10M48.00S,2026-02-20T03:06:13.8Z,4,REGULAR,rebound,defensive,[],1641711,,,1610612761,81,87,2026-02-20T03:06:16Z,5720000,False,,,0,,G. Dick REBOUND (Off:2 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,578.0,4.0,2.0,2.0,,,,,,,,,,
580,PT10M45.00S,2026-02-20T03:06:20.5Z,4,REGULAR,foul,offensive,[],1641711,,,1610612761,81,87,2026-02-20T03:06:26Z,5730000,False,,,0,,G. Dick charge offensive FOUL (2 PF),"[1641711, 1630171]",1610612761.0,TOR,charge,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200834.0,,,,,,2.0,0.0,Okoro,1630171.0
582,PT10M45.00S,2026-02-20T03:06:20.5Z,4,REGULAR,turnover,offensive foul,[],1641711,,,1610612761,81,87,2026-02-20T03:06:20Z,5750000,False,,,0,,G. Dick offensive foul TURNOVER (1 TO),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,200834.0,,,,,,,,,
583,PT10M45.00S,2026-02-20T03:06:33.7Z,4,REGULAR,substitution,out,[],1627751,,,1610612741,81,87,2026-02-20T03:06:44Z,5760000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT10M45.00S,2026-02-20T03:06:33.7Z,4,REGULAR,substitution,in,[],1630572,,,1610612741,81,87,2026-02-20T03:06:44Z,5770000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT10M33.00S,2026-02-20T03:07:04.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642265,7.440867279894875,47.794117647058826,1610612741,81,87,2026-02-20T03:07:07Z,5780000,False,11.0,17.0,1,left,MISS R. Dillingham driving Layup,[1642265],1610612741.0,CHI,driving,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,2.06,Missed,,,,,,,,,,,,,,,
586,PT10M31.00S,2026-02-20T03:07:06.1Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,81,87,2026-02-20T03:07:07Z,5790000,False,,,0,,S. Barnes REBOUND (Off:0 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,585.0,8.0,8.0,0.0,,,,,,,,,,
587,PT10M27.00S,2026-02-20T03:07:09.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630572,93.64323258869908,50.98039215686274,1610612761,81,89,2026-02-20T03:07:13Z,5800000,False,5.0,7.0,1,right,S. Mamukelashvili running Layup (7 PTS) (I. Quickley 3 AST),"[1630572, 1630193]",1610612761.0,TOR,running,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,0.88,Made,7.0,,,,,,I. Quickley,1630193.0,3.0,,,,,,
589,PT10M13.00S,2026-02-20T03:07:23.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,6.389618922470433,50.98039215686274,1610612741,81,89,2026-02-20T03:07:26Z,5820000,False,-5.0,8.0,1,left,MISS G. Yabusele driving Layup,[1627824],1610612741.0,CHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,0.9,Missed,,,,,,,,,,,,,,,
590,PT10M12.00S,2026-02-20T03:07:24.3Z,4,REGULAR,rebound,defensive,[],1641711,,,1610612761,81,89,2026-02-20T03:07:26Z,5830000,False,,,0,,G. Dick REBOUND (Off:2 Def:3),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,589.0,5.0,3.0,2.0,,,,,,,,,,
591,PT10M08.00S,2026-02-20T03:07:30.8Z,4,REGULAR,foul,personal,['2freethrow'],1642265,,,1610612761,81,89,2026-02-20T03:07:43Z,5840000,False,,,0,,R. Dillingham shooting personal FOUL (1 PF) (Barnes 2 FT),"[1642265, 1630567]",1610612741.0,CHI,shooting,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628168.0,,,,,,1.0,0.0,Barnes,1630567.0
593,PT10M08.00S,2026-02-20T03:07:55.7Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630567,,,1610612761,81,90,2026-02-20T03:07:55Z,5860000,False,,,0,,S. Barnes Free Throw 1 of 2 (13 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
594,PT10M08.00S,2026-02-20T03:08:08.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630567,,,1610612761,81,91,2026-02-20T03:08:08Z,5870000,False,,,0,,S. Barnes Free Throw 2 of 2 (14 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
595,PT09M56.00S,2026-02-20T03:08:22.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642265,15.588042049934298,55.63725490196079,1610612741,83,91,2026-02-20T03:08:27Z,5880000,False,-28.0,94.0,1,left,R. Dillingham 9' turnaround fadeaway Jump Shot (2 PTS),[1642265],1610612741.0,CHI,turnaround fadeaway,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),8-16 Center,,,,9.81,Made,2.0,,,,,,,,,,,,,,
596,PT09M50.00S,2026-02-20T03:08:35.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.93495400788436,52.20588235294118,1610612761,83,91,2026-02-20T03:09:03Z,5890000,False,11.0,23.0,1,right,MISS R. Barrett driving Layup - blocked,"[1629628, 1629012]",1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,2.58,Missed,,,,,,,,,,Sexton,1629012.0,,,,
597,PT09M50.00S,2026-02-20T03:08:35.2Z,4,REGULAR,block,,[],1629012,,,1610612761,83,91,2026-02-20T03:08:37Z,5900000,False,,,0,,C. Sexton BLOCK (1 BLK),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
601,PT09M47.00S,2026-02-20T03:08:38.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,83,91,2026-02-20T03:09:03Z,5910000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,596.0,,,,,,,,,,,,,
598,PT09M47.00S,2026-02-20T03:09:02.9Z,4,REGULAR,jumpball,recovered,[],1630193,,,1610612761,83,91,2026-02-20T03:09:02Z,5920000,False,,,0,,Jump Ball R. Barrett vs. C. Sexton: Tip to I. Quickley,"[1630193, 1629628, 1629012]",1610612761.0,TOR,heldball,I. Quickley,1630193.0,Quickley,I. Quickley,Barrett,1629628.0,Sexton,1629012.0,,,,,,,,,,,,,,,,,,,,,,
602,PT09M45.00S,2026-02-20T03:09:09.4Z,4,REGULAR,foul,personal,['2freethrow'],1642265,,,1610612761,83,91,2026-02-20T03:09:16Z,5950000,False,,,0,,R. Dillingham shooting personal FOUL (2 PF) (Quickley 2 FT),"[1642265, 1630193]",1610612741.0,CHI,shooting,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Quickley,1630193.0
604,PT09M45.00S,2026-02-20T03:09:42.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630193,,,1610612761,83,92,2026-02-20T03:09:42Z,5970000,False,,,0,,I. Quickley Free Throw 1 of 2 (11 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
605,PT09M45.00S,2026-02-20T03:09:44.5Z,4,REGULAR,substitution,out,[],1629012,,,1610612761,83,92,2026-02-20T03:09:52Z,5980000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT09M45.00S,2026-02-20T03:09:44.5Z,4,REGULAR,substitution,in,[],1630581,,,1610612761,83,92,2026-02-20T03:09:52Z,5990000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT09M45.00S,2026-02-20T03:10:10.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630193,,,1610612761,83,93,2026-02-20T03:10:10Z,6000000,False,,,0,,I. Quickley Free Throw 2 of 2 (12 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
608,PT09M29.00S,2026-02-20T03:10:29.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,6.915243101182654,52.94117647058824,1610612741,83,93,2026-02-20T03:10:34Z,6010000,False,-15.0,13.0,1,left,MISS I. Okoro driving reverse Layup,[1630171],1610612741.0,CHI,driving reverse,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,1.93,Missed,,,,,,,,,,,,,,,
