actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M57.00S,2025-11-05T01:12:11.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202696,10.33180026281209,50.98039215686274,1610612741,2,4,2025-11-05T01:12:18Z,160000,False,-5.0,45.0,1,left,N. Vučević turnaround Hook (2 PTS) (J. Giddey 1 AST),"[202696, 1630581]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,4.49,,,,,J. Giddey,1630581.0,1.0,,
18,PT10M45.00S,2025-11-05T01:12:22.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,68.54467805519053,62.00980392156863,1610612755,2,7,2025-11-05T01:12:27Z,180000,False,60.0,243.0,1,right,T. Maxey 25' 3PT pullup (3 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,25.05,,,,,,,,,
19,PT10M28.00S,2025-11-05T01:12:41.1Z,1,REGULAR,3pt,Jump Shot,[],1641824,5.863994743758213,3.6764705882352944,1610612741,2,7,2025-11-05T01:12:45Z,190000,False,232.0,3.0,1,left,MISS M. Buzelis 3PT - blocked,"[1641824, 1626162]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.16,,,,,,,,Oubre Jr.,1626162.0
20,PT10M28.00S,2025-11-05T01:12:41.1Z,1,REGULAR,block,,[],1626162,,,1610612741,2,7,2025-11-05T01:12:44Z,200000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2025-11-05T01:12:41.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,2,7,2025-11-05T01:12:45Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,19.0,,,,,,,,
23,PT10M23.00S,2025-11-05T01:13:00.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202696,6.258212877792378,51.470588235294116,1610612741,4,7,2025-11-05T01:13:06Z,230000,False,-7.0,6.0,1,left,N. Vučević driving DUNK (4 PTS) (J. Giddey 2 AST),"[202696, 1630581]",1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,0.97,,,,,J. Giddey,1630581.0,2.0,,
25,PT10M06.00S,2025-11-05T01:13:17.6Z,1,REGULAR,2pt,Jump Shot,[],203954,87.59855453350855,66.91176470588235,1610612755,4,9,2025-11-05T01:13:22Z,250000,False,85.0,64.0,1,right,J. Embiid 10' fadeaway Jump Shot (4 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,,,Made,4.0,,,,10.61,,,,,T. Maxey,1630178.0,1.0,,
27,PT09M55.00S,2025-11-05T01:13:28.7Z,1,REGULAR,3pt,Jump Shot,[],202696,31.882391590013142,66.17647058823529,1610612741,4,9,2025-11-05T01:13:32Z,270000,False,-81.0,247.0,1,left,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,26.01,,,,,,,,,
28,PT09M53.00S,2025-11-05T01:13:30.7Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612755,4,9,2025-11-05T01:13:32Z,280000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,
29,PT09M40.00S,2025-11-05T01:13:43.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,91.27792378449409,95.83333333333334,1610612755,4,12,2025-11-05T01:13:48Z,290000,False,229.0,29.0,1,right,T. Maxey 3PT step back (6 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,,Made,6.0,,,,23.11,,,,,,,,,
30,PT09M33.00S,2025-11-05T01:13:54.0Z,1,REGULAR,foul,personal,[],1626162,,,1610612741,4,12,2025-11-05T01:14:02Z,300000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1641824]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,202058.0,1.0,0.0,Buzelis,1641824.0,,,,,,,,,,,,,,,
32,PT09M23.00S,2025-11-05T01:14:20.5Z,1,REGULAR,3pt,Jump Shot,[],1630171,3.630091984231275,95.09803921568627,1610612741,7,12,2025-11-05T01:14:25Z,320000,False,-225.0,-18.0,1,left,I. Okoro 3PT  (3 PTS) (T. Jones 1 AST),"[1630171, 1630200]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,22.62,,,,,T. Jones,1630200.0,1.0,,
34,PT09M01.00S,2025-11-05T01:14:42.0Z,1,REGULAR,3pt,Jump Shot,[],203954,68.9388961892247,66.66666666666666,1610612755,7,12,2025-11-05T01:14:48Z,340000,False,83.0,239.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.36,,,,,,,,,
35,PT08M58.00S,2025-11-05T01:14:45.0Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612755,7,12,2025-11-05T01:14:48Z,350000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,34.0,2.0,1.0,1.0,,,,,
36,PT08M56.00S,2025-11-05T01:14:46.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642845,73.40670170827858,82.59803921568627,1610612755,7,15,2025-11-05T01:14:51Z,360000,False,163.0,197.0,1,right,V. Edgecombe 25' 3PT  (3 PTS) (J. Walker 1 AST),"[1642845, 1631133]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,25.61,,,,,J. Walker,1631133.0,1.0,,
38,PT08M55.00S,2025-11-05T01:14:52.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,7,15,2025-11-05T01:14:52Z,380000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M55.00S,2025-11-05T01:17:41.2Z,1,REGULAR,substitution,out,[],1630200,,,1610612741,7,15,2025-11-05T01:17:44Z,390000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M55.00S,2025-11-05T01:17:41.2Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,7,15,2025-11-05T01:17:44Z,400000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M35.00S,2025-11-05T01:18:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,6.389618922470433,47.30392156862745,1610612741,9,15,2025-11-05T01:18:21Z,410000,False,13.0,8.0,1,left,K. Huerter driving floating bank Jump Shot (2 PTS) (I. Okoro 1 AST),"[1628989, 1630171]",1610612741.0,CHI,driving floating bank,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.55,,,,,I. Okoro,1630171.0,1.0,,
43,PT08M19.00S,2025-11-05T01:18:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,90.09526938239159,58.57843137254902,1610612755,9,17,2025-11-05T01:18:31Z,430000,False,43.0,41.0,1,right,K. Oubre Jr. driving floating Jump Shot (4 PTS) (V. Edgecombe 1 AST),"[1626162, 1642845]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,5.91,,,,,V. Edgecombe,1642845.0,1.0,,
44,PT08M06.00S,2025-11-05T01:18:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.995400788436268,53.18627450980392,1610612741,11,17,2025-11-05T01:18:51Z,440000,False,-16.0,4.0,1,left,N. Vučević cutting Layup (6 PTS) (K. Huerter 1 AST),"[202696, 1628989]",1610612741.0,CHI,cutting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,1.64,,,,,K. Huerter,1628989.0,1.0,,
47,PT07M47.00S,2025-11-05T01:19:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,89.61892247043363,55.90533088235294,1610612755,11,17,2025-11-05T01:19:26Z,460000,False,30.0,45.0,1,right,MISS V. Edgecombe driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,5.39,,,,,,,,,
48,PT07M47.00S,2025-11-05T01:19:01.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,11,17,2025-11-05T01:19:26Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,47.0,,,,,,,,
50,PT07M47.00S,2025-11-05T01:19:05.1Z,1,REGULAR,substitution,out,[],1641824,,,1610612755,11,17,2025-11-05T01:19:07Z,490000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M47.00S,2025-11-05T01:19:05.1Z,1,REGULAR,substitution,in,[],1630172,,,1610612755,11,17,2025-11-05T01:19:07Z,500000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2025-11-05T01:19:31.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,78.66294349540078,91.91176470588235,1610612755,11,17,2025-11-05T01:25:54Z,510000,False,210.0,148.0,1,right,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.66,,,,,,,,,
53,PT07M35.00S,2025-11-05T01:19:35.5Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612741,11,17,2025-11-05T01:25:54Z,520000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,
54,PT07M25.00S,2025-11-05T01:19:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,6.915243101182654,50.0,1610612741,13,17,2025-11-05T01:19:51Z,530000,False,0.0,13.0,1,left,I. Okoro driving finger roll Layup (5 PTS),[1630171],1610612741.0,CHI,driving finger roll,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,1.25,,,,,,,,,
55,PT07M10.00S,2025-11-05T01:19:55.2Z,1,REGULAR,3pt,Jump Shot,[],203954,67.88764783180025,32.35294117647059,1610612755,13,20,2025-11-05T01:20:01Z,540000,False,-88.0,249.0,1,right,J. Embiid 26' 3PT  (7 PTS) (V. Edgecombe 2 AST),"[203954, 1642845]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,Made,7.0,,,,26.45,,,,,V. Edgecombe,1642845.0,2.0,,
57,PT06M56.00S,2025-11-05T01:20:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,9.806176084099869,65.19607843137256,1610612741,13,20,2025-11-05T01:20:14Z,560000,False,-76.0,40.0,1,left,MISS J. Giddey 8' driving floating Shot,[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,,,8.57,,,,,,,,,
58,PT06M54.00S,2025-11-05T01:20:11.8Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,13,20,2025-11-05T01:20:14Z,570000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,
59,PT06M42.00S,2025-11-05T01:20:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,81.02825229960578,62.5,1610612755,13,20,2025-11-05T01:20:30Z,580000,False,62.0,126.0,1,right,MISS J. Embiid 14' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,14.05,,,,,,,,,
60,PT06M40.00S,2025-11-05T01:20:24.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,13,20,2025-11-05T01:20:30Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,59.0,,,,,,,,
62,PT06M29.00S,2025-11-05T01:20:58.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,68.01905387647832,40.68627450980392,1610612755,13,20,2025-11-05T01:21:06Z,610000,False,-47.0,248.0,1,right,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.24,,,,,,,,,
63,PT06M25.00S,2025-11-05T01:21:02.7Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,13,20,2025-11-05T01:21:30Z,620000,False,,,0,,J. Embiid REBOUND (Off:1 Def:0),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,62.0,1.0,0.0,1.0,,,,,
64,PT06M22.00S,2025-11-05T01:21:05.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,78.40013140604468,89.2156862745098,1610612755,13,23,2025-11-05T01:21:12Z,630000,False,196.0,151.0,1,right,K. Oubre Jr. 24' 3PT  (7 PTS) (T. Maxey 2 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,7.0,,,,24.72,,,,,T. Maxey,1630178.0,2.0,,
66,PT06M10.00S,2025-11-05T01:21:20.1Z,1,REGULAR,foul,personal,['2freethrow'],1642845,,,1610612741,13,23,2025-11-05T01:21:31Z,650000,False,,,0,,V. Edgecombe shooting personal FOUL (1 PF) (Giddey 2 FT),"[1642845, 1630581]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Right,1629178.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
68,PT06M10.00S,2025-11-05T01:21:40.7Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,14,23,2025-11-05T01:21:40Z,670000,False,,,0,,J. Giddey Free Throw 1 of 2 (1 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
69,PT06M10.00S,2025-11-05T01:21:41.4Z,1,REGULAR,substitution,out,[],1642845,,,1610612741,14,23,2025-11-05T01:21:44Z,680000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M10.00S,2025-11-05T01:21:41.4Z,1,REGULAR,substitution,in,[],1629656,,,1610612741,14,23,2025-11-05T01:21:44Z,690000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M10.00S,2025-11-05T01:21:50.2Z,1,REGULAR,substitution,out,[],1631133,,,1610612741,14,23,2025-11-05T01:22:00Z,700000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M10.00S,2025-11-05T01:21:50.2Z,1,REGULAR,substitution,in,[],1630570,,,1610612741,14,23,2025-11-05T01:22:00Z,710000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M10.00S,2025-11-05T01:22:15.7Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,15,23,2025-11-05T01:22:15Z,720000,False,,,0,,J. Giddey Free Throw 2 of 2 (2 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
74,PT05M50.00S,2025-11-05T01:22:37.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,69.85873850197109,24.754901960784316,1610612755,15,26,2025-11-05T01:22:44Z,730000,False,-126.0,231.0,1,right,T. Maxey 26' 3PT  (9 PTS) (Q. Grimes 1 AST),"[1630178, 1629656]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,,,,26.3,,,,,Q. Grimes,1629656.0,1.0,,
76,PT05M38.00S,2025-11-05T01:22:49.3Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,15,26,2025-11-05T01:22:54Z,750000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1629656]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1.0,Grimes,1629656.0,,,,,,,,,,
77,PT05M38.00S,2025-11-05T01:22:49.3Z,1,REGULAR,steal,,[],1629656,,,1610612755,15,26,2025-11-05T01:22:50Z,760000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
78,PT05M34.00S,2025-11-05T01:22:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,94.82588699080158,47.549019607843135,1610612755,15,28,2025-11-05T01:22:57Z,770000,False,-12.0,-4.0,1,right,Q. Grimes running Layup (2 PTS),[1629656],1610612755.0,PHI,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.29,,,,,,,,,
79,PT05M13.00S,2025-11-05T01:23:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.5722733245729295,48.77450980392157,1610612741,15,28,2025-11-05T01:23:19Z,780000,False,6.0,19.0,1,left,MISS J. Giddey cutting Layup - blocked,"[1630581, 203954]",1610612741.0,CHI,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.97,,,,,,,,Embiid,203954.0
80,PT05M13.00S,2025-11-05T01:23:14.0Z,1,REGULAR,block,,[],203954,,,1610612741,15,28,2025-11-05T01:23:16Z,790000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M10.00S,2025-11-05T01:23:17.0Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612741,15,28,2025-11-05T01:23:19Z,800000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,79.0,2.0,1.0,1.0,,,,,
82,PT05M05.00S,2025-11-05T01:23:21.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630171,17.427726675427067,95.34313725490196,1610612741,15,28,2025-11-05T01:23:26Z,810000,False,-227.0,111.0,1,left,MISS I. Okoro 25' 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.25,,,,,,,,,
83,PT05M03.00S,2025-11-05T01:23:24.0Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,15,28,2025-11-05T01:23:24Z,820000,False,,,0,,J. Giddey REBOUND (Off:2 Def:0),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,82.0,2.0,0.0,2.0,,,,,
84,PT05M02.00S,2025-11-05T01:23:25.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,32.14520367936925,39.21568627450981,1610612741,18,28,2025-11-05T01:24:39Z,830000,False,54.0,250.0,1,left,J. Giddey 25' 3PT pullup (5 PTS),[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,,,,25.55,,,,,,,,,
85,PT04M43.00S,2025-11-05T01:23:43.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,68.54467805519053,63.23529411764706,1610612755,18,31,2025-11-05T01:23:49Z,840000,False,66.0,243.0,1,right,T. Maxey 25' 3PT  (12 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,Made,12.0,,,,25.2,,,,,J. Embiid,203954.0,1.0,,
87,PT04M26.00S,2025-11-05T01:24:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,13.485545335085414,51.71568627450981,1610612741,20,31,2025-11-05T01:24:07Z,860000,False,-9.0,74.0,1,left,J. Giddey 7' driving floating Jump Shot (7 PTS),[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,,,,7.48,,,,,,,,,
