actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
49,PT08M24.00S,2026-02-22T01:19:53.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,12,9,2026-02-22T01:20:24Z,480000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,
50,PT08M18.00S,2026-02-22T01:20:19.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641709,92.46057818659659,50.0,1610612765,12,11,2026-02-22T01:20:27Z,490000,False,0.0,18.0,1,right,A. Thompson running Layup (2 PTS) (C. Cunningham 1 AST),"[1641709, 1630595]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.84,C. Cunningham,1630595.0,1.0,,,,,
51,PT08M08.00S,2026-02-22T01:20:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.440867279894875,52.69607843137255,1610612741,12,11,2026-02-22T01:20:34Z,500000,False,-13.0,17.0,1,left,MISS I. Okoro driving Layup,[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.2,,,,,,,,
52,PT08M06.00S,2026-02-22T01:20:30.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,12,11,2026-02-22T01:20:34Z,510000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,
109,PT08M06.00S,2026-02-22T01:20:32.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641709,92.85479632063075,45.09803921568628,1610612765,12,11,2026-02-22T01:29:28Z,515000,False,-25.0,15.0,1,right,MISS A. Thompson running alley-oop DUNK - blocked,"[1641709, 1630188]",1610612765.0,DET,running alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.86,,,,,Smith,1630188.0,,
110,PT08M06.00S,2026-02-22T01:20:32.2Z,1,REGULAR,block,,[],1630188,,,1610612765,12,11,2026-02-22T01:28:19Z,517500,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
111,PT08M05.00S,2026-02-22T01:20:33.2Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612741,12,11,2026-02-22T01:28:53Z,518750,False,,,0,,G. Yabusele REBOUND (Off:0 Def:4),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,109.0,4.0,4.0,0.0,,,,,,,,,
112,PT08M05.00S,2026-02-22T01:20:33.9Z,1,REGULAR,turnover,bad pass,[],1627824,,,1610612741,12,11,2026-02-22T01:28:39Z,519375,False,,,0,,G. Yabusele bad pass TURNOVER (2 TO),"[1627824, 202699]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Harris,202699.0
113,PT08M05.00S,2026-02-22T01:20:33.9Z,1,REGULAR,steal,,[],202699,,,1610612765,12,11,2026-02-22T01:28:39Z,519687,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT08M03.00S,2026-02-22T01:20:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,92.9862023653088,48.28431372549019,1610612765,12,13,2026-02-22T01:28:39Z,520000,False,-9.0,13.0,1,right,T. Harris Layup (2 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.59,,,,,,,,
54,PT07M48.00S,2026-02-22T01:20:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630581,5.469776609724048,95.83333333333334,1610612741,15,13,2026-02-22T01:20:53Z,530000,False,-229.0,-1.0,1,left,J. Giddey 3PT  (9 PTS) (J. Smith 1 AST),"[1630581, 1630188]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,Made,9.0,,,,,22.92,J. Smith,1630188.0,1.0,,,,,
57,PT07M36.00S,2026-02-22T01:21:00.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,94.95729303547962,4.166666666666666,1610612765,15,13,2026-02-22T01:21:06Z,550000,False,-229.0,-5.0,1,right,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,22.93,,,,,,,,
58,PT07M31.00S,2026-02-22T01:21:05.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,15,13,2026-02-22T01:21:06Z,560000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,
59,PT07M13.00S,2026-02-22T01:21:23.1Z,1,REGULAR,3pt,Jump Shot,[],1630188,5.075558475689881,96.07843137254902,1610612741,15,13,2026-02-22T01:21:27Z,570000,False,-230.0,-5.0,1,left,MISS J. Smith 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.04,,,,,,,,
60,PT07M11.00S,2026-02-22T01:21:25.1Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,15,13,2026-02-22T01:21:27Z,580000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,
61,PT07M02.00S,2026-02-22T01:21:33.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,94.1688567674113,50.49019607843137,1610612765,15,15,2026-02-22T01:21:37Z,590000,False,2.0,2.0,1,right,J. Duren cutting DUNK (5 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,0.34,C. Cunningham,1630595.0,2.0,,,,,
63,PT06M50.00S,2026-02-22T01:21:46.0Z,1,REGULAR,3pt,Jump Shot,[],1630188,31.510758869908017,34.82689950980392,1610612741,18,15,2026-02-22T01:21:52Z,610000,False,76.0,244.0,1,left,J. Smith 25' 3PT  (3 PTS) (M. Buzelis 3 AST),"[1630188, 1641824]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,,25.52,M. Buzelis,1641824.0,3.0,,,,,
65,PT06M30.00S,2026-02-22T01:22:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,81.68528252299606,45.588235294117645,1610612765,18,17,2026-02-22T01:22:10Z,630000,False,-22.0,120.0,1,right,T. Harris 12' turnaround fadeaway Jump Shot (4 PTS),[202699],1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,,,,,12.17,,,,,,,,
66,PT06M19.00S,2026-02-22T01:22:21.8Z,1,REGULAR,turnover,out-of-bounds,[],1641824,,,1610612741,18,17,2026-02-22T01:22:28Z,640000,False,,,0,,M. Buzelis lost ball out-of-bounds TURNOVER (1 TO),[1641824],1610612741.0,CHI,lost ball,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,200833.0,,,,,,,,,,,,,,,1.0,,,,
67,PT06M19.00S,2026-02-22T01:22:24.0Z,1,REGULAR,substitution,out,[],1630188,,,1610612765,18,17,2026-02-22T01:22:42Z,650000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2026-02-22T01:22:24.0Z,1,REGULAR,substitution,out,[],1630581,,,1610612765,18,17,2026-02-22T01:22:42Z,660000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M19.00S,2026-02-22T01:22:24.0Z,1,REGULAR,substitution,out,[],202699,,,1610612765,18,17,2026-02-22T01:22:42Z,670000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M19.00S,2026-02-22T01:22:24.0Z,1,REGULAR,substitution,out,[],1629130,,,1610612765,18,17,2026-02-22T01:22:42Z,680000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M19.00S,2026-02-22T01:22:24.0Z,1,REGULAR,substitution,in,[],1630208,,,1610612765,18,17,2026-02-22T01:22:42Z,690000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M19.00S,2026-02-22T01:22:24.0Z,1,REGULAR,substitution,in,[],1630200,,,1610612765,18,17,2026-02-22T01:22:42Z,700000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M19.00S,2026-02-22T01:22:24.0Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,18,17,2026-02-22T01:22:42Z,710000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M19.00S,2026-02-22T01:22:24.0Z,1,REGULAR,substitution,in,[],1627747,,,1610612765,18,17,2026-02-22T01:22:42Z,720000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M58.00S,2026-02-22T01:22:58.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641709,88.43626806833115,63.748468137254896,1610612765,18,17,2026-02-22T01:23:04Z,730000,False,69.0,56.0,1,right,MISS A. Thompson 8' pullup Shot,[1641709],1610612765.0,DET,pullup,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,8.88,,,,,,,,
76,PT05M56.00S,2026-02-22T01:23:00.5Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612741,18,17,2026-02-22T01:23:04Z,740000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:5),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,75.0,5.0,5.0,0.0,,,,,,,,,
77,PT05M44.00S,2026-02-22T01:23:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,4.812746386333772,93.87254901960785,1610612741,21,17,2026-02-22T01:23:17Z,750000,False,-219.0,-7.0,1,left,I. Okoro 3PT  (3 PTS) (G. Yabusele 2 AST),"[1630171, 1627824]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,21.95,G. Yabusele,1627824.0,2.0,,,,,
79,PT05M33.00S,2026-02-22T01:23:24.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,85.10183968462549,57.84313725490197,1610612765,21,17,2026-02-22T01:23:29Z,770000,False,39.0,88.0,1,right,MISS J. Duren 9' driving floating Shot,[1631105],1610612765.0,DET,driving floating,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,9.59,,,,,,,,
80,PT05M31.00S,2026-02-22T01:23:26.4Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,21,17,2026-02-22T01:23:55Z,780000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,79.0,2.0,0.0,2.0,,,,,,,,,
