actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
19,PT10M27.00S,2025-01-26T01:12:41.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642377,20.285808147174762,91.17647058823529,1610612763,5,5,2025-01-26T01:12:46Z,190000,False,-206.0,138.0,1,left,J. Wells 24' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1642377, 1628991]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,24.8,Made,3.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,
21,PT10M10.00S,2025-01-26T01:12:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,90.5880420499343,59.31372549019608,1610612762,5,5,2025-01-26T01:15:15Z,210000,False,47.0,36.0,1,right,MISS L. Markkanen cutting Layup - blocked,"[1628374, 1641744]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,Edey,1641744.0,,,,
22,PT10M10.00S,2025-01-26T01:12:58.3Z,1,REGULAR,block,,[],1641744,,,1610612762,5,5,2025-01-26T01:13:01Z,220000,False,,,0,,Z. Edey BLOCK (1 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2025-01-26T01:13:01.3Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,5,5,2025-01-26T01:13:06Z,230000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,21.0,1.0,0.0,1.0
24,PT10M02.00S,2025-01-26T01:13:05.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,71.92838370565046,25.735294117647058,1610612762,5,5,2025-01-26T01:13:10Z,240000,False,-121.0,211.0,1,right,MISS C. Sexton 24' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,24.37,Missed,,,,,,,,,,,,,,,,,,
25,PT09M59.00S,2025-01-26T01:13:08.9Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,5,2025-01-26T01:13:10Z,250000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,24.0,1.0,1.0,0.0
26,PT09M52.00S,2025-01-26T01:13:16.2Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,5,5,2025-01-26T01:13:21Z,260000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1631117]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Kessler,1631117.0,,,,,,,,,,,
27,PT09M52.00S,2025-01-26T01:13:16.2Z,1,REGULAR,steal,,[],1631117,,,1610612762,5,5,2025-01-26T01:13:18Z,270000,False,,,0,,W. Kessler STEAL (1 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M45.00S,2025-01-26T01:13:23.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628374,68.11760840998686,67.15686274509804,1610612762,5,5,2025-01-26T01:13:31Z,280000,False,86.0,247.0,1,right,MISS L. Markkanen 26' running 3PT,[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
29,PT09M41.00S,2025-01-26T01:13:27.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,5,5,2025-01-26T01:13:31Z,290000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,28.0,2.0,2.0,0.0
30,PT09M39.00S,2025-01-26T01:13:29.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642377,6.225361366622863,50.0,1610612763,7,5,2025-01-26T01:13:34Z,300000,False,0.0,6.0,1,left,J. Wells running DUNK (5 PTS) (D. Bane 1 AST),"[1642377, 1630217]",1610612763.0,MEM,running,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,0.6,Made,5.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
32,PT09M17.00S,2025-01-26T01:13:54.2Z,1,REGULAR,turnover,traveling,[],1642268,,,1610612762,7,5,2025-01-26T01:13:58Z,320000,False,,,0,,I. Collier traveling TURNOVER (1 TO),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,,,204059.0,,,,,,,,,,
33,PT09M07.00S,2025-01-26T01:14:28.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629630,31.980946123521676,36.029411764705884,1610612763,7,5,2025-01-26T01:14:33Z,330000,False,70.0,248.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.78,Missed,,,,,,,,,,,,,,,,,,
34,PT09M05.00S,2025-01-26T01:14:31.1Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,7,5,2025-01-26T01:14:31Z,340000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:0),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,33.0,1.0,0.0,1.0
35,PT09M03.00S,2025-01-26T01:14:36.0Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,7,5,2025-01-26T01:17:19Z,350000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (2 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,204059.0,,,,,,,,,,
36,PT08M49.00S,2025-01-26T01:14:55.3Z,1,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612762,7,5,2025-01-26T01:14:59Z,360000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Sexton 2 FT),"[1642377, 1629012]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,1.0,0.0,Sexton,1629012.0,,,,,,
38,PT08M49.00S,2025-01-26T01:15:20.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629012,,,1610612762,7,6,2025-01-26T01:15:20Z,380000,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
39,PT08M49.00S,2025-01-26T01:15:41.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629012,,,1610612762,7,7,2025-01-26T01:15:41Z,390000,False,,,0,,C. Sexton Free Throw 2 of 2 (2 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
40,PT08M31.00S,2025-01-26T01:16:03.3Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612763,7,7,2025-01-26T01:16:42Z,400000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1631117, 1628991]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,204059.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,
42,PT08M31.00S,2025-01-26T01:16:31.6Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,8,7,2025-01-26T01:16:31Z,420000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
43,PT08M31.00S,2025-01-26T01:16:49.8Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,9,7,2025-01-26T01:16:49Z,430000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M17.00S,2025-01-26T01:17:13.2Z,1,REGULAR,foul,technical,['1freethrow'],1641744,,,1610612762,9,7,2025-01-26T01:17:22Z,440000,False,,,0,,Z. Edey defensive-3-second technical FOUL (1 Tech),[1641744],1610612763.0,MEM,defensive-3-second,,,Edey,Z. Edey,,,,,,,,,,,,,,,,204059.0,0.0,1.0,,,,,,,,
45,PT08M17.00S,2025-01-26T01:17:37.3Z,1,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,9,7,2025-01-26T01:17:40Z,450000,False,,,0,,MISS L. Markkanen technical Free Throw 1 of 1,[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT08M17.00S,2025-01-26T01:17:37.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,9,7,2025-01-26T01:17:40Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,
47,PT08M10.00S,2025-01-26T01:18:01.0Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612762,9,7,2025-01-26T01:18:04Z,470000,False,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1641744]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Edey,1641744.0,,,,,,,,,,,
48,PT08M10.00S,2025-01-26T01:18:01.0Z,1,REGULAR,steal,,[],1641744,,,1610612763,9,7,2025-01-26T01:18:02Z,480000,False,,,0,,Z. Edey STEAL (1 STL),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M03.00S,2025-01-26T01:18:07.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,19.760183968462556,8.57843137254902,1610612763,12,7,2025-01-26T01:18:12Z,490000,False,207.0,133.0,1,left,D. Bane 24' 3PT  (3 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,24.62,Made,3.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,
51,PT07M48.00S,2025-01-26T01:18:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,90.98226018396846,41.42156862745098,1610612762,12,7,2025-01-26T01:18:27Z,510000,False,-43.0,32.0,1,right,MISS C. Sexton driving finger roll Layup - blocked,"[1629012, 1641744]",1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,Edey,1641744.0,,,,
52,PT07M48.00S,2025-01-26T01:18:22.2Z,1,REGULAR,block,,[],1641744,,,1610612762,12,7,2025-01-26T01:18:25Z,520000,False,,,0,,Z. Edey BLOCK (2 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M47.00S,2025-01-26T01:18:23.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,12,7,2025-01-26T01:18:27Z,530000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,51.0,,,
55,PT07M40.00S,2025-01-26T01:18:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,13.584099868593952,51.71568627450981,1610612763,14,7,2025-01-26T01:19:01Z,550000,False,-9.0,75.0,1,left,J. Morant 7' turnaround fadeaway Jump Shot (2 PTS),[1629630],1610612763.0,MEM,turnaround fadeaway,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,2.0,,,,,,,,,,,,,,,,,
56,PT07M40.00S,2025-01-26T01:18:55.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,14,7,2025-01-26T01:18:55Z,560000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M40.00S,2025-01-26T01:20:51.8Z,1,REGULAR,substitution,out,[],1628991,,,1610612762,14,7,2025-01-26T01:21:39Z,570000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M40.00S,2025-01-26T01:20:51.8Z,1,REGULAR,substitution,in,[],1641713,,,1610612762,14,7,2025-01-26T01:21:39Z,580000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M29.00S,2025-01-26T01:22:01.7Z,1,REGULAR,foul,personal,['2freethrow'],1641713,,,1610612762,14,7,2025-01-26T01:22:09Z,590000,False,,,0,,G. Jackson shooting personal FOUL (1 PF) (Sexton 2 FT),"[1641713, 1629012]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1629178.0,1.0,0.0,Sexton,1629012.0,,,,,,
61,PT07M29.00S,2025-01-26T01:22:22.6Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,14,8,2025-01-26T01:22:22Z,610000,False,,,0,,C. Sexton Free Throw 1 of 2 (3 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
62,PT07M29.00S,2025-01-26T01:22:37.5Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,14,9,2025-01-26T01:22:37Z,620000,False,,,0,,C. Sexton Free Throw 2 of 2 (4 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
63,PT07M18.00S,2025-01-26T01:22:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,11.613009198423129,35.5392156862745,1610612763,14,9,2025-01-26T01:22:53Z,630000,False,72.0,57.0,1,left,MISS J. Wells 9' driving floating bank Shot,[1642377],1610612763.0,MEM,driving floating bank,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Right,9.19,Missed,,,,,,,,,,,,,,,,,,
64,PT07M15.00S,2025-01-26T01:22:52.2Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,14,9,2025-01-26T01:22:52Z,640000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,63.0,1.0,0.0,1.0
65,PT07M12.00S,2025-01-26T01:22:55.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641713,34.21484888304862,35.5392156862745,1610612763,17,9,2025-01-26T01:22:59Z,650000,False,72.0,269.0,1,left,G. Jackson 27' 3PT  (3 PTS) (J. Morant 3 AST),"[1641713, 1629630]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,27.86,Made,3.0,J. Morant,1629630.0,3.0,,,,,,,,,,,,,,
67,PT06M57.00S,2025-01-26T01:23:09.8Z,1,REGULAR,3pt,Jump Shot,[],1629004,74.95072273324573,17.15686274509804,1610612762,17,9,2025-01-26T01:23:13Z,670000,False,-164.0,183.0,1,right,MISS S. Mykhailiuk 24' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
68,PT06M54.00S,2025-01-26T01:23:12.8Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,17,9,2025-01-26T01:23:13Z,680000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,67.0,1.0,1.0,0.0
69,PT06M50.00S,2025-01-26T01:23:20.9Z,1,REGULAR,foul,personal,[],1642268,,,1610612763,17,9,2025-01-26T01:23:37Z,690000,False,,,0,,I. Collier personal FOUL (1 PF),"[1642268, 1641744]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,1.0,0.0,Edey,1641744.0,,,,,,
71,PT06M50.00S,2025-01-26T01:23:36.6Z,1,REGULAR,substitution,out,[],1642268,,,1610612763,17,9,2025-01-26T01:23:45Z,710000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2025-01-26T01:23:36.6Z,1,REGULAR,substitution,in,[],1641718,,,1610612763,17,9,2025-01-26T01:23:45Z,720000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M38.00S,2025-01-26T01:24:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,19.760183968462556,36.029411764705884,1610612763,17,9,2025-01-26T01:25:10Z,730000,False,70.0,133.0,1,left,MISS D. Bane 15' step back Shot,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,15.04,Missed,,,,,,,,,,,,,,,,,,
74,PT06M35.00S,2025-01-26T01:24:08.6Z,1,REGULAR,rebound,offensive,[],1641713,,,1610612763,17,9,2025-01-26T01:24:09Z,740000,False,,,0,,G. Jackson REBOUND (Off:1 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,73.0,2.0,1.0,1.0
75,PT06M32.00S,2025-01-26T01:24:11.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641713,35.39750328515112,51.96078431372549,1610612763,17,9,2025-01-26T01:24:18Z,750000,False,-10.0,280.0,1,left,MISS G. Jackson 28' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,28.04,Missed,,,,,,,,,,,,,,,,,,
76,PT06M27.00S,2025-01-26T01:24:16.4Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,17,9,2025-01-26T01:24:18Z,760000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,75.0,1.0,1.0,0.0
77,PT06M22.00S,2025-01-26T01:24:22.0Z,1,REGULAR,3pt,Jump Shot,[],1629004,73.50525624178712,19.85294117647058,1610612762,17,12,2025-01-26T01:25:49Z,770000,False,-151.0,197.0,1,right,S. Mykhailiuk 24' 3PT pullup (6 PTS) (K. George 1 AST),"[1629004, 1641718]",1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,24.77,Made,6.0,K. George,1641718.0,1.0,,,,,,,,,,,,,,
79,PT06M13.00S,2025-01-26T01:24:32.4Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612763,17,12,2025-01-26T01:24:46Z,790000,False,,,0,,W. Kessler shooting personal FOUL (2 PF) (Edey 2 FT),"[1631117, 1641744]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,1629178.0,2.0,0.0,Edey,1641744.0,,,,,,
81,PT06M13.00S,2025-01-26T01:25:01.9Z,1,REGULAR,freethrow,1 of 2,[],1641744,,,1610612763,17,12,2025-01-26T01:25:01Z,810000,False,,,0,,MISS Z. Edey Free Throw 1 of 2,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT06M13.00S,2025-01-26T01:25:01.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,17,12,2025-01-26T01:25:01Z,820000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,
83,PT06M13.00S,2025-01-26T01:25:03.0Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,17,12,2025-01-26T01:25:08Z,830000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M13.00S,2025-01-26T01:25:03.0Z,1,REGULAR,substitution,out,[],1629004,,,1610612763,17,12,2025-01-26T01:25:08Z,840000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M13.00S,2025-01-26T01:25:03.0Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,17,12,2025-01-26T01:25:08Z,850000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M13.00S,2025-01-26T01:25:03.0Z,1,REGULAR,substitution,in,[],1641729,,,1610612763,17,12,2025-01-26T01:25:08Z,860000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
