actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT09M54.00S,2025-03-02T01:13:06.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,32.670827858081466,49.01960784313725,1610612759,5,5,2025-03-02T01:13:12Z,210000,False,5.0,255.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,25.46,Missed,,,,,,,,,,,,
22,PT09M52.00S,2025-03-02T01:13:08.3Z,1,REGULAR,rebound,defensive,[],1630590,,,1610612763,5,5,2025-03-02T01:13:12Z,220000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT09M38.00S,2025-03-02T01:13:22.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,92.72339027595268,60.049019607843135,1610612763,7,5,2025-03-02T01:13:28Z,230000,False,50.0,16.0,1,right,J. Jackson Jr. turnaround Jump Shot (7 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.27,Made,,,,,7.0,,,,,,,
24,PT09M21.00S,2025-03-02T01:13:39.9Z,1,REGULAR,3pt,Jump Shot,[],101108,29.25427069645204,73.0392156862745,1610612759,7,5,2025-03-02T01:13:43Z,240000,False,-115.0,222.0,1,left,MISS C. Paul 25' pullup 3PT,[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,25.06,Missed,,,,,,,,,,,,
25,PT09M19.00S,2025-03-02T01:13:41.9Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,7,5,2025-03-02T01:13:43Z,250000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT09M16.00S,2025-03-02T01:13:45.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642377,78.13731931668858,9.068627450980392,1610612763,10,5,2025-03-02T01:13:51Z,260000,False,-205.0,153.0,1,right,J. Wells 25' 3PT running (3 PTS) (J. Konchar 1 AST),"[1642377, 1629723]",1610612763.0,MEM,running,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,,,,25.56,Made,,,,,3.0,J. Konchar,1629723.0,1.0,,,,
28,PT09M15.00S,2025-03-02T01:13:50.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,5,2025-03-02T01:13:50Z,280000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M15.00S,2025-03-02T01:15:36.0Z,1,REGULAR,substitution,out,[],202687,,,1610612759,10,5,2025-03-02T01:16:38Z,290000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M15.00S,2025-03-02T01:15:36.0Z,1,REGULAR,substitution,in,[],1631110,,,1610612759,10,5,2025-03-02T01:16:38Z,300000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M58.00S,2025-03-02T01:17:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612759,10,5,2025-03-02T01:17:26Z,310000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Sochan 2 FT),"[1628991, 1631110]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,201245.0,1.0,0.0,Sochan,1631110.0,,,,,,,,,,,,,,,
33,PT08M58.00S,2025-03-02T01:17:27.2Z,1,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,10,6,2025-03-02T01:17:27Z,330000,False,,,0,,J. Sochan Free Throw 1 of 2 (1 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
34,PT08M58.00S,2025-03-02T01:17:39.9Z,1,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,10,7,2025-03-02T01:17:39Z,340000,False,,,0,,J. Sochan Free Throw 2 of 2 (2 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
35,PT08M42.00S,2025-03-02T01:17:57.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,86.02168199737189,49.01960784313725,1610612763,10,7,2025-03-02T01:31:44Z,350000,False,-5.0,79.0,1,right,MISS J. Jackson Jr. 7' driving Hook,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.91,Missed,,,,,,,,,,,,
36,PT08M40.00S,2025-03-02T01:17:59.1Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,10,7,2025-03-02T01:18:02Z,360000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT08M33.00S,2025-03-02T01:18:06.2Z,1,REGULAR,3pt,Jump Shot,[],1630170,11.12023653088042,4.166666666666666,1610612759,10,7,2025-03-02T01:18:10Z,370000,False,229.0,52.0,1,left,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,,,,23.5,Missed,,,,,,,,,,,,
38,PT08M30.00S,2025-03-02T01:18:09.2Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,10,7,2025-03-02T01:18:10Z,380000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,
39,PT08M21.00S,2025-03-02T01:18:17.7Z,1,REGULAR,3pt,Jump Shot,[],1630590,68.54467805519053,66.66666666666666,1610612763,10,7,2025-03-02T01:18:27Z,390000,False,83.0,243.0,1,right,MISS S. Pippen Jr. 25' 3PT,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,25.71,Missed,,,,,,,,,,,,
40,PT08M12.00S,2025-03-02T01:18:26.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,10,7,2025-03-02T01:18:27Z,400000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
41,PT08M05.00S,2025-03-02T01:18:33.1Z,1,REGULAR,3pt,Jump Shot,[],101108,6.389618922470433,4.6568627450980395,1610612759,10,10,2025-03-02T01:18:36Z,410000,False,227.0,8.0,1,left,C. Paul 3PT  (3 PTS) (J. Sochan 1 AST),"[101108, 1631110]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,,,,,,,22.68,Made,,,,,3.0,J. Sochan,1631110.0,1.0,,,,
43,PT07M55.00S,2025-03-02T01:18:43.5Z,1,REGULAR,3pt,Jump Shot,[],1629723,68.15045992115637,65.93137254901961,1610612763,10,10,2025-03-02T01:18:47Z,430000,False,80.0,247.0,1,right,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,25.94,Missed,,,,,,,,,,,,
44,PT07M51.00S,2025-03-02T01:18:47.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,10,10,2025-03-02T01:18:47Z,440000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,
45,PT07M39.00S,2025-03-02T01:18:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,11.908672798948752,47.30392156862745,1610612759,10,12,2025-03-02T01:19:05Z,450000,False,13.0,59.0,1,left,D. Vassell 6' turnaround fadeaway Jump Shot (4 PTS) (C. Paul 1 AST),"[1630170, 101108]",1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.09,Made,,,,,4.0,C. Paul,101108.0,1.0,,,,
47,PT07M30.00S,2025-03-02T01:19:08.4Z,1,REGULAR,3pt,Jump Shot,[],1630583,82.34231274638634,5.147058823529411,1610612763,13,12,2025-03-02T01:19:12Z,470000,False,-224.0,113.0,1,right,S. Aldama 25' 3PT  (3 PTS) (S. Pippen Jr. 2 AST),"[1630583, 1630590]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,25.14,Made,,,,,3.0,S. Pippen Jr.,1630590.0,2.0,,,,
50,PT07M13.00S,2025-03-02T01:19:29.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612759,13,12,2025-03-02T01:19:34Z,500000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M13.00S,2025-03-02T01:19:29.3Z,1,REGULAR,substitution,in,[],1641744,,,1610612759,13,12,2025-03-02T01:19:34Z,510000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M10.00S,2025-03-02T01:19:52.1Z,1,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612759,13,12,2025-03-02T01:19:58Z,520000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Fox 2 FT),"[1642377, 1628368]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,204059.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
54,PT07M10.00S,2025-03-02T01:20:11.2Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,13,13,2025-03-02T01:20:11Z,540000,False,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
55,PT07M10.00S,2025-03-02T01:20:12.3Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,13,13,2025-03-02T01:20:20Z,550000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M10.00S,2025-03-02T01:20:12.3Z,1,REGULAR,substitution,in,[],202687,,,1610612759,13,13,2025-03-02T01:20:20Z,560000,False,,,0,,SUB in: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M10.00S,2025-03-02T01:20:29.8Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,13,14,2025-03-02T01:20:29Z,570000,False,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
58,PT07M01.00S,2025-03-02T01:20:43.4Z,1,REGULAR,turnover,traveling,[],1629723,,,1610612763,13,14,2025-03-02T01:20:50Z,580000,False,,,0,,J. Konchar traveling TURNOVER (1 TO),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,201245.0,,,,,1.0,,,,,,,,,,,,,,
59,PT07M01.00S,2025-03-02T01:20:46.9Z,1,REGULAR,substitution,out,[],1630590,,,1610612759,13,14,2025-03-02T01:20:50Z,590000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M01.00S,2025-03-02T01:20:46.9Z,1,REGULAR,substitution,in,[],1628379,,,1610612759,13,14,2025-03-02T01:20:50Z,600000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M44.00S,2025-03-02T01:21:15.9Z,1,REGULAR,turnover,traveling,[],1628368,,,1610612759,13,14,2025-03-02T01:21:22Z,610000,False,,,0,,D. Fox traveling TURNOVER (1 TO),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,1627529.0,,,,,1.0,,,,,,,,,,,,,,
62,PT06M34.00S,2025-03-02T01:21:42.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642377,92.06636005256242,4.6568627450980395,1610612763,13,14,2025-03-02T01:21:45Z,620000,False,-227.0,22.0,1,right,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,,,,,,,22.78,Missed,,,,,,,,,,,,
63,PT06M31.00S,2025-03-02T01:21:45.0Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,13,14,2025-03-02T01:21:45Z,630000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT06M25.00S,2025-03-02T01:21:50.4Z,1,REGULAR,2pt,Jump Shot,[],1628368,21.369908015768726,43.38235294117647,1610612759,13,14,2025-03-02T01:21:55Z,640000,False,33.0,148.0,1,left,MISS D. Fox 15' pullup Shot,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,,,,,,,15.2,Missed,,,,,,,,,,,,
65,PT06M23.00S,2025-03-02T01:21:52.4Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,13,14,2025-03-02T01:21:55Z,650000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Center,,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,
66,PT06M13.00S,2025-03-02T01:22:03.4Z,1,REGULAR,3pt,Jump Shot,[],1629723,92.46057818659659,4.411764705882353,1610612763,13,14,2025-03-02T01:22:08Z,660000,False,-228.0,18.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,,,,,22.86,Missed,,,,,,,,,,,,
67,PT06M09.00S,2025-03-02T01:22:07.4Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,13,14,2025-03-02T01:22:08Z,670000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Left Corner 3,24+ Left,,,,,,,,,66.0,1.0,0.0,1.0,,,,,,,,
68,PT06M04.00S,2025-03-02T01:22:11.7Z,1,REGULAR,turnover,lost ball,[],1628379,,,1610612763,13,14,2025-03-02T01:22:15Z,680000,False,,,0,,L. Kennard lost ball TURNOVER (1 TO),"[1628379, 1628368]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Right,,,,,,1.0,,,,,,,,,,,Fox,1628368.0,,
69,PT06M04.00S,2025-03-02T01:22:11.7Z,1,REGULAR,steal,,[],1628368,,,1610612759,13,14,2025-03-02T01:22:13Z,690000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
70,PT05M59.00S,2025-03-02T01:22:16.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203084,23.340998685939553,89.95098039215686,1610612759,13,14,2025-03-02T01:22:23Z,700000,False,-200.0,167.0,1,left,MISS H. Barnes 26' step back 3PT,[203084],1610612759.0,SAS,step back,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,26.03,Missed,,,,,,,,,,,,
71,PT05M56.00S,2025-03-02T01:22:19.9Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,13,14,2025-03-02T01:22:23Z,710000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,
72,PT05M46.00S,2025-03-02T01:22:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,89.17542706964521,36.76470588235294,1610612763,15,14,2025-03-02T01:22:35Z,720000,False,-66.0,49.0,1,right,L. Kennard 8' driving floating bank Jump Shot (2 PTS) (S. Aldama 1 AST),"[1628379, 1630583]",1610612763.0,MEM,driving floating bank,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,8.25,Made,,,,,2.0,S. Aldama,1630583.0,1.0,,,,
74,PT05M31.00S,2025-03-02T01:22:45.3Z,1,REGULAR,2pt,Jump Shot,[],1630170,13.485545335085414,28.921568627450984,1610612759,15,16,2025-03-02T01:22:58Z,740000,False,105.0,74.0,1,left,D. Vassell 12' pullup Jump Shot (6 PTS) (C. Paul 2 AST),"[1630170, 101108]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,12.9,Made,,,,,6.0,C. Paul,101108.0,2.0,,,,
76,PT05M12.00S,2025-03-02T01:23:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641744,93.11760840998686,45.34313725490196,1610612763,17,16,2025-03-02T01:38:23Z,760000,False,-23.0,12.0,1,right,Z. Edey Layup (2 PTS),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,2.63,Made,,,,,2.0,,,,,,,
78,PT04M57.00S,2025-03-02T01:23:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,15.719448094612352,37.99019607843137,1610612759,17,18,2025-03-02T01:23:41Z,780000,False,60.0,95.0,1,left,D. Vassell 11' pullup Jump Shot (8 PTS) (C. Paul 3 AST),"[1630170, 101108]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,11.26,Made,,,,,8.0,C. Paul,101108.0,3.0,,,,
80,PT04M37.00S,2025-03-02T01:23:48.5Z,1,REGULAR,3pt,Jump Shot,[],1642377,72.35545335085413,15.931372549019606,1610612763,20,18,2025-03-02T01:23:52Z,800000,False,-170.0,207.0,1,right,J. Wells 26' 3PT pullup (6 PTS),[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,,,,26.84,Made,,,,,6.0,,,,,,,
81,PT04M22.00S,2025-03-02T01:24:03.8Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612759,20,18,2025-03-02T01:24:18Z,810000,False,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 1628379]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,2.0,,,,,,,,,,,Kennard,1628379.0,,
82,PT04M22.00S,2025-03-02T01:24:03.8Z,1,REGULAR,steal,,[],1628379,,,1610612763,20,18,2025-03-02T01:24:05Z,820000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
83,PT04M17.00S,2025-03-02T01:24:11.1Z,1,REGULAR,foul,personal,[],1628368,,,1610612763,20,18,2025-03-02T01:24:14Z,830000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1642377]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,201245.0,1.0,0.0,Wells,1642377.0,,,,,,,,,,,,,,,
85,PT04M17.00S,2025-03-02T01:24:18.7Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,20,18,2025-03-02T01:24:29Z,850000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
