actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
423,PT05M26.00S,2024-11-21T02:28:55.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642377,92.72339027595268,53.67647058823529,1610612763,70,64,2024-11-21T02:29:00Z,4230000,False,18.0,16.0,1,right,MISS J. Wells running Layup - blocked,"[1642377, 1628997]",1610612763.0,MEM,running,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,2.43,Missed,,,,,,,,,,,,,,Martin,1628997.0
424,PT05M26.00S,2024-11-21T02:28:55.6Z,3,REGULAR,block,,[],1628997,,,1610612763,70,64,2024-11-21T02:28:57Z,4240000,False,,,0,,C. Martin BLOCK (3 BLK),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
425,PT05M26.00S,2024-11-21T02:28:55.6Z,3,REGULAR,rebound,offensive,[],1630217,,,1610612763,70,64,2024-11-21T02:29:00Z,4250000,False,,,0,,D. Bane REBOUND (Off:1 Def:7),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,423.0,,,,,,,,,,8.0,7.0,1.0,,
426,PT05M22.00S,2024-11-21T02:28:59.8Z,3,REGULAR,foul,personal,['3freethrow'],1628997,,,1610612763,70,64,2024-11-21T02:29:33Z,4260000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Kennard 3 FT),"[1628997, 1628379]",1610612755.0,PHI,shooting,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,202037.0,1.0,1.0,Kennard,1628379.0,,,,,,,,
428,PT05M22.00S,2024-11-21T02:29:40.2Z,3,REGULAR,freethrow,1 of 3,['2ndchance'],1628379,,,1610612763,71,64,2024-11-21T02:29:40Z,4280000,False,,,0,,L. Kennard Free Throw 1 of 3 (10 PTS),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,,
429,PT05M22.00S,2024-11-21T02:29:57.2Z,3,REGULAR,freethrow,2 of 3,['2ndchance'],1628379,,,1610612763,72,64,2024-11-21T02:29:57Z,4290000,False,,,0,,L. Kennard Free Throw 2 of 3 (11 PTS),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,,
430,PT05M22.00S,2024-11-21T02:30:02.2Z,3,REGULAR,substitution,out,[],1642377,,,1610612763,72,64,2024-11-21T02:30:06Z,4300000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M22.00S,2024-11-21T02:30:02.2Z,3,REGULAR,substitution,in,[],1631222,,,1610612763,72,64,2024-11-21T02:30:06Z,4310000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M22.00S,2024-11-21T02:30:19.3Z,3,REGULAR,freethrow,3 of 3,['2ndchance'],1628379,,,1610612763,73,64,2024-11-21T02:30:19Z,4320000,False,,,0,,L. Kennard Free Throw 3 of 3 (12 PTS),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,,
433,PT05M09.00S,2024-11-21T02:30:37.6Z,3,REGULAR,turnover,lost ball,[],1628997,,,1610612755,73,64,2024-11-21T02:30:41Z,4330000,False,,,0,,C. Martin lost ball TURNOVER (2 TO),"[1628997, 1628379]",1610612755.0,PHI,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,2.0,Kennard,1628379.0,,,,,,,,,,,,,,,,,
434,PT05M09.00S,2024-11-21T02:30:37.6Z,3,REGULAR,steal,,[],1628379,,,1610612763,73,64,2024-11-21T02:30:39Z,4340000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
435,PT04M57.00S,2024-11-21T02:30:51.0Z,3,REGULAR,violation,kicked ball,[],1628997,,,1610612763,73,64,2024-11-21T02:30:55Z,4350000,False,,,0,,C. Martin kicked ball VIOLATION,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,202037.0,,,,,,,,,,,,
436,PT04M57.00S,2024-11-21T02:30:53.8Z,3,REGULAR,substitution,out,[],1630178,,,1610612763,73,64,2024-11-21T02:31:05Z,4360000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M57.00S,2024-11-21T02:30:53.8Z,3,REGULAR,substitution,out,[],1628997,,,1610612763,73,64,2024-11-21T02:31:05Z,4370000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M57.00S,2024-11-21T02:30:53.8Z,3,REGULAR,substitution,in,[],1626162,,,1610612763,73,64,2024-11-21T02:31:05Z,4380000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M57.00S,2024-11-21T02:30:53.8Z,3,REGULAR,substitution,in,[],1641741,,,1610612763,73,64,2024-11-21T02:31:05Z,4390000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M49.00S,2024-11-21T02:31:20.7Z,3,REGULAR,foul,personal,[],1626162,,,1610612763,73,64,2024-11-21T02:31:32Z,4400000,False,,,0,,K. Oubre Jr. loose ball personal FOUL (1 PF),"[1626162, 1630217]",1610612755.0,PHI,loose ball,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,1162.0,1.0,0.0,Bane,1630217.0,,,,,,,,
442,PT04M36.00S,2024-11-21T02:32:01.4Z,3,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612763,73,64,2024-11-21T02:32:19Z,4420000,False,,,0,,G. Yabusele shooting personal FOUL (2 PF) (Aldama 2 FT),"[1627824, 1630583]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1162.0,2.0,0.0,Aldama,1630583.0,,,,,,,,
444,PT04M36.00S,2024-11-21T02:32:28.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630583,,,1610612763,74,64,2024-11-21T02:32:28Z,4440000,False,,,0,,S. Aldama Free Throw 1 of 2 (5 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
445,PT04M36.00S,2024-11-21T02:32:49.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630583,,,1610612763,75,64,2024-11-21T02:32:49Z,4450000,False,,,0,,S. Aldama Free Throw 2 of 2 (6 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
446,PT04M26.00S,2024-11-21T02:33:03.4Z,3,REGULAR,foul,offensive,[],203954,,,1610612755,75,64,2024-11-21T02:33:08Z,4460000,False,,,0,,J. Embiid offensive FOUL (2 PF),"[203954, 1631222]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,1628171.0,2.0,0.0,LaRavia,1631222.0,,,,,,,,
448,PT04M26.00S,2024-11-21T02:33:03.4Z,3,REGULAR,turnover,offensive foul,[],203954,,,1610612755,75,64,2024-11-21T02:33:03Z,4480000,False,,,0,,J. Embiid offensive foul TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,2.0,,,,,,,1628171.0,,,,,,,,,,,,
449,PT04M14.00S,2024-11-21T02:33:27.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,73.9323258869908,16.176470588235293,1610612763,75,64,2024-11-21T02:33:32Z,4490000,False,-169.0,193.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,25.62,Missed,,,,,,,,,,,,,,,
450,PT04M11.00S,2024-11-21T02:33:30.0Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,75,64,2024-11-21T02:33:32Z,4500000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,449.0,,,,,,,,,,1.0,1.0,0.0,,
451,PT04M03.00S,2024-11-21T02:33:41.6Z,3,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612755,75,64,2024-11-21T02:34:06Z,4510000,False,,,0,,D. Bane shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630217, 203954]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1162.0,2.0,1.0,Embiid,203954.0,,,,,,,,
453,PT04M03.00S,2024-11-21T02:34:06.8Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,75,65,2024-11-21T02:34:06Z,4530000,False,,,0,,J. Embiid Free Throw 1 of 2 (18 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,18.0,,,,,,,,,,,,,
454,PT04M03.00S,2024-11-21T02:34:07.4Z,3,REGULAR,substitution,out,[],1630217,,,1610612755,75,65,2024-11-21T02:34:15Z,4540000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M03.00S,2024-11-21T02:34:07.4Z,3,REGULAR,substitution,in,[],1642285,,,1610612755,75,65,2024-11-21T02:34:15Z,4550000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M03.00S,2024-11-21T02:34:28.0Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,75,66,2024-11-21T02:34:28Z,4560000,False,,,0,,J. Embiid Free Throw 2 of 2 (19 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,19.0,,,,,,,,,,,,,
458,PT03M46.00S,2024-11-21T02:34:56.3Z,3,REGULAR,3pt,Jump Shot,[],1630583,92.72339027595268,96.07843137254902,1610612763,78,66,2024-11-21T02:35:00Z,4580000,False,230.0,16.0,1,right,S. Aldama 3PT  (9 PTS) (L. Kennard 3 AST),"[1630583, 1628379]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,,23.09,Made,,9.0,,,,,,L. Kennard,1628379.0,3.0,,,,,
460,PT03M25.00S,2024-11-21T02:35:16.2Z,3,REGULAR,2pt,Jump Shot,[],203954,22.421156373193167,46.32352941176471,1610612755,78,68,2024-11-21T02:35:21Z,4600000,False,18.0,158.0,1,left,J. Embiid 15' pullup Jump Shot (21 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,15.94,Made,,21.0,,,,,,,,,,,,,
461,PT03M16.00S,2024-11-21T02:35:30.3Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612763,78,68,2024-11-21T02:36:07Z,4610000,False,,,0,,J. Embiid shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[203954, 1628991]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,3.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
463,PT03M16.00S,2024-11-21T02:36:03.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,78,68,2024-11-21T02:36:03Z,4630000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M16.00S,2024-11-21T02:39:08.1Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,79,68,2024-11-21T02:39:08Z,4650000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (13 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,,
466,PT03M16.00S,2024-11-21T02:39:22.5Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,80,68,2024-11-21T02:39:22Z,4660000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (14 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,,
467,PT03M05.00S,2024-11-21T02:39:36.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,19.530223390275953,48.03921568627451,1610612755,80,70,2024-11-21T02:39:45Z,4670000,False,10.0,131.0,1,left,J. Embiid 13' Jump Shot (23 PTS) (J. McCain 4 AST),"[203954, 1642272]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,13.15,Made,,23.0,,,,,,J. McCain,1642272.0,4.0,,,,,
469,PT02M56.00S,2024-11-21T02:39:45.9Z,3,REGULAR,turnover,bad pass,[],1642285,,,1610612763,80,70,2024-11-21T02:39:49Z,4690000,False,,,0,,C. Spencer bad pass TURNOVER (1 TO),"[1642285, 1641741]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,1.0,Council IV,1641741.0,,,,,,,,,,,,,,,,,
470,PT02M56.00S,2024-11-21T02:39:45.9Z,3,REGULAR,steal,,[],1641741,,,1610612755,80,70,2024-11-21T02:39:47Z,4700000,False,,,0,,R. Council IV STEAL (1 STL),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
471,PT02M52.00S,2024-11-21T02:39:49.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642272,23.99802890932983,11.519607843137255,1610612755,80,73,2024-11-21T02:39:55Z,4710000,False,192.0,173.0,1,left,J. McCain 25' 3PT running (13 PTS) (R. Council IV 1 AST),"[1642272, 1641741]",1610612755.0,PHI,running,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,,,,25.88,Made,,13.0,,,,,,R. Council IV,1641741.0,1.0,,,,,
473,PT02M50.00S,2024-11-21T02:39:55.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612763,80,73,2024-11-21T02:39:55Z,4730000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M41.00S,2024-11-21T02:41:38.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627824,,,1610612763,80,73,2024-11-21T02:42:02Z,4740000,False,,,0,,G. Yabusele personal FOUL (3 PF) (Jackson Jr. 2 FT),"[1627824, 1628991]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,,,,,1162.0,3.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
476,PT02M41.00S,2024-11-21T02:42:04.0Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,81,73,2024-11-21T02:42:04Z,4760000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (15 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,,
477,PT02M41.00S,2024-11-21T02:42:20.7Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,82,73,2024-11-21T02:42:20Z,4770000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (16 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,16.0,,,,,,,,,,,,,
478,PT02M28.00S,2024-11-21T02:42:37.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,7.046649145860711,43.13725490196079,1610612755,82,75,2024-11-21T02:42:43Z,4780000,False,34.0,14.0,1,left,J. McCain driving floating bank Jump Shot (15 PTS),[1642272],1610612755.0,PHI,driving floating bank,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,3.69,Made,,15.0,,,,,,,,,,,,,
479,PT02M13.00S,2024-11-21T02:42:52.1Z,3,REGULAR,3pt,Jump Shot,[],1630583,79.97700394218134,8.088235294117647,1610612763,85,75,2024-11-21T02:42:56Z,4790000,False,-210.0,136.0,1,right,S. Aldama 24' 3PT  (12 PTS) (L. Kennard 4 AST),"[1630583, 1628379]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,24.97,Made,,12.0,,,,,,L. Kennard,1628379.0,4.0,,,,,
481,PT01M52.00S,2024-11-21T02:43:12.5Z,3,REGULAR,2pt,Jump Shot,[],203954,22.28975032851511,34.55882352941176,1610612755,85,77,2024-11-21T02:43:17Z,4810000,False,77.0,157.0,1,left,J. Embiid 17' Jump Shot (25 PTS) (J. McCain 5 AST),"[203954, 1642272]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,17.5,Made,,25.0,,,,,,J. McCain,1642272.0,5.0,,,,,
483,PT01M33.00S,2024-11-21T02:43:32.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,87.99277266754271,50.73529411764706,1610612763,85,77,2024-11-21T02:43:36Z,4830000,False,4.0,60.0,1,right,MISS J. Jackson Jr. 6' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,6.05,Missed,,,,,,,,,,,,,,,
484,PT01M31.00S,2024-11-21T02:43:34.3Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,85,77,2024-11-21T02:43:36Z,4840000,False,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,483.0,,,,,,,,,,8.0,7.0,1.0,,
485,PT01M27.00S,2024-11-21T02:43:41.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612755,85,77,2024-11-21T02:44:22Z,4850000,False,,,0,,J. Jackson Jr. personal FOUL (3 PF) (Embiid 2 FT),"[1628991, 203954]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,202037.0,3.0,0.0,Embiid,203954.0,,,,,,,,
488,PT01M27.00S,2024-11-21T02:46:20.5Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,85,78,2024-11-21T02:46:20Z,4880000,False,,,0,,J. Embiid Free Throw 1 of 2 (26 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,26.0,,,,,,,,,,,,,
489,PT01M27.00S,2024-11-21T02:46:39.1Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,85,79,2024-11-21T02:46:39Z,4890000,False,,,0,,J. Embiid Free Throw 2 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,27.0,,,,,,,,,,,,,
491,PT01M12.00S,2024-11-21T02:46:57.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,85.3646517739816,45.09803921568628,1610612763,87,79,2024-11-21T02:47:10Z,4900000,False,-25.0,85.0,1,right,J. Jackson Jr. 8' driving floating Jump Shot (18 PTS) (S. Aldama 6 AST),"[1628991, 1630583]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,8.86,Made,,18.0,,,,,,S. Aldama,1630583.0,6.0,,,,,
492,PT01M12.00S,2024-11-21T02:47:01.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641741,,,1610612763,87,79,2024-11-21T02:47:30Z,4910000,False,,,0,,R. Council IV shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1641741, 1628991]",1610612755.0,PHI,shooting,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628171.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,
494,PT01M12.00S,2024-11-21T02:47:11.3Z,3,REGULAR,substitution,out,[],1642272,,,1610612763,87,79,2024-11-21T02:48:09Z,4930000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M12.00S,2024-11-21T02:47:11.3Z,3,REGULAR,substitution,in,[],202704,,,1610612763,87,79,2024-11-21T02:48:09Z,4940000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT01M12.00S,2024-11-21T02:47:30.6Z,3,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,88,79,2024-11-21T02:47:30Z,4950000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (19 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,Made,,19.0,,,,,,,,,,,,,
498,PT00M56.70S,2024-11-21T02:47:54.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612755,88,79,2024-11-21T02:48:26Z,4960000,False,,,0,,J. Jackson Jr. shooting personal FOUL (4 PF) (Embiid 2 FT),"[1628991, 203954]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,4.0,0.0,Embiid,203954.0,,,,,,,,
500,PT00M56.70S,2024-11-21T02:48:26.8Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,88,80,2024-11-21T02:48:26Z,4980000,False,,,0,,J. Embiid Free Throw 1 of 2 (28 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,28.0,,,,,,,,,,,,,
501,PT00M56.70S,2024-11-21T02:48:27.4Z,3,REGULAR,substitution,out,[],1628991,,,1610612755,88,80,2024-11-21T02:48:47Z,4990000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M56.70S,2024-11-21T02:48:27.4Z,3,REGULAR,substitution,out,[],1642285,,,1610612755,88,80,2024-11-21T02:48:47Z,5000000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M56.70S,2024-11-21T02:48:27.4Z,3,REGULAR,substitution,out,[],1627824,,,1610612755,88,80,2024-11-21T02:48:47Z,5010000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M56.70S,2024-11-21T02:48:27.4Z,3,REGULAR,substitution,in,[],1630217,,,1610612755,88,80,2024-11-21T02:48:47Z,5020000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M56.70S,2024-11-21T02:48:27.4Z,3,REGULAR,substitution,in,[],1630643,,,1610612755,88,80,2024-11-21T02:48:47Z,5030000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M56.70S,2024-11-21T02:48:27.4Z,3,REGULAR,substitution,in,[],1628997,,,1610612755,88,80,2024-11-21T02:48:47Z,5040000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M56.70S,2024-11-21T02:49:07.1Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,88,81,2024-11-21T02:49:07Z,5050000,False,,,0,,J. Embiid Free Throw 2 of 2 (29 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,29.0,,,,,,,,,,,,,
508,PT00M38.80S,2024-11-21T02:49:28.6Z,3,REGULAR,turnover,traveling,[],1628379,,,1610612763,88,81,2024-11-21T02:49:34Z,5060000,False,,,0,,L. Kennard traveling TURNOVER (1 TO),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,1162.0,,,,,,,,,,,,
509,PT00M26.60S,2024-11-21T02:49:54.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,6.915243101182654,44.6078431372549,1610612755,88,81,2024-11-21T02:50:07Z,5070000,False,27.0,13.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 1630217]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,2.98,Missed,,,,,,,,,,,,,,Bane,1630217.0
510,PT00M26.60S,2024-11-21T02:49:54.3Z,3,REGULAR,block,,[],1630217,,,1610612755,88,81,2024-11-21T02:50:07Z,5080000,False,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
511,PT00M24.10S,2024-11-21T02:49:56.8Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,88,81,2024-11-21T02:50:07Z,5090000,False,,,0,,J. Embiid REBOUND (Off:2 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,509.0,,,,,,,,,,9.0,7.0,2.0,,
512,PT00M24.10S,2024-11-21T02:50:03.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203954,5.590000152587891,50.0,1610612755,88,81,2024-11-21T02:50:11Z,5100000,False,0.0,0.0,1,left,MISS J. Embiid tip Layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
513,PT00M24.10S,2024-11-21T02:50:03.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,88,81,2024-11-21T02:50:11Z,5110000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,512.0,,,,,,,,,,,,,,
