actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
336,PT02M19.00S,2024-12-20T02:02:50.8Z,2,REGULAR,3pt,Jump Shot,[],1630217,92.32917214191852,94.85294117647058,1610612763,60,36,2024-12-20T02:02:54Z,3330000,False,224.0,20.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Bane,D. Bane,,,22.52,Missed,,,,,,,,,,,,,,
337,PT02M17.00S,2024-12-20T02:02:52.8Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612744,60,36,2024-12-20T02:02:54Z,3340000,False,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Hield,B. Hield,,,,,,,,,,,,336.0,3.0,3.0,0.0,,,
338,PT02M08.00S,2024-12-20T02:03:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,7.440867279894875,52.94117647058824,1610612744,60,36,2024-12-20T02:03:06Z,3350000,False,-15.0,17.0,1,left,MISS D. Green cutting finger roll Layup,[203110],1610612744.0,GSW,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,,Green,D. Green,,,2.28,Missed,,,,,,,,,,,,,,
339,PT02M06.00S,2024-12-20T02:03:04.4Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,60,36,2024-12-20T02:03:06Z,3360000,False,,,0,,S. Aldama REBOUND (Off:0 Def:7),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,338.0,7.0,7.0,0.0,,,
340,PT01M59.00S,2024-12-20T02:03:11.1Z,2,REGULAR,3pt,Jump Shot,[],1630590,92.32917214191852,96.32352941176471,1610612763,60,36,2024-12-20T02:03:16Z,3370000,False,232.0,20.0,1,right,MISS S. Pippen Jr. 3PT,[1630590],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Pippen Jr.,S. Pippen Jr.,,,23.24,Missed,,,,,,,,,,,,,,
341,PT01M54.00S,2024-12-20T02:03:16.1Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,60,36,2024-12-20T02:03:16Z,3380000,False,,,0,,S. Aldama REBOUND (Off:1 Def:7),[1630583],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Aldama,S. Aldama,,,,,,,,,,,,340.0,8.0,7.0,1.0,,,
342,PT01M54.00S,2024-12-20T02:03:16.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630583,94.40999984741211,50.0,1610612763,62,36,2024-12-20T02:03:16Z,3390000,False,0.0,0.0,1,right,S. Aldama tip DUNK (13 PTS),[1630583],1610612763.0,MEM,tip,,,,,,Mid-Range,8-16 Left,,,,Aldama,S. Aldama,,,0.0,Made,13.0,,,,,,,,,,,,,
343,PT01M43.00S,2024-12-20T02:03:30.1Z,2,REGULAR,foul,personal,['2freethrow'],1630590,,,1610612744,62,36,2024-12-20T02:03:41Z,3400000,False,,,0,,S. Pippen Jr. shooting personal FOUL (1 PF) (Curry 2 FT),"[1630590, 201939]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202026.0,1.0,0.0,Pippen Jr.,S. Pippen Jr.,Curry,201939.0,,,,,,,,,,,,,,,,
345,PT01M43.00S,2024-12-20T02:03:57.5Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,62,37,2024-12-20T02:03:57Z,3420000,False,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,Made,1.0,,,,,,,,,,,,,
346,PT01M43.00S,2024-12-20T02:03:58.4Z,2,REGULAR,substitution,out,[],1630590,,,1610612744,62,37,2024-12-20T02:04:14Z,3430000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,
347,PT01M43.00S,2024-12-20T02:03:58.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612744,62,37,2024-12-20T02:04:14Z,3440000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
348,PT01M43.00S,2024-12-20T02:03:58.4Z,2,REGULAR,substitution,out,[],1627741,,,1610612744,62,37,2024-12-20T02:04:14Z,3450000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
349,PT01M43.00S,2024-12-20T02:03:58.4Z,2,REGULAR,substitution,in,[],1629630,,,1610612744,62,37,2024-12-20T02:04:14Z,3460000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
350,PT01M43.00S,2024-12-20T02:03:58.4Z,2,REGULAR,substitution,in,[],1641744,,,1610612744,62,37,2024-12-20T02:04:14Z,3470000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
351,PT01M43.00S,2024-12-20T02:03:58.4Z,2,REGULAR,substitution,in,[],203952,,,1610612744,62,37,2024-12-20T02:04:14Z,3480000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
352,PT01M43.00S,2024-12-20T02:04:19.7Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,62,38,2024-12-20T02:04:19Z,3490000,False,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,Made,2.0,,,,,,,,,,,,,
353,PT01M29.00S,2024-12-20T02:04:36.0Z,2,REGULAR,3pt,Jump Shot,[],1630583,70.38436268068331,78.43137254901961,1610612763,65,38,2024-12-20T02:04:40Z,3500000,False,142.0,226.0,1,right,S. Aldama 26' 3PT  (16 PTS) (D. Bane 4 AST),"[1630583, 1630217]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Aldama,S. Aldama,,,26.69,Made,16.0,D. Bane,1630217.0,4.0,,,,,,,,,,
355,PT01M08.00S,2024-12-20T02:04:57.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,7.703679369250986,63.970588235294116,1610612744,65,38,2024-12-20T02:05:01Z,3520000,False,-70.0,20.0,1,left,MISS D. Schröder 7' driving floating bank Shot - blocked,"[203471, 1641744]",1610612744.0,GSW,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Schröder,D. Schröder,,,7.27,Missed,,,,,,,,,,,,Edey,1641744.0,
356,PT01M08.00S,2024-12-20T02:04:57.1Z,2,REGULAR,block,,[],1641744,,,1610612744,65,38,2024-12-20T02:05:00Z,3530000,False,,,0,,Z. Edey BLOCK (2 BLK),[1641744],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
357,PT01M03.00S,2024-12-20T02:05:02.1Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,65,38,2024-12-20T02:05:01Z,3540000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:5),[1631222],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,LaRavia,J. LaRavia,,,,,,,,,,,,355.0,5.0,5.0,0.0,,,
358,PT01M00.00S,2024-12-20T02:05:04.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631222,74.58935611038108,16.176470588235293,1610612763,68,38,2024-12-20T02:05:08Z,3550000,False,-169.0,186.0,1,right,J. LaRavia 25' 3PT running pullup (11 PTS) (J. Morant 3 AST),"[1631222, 1629630]",1610612763.0,MEM,running pullup,,,,,,Above the Break 3,24+ Left Center,,,,LaRavia,J. LaRavia,,,25.17,Made,11.0,J. Morant,1629630.0,3.0,,,,,,,,,,
360,PT00M42.80S,2024-12-20T02:05:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,7.178055190538765,47.794117647058826,1610612744,68,38,2024-12-20T02:05:28Z,3570000,False,11.0,15.0,1,left,MISS D. Green Layup - blocked,"[203110, 1629630]",1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Green,D. Green,,,1.86,Missed,,,,,,,,,,,,Morant,1629630.0,
361,PT00M42.80S,2024-12-20T02:05:25.4Z,2,REGULAR,block,,[],1629630,,,1610612744,68,38,2024-12-20T02:05:27Z,3580000,False,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
362,PT00M40.30S,2024-12-20T02:05:27.9Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,68,38,2024-12-20T02:05:28Z,3590000,False,,,0,,S. Aldama REBOUND (Off:1 Def:8),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,360.0,9.0,8.0,1.0,,,
363,PT00M37.30S,2024-12-20T02:05:39.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203110,,,1610612763,68,38,2024-12-20T02:06:11Z,3600000,False,,,0,,D. Green personal FOUL (4 PF) (Edey 2 FT),"[203110, 1641744]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,202035.0,4.0,0.0,Green,D. Green,Edey,1641744.0,,,,,,,,,,,,,,,,
365,PT00M37.30S,2024-12-20T02:06:25.3Z,2,REGULAR,freethrow,1 of 2,[],1641744,,,1610612763,69,38,2024-12-20T02:06:25Z,3620000,False,,,0,,Z. Edey Free Throw 1 of 2 (3 PTS),[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,Made,3.0,,,,,,,,,,,,,
366,PT00M37.30S,2024-12-20T02:06:27.6Z,2,REGULAR,substitution,out,[],203110,,,1610612763,69,38,2024-12-20T02:06:30Z,3630000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
367,PT00M37.30S,2024-12-20T02:06:27.6Z,2,REGULAR,substitution,in,[],1626172,,,1610612763,69,38,2024-12-20T02:06:30Z,3640000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
368,PT00M37.30S,2024-12-20T02:06:47.2Z,2,REGULAR,freethrow,2 of 2,[],1641744,,,1610612763,69,38,2024-12-20T02:06:47Z,3650000,False,,,0,,MISS Z. Edey Free Throw 2 of 2,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,Missed,,,,,,,,,,,,,,
369,PT00M35.50S,2024-12-20T02:06:48.7Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,69,38,2024-12-20T02:06:48Z,3660000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,368.0,2.0,2.0,0.0,,,
370,PT00M27.40S,2024-12-20T02:06:56.6Z,2,REGULAR,3pt,Jump Shot,[],203471,30.699737187910642,28.676470588235293,1610612744,69,38,2024-12-20T02:07:03Z,3670000,False,107.0,236.0,1,left,MISS D. Schröder 25' 3PT,[203471],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Schröder,D. Schröder,,,25.9,Missed,,,,,,,,,,,,,,
371,PT00M26.50S,2024-12-20T02:06:57.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,69,38,2024-12-20T02:07:03Z,3680000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,370.0,,,,,,
372,PT00M26.50S,2024-12-20T02:07:02.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641744,,,1610612744,69,38,2024-12-20T02:07:18Z,3690000,False,,,0,,Z. Edey loose ball personal FOUL (3 PF) (Looney 2 FT),"[1641744, 1626172]",1610612763.0,MEM,loose ball,,,,,,Restricted Area,0-8 Center,202035.0,3.0,0.0,Edey,Z. Edey,Looney,1626172.0,,,,,,,,,,,,,,,,
374,PT00M26.50S,2024-12-20T02:07:30.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,69,38,2024-12-20T02:07:30Z,3710000,False,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,Missed,,,,,,,,,,,,,,
375,PT00M26.50S,2024-12-20T02:07:30.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,69,38,2024-12-20T02:07:30Z,3720000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,374.0,,,,,,
376,PT00M26.50S,2024-12-20T02:07:31.8Z,2,REGULAR,substitution,out,[],1641744,,,1610612744,69,38,2024-12-20T02:07:35Z,3730000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
377,PT00M26.50S,2024-12-20T02:07:31.8Z,2,REGULAR,substitution,in,[],1629634,,,1610612744,69,38,2024-12-20T02:07:35Z,3740000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
378,PT00M26.50S,2024-12-20T02:07:30.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,69,38,2024-12-20T02:09:26Z,3750000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,Missed,,,,,,,,,,,,,,
379,PT00M23.80S,2024-12-20T02:07:33.5Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,69,38,2024-12-20T02:09:26Z,3760000,False,,,0,,S. Aldama REBOUND (Off:1 Def:9),[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,378.0,10.0,9.0,1.0,,,
380,PT00M07.60S,2024-12-20T02:08:10.2Z,2,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,69,38,2024-12-20T02:08:17Z,3770000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,bad pass,,,,,,In The Paint (Non-RA),8-16 Center,202035.0,,,Morant,J. Morant,,,,,,,,,1.0,,,,,,,,,
381,PT00M07.60S,2024-12-20T02:08:15.5Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,69,38,2024-12-20T02:08:17Z,3780000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
382,PT00M07.60S,2024-12-20T02:08:15.5Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,69,38,2024-12-20T02:08:17Z,3790000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
383,PT00M01.00S,2024-12-20T02:08:37.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,7.30946123521682,50.245098039215684,1610612744,69,38,2024-12-20T02:08:44Z,3800000,False,-1.0,16.0,1,left,MISS S. Curry driving Layup - blocked,"[201939, 1629630]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,,,1.62,Missed,,,,,,,,,,,,Morant,1629630.0,
384,PT00M01.00S,2024-12-20T02:08:37.9Z,2,REGULAR,block,,[],1629630,,,1610612744,69,38,2024-12-20T02:08:41Z,3810000,False,,,0,,J. Morant BLOCK (2 BLK),[1629630],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
385,PT00M01.00S,2024-12-20T02:08:37.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,69,38,2024-12-20T02:08:44Z,3820000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,383.0,,,,,,
387,PT00M00.00S,2024-12-20T02:08:50.8Z,2,REGULAR,3pt,Jump Shot,[],1629630,22.946780551905388,7.352941176470589,1610612763,69,38,2024-12-20T02:09:04Z,3840000,False,-213.0,672.0,1,right,MISS J. Morant 70' 3PT,[1629630],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Morant,J. Morant,,,70.48,Missed,,,,,,,,,,,,,,
388,PT00M00.00S,2024-12-20T02:08:50.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,69,38,2024-12-20T02:09:04Z,3850000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,387.0,,,,,,
389,PT00M00.00S,2024-12-20T02:08:56.7Z,2,REGULAR,period,end,[],0,,,1610612763,69,38,2024-12-20T02:08:56Z,3860000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,out,['startperiod'],1631222,,,1610612763,69,38,2024-12-20T02:23:59Z,3870000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,69,38,2024-12-20T02:23:59Z,3880000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
396,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,69,38,2024-12-20T02:23:59Z,3890000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
397,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,out,['startperiod'],1630228,,,1610612763,69,38,2024-12-20T02:23:59Z,3900000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
398,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,out,['startperiod'],1627741,,,1610612763,69,38,2024-12-20T02:23:59Z,3910000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
399,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,69,38,2024-12-20T02:23:59Z,3920000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
400,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,in,['startperiod'],1641744,,,1610612763,69,38,2024-12-20T02:23:59Z,3930000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
401,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,in,['startperiod'],1642377,,,1610612763,69,38,2024-12-20T02:23:59Z,3940000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,
402,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612763,69,38,2024-12-20T02:23:59Z,3950000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
403,PT12M00.00S,2024-12-20T02:22:56.8Z,3,REGULAR,substitution,in,['startperiod'],203110,,,1610612763,69,38,2024-12-20T02:23:59Z,3960000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
404,PT12M00.00S,2024-12-20T02:24:17.4Z,3,REGULAR,period,start,[],0,,,1610612744,69,38,2024-12-20T02:24:17Z,3970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT11M40.00S,2024-12-20T02:24:37.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,89.43823915900131,44.11764705882353,1610612744,69,38,2024-12-20T02:24:43Z,3980000,False,-29.0,47.0,1,right,MISS A. Wiggins driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wiggins,A. Wiggins,,,5.53,Missed,,,,,,,,,,,,,,
407,PT11M36.00S,2024-12-20T02:24:41.2Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,69,38,2024-12-20T02:24:43Z,4000000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bane,D. Bane,,,,,,,,,,,,405.0,3.0,3.0,0.0,,,
408,PT11M32.00S,2024-12-20T02:24:44.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630217,9.674770039421814,44.85294117647059,1610612763,71,38,2024-12-20T02:24:48Z,4010000,False,26.0,38.0,1,left,D. Bane driving floating bank Jump Shot (10 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bane,D. Bane,,,4.62,Made,10.0,,,,,,,,,,,,,
409,PT11M27.00S,2024-12-20T02:24:49.1Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,71,38,2024-12-20T02:24:51Z,4020000,False,,,0,,D. Green bad pass TURNOVER (3 TO),"[203110, 1642377]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Green,D. Green,,,,,,,,,3.0,Wells,1642377.0,,,,,,,
410,PT11M27.00S,2024-12-20T02:24:49.1Z,3,REGULAR,steal,,[],1642377,,,1610612763,71,38,2024-12-20T02:24:50Z,4030000,False,,,0,,J. Wells STEAL (1 STL),[1642377],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,
411,PT11M20.00S,2024-12-20T02:24:56.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629630,27.808804204993432,18.627450980392158,1610612763,74,38,2024-12-20T02:24:59Z,4040000,False,157.0,209.0,1,left,J. Morant 26' 3PT  (7 PTS),[1629630],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Morant,J. Morant,,,26.13,Made,7.0,,,,,,,,,,,,,
412,PT11M06.00S,2024-12-20T02:25:09.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,80.89684625492772,50.73529411764706,1610612744,74,38,2024-12-20T02:25:13Z,4050000,False,4.0,127.0,1,right,MISS D. Green 12' floating Shot,[203110],1610612744.0,GSW,floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Green,D. Green,,,12.72,Missed,,,,,,,,,,,,,,
413,PT11M04.00S,2024-12-20T02:25:11.8Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,74,38,2024-12-20T02:25:13Z,4060000,False,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Bane,D. Bane,,,,,,,,,,,,412.0,4.0,4.0,0.0,,,
414,PT10M52.00S,2024-12-20T02:25:24.1Z,3,REGULAR,3pt,Jump Shot,[],1630217,32.14520367936925,61.274509803921575,1610612763,77,38,2024-12-20T02:25:28Z,4070000,False,-56.0,250.0,1,left,D. Bane 25' 3PT  (13 PTS) (Z. Edey 2 AST),"[1630217, 1641744]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Bane,D. Bane,,,25.6,Made,13.0,Z. Edey,1641744.0,2.0,,,,,,,,,,
416,PT10M34.00S,2024-12-20T02:25:41.5Z,3,REGULAR,2pt,Jump Shot,[],1626172,81.15965834428384,68.13725490196079,1610612744,77,40,2024-12-20T02:25:45Z,4090000,False,91.0,125.0,1,right,K. Looney 15' Jump Shot (2 PTS) (D. Schröder 3 AST),"[1626172, 203471]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Looney,K. Looney,,,15.41,Made,2.0,D. Schröder,203471.0,3.0,,,,,,,,,,
418,PT10M08.00S,2024-12-20T02:26:08.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,13.354139290407357,49.26470588235294,1610612763,79,40,2024-12-20T02:26:11Z,4110000,False,4.0,73.0,1,left,J. Morant 7' driving floating bank Jump Shot (9 PTS),[1629630],1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Morant,J. Morant,,,7.31,Made,9.0,,,,,,,,,,,,,
419,PT09M57.00S,2024-12-20T02:26:18.4Z,3,REGULAR,3pt,Jump Shot,[],203952,92.19776609724047,4.166666666666666,1610612744,79,43,2024-12-20T02:26:21Z,4120000,False,-229.0,21.0,1,right,A. Wiggins 3PT  (15 PTS) (D. Schröder 4 AST),"[203952, 203471]",1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Wiggins,A. Wiggins,,,23.01,Made,15.0,D. Schröder,203471.0,4.0,,,,,,,,,,
421,PT09M41.00S,2024-12-20T02:26:36.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,16.63929040735874,36.76470588235294,1610612763,81,43,2024-12-20T02:26:39Z,4140000,False,66.0,104.0,1,left,J. Jackson Jr. 12' turnaround Hook (8 PTS),[1628991],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),8-16 Right,,,,Jackson Jr.,J. Jackson Jr.,,,12.32,Made,8.0,,,,,,,,,,,,,
422,PT09M28.00S,2024-12-20T02:26:48.3Z,3,REGULAR,3pt,Jump Shot,[],201939,62.63140604467805,51.470588235294116,1610612744,81,43,2024-12-20T02:26:51Z,4150000,False,7.0,299.0,1,right,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Center,,,,Curry,S. Curry,,,29.89,Missed,,,,,,,,,,,,,,
