actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
416,PT07M26.00S,2025-03-06T04:11:47.4Z,3,REGULAR,foul,personal,[],1628392,,,1610612763,64,70,2025-03-06T04:12:17Z,4050000,False,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 1641744]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,,,,2.0,0.0,Edey,1641744.0
419,PT07M26.00S,2025-03-06T04:13:10.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,64,70,2025-03-06T04:13:10Z,4080000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M26.00S,2025-03-06T04:16:08.7Z,3,REGULAR,substitution,out,[],1641717,,,1610612763,64,70,2025-03-06T04:16:20Z,4090000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M26.00S,2025-03-06T04:16:08.7Z,3,REGULAR,substitution,in,[],1630598,,,1610612763,64,70,2025-03-06T04:16:20Z,4100000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M13.00S,2025-03-06T04:16:50.5Z,3,REGULAR,3pt,Jump Shot,[],1629630,65.78515111695138,33.088235294117645,1610612763,64,70,2025-03-06T04:16:55Z,4110000,False,-85.0,269.0,1,right,MISS J. Morant 28' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,28.21,Missed,,,,,,,,,,,,,,,,,,
423,PT07M09.00S,2025-03-06T04:16:54.5Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,64,70,2025-03-06T04:16:55Z,4120000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:8),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,422.0,10.0,8.0,2.0,,,,,,,,,,,,,,
424,PT07M00.00S,2025-03-06T04:17:02.9Z,3,REGULAR,2pt,Jump Shot,[],1628983,22.026938239159,52.450980392156865,1610612760,64,72,2025-03-06T04:17:07Z,4130000,False,-12.0,155.0,1,left,S. Gilgeous-Alexander 15' pullup Jump Shot (26 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,15.51,Made,,,,,26.0,,,,,,,,,,,,,
425,PT06M47.00S,2025-03-06T04:17:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641744,92.46057818659659,57.35294117647059,1610612763,64,72,2025-03-06T04:18:39Z,4140000,False,37.0,18.0,1,right,MISS Z. Edey floating Shot,[1641744],1610612763.0,MEM,floating,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
426,PT06M44.00S,2025-03-06T04:17:19.4Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,64,72,2025-03-06T04:17:20Z,4150000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:9),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,425.0,11.0,9.0,2.0,,,,,,,,,,,,,,
427,PT06M40.00S,2025-03-06T04:17:25.6Z,3,REGULAR,foul,personal,[],1642377,,,1610612760,64,72,2025-03-06T04:17:34Z,4160000,False,,,0,,J. Wells personal FOUL (1 PF),"[1642377, 1628983]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
429,PT06M40.00S,2025-03-06T04:17:33.2Z,3,REGULAR,substitution,out,[],1631246,,,1610612760,64,72,2025-03-06T04:17:45Z,4180000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M40.00S,2025-03-06T04:17:33.2Z,3,REGULAR,substitution,out,[],1641744,,,1610612760,64,72,2025-03-06T04:17:45Z,4190000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M40.00S,2025-03-06T04:17:33.2Z,3,REGULAR,substitution,out,[],1630217,,,1610612760,64,72,2025-03-06T04:17:45Z,4200000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M40.00S,2025-03-06T04:17:33.2Z,3,REGULAR,substitution,in,[],1628379,,,1610612760,64,72,2025-03-06T04:17:45Z,4210000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M40.00S,2025-03-06T04:17:33.2Z,3,REGULAR,substitution,in,[],1629634,,,1610612760,64,72,2025-03-06T04:17:45Z,4220000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M40.00S,2025-03-06T04:17:33.2Z,3,REGULAR,substitution,in,[],1628963,,,1610612760,64,72,2025-03-06T04:17:45Z,4230000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612763.0,MEM,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M33.00S,2025-03-06T04:18:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.783837056504599,54.90196078431373,1610612760,64,74,2025-03-06T04:20:27Z,4240000,False,-25.0,11.0,1,left,J. Williams driving Layup (13 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,13.0,,,,,,,,,,,,,
436,PT06M17.00S,2025-03-06T04:18:18.3Z,3,REGULAR,turnover,bad pass,[],1642377,,,1610612763,64,74,2025-03-06T04:18:22Z,4250000,False,,,0,,J. Wells bad pass TURNOVER (2 TO),"[1642377, 1628392]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,Hartenstein,1628392.0,,,,,,,,,,
437,PT06M17.00S,2025-03-06T04:18:18.3Z,3,REGULAR,steal,,[],1628392,,,1610612760,64,74,2025-03-06T04:18:20Z,4260000,False,,,0,,I. Hartenstein STEAL (3 STL),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
438,PT06M12.00S,2025-03-06T04:18:23.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628392,5.863994743758213,49.01960784313725,1610612760,64,76,2025-03-06T04:18:28Z,4270000,False,5.0,3.0,1,left,I. Hartenstein running DUNK (10 PTS) (J. Williams 7 AST),"[1628392, 1631114]",1610612760.0,OKC,running,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.55,Made,,,,,10.0,,,,,,,J. Williams,1631114.0,7.0,,,,
440,PT06M07.00S,2025-03-06T04:18:31.1Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,64,76,2025-03-06T04:18:36Z,4290000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (4 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,4.0,,,,,1627963.0,,,,,,,
441,PT05M50.00S,2025-03-06T04:18:55.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,7.30946123521682,71.07843137254902,1610612760,64,76,2025-03-06T04:19:00Z,4300000,False,-105.0,16.0,1,left,MISS S. Gilgeous-Alexander 10' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,10.66,Missed,,,,,,,,,,,,,,,,,,
442,PT05M47.00S,2025-03-06T04:18:58.9Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,64,76,2025-03-06T04:19:00Z,4310000,False,,,0,,B. Clarke REBOUND (Off:2 Def:5),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,441.0,7.0,5.0,2.0,,,,,,,,,,,,,,
443,PT05M44.00S,2025-03-06T04:19:05.3Z,3,REGULAR,foul,personal,[],1629652,,,1610612763,64,76,2025-03-06T04:19:25Z,4320000,False,,,0,,L. Dort personal FOUL (3 PF),"[1629652, 1629630]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2003.0,,,,3.0,0.0,Morant,1629630.0
445,PT05M31.00S,2025-03-06T04:19:47.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,84.57621550591328,52.450980392156865,1610612763,64,76,2025-03-06T04:19:51Z,4340000,False,12.0,92.0,1,right,MISS L. Kennard 9' driving floating Shot,[1628379],1610612763.0,MEM,driving floating,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,9.33,Missed,,,,,,,,,,,,,,,,,,
446,PT05M30.00S,2025-03-06T04:19:48.5Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,64,76,2025-03-06T04:19:51Z,4350000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:10),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,445.0,12.0,10.0,2.0,,,,,,,,,,,,,,
447,PT05M18.00S,2025-03-06T04:20:00.8Z,3,REGULAR,2pt,Jump Shot,[],1628983,6.521024967148489,17.15686274509804,1610612760,64,78,2025-03-06T04:20:05Z,4360000,False,164.0,9.0,1,left,S. Gilgeous-Alexander 16' turnaround fadeaway Jump Shot (28 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,16.44,Made,,,,,28.0,,,,,,,,,,,,,
448,PT05M04.00S,2025-03-06T04:20:14.8Z,3,REGULAR,2pt,Jump Shot,[],1629630,92.59198423127464,26.96078431372549,1610612763,66,78,2025-03-06T04:20:18Z,4370000,False,-115.0,17.0,1,right,J. Morant 11' fadeaway Jump Shot (19 PTS),[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,11.65,Made,,,,,19.0,,,,,,,,,,,,,
449,PT04M52.00S,2025-03-06T04:20:29.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.703679369250986,43.38235294117647,1610612760,66,80,2025-03-06T04:20:37Z,4380000,False,33.0,20.0,1,left,J. Williams driving Layup (15 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.86,Made,,,,,15.0,,,,,,,,,,,,,
450,PT04M52.00S,2025-03-06T04:20:31.6Z,3,REGULAR,foul,personal,['1freethrow'],1629630,,,1610612760,66,80,2025-03-06T04:21:03Z,4390000,False,,,0,,J. Morant shooting personal FOUL (3 PF) (Williams 1 FT),"[1629630, 1631114]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,,,,3.0,0.0,Williams,1631114.0
452,PT04M52.00S,2025-03-06T04:20:42.5Z,3,REGULAR,substitution,out,[],1642377,,,1610612760,66,80,2025-03-06T04:20:57Z,4410000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M52.00S,2025-03-06T04:20:42.5Z,3,REGULAR,substitution,out,[],1628379,,,1610612760,66,80,2025-03-06T04:20:57Z,4420000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M52.00S,2025-03-06T04:20:42.5Z,3,REGULAR,substitution,in,[],1641713,,,1610612760,66,80,2025-03-06T04:20:57Z,4430000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M52.00S,2025-03-06T04:20:42.5Z,3,REGULAR,substitution,in,[],1630590,,,1610612760,66,80,2025-03-06T04:20:57Z,4440000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M52.00S,2025-03-06T04:21:10.1Z,3,REGULAR,freethrow,1 of 1,[],1631114,,,1610612760,66,81,2025-03-06T04:21:10Z,4450000,False,,,0,,J. Williams Free Throw 1 of 1 (16 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
463,PT04M45.00S,2025-03-06T04:21:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,91.14651773981603,45.83333333333333,1610612763,66,81,2025-03-06T04:26:01Z,4467500,False,-21.0,31.0,1,right,MISS J. Morant driving Layup - blocked,"[1629630, 1628392]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.71,Missed,,,,,,,,,Hartenstein,1628392.0,,,,,,,,
464,PT04M45.00S,2025-03-06T04:21:16.6Z,3,REGULAR,block,,[],1628392,,,1610612763,66,81,2025-03-06T04:25:04Z,4476250,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
465,PT04M44.00S,2025-03-06T04:21:17.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,66,81,2025-03-06T04:26:01Z,4480625,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,463.0,,,,,,,,,,,,,,,,,
462,PT04M44.00S,2025-03-06T04:21:23.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,66,81,2025-03-06T04:25:26Z,4485000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M44.00S,2025-03-06T04:25:11.6Z,3,REGULAR,jumpball,recovered,[],1629634,,,1610612763,66,81,2025-03-06T04:26:43Z,4510000,False,,,0,,Jump Ball M. Bagley III vs. I. Hartenstein: Tip to B. Clarke,"[1629634, 1628963, 1628392]",1610612763.0,MEM,heldball,B. Clarke,1629634.0,Clarke,B. Clarke,Bagley III,1628963.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
471,PT04M20.00S,2025-03-06T04:25:31.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641713,76.5604467805519,12.990196078431374,1610612763,66,81,2025-03-06T04:25:36Z,4560000,False,-185.0,168.0,1,right,MISS G. Jackson 24' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,24.98,Missed,,,,,,,,,,,,,,,,,,
472,PT04M16.00S,2025-03-06T04:25:35.1Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,66,81,2025-03-06T04:25:36Z,4570000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:11),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,471.0,13.0,11.0,2.0,,,,,,,,,,,,,,
473,PT04M08.00S,2025-03-06T04:25:45.7Z,3,REGULAR,foul,personal,[],1630590,,,1610612760,66,81,2025-03-06T04:28:48Z,4580000,False,,,0,,S. Pippen Jr. personal FOUL (1 PF),"[1630590, 1628983]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
475,PT04M08.00S,2025-03-06T04:26:02.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612760,66,81,2025-03-06T04:26:02Z,4600000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT04M08.00S,2025-03-06T04:26:03.1Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,66,81,2025-03-06T04:29:44Z,4605000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT04M08.00S,2025-03-06T04:26:03.1Z,3,REGULAR,substitution,out,[],1628392,,,1610612760,66,81,2025-03-06T04:29:44Z,4607500,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT04M08.00S,2025-03-06T04:26:03.1Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,66,81,2025-03-06T04:29:44Z,4608750,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT04M08.00S,2025-03-06T04:26:03.1Z,3,REGULAR,substitution,in,[],1631119,,,1610612760,66,81,2025-03-06T04:29:44Z,4609375,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M04.00S,2025-03-06T04:29:01.4Z,3,REGULAR,turnover,lost ball,[],1630198,,,1610612760,66,81,2025-03-06T04:29:08Z,4620000,False,,,0,,I. Joe lost ball TURNOVER (1 TO),"[1630198, 1629630]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Morant,1629630.0,,,,,,,,,,
478,PT04M04.00S,2025-03-06T04:29:01.4Z,3,REGULAR,steal,,[],1629630,,,1610612763,66,81,2025-03-06T04:29:04Z,4630000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
479,PT03M53.00S,2025-03-06T04:29:11.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641713,85.23324572930355,51.470588235294116,1610612763,66,81,2025-03-06T04:29:18Z,4640000,False,7.0,86.0,1,right,MISS G. Jackson 8' driving floating Shot,[1641713],1610612763.0,MEM,driving floating,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,8.66,Missed,,,,,,,,,,,,,,,,,,
480,PT03M52.00S,2025-03-06T04:29:13.3Z,3,REGULAR,rebound,offensive,[],1641713,,,1610612763,66,81,2025-03-06T04:29:13Z,4650000,False,,,0,,G. Jackson REBOUND (Off:1 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,479.0,2.0,1.0,1.0,,,,,,,,,,,,,,
481,PT03M50.00S,2025-03-06T04:29:14.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641713,90.48948751642575,46.81372549019608,1610612763,66,81,2025-03-06T04:34:41Z,4660000,False,-16.0,37.0,1,right,MISS G. Jackson putback Layup,[1641713],1610612763.0,MEM,putback,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
483,PT03M47.00S,2025-03-06T04:29:17.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,66,81,2025-03-06T04:29:21Z,4680000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,481.0,1.0,1.0,0.0,,,,,,,,,,,,,,
484,PT03M45.00S,2025-03-06T04:29:19.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,23.340998685939553,84.80392156862744,1610612760,66,81,2025-03-06T04:29:27Z,4690000,False,-174.0,167.0,1,left,MISS I. Joe 24' running 3PT,[1630198],1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,24.11,Missed,,,,,,,,,,,,,,,,,,
485,PT03M41.00S,2025-03-06T04:29:23.9Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,66,81,2025-03-06T04:29:27Z,4700000,False,,,0,,B. Clarke REBOUND (Off:2 Def:6),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,484.0,8.0,6.0,2.0,,,,,,,,,,,,,,
486,PT03M31.00S,2025-03-06T04:29:34.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,85.62746386333771,53.18627450980392,1610612763,68,81,2025-03-06T04:29:37Z,4710000,False,16.0,83.0,1,right,S. Pippen Jr. 8' driving floating Jump Shot (5 PTS) (J. Morant 4 AST),"[1630590, 1629630]",1610612763.0,MEM,driving floating,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,,,,,5.0,,,,,,,J. Morant,1629630.0,4.0,,,,
491,PT03M14.00S,2025-03-06T04:29:50.9Z,3,REGULAR,2pt,Jump Shot,[],1628983,16.63929040735874,27.696078431372552,1610612760,68,83,2025-03-06T04:29:55Z,4720000,False,112.0,104.0,1,left,S. Gilgeous-Alexander 15' step back Jump Shot (30 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,15.24,Made,,,,,30.0,,,,,,,,,,,,,
492,PT03M04.00S,2025-03-06T04:30:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,89.83245729303549,47.794117647058826,1610612763,70,83,2025-03-06T04:30:06Z,4730000,False,-11.0,43.0,1,right,S. Pippen Jr. driving finger roll Layup (7 PTS) (J. Morant 5 AST),"[1630590, 1629630]",1610612763.0,MEM,driving finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,7.0,,,,,,,J. Morant,1629630.0,5.0,,,,
494,PT03M04.00S,2025-03-06T04:30:05.6Z,3,REGULAR,foul,personal,['1freethrow'],1631119,,,1610612763,70,83,2025-03-06T04:30:33Z,4750000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Pippen Jr. 1 FT),"[1631119, 1630590]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Pippen Jr.,1630590.0
496,PT03M04.00S,2025-03-06T04:30:18.9Z,3,REGULAR,substitution,out,[],1628963,,,1610612763,70,83,2025-03-06T04:30:21Z,4770000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612763.0,MEM,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT03M04.00S,2025-03-06T04:30:18.9Z,3,REGULAR,substitution,in,[],1630217,,,1610612763,70,83,2025-03-06T04:30:21Z,4780000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT03M04.00S,2025-03-06T04:30:34.1Z,3,REGULAR,freethrow,1 of 1,[],1630590,,,1610612763,71,83,2025-03-06T04:30:34Z,4790000,False,,,0,,S. Pippen Jr. Free Throw 1 of 1 (8 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
499,PT02M49.00S,2025-03-06T04:30:50.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,7.046649145860711,55.63725490196079,1610612760,71,85,2025-03-06T04:35:49Z,4800000,False,-28.0,14.0,1,left,A. Wiggins driving Layup (6 PTS) (S. Gilgeous-Alexander 6 AST),"[1630598, 1628983]",1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,6.0,,,,,,,S. Gilgeous-Alexander,1628983.0,6.0,,,,
501,PT02M39.00S,2025-03-06T04:30:59.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,91.01511169513797,36.76470588235294,1610612763,71,85,2025-03-06T04:31:04Z,4820000,False,-66.0,32.0,1,right,MISS J. Morant 7' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
502,PT02M38.00S,2025-03-06T04:31:00.3Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,71,85,2025-03-06T04:31:04Z,4830000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,501.0,3.0,3.0,0.0,,,,,,,,,,,,,,
503,PT02M38.00S,2025-03-06T04:31:05.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629630,,,1610612760,71,85,2025-03-06T04:31:11Z,4840000,False,,,0,,J. Morant personal FOUL (4 PF) (Williams 2 FT),"[1629630, 1631119]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2882.0,,,,4.0,0.0,Williams,1631119.0
505,PT02M38.00S,2025-03-06T04:31:38.1Z,3,REGULAR,freethrow,1 of 2,[],1631119,,,1610612760,71,85,2025-03-06T04:31:38Z,4860000,False,,,0,,MISS J. Williams Free Throw 1 of 2,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
506,PT02M38.00S,2025-03-06T04:31:38.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,71,85,2025-03-06T04:31:38Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,
507,PT02M38.00S,2025-03-06T04:31:38.7Z,3,REGULAR,substitution,out,[],1629630,,,1610612760,71,85,2025-03-06T04:31:42Z,4880000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
