actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M55.00S,2025-03-04T01:11:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.783837056504599,43.872549019607845,1610612763,2,2,2025-03-04T01:11:49Z,160000,False,31.0,11.0,1,left,D. Bane driving finger roll Layup (2 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,3.26,Made,,,,,,,,,,2.0,,,,,
17,PT10M41.00S,2025-03-04T01:11:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,84.1819973718791,34.31372549019608,1610612737,2,2,2025-03-04T01:12:02Z,170000,False,-78.0,96.0,1,right,MISS T. Young 12' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,,,,12.41,Missed,,,,,,,,,,,,,,,
18,PT10M37.00S,2025-03-04T01:12:00.8Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,2,2,2025-03-04T01:12:02Z,180000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Left,,,,,,17.0,,,,,,2.0,1.0,1.0,,,,,,
19,PT10M37.00S,2025-03-04T01:12:00.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,94.40999984741211,50.0,1610612737,2,4,2025-03-04T01:12:03Z,190000,False,0.0,0.0,1,right,O. Okongwu tip Layup (2 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,,,,,2.0,,,,,
20,PT10M24.00S,2025-03-04T01:12:13.6Z,1,REGULAR,turnover,lost ball,[],1630217,,,1610612763,2,4,2025-03-04T01:12:17Z,200000,False,,,0,,D. Bane lost ball TURNOVER (1 TO),"[1630217, 1630700]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,1.0,Daniels,1630700.0,,,,,,,,,,,,,,,,,
21,PT10M24.00S,2025-03-04T01:12:13.6Z,1,REGULAR,steal,,[],1630700,,,1610612737,2,4,2025-03-04T01:12:15Z,210000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2025-03-04T01:12:18.9Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612737,2,4,2025-03-04T01:12:33Z,220000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Daniels 2 FT),"[1628991, 1630700]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1626300.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,
24,PT10M21.00S,2025-03-04T01:13:01.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630700,,,1610612737,2,4,2025-03-04T01:13:01Z,240000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
25,PT10M21.00S,2025-03-04T01:13:01.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,2,4,2025-03-04T01:13:01Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,
26,PT10M21.00S,2025-03-04T01:13:02.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612737,2,4,2025-03-04T01:13:14Z,260000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M21.00S,2025-03-04T01:13:02.4Z,1,REGULAR,substitution,in,[],1641713,,,1610612737,2,4,2025-03-04T01:13:14Z,270000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M21.00S,2025-03-04T01:13:26.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630700,,,1610612737,2,5,2025-03-04T01:13:26Z,280000,False,,,0,,D. Daniels Free Throw 2 of 2 (3 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
29,PT10M01.00S,2025-03-04T01:13:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,5.995400788436268,52.20588235294118,1610612763,4,5,2025-03-04T01:13:52Z,290000,False,-11.0,4.0,1,left,D. Bane driving finger roll Layup (4 PTS) (L. Kennard 1 AST),"[1630217, 1628379]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,1.17,Made,,,,,,,,,,4.0,L. Kennard,1628379.0,1.0,,
31,PT09M58.00S,2025-03-04T01:13:53.2Z,1,REGULAR,foul,personal,[],1642377,,,1610612737,4,5,2025-03-04T01:14:01Z,310000,False,,,0,,J. Wells personal FOUL (1 PF),"[1642377, 1629027]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,,,,,1627964.0,1.0,0.0,Young,1629027.0,,,,,,,,,
33,PT09M57.00S,2025-03-04T01:14:16.0Z,1,REGULAR,turnover,backcourt,[],1630168,,,1610612737,4,5,2025-03-04T01:14:34Z,330000,False,,,0,,O. Okongwu backcourt TURNOVER (1 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,1.0,,,,,,1627964.0,,,,,,,,,,,,,
34,PT09M57.00S,2025-03-04T01:14:24.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,4,5,2025-03-04T01:14:29Z,340000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,1626300.0,,,,,,,,,,,,,
35,PT09M39.00S,2025-03-04T01:14:55.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,21.76412614980289,7.8431372549019605,1610612763,7,5,2025-03-04T01:14:59Z,350000,False,211.0,152.0,1,left,L. Kennard 25' 3PT  (3 PTS) (J. Wells 1 AST),"[1628379, 1642377]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,25.99,Made,,,,,,,,,,3.0,J. Wells,1642377.0,1.0,,
37,PT09M21.00S,2025-03-04T01:15:13.3Z,1,REGULAR,3pt,Jump Shot,[],1642258,74.45795006570303,13.970588235294118,1610612737,7,5,2025-03-04T01:15:18Z,370000,False,-180.0,188.0,1,right,MISS Z. Risacher 26' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,26.01,Missed,,,,,,,,,,,,,,,
38,PT09M19.00S,2025-03-04T01:15:15.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,7,5,2025-03-04T01:15:18Z,380000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,37.0,,,,,,,,,,,,,,
40,PT09M12.00S,2025-03-04T01:15:26.9Z,1,REGULAR,3pt,Jump Shot,[],1628379,25.706307490144546,12.5,1610612763,7,5,2025-03-04T01:15:36Z,400000,False,188.0,189.0,1,left,MISS L. Kennard 26' step back 3PT,[1628379],1610612763.0,MEM,step back,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,26.63,Missed,,,,,,,,,,,,,,,
41,PT09M09.00S,2025-03-04T01:15:30.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,7,5,2025-03-04T01:15:30Z,410000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,40.0,,,,,,,,,,,,,,
43,PT08M57.00S,2025-03-04T01:15:48.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630700,92.9862023653088,50.49019607843137,1610612737,7,7,2025-03-04T01:15:52Z,430000,False,2.0,13.0,1,right,D. Daniels cutting DUNK (5 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,1.36,Made,,,,,,,,,,5.0,O. Okongwu,1630168.0,1.0,,
45,PT08M44.00S,2025-03-04T01:16:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,9.543363994743759,47.794117647058826,1610612763,7,7,2025-03-04T01:16:06Z,450000,False,11.0,37.0,1,left,MISS G. Jackson driving Layup,[1641713],1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,3.88,Missed,,,,,,,,,,,,,,,
46,PT08M40.00S,2025-03-04T01:16:05.9Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,7,7,2025-03-04T01:16:05Z,460000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,45.0,,,,,,1.0,0.0,1.0,,,,,,
47,PT08M40.00S,2025-03-04T01:16:05.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641744,5.590000152587891,50.0,1610612763,7,7,2025-03-04T01:16:09Z,470000,False,0.0,0.0,1,left,MISS Z. Edey putback Layup,[1641744],1610612763.0,MEM,putback,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
48,PT08M40.00S,2025-03-04T01:16:05.9Z,1,REGULAR,rebound,offensive,[],1641713,,,1610612763,7,7,2025-03-04T01:16:09Z,480000,False,,,0,,G. Jackson REBOUND (Off:1 Def:0),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,47.0,,,,,,1.0,0.0,1.0,,,,,,
49,PT08M36.00S,2025-03-04T01:16:09.9Z,1,REGULAR,turnover,lost ball,[],1641713,,,1610612763,7,7,2025-03-04T01:16:15Z,490000,False,,,0,,G. Jackson lost ball TURNOVER (1 TO),"[1641713, 1630168]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,8-16 Left,1.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,
50,PT08M36.00S,2025-03-04T01:16:09.9Z,1,REGULAR,steal,,[],1630168,,,1610612737,7,7,2025-03-04T01:19:42Z,500000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
51,PT08M30.00S,2025-03-04T01:16:16.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,66.04796320630749,37.745098039215684,1610612737,7,7,2025-03-04T01:16:22Z,510000,False,-61.0,267.0,1,right,MISS T. Young 27' running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,27.36,Missed,,,,,,,,,,,,,,,
52,PT08M25.00S,2025-03-04T01:16:21.2Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,7,7,2025-03-04T01:16:21Z,520000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,51.0,,,,,,3.0,1.0,2.0,,,,,,
53,PT08M25.00S,2025-03-04T01:16:21.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630168,94.40999984741211,50.0,1610612737,7,9,2025-03-04T01:16:23Z,530000,False,0.0,0.0,1,right,O. Okongwu tip DUNK (4 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,,,,,4.0,,,,,
55,PT08M11.00S,2025-03-04T01:16:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.783837056504599,51.470588235294116,1610612763,9,9,2025-03-04T01:16:54Z,550000,False,-7.0,11.0,1,left,D. Bane driving finger roll Layup (6 PTS) (G. Jackson 1 AST),"[1630217, 1641713]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,1.35,Made,,,,,,,,,,6.0,G. Jackson,1641713.0,1.0,,
57,PT07M50.00S,2025-03-04T01:17:10.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631230,93.11760840998686,52.20588235294118,1610612737,9,11,2025-03-04T01:17:15Z,570000,False,11.0,12.0,1,right,D. Barlow alley-oop DUNK (2 PTS) (T. Young 1 AST),"[1631230, 1629027]",1610612737.0,ATL,alley-oop,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,1.64,Made,,,,,,,,,,2.0,T. Young,1629027.0,1.0,,
59,PT07M37.00S,2025-03-04T01:17:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641744,7.5722733245729295,45.09803921568628,1610612763,11,11,2025-03-04T01:17:27Z,590000,False,25.0,19.0,1,left,Z. Edey Layup (2 PTS) (D. Bane 1 AST),"[1641744, 1630217]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,3.08,Made,,,,,,,,,,2.0,D. Bane,1630217.0,1.0,,
61,PT07M24.00S,2025-03-04T01:17:37.2Z,1,REGULAR,3pt,Jump Shot,[],1630168,68.15045992115637,37.254901960784316,1610612737,11,11,2025-03-04T01:17:41Z,610000,False,-64.0,247.0,1,right,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,25.5,Missed,,,,,,,,,,,,,,,
62,PT07M20.00S,2025-03-04T01:17:41.2Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,11,11,2025-03-04T01:17:41Z,620000,False,,,0,,Z. Edey REBOUND (Off:1 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Center,,,,,,61.0,,,,,,2.0,1.0,1.0,,,,,,
63,PT07M16.00S,2025-03-04T01:17:44.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,32.276609724047304,46.07843137254902,1610612763,14,11,2025-03-04T01:17:50Z,630000,False,20.0,251.0,1,left,D. Bane 25' 3PT running pullup (9 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,25.17,Made,,,,,,,,,,9.0,,,,,
64,PT06M57.00S,2025-03-04T01:18:03.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,86.67871222076215,59.80392156862745,1610612737,14,11,2025-03-04T01:18:07Z,640000,False,49.0,73.0,1,right,MISS O. Okongwu 8' Hook,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Right,,,,8.77,Missed,,,,,,,,,,,,,,,
65,PT06M55.00S,2025-03-04T01:18:05.7Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,14,11,2025-03-04T01:18:07Z,650000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,64.0,,,,,,1.0,1.0,0.0,,,,,,
66,PT06M48.00S,2025-03-04T01:18:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,7.835085413929041,57.59803921568627,1610612763,14,11,2025-03-04T01:18:16Z,660000,False,-38.0,21.0,1,left,MISS L. Kennard driving Layup,[1628379],1610612763.0,MEM,driving,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,4.35,Missed,,,,,,,,,,,,,,,
67,PT06M46.00S,2025-03-04T01:18:14.9Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,14,11,2025-03-04T01:18:16Z,670000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,66.0,,,,,,4.0,2.0,2.0,,,,,,
68,PT06M40.00S,2025-03-04T01:18:21.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,67.09921156373193,18.38235294117647,1610612737,14,11,2025-03-04T01:18:26Z,680000,False,-158.0,257.0,1,right,MISS T. Young 30' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,30.16,Missed,,,,,,,,,,,,,,,
69,PT06M37.00S,2025-03-04T01:18:24.4Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,14,11,2025-03-04T01:18:26Z,690000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,68.0,,,,,,1.0,1.0,0.0,,,,,,
70,PT06M25.00S,2025-03-04T01:18:36.6Z,1,REGULAR,3pt,Jump Shot,[],1641713,30.17411300919842,13.725490196078432,1610612763,14,11,2025-03-04T01:18:40Z,700000,False,181.0,231.0,1,left,MISS G. Jackson 29' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,29.38,Missed,,,,,,,,,,,,,,,
71,PT06M22.00S,2025-03-04T01:18:39.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,14,11,2025-03-04T01:18:40Z,710000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,70.0,,,,,,1.0,1.0,0.0,,,,,,
72,PT06M16.00S,2025-03-04T01:18:46.4Z,1,REGULAR,foul,personal,['2freethrow'],1641744,,,1610612737,14,11,2025-03-04T01:19:08Z,720000,False,,,0,,Z. Edey shooting personal FOUL (1 PF) (Barlow 2 FT),"[1641744, 1631230]",1610612763.0,MEM,shooting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,1.0,0.0,Barlow,1631230.0,,,,,,,,,
74,PT06M16.00S,2025-03-04T01:19:07.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,14,11,2025-03-04T01:19:07Z,740000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M16.00S,2025-03-04T01:20:20.9Z,1,REGULAR,substitution,out,[],1628379,,,1610612737,14,11,2025-03-04T01:21:43Z,750000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M16.00S,2025-03-04T01:20:20.9Z,1,REGULAR,substitution,out,[],1641744,,,1610612737,14,11,2025-03-04T01:21:43Z,760000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M16.00S,2025-03-04T01:20:20.9Z,1,REGULAR,substitution,in,[],1631246,,,1610612737,14,11,2025-03-04T01:21:43Z,770000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M16.00S,2025-03-04T01:20:20.9Z,1,REGULAR,substitution,in,[],1629634,,,1610612737,14,11,2025-03-04T01:21:43Z,780000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M16.00S,2025-03-04T01:21:54.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,14,11,2025-03-04T01:21:59Z,790000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,,,,
80,PT06M16.00S,2025-03-04T01:22:05.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631230,,,1610612737,14,12,2025-03-04T01:28:24Z,800000,False,,,0,,D. Barlow Free Throw 1 of 2 (3 PTS),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
81,PT06M16.00S,2025-03-04T01:22:05.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631230,,,1610612737,14,13,2025-03-04T01:28:24Z,810000,False,,,0,,D. Barlow Free Throw 2 of 2 (4 PTS),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,Made,,,,,,,,,,4.0,,,,,
83,PT05M59.00S,2025-03-04T01:23:11.7Z,1,REGULAR,jumpball,recovered,[],1630700,,,1610612763,14,13,2025-03-04T01:23:11Z,830000,False,,,0,,Jump Ball O. Okongwu vs. B. Clarke: Tip to D. Daniels,"[1630700, 1630168, 1629634]",1610612737.0,ATL,outofbounds,D. Daniels,1630700.0,Daniels,D. Daniels,Okongwu,1630168.0,Clarke,1629634.0,,,,,,,,,,,,,,,,,,,,,,
86,PT05M59.00S,2025-03-04T01:23:11.7Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,14,13,2025-03-04T01:50:54Z,860000,False,,,0,,D. Bane bad pass TURNOVER (2 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,2.0,,,,,,,,,,,,,,,,,,,
89,PT05M57.00S,2025-03-04T01:23:20.9Z,1,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612737,14,13,2025-03-04T01:23:26Z,890000,False,,,0,,B. Clarke shooting personal FOUL (1 PF) (Daniels 2 FT),"[1629634, 1630700]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,
