actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
525,PT01M05.00S,2022-10-24T02:22:59.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628370,94.56307490144546,40.931372549019606,1610612758,113,90,2022-10-24T02:23:05Z,5200000,-45.0,-1.0,1,right,MISS M. Monk Layup - blocked,"[1628370, 203210]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,,,,,,,,,,,,,,,,,Green,203210.0
526,PT01M05.00S,2022-10-24T02:22:59.9Z,3,REGULAR,block,,[],203210,,,1610612758,113,90,2022-10-24T02:23:02Z,5210000,,,0,,J. Green BLOCK (1 BLK),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
527,PT01M01.00S,2022-10-24T02:23:03.9Z,3,REGULAR,rebound,offensive,[],1626158,,,1610612758,113,90,2022-10-24T02:32:58Z,5220000,,,0,,R. Holmes REBOUND (Off:3 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,525.0,5.0,2.0,3.0,,,,,,,,,,,,,
528,PT00M59.70S,2022-10-24T02:23:05.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,71.69842312746385,15.441176470588236,1610612758,113,90,2022-10-24T02:23:16Z,5230000,-173.0,214.0,1,right,MISS T. Lyles 27' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,27.47,Missed,,,,,,,,,,,,,,,,,,
529,PT00M58.00S,2022-10-24T02:23:06.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,113,90,2022-10-24T02:23:16Z,5240000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,528.0,,,,,,,,,,,,,,,,
531,PT00M56.60S,2022-10-24T02:23:28.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,91.5407358738502,3.9215686274509802,1610612758,113,90,2022-10-24T02:23:34Z,5260000,-230.0,27.0,1,right,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
532,PT00M53.70S,2022-10-24T02:23:31.5Z,3,REGULAR,rebound,defensive,[],203210,,,1610612744,113,90,2022-10-24T02:23:34Z,5270000,,,0,,J. Green REBOUND (Off:2 Def:2),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,531.0,4.0,2.0,2.0,,,,,,,,,,,,,
533,PT00M40.40S,2022-10-24T02:23:50.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612744,113,90,2022-10-24T02:24:14Z,5280000,,,0,,T. Lyles personal FOUL (1 PF) (Wiseman 2 FT),"[1626168, 1630164]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202056.0,1.0,0.0,Wiseman,1630164.0,,,,,
535,PT00M40.40S,2022-10-24T02:24:32.9Z,3,REGULAR,freethrow,1 of 2,[],1630164,,,1610612744,113,90,2022-10-24T02:24:53Z,5300000,,,0,,MISS J. Wiseman Free Throw 1 of 2,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
536,PT00M40.40S,2022-10-24T02:24:32.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,113,90,2022-10-24T02:24:53Z,5310000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,,
537,PT00M40.40S,2022-10-24T02:24:33.8Z,3,REGULAR,substitution,out,[],1628978,,,1610612744,113,90,2022-10-24T02:24:45Z,5320000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT00M40.40S,2022-10-24T02:24:33.8Z,3,REGULAR,substitution,in,[],1630228,,,1610612744,113,90,2022-10-24T02:24:45Z,5330000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT00M40.40S,2022-10-24T02:24:32.9Z,3,REGULAR,freethrow,2 of 2,[],1630164,,,1610612744,113,90,2022-10-24T02:24:53Z,5340000,,,0,,MISS J. Wiseman Free Throw 2 of 2,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
540,PT00M38.80S,2022-10-24T02:24:34.5Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612758,113,90,2022-10-24T02:24:53Z,5350000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,539.0,1.0,1.0,0.0,,,,,,,,,,,,,
541,PT00M30.40S,2022-10-24T02:25:02.6Z,3,REGULAR,foul,personal,[],203210,,,1610612758,113,90,2022-10-24T02:25:09Z,5360000,,,0,,J. Green personal FOUL (2 PF),"[203210, 1630558]",1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201246.0,2.0,0.0,Mitchell,1630558.0,,,,,
543,PT00M26.80S,2022-10-24T02:25:28.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630164,,,1610612758,113,90,2022-10-24T02:25:35Z,5380000,,,0,,J. Wiseman shooting personal FOUL (3 PF) (Holmes 2 FT),"[1630164, 1626158]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202056.0,3.0,0.0,Holmes,1626158.0,,,,,
545,PT00M26.80S,2022-10-24T02:25:51.1Z,3,REGULAR,freethrow,1 of 2,[],1626158,,,1610612758,113,91,2022-10-24T02:25:51Z,5400000,,,0,,R. Holmes Free Throw 1 of 2 (12 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
546,PT00M26.80S,2022-10-24T02:25:52.5Z,3,REGULAR,substitution,out,[],1628370,,,1610612758,113,91,2022-10-24T02:25:57Z,5410000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT00M26.80S,2022-10-24T02:25:52.5Z,3,REGULAR,substitution,in,[],1629644,,,1610612758,113,91,2022-10-24T02:25:57Z,5420000,,,0,,SUB in: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT00M26.80S,2022-10-24T02:26:09.6Z,3,REGULAR,freethrow,2 of 2,[],1626158,,,1610612758,113,92,2022-10-24T02:26:09Z,5430000,,,0,,R. Holmes Free Throw 2 of 2 (13 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
550,PT00M05.10S,2022-10-24T02:26:53.7Z,3,REGULAR,turnover,traveling,[],1630541,,,1610612744,113,92,2022-10-24T02:26:58Z,5450000,,,0,,M. Moody traveling TURNOVER (1 TO),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202056.0,,,,,1.0,,,,
551,PT00M05.10S,2022-10-24T02:27:02.2Z,3,REGULAR,substitution,out,[],1629644,,,1610612758,113,92,2022-10-24T02:27:06Z,5460000,,,0,,SUB out: K. Okpala,[1629644],1610612758.0,SAC,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT00M05.10S,2022-10-24T02:27:02.2Z,3,REGULAR,substitution,in,[],1628370,,,1610612758,113,92,2022-10-24T02:27:06Z,5470000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT00M01.70S,2022-10-24T02:27:19.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630558,91.93495400788436,60.29411764705882,1610612758,113,94,2022-10-24T02:28:10Z,5480000,51.0,23.0,1,right,D. Mitchell driving reverse Layup (5 PTS),[1630558],1610612758.0,SAC,driving reverse,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,5.0,,,,,,,,,,,,,,,,,
554,PT00M00.00S,2022-10-24T02:27:28.0Z,3,REGULAR,period,end,[],0,,,1610612744,113,94,2022-10-24T02:27:28Z,5490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT12M00.00S,2022-10-24T02:30:16.2Z,4,REGULAR,substitution,out,['startperiod'],203210,,,1610612744,113,94,2022-10-24T02:30:28Z,5500000,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT12M00.00S,2022-10-24T02:30:16.2Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,113,94,2022-10-24T02:30:28Z,5510000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT12M00.00S,2022-10-24T02:30:17.5Z,4,REGULAR,period,start,[],0,,,1610612744,113,94,2022-10-24T02:30:29Z,5520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT11M39.00S,2022-10-24T02:30:37.6Z,4,REGULAR,turnover,bad pass,[],1630228,,,1610612744,113,94,2022-10-24T02:30:41Z,5530000,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1629056]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Davis,1629056.0,,
563,PT11M39.00S,2022-10-24T02:30:37.6Z,4,REGULAR,steal,,[],1629056,,,1610612758,113,94,2022-10-24T02:30:40Z,5540000,,,0,,T. Davis STEAL (1 STL),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
564,PT11M34.00S,2022-10-24T02:30:42.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626168,91.67214191852825,59.55882352941176,1610612758,113,96,2022-10-24T02:30:49Z,5550000,48.0,26.0,1,right,T. Lyles running Layup (2 PTS) (M. Monk 6 AST),"[1626168, 1628370]",1610612758.0,SAC,running,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,2.0,,,,,M. Monk,1628370.0,6.0,,,,,,,,,,
566,PT11M21.00S,2022-10-24T02:30:57.7Z,4,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612744,113,96,2022-10-24T02:31:08Z,5570000,,,0,,R. Holmes shooting personal FOUL (3 PF) (Kuminga 2 FT),"[1626158, 1630228]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1662.0,3.0,0.0,Kuminga,1630228.0,,,,,
568,PT11M21.00S,2022-10-24T02:31:22.2Z,4,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,114,96,2022-10-24T02:31:22Z,5590000,,,0,,J. Kuminga Free Throw 1 of 2 (1 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
569,PT11M21.00S,2022-10-24T02:31:33.3Z,4,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,115,96,2022-10-24T02:31:33Z,5600000,,,0,,J. Kuminga Free Throw 2 of 2 (2 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
570,PT11M11.00S,2022-10-24T02:31:43.6Z,4,REGULAR,3pt,Jump Shot,[],1626168,76.16622864651774,8.57843137254902,1610612758,115,96,2022-10-24T02:31:49Z,5610000,-207.0,172.0,1,right,MISS T. Lyles 26' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,,
571,PT11M08.00S,2022-10-24T02:31:46.6Z,4,REGULAR,rebound,defensive,[],1630164,,,1610612744,115,96,2022-10-24T02:31:49Z,5620000,,,0,,J. Wiseman REBOUND (Off:0 Def:4),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,570.0,4.0,4.0,0.0,,,,,,,,,,,,,
599,PT11M00.00S,2022-10-24T02:32:09.0Z,4,REGULAR,turnover,bad pass,[],1630541,,,1610612744,115,96,2022-10-24T02:39:49Z,5635000,,,0,,M. Moody bad pass TURNOVER (2 TO),"[1630541, 1626158]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Holmes,1626158.0,,
600,PT11M00.00S,2022-10-24T02:32:09.0Z,4,REGULAR,steal,,[],1626158,,,1610612758,115,96,2022-10-24T02:39:36Z,5642500,,,0,,R. Holmes STEAL (1 STL),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
574,PT11M00.00S,2022-10-24T02:32:34.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,115,96,2022-10-24T02:39:36Z,5650000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT10M41.00S,2022-10-24T02:36:42.0Z,4,REGULAR,turnover,3-second-violation,[],1626158,,,1610612758,115,96,2022-10-24T02:36:52Z,5680000,,,0,,R. Holmes 3-second-violation TURNOVER (3 TO),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1662.0,,,,,3.0,,,,
578,PT10M33.00S,2022-10-24T02:37:12.8Z,4,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612744,115,96,2022-10-24T02:37:22Z,5690000,,,0,,T. Lyles shooting personal FOUL (2 PF) (Moody 2 FT),"[1626168, 1630541]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1662.0,2.0,0.0,Moody,1630541.0,,,,,
580,PT10M33.00S,2022-10-24T02:37:35.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630541,,,1610612744,116,96,2022-10-24T02:38:10Z,5710000,,,0,,M. Moody Free Throw 1 of 2 (3 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
581,PT10M33.00S,2022-10-24T02:37:36.9Z,4,REGULAR,substitution,out,[],1628370,,,1610612744,116,96,2022-10-24T02:37:48Z,5720000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT10M33.00S,2022-10-24T02:37:36.9Z,4,REGULAR,substitution,out,[],1626168,,,1610612744,116,96,2022-10-24T02:37:48Z,5730000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT10M33.00S,2022-10-24T02:37:36.9Z,4,REGULAR,substitution,in,[],1628989,,,1610612744,116,96,2022-10-24T02:37:48Z,5740000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT10M33.00S,2022-10-24T02:37:36.9Z,4,REGULAR,substitution,in,[],1629002,,,1610612744,116,96,2022-10-24T02:37:48Z,5750000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT10M33.00S,2022-10-24T02:37:35.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630541,,,1610612744,116,96,2022-10-24T02:38:10Z,5760000,,,0,,MISS M. Moody Free Throw 2 of 2,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
586,PT10M31.00S,2022-10-24T02:37:37.9Z,4,REGULAR,rebound,defensive,[],1629056,,,1610612758,116,96,2022-10-24T02:38:10Z,5770000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,585.0,1.0,1.0,0.0,,,,,,,,,,,,,
587,PT10M21.00S,2022-10-24T02:38:11.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,86.15308804204993,64.95098039215686,1610612758,116,96,2022-10-24T02:42:58Z,5780000,75.0,78.0,1,right,MISS R. Holmes 10' floating Shot,[1626158],1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Right,10.79,Missed,,,,,,,,,,,,,,,,,,
588,PT10M19.00S,2022-10-24T02:38:14.0Z,4,REGULAR,rebound,offensive,[],1629056,,,1610612758,116,96,2022-10-24T02:38:14Z,5790000,,,0,,T. Davis REBOUND (Off:1 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,587.0,2.0,1.0,1.0,,,,,,,,,,,,,
589,PT10M13.00S,2022-10-24T02:38:19.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,90.09526938239159,52.69607843137255,1610612758,116,98,2022-10-24T02:38:27Z,5800000,13.0,41.0,1,right,R. Holmes Layup (15 PTS) (C. Metu 1 AST),"[1626158, 1629002]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,4.28,Made,15.0,,,,,C. Metu,1629002.0,1.0,,,,,,,,,,
591,PT09M55.00S,2022-10-24T02:38:37.7Z,4,REGULAR,2pt,Jump Shot,[],1629673,26.10052562417871,47.794117647058826,1610612744,116,98,2022-10-24T02:38:42Z,5820000,11.0,193.0,1,left,MISS J. Poole 19' pullup Shot,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,19.31,Missed,,,,,,,,,,,,,,,,,,
592,PT09M52.00S,2022-10-24T02:38:40.7Z,4,REGULAR,rebound,defensive,[],1629002,,,1610612758,116,98,2022-10-24T02:38:42Z,5830000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Mid-Range,16-24 Center,,,,591.0,1.0,1.0,0.0,,,,,,,,,,,,,
593,PT09M48.00S,2022-10-24T02:38:45.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,76.03482260183968,9.313725490196079,1610612758,116,98,2022-10-24T02:43:55Z,5840000,-203.0,173.0,1,right,MISS D. Mitchell 26' step back 3PT,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
594,PT09M44.00S,2022-10-24T02:38:49.3Z,4,REGULAR,rebound,defensive,[],1630164,,,1610612744,116,98,2022-10-24T02:38:58Z,5850000,,,0,,J. Wiseman REBOUND (Off:0 Def:5),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,593.0,5.0,5.0,0.0,,,,,,,,,,,,,
595,PT09M32.00S,2022-10-24T02:39:00.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,7.966491458607096,57.35294117647059,1610612744,116,98,2022-10-24T02:39:07Z,5860000,-37.0,22.0,1,left,MISS J. Kuminga reverse Layup,[1630228],1610612744.0,GSW,reverse,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
596,PT09M29.00S,2022-10-24T02:39:03.7Z,4,REGULAR,rebound,defensive,[],1629002,,,1610612758,116,98,2022-10-24T02:39:07Z,5870000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,595.0,2.0,2.0,0.0,,,,,,,,,,,,,
597,PT09M24.00S,2022-10-24T02:39:13.8Z,4,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612758,116,98,2022-10-24T02:39:27Z,5880000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Davis 2 FT),"[1630228, 1629056]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1662.0,1.0,0.0,Davis,1629056.0,,,,,
601,PT09M24.00S,2022-10-24T02:39:41.4Z,4,REGULAR,freethrow,1 of 2,[],1629056,,,1610612758,116,98,2022-10-24T02:39:41Z,5900000,,,0,,MISS T. Davis Free Throw 1 of 2,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
602,PT09M24.00S,2022-10-24T02:39:41.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,116,98,2022-10-24T02:39:41Z,5910000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,601.0,,,,,,,,,,,,,,,,
603,PT09M24.00S,2022-10-24T02:39:47.0Z,4,REGULAR,substitution,out,[],1626158,,,1610612758,116,98,2022-10-24T02:39:50Z,5920000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT09M24.00S,2022-10-24T02:39:47.0Z,4,REGULAR,substitution,in,[],1631099,,,1610612758,116,98,2022-10-24T02:39:50Z,5930000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT09M24.00S,2022-10-24T02:39:59.0Z,4,REGULAR,freethrow,2 of 2,[],1629056,,,1610612758,116,99,2022-10-24T02:39:59Z,5940000,,,0,,T. Davis Free Throw 2 of 2 (3 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
606,PT09M08.00S,2022-10-24T02:40:17.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.178055190538765,43.627450980392155,1610612744,118,99,2022-10-24T02:40:22Z,5950000,32.0,15.0,1,left,J. Poole driving Layup (17 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.53,Made,17.0,,,,,,,,,,,,,,,,,
607,PT09M01.00S,2022-10-24T02:40:23.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629056,87.46714848883047,45.588235294117645,1610612758,118,101,2022-10-24T02:40:32Z,5960000,-22.0,65.0,1,right,T. Davis 6' driving finger roll Layup (5 PTS) (D. Mitchell 3 AST),"[1629056, 1630558]",1610612758.0,SAC,driving finger roll,,,Davis,T. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.89,Made,5.0,,,,,D. Mitchell,1630558.0,3.0,,,,,,,,,,
608,PT09M00.00S,2022-10-24T02:40:30.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,118,101,2022-10-24T02:40:30Z,5970000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT08M48.00S,2022-10-24T02:43:45.0Z,4,REGULAR,foul,personal,[],1629056,,,1610612744,118,101,2022-10-24T02:43:51Z,5980000,,,0,,T. Davis personal FOUL (5 PF),"[1629056, 202691]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202056.0,5.0,0.0,Thompson,202691.0,,,,,
612,PT08M39.00S,2022-10-24T02:44:06.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630164,15.850854139290407,35.53921568627451,1610612744,118,101,2022-10-24T02:44:11Z,6000000,72.0,96.0,1,left,MISS J. Wiseman 12' turnaround Hook,[1630164],1610612744.0,GSW,turnaround,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Right,12.06,Missed,,,,,,,,,,,,,,,,,,
613,PT08M36.00S,2022-10-24T02:44:09.4Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612758,118,101,2022-10-24T02:44:11Z,6010000,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,,,,612.0,3.0,3.0,0.0,,,,,,,,,,,,,
614,PT08M30.00S,2022-10-24T02:44:15.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,88.78120893561103,46.81372549019608,1610612758,118,103,2022-10-24T02:44:20Z,6020000,-16.0,53.0,1,right,D. Mitchell driving Layup (7 PTS) (K. Huerter 2 AST),"[1630558, 1628989]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.53,Made,7.0,,,,,K. Huerter,1628989.0,2.0,,,,,,,,,,
616,PT08M06.00S,2022-10-24T02:44:38.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,18.084756898817346,44.6078431372549,1610612744,120,103,2022-10-24T02:44:44Z,6040000,27.0,117.0,1,left,J. Kuminga 12' pullup Jump Shot (4 PTS) (J. Poole 4 AST),"[1630228, 1629673]",1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,12.06,Made,4.0,,,,,J. Poole,1629673.0,4.0,,,,,,,,,,
618,PT07M48.00S,2022-10-24T02:44:56.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,89.04402102496715,65.44117647058823,1610612758,120,105,2022-10-24T02:45:04Z,6060000,77.0,50.0,1,right,T. Davis 9' driving Layup (7 PTS) (K. Huerter 3 AST),"[1629056, 1628989]",1610612758.0,SAC,driving,,,Davis,T. Davis,,,,,In The Paint (Non-RA),8-16 Right,9.23,Made,7.0,,,,,K. Huerter,1628989.0,3.0,,,,,,,,,,
