actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT11M13.00S,2022-11-19T03:16:59.3Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,0,2,2022-11-19T03:17:04Z,160000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M59.00S,2022-11-19T03:17:12.9Z,1,REGULAR,2pt,Jump Shot,[],203110,81.2910643889619,77.94117647058823,1610612744,2,2,2022-11-19T03:17:17Z,170000,False,140.0,123.0,1,right,D. Green 18' Jump Shot (2 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,18.64,Made,,,,,,,,,,2.0,S. Curry,201939.0,1.0,,,,,
20,PT10M38.00S,2022-11-19T03:17:48.2Z,1,REGULAR,3pt,Jump Shot,[],203944,32.40801576872536,68.38235294117648,1610612752,2,2,2022-11-19T03:17:53Z,200000,False,-92.0,252.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,26.83,Missed,,,,,,,,,,,,,,,,,,
21,PT10M34.00S,2022-11-19T03:17:52.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,2,2,2022-11-19T03:17:53Z,210000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M20.00S,2022-11-19T03:18:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,90.75229960578186,48.529411764705884,1610612744,4,2,2022-11-19T03:18:27Z,230000,False,-7.0,34.0,1,right,K. Looney cutting Layup (2 PTS) (S. Curry 2 AST),"[1626172, 201939]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,,,,,,2.0,S. Curry,201939.0,2.0,,,,,
25,PT10M02.00S,2022-11-19T03:18:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,14.668199737187912,43.38235294117647,1610612752,4,4,2022-11-19T03:18:47Z,250000,False,33.0,85.0,1,left,I. Hartenstein 9' floating Jump Shot (2 PTS) (R. Barrett 1 AST),"[1628392, 1629628]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,9.16,Made,,,,,,,,,,2.0,R. Barrett,1629628.0,1.0,,,,,
27,PT09M55.00S,2022-11-19T03:18:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202691,92.9862023653088,58.82352941176471,1610612744,6,4,2022-11-19T03:18:53Z,270000,False,44.0,13.0,1,right,K. Thompson running Layup (2 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,4.61,Made,,,,,,,,,,2.0,S. Curry,201939.0,3.0,,,,,
29,PT09M34.00S,2022-11-19T03:19:08.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,28.991458607095925,24.019607843137255,1610612752,6,4,2022-11-19T03:19:12Z,290000,False,130.0,220.0,1,left,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
30,PT09M32.00S,2022-11-19T03:19:10.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,6,4,2022-11-19T03:19:12Z,300000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M26.00S,2022-11-19T03:19:16.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,73.40670170827858,81.86274509803921,1610612744,9,4,2022-11-19T03:19:23Z,310000,False,159.0,197.0,1,right,K. Thompson 25' 3PT running (5 PTS) (S. Curry 4 AST),"[202691, 201939]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.37,Made,,,,,,,,,,5.0,S. Curry,201939.0,4.0,,,,,
33,PT09M05.00S,2022-11-19T03:19:36.7Z,1,REGULAR,3pt,Jump Shot,[],1629628,10.726018396846255,95.34313725490196,1610612752,9,4,2022-11-19T03:19:41Z,330000,False,-227.0,48.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
34,PT09M02.00S,2022-11-19T03:19:39.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,9,4,2022-11-19T03:21:48Z,340000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M59.00S,2022-11-19T03:19:43.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,74.19513797634691,87.5,1610612744,12,4,2022-11-19T03:19:49Z,350000,False,188.0,190.0,1,right,K. Thompson 26' 3PT running (8 PTS) (S. Curry 5 AST),"[202691, 201939]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.7,Made,,,,,,,,,,8.0,S. Curry,201939.0,5.0,,,,,
37,PT08M49.00S,2022-11-19T03:19:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,12,4,2022-11-19T03:19:56Z,370000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M40.00S,2022-11-19T03:23:27.6Z,1,REGULAR,3pt,Jump Shot,[],203944,8.229303547963205,3.431372549019608,1610612752,12,4,2022-11-19T03:23:32Z,380000,False,233.0,25.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2022-11-19T03:23:31.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,12,4,2022-11-19T03:23:32Z,390000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,,,38.0,3.0,3.0,0.0,,,,,,,,,,,,,,
40,PT08M26.00S,2022-11-19T03:23:42.3Z,1,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612744,12,4,2022-11-19T03:23:53Z,400000,False,,,0,,C. Reddish shooting personal FOUL (1 PF) (Looney 2 FT),"[1629629, 1626172]",1610612752.0,NYK,shooting,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,1.0,0.0,Looney,1626172.0,,,,,,,,,
42,PT08M26.00S,2022-11-19T03:24:08.1Z,1,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,13,4,2022-11-19T03:24:08Z,420000,False,,,0,,K. Looney Free Throw 1 of 2 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
43,PT08M26.00S,2022-11-19T03:24:29.3Z,1,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,14,4,2022-11-19T03:24:29Z,430000,False,,,0,,K. Looney Free Throw 2 of 2 (4 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
44,PT08M18.00S,2022-11-19T03:24:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,7.703679369250986,56.61764705882353,1610612752,14,6,2022-11-19T03:24:43Z,440000,False,-33.0,20.0,1,left,C. Reddish driving finger roll Layup (2 PTS) (J. Brunson 1 AST),"[1629629, 1628973]",1610612752.0,NYK,driving finger roll,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,3.86,Made,,,,,,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,
46,PT08M06.00S,2022-11-19T03:24:54.2Z,1,REGULAR,foul,personal,[],1628392,,,1610612744,14,6,2022-11-19T03:24:59Z,460000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 201939]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,,,,,,,201638.0,1.0,0.0,Curry,201939.0,,,,,,,,,
48,PT08M00.00S,2022-11-19T03:25:12.9Z,1,REGULAR,3pt,Jump Shot,[],202691,71.43561103810775,78.43137254901961,1610612744,14,6,2022-11-19T03:25:19Z,480000,False,142.0,216.0,1,right,MISS K. Thompson 25' fadeaway 3PT,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
49,PT07M57.00S,2022-11-19T03:25:15.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,14,6,2022-11-19T03:25:19Z,490000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M53.00S,2022-11-19T03:25:21.7Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612752,14,6,2022-11-19T03:25:30Z,500000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Reddish 2 FT),"[201939, 1629629]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,1.0,0.0,Reddish,1629629.0,,,,,,,,,
52,PT07M53.00S,2022-11-19T03:25:44.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629629,,,1610612752,14,7,2022-11-19T03:25:44Z,520000,False,,,0,,C. Reddish Free Throw 1 of 2 (3 PTS),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
54,PT07M53.00S,2022-11-19T03:26:48.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629629,,,1610612752,14,8,2022-11-19T03:26:48Z,540000,False,,,0,,C. Reddish Free Throw 2 of 2 (4 PTS),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
55,PT07M39.00S,2022-11-19T03:27:03.5Z,1,REGULAR,2pt,Jump Shot,[],203952,87.86136662286465,17.892156862745097,1610612744,16,8,2022-11-19T03:27:09Z,550000,False,-161.0,62.0,1,right,A. Wiggins 17' step back Jump Shot (2 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,17.19,Made,,,,,,,,,,2.0,K. Looney,1626172.0,1.0,,,,,
57,PT07M17.00S,2022-11-19T03:27:26.8Z,1,REGULAR,turnover,out-of-bounds,[],1628392,,,1610612752,16,8,2022-11-19T03:27:36Z,570000,False,,,0,,I. Hartenstein bad pass out-of-bounds TURNOVER (1 TO),[1628392],1610612752.0,NYK,bad pass,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,,,,,,,,,1.0,,,,
58,PT07M08.00S,2022-11-19T03:27:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,91.01511169513797,43.13725490196079,1610612744,16,8,2022-11-19T03:27:56Z,580000,False,-34.0,32.0,1,right,MISS S. Curry driving Layup - blocked,"[201939, 1628392]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,Hartenstein,1628392.0,,
59,PT07M08.00S,2022-11-19T03:27:48.3Z,1,REGULAR,block,,[],1628392,,,1610612744,16,8,2022-11-19T03:27:50Z,590000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M08.00S,2022-11-19T03:27:48.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,16,8,2022-11-19T03:27:56Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,58.0,,,,,,,,,,,,,,,,,
62,PT07M05.00S,2022-11-19T03:28:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203952,93.38042049934296,59.31372549019608,1610612744,16,8,2022-11-19T03:28:10Z,620000,False,47.0,10.0,1,right,MISS A. Wiggins Layup,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.76,Missed,,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2022-11-19T03:28:07.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,16,8,2022-11-19T03:28:10Z,630000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT06M53.00S,2022-11-19T03:28:17.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,21.895532194480946,91.42156862745098,1610612752,16,8,2022-11-19T03:28:22Z,640000,False,-207.0,153.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2022-11-19T03:28:20.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,16,8,2022-11-19T03:28:22Z,650000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,64.0,,,,,,,,,,,,,,,,,
67,PT06M34.00S,2022-11-19T03:28:45.4Z,1,REGULAR,3pt,Jump Shot,[],201939,67.36202365308804,59.55882352941176,1610612744,19,8,2022-11-19T03:28:49Z,670000,False,48.0,254.0,1,right,S. Curry 25' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.88,Made,,,,,,,,,,3.0,D. Green,203110.0,1.0,,,,,
69,PT06M19.00S,2022-11-19T03:29:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,17.69053876478318,45.83333333333333,1610612752,19,10,2022-11-19T03:29:09Z,690000,False,21.0,114.0,1,left,J. Randle 11' floating Jump Shot (2 PTS) (C. Reddish 1 AST),"[203944, 1629629]",1610612752.0,NYK,floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,11.57,Made,,,,,,,,,,2.0,C. Reddish,1629629.0,1.0,,,,,
71,PT06M04.00S,2022-11-19T03:29:16.0Z,1,REGULAR,3pt,Jump Shot,[],203952,92.46057818659659,2.941176470588235,1610612744,19,10,2022-11-19T03:29:20Z,710000,False,-235.0,18.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.6,Missed,,,,,,,,,,,,,,,,,,
72,PT06M00.00S,2022-11-19T03:29:20.0Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,19,10,2022-11-19T03:29:20Z,720000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,,,
73,PT05M54.00S,2022-11-19T03:29:25.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,18.610381077529567,52.94117647058824,1610612752,19,10,2022-11-19T03:29:31Z,730000,False,-15.0,122.0,1,left,MISS J. Brunson 12' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,12.33,Missed,,,,,,,,,,,,,,,,,,
74,PT05M52.00S,2022-11-19T03:29:27.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,19,10,2022-11-19T03:29:31Z,740000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,
75,PT05M47.00S,2022-11-19T03:29:32.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201939,85.10183968462549,28.431372549019606,1610612744,19,10,2022-11-19T03:29:53Z,750000,False,-108.0,88.0,1,right,MISS S. Curry 13' bank Shot,[201939],1610612744.0,GSW,bank,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,13.88,Missed,,,,,,,,,,,,,,,,,,
76,PT05M45.00S,2022-11-19T03:29:34.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,19,10,2022-11-19T03:29:34Z,760000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,75.0,1.0,0.0,1.0,,,,,,,,,,,,,,
77,PT05M44.00S,2022-11-19T03:29:36.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,95.3515111695138,2.941176470588235,1610612744,22,10,2022-11-19T03:29:48Z,770000,False,-235.0,-9.0,1,right,S. Curry 3PT  (6 PTS) (K. Looney 2 AST),"[201939, 1626172]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,23.55,Made,,,,,,,,,,6.0,K. Looney,1626172.0,2.0,,,,,
79,PT05M24.00S,2022-11-19T03:29:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629629,5.206964520367937,95.09803921568627,1610612752,22,10,2022-11-19T03:30:00Z,790000,False,-225.0,-4.0,1,left,MISS C. Reddish 3PT,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
80,PT05M21.00S,2022-11-19T03:29:58.1Z,1,REGULAR,rebound,offensive,[],1629629,,,1610612752,22,10,2022-11-19T03:30:00Z,800000,False,,,0,,C. Reddish REBOUND (Off:1 Def:0),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Left Corner 3,24+ Left,,,79.0,1.0,0.0,1.0,,,,,,,,,,,,,,
81,PT05M18.00S,2022-11-19T03:30:02.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629628,13.091327201051248,40.44117647058824,1610612752,22,10,2022-11-19T03:30:06Z,810000,False,48.0,71.0,1,left,MISS R. Barrett 8' floating Shot,[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,8.53,Missed,,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2022-11-19T03:30:05.4Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,22,10,2022-11-19T03:30:06Z,820000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Right,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,,
83,PT05M11.00S,2022-11-19T03:30:11.0Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,22,10,2022-11-19T03:30:15Z,830000,False,,,0,,J. Randle lost ball out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,lost ball,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,,,,,,,,1.0,,,,
84,PT05M11.00S,2022-11-19T03:30:15.4Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,22,10,2022-11-19T03:30:25Z,840000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M11.00S,2022-11-19T03:30:15.4Z,1,REGULAR,substitution,out,[],1629628,,,1610612744,22,10,2022-11-19T03:30:25Z,850000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M11.00S,2022-11-19T03:30:15.4Z,1,REGULAR,substitution,out,[],1628973,,,1610612744,22,10,2022-11-19T03:30:25Z,860000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M11.00S,2022-11-19T03:30:15.4Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,22,10,2022-11-19T03:30:25Z,870000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M11.00S,2022-11-19T03:30:15.4Z,1,REGULAR,substitution,in,[],201565,,,1610612744,22,10,2022-11-19T03:30:25Z,880000,False,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M11.00S,2022-11-19T03:30:15.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612744,22,10,2022-11-19T03:30:25Z,890000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M00.00S,2022-11-19T03:30:47.9Z,1,REGULAR,turnover,traveling,[],203952,,,1610612744,22,10,2022-11-19T03:30:53Z,900000,False,,,0,,A. Wiggins traveling TURNOVER (1 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,202058.0,,,,,,,,,1.0,,,,
