actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT11M05.00S,2022-11-08T03:02:16.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,3,1,2022-11-08T03:02:22Z,170000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,16.0,,,,,,1.0,1.0,0.0,,
18,PT10M59.00S,2022-11-08T03:02:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.59198423127464,44.11764705882353,1610612744,5,1,2022-11-08T03:02:28Z,180000,-29.0,17.0,1,right,D. Green Layup (2 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,2.0,3.4,S. Curry,201939.0,1.0,,,,,
20,PT10M38.00S,2022-11-08T03:02:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.623521681997373,41.42156862745098,1610612758,5,1,2022-11-08T03:02:47Z,200000,43.0,29.0,1,left,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.16,,,,,,,,
21,PT10M36.00S,2022-11-08T03:02:45.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,5,1,2022-11-08T03:02:47Z,210000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,20.0,,,,,,1.0,1.0,0.0,,
22,PT10M23.00S,2022-11-08T03:02:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,82.86793692509855,43.872549019607845,1610612744,5,1,2022-11-08T03:03:05Z,220000,-31.0,109.0,1,right,MISS K. Thompson 11' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,11.27,,,,,,,,
23,PT10M20.00S,2022-11-08T03:03:02.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,5,1,2022-11-08T03:03:05Z,230000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,22.0,,,,,,1.0,1.0,0.0,,
24,PT10M16.00S,2022-11-08T03:03:06.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,2.9730617608409986,95.34313725490196,1610612758,5,1,2022-11-08T03:04:14Z,240000,-227.0,-25.0,1,left,MISS K. Murray running 3PT,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,22.8,,,,,,,,
25,PT10M16.00S,2022-11-08T03:03:06.5Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,5,1,2022-11-08T03:04:14Z,250000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,24.0,,,,,,1.0,1.0,0.0,,
26,PT10M04.00S,2022-11-08T03:03:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.19776609724047,44.11764705882353,1610612744,7,1,2022-11-08T03:04:52Z,260000,-29.0,21.0,1,right,S. Curry driving finger roll Layup (5 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,5.0,3.6,,,,,,,,
27,PT09M55.00S,2022-11-08T03:03:29.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,9.674770039421814,41.911764705882355,1610612758,7,1,2022-11-08T03:03:48Z,270000,40.0,38.0,1,left,MISS D. Sabonis Hook - blocked,"[1627734, 202691]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.57,,,,,,,Thompson,202691.0
28,PT09M55.00S,2022-11-08T03:03:29.6Z,1,REGULAR,block,,[],202691,,,1610612758,7,1,2022-11-08T03:03:32Z,280000,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M55.00S,2022-11-08T03:03:29.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,7,1,2022-11-08T03:03:48Z,290000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,27.0,,,,,,,,,,
30,PT09M55.00S,2022-11-08T03:03:58.6Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,7,1,2022-11-08T03:05:23Z,300000,,,0,,Jump Ball K. Thompson vs. D. Sabonis: Tip to D. Green,"[203110, 202691, 1627734]",1610612744.0,GSW,heldball,D. Green,203110.0,Green,D. Green,Thompson,202691.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
33,PT09M43.00S,2022-11-08T03:04:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,91.67214191852825,44.36274509803921,1610612744,9,1,2022-11-08T03:04:14Z,330000,-28.0,26.0,1,right,D. Green cutting Layup (4 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,4.0,3.82,S. Curry,201939.0,2.0,,,,,
35,PT09M43.00S,2022-11-08T03:04:11.5Z,1,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612744,9,1,2022-11-08T03:04:20Z,350000,,,0,,K. Murray shooting personal FOUL (1 PF) (Green 1 FT),"[1631099, 203110]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,1627526.0,1.0,0.0,Green,203110.0,,,,,,,,,,,,
37,PT09M43.00S,2022-11-08T03:04:37.5Z,1,REGULAR,freethrow,1 of 1,[],203110,,,1610612744,9,1,2022-11-08T03:04:39Z,370000,,,0,,MISS D. Green Free Throw 1 of 1,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
38,PT09M41.00S,2022-11-08T03:04:39.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,1,2022-11-08T03:04:39Z,380000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,37.0,,,,,,2.0,2.0,0.0,,
39,PT09M32.00S,2022-11-08T03:04:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,17.95335085413929,39.21568627450981,1610612758,9,3,2022-11-08T03:04:51Z,390000,54.0,116.0,1,left,D. Sabonis 12' Jump Shot (2 PTS) (D. Fox 1 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,2.0,12.82,D. Fox,1628368.0,1.0,,,,,
41,PT09M20.00S,2022-11-08T03:04:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.38042049934296,57.59803921568627,1610612744,9,3,2022-11-08T03:05:03Z,410000,38.0,10.0,1,right,MISS K. Looney reverse Layup,[1626172],1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,3.92,,,,,,,,
42,PT09M18.00S,2022-11-08T03:05:00.6Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,9,3,2022-11-08T03:05:03Z,420000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,41.0,,,,,,2.0,1.0,1.0,,
97,PT09M17.00S,2022-11-08T03:04:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,89.04402102496715,41.911764705882355,1610612744,9,3,2022-11-08T03:14:56Z,425000,-40.0,50.0,1,right,MISS K. Looney 6' tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,6.47,,,,,,,,
98,PT09M17.00S,2022-11-08T03:04:59.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,9,3,2022-11-08T03:14:56Z,427500,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,97.0,,,,,,3.0,1.0,2.0,,
43,PT09M16.00S,2022-11-08T03:05:01.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,92.19776609724047,37.99019607843137,1610612744,9,3,2022-11-08T03:14:49Z,430000,-60.0,21.0,1,right,MISS K. Looney 6' tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,6.35,,,,,,,,
44,PT09M16.00S,2022-11-08T03:05:01.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,3,2022-11-08T03:11:44Z,440000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,43.0,,,,,,3.0,3.0,0.0,,
45,PT09M11.00S,2022-11-08T03:05:07.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,32.53942181340342,58.08823529411765,1610612758,9,6,2022-11-08T03:08:07Z,450000,-40.0,253.0,1,left,D. Fox 25' 3PT running (3 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,3.0,25.66,D. Sabonis,1627734.0,1.0,,,,,
47,PT08M59.00S,2022-11-08T03:05:19.0Z,1,REGULAR,2pt,Jump Shot,[],201939,75.3777923784494,32.84313725490196,1610612744,11,6,2022-11-08T03:05:24Z,470000,-86.0,179.0,1,right,S. Curry 19' Jump Shot (7 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,,,,,,,,,Made,,7.0,19.84,D. Green,203110.0,1.0,,,,,
49,PT08M48.00S,2022-11-08T03:05:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.931011826544022,58.08823529411765,1610612758,11,8,2022-11-08T03:05:36Z,490000,-40.0,88.0,1,left,D. Fox 9' turnaround fadeaway Jump Shot (5 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,5.0,9.67,,,,,,,,
52,PT08M28.00S,2022-11-08T03:06:16.5Z,1,REGULAR,substitution,out,[],1628368,,,1610612744,11,8,2022-11-08T03:06:23Z,520000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M28.00S,2022-11-08T03:06:16.5Z,1,REGULAR,substitution,in,[],1630558,,,1610612744,11,8,2022-11-08T03:06:23Z,530000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M26.00S,2022-11-08T03:06:31.8Z,1,REGULAR,2pt,Jump Shot,[],202691,88.91261498028909,80.3921568627451,1610612744,13,8,2022-11-08T03:06:36Z,540000,152.0,52.0,1,right,K. Thompson 16' Jump Shot (2 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,Made,,2.0,16.06,S. Curry,201939.0,3.0,,,,,
56,PT08M14.00S,2022-11-08T03:06:44.5Z,1,REGULAR,3pt,Jump Shot,[],203084,9.017739816031538,3.1862745098039214,1610612758,13,8,2022-11-08T03:06:49Z,560000,234.0,32.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,23.63,,,,,,,,
57,PT08M11.00S,2022-11-08T03:06:47.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,13,8,2022-11-08T03:06:49Z,570000,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,,,,,,,,56.0,,,,,,4.0,2.0,2.0,,
58,PT08M02.00S,2022-11-08T03:06:55.9Z,1,REGULAR,turnover,lost ball,[],203952,,,1610612744,13,8,2022-11-08T03:06:59Z,580000,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 1630558]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,1.0,Mitchell,1630558.0,,,,,,,,,,,,,,,,,
59,PT08M02.00S,2022-11-08T03:06:55.9Z,1,REGULAR,steal,,[],1630558,,,1610612758,13,8,2022-11-08T03:06:58Z,590000,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M53.00S,2022-11-08T03:07:07.6Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612758,13,8,2022-11-08T03:07:13Z,600000,,,0,,K. Looney shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1626172, 1627734]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
62,PT07M53.00S,2022-11-08T03:07:42.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627734,,,1610612758,13,9,2022-11-08T03:07:42Z,620000,,,0,,D. Sabonis Free Throw 1 of 2 (3 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,Made,,3.0,,,,,,,,,
63,PT07M53.00S,2022-11-08T03:08:01.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627734,,,1610612758,13,10,2022-11-08T03:08:01Z,630000,,,0,,D. Sabonis Free Throw 2 of 2 (4 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,Made,,4.0,,,,,,,,,
64,PT07M36.00S,2022-11-08T03:08:24.7Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,13,10,2022-11-08T03:08:27Z,640000,,,0,,A. Wiggins bad pass TURNOVER (2 TO),"[203952, 1631099]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,2.0,Murray,1631099.0,,,,,,,,,,,,,,,,,
65,PT07M36.00S,2022-11-08T03:08:24.7Z,1,REGULAR,steal,,[],1631099,,,1610612758,13,10,2022-11-08T03:25:19Z,650000,,,0,,K. Murray STEAL (2 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
66,PT07M21.00S,2022-11-08T03:08:40.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627734,19.530223390275953,75.24509803921569,1610612758,13,12,2022-11-08T03:08:45Z,660000,-126.0,131.0,1,left,D. Sabonis 18' Jump Shot (6 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,Made,,6.0,18.2,K. Huerter,1628989.0,1.0,,,,,
68,PT07M08.00S,2022-11-08T03:08:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,89.70105124835742,52.94117647058824,1610612744,15,12,2022-11-08T03:08:55Z,680000,15.0,44.0,1,right,A. Wiggins Layup (2 PTS) (K. Looney 2 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,2.0,4.67,K. Looney,1626172.0,2.0,,,,,
70,PT07M08.00S,2022-11-08T03:08:59.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,15,12,2022-11-08T03:08:59Z,700000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M56.00S,2022-11-08T03:12:03.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,7.703679369250986,53.67647058823529,1610612758,15,12,2022-11-08T03:12:11Z,710000,-18.0,20.0,1,left,MISS D. Sabonis DUNK,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,2.71,,,,,,,,
72,PT06M54.00S,2022-11-08T03:12:05.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,15,12,2022-11-08T03:12:06Z,720000,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,71.0,,,,,,5.0,3.0,2.0,,
73,PT06M48.00S,2022-11-08T03:12:10.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203110,92.46057818659659,45.34313725490196,1610612744,17,12,2022-11-08T03:12:19Z,730000,-23.0,18.0,1,right,D. Green running Layup (6 PTS) (A. Wiggins 1 AST),"[203110, 203952]",1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,6.0,2.97,A. Wiggins,203952.0,1.0,,,,,
75,PT06M28.00S,2022-11-08T03:12:30.5Z,1,REGULAR,2pt,Jump Shot,[],1628989,23.340998685939553,70.83333333333334,1610612758,17,12,2022-11-08T03:12:35Z,750000,-104.0,167.0,1,left,MISS K. Huerter 19' step back Shot,[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,Missed,,,19.68,,,,,,,,
76,PT06M24.00S,2022-11-08T03:12:34.5Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,17,12,2022-11-08T03:12:35Z,760000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,75.0,,,,,,2.0,2.0,0.0,,
77,PT06M17.00S,2022-11-08T03:12:40.8Z,1,REGULAR,3pt,Jump Shot,[],203952,65.1281208935611,48.03921568627451,1610612744,17,12,2022-11-08T03:12:46Z,770000,-10.0,275.0,1,right,MISS A. Wiggins 27' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,27.55,,,,,,,,
78,PT06M15.00S,2022-11-08T03:12:42.8Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,17,12,2022-11-08T03:12:46Z,780000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,77.0,,,,,,1.0,1.0,0.0,,
79,PT06M04.00S,2022-11-08T03:12:54.7Z,1,REGULAR,3pt,Jump Shot,[],1630558,23.99802890932983,6.372549019607843,1610612758,17,12,2022-11-08T03:12:59Z,790000,218.0,173.0,1,left,MISS D. Mitchell 27' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,27.84,,,,,,,,
80,PT06M00.00S,2022-11-08T03:12:58.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,17,12,2022-11-08T03:12:59Z,800000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,79.0,,,,,,1.0,1.0,0.0,,
81,PT05M53.00S,2022-11-08T03:13:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.3580814717477,44.6078431372549,1610612744,19,12,2022-11-08T03:13:10Z,810000,-27.0,38.0,1,right,S. Curry cutting Layup (9 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,9.0,4.67,D. Green,203110.0,2.0,,,,,
83,PT05M36.00S,2022-11-08T03:13:21.8Z,1,REGULAR,2pt,Jump Shot,[],1630558,23.866622864651774,42.64705882352941,1610612758,19,12,2022-11-08T03:13:27Z,830000,37.0,172.0,1,left,MISS D. Mitchell 17' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,Missed,,,17.57,,,,,,,,
84,PT05M33.00S,2022-11-08T03:13:24.8Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,19,12,2022-11-08T03:13:27Z,840000,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,83.0,,,,,,1.0,0.0,1.0,,
85,PT05M22.00S,2022-11-08T03:13:36.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203084,19.530223390275953,6.127450980392156,1610612758,19,12,2022-11-08T03:13:41Z,850000,219.0,131.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,25.56,,,,,,,,
86,PT05M20.00S,2022-11-08T03:13:38.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,19,12,2022-11-08T03:13:41Z,860000,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,85.0,,,,,,6.0,4.0,2.0,,
