actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
260,PT05M05.00S,2023-03-29T02:50:45.3Z,2,REGULAR,3pt,Jump Shot,[],1630230,88.78120893561103,96.56862745098039,1610612740,41,50,2023-03-29T02:50:50Z,2540000,False,233.0,53.0,1,right,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,23.88,Missed,,,,,,,,,,,,,,,
261,PT05M02.00S,2023-03-29T02:50:48.3Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,41,50,2023-03-29T02:51:12Z,2550000,False,,,0,,H. Jones REBOUND (Off:2 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,,,,,260.0,3.0,1.0,2.0,,,,,,,,
262,PT05M00.00S,2023-03-29T02:50:50.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630529,94.40999984741211,50.0,1610612740,41,50,2023-03-29T02:50:52Z,2560000,False,0.0,0.0,1,right,MISS H. Jones tip Layup,[1630529],1610612740.0,NOP,tip,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
263,PT05M00.00S,2023-03-29T02:50:50.1Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,41,50,2023-03-29T02:50:52Z,2570000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,,,262.0,2.0,2.0,0.0,,,,,,,,
264,PT04M50.00S,2023-03-29T02:50:59.6Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612744,41,50,2023-03-29T02:51:02Z,2580000,False,,,0,,D. DiVincenzo bad pass TURNOVER (3 TO),"[1628978, 1630700]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Right,3.0,Daniels,1630700.0,,,,,,,,,,,,,,,,,
265,PT04M50.00S,2023-03-29T02:50:59.6Z,2,REGULAR,steal,,[],1630700,,,1610612740,41,50,2023-03-29T02:51:01Z,2590000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
266,PT04M47.00S,2023-03-29T02:51:07.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,41,50,2023-03-29T02:51:07Z,2600000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M47.00S,2023-03-29T02:53:35.9Z,2,REGULAR,substitution,out,[],1630228,,,1610612740,41,50,2023-03-29T02:54:20Z,2610000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M47.00S,2023-03-29T02:53:35.9Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,41,50,2023-03-29T02:54:20Z,2620000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M47.00S,2023-03-29T02:53:35.9Z,2,REGULAR,substitution,in,[],203110,,,1610612740,41,50,2023-03-29T02:54:20Z,2630000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M47.00S,2023-03-29T02:53:35.9Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,41,50,2023-03-29T02:54:20Z,2640000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M38.00S,2023-03-29T02:54:46.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630529,64.99671484888306,44.85294117647059,1610612740,41,50,2023-03-29T02:54:50Z,2650000,False,-26.0,277.0,1,right,MISS H. Jones 27' pullup 3PT,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,27.77,Missed,,,,,,,,,,,,,,,
274,PT04M36.00S,2023-03-29T02:54:48.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,41,50,2023-03-29T02:54:50Z,2660000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,273.0,3.0,3.0,0.0,,,,,,,,
275,PT04M17.00S,2023-03-29T02:55:10.0Z,2,REGULAR,foul,offensive,[],1626172,,,1610612744,41,50,2023-03-29T02:55:17Z,2670000,False,,,0,,K. Looney charge offensive FOUL (1 PF),"[1626172, 1630700]",1610612744.0,GSW,charge,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Daniels,1630700.0
277,PT04M17.00S,2023-03-29T02:55:10.0Z,2,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,41,50,2023-03-29T02:55:10Z,2690000,False,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,201246.0,,,,
278,PT04M02.00S,2023-03-29T02:55:44.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,81.553876478318,22.058823529411764,1610612740,41,50,2023-03-29T02:55:49Z,2700000,False,-140.0,121.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,,18.48,Missed,,,,,,,,,,,,,,,
279,PT03M58.00S,2023-03-29T02:55:48.5Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,41,50,2023-03-29T02:55:49Z,2710000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,
280,PT03M47.00S,2023-03-29T02:55:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,12.959921156373195,46.568627450980394,1610612744,41,50,2023-03-29T02:56:03Z,2720000,False,17.0,69.0,1,left,MISS K. Looney 7' cutting Layup - blocked,"[1626172, 1630530]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,7.14,Missed,,Murphy III,1630530.0,,,,,,,,,,,,
281,PT03M47.00S,2023-03-29T02:55:59.5Z,2,REGULAR,block,,[],1630530,,,1610612744,41,50,2023-03-29T02:56:01Z,2730000,False,,,0,,T. Murphy III BLOCK (2 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
282,PT03M45.00S,2023-03-29T02:56:01.5Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,41,50,2023-03-29T02:56:03Z,2740000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,
283,PT03M44.00S,2023-03-29T02:56:05.0Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612740,41,50,2023-03-29T02:58:32Z,2750000,False,,,0,,D. Green flagrant-type-1 personal FOUL (2 PF) (Ingram 2 FT),"[203110, 1627742]",1610612744.0,GSW,flagrant-type-1,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Ingram,1627742.0
285,PT03M44.00S,2023-03-29T02:56:38.2Z,2,REGULAR,foul,technical,[],203110,,,1610612740,41,50,2023-03-29T02:57:19Z,2770000,False,,,0,,D. Green double technical FOUL (1 Tech),[203110],1610612744.0,GSW,double,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,2530.0,2.0,1.0,,
286,PT03M44.00S,2023-03-29T02:56:38.2Z,2,REGULAR,foul,technical,['inpenalty'],1627742,,,1610612740,41,50,2023-03-29T02:56:42Z,2780000,False,,,0,,B. Ingram double technical FOUL (2 Tech),[1627742],1610612740.0,NOP,double,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,2530.0,1.0,2.0,,
288,PT03M44.00S,2023-03-29T02:57:32.0Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,41,51,2023-03-29T02:59:14Z,2800000,False,,,0,,B. Ingram flagrant Free Throw 1 of 2 (10 PTS),[1627742],1610612740.0,NOP,flagrant,,,Ingram,B. Ingram,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
289,PT03M44.00S,2023-03-29T02:57:32.0Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,41,52,2023-03-29T02:59:14Z,2810000,False,,,0,,B. Ingram flagrant Free Throw 2 of 2 (11 PTS),[1627742],1610612740.0,NOP,flagrant,,,Ingram,B. Ingram,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
290,PT03M44.00S,2023-03-29T02:59:16.1Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,41,52,2023-03-29T02:59:32Z,2820000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M44.00S,2023-03-29T02:59:16.1Z,2,REGULAR,substitution,out,[],1630700,,,1610612744,41,52,2023-03-29T02:59:32Z,2830000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M44.00S,2023-03-29T02:59:16.1Z,2,REGULAR,substitution,in,[],201939,,,1610612744,41,52,2023-03-29T02:59:32Z,2840000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M44.00S,2023-03-29T02:59:16.1Z,2,REGULAR,substitution,in,[],203468,,,1610612744,41,52,2023-03-29T02:59:32Z,2850000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M30.00S,2023-03-29T02:59:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,82.60512483574244,43.38235294117647,1610612740,41,52,2023-03-29T02:59:48Z,2860000,False,-33.0,111.0,1,right,MISS B. Ingram 11' turnaround Shot - blocked,"[1627742, 202691]",1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,11.58,Missed,,Thompson,202691.0,,,,,,,,,,,,
295,PT03M30.00S,2023-03-29T02:59:44.3Z,2,REGULAR,block,,[],202691,,,1610612740,41,52,2023-03-29T02:59:46Z,2870000,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
296,PT03M27.00S,2023-03-29T02:59:47.3Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612744,41,52,2023-03-29T02:59:48Z,2880000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:4),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,294.0,4.0,4.0,0.0,,,,,,,,
297,PT03M25.00S,2023-03-29T02:59:55.5Z,2,REGULAR,foul,offensive,[],203110,,,1610612744,41,52,2023-03-29T03:00:03Z,2890000,False,,,0,,D. Green charge offensive FOUL (3 PF),"[203110, 1630529]",1610612744.0,GSW,charge,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,3.0,1.0,Jones,1630529.0
299,PT03M25.00S,2023-03-29T02:59:55.5Z,2,REGULAR,turnover,offensive foul,[],203110,,,1610612744,41,52,2023-03-29T02:59:55Z,2910000,False,,,0,,D. Green offensive foul TURNOVER (2 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,,,201246.0,,,,
301,PT03M25.00S,2023-03-29T03:04:58.8Z,2,REGULAR,substitution,out,[],203110,,,1610612740,41,52,2023-03-29T03:05:06Z,2930000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M25.00S,2023-03-29T03:04:58.8Z,2,REGULAR,substitution,in,[],1630228,,,1610612740,41,52,2023-03-29T03:05:06Z,2940000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M13.00S,2023-03-29T03:05:30.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,74.98357424441524,49.50980392156863,1610612740,41,52,2023-03-29T03:05:33Z,2950000,False,-2.0,183.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,18.27,Missed,,,,,,,,,,,,,,,
304,PT03M11.00S,2023-03-29T03:05:32.2Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,41,52,2023-03-29T03:05:33Z,2960000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Center,,,,,,,,,303.0,2.0,1.0,1.0,,,,,,,,
305,PT02M58.00S,2023-03-29T03:05:45.5Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,41,52,2023-03-29T03:05:48Z,2970000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1630530]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,2.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,,
306,PT02M58.00S,2023-03-29T03:05:45.5Z,2,REGULAR,steal,,[],1630530,,,1610612740,41,52,2023-03-29T03:05:54Z,2980000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
307,PT02M52.00S,2023-03-29T03:05:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,93.24901445466492,41.42156862745098,1610612740,41,52,2023-03-29T03:05:56Z,2990000,False,-43.0,11.0,1,right,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,4.43,Missed,,,,,,,,,,,,,,,
308,PT02M50.00S,2023-03-29T03:05:55.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,41,52,2023-03-29T03:05:55Z,3000000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,307.0,,,,,,,,,,,
310,PT02M39.00S,2023-03-29T03:06:12.4Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,41,52,2023-03-29T03:06:15Z,3020000,False,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 1630529]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,3.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
311,PT02M39.00S,2023-03-29T03:06:12.4Z,2,REGULAR,steal,,[],1630529,,,1610612740,41,52,2023-03-29T03:24:25Z,3030000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
312,PT02M33.00S,2023-03-29T03:06:18.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627742,88.91261498028909,43.872549019607845,1610612740,41,54,2023-03-29T03:06:27Z,3040000,False,-31.0,52.0,1,right,B. Ingram 6' running finger roll Layup (13 PTS) (T. Murphy III 2 AST),"[1627742, 1630530]",1610612740.0,NOP,running finger roll,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,6.01,Made,13.0,,,,,,,T. Murphy III,1630530.0,2.0,,,,,
314,PT02M16.00S,2023-03-29T03:06:34.6Z,2,REGULAR,2pt,Jump Shot,[],201939,23.866622864651774,47.05882352941176,1610612744,43,54,2023-03-29T03:06:39Z,3060000,False,15.0,172.0,1,left,S. Curry 17' driving floating Jump Shot (14 PTS),[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,17.24,Made,14.0,,,,,,,,,,,,,,
315,PT02M08.00S,2023-03-29T03:06:43.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,91.01511169513797,42.64705882352941,1610612740,43,54,2023-03-29T03:08:20Z,3070000,False,-37.0,32.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,4.88,Missed,,,,,,,,,,,,,,,
316,PT02M05.00S,2023-03-29T03:06:46.9Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,43,54,2023-03-29T03:08:20Z,3080000,False,,,0,,H. Jones REBOUND (Off:3 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,315.0,4.0,1.0,3.0,,,,,,,,
317,PT02M03.00S,2023-03-29T03:06:48.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,86.81011826544021,95.58823529411765,1610612740,43,57,2023-03-29T03:07:09Z,3090000,False,228.0,71.0,1,right,C. McCollum 3PT  (10 PTS) (H. Jones 3 AST),"[203468, 1630529]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,23.89,Made,10.0,,,,,,,H. Jones,1630529.0,3.0,,,,,
319,PT01M45.00S,2023-03-29T03:07:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,7.178055190538765,38.48039215686275,1610612744,43,57,2023-03-29T03:07:13Z,3110000,False,58.0,15.0,1,left,MISS D. DiVincenzo driving Layup,[1628978],1610612744.0,GSW,driving,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,5.95,Missed,,,,,,,,,,,,,,,
320,PT01M45.00S,2023-03-29T03:07:05.9Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,43,57,2023-03-29T03:14:54Z,3120000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,319.0,2.0,2.0,0.0,,,,,,,,
321,PT01M40.00S,2023-03-29T03:07:11.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,68.9388961892247,66.66666666666666,1610612740,43,60,2023-03-29T03:08:51Z,3130000,False,83.0,239.0,1,right,C. McCollum 25' 3PT running (13 PTS) (B. Ingram 3 AST),"[203468, 1627742]",1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,25.36,Made,13.0,,,,,,,B. Ingram,1627742.0,3.0,,,,,
323,PT01M28.00S,2023-03-29T03:07:24.5Z,2,REGULAR,foul,offensive,[],1626172,,,1610612744,43,60,2023-03-29T03:07:39Z,3150000,False,,,0,,K. Looney offensive FOUL (2 PF),"[1626172, 1630529]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Jones,1630529.0
325,PT01M28.00S,2023-03-29T03:07:24.5Z,2,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,43,60,2023-03-29T03:07:24Z,3170000,False,,,0,,K. Looney offensive foul TURNOVER (2 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,,,,2530.0,,,,
326,PT01M28.00S,2023-03-29T03:07:41.8Z,2,REGULAR,substitution,out,[],1630228,,,1610612740,43,60,2023-03-29T03:07:51Z,3180000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M28.00S,2023-03-29T03:07:41.8Z,2,REGULAR,substitution,in,[],203110,,,1610612740,43,60,2023-03-29T03:07:51Z,3190000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M06.00S,2023-03-29T03:08:17.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626204,87.33574244415243,62.254901960784316,1610612740,43,60,2023-03-29T03:09:32Z,3200000,False,61.0,67.0,1,right,MISS L. Nance Jr. 9' turnaround bank Hook,[1626204],1610612740.0,NOP,turnaround bank,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,9.04,Missed,,,,,,,,,,,,,,,
329,PT01M05.00S,2023-03-29T03:08:18.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,43,60,2023-03-29T03:08:54Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,328.0,,,,,,,,,,,
331,PT01M04.00S,2023-03-29T03:09:09.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,43,60,2023-03-29T03:09:19Z,3230000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2530.0,,,,
332,PT00M45.30S,2023-03-29T03:09:38.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,21.23850197109067,6.372549019607843,1610612744,43,60,2023-03-29T03:09:42Z,3240000,False,218.0,147.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,26.31,Missed,,,,,,,,,,,,,,,
333,PT00M43.10S,2023-03-29T03:09:40.5Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,43,60,2023-03-29T03:09:42Z,3250000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,332.0,3.0,3.0,0.0,,,,,,,,
334,PT00M38.80S,2023-03-29T03:09:45.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,65.1281208935611,43.627450980392155,1610612740,43,63,2023-03-29T03:10:43Z,3260000,False,-32.0,275.0,1,right,B. Ingram 27' 3PT running pullup (16 PTS),[1627742],1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,27.71,Made,16.0,,,,,,,,,,,,,,
335,PT00M29.50S,2023-03-29T03:09:57.3Z,2,REGULAR,3pt,Jump Shot,[],201939,12.483574244415244,3.4543504901960786,1610612744,46,63,2023-03-29T03:10:10Z,3270000,False,233.0,65.0,1,left,S. Curry 24' 3PT  (17 PTS) (D. DiVincenzo 2 AST),"[201939, 1628978]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,24.16,Made,17.0,,,,,,,D. DiVincenzo,1628978.0,2.0,,,,,
337,PT00M12.30S,2023-03-29T03:10:21.0Z,2,REGULAR,foul,personal,[],202691,,,1610612740,46,63,2023-03-29T03:10:42Z,3290000,False,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 1627742]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Ingram,1627742.0
339,PT00M12.30S,2023-03-29T03:10:45.0Z,2,REGULAR,substitution,out,[],201939,,,1610612740,46,63,2023-03-29T03:10:52Z,3310000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M12.30S,2023-03-29T03:10:45.0Z,2,REGULAR,substitution,in,[],1630228,,,1610612740,46,63,2023-03-29T03:10:52Z,3320000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M02.90S,2023-03-29T03:11:06.1Z,2,REGULAR,turnover,lost ball,[],203468,,,1610612740,46,63,2023-03-29T03:11:23Z,3330000,False,,,0,,C. McCollum lost ball TURNOVER (2 TO),"[203468, 202691]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,2.0,Thompson,202691.0,,,,,,,,,,,,,,,,,
342,PT00M02.90S,2023-03-29T03:11:06.1Z,2,REGULAR,steal,,[],202691,,,1610612744,46,63,2023-03-29T03:11:07Z,3340000,False,,,0,,K. Thompson STEAL (2 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
343,PT00M00.00S,2023-03-29T03:11:14.8Z,2,REGULAR,period,end,[],0,,,1610612744,46,63,2023-03-29T03:11:14Z,3350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-03-29T03:27:59.7Z,3,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,46,63,2023-03-29T03:28:19Z,3360000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-03-29T03:27:59.7Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612744,46,63,2023-03-29T03:28:19Z,3370000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-03-29T03:27:59.7Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,46,63,2023-03-29T03:28:19Z,3380000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
