actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
254,PT05M58.00S,2023-01-28T03:50:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,9.411957950065702,38.72549019607843,1610612761,42,46,2023-01-28T03:51:01Z,2520000,False,56.0,36.0,1,left,MISS G. Trent Jr. 6' driving Layup,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,6.69,Missed,,,,,,,,,,,,,,,
255,PT05M56.00S,2023-01-28T03:50:59.6Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,42,46,2023-01-28T03:51:01Z,2530000,False,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,254.0,4.0,4.0,0.0,,,,,,,,,
256,PT05M50.00S,2023-01-28T03:51:05.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,91.40932982917214,45.34313725490196,1610612744,44,46,2023-01-28T03:51:09Z,2540000,False,-23.0,28.0,1,right,J. Poole running reverse Layup (5 PTS),[1629673],1610612744.0,GSW,running reverse,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,3.67,Made,5.0,,,,,,,,,,,,,,
257,PT05M34.00S,2023-01-28T03:51:20.8Z,2,REGULAR,3pt,Jump Shot,[],1627832,27.020367936925098,9.803921568627452,1610612761,44,46,2023-01-28T03:51:25Z,2550000,False,201.0,201.0,1,left,MISS F. VanVleet 28' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,28.46,Missed,,,,,,,,,,,,,,,
258,PT05M32.00S,2023-01-28T03:51:22.8Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,44,46,2023-01-28T03:51:25Z,2560000,False,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,257.0,4.0,4.0,0.0,,,,,,,,,
260,PT05M26.00S,2023-01-28T03:51:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,89.04402102496715,49.26470588235294,1610612744,44,46,2023-01-28T03:51:36Z,2570000,False,-4.0,50.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,5.06,Missed,,,,,,,,,,,,,,,
261,PT05M26.00S,2023-01-28T03:51:31.9Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,44,46,2023-01-28T03:51:31Z,2580000,False,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,260.0,5.0,4.0,1.0,,,,,,,,,
262,PT05M26.00S,2023-01-28T03:51:35.5Z,2,REGULAR,foul,personal,[],1627832,,,1610612744,44,46,2023-01-28T03:51:44Z,2590000,False,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1626172]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202041.0,,,,,,,,1.0,0.0,Looney,1626172.0,,
264,PT05M17.00S,2023-01-28T03:52:01.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630228,71.17279894875165,76.47058823529412,1610612744,44,46,2023-01-28T03:52:05Z,2610000,False,132.0,218.0,1,right,MISS J. Kuminga 25' pullup 3PT,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,25.55,Missed,,,,,,,,,,,,,,,
265,PT05M14.00S,2023-01-28T03:52:04.1Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,44,46,2023-01-28T03:52:05Z,2620000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,
266,PT05M04.00S,2023-01-28T03:52:14.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,13.091327201051248,46.07843137254902,1610612761,44,48,2023-01-28T03:52:23Z,2630000,False,20.0,71.0,1,left,P. Siakam 7' driving floating Jump Shot (7 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,7.33,Made,7.0,,,,,,,,,,,,,,
267,PT05M04.00S,2023-01-28T03:52:18.3Z,2,REGULAR,foul,personal,['1freethrow'],1630228,,,1610612761,44,48,2023-01-28T03:53:20Z,2640000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Siakam 1 FT),"[1630228, 1627783]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Siakam,1627783.0,,
269,PT05M04.00S,2023-01-28T03:52:24.8Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,44,48,2023-01-28T03:54:20Z,2660000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M04.00S,2023-01-28T03:52:24.8Z,2,REGULAR,substitution,in,[],201152,,,1610612761,44,48,2023-01-28T03:54:20Z,2670000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M04.00S,2023-01-28T03:52:43.6Z,2,REGULAR,substitution,out,[],1630228,,,1610612761,44,48,2023-01-28T03:54:20Z,2680000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M04.00S,2023-01-28T03:52:43.6Z,2,REGULAR,substitution,in,[],203110,,,1610612761,44,48,2023-01-28T03:54:20Z,2690000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M04.00S,2023-01-28T03:52:55.2Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,44,48,2023-01-28T03:54:20Z,2700000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M04.00S,2023-01-28T03:52:55.2Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,44,48,2023-01-28T03:54:20Z,2710000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M04.00S,2023-01-28T03:53:21.5Z,2,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,44,49,2023-01-28T03:53:21Z,2720000,False,,,0,,P. Siakam Free Throw 1 of 1 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
276,PT04M53.00S,2023-01-28T03:53:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,91.27792378449409,42.40196078431372,1610612744,46,49,2023-01-28T03:53:37Z,2730000,False,-38.0,29.0,1,right,D. Green cutting Layup (2 PTS) (S. Curry 4 AST),"[203110, 201939]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,4.81,Made,2.0,,,,,,S. Curry,201939.0,4.0,,,,,,
278,PT04M35.00S,2023-01-28T03:53:52.1Z,2,REGULAR,3pt,Jump Shot,[],1628449,13.485545335085414,4.6568627450980395,1610612761,46,52,2023-01-28T03:53:56Z,2750000,False,227.0,74.0,1,left,C. Boucher 3PT  (4 PTS) (F. VanVleet 2 AST),"[1628449, 1627832]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,23.86,Made,4.0,,,,,,F. VanVleet,1627832.0,2.0,,,,,,
280,PT04M26.00S,2023-01-28T03:54:01.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.5407358738502,45.09803921568628,1610612744,48,52,2023-01-28T03:55:12Z,2770000,False,-25.0,27.0,1,right,J. Poole driving Layup (7 PTS) (S. Curry 5 AST),"[1629673, 201939]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,3.65,Made,7.0,,,,,,S. Curry,201939.0,5.0,,,,,,
282,PT04M11.00S,2023-01-28T03:54:15.7Z,2,REGULAR,3pt,Jump Shot,[],201152,9.411957950065702,2.2058823529411766,1610612761,48,52,2023-01-28T03:54:21Z,2790000,False,239.0,36.0,1,left,MISS T. Young 24' 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,24.17,Missed,,,,,,,,,,,,,,,
283,PT04M07.00S,2023-01-28T03:54:19.7Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,48,52,2023-01-28T03:55:00Z,2800000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,
284,PT03M59.00S,2023-01-28T03:54:28.6Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612744,48,52,2023-01-28T03:54:38Z,2810000,False,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 201152]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,2.0,Young,201152.0,,,,,,,,,,,,,,,,,
285,PT03M59.00S,2023-01-28T03:54:28.6Z,2,REGULAR,steal,,[],201152,,,1610612761,48,52,2023-01-28T03:54:31Z,2820000,False,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
286,PT03M55.00S,2023-01-28T03:54:35.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628449,11.251642575558476,48.03921568627451,1610612761,48,54,2023-01-28T03:54:55Z,2830000,False,10.0,53.0,1,left,C. Boucher driving floating Jump Shot (6 PTS),[1628449],1610612761.0,TOR,driving floating,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,5.42,Made,6.0,,,,,,,,,,,,,,
287,PT03M55.00S,2023-01-28T03:54:43.1Z,2,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612761,48,54,2023-01-28T03:54:51Z,2840000,False,,,0,,J. Poole shooting personal FOUL (2 PF) (Boucher 1 FT),"[1629673, 1628449]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,,,,,,,,2.0,0.0,Boucher,1628449.0,,
299,PT03M55.00S,2023-01-28T03:55:08.4Z,2,REGULAR,substitution,out,[],1629673,,,1610612761,48,54,2023-01-28T03:56:54Z,2855000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M55.00S,2023-01-28T03:55:08.4Z,2,REGULAR,substitution,in,[],1628978,,,1610612761,48,54,2023-01-28T03:56:54Z,2857500,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M55.00S,2023-01-28T03:55:09.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628449,,,1610612761,48,54,2023-01-28T03:57:17Z,2860000,False,,,0,,MISS C. Boucher Free Throw 1 of 1,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
290,PT03M51.00S,2023-01-28T03:55:13.5Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,48,54,2023-01-28T03:57:17Z,2870000,False,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,289.0,5.0,5.0,0.0,,,,,,,,,
291,PT03M48.00S,2023-01-28T03:55:10.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202691,70.90998685939553,73.2843137254902,1610612744,51,54,2023-01-28T03:55:15Z,2880000,False,116.0,221.0,1,right,K. Thompson 24' 3PT running pullup (9 PTS) (D. Green 4 AST),"[202691, 203110]",1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,24.97,Made,9.0,,,,,,D. Green,203110.0,4.0,,,,,,
293,PT03M30.00S,2023-01-28T03:55:28.5Z,2,REGULAR,3pt,Jump Shot,[],1627783,29.517082785808146,75.24509803921569,1610612761,51,54,2023-01-28T03:55:33Z,2900000,False,-126.0,225.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,25.8,Missed,,,,,,,,,,,,,,,
294,PT03M25.00S,2023-01-28T03:55:33.5Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,51,54,2023-01-28T03:55:33Z,2910000,False,,,0,,C. Boucher REBOUND (Off:3 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,,,293.0,6.0,3.0,3.0,,,,,,,,,
295,PT03M25.00S,2023-01-28T03:55:33.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,5.590000152587891,50.0,1610612761,51,54,2023-01-28T03:55:35Z,2920000,False,0.0,0.0,1,left,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
296,PT03M25.00S,2023-01-28T03:55:33.2Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,51,54,2023-01-28T03:55:35Z,2930000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,295.0,3.0,3.0,0.0,,,,,,,,,
297,PT03M15.00S,2023-01-28T03:55:42.8Z,2,REGULAR,2pt,Jump Shot,[],203110,92.32917214191852,31.372549019607842,1610612744,53,54,2023-01-28T03:55:46Z,2940000,False,-93.0,20.0,1,right,D. Green 9' floating Jump Shot (4 PTS) (D. DiVincenzo 4 AST),"[203110, 1628978]",1610612744.0,GSW,floating,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,9.51,Made,4.0,,,,,,D. DiVincenzo,1628978.0,4.0,,,,,,
301,PT03M05.00S,2023-01-28T03:55:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,10.85742444152431,43.627450980392155,1610612761,53,54,2023-01-28T03:56:01Z,2960000,False,32.0,50.0,1,left,MISS F. VanVleet driving Layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,5.9,Missed,,,,,,,,,,,,,,,
302,PT03M05.00S,2023-01-28T03:55:56.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,53,54,2023-01-28T03:56:01Z,2970000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,301.0,,,,,,,,,,,,
303,PT03M05.00S,2023-01-28T03:56:00.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612761,53,54,2023-01-28T03:56:06Z,2980000,False,,,0,,K. Looney loose ball personal FOUL (4 PF) (Boucher 2 FT),"[1626172, 1628449]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,4.0,0.0,Boucher,1628449.0,,
305,PT03M05.00S,2023-01-28T03:56:24.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,53,55,2023-01-28T03:56:24Z,3000000,False,,,0,,C. Boucher Free Throw 1 of 2 (7 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
306,PT03M05.00S,2023-01-28T03:56:26.0Z,2,REGULAR,substitution,out,[],1626172,,,1610612761,53,55,2023-01-28T03:56:28Z,3010000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M05.00S,2023-01-28T03:56:26.0Z,2,REGULAR,substitution,in,[],203210,,,1610612761,53,55,2023-01-28T03:56:28Z,3020000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M05.00S,2023-01-28T03:56:24.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,53,55,2023-01-28T03:56:44Z,3030000,False,,,0,,MISS C. Boucher Free Throw 2 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
309,PT03M03.00S,2023-01-28T03:56:26.8Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,53,55,2023-01-28T03:56:44Z,3040000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,308.0,2.0,1.0,1.0,,,,,,,,,
310,PT02M56.00S,2023-01-28T03:56:51.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201152,,,1610612744,53,55,2023-01-28T03:56:57Z,3050000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Curry 2 FT),"[201152, 201939]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,202041.0,,,,,,,,1.0,0.0,Curry,201939.0,,
312,PT02M56.00S,2023-01-28T03:57:04.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,53,55,2023-01-28T03:57:04Z,3070000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M56.00S,2023-01-28T04:00:04.6Z,2,REGULAR,substitution,out,[],1628449,,,1610612744,53,55,2023-01-28T04:00:06Z,3080000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M56.00S,2023-01-28T04:00:04.6Z,2,REGULAR,substitution,in,[],1630173,,,1610612744,53,55,2023-01-28T04:00:06Z,3090000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M56.00S,2023-01-28T04:00:11.6Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,54,55,2023-01-28T04:00:11Z,3100000,False,,,0,,S. Curry Free Throw 1 of 2 (14 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
316,PT02M56.00S,2023-01-28T04:00:24.6Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,55,55,2023-01-28T04:00:24Z,3110000,False,,,0,,S. Curry Free Throw 2 of 2 (15 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
317,PT02M36.00S,2023-01-28T04:00:47.7Z,2,REGULAR,turnover,bad pass,[],1627832,,,1610612761,55,55,2023-01-28T04:00:52Z,3120000,False,,,0,,F. VanVleet bad pass TURNOVER (3 TO),"[1627832, 202691]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,3.0,Thompson,202691.0,,,,,,,,,,,,,,,,,
318,PT02M36.00S,2023-01-28T04:00:47.7Z,2,REGULAR,steal,,[],202691,,,1610612744,55,55,2023-01-28T04:01:09Z,3130000,False,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
319,PT02M31.00S,2023-01-28T04:00:53.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202691,90.40735873850197,94.38572303921569,1610612744,58,55,2023-01-28T04:02:04Z,3140000,False,222.0,38.0,1,right,K. Thompson 3PT running (12 PTS) (D. DiVincenzo 5 AST),"[202691, 1628978]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,22.51,Made,12.0,,,,,,D. DiVincenzo,1628978.0,5.0,,,,,,
321,PT02M15.00S,2023-01-28T04:01:09.7Z,2,REGULAR,3pt,Jump Shot,[],1629018,32.276609724047304,43.627450980392155,1610612761,58,58,2023-01-28T04:01:15Z,3160000,False,32.0,251.0,1,left,G. Trent Jr. 25' 3PT  (10 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,25.29,Made,10.0,,,,,,P. Siakam,1627783.0,2.0,,,,,,
323,PT01M56.00S,2023-01-28T04:01:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,91.93495400788436,44.85294117647059,1610612744,60,58,2023-01-28T04:01:36Z,3180000,False,-26.0,23.0,1,right,D. DiVincenzo cutting Layup (7 PTS) (D. Green 5 AST),"[1628978, 203110]",1610612744.0,GSW,cutting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,3.47,Made,7.0,,,,,,D. Green,203110.0,5.0,,,,,,
325,PT01M47.00S,2023-01-28T04:01:37.2Z,2,REGULAR,3pt,Jump Shot,[],1627832,33.065045992115635,62.5,1610612761,60,58,2023-01-28T04:01:43Z,3200000,False,-62.0,258.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,26.58,Missed,,,,,,,,,,,,,,,
326,PT01M43.00S,2023-01-28T04:01:41.2Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,60,58,2023-01-28T04:01:43Z,3210000,False,,,0,,K. Thompson REBOUND (Off:0 Def:4),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,325.0,4.0,4.0,0.0,,,,,,,,,
327,PT01M39.00S,2023-01-28T04:01:45.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201939,92.59198423127464,60.049019607843135,1610612744,62,58,2023-01-28T04:01:50Z,3220000,False,50.0,17.0,1,right,S. Curry running reverse Layup (17 PTS) (D. DiVincenzo 6 AST),"[201939, 1628978]",1610612744.0,GSW,running reverse,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,5.3,Made,17.0,,,,,,D. DiVincenzo,1628978.0,6.0,,,,,,
329,PT01M21.00S,2023-01-28T04:02:03.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.427726675427067,47.30392156862745,1610612761,62,58,2023-01-28T04:02:09Z,3240000,False,13.0,111.0,1,left,MISS P. Siakam 11' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,11.21,Missed,,,,,,,,,,,,,,,
330,PT01M18.00S,2023-01-28T04:02:06.2Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,62,58,2023-01-28T04:02:09Z,3250000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,329.0,3.0,2.0,1.0,,,,,,,,,
331,PT01M08.00S,2023-01-28T04:02:16.4Z,2,REGULAR,3pt,Jump Shot,[],203210,92.72339027595268,4.901960784313726,1610612744,62,58,2023-01-28T04:02:20Z,3260000,False,-225.0,16.0,1,right,MISS J. Green 3PT,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,22.61,Missed,,,,,,,,,,,,,,,
332,PT01M04.00S,2023-01-28T04:02:20.4Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,62,58,2023-01-28T04:02:20Z,3270000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,,,,,,331.0,1.0,1.0,0.0,,,,,,,,,
333,PT00M52.40S,2023-01-28T04:02:32.1Z,2,REGULAR,2pt,Jump Shot,[],1629018,11.514454664914586,71.81372549019608,1610612761,62,60,2023-01-28T04:02:37Z,3280000,False,-109.0,56.0,1,left,G. Trent Jr. 12' step back Jump Shot (12 PTS) (P. Achiuwa 2 AST),"[1629018, 1630173]",1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,,,,12.25,Made,12.0,,,,,,P. Achiuwa,1630173.0,2.0,,,,,,
335,PT00M37.90S,2023-01-28T04:03:07.8Z,2,REGULAR,3pt,Jump Shot,[],202691,94.30026281208936,4.411764705882353,1610612744,62,60,2023-01-28T04:03:14Z,3300000,False,-228.0,1.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,22.79,Missed,,,,,,,,,,,,,,,
336,PT00M35.60S,2023-01-28T04:03:10.1Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,62,60,2023-01-28T04:03:31Z,3310000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,,,335.0,7.0,4.0,3.0,,,,,,,,,
337,PT00M20.30S,2023-01-28T04:03:25.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201152,9.017739816031538,61.51960784313726,1610612761,62,62,2023-01-28T04:03:31Z,3320000,False,-58.0,32.0,1,left,T. Young 6' turnaround Hook (2 PTS),[201152],1610612761.0,TOR,turnaround,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,6.6,Made,2.0,,,,,,,,,,,,,,
