actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
287,PT06M45.00S,2022-10-19T03:31:23.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,94.1688567674113,50.49019607843137,1610612747,39,33,2022-10-19T03:31:31Z,2840000,2.0,2.0,1,right,A. Davis running Layup (14 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,0.34,Made,14.0,,,,,,,,L. James,2544.0,1.0,,
289,PT06M38.00S,2022-10-19T03:31:32.7Z,2,REGULAR,foul,personal,['2freethrow'],2544,,,1610612744,39,33,2022-10-19T03:31:41Z,2860000,,,0,,L. James shooting personal FOUL (2 PF) (Wiseman 2 FT),"[2544, 1630164]",1610612747.0,LAL,shooting,,,James,L. James,,,,,Restricted Area,0-8 Center,202053.0,2.0,0.0,Wiseman,1630164.0,,,,,,,,,,,,,,,
291,PT06M38.00S,2022-10-19T03:32:04.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630164,,,1610612744,39,33,2022-10-19T03:33:02Z,2880000,,,0,,MISS J. Wiseman Free Throw 1 of 2,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
292,PT06M38.00S,2022-10-19T03:32:04.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,39,33,2022-10-19T03:33:02Z,2890000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,291.0,,,,,,,,,,,
293,PT06M38.00S,2022-10-19T03:32:05.3Z,2,REGULAR,substitution,out,[],1629022,,,1610612744,39,33,2022-10-19T03:32:28Z,2900000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT06M38.00S,2022-10-19T03:32:05.3Z,2,REGULAR,substitution,out,[],2544,,,1610612744,39,33,2022-10-19T03:32:28Z,2910000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT06M38.00S,2022-10-19T03:32:05.3Z,2,REGULAR,substitution,in,[],201566,,,1610612744,39,33,2022-10-19T03:32:28Z,2920000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT06M38.00S,2022-10-19T03:32:05.3Z,2,REGULAR,substitution,in,[],1629134,,,1610612744,39,33,2022-10-19T03:32:28Z,2930000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT06M38.00S,2022-10-19T03:32:42.0Z,2,REGULAR,substitution,out,[],1628978,,,1610612744,39,33,2022-10-19T03:32:47Z,2940000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT06M38.00S,2022-10-19T03:32:42.0Z,2,REGULAR,substitution,in,[],203110,,,1610612744,39,33,2022-10-19T03:32:47Z,2950000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT06M38.00S,2022-10-19T03:32:04.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630164,,,1610612744,39,33,2022-10-19T03:33:02Z,2960000,,,0,,MISS J. Wiseman Free Throw 2 of 2,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
302,PT06M36.00S,2022-10-19T03:32:06.5Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,39,33,2022-10-19T03:33:02Z,2970000,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,301.0,4.0,4.0,0.0,,,,,,,,
303,PT06M26.00S,2022-10-19T03:33:10.5Z,2,REGULAR,3pt,Jump Shot,[],203076,69.99014454664915,29.901960784313726,1610612747,39,33,2022-10-19T03:35:14Z,2980000,-100.0,230.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,25.06,Missed,,,,,,,,,,,,,
304,PT06M22.00S,2022-10-19T03:33:14.5Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,39,33,2022-10-19T03:33:18Z,2990000,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,,,,303.0,1.0,1.0,0.0,,,,,,,,
305,PT06M11.00S,2022-10-19T03:33:25.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,4.28712220762155,54.41176470588235,1610612744,39,33,2022-10-19T03:33:31Z,3000000,-22.0,-12.0,1,left,MISS S. Curry cutting Layup,[201939],1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,2.52,Missed,,,,,,,,,,,,,
306,PT06M11.00S,2022-10-19T03:33:25.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,39,33,2022-10-19T03:33:31Z,3010000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,305.0,,,,,,,,,,,
308,PT06M11.00S,2022-10-19T03:33:32.2Z,2,REGULAR,substitution,out,[],1630164,,,1610612744,39,33,2022-10-19T03:33:35Z,3030000,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT06M11.00S,2022-10-19T03:33:32.2Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,39,33,2022-10-19T03:33:35Z,3040000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT06M09.00S,2022-10-19T03:33:54.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630541,7.30946123521682,48.03921568627451,1610612744,41,33,2022-10-19T03:33:58Z,3050000,10.0,16.0,1,left,M. Moody cutting DUNK (5 PTS) (S. Curry 4 AST),"[1630541, 201939]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,1.89,Made,5.0,,,,,,,,S. Curry,201939.0,4.0,,
312,PT05M48.00S,2022-10-19T03:34:14.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203076,88.38699080157687,49.50980392156863,1610612747,41,33,2022-10-19T03:34:21Z,3070000,-2.0,57.0,1,right,MISS A. Davis turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.68,Missed,,,,,,,,,,,,,
313,PT05M46.00S,2022-10-19T03:34:16.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,41,33,2022-10-19T03:34:26Z,3080000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,312.0,,,,,,,,,,,
314,PT05M46.00S,2022-10-19T03:34:27.0Z,2,REGULAR,foul,personal,[],201976,,,1610612744,41,33,2022-10-19T03:34:39Z,3090000,,,0,,P. Beverley loose ball personal FOUL (3 PF),"[201976, 1630541]",1610612747.0,LAL,loose ball,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,1146.0,3.0,0.0,Moody,1630541.0,,,,,,,,,,,,,,,
316,PT05M46.00S,2022-10-19T03:34:37.2Z,2,REGULAR,substitution,out,[],201976,,,1610612744,41,33,2022-10-19T03:34:39Z,3110000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT05M46.00S,2022-10-19T03:34:37.2Z,2,REGULAR,substitution,in,[],1630559,,,1610612744,41,33,2022-10-19T03:34:39Z,3120000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT05M36.00S,2022-10-19T03:34:47.5Z,2,REGULAR,3pt,Jump Shot,[],1630541,6.258212877792378,95.34313725490196,1610612744,41,33,2022-10-19T03:34:55Z,3130000,-227.0,6.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,,,,,,22.68,Missed,,,,,,,,,,,,,
319,PT05M33.00S,2022-10-19T03:34:50.5Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,41,33,2022-10-19T03:34:52Z,3140000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,,,,,,318.0,3.0,3.0,0.0,,,,,,,,
320,PT05M29.00S,2022-10-19T03:34:55.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203076,71.82982917214193,18.627450980392158,1610612747,41,33,2022-10-19T03:36:47Z,3150000,-157.0,212.0,1,right,MISS A. Davis 26' running 3PT,[203076],1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,26.4,Missed,,,,,,,,,,,,,
321,PT05M27.00S,2022-10-19T03:34:57.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,41,33,2022-10-19T03:35:05Z,3160000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,320.0,,,,,,,,,,,
323,PT05M27.00S,2022-10-19T03:35:04.0Z,2,REGULAR,substitution,out,[],1630346,,,1610612744,41,33,2022-10-19T03:35:09Z,3180000,,,0,,SUB out: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT05M27.00S,2022-10-19T03:35:04.0Z,2,REGULAR,substitution,in,[],1629308,,,1610612744,41,33,2022-10-19T03:35:09Z,3190000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT05M15.00S,2022-10-19T03:35:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.258212877792378,51.470588235294116,1610612744,43,33,2022-10-19T03:37:12Z,3200000,-7.0,6.0,1,left,S. Curry driving Layup (6 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,0.97,Made,6.0,,,,,,,,,,,,
326,PT04M59.00S,2022-10-19T03:35:45.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,87.86136662286465,40.68627450980392,1610612747,43,35,2022-10-19T03:35:55Z,3210000,-47.0,62.0,1,right,R. Westbrook 7' turnaround fadeaway bank Jump Shot (4 PTS),[201566],1610612747.0,LAL,turnaround fadeaway bank,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.72,Made,4.0,,,,,,,,,,,,
328,PT04M47.00S,2022-10-19T03:35:58.7Z,2,REGULAR,3pt,Jump Shot,[],203952,23.340998685939553,14.705882352941178,1610612744,43,35,2022-10-19T03:36:05Z,3230000,176.0,167.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,24.29,Missed,,,,,,,,,,,,,
329,PT04M43.00S,2022-10-19T03:36:02.7Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,43,35,2022-10-19T03:36:05Z,3240000,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,328.0,4.0,4.0,0.0,,,,,,,,
330,PT04M40.00S,2022-10-19T03:36:05.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,93.38042049934296,48.529411764705884,1610612747,43,37,2022-10-19T03:36:10Z,3250000,-7.0,10.0,1,right,R. Westbrook running Layup (6 PTS),[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,1.22,Made,6.0,,,,,,,,,,,,
331,PT04M39.00S,2022-10-19T03:36:12.1Z,2,REGULAR,foul,personal,['1freethrow'],201566,,,1610612744,43,37,2022-10-19T03:37:13Z,3260000,,,0,,R. Westbrook away-from-play personal FOUL (1 PF) (Wiggins 1 FT),"[201566, 203952]",1610612747.0,LAL,away-from-play,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1146.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
333,PT04M39.00S,2022-10-19T03:37:14.2Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,44,37,2022-10-19T03:37:14Z,3280000,,,0,,S. Curry away-from-play Free Throw 1 of 1 (7 PTS),[201939],1610612744.0,GSW,away-from-play,,,Curry,S. Curry,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
334,PT04M39.00S,2022-10-19T03:37:21.7Z,2,REGULAR,substitution,out,[],1630541,,,1610612747,44,37,2022-10-19T03:37:31Z,3290000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT04M39.00S,2022-10-19T03:37:21.7Z,2,REGULAR,substitution,out,[],1626172,,,1610612747,44,37,2022-10-19T03:37:31Z,3300000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT04M39.00S,2022-10-19T03:37:21.7Z,2,REGULAR,substitution,in,[],1629673,,,1610612747,44,37,2022-10-19T03:37:31Z,3310000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT04M39.00S,2022-10-19T03:37:21.7Z,2,REGULAR,substitution,in,[],202691,,,1610612747,44,37,2022-10-19T03:37:31Z,3320000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT04M30.00S,2022-10-19T03:37:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,5.601182654402102,47.549019607843135,1610612744,46,37,2022-10-19T03:37:48Z,3330000,12.0,0.0,1,left,S. Curry cutting Layup (9 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,1.23,Made,9.0,,,,,,,,D. Green,203110.0,1.0,,
340,PT04M17.00S,2022-10-19T03:37:51.4Z,2,REGULAR,3pt,Jump Shot,[],1629134,71.69842312746385,75.98039215686273,1610612747,46,37,2022-10-19T03:37:57Z,3350000,130.0,214.0,1,right,MISS K. Nunn 24' step back 3PT,[1629134],1610612747.0,LAL,step back,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Right Center,,,,,,24.99,Missed,,,,,,,,,,,,,
341,PT04M16.00S,2022-10-19T03:37:52.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,46,37,2022-10-19T03:37:57Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,340.0,,,,,,,,,,,
342,PT04M16.00S,2022-10-19T03:37:56.4Z,2,REGULAR,foul,personal,[],202691,,,1610612747,46,37,2022-10-19T03:38:11Z,3370000,,,0,,K. Thompson loose ball personal FOUL (1 PF),"[202691, 1629308]",1610612744.0,GSW,loose ball,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,1146.0,1.0,0.0,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,
344,PT04M08.00S,2022-10-19T03:38:21.3Z,2,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612747,46,37,2022-10-19T03:38:32Z,3390000,,,0,,J. Toscano-Anderson lost ball out-of-bounds TURNOVER (1 TO),[1629308],1610612747.0,LAL,lost ball,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,1.0,,,,,,,
345,PT04M03.00S,2022-10-19T03:38:32.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,5.732588699080158,51.225490196078425,1610612744,48,37,2022-10-19T03:38:38Z,3400000,-6.0,1.0,1,left,S. Curry cutting Layup (11 PTS) (J. Poole 3 AST),"[201939, 1629673]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,0.63,Made,11.0,,,,,,,,J. Poole,1629673.0,3.0,,
347,PT04M03.00S,2022-10-19T03:38:36.2Z,2,REGULAR,foul,personal,['1freethrow'],1630559,,,1610612744,48,37,2022-10-19T03:38:50Z,3420000,,,0,,A. Reaves shooting personal FOUL (1 PF) (Curry 1 FT),"[1630559, 201939]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1146.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
349,PT04M03.00S,2022-10-19T03:38:51.3Z,2,REGULAR,substitution,out,[],203076,,,1610612744,48,37,2022-10-19T03:39:02Z,3440000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT04M03.00S,2022-10-19T03:38:51.3Z,2,REGULAR,substitution,out,[],1630559,,,1610612744,48,37,2022-10-19T03:39:02Z,3450000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT04M03.00S,2022-10-19T03:38:51.3Z,2,REGULAR,substitution,in,[],1629022,,,1610612744,48,37,2022-10-19T03:39:02Z,3460000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT04M03.00S,2022-10-19T03:38:51.3Z,2,REGULAR,substitution,in,[],2544,,,1610612744,48,37,2022-10-19T03:39:02Z,3470000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT04M03.00S,2022-10-19T03:39:07.5Z,2,REGULAR,substitution,out,[],1629308,,,1610612744,48,37,2022-10-19T03:39:18Z,3480000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT04M03.00S,2022-10-19T03:39:07.5Z,2,REGULAR,substitution,in,[],203076,,,1610612744,48,37,2022-10-19T03:39:18Z,3490000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT04M03.00S,2022-10-19T03:39:19.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],201939,,,1610612744,49,37,2022-10-19T03:39:19Z,3500000,,,0,,S. Curry Free Throw 1 of 1 (12 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
356,PT03M53.00S,2022-10-19T03:39:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.24901445466492,51.71568627450981,1610612747,49,39,2022-10-19T03:39:33Z,3510000,9.0,11.0,1,right,L. James cutting Layup (9 PTS) (R. Westbrook 3 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,1.4,Made,9.0,,,,,,,,R. Westbrook,201566.0,3.0,,
358,PT03M38.00S,2022-10-19T03:39:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.1268068331143235,48.28431372549019,1610612744,51,39,2022-10-19T03:39:46Z,3530000,9.0,5.0,1,left,D. Green cutting Layup (2 PTS) (J. Poole 4 AST),"[203110, 1629673]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,1.0,Made,2.0,,,,,,,,J. Poole,1629673.0,4.0,,
361,PT03M22.00S,2022-10-19T03:40:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.40932982917214,50.49019607843137,1610612747,51,39,2022-10-19T03:40:16Z,3560000,2.0,28.0,1,right,MISS A. Davis cutting Layup,[203076],1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,2.84,Missed,,,,,,,,,,,,,
362,PT03M19.00S,2022-10-19T03:40:14.8Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,51,39,2022-10-19T03:40:16Z,3570000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,361.0,2.0,2.0,0.0,,,,,,,,
363,PT03M16.00S,2022-10-19T03:40:17.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202691,23.603810775295663,88.72549019607843,1610612744,51,39,2022-10-19T03:41:40Z,3580000,-194.0,169.0,1,left,MISS K. Thompson 25' running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,25.72,Missed,,,,,,,,,,,,,
364,PT03M13.00S,2022-10-19T03:40:20.0Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,51,39,2022-10-19T03:40:24Z,3590000,,,0,,R. Westbrook REBOUND (Off:0 Def:5),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,363.0,5.0,5.0,0.0,,,,,,,,
366,PT02M54.00S,2022-10-19T03:40:48.9Z,2,REGULAR,turnover,bad pass,[],1629134,,,1610612747,51,39,2022-10-19T03:44:43Z,3610000,,,0,,K. Nunn bad pass TURNOVER (2 TO),"[1629134, 202691]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Thompson,202691.0,,,,,
367,PT02M54.00S,2022-10-19T03:40:48.9Z,2,REGULAR,steal,,[],202691,,,1610612744,51,39,2022-10-19T03:40:50Z,3620000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
368,PT02M48.00S,2022-10-19T03:40:54.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201939,10.988830486202366,5.147058823529411,1610612744,51,39,2022-10-19T03:45:03Z,3630000,224.0,51.0,1,left,MISS S. Curry running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,,,23.0,Missed,,,,,,,,,,,,,
369,PT02M44.00S,2022-10-19T03:40:58.9Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,51,39,2022-10-19T03:43:04Z,3640000,,,0,,L. James REBOUND (Off:0 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,,,,368.0,6.0,6.0,0.0,,,,,,,,
370,PT02M38.00S,2022-10-19T03:41:05.2Z,2,REGULAR,3pt,Jump Shot,[],203076,93.77463863337714,5.147058823529411,1610612747,51,39,2022-10-19T03:41:09Z,3650000,-224.0,6.0,1,right,MISS A. Davis 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,22.44,Missed,,,,,,,,,,,,,
371,PT02M35.00S,2022-10-19T03:41:07.5Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,51,39,2022-10-19T03:41:07Z,3660000,,,0,,L. James REBOUND (Off:1 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,,,,,370.0,7.0,6.0,1.0,,,,,,,,
372,PT02M34.00S,2022-10-19T03:41:08.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,89.04402102496715,49.01960784313725,1610612747,51,39,2022-10-19T03:41:14Z,3670000,-5.0,50.0,1,right,MISS L. James putback Layup,[2544],1610612747.0,LAL,putback,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.07,Missed,,,,,,,,,,,,,
373,PT02M34.00S,2022-10-19T03:41:08.7Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,51,39,2022-10-19T03:41:14Z,3680000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,372.0,2.0,2.0,0.0,,,,,,,,
374,PT02M27.00S,2022-10-19T03:41:15.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,15.982260183968464,54.65686274509803,1610612744,53,39,2022-10-19T03:45:51Z,3690000,-23.0,98.0,1,left,K. Thompson 10' pullup Jump Shot (4 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.04,Made,4.0,,,,,,,,,,,,
375,PT02M17.00S,2022-10-19T03:41:32.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,53,39,2022-10-19T03:41:32Z,3700000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT02M17.00S,2022-10-19T03:44:38.5Z,2,REGULAR,substitution,out,[],1629134,,,1610612747,53,39,2022-10-19T03:44:49Z,3710000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT02M17.00S,2022-10-19T03:44:38.5Z,2,REGULAR,substitution,in,[],1630346,,,1610612747,53,39,2022-10-19T03:44:49Z,3720000,,,0,,SUB in: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
