actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
275,PT04M31.00S,2022-10-22T02:59:28.8Z,2,REGULAR,rebound,offensive,[],202691,,,1610612744,43,58,2022-10-22T02:59:31Z,2730000,,,0,,K. Thompson REBOUND (Off:1 Def:0),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,274.0,1.0,0.0,1.0,,,,,,,,,,
276,PT04M30.00S,2022-10-22T02:59:30.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,66.17936925098554,39.21568627450981,1610612744,46,58,2022-10-22T02:59:34Z,2740000,-54.0,265.0,1,right,K. Thompson 27' 3PT  (5 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,27.08,Made,5.0,,,,,,,,,,,,,,,,,
277,PT04M17.00S,2022-10-22T02:59:41.8Z,2,REGULAR,3pt,Jump Shot,[],203484,28.728646517739815,15.196078431372548,1610612743,46,58,2022-10-22T02:59:47Z,2750000,174.0,218.0,1,left,MISS K. Caldwell-Pope 27' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,27.85,Missed,,,,,,,,,,,,,,,,,,
278,PT04M14.00S,2022-10-22T02:59:44.8Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,46,58,2022-10-22T02:59:47Z,2760000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,277.0,2.0,2.0,0.0,,,,,,,,,,
279,PT04M07.00S,2022-10-22T02:59:52.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,66.17936925098554,50.98039215686274,1610612744,46,58,2022-10-22T02:59:57Z,2770000,5.0,265.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
280,PT04M05.00S,2022-10-22T02:59:54.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,46,58,2022-10-22T02:59:57Z,2780000,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,,,279.0,6.0,5.0,1.0,,,,,,,,,,
281,PT04M00.00S,2022-10-22T02:59:59.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,9.280551905387648,54.41176470588235,1610612743,46,58,2022-10-22T03:00:05Z,2790000,-22.0,35.0,1,left,MISS K. Caldwell-Pope Layup,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
282,PT03M58.00S,2022-10-22T03:00:01.3Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,46,58,2022-10-22T03:00:05Z,2800000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,281.0,3.0,3.0,0.0,,,,,,,,,,
283,PT03M54.00S,2022-10-22T03:00:05.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,66.70499342969777,69.85294117647058,1610612744,46,58,2022-10-22T03:00:14Z,2810000,99.0,260.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
284,PT03M52.00S,2022-10-22T03:00:07.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,46,58,2022-10-22T03:00:14Z,2820000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,283.0,,,,,,,,,,,,,
286,PT03M52.00S,2022-10-22T03:00:11.7Z,2,REGULAR,substitution,out,[],203110,,,1610612744,46,58,2022-10-22T03:00:16Z,2840000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M52.00S,2022-10-22T03:00:11.7Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,46,58,2022-10-22T03:00:16Z,2850000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M52.00S,2022-10-22T03:00:20.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,46,58,2022-10-22T03:00:20Z,2860000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M40.00S,2022-10-22T03:04:18.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626172,83.26215505913272,41.42156862745098,1610612744,46,58,2022-10-22T03:04:23Z,2870000,-43.0,105.0,1,right,MISS K. Looney 11' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,11.32,Missed,,,,,,,,,,,,,,,,,,
290,PT03M37.00S,2022-10-22T03:04:21.9Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,46,58,2022-10-22T03:04:23Z,2880000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,289.0,4.0,4.0,0.0,,,,,,,,,,
291,PT03M20.00S,2022-10-22T03:04:38.0Z,2,REGULAR,2pt,Jump Shot,[],203999,5.863994743758213,19.11764705882353,1610612743,46,60,2022-10-22T03:04:42Z,2890000,154.0,3.0,1,left,N. Jokic 15' Jump Shot (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,15.44,Made,8.0,,,,,,,,,,,,,,,,,
292,PT03M05.00S,2022-10-22T03:04:53.9Z,2,REGULAR,3pt,Jump Shot,[],202691,71.96123521681997,86.27450980392157,1610612744,46,60,2022-10-22T03:05:01Z,2900000,181.0,211.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,27.83,Missed,,,,,,,,,,,,,,,,,,
293,PT03M02.00S,2022-10-22T03:04:56.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,46,60,2022-10-22T03:05:01Z,2910000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,292.0,,,,,,,,,,,,,
295,PT02M51.00S,2022-10-22T03:05:17.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612743,46,60,2022-10-22T03:05:25Z,2930000,,,0,,K. Looney personal FOUL (3 PF) (Jokic 2 FT),"[1626172, 203999]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627961.0,,3.0,0.0,Jokic,203999.0,,,,
297,PT02M51.00S,2022-10-22T03:05:51.0Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,46,61,2022-10-22T03:05:51Z,2950000,,,0,,N. Jokic Free Throw 1 of 2 (9 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
298,PT02M51.00S,2022-10-22T03:05:51.7Z,2,REGULAR,substitution,out,[],1626172,,,1610612743,46,61,2022-10-22T03:05:55Z,2960000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M51.00S,2022-10-22T03:05:51.7Z,2,REGULAR,substitution,in,[],203210,,,1610612743,46,61,2022-10-22T03:05:55Z,2970000,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M51.00S,2022-10-22T03:06:11.5Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,46,62,2022-10-22T03:06:11Z,2980000,,,0,,N. Jokic Free Throw 2 of 2 (10 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
301,PT02M37.00S,2022-10-22T03:06:27.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203952,86.81011826544021,45.34313725490196,1610612744,46,62,2022-10-22T03:23:53Z,2990000,-23.0,71.0,1,right,MISS A. Wiggins 7' turnaround Hook,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
302,PT02M35.00S,2022-10-22T03:06:29.5Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,46,62,2022-10-22T03:06:32Z,3000000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,301.0,1.0,1.0,0.0,,,,,,,,,,
303,PT02M30.00S,2022-10-22T03:06:34.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,7.440867279894875,56.61764705882353,1610612743,46,64,2022-10-22T03:19:42Z,3010000,-33.0,17.0,1,left,B. Brown running Layup (8 PTS),[1628971],1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.74,Made,8.0,,,,,,,,,,,,,,,,,
304,PT02M17.00S,2022-10-22T03:06:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.01511169513797,59.80392156862745,1610612744,48,64,2022-10-22T03:06:50Z,3020000,49.0,32.0,1,right,S. Curry Layup (11 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,5.85,Made,11.0,,,,,,,,,,,,,,,,,
305,PT01M54.00S,2022-10-22T03:07:09.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,9.017739816031538,52.69607843137255,1610612743,48,66,2022-10-22T03:25:40Z,3030000,-13.0,32.0,1,left,M. Porter Jr. cutting DUNK (11 PTS) (A. Gordon 2 AST),"[1629008, 203932]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.5,Made,11.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,,,
307,PT01M44.00S,2022-10-22T03:07:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.46057818659659,42.8921568627451,1610612744,50,66,2022-10-22T03:07:25Z,3050000,-36.0,18.0,1,right,S. Curry Layup (13 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,4.0,Made,13.0,,,,,,,,,,,,,,,,,
308,PT01M23.00S,2022-10-22T03:07:41.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203210,,,1610612743,50,66,2022-10-22T03:15:02Z,3060000,,,0,,J. Green shooting personal FOUL (2 PF) (Jokic 2 FT),"[203210, 203999]",1610612744.0,GSW,shooting,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,204058.0,,2.0,0.0,Jokic,203999.0,,,,
310,PT01M23.00S,2022-10-22T03:08:18.5Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,50,67,2022-10-22T03:15:13Z,3080000,,,0,,N. Jokic Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
313,PT01M23.00S,2022-10-22T03:08:18.5Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,50,68,2022-10-22T03:15:13Z,3110000,,,0,,N. Jokic Free Throw 2 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
311,PT01M23.00S,2022-10-22T03:08:19.5Z,2,REGULAR,substitution,out,[],1629008,,,1610612744,50,68,2022-10-22T03:15:23Z,3115000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M23.00S,2022-10-22T03:08:19.5Z,2,REGULAR,substitution,in,[],1631128,,,1610612744,50,68,2022-10-22T03:15:23Z,3117500,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M18.00S,2022-10-22T03:08:49.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202691,95.6143232588699,96.56862745098039,1610612744,50,68,2022-10-22T03:08:56Z,3120000,233.0,-11.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
315,PT01M14.00S,2022-10-22T03:08:53.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,50,68,2022-10-22T03:08:53Z,3130000,,,0,,N. Jokic REBOUND (Off:1 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Right Corner 3,24+ Right,,,,,,,314.0,7.0,6.0,1.0,,,,,,,,,,
316,PT01M07.00S,2022-10-22T03:09:02.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612743,50,68,2022-10-22T03:09:09Z,3140000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Jokic 2 FT),"[203952, 203999]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,,1.0,0.0,Jokic,203999.0,,,,
318,PT01M07.00S,2022-10-22T03:09:29.8Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,50,69,2022-10-22T03:09:29Z,3160000,,,0,,N. Jokic Free Throw 1 of 2 (13 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
319,PT01M07.00S,2022-10-22T03:09:52.2Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,50,70,2022-10-22T03:09:52Z,3170000,,,0,,N. Jokic Free Throw 2 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
320,PT00M49.70S,2022-10-22T03:10:12.9Z,2,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612744,50,70,2022-10-22T03:10:24Z,3180000,,,0,,C. Braun shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1631128, 203952]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,1.0,0.0,Wiggins,203952.0,,,,
322,PT00M49.70S,2022-10-22T03:10:41.2Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,51,70,2022-10-22T03:11:17Z,3200000,,,0,,A. Wiggins Free Throw 1 of 2 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
323,PT00M49.70S,2022-10-22T03:10:41.2Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,52,70,2022-10-22T03:11:17Z,3210000,,,0,,A. Wiggins Free Throw 2 of 2 (10 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
324,PT00M37.00S,2022-10-22T03:11:20.2Z,2,REGULAR,3pt,Jump Shot,[],203932,27.020367936925098,83.57843137254902,1610612743,52,70,2022-10-22T03:11:24Z,3220000,-168.0,201.0,1,left,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,,
325,PT00M34.40S,2022-10-22T03:11:22.8Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,52,70,2022-10-22T03:11:24Z,3230000,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,324.0,2.0,1.0,1.0,,,,,,,,,,
326,PT00M20.10S,2022-10-22T03:11:37.1Z,2,REGULAR,turnover,bad pass,[],202691,,,1610612744,52,70,2022-10-22T03:11:42Z,3240000,,,0,,K. Thompson bad pass TURNOVER (2 TO),"[202691, 203484]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,Caldwell-Pope,203484.0,,
327,PT00M20.10S,2022-10-22T03:11:37.1Z,2,REGULAR,steal,,[],203484,,,1610612743,52,70,2022-10-22T03:11:40Z,3250000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
328,PT00M16.20S,2022-10-22T03:11:40.9Z,2,REGULAR,turnover,lost ball,[],203484,,,1610612743,52,70,2022-10-22T03:11:45Z,3260000,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 1629673]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,Poole,1629673.0,,
329,PT00M16.20S,2022-10-22T03:11:40.9Z,2,REGULAR,steal,,[],1629673,,,1610612744,52,70,2022-10-22T03:12:51Z,3270000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
330,PT00M00.30S,2022-10-22T03:11:57.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203952,91.01511169513797,96.32352941176471,1610612744,52,70,2022-10-22T03:12:24Z,3280000,232.0,32.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,23.38,Missed,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2022-10-22T03:11:57.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,52,70,2022-10-22T03:12:24Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,330.0,,,,,,,,,,,,,
332,PT00M00.00S,2022-10-22T03:12:05.0Z,2,REGULAR,period,end,[],0,,,1610612744,52,70,2022-10-22T03:12:05Z,3300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-10-22T03:26:30.9Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,52,70,2022-10-22T03:27:09Z,3310000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-10-22T03:26:30.9Z,3,REGULAR,substitution,out,['startperiod'],203210,,,1610612744,52,70,2022-10-22T03:27:09Z,3320000,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-10-22T03:26:30.9Z,3,REGULAR,substitution,out,['startperiod'],1631128,,,1610612744,52,70,2022-10-22T03:27:09Z,3330000,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-10-22T03:26:30.9Z,3,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,52,70,2022-10-22T03:27:09Z,3340000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-10-22T03:26:30.9Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,52,70,2022-10-22T03:27:09Z,3350000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-10-22T03:26:30.9Z,3,REGULAR,substitution,in,['startperiod'],1629008,,,1610612744,52,70,2022-10-22T03:27:09Z,3360000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-10-22T03:27:30.1Z,3,REGULAR,period,start,[],0,,,1610612744,52,70,2022-10-22T03:27:30Z,3370000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M46.00S,2022-10-22T03:27:43.2Z,3,REGULAR,2pt,Jump Shot,[],202691,24.655059132720105,39.705882352941174,1610612744,52,70,2022-10-22T03:27:48Z,3380000,51.0,179.0,1,left,MISS K. Thompson 18' Jump Shot,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,18.65,Missed,,,,,,,,,,,,,,,,,,
341,PT11M43.00S,2022-10-22T03:27:46.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,52,70,2022-10-22T03:27:48Z,3390000,,,0,,N. Jokic REBOUND (Off:1 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,,,,,,,340.0,8.0,7.0,1.0,,,,,,,,,,
342,PT11M25.00S,2022-10-22T03:28:03.8Z,3,REGULAR,3pt,Jump Shot,[],203932,76.03482260183968,12.745098039215685,1610612743,52,70,2022-10-22T03:28:09Z,3400000,-186.0,173.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
343,PT11M22.00S,2022-10-22T03:28:06.8Z,3,REGULAR,rebound,offensive,[],203484,,,1610612743,52,70,2022-10-22T03:28:09Z,3410000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,342.0,2.0,1.0,1.0,,,,,,,,,,
344,PT11M12.00S,2022-10-22T03:28:16.4Z,3,REGULAR,turnover,lost ball,[],203932,,,1610612743,52,70,2022-10-22T03:28:20Z,3420000,,,0,,A. Gordon lost ball TURNOVER (3 TO),"[203932, 203110]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,3.0,,,,,Green,203110.0,,
345,PT11M12.00S,2022-10-22T03:28:16.4Z,3,REGULAR,steal,,[],203110,,,1610612744,52,70,2022-10-22T03:28:17Z,3430000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
346,PT11M04.00S,2022-10-22T03:28:24.6Z,3,REGULAR,foul,personal,['3freethrow'],203484,,,1610612744,52,70,2022-10-22T03:28:32Z,3440000,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Curry 3 FT),"[203484, 201939]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2004.0,,2.0,0.0,Curry,201939.0,,,,
348,PT11M04.00S,2022-10-22T03:28:59.4Z,3,REGULAR,freethrow,1 of 3,['fromturnover'],201939,,,1610612744,53,70,2022-10-22T03:28:59Z,3460000,,,0,,S. Curry Free Throw 1 of 3 (14 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
349,PT11M04.00S,2022-10-22T03:29:13.7Z,3,REGULAR,freethrow,2 of 3,['fromturnover'],201939,,,1610612744,54,70,2022-10-22T03:29:13Z,3470000,,,0,,S. Curry Free Throw 2 of 3 (15 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
350,PT11M04.00S,2022-10-22T03:29:29.9Z,3,REGULAR,freethrow,3 of 3,['fromturnover'],201939,,,1610612744,55,70,2022-10-22T03:29:29Z,3480000,,,0,,S. Curry Free Throw 3 of 3 (16 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
351,PT10M49.00S,2022-10-22T03:29:48.0Z,3,REGULAR,3pt,Jump Shot,[],1629008,78.0059132720105,7.8431372549019605,1610612743,55,73,2022-10-22T03:29:58Z,3490000,-211.0,154.0,1,right,M. Porter Jr. 26' 3PT step back (14 PTS) (A. Gordon 3 AST),"[1629008, 203932]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.12,Made,14.0,A. Gordon,203932.0,3.0,,,,,,,,,,,,,,
353,PT10M38.00S,2022-10-22T03:29:58.6Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203952,9.149145860709593,15.686274509803921,1610612744,55,73,2022-10-22T03:35:08Z,3510000,172.0,34.0,1,left,MISS A. Wiggins 17' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right,17.48,Missed,,,,,,,,,,,,,,,,,,
354,PT10M36.00S,2022-10-22T03:30:00.6Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,55,73,2022-10-22T03:30:03Z,3520000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,,,,353.0,5.0,5.0,0.0,,,,,,,,,,
355,PT10M29.00S,2022-10-22T03:30:08.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,70.64717477003943,79.41176470588235,1610612743,55,73,2022-10-22T03:30:17Z,3530000,147.0,223.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.75,Missed,,,,,,,,,,,,,,,,,,
356,PT10M27.00S,2022-10-22T03:30:10.2Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,55,73,2022-10-22T03:30:17Z,3540000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,355.0,4.0,4.0,0.0,,,,,,,,,,
