actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M43.00S,2023-02-27T00:47:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,90.3580814717477,46.81372549019608,1610612744,0,2,2023-02-27T00:47:17Z,160000,False,-16.0,38.0,1,right,MISS J. Kuminga driving Layup,[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,4.13,Missed,,,,,,,,,,,,,,,
17,PT10M41.00S,2023-02-27T00:47:13.4Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,0,2,2023-02-27T00:47:17Z,170000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M34.00S,2023-02-27T00:47:20.1Z,1,REGULAR,3pt,Jump Shot,[],201144,5.124835742444152,96.83670343137256,1610612750,0,5,2023-02-27T00:47:29Z,180000,False,-234.0,-4.0,1,left,M. Conley 3PT  (3 PTS) (A. Edwards 1 AST),"[201144, 1630162]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,,23.42,Made,3.0,,,,,,,,,,A. Edwards,1630162.0,1.0,,
20,PT10M16.00S,2023-02-27T00:47:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,91.27792378449409,53.431372549019606,1610612744,0,5,2023-02-27T00:47:56Z,200000,False,17.0,29.0,1,right,MISS K. Looney Layup - blocked,"[1626172, 1629675]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,3.41,Missed,,,,,,,,,,,,,,Reid,1629675.0
21,PT10M16.00S,2023-02-27T00:47:41.8Z,1,REGULAR,block,,[],1629675,,,1610612744,0,5,2023-02-27T00:47:43Z,210000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M14.00S,2023-02-27T00:47:43.8Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,0,5,2023-02-27T00:47:56Z,220000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,
23,PT10M10.00S,2023-02-27T00:47:44.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629675,8.360709592641262,50.245098039215684,1610612750,0,7,2023-02-27T00:47:52Z,230000,False,-1.0,26.0,1,left,N. Reid running DUNK (2 PTS) (M. Conley 1 AST),"[1629675, 201144]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,2.61,Made,2.0,,,,,,,,,,M. Conley,201144.0,1.0,,
25,PT09M55.00S,2023-02-27T00:47:59.2Z,1,REGULAR,2pt,Jump Shot,[],202691,70.51576872536137,42.8921568627451,1610612744,2,7,2023-02-27T00:48:05Z,250000,False,-36.0,225.0,1,right,K. Thompson 22' pullup Jump Shot (2 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,,22.75,Made,2.0,,,,,,,,,,,,,,
26,PT09M43.00S,2023-02-27T00:48:11.3Z,1,REGULAR,3pt,Jump Shot,[],1629675,28.991458607095925,79.16666666666666,1610612750,2,7,2023-02-27T00:48:14Z,260000,False,-146.0,220.0,1,left,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,26.39,Missed,,,,,,,,,,,,,,,
27,PT09M41.00S,2023-02-27T00:48:13.3Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,2,7,2023-02-27T00:48:14Z,270000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M37.00S,2023-02-27T00:48:20.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,2,7,2023-02-27T00:48:20Z,280000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M26.00S,2023-02-27T00:51:57.2Z,1,REGULAR,2pt,Jump Shot,[],1630228,94.43166885676742,17.15686274509804,1610612744,4,7,2023-02-27T00:52:45Z,290000,False,-164.0,0.0,1,right,J. Kuminga 16' pullup Jump Shot (2 PTS) (D. DiVincenzo 1 AST),"[1630228, 1628978]",1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Left,,,,16.42,Made,2.0,,,,,,,,,,D. DiVincenzo,1628978.0,1.0,,
31,PT09M07.00S,2023-02-27T00:52:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.703679369250986,45.588235294117645,1610612750,4,9,2023-02-27T00:52:20Z,310000,False,22.0,20.0,1,left,N. Reid driving Layup (4 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,2.97,Made,4.0,,,,,,,,,,,,,,
32,PT08M59.00S,2023-02-27T00:52:28.4Z,1,REGULAR,foul,personal,[],1629675,,,1610612744,4,9,2023-02-27T00:52:36Z,320000,False,,,0,,N. Reid personal FOUL (1 PF),"[1629675, 1630228]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627541.0,1.0,0.0,Kuminga,1630228.0,,,,,
34,PT08M54.00S,2023-02-27T00:52:51.0Z,1,REGULAR,3pt,Jump Shot,[],202691,66.44218134034165,54.41176470588235,1610612744,4,9,2023-02-27T00:52:55Z,340000,False,22.0,263.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,26.38,Missed,,,,,,,,,,,,,,,
35,PT08M51.00S,2023-02-27T00:52:54.0Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,4,9,2023-02-27T00:52:55Z,350000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,34.0,3.0,3.0,0.0,,,,,,,,,,
36,PT08M43.00S,2023-02-27T00:53:01.4Z,1,REGULAR,3pt,Jump Shot,[],1629675,25.969119579500656,82.1078431372549,1610612750,4,12,2023-02-27T00:53:05Z,360000,False,-161.0,192.0,1,left,N. Reid 24' 3PT  (7 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,24.99,Made,7.0,,,,,,,,,,A. Edwards,1630162.0,2.0,,
38,PT08M25.00S,2023-02-27T00:53:19.8Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612744,4,12,2023-02-27T00:53:23Z,380000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1629675]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,1.0,Reid,1629675.0,,,,,,,,,,,,,,,,,
39,PT08M25.00S,2023-02-27T00:53:19.8Z,1,REGULAR,steal,,[],1629675,,,1610612750,4,12,2023-02-27T00:53:21Z,390000,False,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M18.00S,2023-02-27T00:53:26.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629675,8.09789750328515,55.14705882352941,1610612750,4,14,2023-02-27T00:54:09Z,400000,False,-26.0,24.0,1,left,N. Reid running Layup (9 PTS) (K. Anderson 1 AST),"[1629675, 203937]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,3.49,Made,9.0,,,,,,,,,,K. Anderson,203937.0,1.0,,
42,PT08M07.00S,2023-02-27T00:53:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.85479632063075,48.28431372549019,1610612744,6,14,2023-02-27T00:53:43Z,420000,False,-9.0,15.0,1,right,K. Looney cutting Layup (2 PTS) (K. Thompson 1 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,1.7,Made,2.0,,,,,,,,,,K. Thompson,202691.0,1.0,,
44,PT08M07.00S,2023-02-27T00:53:42.1Z,1,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612744,6,14,2023-02-27T00:53:48Z,440000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Looney 1 FT),"[1630183, 1626172]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,1.0,0.0,Looney,1626172.0,,,,,
46,PT08M07.00S,2023-02-27T00:53:58.1Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,6,14,2023-02-27T00:54:09Z,460000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M07.00S,2023-02-27T00:53:58.1Z,1,REGULAR,substitution,in,[],1629660,,,1610612744,6,14,2023-02-27T00:54:09Z,470000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M07.00S,2023-02-27T00:54:17.1Z,1,REGULAR,freethrow,1 of 1,[],1626172,,,1610612744,7,14,2023-02-27T00:54:17Z,480000,False,,,0,,K. Looney Free Throw 1 of 1 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
49,PT07M48.00S,2023-02-27T00:54:37.3Z,1,REGULAR,3pt,Jump Shot,[],1630183,33.065045992115635,48.77450980392157,1610612750,7,17,2023-02-27T00:54:41Z,490000,False,6.0,258.0,1,left,J. McDaniels 25' 3PT  (5 PTS) (N. Reid 1 AST),"[1630183, 1629675]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,25.84,Made,5.0,,,,,,,,,,N. Reid,1629675.0,1.0,,
51,PT07M38.00S,2023-02-27T00:54:47.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,72.22404730617609,17.401960784313726,1610612744,7,17,2023-02-27T00:54:53Z,510000,False,-163.0,209.0,1,right,MISS D. DiVincenzo 26' pullup 3PT,[1628978],1610612744.0,GSW,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,26.47,Missed,,,,,,,,,,,,,,,
52,PT07M35.00S,2023-02-27T00:54:50.9Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,7,17,2023-02-27T00:54:53Z,520000,False,,,0,,N. Reid REBOUND (Off:0 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,51.0,4.0,4.0,0.0,,,,,,,,,,
53,PT07M23.00S,2023-02-27T00:55:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1629660,,,1610612750,7,17,2023-02-27T00:55:10Z,530000,False,,,0,,T. Jerome shooting personal FOUL (1 PF) (Reid 2 FT),"[1629660, 1629675]",1610612744.0,GSW,shooting,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1146.0,1.0,0.0,Reid,1629675.0,,,,,
55,PT07M23.00S,2023-02-27T00:55:28.0Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,7,18,2023-02-27T00:55:47Z,550000,False,,,0,,N. Reid Free Throw 1 of 2 (10 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
56,PT07M23.00S,2023-02-27T00:55:28.0Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,7,18,2023-02-27T00:55:47Z,560000,False,,,0,,MISS N. Reid Free Throw 2 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
57,PT07M21.00S,2023-02-27T00:55:30.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,7,18,2023-02-27T00:55:47Z,570000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,
58,PT07M12.00S,2023-02-27T00:55:57.5Z,1,REGULAR,foul,personal,[],1630183,,,1610612744,7,18,2023-02-27T00:56:06Z,580000,False,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 202691]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1146.0,2.0,0.0,Thompson,202691.0,,,,,
60,PT07M12.00S,2023-02-27T00:56:06.7Z,1,REGULAR,substitution,out,[],1630183,,,1610612744,7,18,2023-02-27T00:56:10Z,600000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M12.00S,2023-02-27T00:56:06.7Z,1,REGULAR,substitution,in,[],1629638,,,1610612744,7,18,2023-02-27T00:56:10Z,610000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M02.00S,2023-02-27T00:56:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,91.59001314060447,47.03584558823529,1610612744,7,18,2023-02-27T01:21:59Z,615000,False,-15.0,27.0,1,right,MISS J. Kuminga driving Layup - blocked,"[1630228, 1630162]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,,,,,,Edwards,1630162.0
219,PT07M02.00S,2023-02-27T00:56:23.9Z,1,REGULAR,block,,[],1630162,,,1610612744,7,18,2023-02-27T01:21:59Z,617500,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
220,PT07M01.00S,2023-02-27T00:56:24.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,7,18,2023-02-27T01:22:09Z,618750,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,218.0,,,,,,,,,,,,,
63,PT07M00.00S,2023-02-27T00:56:57.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,77.21747700394218,9.313725490196079,1610612744,7,18,2023-02-27T01:21:59Z,630000,False,-203.0,162.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,25.98,Missed,,,,,,,,,,,,,,,
64,PT06M58.00S,2023-02-27T00:56:59.4Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,7,18,2023-02-27T00:57:17Z,640000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,
65,PT06M49.00S,2023-02-27T00:57:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,4.28712220762155,62.99019607843137,1610612750,7,18,2023-02-27T00:57:15Z,650000,False,-65.0,-12.0,1,left,MISS A. Edwards 6' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,6.61,Missed,,,,,,,,,,,,,,,
66,PT06M47.00S,2023-02-27T00:57:10.6Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,7,18,2023-02-27T00:57:23Z,660000,False,,,0,,N. Reid REBOUND (Off:1 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,65.0,5.0,4.0,1.0,,,,,,,,,,
67,PT06M45.00S,2023-02-27T00:57:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,5.590000152587891,50.0,1610612750,7,20,2023-02-27T00:57:11Z,670000,False,0.0,0.0,1,left,N. Reid tip Layup (12 PTS),[1629675],1610612750.0,MIN,tip,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,0.0,Made,12.0,,,,,,,,,,,,,,
68,PT06M30.00S,2023-02-27T00:57:28.8Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612744,7,20,2023-02-27T00:57:37Z,680000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Thompson 2 FT),"[203937, 202691]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,1.0,0.0,Thompson,202691.0,,,,,
70,PT06M30.00S,2023-02-27T00:57:59.4Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,8,20,2023-02-27T00:57:59Z,700000,False,,,0,,K. Thompson Free Throw 1 of 2 (3 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
71,PT06M30.00S,2023-02-27T00:58:00.1Z,1,REGULAR,substitution,out,[],1628978,,,1610612744,8,20,2023-02-27T00:58:05Z,710000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M30.00S,2023-02-27T00:58:00.1Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,8,20,2023-02-27T00:58:05Z,720000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M30.00S,2023-02-27T00:58:00.1Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,8,20,2023-02-27T00:58:05Z,730000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M30.00S,2023-02-27T00:58:00.1Z,1,REGULAR,substitution,in,[],1630237,,,1610612744,8,20,2023-02-27T00:58:05Z,740000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M30.00S,2023-02-27T00:58:24.1Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,9,20,2023-02-27T00:58:24Z,750000,False,,,0,,K. Thompson Free Throw 2 of 2 (4 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
76,PT06M23.00S,2023-02-27T00:58:32.0Z,1,REGULAR,3pt,Jump Shot,[],1629638,29.38567674113009,76.7156862745098,1610612750,9,23,2023-02-27T00:58:36Z,760000,False,-134.0,224.0,1,left,N. Alexander-Walker 26' 3PT step back (3 PTS),[1629638],1610612750.0,MIN,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,26.06,Made,3.0,,,,,,,,,,,,,,
77,PT06M10.00S,2023-02-27T00:58:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.14651773981603,55.392156862745104,1610612744,9,23,2023-02-27T00:59:10Z,770000,False,27.0,31.0,1,right,MISS J. Poole driving Layup - blocked,"[1629673, 1629638]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,4.09,Missed,,,,,,,,,,,,,,Alexander-Walker,1629638.0
78,PT06M10.00S,2023-02-27T00:58:49.7Z,1,REGULAR,block,,[],1629638,,,1610612744,9,23,2023-02-27T00:58:51Z,780000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT06M09.00S,2023-02-27T00:58:50.7Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612744,9,23,2023-02-27T00:59:10Z,790000,False,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,77.0,1.0,0.0,1.0,,,,,,,,,,
80,PT06M07.00S,2023-02-27T00:58:53.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612744,9,23,2023-02-27T00:59:02Z,800000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Looney 2 FT),"[1629638, 1626172]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,1.0,0.0,Looney,1626172.0,,,,,
82,PT06M07.00S,2023-02-27T00:59:15.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,10,23,2023-02-27T00:59:39Z,820000,False,,,0,,K. Looney Free Throw 1 of 2 (4 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
83,PT06M07.00S,2023-02-27T00:59:16.7Z,1,REGULAR,substitution,out,[],203937,,,1610612744,10,23,2023-02-27T00:59:21Z,830000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
