actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
174,PT10M59.00S,2022-10-28T02:39:37.0Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,32,30,2022-10-28T02:39:37Z,1740000,,,0,,A. Wiggins Free Throw 1 of 2 (6 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
175,PT10M59.00S,2022-10-28T02:39:55.2Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,33,30,2022-10-28T02:39:55Z,1750000,,,0,,A. Wiggins Free Throw 2 of 2 (7 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
176,PT10M52.00S,2022-10-28T02:40:07.7Z,2,REGULAR,foul,personal,['2freethrow'],203210,,,1610612748,33,30,2022-10-28T02:40:13Z,1760000,,,0,,J. Green shooting personal FOUL (1 PF) (Adebayo 2 FT),"[203210, 1628389]",1610612744.0,GSW,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,1.0,0.0,Adebayo,1628389.0,,
178,PT10M52.00S,2022-10-28T02:40:33.4Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,33,31,2022-10-28T02:40:33Z,1780000,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
179,PT10M52.00S,2022-10-28T02:40:53.6Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,33,32,2022-10-28T02:40:53Z,1790000,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
180,PT10M37.00S,2022-10-28T02:41:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,94.21813403416557,57.52144607843137,1610612744,33,32,2022-10-28T02:41:21Z,1800000,38.0,2.0,1,right,MISS K. Looney reverse Layup,[1626172],1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
181,PT10M35.00S,2022-10-28T02:41:15.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,33,32,2022-10-28T02:41:21Z,1810000,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,180.0,2.0,1.0,1.0,,,,,,,,,,,,,,
182,PT10M31.00S,2022-10-28T02:41:19.5Z,2,REGULAR,foul,personal,['3freethrow'],1629673,,,1610612748,33,32,2022-10-28T02:41:28Z,1820000,,,0,,J. Poole shooting personal FOUL (1 PF) (Vincent 3 FT),"[1629673, 1629216]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,203593.0,1.0,0.0,Vincent,1629216.0,,
184,PT10M31.00S,2022-10-28T02:41:48.6Z,2,REGULAR,freethrow,1 of 3,['fastbreak'],1629216,,,1610612748,33,32,2022-10-28T02:41:48Z,1840000,,,0,,MISS G. Vincent Free Throw 1 of 3,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
185,PT10M31.00S,2022-10-28T02:41:48.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,33,32,2022-10-28T02:41:48Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,
186,PT10M31.00S,2022-10-28T02:42:01.9Z,2,REGULAR,freethrow,2 of 3,['fastbreak'],1629216,,,1610612748,33,33,2022-10-28T02:42:01Z,1860000,,,0,,G. Vincent Free Throw 2 of 3 (1 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
187,PT10M31.00S,2022-10-28T02:42:13.9Z,2,REGULAR,freethrow,3 of 3,['fastbreak'],1629216,,,1610612748,33,34,2022-10-28T02:42:13Z,1870000,,,0,,G. Vincent Free Throw 3 of 3 (2 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
188,PT10M14.00S,2022-10-28T02:42:33.1Z,2,REGULAR,3pt,Jump Shot,[],203952,63.9454664914586,37.00980392156863,1610612744,36,34,2022-10-28T02:42:38Z,1880000,-65.0,286.0,1,right,A. Wiggins 29' 3PT  (10 PTS) (J. Poole 2 AST),"[203952, 1629673]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,29.37,Made,,,,,10.0,J. Poole,1629673.0,2.0,,,,,,,,,,
190,PT09M54.00S,2022-10-28T02:42:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,9.017739816031538,58.82352941176471,1610612748,36,34,2022-10-28T02:42:58Z,1900000,-44.0,32.0,1,left,MISS C. Martin cutting Layup,[1628997],1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
191,PT09M52.00S,2022-10-28T02:42:55.0Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,36,34,2022-10-28T02:42:58Z,1910000,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,,
192,PT09M49.00S,2022-10-28T02:42:58.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630541,91.59001314060447,54.20113357843137,1610612744,36,34,2022-10-28T02:45:58Z,1920000,21.0,27.0,1,right,MISS M. Moody running Layup - blocked,"[1630541, 1628389]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,,,,,,,,Adebayo,1628389.0
193,PT09M49.00S,2022-10-28T02:42:58.2Z,2,REGULAR,block,,[],1628389,,,1610612744,36,34,2022-10-28T02:43:00Z,1930000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT09M45.00S,2022-10-28T02:43:02.2Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,36,34,2022-10-28T02:43:03Z,1940000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
195,PT09M38.00S,2022-10-28T02:43:08.6Z,2,REGULAR,3pt,Jump Shot,[],1629622,33.327858081471746,65.44117647058823,1610612748,36,34,2022-10-28T02:43:13Z,1950000,-77.0,261.0,1,left,MISS M. Strus 27' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,27.2,Missed,,,,,,,,,,,,,,,,,,
196,PT09M35.00S,2022-10-28T02:43:11.6Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,36,34,2022-10-28T02:43:11Z,1960000,,,0,,B. Adebayo REBOUND (Off:2 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,195.0,3.0,1.0,2.0,,,,,,,,,,,,,,
197,PT09M24.00S,2022-10-28T02:43:23.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629130,11.514454664914586,29.901960784313726,1610612748,36,34,2022-10-28T02:46:37Z,1970000,100.0,56.0,1,left,MISS D. Robinson 11' driving floating bank Shot,[1629130],1610612748.0,MIA,driving floating bank,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,11.49,Missed,,,,,,,,,,,,,,,,,,
198,PT09M21.00S,2022-10-28T02:43:26.3Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,36,34,2022-10-28T02:43:30Z,1980000,,,0,,K. Looney REBOUND (Off:0 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,197.0,6.0,6.0,0.0,,,,,,,,,,,,,,
199,PT09M15.00S,2022-10-28T02:43:34.8Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612744,36,34,2022-10-28T02:43:58Z,1990000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1629130, 203952]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,2534.0,1.0,0.0,Wiggins,203952.0,,
201,PT09M15.00S,2022-10-28T02:44:03.4Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,37,34,2022-10-28T02:44:03Z,2010000,,,0,,A. Wiggins Free Throw 1 of 2 (11 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
202,PT09M15.00S,2022-10-28T02:44:25.8Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,38,34,2022-10-28T02:44:25Z,2020000,,,0,,A. Wiggins Free Throw 2 of 2 (12 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
203,PT09M02.00S,2022-10-28T02:44:40.7Z,2,REGULAR,3pt,Jump Shot,[],1629130,26.888961892247043,13.480392156862745,1610612748,38,34,2022-10-28T02:44:46Z,2030000,183.0,200.0,1,left,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,27.1,Missed,,,,,,,,,,,,,,,,,,
204,PT08M57.00S,2022-10-28T02:44:45.7Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,38,34,2022-10-28T02:44:46Z,2040000,,,0,,B. Adebayo REBOUND (Off:3 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,203.0,4.0,1.0,3.0,,,,,,,,,,,,,,
205,PT08M47.00S,2022-10-28T02:44:55.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,33.459264126149804,68.38235294117648,1610612748,38,37,2022-10-28T02:45:00Z,2050000,-92.0,262.0,1,left,C. Martin 27' 3PT pullup (5 PTS) (D. Robinson 1 AST),"[1628997, 1629130]",1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,27.77,Made,,,,,5.0,D. Robinson,1629130.0,1.0,,,,,,,,,,
207,PT08M35.00S,2022-10-28T02:45:07.7Z,2,REGULAR,3pt,Jump Shot,[],1630541,70.38436268068331,18.872549019607842,1610612744,38,37,2022-10-28T02:45:13Z,2070000,-156.0,226.0,1,right,MISS M. Moody 27' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,27.43,Missed,,,,,,,,,,,,,,,,,,
208,PT08M31.00S,2022-10-28T02:45:11.7Z,2,REGULAR,rebound,defensive,[],1629216,,,1610612748,38,37,2022-10-28T02:45:13Z,2080000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,,
209,PT08M30.00S,2022-10-28T02:45:13.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629622,8.360709592641262,41.911764705882355,1610612748,38,39,2022-10-28T02:48:48Z,2090000,40.0,26.0,1,left,M. Strus running DUNK (5 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,,5.0,G. Vincent,1629216.0,2.0,,,,,,,,,,
211,PT08M30.00S,2022-10-28T02:45:21.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,38,39,2022-10-28T02:45:21Z,2110000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M30.00S,2022-10-28T02:47:46.0Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,38,39,2022-10-28T02:48:09Z,2120000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M30.00S,2022-10-28T02:47:46.0Z,2,REGULAR,substitution,in,[],201939,,,1610612744,38,39,2022-10-28T02:48:09Z,2130000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M12.00S,2022-10-28T02:48:38.2Z,2,REGULAR,3pt,Jump Shot,[],1630541,69.59592641261499,16.666666666666664,1610612744,41,39,2022-10-28T02:48:43Z,2140000,-167.0,233.0,1,right,M. Moody 28' 3PT  (3 PTS) (K. Looney 3 AST),"[1630541, 1626172]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,28.67,Made,,,,,3.0,K. Looney,1626172.0,3.0,,,,,,,,,,
216,PT07M56.00S,2022-10-28T02:48:53.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629622,9.280551905387648,49.01960784313725,1610612748,41,41,2022-10-28T02:48:59Z,2160000,5.0,35.0,1,left,M. Strus cutting DUNK (7 PTS) (B. Adebayo 1 AST),"[1629622, 1628389]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,3.5,Made,,,,,7.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
218,PT07M35.00S,2022-10-28T02:49:14.5Z,2,REGULAR,3pt,Jump Shot,[],201939,64.60249671484888,67.64705882352942,1610612744,41,41,2022-10-28T02:49:19Z,2180000,88.0,280.0,1,right,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,29.38,Missed,,,,,,,,,,,,,,,,,,
219,PT07M32.00S,2022-10-28T02:49:17.5Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,41,41,2022-10-28T02:49:19Z,2190000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,218.0,3.0,2.0,1.0,,,,,,,,,,,,,,
220,PT07M32.00S,2022-10-28T02:49:18.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,94.40999984741211,50.0,1610612744,43,41,2022-10-28T02:49:18Z,2200000,0.0,0.0,1,right,A. Wiggins putback Layup (14 PTS),[203952],1610612744.0,GSW,putback,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,14.0,,,,,,,,,,,,,
221,PT07M15.00S,2022-10-28T02:49:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,13.485545335085414,45.83333333333333,1610612748,43,41,2022-10-28T02:50:21Z,2210000,21.0,74.0,1,left,MISS D. Robinson 7' driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
222,PT07M14.00S,2022-10-28T02:49:35.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,43,41,2022-10-28T02:49:43Z,2220000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,221.0,,,,,,,,,,,,,,,,,
224,PT07M14.00S,2022-10-28T02:49:39.9Z,2,REGULAR,substitution,out,[],1629216,,,1610612744,43,41,2022-10-28T02:49:47Z,2240000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M14.00S,2022-10-28T02:49:39.9Z,2,REGULAR,substitution,in,[],200768,,,1610612744,43,41,2022-10-28T02:49:47Z,2250000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M03.00S,2022-10-28T02:50:04.1Z,2,REGULAR,3pt,Jump Shot,[],203210,94.30026281208936,95.58823529411765,1610612744,43,41,2022-10-28T02:50:08Z,2260000,228.0,1.0,1,right,MISS J. Green 3PT,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
227,PT06M59.00S,2022-10-28T02:50:08.1Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,43,41,2022-10-28T02:50:08Z,2270000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,226.0,1.0,1.0,0.0,,,,,,,,,,,,,,
228,PT06M39.00S,2022-10-28T02:50:27.7Z,2,REGULAR,3pt,Jump Shot,[],1629130,24.129434954007884,10.784313725490197,1610612748,43,41,2022-10-28T02:50:34Z,2280000,196.0,174.0,1,left,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
229,PT06M36.00S,2022-10-28T02:50:30.7Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,43,41,2022-10-28T02:50:34Z,2290000,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,228.0,4.0,3.0,1.0,,,,,,,,,,,,,,
230,PT06M26.00S,2022-10-28T02:50:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,89.04402102496715,52.94117647058824,1610612744,45,41,2022-10-28T02:50:45Z,2300000,15.0,50.0,1,right,K. Looney cutting Layup (4 PTS) (M. Moody 1 AST),"[1626172, 1630541]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,5.26,Made,,,,,4.0,M. Moody,1630541.0,1.0,,,,,,,,,,
232,PT06M17.00S,2022-10-28T02:50:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,13.87976346911958,46.81372549019608,1610612748,45,43,2022-10-28T02:50:53Z,2320000,16.0,78.0,1,left,B. Adebayo 7' fadeaway Jump Shot (10 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.96,Made,,,,,10.0,,,,,,,,,,,,,
233,PT06M09.00S,2022-10-28T02:50:57.7Z,2,REGULAR,3pt,Jump Shot,[],1630541,93.24901445466492,4.411764705882353,1610612744,48,43,2022-10-28T02:51:04Z,2330000,-228.0,11.0,1,right,M. Moody 3PT  (6 PTS) (A. Wiggins 2 AST),"[1630541, 203952]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,22.82,Made,,,,,6.0,A. Wiggins,203952.0,2.0,,,,,,,,,,
235,PT05M57.00S,2022-10-28T02:51:13.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,48,43,2022-10-28T02:51:13Z,2350000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,out,[],203210,,,1610612748,48,43,2022-10-28T02:54:01Z,2360000,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,out,[],203952,,,1610612748,48,43,2022-10-28T02:54:01Z,2370000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,48,43,2022-10-28T02:54:01Z,2380000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,48,43,2022-10-28T02:54:01Z,2390000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,48,43,2022-10-28T02:54:01Z,2400000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,in,[],202691,,,1610612748,48,43,2022-10-28T02:54:01Z,2410000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,in,[],203110,,,1610612748,48,43,2022-10-28T02:54:01Z,2420000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,in,[],202710,,,1610612748,48,43,2022-10-28T02:54:01Z,2430000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,48,43,2022-10-28T02:54:01Z,2440000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M57.00S,2022-10-28T02:51:19.8Z,2,REGULAR,substitution,in,[],1631107,,,1610612748,48,43,2022-10-28T02:54:01Z,2450000,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M44.00S,2022-10-28T02:54:20.9Z,2,REGULAR,2pt,Jump Shot,[],1631107,23.209592641261498,58.08823529411765,1610612748,48,45,2022-10-28T02:54:25Z,2460000,-40.0,166.0,1,left,N. Jovic 17' Jump Shot (2 PTS) (K. Lowry 3 AST),"[1631107, 200768]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,16-24 Center,17.06,Made,,,,,2.0,K. Lowry,200768.0,3.0,,,,,,,,,,
248,PT05M27.00S,2022-10-28T02:54:38.0Z,2,REGULAR,3pt,Jump Shot,[],201939,68.67608409986859,68.13725490196079,1610612744,51,45,2022-10-28T02:54:42Z,2480000,91.0,242.0,1,right,S. Curry 25' 3PT  (10 PTS) (D. Green 3 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.83,Made,,,,,10.0,D. Green,203110.0,3.0,,,,,,,,,,
250,PT05M05.00S,2022-10-28T02:55:00.2Z,2,REGULAR,3pt,Jump Shot,[],202710,13.091327201051248,5.147058823529411,1610612748,51,48,2022-10-28T02:55:08Z,2500000,224.0,71.0,1,left,J. Butler 3PT  (12 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,23.51,Made,,,,,12.0,,,,,,,,,,,,,
251,PT04M56.00S,2022-10-28T02:55:10.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203110,91.14651773981603,50.0,1610612744,53,48,2022-10-28T02:55:17Z,2510000,0.0,31.0,1,right,D. Green driving DUNK (6 PTS) (S. Curry 3 AST),"[203110, 201939]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,6.0,S. Curry,201939.0,3.0,,,,,,,,,,
253,PT04M56.00S,2022-10-28T02:55:14.6Z,2,REGULAR,foul,personal,['1freethrow'],200768,,,1610612744,53,48,2022-10-28T02:55:36Z,2530000,,,0,,K. Lowry shooting personal FOUL (2 PF) (Green 1 FT),"[200768, 203110]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203593.0,2.0,0.0,Green,203110.0,,
255,PT04M56.00S,2022-10-28T02:55:28.6Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,53,48,2022-10-28T02:55:34Z,2550000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M56.00S,2022-10-28T02:55:28.6Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,53,48,2022-10-28T02:55:34Z,2560000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M56.00S,2022-10-28T02:55:28.6Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,53,48,2022-10-28T02:55:34Z,2570000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M56.00S,2022-10-28T02:55:28.6Z,2,REGULAR,substitution,in,[],203952,,,1610612744,53,48,2022-10-28T02:55:34Z,2580000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M56.00S,2022-10-28T02:55:50.5Z,2,REGULAR,freethrow,1 of 1,[],203110,,,1610612744,53,48,2022-10-28T02:55:54Z,2590000,,,0,,MISS D. Green Free Throw 1 of 1,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
260,PT04M54.00S,2022-10-28T02:55:52.5Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,53,48,2022-10-28T02:55:54Z,2600000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,259.0,1.0,1.0,0.0,,,,,,,,,,,,,,
