actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
40,PT08M10.00S,2022-12-29T03:15:14.8Z,1,REGULAR,3pt,Jump Shot,[],1628978,35.8245729303548,36.51960784313725,1610612744,10,8,2022-12-29T03:15:18Z,400000,False,67.0,284.0,1,left,D. DiVincenzo 29' 3PT  (6 PTS) (K. Looney 1 AST),"[1628978, 1626172]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,29.22,Made,,,,,,,6.0,K. Looney,1626172.0,1.0,,,,,,,,
42,PT07M57.00S,2022-12-29T03:15:32.7Z,1,REGULAR,foul,personal,[],1628978,,,1610612762,10,8,2022-12-29T03:15:41Z,420000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 1628374]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,202041.0,,,,,,1.0,0.0,Markkanen,1628374.0,,,,
44,PT07M49.00S,2022-12-29T03:15:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,91.27792378449409,56.372549019607845,1610612762,10,8,2022-12-29T03:19:11Z,440000,False,32.0,29.0,1,right,MISS L. Markkanen cutting Layup,[1628374],1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
45,PT07M47.00S,2022-12-29T03:16:00.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,8,2022-12-29T03:16:03Z,450000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT07M42.00S,2022-12-29T03:16:05.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,6.652431011826544,94.6078431372549,1610612744,10,8,2022-12-29T03:19:53Z,460000,False,-223.0,10.0,1,left,MISS J. Poole running 3PT,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,22.32,Missed,,,,,,,,,,,,,,,,,,
47,PT07M38.00S,2022-12-29T03:16:09.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,10,8,2022-12-29T03:31:52Z,470000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,46.0,3.0,3.0,0.0,,,,,,,,,,,,,,
48,PT07M34.00S,2022-12-29T03:16:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.32917214191852,60.29411764705882,1610612762,10,10,2022-12-29T03:22:04Z,480000,False,51.0,20.0,1,right,J. Clarkson driving Layup (2 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,,,,,,,2.0,,,,,,,,,,,
49,PT07M07.00S,2022-12-29T03:16:41.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,10,10,2022-12-29T03:16:52Z,490000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,202053.0,,,,,,,,,,,,,
50,PT06M57.00S,2022-12-29T03:17:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629020,90.88370565045992,41.911764705882355,1610612762,10,12,2022-12-29T03:17:10Z,500000,False,-40.0,33.0,1,right,J. Vanderbilt cutting Layup (4 PTS) (M. Conley 2 AST),"[1629020, 201144]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,,,,,,,4.0,M. Conley,201144.0,2.0,,,,,,,,
52,PT06M38.00S,2022-12-29T03:17:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,25.04927726675427,84.06862745098039,1610612744,10,12,2022-12-29T03:17:28Z,520000,False,-170.0,183.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
53,PT06M35.00S,2022-12-29T03:17:27.1Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,10,12,2022-12-29T03:17:28Z,530000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,
54,PT06M23.00S,2022-12-29T03:17:39.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,69.85873850197109,73.2843137254902,1610612762,10,15,2022-12-29T03:17:45Z,540000,False,116.0,231.0,1,right,L. Markkanen 25' 3PT  (9 PTS) (K. Olynyk 2 AST),"[1628374, 203482]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,,,,9.0,K. Olynyk,203482.0,2.0,,,,,,,,
56,PT06M21.00S,2022-12-29T03:17:43.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,15,2022-12-29T03:17:43Z,560000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M21.00S,2022-12-29T03:20:10.0Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,10,15,2022-12-29T03:20:33Z,570000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M21.00S,2022-12-29T03:20:10.0Z,1,REGULAR,substitution,out,[],1628374,,,1610612744,10,15,2022-12-29T03:20:33Z,580000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M21.00S,2022-12-29T03:20:10.0Z,1,REGULAR,substitution,out,[],1629020,,,1610612744,10,15,2022-12-29T03:20:33Z,590000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M21.00S,2022-12-29T03:20:10.0Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,10,15,2022-12-29T03:20:33Z,600000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M21.00S,2022-12-29T03:20:10.0Z,1,REGULAR,substitution,in,[],1631117,,,1610612744,10,15,2022-12-29T03:20:33Z,610000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M21.00S,2022-12-29T03:20:10.0Z,1,REGULAR,substitution,in,[],1629012,,,1610612744,10,15,2022-12-29T03:20:33Z,620000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M10.00S,2022-12-29T03:20:47.4Z,1,REGULAR,2pt,Jump Shot,[],1629673,21.369908015768726,25.0,1610612744,12,15,2022-12-29T03:20:51Z,630000,False,125.0,148.0,1,left,J. Poole 19' pullup Jump Shot (4 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,19.4,Made,,,,,,,4.0,,,,,,,,,,,
64,PT05M56.00S,2022-12-29T03:21:01.0Z,1,REGULAR,3pt,Jump Shot,[],201144,66.17936925098554,42.8921568627451,1610612762,12,18,2022-12-29T03:23:57Z,640000,False,-36.0,265.0,1,right,M. Conley 26' 3PT step back (3 PTS),[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,26.78,Made,,,,,,,3.0,,,,,,,,,,,
65,PT05M35.00S,2022-12-29T03:21:22.1Z,1,REGULAR,2pt,Jump Shot,[],1628978,17.95335085413929,18.872549019607842,1610612744,12,18,2022-12-29T03:21:26Z,650000,False,156.0,116.0,1,left,MISS D. DiVincenzo 19' pullup Shot,[1628978],1610612744.0,GSW,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,19.43,Missed,,,,,,,,,,,,,,,,,,
66,PT05M33.00S,2022-12-29T03:21:24.1Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,12,18,2022-12-29T03:21:26Z,660000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT05M24.00S,2022-12-29T03:21:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,86.81011826544021,63.970588235294116,1610612762,12,18,2022-12-29T03:24:36Z,670000,False,70.0,71.0,1,right,MISS C. Sexton 10' driving floating Shot,[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Right,10.0,Missed,,,,,,,,,,,,,,,,,,
68,PT05M21.00S,2022-12-29T03:21:36.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,12,18,2022-12-29T03:21:40Z,680000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Right,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,
69,PT05M11.00S,2022-12-29T03:21:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630237,6.389618922470433,3.9215686274509802,1610612744,12,18,2022-12-29T03:21:51Z,690000,False,230.0,8.0,1,left,MISS A. Lamb 3PT,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
70,PT05M08.00S,2022-12-29T03:21:49.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,12,18,2022-12-29T03:21:51Z,700000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT04M58.00S,2022-12-29T03:22:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,88.91261498028909,61.76470588235294,1610612762,12,20,2022-12-29T03:25:04Z,710000,False,59.0,52.0,1,right,J. Clarkson 7' driving floating Jump Shot (4 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.83,Made,,,,,,,4.0,,,,,,,,,,,
72,PT04M51.00S,2022-12-29T03:22:08.6Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612744,12,20,2022-12-29T03:22:25Z,720000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Lamb 2 FT),"[1631117, 1630237]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,202053.0,,,,,,1.0,0.0,Lamb,1630237.0,,,,
74,PT04M51.00S,2022-12-29T03:22:32.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630237,,,1610612744,13,20,2022-12-29T03:22:32Z,740000,False,,,0,,A. Lamb Free Throw 1 of 2 (1 PTS),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
76,PT04M51.00S,2022-12-29T03:22:36.7Z,1,REGULAR,substitution,out,[],203482,,,1610612744,13,20,2022-12-29T03:22:49Z,760000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M51.00S,2022-12-29T03:22:36.7Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,13,20,2022-12-29T03:22:49Z,770000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M51.00S,2022-12-29T03:22:36.7Z,1,REGULAR,substitution,in,[],1627736,,,1610612744,13,20,2022-12-29T03:22:49Z,780000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M51.00S,2022-12-29T03:22:36.7Z,1,REGULAR,substitution,out,[],203110,,,1610612744,13,20,2022-12-29T03:23:01Z,790000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M51.00S,2022-12-29T03:23:12.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630237,,,1610612744,14,20,2022-12-29T03:23:12Z,800000,False,,,0,,A. Lamb Free Throw 2 of 2 (2 PTS),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
81,PT04M34.00S,2022-12-29T03:23:32.2Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,14,20,2022-12-29T03:23:35Z,810000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1628978]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,,,,,,,,,,,DiVincenzo,1628978.0
82,PT04M34.00S,2022-12-29T03:23:32.2Z,1,REGULAR,steal,,[],1628978,,,1610612744,14,20,2022-12-29T03:23:33Z,820000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
