actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
255,PT07M08.00S,2023-12-07T01:22:44.9Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612751,39,38,2023-12-07T01:22:46Z,2520000,False,,,0,,D. Finney-Smith REBOUND (Off:2 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,254.0,,,,,3.0,1.0,2.0,,
256,PT07M07.00S,2023-12-07T01:22:45.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,66.5735873850197,54.90196078431373,1610612751,39,41,2023-12-07T01:22:49Z,2530000,False,25.0,262.0,1,right,D. Finney-Smith 26' 3PT  (6 PTS),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,26.28,Made,,6.0,,,,,,,,
257,PT07M06.00S,2023-12-07T01:22:50.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,39,41,2023-12-07T01:22:50Z,2540000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M06.00S,2023-12-07T01:24:45.4Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,39,41,2023-12-07T01:25:25Z,2550000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M06.00S,2023-12-07T01:24:45.4Z,2,REGULAR,substitution,out,[],1630560,,,1610612737,39,41,2023-12-07T01:25:25Z,2560000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M06.00S,2023-12-07T01:24:45.4Z,2,REGULAR,substitution,out,[],1627827,,,1610612737,39,41,2023-12-07T01:25:25Z,2570000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M06.00S,2023-12-07T01:24:45.4Z,2,REGULAR,substitution,out,[],1629651,,,1610612737,39,41,2023-12-07T01:25:25Z,2580000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M06.00S,2023-12-07T01:24:45.4Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,39,41,2023-12-07T01:25:25Z,2590000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M06.00S,2023-12-07T01:24:45.4Z,2,REGULAR,substitution,in,[],1629661,,,1610612737,39,41,2023-12-07T01:25:25Z,2610000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M06.00S,2023-12-07T01:24:45.4Z,2,REGULAR,substitution,in,[],203915,,,1610612737,39,41,2023-12-07T01:25:25Z,2620000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT07M06.00S,2023-12-07T01:24:45.4Z,2,REGULAR,substitution,in,[],1630549,,,1610612737,39,41,2023-12-07T01:27:48Z,2625000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M46.00S,2023-12-07T01:26:05.1Z,2,REGULAR,2pt,Jump Shot,[],1627749,22.946780551905388,31.862745098039213,1610612737,41,41,2023-12-07T01:26:10Z,2630000,False,91.0,163.0,1,left,D. Murray 18' pullup Jump Shot (7 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,18.67,Made,,7.0,,,,,,,,
269,PT06M25.00S,2023-12-07T01:26:26.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,83.26215505913272,49.26470588235294,1610612751,41,41,2023-12-07T01:26:33Z,2640000,False,-4.0,105.0,1,right,MISS D. Smith Jr. 10' turnaround fadeaway Shot,[1628372],1610612751.0,BKN,turnaround fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.49,Missed,,,,,,,,,,
270,PT06M20.00S,2023-12-07T01:26:31.9Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,41,41,2023-12-07T01:26:33Z,2650000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,269.0,,,,,2.0,2.0,0.0,,
271,PT06M04.00S,2023-12-07T01:26:46.7Z,2,REGULAR,3pt,Jump Shot,[],203992,25.837713534822605,84.06862745098039,1610612737,41,41,2023-12-07T01:26:52Z,2660000,False,-170.0,190.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.54,Missed,,,,,,,,,,
272,PT06M01.00S,2023-12-07T01:26:49.7Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,41,41,2023-12-07T01:26:52Z,2670000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,271.0,,,,,2.0,2.0,0.0,,
273,PT05M51.00S,2023-12-07T01:26:59.7Z,2,REGULAR,2pt,Jump Shot,[],1629661,73.80091984231275,66.17647058823529,1610612751,41,43,2023-12-07T01:27:04Z,2680000,False,81.0,194.0,1,right,C. Johnson 21' pullup Jump Shot (13 PTS),[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,21.0,Made,,13.0,,,,,,,,
274,PT05M40.00S,2023-12-07T01:27:13.1Z,2,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612737,41,43,2023-12-07T01:27:37Z,2690000,False,,,0,,D. Smith Jr. shooting personal FOUL (3 PF) (Matthews 2 FT),"[1628372, 202083]",1610612751.0,BKN,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,203592.0,3.0,0.0,Matthews,202083.0,,,,,,,,,,,,,,,
276,PT05M40.00S,2023-12-07T01:27:38.3Z,2,REGULAR,freethrow,1 of 2,[],202083,,,1610612737,42,43,2023-12-07T01:27:38Z,2710000,False,,,0,,W. Matthews Free Throw 1 of 2 (3 PTS),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,Made,,3.0,,,,,,,,
278,PT05M40.00S,2023-12-07T01:27:50.9Z,2,REGULAR,substitution,out,[],1628372,,,1610612737,42,43,2023-12-07T01:27:53Z,2720000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M40.00S,2023-12-07T01:27:50.9Z,2,REGULAR,substitution,in,[],1628969,,,1610612737,42,43,2023-12-07T01:27:53Z,2730000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M40.00S,2023-12-07T01:27:59.0Z,2,REGULAR,freethrow,2 of 2,[],202083,,,1610612737,43,43,2023-12-07T01:27:59Z,2740000,False,,,0,,W. Matthews Free Throw 2 of 2 (4 PTS),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,Made,,4.0,,,,,,,,
282,PT05M25.00S,2023-12-07T01:28:28.6Z,2,REGULAR,3pt,Jump Shot,[],1629661,68.28186596583443,35.294117647058826,1610612751,43,43,2023-12-07T01:28:34Z,2760000,False,-74.0,246.0,1,right,MISS C. Johnson 25' pullup 3PT,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,25.65,Missed,,,,,,,,,,
283,PT05M22.00S,2023-12-07T01:28:31.6Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,43,43,2023-12-07T01:28:34Z,2770000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,282.0,,,,,3.0,3.0,0.0,,
284,PT05M18.00S,2023-12-07T01:28:35.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203992,28.991458607095925,75.24509803921569,1610612737,43,43,2023-12-07T01:28:49Z,2780000,False,-126.0,220.0,1,left,MISS B. Bogdanovic 25' running pullup 3PT,[203992],1610612737.0,ATL,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.36,Missed,,,,,,,,,,
285,PT05M14.00S,2023-12-07T01:28:39.3Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,43,43,2023-12-07T01:28:39Z,2790000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,284.0,,,,,4.0,3.0,1.0,,
286,PT05M08.00S,2023-12-07T01:28:45.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,8.229303547963205,4.411764705882353,1610612737,43,43,2023-12-07T01:28:51Z,2800000,False,228.0,25.0,1,left,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,,,,22.93,Missed,,,,,,,,,,
287,PT05M06.00S,2023-12-07T01:28:47.9Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,43,43,2023-12-07T01:28:51Z,2810000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,,,,,,286.0,,,,,3.0,3.0,0.0,,
288,PT04M57.00S,2023-12-07T01:28:57.1Z,2,REGULAR,3pt,Jump Shot,[],203915,89.56964520367937,4.166666666666666,1610612751,43,43,2023-12-07T01:29:03Z,2820000,False,-229.0,46.0,1,right,MISS S. Dinwiddie 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,,,,,,,,,23.37,Missed,,,,,,,,,,
289,PT04M56.00S,2023-12-07T01:28:58.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,43,43,2023-12-07T01:29:03Z,2830000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,288.0,,,,,,,,,
290,PT04M56.00S,2023-12-07T01:29:02.4Z,2,REGULAR,foul,personal,[],1630168,,,1610612751,43,43,2023-12-07T01:29:10Z,2840000,False,,,0,,O. Okongwu loose ball personal FOUL (3 PF),"[1630168, 1630549]",1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,203592.0,3.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
292,PT04M56.00S,2023-12-07T01:29:11.2Z,2,REGULAR,substitution,out,[],203992,,,1610612751,43,43,2023-12-07T01:29:20Z,2860000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M56.00S,2023-12-07T01:29:11.2Z,2,REGULAR,substitution,out,[],1630168,,,1610612751,43,43,2023-12-07T01:29:20Z,2870000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M56.00S,2023-12-07T01:29:11.2Z,2,REGULAR,substitution,out,[],202083,,,1610612751,43,43,2023-12-07T01:29:20Z,2880000,False,,,0,,SUB out: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M56.00S,2023-12-07T01:29:11.2Z,2,REGULAR,substitution,in,[],1630180,,,1610612751,43,43,2023-12-07T01:29:20Z,2890000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M56.00S,2023-12-07T01:29:11.2Z,2,REGULAR,substitution,in,[],1629027,,,1610612751,43,43,2023-12-07T01:29:20Z,2900000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M56.00S,2023-12-07T01:29:11.2Z,2,REGULAR,substitution,in,[],203991,,,1610612751,43,43,2023-12-07T01:29:20Z,2910000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M44.00S,2023-12-07T01:29:36.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203915,91.93495400788436,49.01960784313725,1610612751,43,45,2023-12-07T01:29:43Z,2920000,False,-5.0,23.0,1,right,S. Dinwiddie driving floating bank Jump Shot (2 PTS) (R. O'Neale 1 AST),"[203915, 1626220]",1610612751.0,BKN,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,2.38,Made,,2.0,R. O'Neale,1626220.0,1.0,,,,,
299,PT04M28.00S,2023-12-07T01:29:51.7Z,2,REGULAR,2pt,Jump Shot,[],1627749,23.866622864651774,64.4607843137255,1610612737,43,45,2023-12-07T01:29:57Z,2930000,False,-72.0,172.0,1,left,MISS D. Murray 18' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,18.64,Missed,,,,,,,,,,
300,PT04M24.00S,2023-12-07T01:29:55.7Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,43,45,2023-12-07T01:29:57Z,2940000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,299.0,,,,,4.0,1.0,3.0,,
301,PT04M16.00S,2023-12-07T01:30:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,92.46057818659659,50.49019607843137,1610612751,43,45,2023-12-07T01:30:08Z,2950000,False,2.0,18.0,1,right,MISS R. O'Neale driving Layup,[1626220],1610612751.0,BKN,driving,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,1.86,Missed,,,,,,,,,,
302,PT04M14.00S,2023-12-07T01:30:05.4Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,43,45,2023-12-07T01:30:08Z,2960000,False,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,301.0,,,,,5.0,5.0,0.0,,
303,PT04M07.00S,2023-12-07T01:30:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,7.046649145860711,52.20588235294118,1610612737,43,45,2023-12-07T01:30:17Z,2970000,False,-11.0,14.0,1,left,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,1.76,Missed,,,,,,,,,,
304,PT04M05.00S,2023-12-07T01:30:15.3Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612751,43,45,2023-12-07T01:30:17Z,2980000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,303.0,,,,,4.0,4.0,0.0,,
305,PT04M02.00S,2023-12-07T01:30:20.7Z,2,REGULAR,turnover,out-of-bounds,[],203915,,,1610612751,43,45,2023-12-07T01:37:21Z,2990000,False,,,0,,S. Dinwiddie lost ball out-of-bounds TURNOVER (1 TO),[203915],1610612751.0,BKN,lost ball,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,202901.0,,,,,1.0,,,,,,,,,,,,,,
306,PT04M02.00S,2023-12-07T01:30:25.2Z,2,REGULAR,substitution,out,[],1626220,,,1610612737,43,45,2023-12-07T01:30:30Z,3000000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M02.00S,2023-12-07T01:30:25.2Z,2,REGULAR,substitution,in,[],1627827,,,1610612737,43,45,2023-12-07T01:30:30Z,3010000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M49.00S,2023-12-07T01:30:49.9Z,2,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612737,43,45,2023-12-07T01:31:10Z,3020000,False,,,0,,D. Finney-Smith shooting personal FOUL (2 PF) (Capela 2 FT),"[1627827, 203991]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,203591.0,2.0,0.0,Capela,203991.0,,,,,,,,,,,,,,,
310,PT03M49.00S,2023-12-07T01:31:14.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203991,,,1610612737,43,45,2023-12-07T01:31:14Z,3040000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
311,PT03M49.00S,2023-12-07T01:31:14.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,43,45,2023-12-07T01:31:14Z,3050000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,
312,PT03M49.00S,2023-12-07T01:31:32.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203991,,,1610612737,44,45,2023-12-07T01:31:32Z,3060000,False,,,0,,C. Capela Free Throw 2 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,Made,,1.0,,,,,,,,
313,PT03M36.00S,2023-12-07T01:31:48.0Z,2,REGULAR,2pt,Jump Shot,[],1629661,94.82588699080158,74.26470588235294,1610612751,44,45,2023-12-07T01:31:53Z,3070000,False,121.0,-4.0,1,right,MISS C. Johnson 12' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,12.14,Missed,,,,,,,,,,
314,PT03M33.00S,2023-12-07T01:31:51.0Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,44,45,2023-12-07T01:31:53Z,3080000,False,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,,,,,,,,,313.0,,,,,3.0,3.0,0.0,,
315,PT03M26.00S,2023-12-07T01:31:58.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,16.90210249671485,54.65686274509803,1610612737,46,45,2023-12-07T01:32:03Z,3090000,False,-23.0,106.0,1,left,T. Young 10' driving floating Jump Shot (11 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.89,Made,,11.0,,,,,,,,
316,PT03M14.00S,2023-12-07T01:32:10.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,93.24901445466492,50.0,1610612751,46,47,2023-12-07T01:32:14Z,3100000,False,0.0,11.0,1,right,D. Sharpe DUNK (5 PTS) (S. Dinwiddie 3 AST),"[1630549, 203915]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,1.1,Made,,5.0,S. Dinwiddie,203915.0,3.0,,,,,
318,PT02M58.00S,2023-12-07T01:32:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.1268068331143235,53.18627450980392,1610612737,46,47,2023-12-07T01:35:00Z,3120000,False,-16.0,5.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,1.67,Missed,,,,,,,,,,
319,PT02M54.00S,2023-12-07T01:32:29.5Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,46,47,2023-12-07T01:35:00Z,3130000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,318.0,,,,,5.0,2.0,3.0,,
320,PT02M51.00S,2023-12-07T01:32:39.3Z,2,REGULAR,foul,personal,[],1627749,,,1610612751,46,47,2023-12-07T01:32:47Z,3140000,False,,,0,,D. Murray personal FOUL (2 PF),"[1627749, 1628969]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,203592.0,2.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
322,PT02M51.00S,2023-12-07T01:32:51.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,46,47,2023-12-07T01:32:51Z,3160000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M44.00S,2023-12-07T01:35:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,80.6340341655716,42.8921568627451,1610612751,46,47,2023-12-07T01:35:55Z,3170000,False,-36.0,130.0,1,right,MISS C. Johnson 13' driving floating Shot,[1629661],1610612751.0,BKN,driving floating,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,13.43,Missed,,,,,,,,,,
325,PT02M42.00S,2023-12-07T01:35:49.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,46,47,2023-12-07T01:35:55Z,3180000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,324.0,,,,,,,,,
327,PT02M25.00S,2023-12-07T01:36:09.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,11.251642575558476,58.333333333333336,1610612737,48,47,2023-12-07T01:36:12Z,3200000,False,-42.0,53.0,1,left,D. Murray 6' pullup Jump Shot (9 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.77,Made,,9.0,,,,,,,,
328,PT02M08.00S,2023-12-07T01:36:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,80.1084099868594,48.28431372549019,1610612751,48,49,2023-12-07T01:36:30Z,3210000,False,-9.0,134.0,1,right,C. Johnson 13' pullup Jump Shot (15 PTS),[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,13.48,Made,,15.0,,,,,,,,
329,PT01M53.00S,2023-12-07T01:36:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.1268068331143235,54.65686274509803,1610612737,50,49,2023-12-07T01:36:46Z,3220000,False,-23.0,5.0,1,left,C. Capela driving Layup (3 PTS) (T. Young 4 AST),"[203991, 1629027]",1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,2.39,Made,,3.0,T. Young,1629027.0,4.0,,,,,
331,PT01M41.00S,2023-12-07T01:36:52.9Z,2,REGULAR,3pt,Jump Shot,[],1629661,66.70499342969777,41.911764705882355,1610612751,50,49,2023-12-07T01:36:58Z,3240000,False,-40.0,260.0,1,right,MISS C. Johnson 26' step back 3PT,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,26.36,Missed,,,,,,,,,,
332,PT01M39.00S,2023-12-07T01:36:54.9Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,50,49,2023-12-07T01:36:58Z,3250000,False,,,0,,C. Capela REBOUND (Off:0 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,,331.0,,,,,4.0,4.0,0.0,,
333,PT01M35.00S,2023-12-07T01:37:02.0Z,2,REGULAR,turnover,traveling,[],1630180,,,1610612737,50,49,2023-12-07T01:37:08Z,3260000,False,,,0,,S. Bey traveling TURNOVER (3 TO),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,203591.0,,,,,3.0,,,,,,,,,,,,,,
334,PT01M35.00S,2023-12-07T01:37:06.6Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,50,49,2023-12-07T01:37:11Z,3270000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M35.00S,2023-12-07T01:37:06.6Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,50,49,2023-12-07T01:37:11Z,3280000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M27.00S,2023-12-07T01:37:27.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,91.93495400788436,52.94117647058824,1610612751,50,49,2023-12-07T01:47:38Z,3290000,False,15.0,23.0,1,right,MISS S. Dinwiddie driving Layup,[203915],1610612751.0,BKN,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,2.75,Missed,,,,,,,,,,
337,PT01M26.00S,2023-12-07T01:37:28.0Z,2,REGULAR,rebound,offensive,[],203915,,,1610612751,50,49,2023-12-07T01:47:38Z,3300000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:0),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,336.0,,,,,1.0,0.0,1.0,,
