actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT09M21.00S,2024-03-23T23:43:09.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,95.74572930354796,96.32352941176471,1610612766,7,7,2024-03-23T23:43:15Z,190000,False,232.0,-13.0,1,right,M. Bridges 3PT  (3 PTS) (V. Micic 1 AST),"[1628970, 203995]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.19,Made,3.0,V. Micic,203995.0,1.0,,,,,,,,,,,,,,
21,PT09M05.00S,2024-03-23T23:43:24.7Z,1,REGULAR,3pt,Jump Shot,[],203992,23.866622864651774,13.725490196078432,1610612737,10,7,2024-03-23T23:43:28Z,210000,False,181.0,172.0,1,left,B. Bogdanovic 24' 3PT  (5 PTS) (D. Murray 1 AST),"[203992, 1627749]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.98,Made,5.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
23,PT08M47.00S,2024-03-23T23:43:42.6Z,1,REGULAR,2pt,Jump Shot,[],1628970,82.47371879106439,78.92156862745098,1610612766,10,9,2024-03-23T23:43:50Z,230000,False,145.0,112.0,1,right,M. Bridges 18' pullup Jump Shot (5 PTS) (T. Mann 2 AST),"[1628970, 1630544]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,18.3,Made,5.0,T. Mann,1630544.0,2.0,,,,,,,,,,,,,,
24,PT08M32.00S,2024-03-23T23:43:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.995400788436268,49.01960784313725,1610612737,10,9,2024-03-23T23:44:10Z,240000,False,5.0,4.0,1,left,MISS C. Capela driving reverse Layup,[203991],1610612737.0,ATL,driving reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
25,PT08M30.00S,2024-03-23T23:43:58.8Z,1,REGULAR,rebound,defensive,[],203995,,,1610612766,10,9,2024-03-23T23:44:10Z,250000,False,,,0,,V. Micic REBOUND (Off:0 Def:1),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT08M21.00S,2024-03-23T23:44:09.3Z,1,REGULAR,2pt,Jump Shot,[],1628970,94.1688567674113,74.01960784313727,1610612766,10,9,2024-03-23T23:44:15Z,260000,False,120.0,2.0,1,right,MISS M. Bridges 12' turnaround Shot,[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,12.01,Missed,,,,,,,,,,,,,,,,,,
27,PT08M18.00S,2024-03-23T23:44:12.3Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,10,9,2024-03-23T23:44:15Z,270000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,
28,PT08M13.00S,2024-03-23T23:44:17.1Z,1,REGULAR,3pt,Jump Shot,[],1629631,8.492115637319317,4.411764705882353,1610612737,10,9,2024-03-23T23:44:22Z,280000,False,228.0,27.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
29,PT08M09.00S,2024-03-23T23:44:21.1Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,10,9,2024-03-23T23:44:22Z,290000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT07M57.00S,2024-03-23T23:44:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.85479632063075,52.450980392156865,1610612766,10,9,2024-03-23T23:44:41Z,300000,False,12.0,15.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
31,PT07M56.00S,2024-03-23T23:44:33.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,10,9,2024-03-23T23:44:41Z,310000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,30.0,,,,,,,,,,,
33,PT07M37.00S,2024-03-23T23:45:01.9Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,10,9,2024-03-23T23:45:06Z,330000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1630544]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,Mann,1630544.0,,,,,,
34,PT07M37.00S,2024-03-23T23:45:01.9Z,1,REGULAR,steal,,[],1630544,,,1610612766,10,9,2024-03-23T23:45:04Z,340000,False,,,0,,T. Mann STEAL (1 STL),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
35,PT07M30.00S,2024-03-23T23:45:09.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,94.43166885676742,3.6764705882352944,1610612766,10,12,2024-03-23T23:45:14Z,350000,False,-232.0,0.0,1,right,M. Bridges 3PT  (8 PTS) (T. Mann 3 AST),"[1628970, 1630544]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.16,Made,8.0,T. Mann,1630544.0,3.0,,,,,,,,,,,,,,
37,PT07M11.00S,2024-03-23T23:45:28.0Z,1,REGULAR,2pt,Jump Shot,[],1629631,21.107095926412615,76.9607843137255,1610612737,12,12,2024-03-23T23:45:32Z,370000,False,-135.0,146.0,1,left,D. Hunter 19' pullup Jump Shot (2 PTS),[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,19.86,Made,2.0,,,,,,,,,,,,,,,,,
38,PT06M55.00S,2024-03-23T23:45:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,93.64323258869908,51.71568627450981,1610612766,12,14,2024-03-23T23:45:54Z,380000,False,9.0,7.0,1,right,B. Miller reverse Layup (2 PTS) (T. Mann 4 AST),"[1641706, 1630544]",1610612766.0,CHA,reverse,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,T. Mann,1630544.0,4.0,,,,,,,,,,,,,,
40,PT06M54.00S,2024-03-23T23:45:49.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,12,14,2024-03-23T23:45:49Z,400000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT06M54.00S,2024-03-23T23:48:19.6Z,1,REGULAR,substitution,out,[],203992,,,1610612737,12,14,2024-03-23T23:48:38Z,410000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT06M54.00S,2024-03-23T23:48:19.6Z,1,REGULAR,substitution,in,[],1629726,,,1610612737,12,14,2024-03-23T23:48:38Z,420000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT06M38.00S,2024-03-23T23:49:01.0Z,1,REGULAR,2pt,Jump Shot,[],1629631,6.258212877792378,75.49019607843137,1610612737,12,14,2024-03-23T23:49:06Z,430000,False,-127.0,6.0,1,left,MISS D. Hunter 12' Jump Shot,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,12.77,Missed,,,,,,,,,,,,,,,,,,
44,PT06M35.00S,2024-03-23T23:49:04.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,12,14,2024-03-23T23:49:06Z,440000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT06M26.00S,2024-03-23T23:49:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,91.93495400788436,47.794117647058826,1610612766,12,16,2024-03-23T23:49:19Z,450000,False,-11.0,23.0,1,right,T. Mann driving Layup (4 PTS),[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.58,Made,4.0,,,,,,,,,,,,,,,,,
46,PT06M10.00S,2024-03-23T23:49:29.1Z,1,REGULAR,3pt,Jump Shot,[],1629726,26.888961892247043,16.666666666666664,1610612737,15,16,2024-03-23T23:49:33Z,460000,False,167.0,200.0,1,left,G. Mathews 26' 3PT  (3 PTS) (D. Murray 2 AST),"[1629726, 1627749]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,26.06,Made,3.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
49,PT05M58.00S,2024-03-23T23:49:44.1Z,1,REGULAR,substitution,out,[],203991,,,1610612766,15,16,2024-03-23T23:49:56Z,490000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT05M58.00S,2024-03-23T23:49:44.1Z,1,REGULAR,substitution,out,[],1630544,,,1610612766,15,16,2024-03-23T23:49:56Z,500000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT05M58.00S,2024-03-23T23:49:44.1Z,1,REGULAR,substitution,in,[],1628981,,,1610612766,15,16,2024-03-23T23:49:56Z,510000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT05M58.00S,2024-03-23T23:49:44.1Z,1,REGULAR,substitution,in,[],1630197,,,1610612766,15,16,2024-03-23T23:49:56Z,520000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT05M49.00S,2024-03-23T23:50:16.1Z,1,REGULAR,3pt,Jump Shot,[],1630197,94.30026281208936,95.83333333333334,1610612766,15,16,2024-03-23T23:50:21Z,530000,False,229.0,1.0,1,right,MISS A. Pokusevski 3PT,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
54,PT05M46.00S,2024-03-23T23:50:19.1Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,15,16,2024-03-23T23:50:21Z,540000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,
55,PT05M41.00S,2024-03-23T23:50:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,5.995400788436268,63.725490196078425,1610612737,15,16,2024-03-23T23:51:25Z,550000,False,-69.0,4.0,1,left,MISS D. Hunter 6' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
56,PT05M36.00S,2024-03-23T23:50:29.6Z,1,REGULAR,rebound,offensive,[],1628981,,,1610612737,15,16,2024-03-23T23:50:29Z,560000,False,,,0,,B. Fernando REBOUND (Off:1 Def:0),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,55.0,1.0,0.0,1.0,,,,,,,,
57,PT05M28.00S,2024-03-23T23:50:42.8Z,1,REGULAR,violation,kicked ball,[],1628970,,,1610612737,15,16,2024-03-23T23:52:47Z,570000,False,,,0,,M. Bridges kicked ball VIOLATION,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,1627519.0,,,,,,,,,,,,,
58,PT05M16.00S,2024-03-23T23:51:03.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629726,28.728646517739815,22.058823529411764,1610612737,15,16,2024-03-23T23:51:40Z,580000,False,140.0,218.0,1,left,MISS G. Mathews 25' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
59,PT05M12.00S,2024-03-23T23:51:08.3Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,15,16,2024-03-23T23:51:08Z,590000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,
60,PT05M06.00S,2024-03-23T23:51:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612766,15,16,2024-03-23T23:51:39Z,600000,False,,,0,,V. Krejci shooting personal FOUL (1 PF) (Pokusevski 2 FT),"[1630249, 1630197]",1610612737.0,ATL,shooting,,,Krejci,V. Krejci,,,,,Restricted Area,0-8 Center,,,,,,,1627519.0,,,,,,,,1.0,0.0,Pokusevski,1630197.0,,
62,PT05M06.00S,2024-03-23T23:51:40.4Z,1,REGULAR,freethrow,1 of 2,[],1630197,,,1610612766,15,17,2024-03-23T23:51:40Z,620000,False,,,0,,A. Pokusevski Free Throw 1 of 2 (1 PTS),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
63,PT05M06.00S,2024-03-23T23:51:41.1Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,15,17,2024-03-23T23:51:49Z,630000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M06.00S,2024-03-23T23:51:41.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612766,15,17,2024-03-23T23:51:49Z,640000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M06.00S,2024-03-23T23:51:56.7Z,1,REGULAR,freethrow,2 of 2,[],1630197,,,1610612766,15,18,2024-03-23T23:51:56Z,650000,False,,,0,,A. Pokusevski Free Throw 2 of 2 (2 PTS),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
66,PT04M51.00S,2024-03-23T23:52:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,6.1268068331143235,51.225490196078425,1610612737,17,18,2024-03-23T23:52:18Z,660000,False,-6.0,5.0,1,left,B. Fernando Layup (2 PTS) (D. Murray 3 AST),"[1628981, 1627749]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,,
68,PT04M31.00S,2024-03-23T23:52:33.9Z,1,REGULAR,3pt,Jump Shot,[],1630197,96.00854139290408,3.1862745098039214,1610612766,17,18,2024-03-23T23:54:37Z,680000,False,-234.0,-15.0,1,right,MISS A. Pokusevski 3PT,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,,
69,PT04M30.00S,2024-03-23T23:52:34.9Z,1,REGULAR,rebound,offensive,[],1628970,,,1610612766,17,18,2024-03-23T23:54:37Z,690000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,,,68.0,1.0,0.0,1.0,,,,,,,,
70,PT04M29.00S,2024-03-23T23:52:39.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628970,94.40999984741211,50.0,1610612766,17,20,2024-03-23T23:54:48Z,700000,False,0.0,0.0,1,right,M. Bridges putback DUNK (10 PTS),[1628970],1610612766.0,CHA,putback,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.0,Made,10.0,,,,,,,,,,,,,,,,,
71,PT04M17.00S,2024-03-23T23:52:46.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,18.610381077529567,69.11764705882352,1610612737,19,20,2024-03-23T23:52:53Z,710000,False,-96.0,122.0,1,left,D. Murray 15' pullup Jump Shot (5 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,15.53,Made,5.0,,,,,,,,,,,,,,,,,
72,PT03M53.00S,2024-03-23T23:53:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629684,72.48685939553219,17.892156862745097,1610612766,19,20,2024-03-23T23:53:39Z,720000,False,-161.0,206.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
73,PT03M50.00S,2024-03-23T23:53:13.5Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612766,19,20,2024-03-23T23:53:39Z,730000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:0),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,72.0,1.0,0.0,1.0,,,,,,,,
74,PT03M49.00S,2024-03-23T23:53:15.9Z,1,REGULAR,foul,personal,['2freethrow'],1628981,,,1610612766,19,20,2024-03-23T23:53:40Z,740000,False,,,0,,B. Fernando shooting personal FOUL (1 PF) (Pokusevski 2 FT),"[1628981, 1630197]",1610612737.0,ATL,shooting,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,,,,,,,,1.0,0.0,Pokusevski,1630197.0,,
76,PT03M49.00S,2024-03-23T23:53:41.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630197,,,1610612766,19,21,2024-03-23T23:53:41Z,760000,False,,,0,,A. Pokusevski Free Throw 1 of 2 (3 PTS),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
77,PT03M49.00S,2024-03-23T23:53:55.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630197,,,1610612766,19,22,2024-03-23T23:53:55Z,770000,False,,,0,,A. Pokusevski Free Throw 2 of 2 (4 PTS),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
78,PT03M40.00S,2024-03-23T23:54:05.9Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,19,22,2024-03-23T23:54:20Z,780000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1630197]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,,,,,Pokusevski,1630197.0,,,,,,
79,PT03M40.00S,2024-03-23T23:54:05.9Z,1,REGULAR,steal,,[],1630197,,,1610612766,19,22,2024-03-23T23:54:07Z,790000,False,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
80,PT03M32.00S,2024-03-23T23:54:14.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,93.38042049934296,47.794117647058826,1610612766,19,22,2024-03-23T23:54:28Z,800000,False,-11.0,10.0,1,right,MISS M. Bridges reverse Layup,[1628970],1610612766.0,CHA,reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
81,PT03M30.00S,2024-03-23T23:54:16.5Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,19,22,2024-03-23T23:56:26Z,810000,False,,,0,,V. Krejci REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,Restricted Area,0-8 Center,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
85,PT03M18.00S,2024-03-23T23:56:03.5Z,1,REGULAR,foul,personal,['3freethrow'],1630197,,,1610612737,19,22,2024-03-23T23:57:37Z,850000,False,,,0,,A. Pokusevski shooting personal FOUL (1 PF) (Mathews 3 FT),"[1630197, 1629726]",1610612766.0,CHA,shooting,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,,,,1627519.0,,,,,,,,1.0,0.0,Mathews,1629726.0,,
87,PT03M18.00S,2024-03-23T23:56:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,19,22,2024-03-23T23:56:32Z,870000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M18.00S,2024-03-23T23:59:01.4Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,19,22,2024-03-23T23:59:28Z,890000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M18.00S,2024-03-23T23:59:01.4Z,1,REGULAR,substitution,out,[],1630249,,,1610612737,19,22,2024-03-23T23:59:28Z,900000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
