actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
26,PT09M51.00S,2026-03-12T23:43:51.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.64323258869908,51.470588235294116,1610612749,10,4,2026-03-12T23:43:56Z,250000,False,7.0,7.0,1,right,G. Antetokounmpo driving DUNK (4 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.04,Made,4.0,,,,,,,,,,,,,,,,,
27,PT09M32.00S,2026-03-12T23:44:10.1Z,1,REGULAR,3pt,Jump Shot,[],1628389,27.54599211563732,79.41176470588235,1610612748,10,4,2026-03-12T23:44:15Z,260000,False,-147.0,206.0,1,left,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2026-03-12T23:44:14.1Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,10,4,2026-03-12T23:44:15Z,270000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,
29,PT09M16.00S,2026-03-12T23:44:25.6Z,1,REGULAR,3pt,Jump Shot,[],203507,72.22404730617609,17.15686274509804,1610612749,10,4,2026-03-12T23:48:21Z,280000,False,-164.0,209.0,1,right,MISS G. Antetokounmpo 26' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
30,PT09M15.00S,2026-03-12T23:44:29.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,10,4,2026-03-12T23:44:29Z,290000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,29.0,,,,,,,,,,,,
33,PT08M58.00S,2026-03-12T23:44:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,7.440867279894875,48.77450980392157,1610612748,10,4,2026-03-12T23:44:59Z,310000,False,6.0,17.0,1,left,MISS P. Larsson driving finger roll Layup,[1641796],1610612748.0,MIA,driving finger roll,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2026-03-12T23:44:56.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,10,4,2026-03-12T23:44:59Z,320000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,
35,PT08M53.00S,2026-03-12T23:44:59.7Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612749,10,4,2026-03-12T23:46:01Z,330000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630558, 203507]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
37,PT08M53.00S,2026-03-12T23:45:39.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,10,5,2026-03-12T23:45:39Z,350000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
38,PT08M53.00S,2026-03-12T23:45:39.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,10,6,2026-03-12T23:49:08Z,360000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
39,PT08M30.00S,2026-03-12T23:46:33.0Z,1,REGULAR,3pt,Jump Shot,[],1642276,7.046649145860711,95.58823529411765,1610612748,10,6,2026-03-12T23:46:42Z,370000,False,-228.0,14.0,1,left,MISS K. Ware 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,22.83,Missed,,,,,,,,,,,,,,,,,,
40,PT08M25.00S,2026-03-12T23:46:38.0Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,10,6,2026-03-12T23:46:42Z,380000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,
41,PT08M22.00S,2026-03-12T23:46:40.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203507,92.59198423127464,51.470588235294116,1610612749,10,8,2026-03-12T23:46:53Z,390000,False,7.0,17.0,1,right,G. Antetokounmpo running DUNK (8 PTS) (K. Porter Jr. 1 AST),"[203507, 1629645]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.86,Made,8.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,,,,
43,PT08M08.00S,2026-03-12T23:46:54.8Z,1,REGULAR,3pt,Jump Shot,[],1641796,29.911300919842315,73.52941176470588,1610612748,13,8,2026-03-12T23:47:00Z,410000,False,-118.0,229.0,1,left,P. Larsson 25' 3PT  (5 PTS) (D. Mitchell 3 AST),"[1641796, 1630558]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,25.72,Made,5.0,D. Mitchell,1630558.0,3.0,,,,,,,,,,,,,,
45,PT07M58.00S,2026-03-12T23:47:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.85479632063075,52.94117647058824,1610612749,13,8,2026-03-12T23:47:25Z,430000,False,15.0,15.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
47,PT07M54.00S,2026-03-12T23:47:09.0Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,13,8,2026-03-12T23:47:15Z,450000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,
48,PT07M47.00S,2026-03-12T23:47:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642276,6.389618922470433,47.794117647058826,1610612748,15,8,2026-03-12T23:47:21Z,460000,False,11.0,8.0,1,left,K. Ware driving Layup (2 PTS) (B. Adebayo 1 AST),"[1642276, 1628389]",1610612748.0,MIA,driving,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.34,Made,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
49,PT07M33.00S,2026-03-12T23:47:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,93.95532194480947,38.26210171568628,1610612749,15,8,2026-03-12T23:47:42Z,470000,False,-59.0,4.0,1,right,MISS O. Dieng floating Shot,[1631172],1610612749.0,MIL,floating,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
50,PT07M29.00S,2026-03-12T23:47:33.9Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,15,8,2026-03-12T23:47:42Z,480000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,
51,PT07M18.00S,2026-03-12T23:47:44.3Z,1,REGULAR,3pt,Jump Shot,[],1642857,18.084756898817346,5.637254901960785,1610612748,15,8,2026-03-12T23:47:59Z,490000,False,222.0,117.0,1,left,MISS K. Jakučionis 25' 3PT,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
52,PT07M17.00S,2026-03-12T23:47:45.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,15,8,2026-03-12T23:47:59Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,51.0,,,,,,,,,,,,
54,PT07M08.00S,2026-03-12T23:48:08.2Z,1,REGULAR,turnover,traveling,[],1628398,,,1610612749,15,8,2026-03-12T23:48:19Z,520000,False,,,0,,K. Kuzma traveling TURNOVER (1 TO),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,200832.0,,,,,,,,,,,1.0,,
55,PT06M53.00S,2026-03-12T23:48:36.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,6.307490144546649,39.80928308823529,1610612748,17,8,2026-03-12T23:48:44Z,530000,False,51.0,7.0,1,left,B. Adebayo floating Jump Shot (4 PTS) (P. Larsson 3 AST),"[1628389, 1641796]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.15,Made,4.0,P. Larsson,1641796.0,3.0,,,,,,,,,,,,,,
57,PT06M53.00S,2026-03-12T23:48:48.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,17,8,2026-03-12T23:48:48Z,550000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M41.00S,2026-03-12T23:51:52.1Z,1,REGULAR,turnover,out-of-bounds,[],1631172,,,1610612749,17,8,2026-03-12T23:51:59Z,560000,False,,,0,,O. Dieng bad pass out-of-bounds TURNOVER (1 TO),[1631172],1610612749.0,MIL,bad pass,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,,200832.0,,,,,,,,,,,1.0,,
60,PT06M32.00S,2026-03-12T23:52:10.5Z,1,REGULAR,foul,personal,[],1628398,,,1610612748,17,8,2026-03-12T23:52:24Z,570000,False,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 1641796]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200833.0,,,,,,,1.0,0.0,Larsson,1641796.0,,,
62,PT06M32.00S,2026-03-12T23:52:19.2Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,17,8,2026-03-12T23:52:24Z,590000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M32.00S,2026-03-12T23:52:19.2Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,17,8,2026-03-12T23:52:24Z,600000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M25.00S,2026-03-12T23:52:36.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642276,9.411957950065702,95.09803921568627,1610612748,20,8,2026-03-12T23:52:43Z,610000,False,-225.0,36.0,1,left,K. Ware 3PT  (5 PTS) (J. Jaquez Jr. 1 AST),"[1642276, 1631170]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,22.84,Made,5.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,,,,,,
66,PT06M11.00S,2026-03-12T23:52:49.8Z,1,REGULAR,2pt,Jump Shot,[],203507,79.84559789750328,75.73529411764706,1610612749,20,8,2026-03-12T23:52:54Z,630000,False,129.0,137.0,1,right,MISS G. Antetokounmpo 18' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,18.8,Missed,,,,,,,,,,,,,,,,,,
67,PT06M07.00S,2026-03-12T23:52:53.8Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,20,8,2026-03-12T23:52:54Z,640000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,,
68,PT06M03.00S,2026-03-12T23:52:58.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630558,6.258212877792378,51.9607843137255,1610612748,22,8,2026-03-12T23:54:01Z,650000,False,-10.0,6.0,1,left,D. Mitchell running Layup (2 PTS),[1630558],1610612748.0,MIA,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.17,Made,2.0,,,,,,,,,,,,,,,,,
69,PT05M47.00S,2026-03-12T23:53:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.22667542706965,45.09803921568628,1610612749,22,10,2026-03-12T23:54:21Z,660000,False,-25.0,39.0,1,right,G. Antetokounmpo driving finger roll Layup (10 PTS) (K. Porter Jr. 2 AST),"[203507, 1629645]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.64,Made,10.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,
71,PT05M32.00S,2026-03-12T23:53:29.2Z,1,REGULAR,3pt,Jump Shot,[],1642857,29.517082785808146,72.54901960784314,1610612748,22,10,2026-03-12T23:53:39Z,680000,False,-113.0,225.0,1,left,MISS K. Jakučionis 25' 3PT,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
72,PT05M32.00S,2026-03-12T23:53:29.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,22,10,2026-03-12T23:53:39Z,690000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,71.0,3.0,3.0,0.0,,,,,,,,,
73,PT05M18.00S,2026-03-12T23:53:43.0Z,1,REGULAR,turnover,bad pass,[],1626167,,,1610612749,22,10,2026-03-12T23:53:57Z,700000,False,,,0,,M. Turner bad pass TURNOVER (1 TO),"[1626167, 1641796]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Larsson,1641796.0
74,PT05M18.00S,2026-03-12T23:53:43.0Z,1,REGULAR,steal,,[],1641796,,,1610612748,22,10,2026-03-12T23:53:45Z,710000,False,,,0,,P. Larsson STEAL (1 STL),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
76,PT05M17.00S,2026-03-12T23:54:01.0Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612748,22,10,2026-03-12T23:54:07Z,730000,False,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Larsson 2 FT),"[1629645, 1641796]",1610612749.0,MIL,shooting,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,200832.0,,,,,,,1.0,0.0,Larsson,1641796.0,,,
78,PT05M17.00S,2026-03-12T23:54:22.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641796,,,1610612748,23,10,2026-03-12T23:54:22Z,750000,False,,,0,,P. Larsson Free Throw 1 of 2 (6 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
79,PT05M17.00S,2026-03-12T23:54:23.9Z,1,REGULAR,substitution,out,[],1631172,,,1610612748,23,10,2026-03-12T23:54:47Z,760000,False,,,0,,SUB out: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M17.00S,2026-03-12T23:54:23.9Z,1,REGULAR,substitution,out,[],203507,,,1610612748,23,10,2026-03-12T23:54:47Z,770000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M17.00S,2026-03-12T23:54:23.9Z,1,REGULAR,substitution,in,[],1630579,,,1610612748,23,10,2026-03-12T23:54:47Z,780000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M17.00S,2026-03-12T23:54:23.9Z,1,REGULAR,substitution,in,[],1627752,,,1610612748,23,10,2026-03-12T23:54:47Z,790000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M17.00S,2026-03-12T23:54:49.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641796,,,1610612748,24,10,2026-03-12T23:54:49Z,800000,False,,,0,,P. Larsson Free Throw 2 of 2 (7 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
84,PT05M05.00S,2026-03-12T23:55:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.77266754270697,56.885723039215684,1610612749,24,12,2026-03-12T23:55:15Z,810000,False,34.0,15.0,1,right,K. Porter Jr. driving finger roll Layup (2 PTS),[1629645],1610612749.0,MIL,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,3.77,Made,2.0,,,,,,,,,,,,,,,,,
85,PT04M47.00S,2026-03-12T23:55:19.6Z,1,REGULAR,turnover,bad pass,[],1642857,,,1610612748,24,12,2026-03-12T23:55:25Z,820000,False,,,0,,K. Jakučionis bad pass TURNOVER (1 TO),"[1642857, 1629645]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629645.0
86,PT04M47.00S,2026-03-12T23:55:19.6Z,1,REGULAR,steal,,[],1629645,,,1610612749,24,12,2026-03-12T23:55:23Z,830000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
