actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
622,PT05M33.00S,2026-03-09T00:17:20.5Z,4,REGULAR,foul,personal,[],1630595,,,1610612748,117,95,2026-03-09T00:17:35Z,5990000,False,,,0,,C. Cunningham personal FOUL (3 PF),"[1630595, 1642857]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,203593.0,3.0,0.0,Jakučionis,1642857.0,,,,
624,PT05M33.00S,2026-03-09T00:17:28.7Z,4,REGULAR,substitution,out,[],1630595,,,1610612748,117,95,2026-03-09T00:17:45Z,6010000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT05M33.00S,2026-03-09T00:17:28.7Z,4,REGULAR,substitution,out,[],1630191,,,1610612748,117,95,2026-03-09T00:17:45Z,6020000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT05M33.00S,2026-03-09T00:17:28.7Z,4,REGULAR,substitution,in,[],1642450,,,1610612748,117,95,2026-03-09T00:17:45Z,6030000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT05M33.00S,2026-03-09T00:17:28.7Z,4,REGULAR,substitution,in,[],1630194,,,1610612748,117,95,2026-03-09T00:17:45Z,6040000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT05M27.00S,2026-03-09T00:18:02.0Z,4,REGULAR,3pt,Jump Shot,[],1628389,68.9388961892247,71.32352941176471,1610612748,117,95,2026-03-09T00:18:19Z,6050000,False,107.0,239.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,26.22,Missed,,,,,,,,,,,,,,,,,
630,PT05M23.00S,2026-03-09T00:18:05.8Z,4,REGULAR,rebound,defensive,[],1642450,,,1610612765,117,95,2026-03-09T00:18:05Z,6060000,False,,,0,,D. Jenkins REBOUND (Off:0 Def:3),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,,,,,,,,629.0,3.0,3.0,0.0,,,,,,,,,
631,PT05M12.00S,2026-03-09T00:18:16.5Z,4,REGULAR,3pt,Jump Shot,[],1628989,30.17411300919842,28.431372549019606,1610612765,117,95,2026-03-09T00:22:02Z,6070000,False,108.0,231.0,1,left,MISS K. Huerter 25' pullup 3PT,[1628989],1610612765.0,DET,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,25.5,Missed,,,,,,,,,,,,,,,,,
632,PT05M08.00S,2026-03-09T00:18:20.5Z,4,REGULAR,rebound,defensive,[],1630696,,,1610612748,117,95,2026-03-09T00:18:22Z,6080000,False,,,0,,D. Smith REBOUND (Off:0 Def:4),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,631.0,4.0,4.0,0.0,,,,,,,,,
633,PT04M58.00S,2026-03-09T00:18:30.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,87.46714848883047,55.392156862745104,1610612748,119,95,2026-03-09T00:18:35Z,6090000,False,27.0,65.0,1,right,B. Adebayo 7' driving finger roll Layup (24 PTS) (J. Jaquez Jr. 7 AST),"[1628389, 1631170]",1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,7.07,Made,24.0,J. Jaquez Jr.,1631170.0,7.0,,,,,,,,,,,,,
635,PT04M43.00S,2026-03-09T00:18:45.6Z,4,REGULAR,3pt,Jump Shot,[],1642450,30.962549277266753,68.62745098039215,1610612765,119,95,2026-03-09T00:18:51Z,6110000,False,-93.0,239.0,1,left,MISS D. Jenkins 25' 3PT,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Left Center,,25.6,Missed,,,,,,,,,,,,,,,,,
636,PT04M39.00S,2026-03-09T00:18:49.6Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612765,119,95,2026-03-09T00:32:00Z,6120000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,635.0,1.0,0.0,1.0,,,,,,,,,
637,PT04M38.00S,2026-03-09T00:18:50.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,10.85742444152431,57.35294117647059,1610612765,119,95,2026-03-09T00:22:51Z,6130000,False,-37.0,50.0,1,left,MISS P. Reed 6' putback Layup,[1630194],1610612765.0,DET,putback,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,6.18,Missed,,,,,,,,,,,,,,,,,
638,PT04M35.00S,2026-03-09T00:18:53.8Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612765,119,95,2026-03-09T00:19:04Z,6140000,False,,,0,,P. Reed REBOUND (Off:2 Def:0),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,637.0,2.0,0.0,2.0,,,,,,,,,
639,PT04M30.00S,2026-03-09T00:18:58.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628989,15.982260183968464,46.568627450980394,1610612765,119,97,2026-03-09T00:19:02Z,6150000,False,17.0,98.0,1,left,K. Huerter 9' Jump Shot (4 PTS) (P. Reed 1 AST),"[1628989, 1630194]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,9.92,Made,4.0,P. Reed,1630194.0,1.0,,,,,,,,,,,,,
641,PT04M30.00S,2026-03-09T00:19:10.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,119,97,2026-03-09T00:19:10Z,6170000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT04M30.00S,2026-03-09T00:20:30.0Z,4,REGULAR,substitution,out,[],1642276,,,1610612748,119,97,2026-03-09T00:21:50Z,6180000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT04M30.00S,2026-03-09T00:20:30.0Z,4,REGULAR,substitution,out,[],1629750,,,1610612748,119,97,2026-03-09T00:21:50Z,6190000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT04M30.00S,2026-03-09T00:20:30.0Z,4,REGULAR,substitution,in,[],1641796,,,1610612748,119,97,2026-03-09T00:21:50Z,6200000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT04M30.00S,2026-03-09T00:20:30.0Z,4,REGULAR,substitution,in,[],1641752,,,1610612748,119,97,2026-03-09T00:21:50Z,6210000,False,,,0,,SUB in: B. Klintman,[1641752],1610612765.0,DET,,,,Klintman,B. Klintman,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT04M14.00S,2026-03-09T00:22:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,88.78120893561103,56.127450980392155,1610612748,119,97,2026-03-09T00:22:17Z,6220000,False,31.0,53.0,1,right,MISS D. Smith 6' driving Layup,[1630696],1610612748.0,MIA,driving,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,6.12,Missed,,,,,,,,,,,,,,,,,
647,PT04M11.00S,2026-03-09T00:22:16.6Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612765,119,97,2026-03-09T00:22:17Z,6230000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,646.0,2.0,2.0,0.0,,,,,,,,,
648,PT04M10.00S,2026-03-09T00:22:19.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,14.14257555847569,3.431372549019608,1610612765,119,97,2026-03-09T00:25:02Z,6240000,False,233.0,80.0,1,left,MISS D. Robinson 24' running 3PT,[1629130],1610612765.0,DET,running,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,24.63,Missed,,,,,,,,,,,,,,,,,
649,PT04M09.00S,2026-03-09T00:22:20.8Z,4,REGULAR,rebound,defensive,[],1642857,,,1610612748,119,97,2026-03-09T00:25:02Z,6250000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:1),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Right Corner 3,24+ Right,,,,,,,,648.0,2.0,1.0,1.0,,,,,,,,,
717,PT03M52.00S,2026-03-09T00:22:29.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,92.32917214191852,49.50980392156863,1610612748,119,97,2026-03-09T02:05:53Z,6255000,False,-2.0,20.0,1,right,MISS J. Jaquez Jr. driving Layup - blocked,"[1631170, 1629130]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,1.98,Missed,,,,,,,,,,,,,,,,Robinson,1629130.0
718,PT03M52.00S,2026-03-09T00:22:29.8Z,4,REGULAR,block,,[],1629130,,,1610612748,119,97,2026-03-09T00:36:28Z,6257500,False,,,0,,D. Robinson BLOCK (1 BLK),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
719,PT03M52.00S,2026-03-09T00:22:29.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,119,97,2026-03-09T00:36:28Z,6258750,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,717.0,,,,,,,,,,,,
651,PT03M52.00S,2026-03-09T00:22:48.9Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,119,97,2026-03-09T00:22:55Z,6270000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT03M52.00S,2026-03-09T00:22:48.9Z,4,REGULAR,substitution,in,[],1642404,,,1610612748,119,97,2026-03-09T00:22:55Z,6280000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT03M50.00S,2026-03-09T00:23:05.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630696,89.70105124835742,45.34313725490196,1610612748,119,97,2026-03-09T00:36:28Z,6290000,False,-23.0,44.0,1,right,MISS D. Smith cutting Layup - blocked,"[1630696, 1630194]",1610612748.0,MIA,cutting,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,5.01,Missed,,,,,,,,,,,,,,,,Reed,1630194.0
654,PT03M50.00S,2026-03-09T00:23:05.7Z,4,REGULAR,block,,[],1630194,,,1610612748,119,97,2026-03-09T00:23:10Z,6300000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
655,PT03M43.00S,2026-03-09T00:23:12.7Z,4,REGULAR,rebound,defensive,[],1642450,,,1610612765,119,97,2026-03-09T00:23:13Z,6310000,False,,,0,,D. Jenkins REBOUND (Off:0 Def:4),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,653.0,4.0,4.0,0.0,,,,,,,,,
656,PT03M41.00S,2026-03-09T00:23:13.6Z,4,REGULAR,turnover,bad pass,[],1641752,,,1610612765,119,97,2026-03-09T00:37:50Z,6320000,False,,,0,,B. Klintman bad pass TURNOVER (1 TO),"[1641752, 1630696]",1610612765.0,DET,,,,Klintman,B. Klintman,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,,,,,,Smith,1630696.0,,
657,PT03M41.00S,2026-03-09T00:23:13.6Z,4,REGULAR,steal,,[],1630696,,,1610612748,119,97,2026-03-09T00:23:16Z,6330000,False,,,0,,D. Smith STEAL (3 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
658,PT03M38.00S,2026-03-09T00:23:19.6Z,4,REGULAR,turnover,out-of-bounds,[],1630696,,,1610612748,119,97,2026-03-09T00:23:25Z,6340000,False,,,0,,D. Smith bad pass out-of-bounds TURNOVER (1 TO),[1630696],1610612748.0,MIA,bad pass,,,Smith,D. Smith,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,2882.0,,,,,,,,
659,PT03M30.00S,2026-03-09T00:23:35.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,28.728646517739815,19.11764705882353,1610612765,119,97,2026-03-09T00:23:40Z,6350000,False,154.0,218.0,1,left,MISS K. Huerter 26' 3PT,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,26.67,Missed,,,,,,,,,,,,,,,,,
660,PT03M27.00S,2026-03-09T00:23:38.6Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612765,119,97,2026-03-09T00:23:38Z,6360000,False,,,0,,P. Reed REBOUND (Off:3 Def:0),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,659.0,3.0,0.0,3.0,,,,,,,,,
661,PT03M27.00S,2026-03-09T00:23:40.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630194,8.492115637319317,55.88235294117647,1610612765,119,97,2026-03-09T00:30:39Z,6370000,False,-29.0,27.0,1,left,MISS P. Reed reverse Layup - blocked,"[1630194, 1631170]",1610612765.0,DET,reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,4.01,Missed,,,,,,,,,,,,,,,,Jaquez Jr.,1631170.0
662,PT03M27.00S,2026-03-09T00:23:40.2Z,4,REGULAR,block,,[],1631170,,,1610612765,119,97,2026-03-09T00:23:43Z,6380000,False,,,0,,J. Jaquez Jr. BLOCK (1 BLK),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
663,PT03M26.00S,2026-03-09T00:23:41.2Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,119,97,2026-03-09T02:06:42Z,6390000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:5),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,661.0,6.0,5.0,1.0,,,,,,,,,
664,PT03M17.00S,2026-03-09T00:23:49.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,83.39356110381078,42.40196078431372,1610612748,119,97,2026-03-09T00:33:48Z,6400000,False,-38.0,104.0,1,right,MISS J. Jaquez Jr. 11' running Layup - blocked,"[1631170, 1628989]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,,11.03,Missed,,,,,,,,,,,,,,,,Huerter,1628989.0
665,PT03M17.00S,2026-03-09T00:23:49.1Z,4,REGULAR,block,,[],1628989,,,1610612748,119,97,2026-03-09T00:23:52Z,6410000,False,,,0,,K. Huerter BLOCK (2 BLK),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
666,PT03M13.00S,2026-03-09T00:23:53.1Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612765,119,97,2026-03-09T00:23:58Z,6420000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,664.0,3.0,3.0,0.0,,,,,,,,,
667,PT03M11.00S,2026-03-09T00:23:55.2Z,4,REGULAR,3pt,Jump Shot,[],1630194,33.065045992115635,52.450980392156865,1610612765,119,100,2026-03-09T00:24:02Z,6430000,False,-12.0,258.0,1,left,P. Reed 25' 3PT  (3 PTS) (B. Klintman 1 AST),"[1630194, 1641752]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,25.86,Made,3.0,B. Klintman,1641752.0,1.0,,,,,,,,,,,,,
669,PT02M51.00S,2026-03-09T00:24:14.5Z,4,REGULAR,3pt,Jump Shot,[],1631170,73.40670170827858,12.745098039215685,1610612748,119,100,2026-03-09T00:24:19Z,6450000,False,-186.0,197.0,1,right,MISS J. Jaquez Jr. 27' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,27.15,Missed,,,,,,,,,,,,,,,,,
670,PT02M47.00S,2026-03-09T00:24:18.5Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612765,119,100,2026-03-09T00:24:19Z,6460000,False,,,0,,P. Reed REBOUND (Off:3 Def:1),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,669.0,4.0,1.0,3.0,,,,,,,,,
671,PT02M41.00S,2026-03-09T00:24:26.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612765,119,100,2026-03-09T00:24:41Z,6470000,False,,,0,,B. Adebayo personal FOUL (1 PF) (Reed 2 FT),"[1628389, 1630194]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,203593.0,1.0,0.0,Reed,1630194.0,,,,
673,PT02M41.00S,2026-03-09T00:24:54.1Z,4,REGULAR,freethrow,1 of 2,[],1630194,,,1610612765,119,101,2026-03-09T00:24:54Z,6490000,False,,,0,,P. Reed Free Throw 1 of 2 (4 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
674,PT02M41.00S,2026-03-09T00:24:55.7Z,4,REGULAR,substitution,out,[],1631170,,,1610612765,119,101,2026-03-09T00:25:01Z,6500000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT02M41.00S,2026-03-09T00:24:55.7Z,4,REGULAR,substitution,in,[],1642066,,,1610612765,119,101,2026-03-09T00:25:01Z,6510000,False,,,0,,SUB in: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT02M41.00S,2026-03-09T00:25:13.8Z,4,REGULAR,freethrow,2 of 2,[],1630194,,,1610612765,119,102,2026-03-09T00:25:13Z,6520000,False,,,0,,P. Reed Free Throw 2 of 2 (5 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
677,PT02M17.00S,2026-03-09T00:25:39.9Z,4,REGULAR,3pt,Jump Shot,[],1641796,67.62483574244416,67.8921568627451,1610612748,119,102,2026-03-09T00:25:46Z,6530000,False,89.0,252.0,1,right,MISS P. Larsson 26' 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,,26.72,Missed,,,,,,,,,,,,,,,,,
678,PT02M12.00S,2026-03-09T00:25:44.9Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612765,119,102,2026-03-09T00:25:46Z,6540000,False,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,,677.0,4.0,4.0,0.0,,,,,,,,,
679,PT02M09.00S,2026-03-09T00:25:48.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641752,8.754927726675426,47.794117647058826,1610612765,119,102,2026-03-09T00:26:02Z,6550000,False,11.0,30.0,1,left,MISS B. Klintman Layup - blocked,"[1641752, 1630696]",1610612765.0,DET,,,,Klintman,B. Klintman,,,,,Restricted Area,0-8 Center,,3.18,Missed,,,,,,,,,,,,,,,,Smith,1630696.0
680,PT02M09.00S,2026-03-09T00:25:48.6Z,4,REGULAR,block,,[],1630696,,,1610612765,119,102,2026-03-09T00:25:51Z,6560000,False,,,0,,D. Smith BLOCK (1 BLK),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
681,PT02M08.00S,2026-03-09T00:25:49.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,119,102,2026-03-09T02:10:02Z,6570000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,679.0,,,,,,,,,,,,
682,PT02M08.00S,2026-03-09T00:25:58.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642066,,,1610612765,119,102,2026-03-09T00:41:33Z,6580000,False,,,0,,M. Gardner loose ball personal FOUL (4 PF) (Reed 2 FT),"[1642066, 1630194]",1610612748.0,MIA,loose ball,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2882.0,4.0,0.0,Reed,1630194.0,,,,
684,PT02M08.00S,2026-03-09T00:26:18.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630194,,,1610612765,119,103,2026-03-09T00:26:18Z,6600000,False,,,0,,P. Reed Free Throw 1 of 2 (6 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
722,PT02M08.00S,2026-03-09T00:26:55.3Z,4,REGULAR,substitution,out,[],1628389,,,1610612765,119,103,2026-03-09T00:48:25Z,6615000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
723,PT02M08.00S,2026-03-09T00:26:55.3Z,4,REGULAR,substitution,in,[],1642884,,,1610612765,119,103,2026-03-09T00:48:25Z,6622500,False,,,0,,SUB in: V. Goldin,[1642884],1610612748.0,MIA,,,,Goldin,V. Goldin,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT02M08.00S,2026-03-09T00:26:18.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630194,,,1610612765,119,103,2026-03-09T00:26:43Z,6630000,False,,,0,,MISS P. Reed Free Throw 2 of 2,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
688,PT02M08.00S,2026-03-09T00:26:18.0Z,4,REGULAR,rebound,defensive,[],1642884,,,1610612748,119,103,2026-03-09T00:27:54Z,6640000,False,,,0,,V. Goldin REBOUND (Off:0 Def:1),[1642884],1610612748.0,MIA,,,,Goldin,V. Goldin,,,,,,,,,,,,,,687.0,1.0,1.0,0.0,,,,,,,,,
689,PT01M44.00S,2026-03-09T00:27:32.7Z,4,REGULAR,jumpball,recovered,[],1642450,,,1610612748,119,103,2026-03-09T00:41:32Z,6645000,False,,,0,,Jump Ball P. Reed vs. V. Goldin: Tip to D. Jenkins,"[1642450, 1630194, 1642884]",1610612765.0,DET,heldball,D. Jenkins,1642450.0,Jenkins,D. Jenkins,Reed,1630194.0,Goldin,1642884.0,,,,,,,,,,,,,,,,,,,,,,
720,PT01M43.00S,2026-03-09T00:27:49.7Z,4,REGULAR,turnover,bad pass,[],1642884,,,1610612748,119,103,2026-03-09T00:43:23Z,6655000,False,,,0,,V. Goldin bad pass TURNOVER (1 TO),"[1642884, 1630194]",1610612748.0,MIA,,,,Goldin,V. Goldin,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,,,,Reed,1630194.0,,
721,PT01M43.00S,2026-03-09T00:27:49.7Z,4,REGULAR,steal,,[],1630194,,,1610612765,119,103,2026-03-09T00:43:17Z,6656250,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
692,PT01M30.00S,2026-03-09T00:27:50.0Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630194,11.514454664914586,53.18627450980392,1610612765,119,105,2026-03-09T00:47:55Z,6657500,False,-16.0,56.0,1,left,P. Reed turnaround Hook (8 PTS),[1630194],1610612765.0,DET,turnaround,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,5.79,Made,8.0,,,,,,,,,,,,,,,,
693,PT01M16.00S,2026-03-09T00:27:58.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642857,88.12417871222075,54.90196078431373,1610612748,121,105,2026-03-09T00:28:06Z,6660000,False,25.0,59.0,1,right,K. Jakučionis 6' driving Layup (12 PTS),[1642857],1610612748.0,MIA,driving,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,6.4,Made,12.0,,,,,,,,,,,,,,,,
694,PT00M57.00S,2026-03-09T00:28:20.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,9.806176084099869,54.90196078431373,1610612765,121,107,2026-03-09T00:28:27Z,6670000,False,-25.0,40.0,1,left,P. Reed driving reverse Layup (10 PTS) (B. Klintman 2 AST),"[1630194, 1641752]",1610612765.0,DET,driving reverse,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,4.67,Made,10.0,B. Klintman,1641752.0,2.0,,,,,,,,,,,,,
697,PT00M48.50S,2026-03-09T00:28:34.4Z,4,REGULAR,substitution,out,[],1641796,,,1610612748,121,107,2026-03-09T00:28:49Z,6700000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M48.50S,2026-03-09T00:28:34.4Z,4,REGULAR,substitution,in,[],1631211,,,1610612748,121,107,2026-03-09T00:28:49Z,6710000,False,,,0,,SUB in: T. Keels,[1631211],1610612748.0,MIA,,,,Keels,T. Keels,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M48.50S,2026-03-09T00:28:53.9Z,4,REGULAR,turnover,traveling,[],1642857,,,1610612748,121,107,2026-03-09T00:29:05Z,6720000,False,,,0,,K. Jakučionis traveling TURNOVER (1 TO),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,2882.0,,,,,,,,
