actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT10M09.00S,2026-01-14T00:44:42.7Z,1,REGULAR,violation,defensive goaltending,[],1631109,,,1610612748,7,5,2026-01-14T00:45:21Z,210000,False,,,0,,M. Williams defensive goaltending VIOLATION,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,1627519.0,,,,,,,,,,,,
22,PT09M51.00S,2026-01-14T00:44:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,94.56307490144546,60.29411764705882,1610612756,7,7,2026-01-14T00:45:08Z,220000,False,51.0,-1.0,1,right,D. Booker turnaround bank Jump Shot (4 PTS),[1626164],1610612756.0,PHX,turnaround bank,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,5.15,Made,,4.0,,,,,,,,,,,,,,,,
23,PT09M44.00S,2026-01-14T00:45:05.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,4.28712220762155,96.56862745098039,1610612748,7,7,2026-01-14T00:45:11Z,230000,False,-233.0,-12.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,,
24,PT09M44.00S,2026-01-14T00:45:05.1Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,7,7,2026-01-14T00:45:11Z,240000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,23.0,,,,,,,,,,1.0,1.0,0.0,,,,,
25,PT09M31.00S,2026-01-14T00:45:18.0Z,1,REGULAR,3pt,Jump Shot,[],1626164,72.48685939553219,19.11764705882353,1610612756,7,7,2026-01-14T00:45:27Z,250000,False,-154.0,206.0,1,right,MISS D. Booker 25' fadeaway 3PT,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
26,PT09M27.00S,2026-01-14T00:45:21.5Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,7,7,2026-01-14T00:45:21Z,260000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,25.0,,,,,,,,,,1.0,1.0,0.0,,,,,
27,PT09M20.00S,2026-01-14T00:45:28.1Z,1,REGULAR,3pt,Jump Shot,[],203952,4.5499342969776615,95.83333333333334,1610612748,7,7,2026-01-14T00:45:33Z,270000,False,-229.0,-10.0,1,left,MISS A. Wiggins 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
28,PT09M16.00S,2026-01-14T00:45:32.1Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,7,7,2026-01-14T00:45:33Z,280000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:2),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,27.0,,,,,,,,,,2.0,2.0,0.0,,,,,
29,PT09M13.00S,2026-01-14T00:45:36.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631109,93.11760840998686,53.431372549019606,1610612756,7,7,2026-01-14T00:46:54Z,290000,False,17.0,12.0,1,right,MISS M. Williams running Layup,[1631109],1610612756.0,PHX,running,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
31,PT09M09.00S,2026-01-14T00:45:40.3Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,7,7,2026-01-14T00:45:44Z,310000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,29.0,,,,,,,,,,2.0,2.0,0.0,,,,,
32,PT09M06.00S,2026-01-14T00:45:42.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,14.536793692509855,94.6078431372549,1610612748,7,7,2026-01-14T00:46:06Z,320000,False,-223.0,84.0,1,left,MISS N. Powell running pullup 3PT,[1626181],1610612748.0,MIA,running pullup,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.83,Missed,,,,,,,,,,,,,,,,,,
33,PT08M59.00S,2026-01-14T00:45:49.9Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,7,7,2026-01-14T00:45:55Z,330000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,32.0,,,,,,,,,,1.0,0.0,1.0,,,,,
34,PT08M59.00S,2026-01-14T00:45:49.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203952,5.590000152587891,50.0,1610612748,9,7,2026-01-14T00:46:12Z,340000,False,0.0,0.0,1,left,A. Wiggins tip Layup (2 PTS),[203952],1610612748.0,MIA,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.0,Made,,2.0,,,,,,,,,,,,,,,,
35,PT08M44.00S,2026-01-14T00:46:05.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,93.11760840998686,50.0,1610612756,9,9,2026-01-14T00:47:53Z,350000,False,0.0,12.0,1,right,M. Williams cutting DUNK (2 PTS) (D. Booker 1 AST),"[1631109, 1626164]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.22,Made,,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,
37,PT08M29.00S,2026-01-14T00:46:21.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,6.783837056504599,39.21568627450981,1610612748,11,9,2026-01-14T00:46:28Z,370000,False,54.0,11.0,1,left,T. Herro driving floating bank Jump Shot (4 PTS),[1629639],1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,,4.0,,,,,,,,,,,,,,,,
38,PT08M15.00S,2026-01-14T00:46:34.5Z,1,REGULAR,turnover,lost ball,[],1626164,,,1610612756,11,9,2026-01-14T00:46:41Z,380000,False,,,0,,D. Booker lost ball TURNOVER (1 TO),"[1626164, 203952]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,
39,PT08M15.00S,2026-01-14T00:46:34.5Z,1,REGULAR,steal,,[],203952,,,1610612748,11,9,2026-01-14T00:46:37Z,390000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
40,PT08M10.00S,2026-01-14T00:46:38.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,5.863994743758213,48.28431372549019,1610612748,13,9,2026-01-14T00:46:48Z,400000,False,9.0,3.0,1,left,A. Wiggins running DUNK (4 PTS) (T. Herro 2 AST),"[203952, 1629639]",1610612748.0,MIA,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.9,Made,,4.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,
42,PT07M48.00S,2026-01-14T00:47:00.1Z,1,REGULAR,2pt,Jump Shot,[],1628415,93.9060446780552,67.15686274509804,1610612756,13,9,2026-01-14T00:47:08Z,420000,False,86.0,5.0,1,right,MISS D. Brooks 8' pullup Shot,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,8.59,Missed,,,,,,,,,,,,,,,,,,
43,PT07M44.00S,2026-01-14T00:47:04.8Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,13,9,2026-01-14T00:47:04Z,430000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,42.0,,,,,,,,,,1.0,0.0,1.0,,,,,
44,PT07M44.00S,2026-01-14T00:47:04.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631109,94.40999984741211,50.0,1610612756,13,9,2026-01-14T00:49:57Z,440000,False,0.0,0.0,1,right,MISS M. Williams tip Layup,[1631109],1610612756.0,PHX,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
45,PT07M43.00S,2026-01-14T00:47:05.8Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,13,9,2026-01-14T00:47:17Z,450000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,44.0,,,,,,,,,,1.0,1.0,0.0,,,,,
46,PT07M40.00S,2026-01-14T00:47:14.4Z,1,REGULAR,foul,personal,[],1628415,,,1610612748,13,9,2026-01-14T00:47:24Z,460000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1629639]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,,1627519.0,1.0,0.0,Herro,1629639.0,,,,,,,,
48,PT07M25.00S,2026-01-14T00:47:47.9Z,1,REGULAR,3pt,Jump Shot,[],1626181,4.812746386333772,95.34313725490196,1610612748,13,9,2026-01-14T00:47:53Z,480000,False,-227.0,-7.0,1,left,MISS N. Powell 3PT,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
49,PT07M22.00S,2026-01-14T00:47:50.9Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,13,9,2026-01-14T00:47:53Z,490000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Left Corner 3,24+ Left,,,48.0,,,,,,,,,,2.0,1.0,1.0,,,,,
51,PT07M13.00S,2026-01-14T00:48:16.7Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612756,13,9,2026-01-14T00:48:26Z,510000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Booker 2 FT),"[203952, 1626164]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,1627519.0,1.0,0.0,Booker,1626164.0,,,,,,,,
53,PT07M13.00S,2026-01-14T00:48:40.5Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,13,10,2026-01-14T00:48:40Z,530000,False,,,0,,D. Booker Free Throw 1 of 2 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
54,PT07M13.00S,2026-01-14T00:48:55.0Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,13,11,2026-01-14T00:48:55Z,540000,False,,,0,,D. Booker Free Throw 2 of 2 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
55,PT07M03.00S,2026-01-14T00:49:05.5Z,1,REGULAR,2pt,Jump Shot,[],1628389,22.026938239159,45.09803921568628,1610612748,15,11,2026-01-14T00:49:11Z,550000,False,25.0,155.0,1,left,B. Adebayo 15' step back Jump Shot (7 PTS) (D. Mitchell 1 AST),"[1628389, 1630558]",1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,15.65,Made,,7.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,
57,PT06M52.00S,2026-01-14T00:49:20.7Z,1,REGULAR,foul,personal,[],1629639,,,1610612756,15,11,2026-01-14T00:49:31Z,570000,False,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 1626164]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,,,,,,,,1626301.0,1.0,0.0,Booker,1626164.0,,,,,,,,
59,PT06M52.00S,2026-01-14T00:49:35.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,15,11,2026-01-14T00:49:35Z,590000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M52.00S,2026-01-14T00:49:39.3Z,1,REGULAR,substitution,out,[],1630558,,,1610612756,15,11,2026-01-14T00:52:25Z,600000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M52.00S,2026-01-14T00:49:39.3Z,1,REGULAR,substitution,out,[],1631221,,,1610612756,15,11,2026-01-14T00:52:25Z,610000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M52.00S,2026-01-14T00:49:39.3Z,1,REGULAR,substitution,in,[],1631170,,,1610612756,15,11,2026-01-14T00:52:25Z,620000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M52.00S,2026-01-14T00:49:39.3Z,1,REGULAR,substitution,in,[],1628960,,,1610612756,15,11,2026-01-14T00:52:25Z,630000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M44.00S,2026-01-14T00:52:42.0Z,1,REGULAR,3pt,Jump Shot,[],1628415,84.31340341655716,95.58823529411765,1610612756,15,11,2026-01-14T00:52:47Z,640000,False,228.0,95.0,1,right,MISS D. Brooks 24' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,24.69,Missed,,,,,,,,,,,,,,,,,,
65,PT06M40.00S,2026-01-14T00:52:46.0Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,15,11,2026-01-14T00:52:47Z,650000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,64.0,,,,,,,,,,2.0,1.0,1.0,,,,,
66,PT06M29.00S,2026-01-14T00:52:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629639,7.835085413929041,3.6764705882352944,1610612748,18,11,2026-01-14T00:53:02Z,660000,False,232.0,21.0,1,left,T. Herro 3PT  (7 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,23.26,Made,,7.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,
68,PT06M14.00S,2026-01-14T00:53:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.9993429697766,65.19607843137256,1610612756,18,11,2026-01-14T00:53:19Z,680000,False,76.0,107.0,1,right,MISS D. Booker 13' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,13.15,Missed,,,,,,,,,,,,,,,,,,
69,PT06M11.00S,2026-01-14T00:53:15.4Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,18,11,2026-01-14T00:53:19Z,690000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Right,,,68.0,,,,,,,,,,2.0,2.0,0.0,,,,,
70,PT06M06.00S,2026-01-14T00:53:20.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,26.888961892247043,80.14705882352942,1610612748,18,11,2026-01-14T00:53:33Z,700000,False,-151.0,200.0,1,left,MISS N. Powell 25' running pullup 3PT,[1626181],1610612748.0,MIA,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.07,Missed,,,,,,,,,,,,,,,,,,
71,PT05M57.00S,2026-01-14T00:53:29.6Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,18,11,2026-01-14T00:53:33Z,710000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,70.0,,,,,,,,,,3.0,2.0,1.0,,,,,
72,PT05M54.00S,2026-01-14T00:53:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.64323258869908,53.18627450980392,1610612756,18,13,2026-01-14T00:54:04Z,720000,False,16.0,7.0,1,right,D. Brooks driving Layup (2 PTS),[1628415],1610612756.0,PHX,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.75,Made,,2.0,,,,,,,,,,,,,,,,
73,PT05M35.00S,2026-01-14T00:53:50.7Z,1,REGULAR,3pt,Jump Shot,[],1628389,5.338370565045992,2.941176470588235,1610612748,21,13,2026-01-14T00:53:59Z,730000,False,235.0,-2.0,1,left,B. Adebayo 3PT  (10 PTS) (N. Powell 1 AST),"[1628389, 1626181]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,23.53,Made,,10.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,
75,PT05M23.00S,2026-01-14T00:54:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631109,88.25558475689881,39.21568627450981,1610612756,21,13,2026-01-14T00:55:25Z,750000,False,-54.0,58.0,1,right,MISS M. Williams 7' floating Shot,[1631109],1610612756.0,PHX,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
76,PT05M20.00S,2026-01-14T00:54:05.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,21,13,2026-01-14T00:55:25Z,760000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,75.0,,,,,,,,,,1.0,1.0,0.0,,,,,
77,PT05M15.00S,2026-01-14T00:54:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.697109067017081,51.9607843137255,1610612748,21,13,2026-01-14T00:56:07Z,770000,False,-10.0,67.0,1,left,MISS B. Adebayo 6' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
78,PT05M12.00S,2026-01-14T00:54:13.3Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,21,13,2026-01-14T00:54:18Z,780000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,77.0,,,,,,,,,,1.0,1.0,0.0,,,,,
79,PT05M05.00S,2026-01-14T00:54:21.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,91.01511169513797,59.068627450980394,1610612756,21,15,2026-01-14T00:54:31Z,790000,False,45.0,32.0,1,right,D. Brooks turnaround fadeaway bank Jump Shot (4 PTS),[1628415],1610612756.0,PHX,turnaround fadeaway bank,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,,4.0,,,,,,,,,,,,,,,,
80,PT04M50.00S,2026-01-14T00:54:35.9Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,21,15,2026-01-14T00:54:45Z,800000,False,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1628415]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Brooks,1628415.0,,
81,PT04M50.00S,2026-01-14T00:54:35.9Z,1,REGULAR,steal,,[],1628415,,,1610612756,21,15,2026-01-14T01:00:58Z,810000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
82,PT04M42.00S,2026-01-14T00:54:43.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,74.45795006570303,13.970588235294118,1610612756,21,15,2026-01-14T00:54:50Z,820000,False,-180.0,188.0,1,right,MISS D. Brooks 26' step back 3PT,[1628415],1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
83,PT04M40.00S,2026-01-14T00:54:46.2Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612756,21,15,2026-01-14T00:54:46Z,830000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,82.0,,,,,,,,,,1.0,0.0,1.0,,,,,
84,PT04M39.00S,2026-01-14T00:54:47.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628415,94.56307490144546,3.6764705882352944,1610612756,21,15,2026-01-14T00:54:52Z,840000,False,-232.0,-1.0,1,right,MISS D. Brooks 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
85,PT04M39.00S,2026-01-14T00:54:47.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,21,15,2026-01-14T00:54:52Z,850000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,84.0,,,,,,,,,,2.0,2.0,0.0,,,,,
