actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT10M51.00S,2026-03-20T00:12:46.7Z,1,REGULAR,2pt,Jump Shot,[],1628389,23.99802890932983,42.15686274509804,1610612748,5,0,2026-03-20T00:15:59Z,170000,False,39.0,173.0,1,left,MISS B. Adebayo 17' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,17.75,,,,,,,,,
18,PT10M49.00S,2026-03-20T00:12:48.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,5,0,2026-03-20T00:12:52Z,180000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,
19,PT10M27.00S,2026-03-20T00:13:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630559,70.12155059132719,73.2843137254902,1610612747,5,0,2026-03-20T00:13:45Z,190000,False,116.0,228.0,1,right,MISS A. Reaves 25' turnaround fadeaway bank 3PT,[1630559],1610612747.0,LAL,turnaround fadeaway bank,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.64,,,,,,,,,
20,PT10M22.00S,2026-03-20T00:13:16.8Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,5,0,2026-03-20T00:13:45Z,200000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,
21,PT10M15.00S,2026-03-20T00:13:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,4.944152431011826,45.588235294117645,1610612748,5,0,2026-03-20T00:13:31Z,210000,False,22.0,-6.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.29,,,,,,,,,
22,PT10M12.00S,2026-03-20T00:13:26.1Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,5,0,2026-03-20T00:13:31Z,220000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,
23,PT10M06.00S,2026-03-20T00:13:31.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203935,72.61826544021025,81.37254901960785,1610612747,5,0,2026-03-20T00:18:00Z,230000,False,157.0,205.0,1,right,MISS M. Smart 25' running 3PT,[203935],1610612747.0,LAL,running,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.81,,,,,,,,,
24,PT10M04.00S,2026-03-20T00:13:33.9Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612748,5,0,2026-03-20T00:13:37Z,240000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,
25,PT09M58.00S,2026-03-20T00:13:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,6.389618922470433,43.13725490196079,1610612748,7,0,2026-03-20T00:13:48Z,250000,False,34.0,8.0,1,left,P. Larsson driving floating bank Jump Shot (2 PTS) (S. Fontecchio 1 AST),"[1641796, 1631323]",1610612748.0,MIA,driving floating bank,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,3.51,S. Fontecchio,1631323.0,1.0,,,,,,
26,PT09M46.00S,2026-03-20T00:13:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,71.04139290407359,13.970588235294118,1610612747,7,0,2026-03-20T00:14:03Z,260000,False,-180.0,220.0,1,right,MISS L. Dončić 28' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,28.41,,,,,,,,,
27,PT09M43.00S,2026-03-20T00:13:54.5Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,7,0,2026-03-20T00:14:03Z,270000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,26.0,2.0,2.0,0.0,,
28,PT09M40.00S,2026-03-20T00:13:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631323,6.783837056504599,52.450980392156865,1610612748,9,0,2026-03-20T00:14:08Z,280000,False,-12.0,11.0,1,left,S. Fontecchio running finger roll Layup (2 PTS) (B. Adebayo 1 AST),"[1631323, 1628389]",1610612748.0,MIA,running finger roll,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.67,B. Adebayo,1628389.0,1.0,,,,,,
30,PT09M29.00S,2026-03-20T00:14:12.1Z,1,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612747,9,0,2026-03-20T00:14:20Z,300000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Smart 2 FT),"[1629639, 203935]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2002.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
32,PT09M29.00S,2026-03-20T00:14:36.6Z,1,REGULAR,freethrow,1 of 2,[],203935,,,1610612747,9,1,2026-03-20T00:14:36Z,320000,False,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
33,PT09M29.00S,2026-03-20T00:14:58.5Z,1,REGULAR,freethrow,2 of 2,[],203935,,,1610612747,9,2,2026-03-20T00:14:58Z,330000,False,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
34,PT09M17.00S,2026-03-20T00:15:10.9Z,1,REGULAR,3pt,Jump Shot,[],1631323,7.703679369250986,3.431372549019608,1610612748,12,2,2026-03-20T00:15:15Z,340000,False,233.0,20.0,1,left,S. Fontecchio 3PT  (5 PTS) (P. Larsson 1 AST),"[1631323, 1641796]",1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,,,,23.36,P. Larsson,1641796.0,1.0,,,,,,
36,PT08M59.00S,2026-03-20T00:15:28.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,92.9862023653088,51.71568627450981,1610612747,12,4,2026-03-20T00:15:42Z,360000,False,9.0,13.0,1,right,L. James cutting DUNK (2 PTS) (M. Smart 1 AST),"[2544, 203935]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.59,M. Smart,203935.0,1.0,,,,,,
38,PT08M39.00S,2026-03-20T00:15:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,16.63929040735874,48.28431372549019,1610612748,14,4,2026-03-20T00:15:54Z,380000,False,9.0,104.0,1,left,T. Herro 10' driving floating Jump Shot (2 PTS) (D. Mitchell 1 AST),"[1629639, 1630558]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,,,,10.43,D. Mitchell,1630558.0,1.0,,,,,,
40,PT08M25.00S,2026-03-20T00:16:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.9862023653088,53.18627450980392,1610612747,14,4,2026-03-20T00:16:07Z,400000,False,16.0,13.0,1,right,MISS M. Smart driving Layup,[203935],1610612747.0,LAL,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.08,,,,,,,,,
41,PT08M24.00S,2026-03-20T00:16:03.7Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,14,4,2026-03-20T00:16:07Z,410000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,40.0,2.0,2.0,0.0,,
42,PT08M21.00S,2026-03-20T00:16:07.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,33.98488830486202,41.66666666666667,1610612748,14,4,2026-03-20T00:16:18Z,420000,False,42.0,267.0,1,left,MISS T. Herro 27' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,27.02,,,,,,,,,
43,PT08M16.00S,2026-03-20T00:16:12.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612747,14,4,2026-03-20T00:16:18Z,430000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,42.0,1.0,1.0,0.0,,
44,PT08M13.00S,2026-03-20T00:16:15.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629029,93.77463863337714,52.20588235294118,1610612747,14,6,2026-03-20T00:16:22Z,440000,False,11.0,6.0,1,right,L. Dončić running Layup (2 PTS) (M. Smart 2 AST),"[1629029, 203935]",1610612747.0,LAL,running,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.25,M. Smart,203935.0,2.0,,,,,,
46,PT08M02.00S,2026-03-20T00:16:25.7Z,1,REGULAR,3pt,Jump Shot,[],1629639,32.14520367936925,13.480392156862745,1610612748,14,6,2026-03-20T00:16:31Z,460000,False,183.0,250.0,1,left,MISS T. Herro 30' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,30.93,,,,,,,,,
47,PT07M58.00S,2026-03-20T00:16:29.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,14,6,2026-03-20T00:16:31Z,470000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,
48,PT07M43.00S,2026-03-20T00:16:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,80.6340341655716,62.99019607843137,1610612747,14,6,2026-03-20T00:16:51Z,480000,False,65.0,130.0,1,right,MISS L. Dončić 14' fadeaway Shot,[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,14.49,,,,,,,,,
49,PT07M40.00S,2026-03-20T00:16:47.3Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,14,6,2026-03-20T00:16:51Z,490000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,48.0,2.0,1.0,1.0,,
50,PT07M39.00S,2026-03-20T00:16:49.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,91.5407358738502,50.245098039215684,1610612747,14,8,2026-03-20T00:16:57Z,500000,False,1.0,27.0,1,right,D. Ayton turnaround Hook (2 PTS),[1629028],1610612747.0,LAL,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,2.7,,,,,,,,,
51,PT07M27.00S,2026-03-20T00:17:00.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,10.33180026281209,47.794117647058826,1610612748,16,8,2026-03-20T00:17:05Z,510000,False,11.0,45.0,1,left,P. Larsson driving floating Jump Shot (4 PTS) (S. Fontecchio 2 AST),"[1641796, 1631323]",1610612748.0,MIA,driving floating,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,4.59,S. Fontecchio,1631323.0,2.0,,,,,,
53,PT07M18.00S,2026-03-20T00:17:09.5Z,1,REGULAR,3pt,Jump Shot,[],203935,94.82588699080158,95.09803921568627,1610612747,16,8,2026-03-20T00:17:16Z,530000,False,225.0,-4.0,1,right,MISS M. Smart 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,22.55,,,,,,,,,
54,PT07M13.00S,2026-03-20T00:17:14.6Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,16,8,2026-03-20T00:17:14Z,540000,False,,,0,,A. Reaves REBOUND (Off:1 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,53.0,2.0,1.0,1.0,,
55,PT07M09.00S,2026-03-20T00:17:19.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,67.49342969776609,31.127450980392158,1610612747,16,11,2026-03-20T00:17:27Z,550000,False,-94.0,253.0,1,right,L. Dončić 27' 3PT step back (5 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,,,,27.01,,,,,,,,,
57,PT07M02.00S,2026-03-20T00:17:29.8Z,1,REGULAR,foul,personal,[],1629029,,,1610612748,16,11,2026-03-20T00:17:49Z,570000,False,,,0,,L. Dončić personal FOUL (1 PF),"[1629029, 1629639]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,2002.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
59,PT06M56.00S,2026-03-20T00:17:52.3Z,1,REGULAR,3pt,Jump Shot,[],1628389,14.931011826544022,2.696078431372549,1610612748,19,11,2026-03-20T00:18:05Z,590000,False,237.0,88.0,1,left,B. Adebayo 25' 3PT  (5 PTS) (P. Larsson 2 AST),"[1628389, 1641796]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,,,,25.23,P. Larsson,1641796.0,2.0,,,,,,
61,PT06M40.00S,2026-03-20T00:18:08.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,68.01905387647832,67.40196078431373,1610612747,19,14,2026-03-20T00:18:13Z,610000,False,87.0,248.0,1,right,L. Dončić 26' 3PT step back (8 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,,,,26.29,,,,,,,,,
62,PT06M33.00S,2026-03-20T00:18:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.258212877792378,50.73529411764706,1610612748,21,14,2026-03-20T00:18:22Z,620000,False,-4.0,6.0,1,left,D. Mitchell driving finger roll Layup (5 PTS),[1630558],1610612748.0,MIA,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,0.73,,,,,,,,,
63,PT06M23.00S,2026-03-20T00:18:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,92.9862023653088,51.71568627450981,1610612747,21,16,2026-03-20T00:18:31Z,630000,False,9.0,13.0,1,right,A. Reaves driving finger roll Layup (2 PTS) (L. James 1 AST),"[1630559, 2544]",1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.59,L. James,2544.0,1.0,,,,,,
64,PT06M08.00S,2026-03-20T00:18:46.5Z,1,REGULAR,foul,personal,['2freethrow'],2544,,,1610612748,21,16,2026-03-20T00:18:53Z,640000,False,,,0,,L. James shooting personal FOUL (1 PF) (Adebayo 2 FT),"[2544, 1628389]",1610612747.0,LAL,shooting,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,2004.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
66,PT06M08.00S,2026-03-20T00:18:58.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,16,2026-03-20T00:18:59Z,660000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M08.00S,2026-03-20T00:20:29.5Z,1,REGULAR,substitution,out,[],203935,,,1610612748,21,16,2026-03-20T00:22:10Z,665000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M08.00S,2026-03-20T00:20:29.5Z,1,REGULAR,substitution,out,[],2544,,,1610612748,21,16,2026-03-20T00:22:10Z,667500,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2026-03-20T00:20:29.5Z,1,REGULAR,substitution,out,[],1629028,,,1610612748,21,16,2026-03-20T00:22:10Z,668750,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M08.00S,2026-03-20T00:20:29.5Z,1,REGULAR,substitution,in,[],1629060,,,1610612748,21,16,2026-03-20T00:22:10Z,669375,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M08.00S,2026-03-20T00:20:29.5Z,1,REGULAR,substitution,in,[],1628379,,,1610612748,21,16,2026-03-20T00:22:10Z,669687,False,,,0,,SUB in: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M08.00S,2026-03-20T00:20:29.5Z,1,REGULAR,substitution,in,[],1629637,,,1610612748,21,16,2026-03-20T00:22:10Z,669843,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M08.00S,2026-03-20T00:22:13.8Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,22,16,2026-03-20T00:22:13Z,680000,False,,,0,,B. Adebayo Free Throw 1 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
76,PT06M08.00S,2026-03-20T00:22:32.9Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,23,16,2026-03-20T00:22:32Z,690000,False,,,0,,B. Adebayo Free Throw 2 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
77,PT05M51.00S,2026-03-20T00:22:56.5Z,1,REGULAR,foul,personal,['2freethrow'],1641796,,,1610612747,23,16,2026-03-20T00:23:10Z,700000,False,,,0,,P. Larsson shooting personal FOUL (1 PF) (Dončić 2 FT),"[1641796, 1629029]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,Mid-Range,8-16 Left,2004.0,1.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,,
79,PT05M51.00S,2026-03-20T00:23:29.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,23,17,2026-03-20T00:23:29Z,720000,False,,,0,,L. Dončić Free Throw 1 of 2 (9 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
80,PT05M51.00S,2026-03-20T00:23:30.1Z,1,REGULAR,substitution,out,[],1641796,,,1610612747,23,17,2026-03-20T00:23:39Z,730000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M51.00S,2026-03-20T00:23:30.1Z,1,REGULAR,substitution,in,[],1626181,,,1610612747,23,17,2026-03-20T00:23:39Z,740000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M51.00S,2026-03-20T00:23:59.3Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,23,18,2026-03-20T00:23:59Z,750000,False,,,0,,L. Dončić Free Throw 2 of 2 (10 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
83,PT05M41.00S,2026-03-20T00:24:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.469776609724048,47.794117647058826,1610612748,25,18,2026-03-20T00:24:14Z,760000,False,11.0,-1.0,1,left,D. Mitchell driving Layup (7 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,1.11,,,,,,,,,
84,PT05M25.00S,2026-03-20T00:24:33.7Z,1,REGULAR,foul,personal,[],1626181,,,1610612747,25,18,2026-03-20T00:24:44Z,770000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1629637]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,200834.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,
86,PT05M15.00S,2026-03-20T00:24:54.3Z,1,REGULAR,2pt,Jump Shot,[],1630559,91.27792378449409,70.58823529411765,1610612747,25,18,2026-03-20T00:25:02Z,790000,False,103.0,29.0,1,right,MISS A. Reaves 10' driving floating bank Shot,[1630559],1610612747.0,LAL,driving floating bank,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,10.7,,,,,,,,,
87,PT05M11.00S,2026-03-20T00:24:58.3Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,25,18,2026-03-20T00:25:02Z,800000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,86.0,3.0,3.0,0.0,,
