actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
464,PT05M03.00S,2026-03-11T01:14:04.8Z,3,REGULAR,substitution,in,[],1630551,,,1610612764,99,75,2026-03-11T01:14:25Z,4560000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M49.00S,2026-03-11T01:14:56.1Z,3,REGULAR,foul,personal,['2freethrow'],1642066,,,1610612764,99,75,2026-03-11T01:15:13Z,4570000,False,,,0,,M. Gardner shooting personal FOUL (4 PF) (Coulibaly 2 FT),"[1642066, 1641731]",1610612748.0,MIA,shooting,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,4.0,0.0,Coulibaly,1641731.0,,,
467,PT04M49.00S,2026-03-11T01:15:18.3Z,3,REGULAR,foul,technical,['1freethrow'],1641731,,,1610612764,99,75,2026-03-11T01:15:31Z,4590000,False,,,0,,B. Coulibaly technical FOUL (1 Tech),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,202049.0,1.0,1.0,,,,,
468,PT04M49.00S,2026-03-11T01:15:37.6Z,3,REGULAR,freethrow,1 of 1,[],1628389,,,1610612764,100,75,2026-03-11T01:15:37Z,4600000,False,,,0,,B. Adebayo technical Free Throw 1 of 1 (53 PTS),[1628389],1610612748.0,MIA,technical,,,Adebayo,B. Adebayo,,,,,,,,Made,53.0,,,,,,,,,,,,,,,,,
469,PT04M49.00S,2026-03-11T01:16:01.9Z,3,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,100,75,2026-03-11T01:16:01Z,4610000,False,,,0,,MISS B. Coulibaly Free Throw 1 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
470,PT04M49.00S,2026-03-11T01:16:01.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,100,75,2026-03-11T01:16:01Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,469.0,,,,,,,,,,,,,,,,
471,PT04M49.00S,2026-03-11T01:16:06.8Z,3,REGULAR,substitution,out,[],1642066,,,1610612764,100,75,2026-03-11T01:16:09Z,4630000,False,,,0,,SUB out: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M49.00S,2026-03-11T01:16:06.8Z,3,REGULAR,substitution,in,[],1631323,,,1610612764,100,75,2026-03-11T01:16:09Z,4640000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M49.00S,2026-03-11T01:16:18.6Z,3,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,100,76,2026-03-11T01:16:18Z,4650000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (8 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
474,PT04M37.00S,2026-03-11T01:16:34.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641774,,,1610612748,100,76,2026-03-11T01:16:45Z,4660000,False,,,0,,T. Vukcevic shooting personal FOUL (4 PF) (Adebayo 2 FT),"[1641774, 1628389]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,4.0,0.0,Adebayo,1628389.0,,,
476,PT04M37.00S,2026-03-11T01:16:59.9Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,101,76,2026-03-11T01:16:59Z,4680000,False,,,0,,B. Adebayo Free Throw 1 of 2 (54 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,54.0,,,,,,,,,,,,,,,,,
477,PT04M37.00S,2026-03-11T01:17:15.8Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,102,76,2026-03-11T01:17:15Z,4690000,False,,,0,,B. Adebayo Free Throw 2 of 2 (55 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,55.0,,,,,,,,,,,,,,,,,
478,PT04M25.00S,2026-03-11T01:17:28.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641774,15.325229960578188,52.20588235294118,1610612764,102,76,2026-03-11T01:17:36Z,4700000,False,-11.0,92.0,1,left,MISS T. Vukcevic 9' floating Shot,[1641774],1610612764.0,WAS,floating,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,9.23,Missed,,,,,,,,,,,,,,,,,,
479,PT04M21.00S,2026-03-11T01:17:32.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,102,76,2026-03-11T01:17:36Z,4710000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,478.0,,,6.0,5.0,1.0,,,,,,,,,,,
480,PT04M18.00S,2026-03-11T01:17:34.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,66.70499342969777,62.745098039215684,1610612748,102,76,2026-03-11T01:18:12Z,4720000,False,64.0,260.0,1,right,MISS B. Adebayo 26' running pullup 3PT,[1628389],1610612748.0,MIA,running pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
481,PT04M14.00S,2026-03-11T01:17:38.8Z,3,REGULAR,rebound,defensive,[],1642267,,,1610612764,102,76,2026-03-11T01:17:40Z,4730000,False,,,0,,B. Carrington REBOUND (Off:0 Def:4),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,480.0,,,4.0,4.0,0.0,,,,,,,,,,,
482,PT04M11.00S,2026-03-11T01:17:42.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642848,34.510512483574246,27.450980392156865,1610612764,102,79,2026-03-11T01:26:02Z,4740000,False,113.0,272.0,1,left,T. Johnson 29' 3PT running (17 PTS) (B. Carrington 6 AST),"[1642848, 1642267]",1610612764.0,WAS,running,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,29.43,Made,17.0,,,,,,,B. Carrington,1642267.0,6.0,,,,,,,,
483,PT03M59.00S,2026-03-11T01:17:56.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641774,,,1610612748,102,79,2026-03-11T01:18:15Z,4750000,False,,,0,,T. Vukcevic shooting personal FOUL (5 PF) (Adebayo 2 FT),"[1641774, 1628389]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202049.0,5.0,0.0,Adebayo,1628389.0,,,
486,PT03M59.00S,2026-03-11T01:18:24.1Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,103,79,2026-03-11T01:18:24Z,4770000,False,,,0,,B. Adebayo Free Throw 1 of 2 (56 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,56.0,,,,,,,,,,,,,,,,,
487,PT03M59.00S,2026-03-11T01:18:26.5Z,3,REGULAR,substitution,out,[],1641731,,,1610612748,103,79,2026-03-11T01:18:33Z,4780000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M59.00S,2026-03-11T01:18:26.5Z,3,REGULAR,substitution,out,[],1641774,,,1610612748,103,79,2026-03-11T01:18:33Z,4790000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M59.00S,2026-03-11T01:18:26.5Z,3,REGULAR,substitution,in,[],1630702,,,1610612748,103,79,2026-03-11T01:18:33Z,4800000,False,,,0,,SUB in: J. Hardy,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT03M59.00S,2026-03-11T01:18:26.5Z,3,REGULAR,substitution,in,[],1630264,,,1610612748,103,79,2026-03-11T01:18:33Z,4810000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT03M59.00S,2026-03-11T01:18:45.5Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,104,79,2026-03-11T01:18:45Z,4820000,False,,,0,,B. Adebayo Free Throw 2 of 2 (57 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,57.0,,,,,,,,,,,,,,,,,
492,PT03M46.00S,2026-03-11T01:19:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,6.389618922470433,52.20588235294118,1610612764,104,81,2026-03-11T01:19:11Z,4830000,False,-11.0,8.0,1,left,B. Carrington driving finger roll Layup (4 PTS),[1642267],1610612764.0,WAS,driving finger roll,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,1.34,Made,4.0,,,,,,,,,,,,,,,,,
493,PT03M33.00S,2026-03-11T01:19:13.5Z,3,REGULAR,2pt,Jump Shot,[],1628389,87.72996057818659,23.03921568627451,1610612748,104,81,2026-03-11T01:19:19Z,4840000,False,-135.0,63.0,1,right,MISS B. Adebayo 14' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,14.87,Missed,,,,,,,,,,,,,,,,,,
494,PT03M29.00S,2026-03-11T01:19:17.5Z,3,REGULAR,rebound,offensive,[],1631323,,,1610612748,104,81,2026-03-11T01:19:34Z,4850000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,,,,493.0,,,2.0,1.0,1.0,,,,,,,,,,,
495,PT03M28.00S,2026-03-11T01:19:18.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631323,93.11760840998686,49.754901960784316,1610612748,106,81,2026-03-11T01:19:25Z,4860000,False,-1.0,12.0,1,right,S. Fontecchio putback Layup (13 PTS),[1631323],1610612748.0,MIA,putback,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,1.23,Made,13.0,,,,,,,,,,,,,,,,,
496,PT03M22.00S,2026-03-11T01:19:25.9Z,3,REGULAR,turnover,bad pass,[],1642267,,,1610612764,106,81,2026-03-11T01:19:55Z,4870000,False,,,0,,B. Carrington bad pass TURNOVER (6 TO),"[1642267, 1642857]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,6.0,Jakučionis,1642857.0
497,PT03M22.00S,2026-03-11T01:19:25.9Z,3,REGULAR,steal,,[],1642857,,,1610612748,106,81,2026-03-11T01:19:27Z,4880000,False,,,0,,K. Jakučionis STEAL (1 STL),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
498,PT03M22.00S,2026-03-11T01:19:28.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642857,93.64323258869908,51.225490196078425,1610612748,108,81,2026-03-11T01:19:34Z,4890000,False,6.0,7.0,1,right,K. Jakučionis running finger roll Layup (5 PTS),[1642857],1610612748.0,MIA,running finger roll,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,0.95,Made,5.0,,,,,,,,,,,,,,,,,
499,PT03M22.00S,2026-03-11T01:19:41.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,108,81,2026-03-11T01:19:41Z,4900000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT03M22.00S,2026-03-11T01:20:43.8Z,3,REGULAR,substitution,out,[],1642267,,,1610612764,108,81,2026-03-11T01:21:00Z,4920000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT03M22.00S,2026-03-11T01:20:43.8Z,3,REGULAR,substitution,out,[],1642848,,,1610612764,108,81,2026-03-11T01:21:00Z,4930000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT03M22.00S,2026-03-11T01:20:43.8Z,3,REGULAR,substitution,in,[],1630536,,,1610612764,108,81,2026-03-11T01:21:00Z,4940000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M22.00S,2026-03-11T01:20:43.8Z,3,REGULAR,substitution,in,[],1642860,,,1610612764,108,81,2026-03-11T01:21:00Z,4950000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M08.00S,2026-03-11T01:21:31.7Z,3,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612764,108,81,2026-03-11T01:22:10Z,4960000,False,,,0,,J. Jaquez Jr. personal FOUL (1 PF) (Riley 2 FT),"[1631170, 1642860]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202049.0,1.0,0.0,Riley,1642860.0,,,
507,PT03M08.00S,2026-03-11T01:21:53.4Z,3,REGULAR,freethrow,1 of 2,[],1642860,,,1610612764,108,82,2026-03-11T01:21:53Z,4980000,False,,,0,,W. Riley Free Throw 1 of 2 (12 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
508,PT03M08.00S,2026-03-11T01:22:06.0Z,3,REGULAR,freethrow,2 of 2,[],1642860,,,1610612764,108,83,2026-03-11T01:22:06Z,4990000,False,,,0,,W. Riley Free Throw 2 of 2 (13 PTS),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
509,PT02M55.00S,2026-03-11T01:22:21.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630551,,,1610612748,108,83,2026-03-11T01:22:47Z,5000000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1630551, 1628389]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,2.0,0.0,Adebayo,1628389.0,,,
511,PT02M55.00S,2026-03-11T01:22:48.5Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,108,83,2026-03-11T01:22:48Z,5020000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
512,PT02M55.00S,2026-03-11T01:22:48.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,108,83,2026-03-11T01:22:48Z,5030000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,,
513,PT02M55.00S,2026-03-11T01:22:50.2Z,3,REGULAR,substitution,out,[],1630558,,,1610612748,108,83,2026-03-11T01:22:56Z,5040000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT02M55.00S,2026-03-11T01:22:50.2Z,3,REGULAR,substitution,in,[],1630696,,,1610612748,108,83,2026-03-11T01:22:56Z,5050000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M55.00S,2026-03-11T01:23:07.2Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,109,83,2026-03-11T01:23:07Z,5060000,False,,,0,,B. Adebayo Free Throw 2 of 2 (58 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,58.0,,,,,,,,,,,,,,,,,
516,PT02M44.00S,2026-03-11T01:23:21.6Z,3,REGULAR,violation,kicked ball,[],1642857,,,1610612764,109,83,2026-03-11T01:23:32Z,5070000,False,,,0,,K. Jakučionis kicked ball VIOLATION,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,
517,PT02M40.00S,2026-03-11T01:23:47.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630536,5.995400788436268,49.50980392156863,1610612764,109,85,2026-03-11T01:57:34Z,5080000,False,2.0,4.0,1,left,S. Cooper driving finger roll Layup (4 PTS) (A. Gill 2 AST),"[1630536, 1630264]",1610612764.0,WAS,driving finger roll,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,0.46,Made,4.0,,,,,,,A. Gill,1630264.0,2.0,,,,,,,,
519,PT02M40.00S,2026-03-11T01:23:59.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630696,,,1610612764,109,85,2026-03-11T01:24:14Z,5100000,False,,,0,,D. Smith shooting personal FOUL (1 PF) (Cooper 1 FT),"[1630696, 1630536]",1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Cooper,1630536.0,,,
521,PT02M40.00S,2026-03-11T01:24:15.7Z,3,REGULAR,freethrow,1 of 1,[],1630536,,,1610612764,109,85,2026-03-11T01:24:15Z,5120000,False,,,0,,MISS S. Cooper Free Throw 1 of 1,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
522,PT02M36.00S,2026-03-11T01:24:17.5Z,3,REGULAR,rebound,defensive,[],1631323,,,1610612748,109,85,2026-03-11T01:24:17Z,5130000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:2),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,521.0,,,3.0,2.0,1.0,,,,,,,,,,,
523,PT02M28.00S,2026-03-11T01:24:25.2Z,3,REGULAR,3pt,Jump Shot,[],1628389,76.42904073587385,10.53921568627451,1610612748,109,85,2026-03-11T01:24:36Z,5140000,False,-197.0,169.0,1,right,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
524,PT02M25.00S,2026-03-11T01:24:28.2Z,3,REGULAR,rebound,defensive,[],1630551,,,1610612764,109,85,2026-03-11T01:24:31Z,5150000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:3),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,523.0,,,4.0,3.0,1.0,,,,,,,,,,,
525,PT02M14.00S,2026-03-11T01:24:40.7Z,3,REGULAR,3pt,Jump Shot,[],1630702,5.995400788436268,4.166666666666666,1610612764,109,88,2026-03-11T01:24:49Z,5160000,False,229.0,4.0,1,left,J. Hardy 3PT  (5 PTS) (J. Champagnie 2 AST),"[1630702, 1630551]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,22.92,Made,5.0,,,,,,,J. Champagnie,1630551.0,2.0,,,,,,,,
527,PT01M55.00S,2026-03-11T01:24:58.8Z,3,REGULAR,3pt,Jump Shot,[],1642857,67.62483574244416,60.78431372549019,1610612748,109,88,2026-03-11T01:25:12Z,5180000,False,54.0,252.0,1,right,MISS K. Jakučionis 25' 3PT,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Center,25.75,Missed,,,,,,,,,,,,,,,,,,
528,PT01M53.00S,2026-03-11T01:25:00.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,109,88,2026-03-11T01:25:12Z,5190000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,527.0,,,,,,,,,,,,,,,,
530,PT01M43.00S,2026-03-11T01:25:27.7Z,3,REGULAR,3pt,Jump Shot,[],1630551,6.783837056504599,3.1862745098039214,1610612764,109,88,2026-03-11T01:25:38Z,5210000,False,234.0,11.0,1,left,MISS J. Champagnie 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
531,PT01M38.00S,2026-03-11T01:25:32.7Z,3,REGULAR,rebound,defensive,[],1642857,,,1610612748,109,88,2026-03-11T01:25:38Z,5220000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:3),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Right Corner 3,24+ Right,,,,530.0,,,4.0,3.0,1.0,,,,,,,,,,,
532,PT01M34.00S,2026-03-11T01:25:35.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630696,92.06636005256242,49.01960784313725,1610612748,109,88,2026-03-11T01:25:45Z,5230000,False,-5.0,22.0,1,right,MISS D. Smith running Layup - blocked,"[1630696, 1630702]",1610612748.0,MIA,running,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,2.26,Missed,,,Hardy,1630702.0,,,,,,,,,,,,,,
533,PT01M34.00S,2026-03-11T01:25:35.8Z,3,REGULAR,block,,[],1630702,,,1610612748,109,88,2026-03-11T01:25:39Z,5240000,False,,,0,,J. Hardy BLOCK (1 BLK),[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
534,PT01M34.00S,2026-03-11T01:25:35.8Z,3,REGULAR,rebound,defensive,[],1630702,,,1610612764,109,88,2026-03-11T01:25:45Z,5250000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,532.0,,,1.0,1.0,0.0,,,,,,,,,,,
535,PT01M27.00S,2026-03-11T01:25:42.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642860,9.149145860709593,2.941176470588235,1610612764,109,88,2026-03-11T01:29:33Z,5260000,False,235.0,34.0,1,left,MISS W. Riley running 3PT,[1642860],1610612764.0,WAS,running,,,Riley,W. Riley,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
536,PT01M27.00S,2026-03-11T01:25:42.4Z,3,REGULAR,rebound,offensive,[],1630264,,,1610612764,109,88,2026-03-11T01:25:49Z,5270000,False,,,0,,A. Gill REBOUND (Off:1 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Right Corner 3,24+ Right,,,,535.0,,,3.0,2.0,1.0,,,,,,,,,,,
537,PT01M21.00S,2026-03-11T01:25:48.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,5.590000152587891,50.0,1610612764,109,90,2026-03-11T01:25:48Z,5280000,False,0.0,0.0,1,left,A. Gill tip Layup (4 PTS),[1630264],1610612764.0,WAS,tip,,,Gill,A. Gill,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
538,PT01M17.00S,2026-03-11T01:25:57.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612748,109,90,2026-03-11T01:26:16Z,5290000,False,,,0,,A. Gill personal FOUL (2 PF) (Adebayo 2 FT),"[1630264, 1628389]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,202049.0,2.0,0.0,Adebayo,1628389.0,,,
540,PT01M17.00S,2026-03-11T01:26:28.1Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,110,90,2026-03-11T01:26:53Z,5310000,False,,,0,,B. Adebayo Free Throw 1 of 2 (59 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,59.0,,,,,,,,,,,,,,,,,
541,PT01M17.00S,2026-03-11T01:26:28.1Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,110,90,2026-03-11T01:26:53Z,5320000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
542,PT01M15.00S,2026-03-11T01:26:30.1Z,3,REGULAR,rebound,defensive,[],1630551,,,1610612764,110,90,2026-03-11T01:39:55Z,5330000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:4),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,541.0,,,5.0,4.0,1.0,,,,,,,,,,,
543,PT00M58.90S,2026-03-11T01:27:04.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,11.908672798948752,50.245098039215684,1610612764,110,92,2026-03-11T01:27:10Z,5340000,False,-1.0,59.0,1,left,A. Gill floating Jump Shot (6 PTS) (W. Riley 2 AST),"[1630264, 1642860]",1610612764.0,WAS,floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,5.94,Made,6.0,,,,,,,W. Riley,1642860.0,2.0,,,,,,,,
545,PT00M47.20S,2026-03-11T01:27:21.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630551,,,1610612748,110,92,2026-03-11T01:27:33Z,5360000,False,,,0,,J. Champagnie personal FOUL (3 PF) (Adebayo 2 FT),"[1630551, 1628389]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2003.0,3.0,0.0,Adebayo,1628389.0,,,
547,PT00M47.20S,2026-03-11T01:27:50.0Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,110,92,2026-03-11T01:27:50Z,5380000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
548,PT00M47.20S,2026-03-11T01:27:50.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,110,92,2026-03-11T01:27:50Z,5390000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,
