actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT11M11.00S,2025-11-25T00:42:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629023,92.9862023653088,51.71568627450981,1610612742,0,0,2025-11-25T04:05:15Z,170000,False,9.0,13.0,1,right,MISS P. Washington putback Layup,[1629023],1610612742.0,DAL,putback,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
18,PT11M08.00S,2025-11-25T00:42:22.8Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,0,0,2025-11-25T04:05:15Z,180000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT11M00.00S,2025-11-25T00:42:31.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,11.251642575558476,54.166666666666664,1610612748,0,0,2025-11-25T00:42:38Z,190000,False,-21.0,53.0,1,left,MISS D. Mitchell driving floating Shot,[1630558],1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,,,,,,,,
20,PT10M54.00S,2025-11-25T00:42:37.2Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,0,0,2025-11-25T00:42:38Z,200000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M47.00S,2025-11-25T00:42:44.0Z,1,REGULAR,turnover,lost ball,[],1642843,,,1610612742,0,0,2025-11-25T00:42:48Z,210000,False,,,0,,C. Flagg lost ball TURNOVER (1 TO),"[1642843, 1630558]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,Mitchell,1630558.0,,,,,,,,
22,PT10M47.00S,2025-11-25T00:42:44.0Z,1,REGULAR,steal,,[],1630558,,,1610612748,0,0,2025-11-25T00:42:46Z,220000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M32.00S,2025-11-25T00:42:58.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,18.74178712220762,62.5,1610612748,0,0,2025-11-25T00:43:09Z,230000,False,-62.0,124.0,1,left,MISS T. Herro 13' step back Shot,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,13.86,Missed,,,,,,,,,,,,,,,,,,
24,PT10M27.00S,2025-11-25T00:43:03.8Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,0,0,2025-11-25T00:43:09Z,240000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M22.00S,2025-11-25T00:43:09.9Z,1,REGULAR,2pt,Jump Shot,[],1629023,78.9257555847569,33.33333333333333,1610612742,0,0,2025-11-25T00:43:26Z,250000,False,-83.0,146.0,1,right,MISS P. Washington 16' pullup Shot,[1629023],1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,16.77,Missed,,,,,,,,,,,,,,,,,,
26,PT10M19.00S,2025-11-25T00:43:12.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,0,0,2025-11-25T00:43:26Z,260000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M14.00S,2025-11-25T00:43:19.0Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612748,0,0,2025-11-25T00:43:36Z,270000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1629655, 1628389]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,,,,,,1.0,0.0,Adebayo,1628389.0,,,,
29,PT10M14.00S,2025-11-25T00:43:50.8Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,0,0,2025-11-25T00:44:14Z,290000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT10M14.00S,2025-11-25T00:43:50.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,0,0,2025-11-25T00:44:14Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,
31,PT10M14.00S,2025-11-25T00:43:50.8Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,0,0,2025-11-25T00:44:14Z,310000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
32,PT10M11.00S,2025-11-25T00:43:53.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-11-25T00:44:14Z,320000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
33,PT10M00.00S,2025-11-25T00:44:20.9Z,1,REGULAR,turnover,lost ball,[],1630314,,,1610612742,0,0,2025-11-25T01:10:32Z,330000,False,,,0,,B. Williams lost ball TURNOVER (1 TO),"[1630314, 1629639]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,Herro,1629639.0,,,,,,,,
34,PT10M00.00S,2025-11-25T00:44:20.9Z,1,REGULAR,steal,,[],1629639,,,1610612748,0,0,2025-11-25T00:44:24Z,340000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
35,PT09M49.00S,2025-11-25T00:44:32.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641796,13.222733245729303,41.17647058823529,1610612748,0,0,2025-11-25T00:44:38Z,350000,False,44.0,72.0,1,left,MISS P. Larsson 8' driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Center,8.43,Missed,,,,,,,,,,,,,,,,,,
36,PT09M46.00S,2025-11-25T00:44:35.9Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,0,0,2025-11-25T00:44:38Z,360000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,,,
37,PT09M39.00S,2025-11-25T00:44:42.9Z,1,REGULAR,2pt,Jump Shot,[],1630314,85.23324572930355,69.85294117647058,1610612742,0,0,2025-11-25T00:44:50Z,370000,False,99.0,86.0,1,right,MISS B. Williams 13' pullup Shot,[1630314],1610612742.0,DAL,pullup,,,Williams,B. Williams,,,,,Mid-Range,8-16 Right,13.16,Missed,,,,,,,,,,,,,,,,,,
38,PT09M33.00S,2025-11-25T00:44:48.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,0,0,2025-11-25T00:45:27Z,380000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT09M29.00S,2025-11-25T00:44:51.6Z,1,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612748,0,0,2025-11-25T00:45:01Z,390000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Ware 2 FT),"[1631108, 1642276]",1610612742.0,DAL,shooting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,,1.0,0.0,Ware,1642276.0,,,,
41,PT09M29.00S,2025-11-25T00:45:19.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642276,,,1610612748,1,0,2025-11-25T00:45:19Z,410000,False,,,0,,K. Ware Free Throw 1 of 2 (1 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
42,PT09M29.00S,2025-11-25T00:45:34.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642276,,,1610612748,2,0,2025-11-25T00:45:34Z,420000,False,,,0,,K. Ware Free Throw 2 of 2 (2 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
43,PT09M14.00S,2025-11-25T00:45:53.8Z,1,REGULAR,3pt,Jump Shot,[],1630314,70.38436268068331,25.49019607843137,1610612742,2,3,2025-11-25T01:12:45Z,430000,False,-123.0,226.0,1,right,B. Williams 25' 3PT pullup (3 PTS) (C. Flagg 1 AST),"[1630314, 1642843]",1610612742.0,DAL,pullup,,,Williams,B. Williams,,,,,Above the Break 3,24+ Left Center,25.7,Made,,,,,,,,,,,,,,,3.0,C. Flagg,1642843.0,1.0
45,PT08M57.00S,2025-11-25T00:46:11.1Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612748,2,3,2025-11-25T00:46:30Z,450000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1629023, 1628389]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203592.0,,,,,,1.0,0.0,Adebayo,1628389.0,,,,
47,PT08M57.00S,2025-11-25T00:46:40.7Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,2,3,2025-11-25T00:46:40Z,470000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
48,PT08M57.00S,2025-11-25T00:46:40.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,2,3,2025-11-25T00:46:40Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,
49,PT08M57.00S,2025-11-25T00:46:59.1Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,3,3,2025-11-25T00:46:59Z,490000,False,,,0,,B. Adebayo Free Throw 2 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
50,PT08M44.00S,2025-11-25T00:47:13.3Z,1,REGULAR,3pt,Jump Shot,[],1642843,77.61169513797634,87.25490196078431,1610612742,3,3,2025-11-25T00:47:18Z,500000,False,186.0,158.0,1,right,MISS C. Flagg 24' 3PT,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Right Center,24.43,Missed,,,,,,,,,,,,,,,,,,
51,PT08M41.00S,2025-11-25T00:47:16.3Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,3,3,2025-11-25T00:47:18Z,510000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,,,
57,PT08M32.00S,2025-11-25T00:47:24.9Z,1,REGULAR,turnover,offensive goaltending,[],1642276,,,1610612748,3,3,2025-11-25T00:48:52Z,520000,False,,,0,,K. Ware offensive goaltending TURNOVER (2 TO),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,2.0,,,,,,,,,,,,
54,PT08M22.00S,2025-11-25T00:47:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1641796,,,1610612742,3,3,2025-11-25T00:48:23Z,540000,False,,,0,,P. Larsson shooting personal FOUL (1 PF) (Williams 2 FT),"[1641796, 1630314]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,,,,,,1.0,0.0,Williams,1630314.0,,,,
56,PT08M22.00S,2025-11-25T00:48:29.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630314,,,1610612742,3,4,2025-11-25T00:48:52Z,560000,False,,,0,,B. Williams Free Throw 1 of 2 (4 PTS),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
58,PT08M22.00S,2025-11-25T00:48:53.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630314,,,1610612742,3,5,2025-11-25T00:48:53Z,570000,False,,,0,,B. Williams Free Throw 2 of 2 (5 PTS),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
221,PT08M09.00S,2025-11-25T00:49:14.6Z,1,REGULAR,turnover,lost ball,[],1628389,,,1610612748,3,5,2025-11-25T01:16:01Z,605000,False,,,0,,B. Adebayo lost ball TURNOVER (1 TO),"[1628389, 1642843]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,Flagg,1642843.0,,,,,,,,
222,PT08M09.00S,2025-11-25T00:49:14.6Z,1,REGULAR,steal,,[],1642843,,,1610612742,3,5,2025-11-25T01:15:51Z,607500,False,,,0,,C. Flagg STEAL (1 STL),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT07M53.00S,2025-11-25T00:49:24.4Z,1,REGULAR,turnover,lost ball,[],1631108,,,1610612742,3,5,2025-11-25T00:49:28Z,610000,False,,,0,,M. Christie lost ball TURNOVER (1 TO),"[1631108, 1630558]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,,,Mitchell,1630558.0,,,,,,,,
63,PT07M53.00S,2025-11-25T00:49:24.4Z,1,REGULAR,steal,,[],1630558,,,1610612748,3,5,2025-11-25T00:49:26Z,620000,False,,,0,,D. Mitchell STEAL (2 STL),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
64,PT07M47.00S,2025-11-25T00:49:29.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,15.062417871222076,96.07843137254902,1610612748,3,5,2025-11-25T00:56:32Z,630000,False,-230.0,89.0,1,left,MISS T. Herro 24' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,24.7,Missed,,,,,,,,,,,,,,,,,,
65,PT07M42.00S,2025-11-25T00:49:34.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,3,5,2025-11-25T00:49:41Z,640000,False,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,64.0,3.0,2.0,1.0,,,,,,,,,,,,,,
66,PT07M27.00S,2025-11-25T00:49:51.6Z,1,REGULAR,foul,personal,[],1630558,,,1610612742,3,5,2025-11-25T00:50:05Z,650000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1629023]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202026.0,,,,,,1.0,0.0,Washington,1629023.0,,,,
68,PT07M17.00S,2025-11-25T00:50:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,86.28449408672799,51.225490196078425,1610612742,3,7,2025-11-25T00:50:25Z,670000,False,6.0,76.0,1,right,C. Flagg 7' driving floating Jump Shot (2 PTS),[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,,,,,,,,,,,,,,,2.0,,,
69,PT07M02.00S,2025-11-25T00:50:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,12.171484888304862,43.38235294117647,1610612748,5,7,2025-11-25T00:50:40Z,680000,False,33.0,62.0,1,left,D. Mitchell 7' driving floating Jump Shot (2 PTS),[1630558],1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,,,,,,,,,,,2.0,,,
70,PT06M45.00S,2025-11-25T00:50:51.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,91.01511169513797,51.470588235294116,1610612742,5,7,2025-11-25T00:51:00Z,690000,False,7.0,32.0,1,right,MISS D. Gafford cutting DUNK - blocked,"[1629655, 1628389]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.28,Missed,,,,,,,Adebayo,1628389.0,,,,,,,,,,
71,PT06M45.00S,2025-11-25T00:50:51.9Z,1,REGULAR,block,,[],1628389,,,1610612742,5,7,2025-11-25T00:50:55Z,700000,False,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M41.00S,2025-11-25T00:50:55.9Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,5,7,2025-11-25T00:50:56Z,710000,False,,,0,,K. Ware REBOUND (Off:2 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,70.0,3.0,1.0,2.0,,,,,,,,,,,,,,
73,PT06M40.00S,2025-11-25T00:50:57.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,25.837713534822605,19.852941176470587,1610612748,5,7,2025-11-25T01:14:15Z,720000,False,151.0,190.0,1,left,MISS B. Adebayo 24' running 3PT,[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,24.28,Missed,,,,,,,,,,,,,,,,,,
74,PT06M40.00S,2025-11-25T00:50:57.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,5,7,2025-11-25T00:51:05Z,730000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,73.0,,,,,,,,,,,,,,,,,
76,PT06M39.00S,2025-11-25T00:51:09.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,5,7,2025-11-25T00:51:09Z,750000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M39.00S,2025-11-25T00:53:10.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612742,5,7,2025-11-25T00:53:40Z,760000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M39.00S,2025-11-25T00:53:10.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,5,7,2025-11-25T00:53:40Z,770000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M39.00S,2025-11-25T00:53:10.5Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,5,7,2025-11-25T00:53:40Z,780000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M39.00S,2025-11-25T00:53:10.5Z,1,REGULAR,substitution,in,[],1631170,,,1610612742,5,7,2025-11-25T00:53:40Z,790000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M39.00S,2025-11-25T00:53:10.5Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,5,7,2025-11-25T00:53:40Z,800000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M39.00S,2025-11-25T00:53:10.5Z,1,REGULAR,substitution,in,[],1630619,,,1610612742,5,7,2025-11-25T00:54:07Z,820000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M28.00S,2025-11-25T00:54:16.8Z,1,REGULAR,turnover,bad pass,[],1630314,,,1610612742,5,7,2025-11-25T00:54:51Z,830000,False,,,0,,B. Williams bad pass TURNOVER (2 TO),"[1630314, 1641796]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,Larsson,1641796.0,,,,,,,,
