actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
51,PT05M28.00S,2024-01-02T02:18:45.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,15,11,2024-01-02T02:18:48Z,510000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT05M20.00S,2024-01-02T02:18:55.8Z,1,REGULAR,foul,personal,[],203999,,,1610612766,15,11,2024-01-02T02:19:06Z,520000,False,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 1641706]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Right,2714.0,,,,,,,,,,,,,,1.0,0.0,Miller,1641706.0,,
54,PT05M20.00S,2024-01-02T02:19:11.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,11,2024-01-02T02:19:11Z,540000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M20.00S,2024-01-02T02:21:22.0Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,15,11,2024-01-02T02:21:52Z,550000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT05M20.00S,2024-01-02T02:21:22.0Z,1,REGULAR,substitution,out,[],1631121,,,1610612766,15,11,2024-01-02T02:21:52Z,560000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M20.00S,2024-01-02T02:21:22.0Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,15,11,2024-01-02T02:21:52Z,570000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M20.00S,2024-01-02T02:21:22.0Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,15,11,2024-01-02T02:21:52Z,580000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M06.00S,2024-01-02T02:22:17.6Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612766,15,11,2024-01-02T02:28:36Z,590000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Martin 2 FT),"[1629008, 1628998]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,2714.0,,,,,,,,,,,,,,1.0,0.0,Martin,1628998.0,,
61,PT05M06.00S,2024-01-02T02:22:48.7Z,1,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,15,11,2024-01-02T02:28:47Z,610000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
62,PT05M06.00S,2024-01-02T02:22:48.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,15,11,2024-01-02T02:28:47Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,
106,PT05M06.00S,2024-01-02T02:23:07.6Z,1,REGULAR,substitution,out,[],202397,,,1610612766,15,11,2024-01-02T02:29:18Z,635000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M06.00S,2024-01-02T02:23:07.6Z,1,REGULAR,substitution,in,[],1641733,,,1610612766,15,11,2024-01-02T02:29:18Z,642500,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M06.00S,2024-01-02T02:22:48.7Z,1,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,15,11,2024-01-02T02:28:47Z,650000,False,,,0,,MISS C. Martin Free Throw 2 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
66,PT05M04.00S,2024-01-02T02:22:50.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,15,11,2024-01-02T02:28:47Z,660000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,
67,PT04M46.00S,2024-01-02T02:23:26.5Z,1,REGULAR,3pt,Jump Shot,[],1629008,5.732588699080158,94.85294117647058,1610612743,15,11,2024-01-02T02:23:33Z,670000,False,-224.0,1.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,22.43,Missed,,,,,,,,,,,,,,,,
68,PT04M42.00S,2024-01-02T02:23:29.8Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,15,11,2024-01-02T02:23:29Z,680000,False,,,0,,B. Miller REBOUND (Off:0 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,
69,PT04M36.00S,2024-01-02T02:23:35.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641706,94.1688567674113,54.65686274509803,1610612766,15,11,2024-01-02T02:24:17Z,690000,False,23.0,2.0,1,right,MISS B. Miller running Layup,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,2.34,Missed,,,,,,,,,,,,,,,,
70,PT04M34.00S,2024-01-02T02:23:37.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,15,11,2024-01-02T02:23:40Z,700000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,
71,PT04M32.00S,2024-01-02T02:23:39.6Z,1,REGULAR,turnover,bad pass,[],1629008,,,1610612743,15,11,2024-01-02T02:23:50Z,710000,False,,,0,,M. Porter Jr. bad pass TURNOVER (1 TO),"[1629008, 1628998]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,,,Martin,1628998.0
72,PT04M32.00S,2024-01-02T02:23:39.6Z,1,REGULAR,steal,,[],1628998,,,1610612766,15,11,2024-01-02T02:23:41Z,720000,False,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
73,PT04M24.00S,2024-01-02T02:23:47.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628998,78.40013140604468,11.029411764705882,1610612766,15,11,2024-01-02T02:23:54Z,730000,False,-195.0,151.0,1,right,MISS C. Martin 24' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,24.62,Missed,,,,,,,,,,,,,,,,
74,PT04M21.00S,2024-01-02T02:23:50.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,11,2024-01-02T02:23:54Z,740000,False,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,73.0,5.0,5.0,0.0,,,,,,,,,,,
75,PT04M13.00S,2024-01-02T02:23:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.046649145860711,48.529411764705884,1610612743,15,11,2024-01-02T02:24:06Z,750000,False,7.0,14.0,1,left,MISS A. Gordon driving Layup - blocked,"[203932, 1628998]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,1.56,Missed,,,,,,,,,Martin,1628998.0,,,,,,
76,PT04M13.00S,2024-01-02T02:23:58.8Z,1,REGULAR,block,,[],1628998,,,1610612743,15,11,2024-01-02T02:24:00Z,760000,False,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT04M13.00S,2024-01-02T02:23:58.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,15,11,2024-01-02T02:24:06Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,75.0,,,,,,,,,,,,,,
79,PT04M13.00S,2024-01-02T02:24:03.1Z,1,REGULAR,substitution,out,[],203932,,,1610612743,15,11,2024-01-02T02:24:09Z,790000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M13.00S,2024-01-02T02:24:03.1Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,15,11,2024-01-02T02:24:09Z,800000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
