actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M03.00S,2024-03-22T01:12:08.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628973,23.078186596583443,11.519607843137255,1610612752,2,3,2024-03-22T01:12:16Z,160000,False,192.0,164.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
17,PT11M00.00S,2024-03-22T01:12:11.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,2,3,2024-03-22T01:12:16Z,170000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,16.0,,,,,,,,
19,PT10M51.00S,2024-03-22T01:12:28.7Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612743,2,3,2024-03-22T01:12:32Z,190000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1628978]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,,,,
20,PT10M51.00S,2024-03-22T01:12:28.7Z,1,REGULAR,steal,,[],1628978,,,1610612752,2,3,2024-03-22T01:12:30Z,200000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
22,PT10M29.00S,2024-03-22T01:12:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628978,6.389618922470433,49.26470588235294,1610612752,2,3,2024-03-22T01:13:04Z,220000,False,4.0,8.0,1,left,MISS D. DiVincenzo driving reverse Layup,[1628978],1610612752.0,NYK,driving reverse,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,0.85,Missed,,,,,,,,,,,,,,,,,,
23,PT10M28.00S,2024-03-22T01:13:01.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,2,3,2024-03-22T01:13:01Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,22.0,,,,,,,,
25,PT10M26.00S,2024-03-22T01:13:18.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628978,23.47240473061761,8.823529411764707,1610612752,2,6,2024-03-22T01:13:23Z,250000,False,206.0,168.0,1,left,D. DiVincenzo 26' 3PT  (3 PTS) (J. Brunson 1 AST),"[1628978, 1628973]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.58,Made,3.0,,,,,,,,,,,,,J. Brunson,1628973.0,1.0,,
27,PT10M09.00S,2024-03-22T01:13:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,93.77463863337714,51.470588235294116,1610612743,4,6,2024-03-22T01:13:42Z,270000,False,7.0,6.0,1,right,M. Porter Jr. cutting Layup (2 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,,,,,,,,,,,,,A. Gordon,203932.0,1.0,,
29,PT09M45.00S,2024-03-22T01:14:02.6Z,1,REGULAR,turnover,out-of-bounds,[],1628392,,,1610612752,4,6,2024-03-22T01:14:16Z,290000,False,,,0,,I. Hartenstein bad pass out-of-bounds TURNOVER (1 TO),[1628392],1610612752.0,NYK,bad pass,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,,,,1628484.0,,,,,1.0,,,,,,,,,,,
30,PT09M34.00S,2024-03-22T01:14:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,94.30026281208936,45.83333333333333,1610612743,4,6,2024-03-22T01:14:30Z,300000,False,-21.0,1.0,1,right,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
31,PT09M33.00S,2024-03-22T01:14:27.5Z,1,REGULAR,rebound,offensive,[],1627750,,,1610612743,4,6,2024-03-22T01:14:27Z,310000,False,,,0,,J. Murray REBOUND (Off:1 Def:0),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,30.0,1.0,0.0,1.0,,,,,
32,PT09M32.00S,2024-03-22T01:14:28.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627750,93.51182654402102,50.245098039215684,1610612743,6,6,2024-03-22T01:17:04Z,320000,False,1.0,8.0,1,right,J. Murray putback Layup (4 PTS),[1627750],1610612743.0,DEN,putback,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.86,Made,4.0,,,,,,,,,,,,,,,,,
33,PT09M20.00S,2024-03-22T01:14:40.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,5.995400788436268,48.28431372549019,1610612752,6,8,2024-03-22T01:14:45Z,330000,False,9.0,4.0,1,left,I. Hartenstein cutting DUNK (2 PTS) (J. Brunson 2 AST),"[1628392, 1628973]",1610612752.0,NYK,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.94,Made,2.0,,,,,,,,,,,,,J. Brunson,1628973.0,2.0,,
35,PT09M05.00S,2024-03-22T01:14:55.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,90.09526938239159,46.81372549019608,1610612743,8,8,2024-03-22T01:14:59Z,350000,False,-16.0,41.0,1,right,N. Jokic turnaround Hook (2 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.36,Made,2.0,,,,,,,,,,,,,J. Murray,1627750.0,1.0,,
37,PT08M42.00S,2024-03-22T01:15:17.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,15.850854139290407,35.294117647058826,1610612752,8,8,2024-03-22T01:15:23Z,370000,False,74.0,96.0,1,left,MISS D. DiVincenzo 12' driving floating Shot,[1628978],1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Right,12.13,Missed,,,,,,,,,,,,,,,,,,
38,PT08M39.00S,2024-03-22T01:15:20.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,8,8,2024-03-22T01:15:23Z,380000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT08M36.00S,2024-03-22T01:15:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627750,93.9060446780552,49.50980392156863,1610612743,10,8,2024-03-22T01:15:34Z,390000,False,-2.0,5.0,1,right,J. Murray running Layup (6 PTS) (N. Jokic 1 AST),"[1627750, 203999]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.54,Made,6.0,,,,,,,,,,,,,N. Jokic,203999.0,1.0,,
41,PT08M15.00S,2024-03-22T01:15:45.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,12.697109067017081,54.90196078431373,1610612752,10,10,2024-03-22T01:18:55Z,410000,False,-25.0,67.0,1,left,I. Hartenstein 7' floating Jump Shot (4 PTS) (J. Brunson 3 AST),"[1628392, 1628973]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,7.12,Made,4.0,,,,,,,,,,,,,J. Brunson,1628973.0,3.0,,
43,PT07M59.00S,2024-03-22T01:16:01.0Z,1,REGULAR,2pt,Jump Shot,[],1627750,81.15965834428384,29.65686274509804,1610612743,12,10,2024-03-22T01:16:05Z,430000,False,-102.0,125.0,1,right,J. Murray 16' fadeaway Jump Shot (8 PTS) (N. Jokic 2 AST),"[1627750, 203999]",1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,16.08,Made,8.0,,,,,,,,,,,,,N. Jokic,203999.0,2.0,,
45,PT07M35.00S,2024-03-22T01:16:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,6.783837056504599,53.18627450980392,1610612752,12,12,2024-03-22T01:20:34Z,450000,False,-16.0,11.0,1,left,I. Hartenstein driving floating Jump Shot (6 PTS),[1628392],1610612752.0,NYK,driving floating,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,1.95,Made,6.0,,,,,,,,,,,,,,,,,
46,PT07M29.00S,2024-03-22T01:16:31.1Z,1,REGULAR,3pt,Jump Shot,[],203484,77.4802890932983,87.00980392156863,1610612743,15,12,2024-03-22T01:21:14Z,460000,False,185.0,159.0,1,right,K. Caldwell-Pope 24' 3PT  (3 PTS) (N. Jokic 3 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,24.41,Made,3.0,,,,,,,,,,,,,N. Jokic,203999.0,3.0,,
48,PT07M02.00S,2024-03-22T01:16:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,16.376478318002626,46.32352941176471,1610612752,15,12,2024-03-22T01:17:04Z,480000,False,18.0,101.0,1,left,MISS I. Hartenstein 10' turnaround fadeaway Shot,[1628392],1610612752.0,NYK,turnaround fadeaway,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,10.31,Missed,,,,,,,,,,,,,,,,,,
49,PT06M59.00S,2024-03-22T01:17:01.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,12,2024-03-22T01:17:04Z,490000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,
50,PT06M56.00S,2024-03-22T01:17:03.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629008,92.9862023653088,50.0,1610612743,17,12,2024-03-22T01:17:10Z,500000,False,0.0,13.0,1,right,M. Porter Jr. running DUNK (4 PTS) (N. Jokic 4 AST),"[1629008, 203999]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.34,Made,4.0,,,,,,,,,,,,,N. Jokic,203999.0,4.0,,
52,PT06M49.00S,2024-03-22T01:17:14.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,17,12,2024-03-22T01:17:14Z,520000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M41.00S,2024-03-22T01:20:16.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,5.863994743758213,49.26470588235294,1610612752,17,14,2024-03-22T01:20:21Z,530000,False,4.0,3.0,1,left,I. Hartenstein DUNK (8 PTS) (J. Brunson 4 AST),"[1628392, 1628973]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.45,Made,8.0,,,,,,,,,,,,,J. Brunson,1628973.0,4.0,,
55,PT06M19.00S,2024-03-22T01:20:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,82.47371879106439,55.14705882352941,1610612743,17,14,2024-03-22T01:20:44Z,550000,False,26.0,112.0,1,right,MISS J. Murray 11' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.51,Missed,,,,,,,,,,,,,,,,,,
56,PT06M15.00S,2024-03-22T01:20:42.0Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,17,14,2024-03-22T01:20:44Z,560000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,55.0,2.0,1.0,1.0,,,,,
57,PT06M08.00S,2024-03-22T01:20:48.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,4.681340341655716,94.85294117647058,1610612752,17,17,2024-03-22T01:23:32Z,570000,False,-224.0,-8.0,1,left,D. DiVincenzo 3PT running (6 PTS) (J. Brunson 5 AST),"[1628978, 1628973]",1610612752.0,NYK,running,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,22.45,Made,6.0,,,,,,,,,,,,,J. Brunson,1628973.0,5.0,,
59,PT05M48.00S,2024-03-22T01:21:09.6Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612743,17,17,2024-03-22T01:21:19Z,590000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Murray 2 FT),"[1628404, 1627750]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,1628484.0,1.0,0.0,Murray,1627750.0,,,,,,,,,,,,
61,PT05M48.00S,2024-03-22T01:21:38.4Z,1,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,18,17,2024-03-22T01:21:38Z,610000,False,,,0,,J. Murray Free Throw 1 of 2 (9 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
62,PT05M48.00S,2024-03-22T01:21:38.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612743,18,17,2024-03-22T01:21:41Z,620000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M48.00S,2024-03-22T01:21:38.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612743,18,17,2024-03-22T01:21:41Z,630000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M48.00S,2024-03-22T01:22:02.0Z,1,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,19,17,2024-03-22T01:22:02Z,640000,False,,,0,,J. Murray Free Throw 2 of 2 (10 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
65,PT05M30.00S,2024-03-22T01:22:20.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,4.02431011826544,99.26470588235294,1610612752,19,20,2024-03-22T01:24:50Z,650000,False,-246.0,-15.0,1,left,J. Brunson 24' 3PT  (6 PTS) (D. DiVincenzo 1 AST),"[1628973, 1628978]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,24.67,Made,6.0,,,,,,,,,,,,,D. DiVincenzo,1628978.0,1.0,,
67,PT05M07.00S,2024-03-22T01:22:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,92.72339027595268,53.92156862745098,1610612743,19,20,2024-03-22T01:22:51Z,670000,False,20.0,16.0,1,right,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
68,PT05M07.00S,2024-03-22T01:22:44.0Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,19,20,2024-03-22T01:23:41Z,680000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,67.0,1.0,0.0,1.0,,,,,
69,PT05M07.00S,2024-03-22T01:22:50.8Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612743,19,20,2024-03-22T01:23:29Z,690000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1628404, 1629008]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,2.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,
71,PT05M07.00S,2024-03-22T01:23:29.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629008,,,1610612743,20,20,2024-03-22T01:23:41Z,710000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (5 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
72,PT05M07.00S,2024-03-22T01:23:30.4Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,20,20,2024-03-22T01:23:33Z,720000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M07.00S,2024-03-22T01:23:30.4Z,1,REGULAR,substitution,in,[],202704,,,1610612743,20,20,2024-03-22T01:23:33Z,730000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M07.00S,2024-03-22T01:23:46.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629008,,,1610612743,21,20,2024-03-22T01:23:46Z,740000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (6 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
75,PT04M49.00S,2024-03-22T01:24:07.2Z,1,REGULAR,2pt,Jump Shot,[],1628973,6.389618922470433,72.54901960784314,1610612752,21,20,2024-03-22T01:29:12Z,750000,False,-113.0,8.0,1,left,MISS J. Brunson 11' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,11.3,Missed,,,,,,,,,,,,,,,,,,
76,PT04M46.00S,2024-03-22T01:24:10.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,21,20,2024-03-22T01:24:16Z,760000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,75.0,3.0,3.0,0.0,,,,,
77,PT04M40.00S,2024-03-22T01:24:15.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202704,92.59198423127464,94.6078431372549,1610612743,21,20,2024-03-22T01:30:12Z,770000,False,223.0,17.0,1,right,MISS R. Jackson running 3PT,[202704],1610612743.0,DEN,running,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,22.37,Missed,,,,,,,,,,,,,,,,,,
78,PT04M37.00S,2024-03-22T01:24:18.5Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,21,20,2024-03-22T01:24:23Z,780000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,
79,PT04M29.00S,2024-03-22T01:24:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,5.601182654402102,51.470588235294116,1610612752,21,22,2024-03-22T01:24:37Z,790000,False,-7.0,0.0,1,left,M. McBride driving Layup (2 PTS),[1630540],1610612752.0,NYK,driving,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,,,,,,,,,,,,,,,,,
80,PT04M10.00S,2024-03-22T01:24:48.0Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612743,21,22,2024-03-22T02:18:51Z,800000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Jokic 2 FT),"[1628978, 203999]",1610612752.0,NYK,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,203591.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,
82,PT04M10.00S,2024-03-22T01:25:18.4Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,21,22,2024-03-22T01:25:18Z,820000,False,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT04M10.00S,2024-03-22T01:25:18.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,21,22,2024-03-22T01:25:18Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,
84,PT04M10.00S,2024-03-22T01:25:34.1Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,22,22,2024-03-22T01:25:34Z,840000,False,,,0,,N. Jokic Free Throw 2 of 2 (3 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
85,PT03M59.00S,2024-03-22T01:25:46.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,12.302890932982917,94.36274509803921,1610612752,22,22,2024-03-22T01:25:50Z,850000,False,-222.0,63.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
86,PT03M56.00S,2024-03-22T01:25:49.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,22,22,2024-03-22T01:25:50Z,860000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,85.0,4.0,4.0,0.0,,,,,
