actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
176,PT09M40.00S,2024-03-01T03:44:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.11760840998686,50.49019607843137,1610612743,38,29,2024-03-01T03:47:40Z,1700000,False,2.0,12.0,1,right,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,1.25,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
177,PT09M40.00S,2024-03-01T03:44:57.4Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,38,29,2024-03-01T03:45:16Z,1710000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Nnaji,Z. Nnaji,,,,176.0,1.0,0.0,1.0,,,,,,,,,,,
178,PT09M39.00S,2024-03-01T03:45:16.9Z,2,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612743,38,29,2024-03-01T03:47:13Z,1765000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Nnaji 2 FT),"[1628997, 1630192]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,,Martin,C. Martin,,,,,,,,201246.0,1.0,0.0,Nnaji,1630192.0,,,,,,
180,PT09M39.00S,2024-03-01T03:45:28.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630192,,,1610612743,39,29,2024-03-01T03:46:40Z,1768750,False,,,0,,Z. Nnaji Free Throw 1 of 2 (1 PTS),[1630192],1610612743.0,DEN,,,,,,,,,,Made,1.0,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,
181,PT09M39.00S,2024-03-01T03:45:28.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630192,,,1610612743,39,29,2024-03-01T03:46:40Z,1769375,False,,,0,,MISS Z. Nnaji Free Throw 2 of 2,[1630192],1610612743.0,DEN,,,,,,,,,,Missed,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,
182,PT09M39.00S,2024-03-01T03:45:28.8Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,39,29,2024-03-01T03:46:40Z,1769687,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,,,,,,,,,Robinson,D. Robinson,,,,181.0,2.0,2.0,0.0,,,,,,,,,,,
183,PT09M17.00S,2024-03-01T03:46:13.1Z,2,REGULAR,3pt,Jump Shot,[],1628997,33.327858081471746,38.23529411764706,1610612748,39,29,2024-03-01T03:46:18Z,1770000,False,59.0,261.0,1,left,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,26.73,Missed,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
184,PT09M12.00S,2024-03-01T03:46:18.1Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,39,29,2024-03-01T03:46:18Z,1780000,False,,,0,,C. Braun REBOUND (Off:1 Def:1),[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Braun,C. Braun,,,,183.0,2.0,1.0,1.0,,,,,,,,,,,
185,PT08M57.00S,2024-03-01T03:46:32.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,83.78777923784494,50.0,1610612743,41,29,2024-03-01T03:46:40Z,1790000,False,0.0,100.0,1,right,M. Porter Jr. 9' floating Jump Shot (11 PTS) (J. Murray 2 AST),"[1629008, 1627750]",1610612743.0,DEN,floating,,,,,,In The Paint (Non-RA),8-16 Center,9.99,Made,11.0,Porter Jr.,M. Porter Jr.,J. Murray,1627750.0,2.0,,,,,,,,,,,,,,,
187,PT08M43.00S,2024-03-01T03:46:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,8.360709592641262,42.8921568627451,1610612748,41,29,2024-03-01T03:46:51Z,1810000,False,36.0,26.0,1,left,MISS J. Jaquez Jr. turnaround bank Shot,[1631170],1610612748.0,MIA,turnaround bank,,,,,,In The Paint (Non-RA),0-8 Center,4.41,Missed,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,
188,PT08M40.00S,2024-03-01T03:46:49.8Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,41,29,2024-03-01T03:46:51Z,1820000,False,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Martin,C. Martin,,,,187.0,3.0,2.0,1.0,,,,,,,,,,,
189,PT08M38.00S,2024-03-01T03:46:51.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,6.258212877792378,43.627450980392155,1610612748,41,29,2024-03-01T03:46:58Z,1830000,False,32.0,6.0,1,left,MISS C. Martin putback Layup - blocked,"[1628997, 1630192]",1610612748.0,MIA,putback,,,,,,Restricted Area,0-8 Center,3.25,Missed,,Martin,C. Martin,,,,,,,,,,,,,,,,Nnaji,1630192.0,
443,PT08M38.00S,2024-03-01T03:46:51.2Z,2,REGULAR,block,,[],1630192,,,1610612748,41,29,2024-03-01T04:45:27Z,1835000,False,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,
190,PT08M38.00S,2024-03-01T03:46:51.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,41,29,2024-03-01T03:46:58Z,1840000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,,,,,,189.0,,,,,,,,,,,,,,
192,PT08M28.00S,2024-03-01T03:47:16.8Z,2,REGULAR,3pt,Jump Shot,[],1629008,65.52233902759527,53.67647058823529,1610612743,41,29,2024-03-01T03:47:21Z,1860000,False,18.0,272.0,1,right,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,27.22,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
193,PT08M26.00S,2024-03-01T03:47:18.8Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,41,29,2024-03-01T03:47:21Z,1870000,False,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Robinson,D. Robinson,,,,192.0,3.0,3.0,0.0,,,,,,,,,,,
194,PT08M24.00S,2024-03-01T03:47:22.8Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612748,41,29,2024-03-01T03:47:33Z,1880000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Butler 2 FT),"[1629008, 202710]",1610612743.0,DEN,shooting,,,,,,Mid-Range,8-16 Left,,,,Porter Jr.,M. Porter Jr.,,,,,,,,201246.0,1.0,0.0,Butler,202710.0,,,,,,
196,PT08M24.00S,2024-03-01T03:47:49.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],202710,,,1610612748,41,29,2024-03-01T03:48:00Z,1900000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,,,,,,,Missed,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
197,PT08M24.00S,2024-03-01T03:47:49.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,41,29,2024-03-01T03:48:00Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,
198,PT08M24.00S,2024-03-01T03:48:05.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],202710,,,1610612748,41,30,2024-03-01T03:48:05Z,1920000,False,,,0,,J. Butler Free Throw 2 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,9.0,Butler,J. Butler,,,,,,,,,,,,,,,,,,
199,PT08M08.00S,2024-03-01T03:48:22.0Z,2,REGULAR,3pt,Jump Shot,[],1631212,91.67214191852825,2.941176470588235,1610612743,41,30,2024-03-01T03:55:53Z,1930000,False,-235.0,26.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.67,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
200,PT08M08.00S,2024-03-01T03:48:22.0Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,41,30,2024-03-01T03:55:53Z,1940000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,,Jaquez Jr.,J. Jaquez Jr.,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,
201,PT08M00.00S,2024-03-01T03:48:30.0Z,2,REGULAR,turnover,lost ball,[],1631115,,,1610612748,41,30,2024-03-01T03:48:35Z,1950000,False,,,0,,O. Robinson lost ball TURNOVER (1 TO),"[1631115, 1631212]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Center,,,,Robinson,O. Robinson,,,,,,,,,,,,,1.0,Watson,1631212.0,,,
202,PT08M00.00S,2024-03-01T03:48:30.0Z,2,REGULAR,steal,,[],1631212,,,1610612743,41,30,2024-03-01T04:55:43Z,1960000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Center,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
203,PT07M51.00S,2024-03-01T03:48:40.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629008,91.27792378449409,36.51960784313725,1610612743,43,30,2024-03-01T03:49:58Z,1970000,False,-67.0,29.0,1,right,M. Porter Jr. 7' pullup Jump Shot (13 PTS) (C. Braun 1 AST),"[1629008, 1631128]",1610612743.0,DEN,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.36,Made,13.0,Porter Jr.,M. Porter Jr.,C. Braun,1631128.0,1.0,,,,,,,,,,,,,,,
205,PT07M50.00S,2024-03-01T03:48:46.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,43,30,2024-03-01T03:48:46Z,1990000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M50.00S,2024-03-01T03:50:44.3Z,2,REGULAR,substitution,out,[],1631212,,,1610612748,43,30,2024-03-01T03:51:47Z,2000000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
207,PT07M50.00S,2024-03-01T03:50:44.3Z,2,REGULAR,substitution,out,[],1630192,,,1610612748,43,30,2024-03-01T03:51:47Z,2010000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,
208,PT07M50.00S,2024-03-01T03:50:44.3Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,43,30,2024-03-01T03:51:47Z,2020000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
209,PT07M50.00S,2024-03-01T03:50:44.3Z,2,REGULAR,substitution,out,[],1631115,,,1610612748,43,30,2024-03-01T03:51:47Z,2030000,False,,,0,,SUB out: O. Robinson,[1631115],1610612748.0,MIA,,,,,,,,,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,
210,PT07M50.00S,2024-03-01T03:50:44.3Z,2,REGULAR,substitution,in,[],203932,,,1610612748,43,30,2024-03-01T03:51:47Z,2040000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,
211,PT07M50.00S,2024-03-01T03:50:44.3Z,2,REGULAR,substitution,in,[],203999,,,1610612748,43,30,2024-03-01T03:51:47Z,2050000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,
212,PT07M50.00S,2024-03-01T03:50:44.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,43,30,2024-03-01T03:51:47Z,2060000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
213,PT07M50.00S,2024-03-01T03:50:44.3Z,2,REGULAR,substitution,in,[],1626179,,,1610612748,43,30,2024-03-01T03:51:47Z,2070000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
217,PT07M35.00S,2024-03-01T03:53:46.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631128,,,1610612748,43,30,2024-03-01T03:53:57Z,2100000,False,,,0,,C. Braun personal FOUL (3 PF) (Adebayo 2 FT),"[1631128, 1628389]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,,Braun,C. Braun,,,,,,,,201246.0,3.0,0.0,Adebayo,1628389.0,,,,,,
219,PT07M35.00S,2024-03-01T03:54:14.2Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,43,31,2024-03-01T03:54:14Z,2120000,False,,,0,,B. Adebayo Free Throw 1 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,5.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
220,PT07M35.00S,2024-03-01T03:54:19.1Z,2,REGULAR,substitution,out,[],1631128,,,1610612748,43,31,2024-03-01T03:54:24Z,2130000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
221,PT07M35.00S,2024-03-01T03:54:19.1Z,2,REGULAR,substitution,in,[],203484,,,1610612748,43,31,2024-03-01T03:54:24Z,2140000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,
222,PT07M35.00S,2024-03-01T03:54:37.8Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,43,32,2024-03-01T03:54:37Z,2150000,False,,,0,,B. Adebayo Free Throw 2 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,6.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
223,PT07M20.00S,2024-03-01T03:54:54.9Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,43,32,2024-03-01T03:55:01Z,2160000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1631170]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right Center,,,,Murray,J. Murray,,,,,,,,,,,,,1.0,Jaquez Jr.,1631170.0,,,
224,PT07M20.00S,2024-03-01T03:54:54.9Z,2,REGULAR,steal,,[],1631170,,,1610612748,43,32,2024-03-01T03:54:56Z,2170000,False,,,0,,J. Jaquez Jr. STEAL (2 STL),[1631170],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,
225,PT07M14.00S,2024-03-01T03:55:00.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,4.02431011826544,50.49019607843137,1610612748,43,34,2024-03-01T03:55:11Z,2180000,False,-2.0,-15.0,1,left,B. Adebayo running alley-oop DUNK (8 PTS) (J. Jaquez Jr. 2 AST),"[1628389, 1631170]",1610612748.0,MIA,running alley-oop,,,,,,In The Paint (Non-RA),0-8 Center,1.49,Made,8.0,Adebayo,B. Adebayo,J. Jaquez Jr.,1631170.0,2.0,,,,,,,,,,,,,,,
227,PT06M53.00S,2024-03-01T03:55:20.9Z,2,REGULAR,3pt,Jump Shot,[],1627750,66.70499342969777,52.69607843137255,1610612743,43,34,2024-03-01T03:55:26Z,2200000,False,13.0,260.0,1,right,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.08,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
228,PT06M50.00S,2024-03-01T03:55:23.9Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,43,34,2024-03-01T03:55:26Z,2210000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Butler,J. Butler,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,
229,PT06M42.00S,2024-03-01T03:55:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.178055190538765,46.81372549019608,1610612748,43,34,2024-03-01T03:55:37Z,2220000,False,16.0,15.0,1,left,MISS J. Butler Layup,[202710],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,2.19,Missed,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
230,PT06M41.00S,2024-03-01T03:55:33.4Z,2,REGULAR,rebound,offensive,[],1631170,,,1610612748,43,34,2024-03-01T03:55:33Z,2230000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:1),[1631170],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,229.0,2.0,1.0,1.0,,,,,,,,,,,
231,PT06M37.00S,2024-03-01T03:55:37.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,15.719448094612352,50.245098039215684,1610612748,43,34,2024-03-01T03:55:43Z,2240000,False,-1.0,95.0,1,left,MISS B. Adebayo 9' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
232,PT06M34.00S,2024-03-01T03:55:40.0Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,43,34,2024-03-01T03:55:43Z,2250000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Gordon,A. Gordon,,,,231.0,1.0,1.0,0.0,,,,,,,,,,,
233,PT06M17.00S,2024-03-01T03:55:57.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,88.12417871222075,49.754901960784316,1610612743,43,34,2024-03-01T03:56:05Z,2260000,False,-1.0,59.0,1,right,MISS N. Jokic driving Hook,[203999],1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,
234,PT06M13.00S,2024-03-01T03:56:00.6Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,43,34,2024-03-01T03:56:00Z,2270000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gordon,A. Gordon,,,,233.0,2.0,1.0,1.0,,,,,,,,,,,
235,PT06M13.00S,2024-03-01T03:56:00.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203932,94.40999984741211,50.0,1610612743,43,34,2024-03-01T04:10:29Z,2280000,False,0.0,0.0,1,right,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,
236,PT06M13.00S,2024-03-01T03:56:00.6Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,43,34,2024-03-01T04:10:29Z,2290000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Butler,J. Butler,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,
353,PT06M08.00S,2024-03-01T03:56:13.4Z,2,REGULAR,turnover,lost ball,[],1631170,,,1610612748,43,34,2024-03-01T04:23:35Z,2325000,False,,,0,,J. Jaquez Jr. lost ball TURNOVER (1 TO),"[1631170, 1629008]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,
354,PT06M08.00S,2024-03-01T03:56:13.4Z,2,REGULAR,steal,,[],1629008,,,1610612743,43,34,2024-03-01T04:23:35Z,2327500,False,,,0,,M. Porter Jr. STEAL (2 STL),[1629008],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
243,PT05M57.00S,2024-03-01T03:56:28.3Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,43,34,2024-03-01T03:56:39Z,2360000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
244,PT05M57.00S,2024-03-01T03:56:28.3Z,2,REGULAR,substitution,out,[],202710,,,1610612743,43,34,2024-03-01T03:56:39Z,2370000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
245,PT05M57.00S,2024-03-01T03:56:28.3Z,2,REGULAR,substitution,in,[],202704,,,1610612743,43,34,2024-03-01T03:56:39Z,2380000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,
246,PT05M57.00S,2024-03-01T03:56:28.3Z,2,REGULAR,substitution,in,[],1631107,,,1610612743,43,34,2024-03-01T03:56:39Z,2390000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,,,,,,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,
247,PT05M53.00S,2024-03-01T03:56:41.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,92.46057818659659,4.6568627450980395,1610612743,43,34,2024-03-01T04:25:31Z,2400000,False,-227.0,18.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,22.74,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
248,PT05M50.00S,2024-03-01T03:56:44.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,43,34,2024-03-01T03:56:46Z,2410000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,,Adebayo,B. Adebayo,,,,247.0,1.0,1.0,0.0,,,,,,,,,,,
249,PT05M36.00S,2024-03-01T03:56:57.4Z,2,REGULAR,3pt,Jump Shot,[],1631170,28.728646517739815,20.098039215686274,1610612748,43,34,2024-03-01T03:57:02Z,2420000,False,150.0,218.0,1,left,MISS J. Jaquez Jr. 26' 3PT,[1631170],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,
250,PT05M33.00S,2024-03-01T03:57:00.4Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,43,34,2024-03-01T03:57:02Z,2430000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,249.0,2.0,1.0,1.0,,,,,,,,,,,
251,PT05M20.00S,2024-03-01T03:57:16.1Z,2,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612743,43,34,2024-03-01T03:57:22Z,2440000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (1 PF) (Gordon 2 FT),"[1631170, 203932]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,201246.0,1.0,0.0,Gordon,203932.0,,,,,,
253,PT05M20.00S,2024-03-01T03:57:47.1Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,44,34,2024-03-01T03:57:47Z,2460000,False,,,0,,A. Gordon Free Throw 1 of 2 (7 PTS),[203932],1610612743.0,DEN,,,,,,,,,,Made,7.0,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,
254,PT05M20.00S,2024-03-01T03:58:07.0Z,2,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,45,34,2024-03-01T03:58:07Z,2470000,False,,,0,,A. Gordon Free Throw 2 of 2 (8 PTS),[203932],1610612743.0,DEN,,,,,,,,,,Made,8.0,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,
255,PT05M09.00S,2024-03-01T03:58:18.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,6.1268068331143235,48.529411764705884,1610612748,45,36,2024-03-01T03:58:25Z,2480000,False,7.0,5.0,1,left,N. Jovic Layup (7 PTS) (J. Jaquez Jr. 3 AST),"[1631107, 1631170]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,0.9,Made,7.0,Jovic,N. Jovic,J. Jaquez Jr.,1631170.0,3.0,,,,,,,,,,,,,,,
257,PT05M00.00S,2024-03-01T03:58:30.3Z,2,REGULAR,foul,offensive,['inpenalty'],203932,,,1610612743,45,36,2024-03-01T03:58:40Z,2500000,False,,,0,,A. Gordon charge offensive FOUL (1 PF),"[203932, 1631107]",1610612743.0,DEN,charge,,,,,,Restricted Area,0-8 Center,,,,Gordon,A. Gordon,,,,,,,,2714.0,1.0,0.0,Jovic,1631107.0,,,,,,
259,PT05M00.00S,2024-03-01T03:58:30.3Z,2,REGULAR,turnover,offensive foul,[],203932,,,1610612743,45,36,2024-03-01T03:58:30Z,2520000,False,,,0,,A. Gordon offensive foul TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Gordon,A. Gordon,,,,,,,,2714.0,,,,,1.0,,,,,
260,PT04M49.00S,2024-03-01T03:58:53.9Z,2,REGULAR,turnover,out-of-bounds,[],1631170,,,1610612748,45,36,2024-03-01T03:59:01Z,2530000,False,,,0,,J. Jaquez Jr. bad pass out-of-bounds TURNOVER (2 TO),[1631170],1610612748.0,MIA,bad pass,,,,,,Mid-Range,8-16 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,1629178.0,,,,,2.0,,,,,
261,PT04M37.00S,2024-03-01T03:59:13.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,91.67214191852825,48.03921568627451,1610612743,45,36,2024-03-01T03:59:19Z,2540000,False,-10.0,26.0,1,right,MISS N. Jokic driving finger roll Layup,[203999],1610612743.0,DEN,driving finger roll,,,,,,Restricted Area,0-8 Center,2.76,Missed,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,
