actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
20,PT10M16.00S,2024-03-01T03:11:28.8Z,1,REGULAR,3pt,Jump Shot,[],1626179,19.398817345597898,91.17647058823529,1610612748,7,0,2024-03-01T03:11:34Z,200000,False,-206.0,130.0,1,left,MISS T. Rozier 24' step back 3PT,[1626179],1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Left Center,24.34,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
21,PT10M13.00S,2024-03-01T03:11:31.8Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,7,0,2024-03-01T03:11:34Z,210000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Porter Jr.,M. Porter Jr.,,,,20.0,2.0,2.0,0.0,,,,,,,,,,,
22,PT10M07.00S,2024-03-01T03:11:37.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629008,92.9862023653088,49.754901960784316,1610612743,9,0,2024-03-01T03:12:21Z,220000,False,-1.0,13.0,1,right,M. Porter Jr. running Layup (2 PTS),[1629008],1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
23,PT09M48.00S,2024-03-01T03:11:57.4Z,1,REGULAR,3pt,Jump Shot,[],1631107,24.78646517739816,83.08823529411765,1610612748,9,3,2024-03-01T03:12:03Z,230000,False,-165.0,180.0,1,left,N. Jovic 24' 3PT  (3 PTS) (J. Butler 1 AST),"[1631107, 202710]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,24.48,Made,3.0,Jovic,N. Jovic,J. Butler,202710.0,1.0,,,,,,,,,,,,,,,
25,PT09M27.00S,2024-03-01T03:12:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,81.68528252299606,44.85294117647059,1610612743,9,3,2024-03-01T03:12:26Z,250000,False,-26.0,120.0,1,right,MISS J. Murray 12' driving floating bank Shot,[1627750],1610612743.0,DEN,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Center,12.24,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
26,PT09M25.00S,2024-03-01T03:12:20.1Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,9,3,2024-03-01T03:12:26Z,260000,False,,,0,,N. Jovic REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jovic,N. Jovic,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M17.00S,2024-03-01T03:12:29.6Z,1,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612748,9,3,2024-03-01T03:12:38Z,270000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Rozier 2 FT),"[1627750, 1626179]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,,Murray,J. Murray,,,,,,,,201246.0,1.0,0.0,Rozier,1626179.0,,,,,,
29,PT09M17.00S,2024-03-01T03:13:03.0Z,1,REGULAR,freethrow,1 of 2,[],1626179,,,1610612748,9,4,2024-03-01T03:13:03Z,290000,False,,,0,,T. Rozier Free Throw 1 of 2 (1 PTS),[1626179],1610612748.0,MIA,,,,,,,,,,Made,1.0,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
30,PT09M17.00S,2024-03-01T03:13:18.6Z,1,REGULAR,freethrow,2 of 2,[],1626179,,,1610612748,9,5,2024-03-01T03:13:18Z,300000,False,,,0,,T. Rozier Free Throw 2 of 2 (2 PTS),[1626179],1610612748.0,MIA,,,,,,,,,,Made,2.0,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
31,PT09M02.00S,2024-03-01T03:13:35.7Z,1,REGULAR,3pt,Jump Shot,[],203484,84.1819973718791,94.6078431372549,1610612743,12,5,2024-03-01T03:13:41Z,310000,False,223.0,96.0,1,right,K. Caldwell-Pope 24' 3PT  (3 PTS) (J. Murray 1 AST),"[203484, 1627750]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,24.29,Made,3.0,Caldwell-Pope,K. Caldwell-Pope,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,,
33,PT08M52.00S,2024-03-01T03:13:45.7Z,1,REGULAR,2pt,Jump Shot,[],1628389,14.273981603153747,31.61764705882353,1610612748,12,7,2024-03-01T03:14:04Z,330000,False,92.0,82.0,1,left,B. Adebayo 12' floating Jump Shot (2 PTS) (T. Rozier 1 AST),"[1628389, 1626179]",1610612748.0,MIA,floating,,,,,,Mid-Range,8-16 Right,12.3,Made,2.0,Adebayo,B. Adebayo,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,,
35,PT08M36.00S,2024-03-01T03:14:01.0Z,1,REGULAR,2pt,Jump Shot,[],203932,80.3712220762155,25.98039215686275,1610612743,12,7,2024-03-01T03:14:07Z,350000,False,-120.0,132.0,1,right,MISS A. Gordon 17' step back Shot,[203932],1610612743.0,DEN,step back,,,,,,Mid-Range,16-24 Left Center,17.85,Missed,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,
36,PT08M33.00S,2024-03-01T03:14:04.0Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,12,7,2024-03-01T03:14:07Z,360000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left Center,,,,Robinson,D. Robinson,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,
37,PT08M18.00S,2024-03-01T03:14:19.6Z,1,REGULAR,3pt,Jump Shot,[],1631107,31.09395532194481,66.17647058823529,1610612748,12,7,2024-03-01T03:14:25Z,370000,False,-81.0,240.0,1,left,MISS N. Jovic 25' 3PT,[1631107],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,
38,PT08M14.00S,2024-03-01T03:14:23.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,7,2024-03-01T03:14:25Z,380000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Jokic,N. Jokic,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT08M09.00S,2024-03-01T03:14:28.8Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,12,7,2024-03-01T03:14:58Z,390000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1629130]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jokic,N. Jokic,,,,,,,,,,,,,1.0,Robinson,1629130.0,,,
40,PT08M09.00S,2024-03-01T03:14:28.8Z,1,REGULAR,steal,,[],1629130,,,1610612748,12,7,2024-03-01T03:14:30Z,400000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
41,PT07M54.00S,2024-03-01T03:14:43.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,6.783837056504599,38.970588235294116,1610612748,12,7,2024-03-01T03:14:50Z,410000,False,55.0,11.0,1,left,MISS J. Butler turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
42,PT07M53.00S,2024-03-01T03:14:44.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,7,2024-03-01T03:43:27Z,420000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jokic,N. Jokic,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,
43,PT07M49.00S,2024-03-01T03:14:48.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,92.9862023653088,49.01960784313725,1610612743,14,7,2024-03-01T03:15:01Z,430000,False,-5.0,13.0,1,right,A. Gordon running alley-oop DUNK (6 PTS) (M. Porter Jr. 1 AST),"[203932, 1629008]",1610612743.0,DEN,running alley-oop,,,,,,Restricted Area,0-8 Center,1.43,Made,6.0,Gordon,A. Gordon,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,,,,
45,PT07M29.00S,2024-03-01T03:15:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,4.681340341655716,52.69607843137255,1610612748,14,9,2024-03-01T03:15:13Z,450000,False,-13.0,-8.0,1,left,N. Jovic Layup (5 PTS) (B. Adebayo 1 AST),"[1631107, 1628389]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,1.6,Made,5.0,Jovic,N. Jovic,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,,
48,PT07M14.00S,2024-03-01T03:15:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,87.46714848883047,37.5,1610612743,14,9,2024-03-01T03:15:44Z,480000,False,-62.0,65.0,1,right,MISS J. Murray 9' turnaround Shot,[1627750],1610612743.0,DEN,turnaround,,,,,,In The Paint (Non-RA),8-16 Left,9.04,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
49,PT07M11.00S,2024-03-01T03:15:40.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,14,9,2024-03-01T03:18:21Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,48.0,,,,,,,,,,,,,,
51,PT06M58.00S,2024-03-01T03:16:03.7Z,1,REGULAR,3pt,Jump Shot,[],202710,9.149145860709593,2.2058823529411766,1610612748,14,9,2024-03-01T03:20:49Z,510000,False,239.0,34.0,1,left,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,24.13,Missed,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
52,PT06M53.00S,2024-03-01T03:16:08.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,14,9,2024-03-01T03:16:09Z,520000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,,Porter Jr.,M. Porter Jr.,,,,51.0,3.0,3.0,0.0,,,,,,,,,,,
53,PT06M48.00S,2024-03-01T03:16:12.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,68.28186596583443,54.65686274509803,1610612743,14,9,2024-03-01T03:21:27Z,530000,False,23.0,246.0,1,right,MISS M. Porter Jr. 24' running pullup 3PT,[1629008],1610612743.0,DEN,running pullup,,,,,,Above the Break 3,24+ Center,24.68,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
54,PT06M44.00S,2024-03-01T03:16:16.5Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612748,14,9,2024-03-01T03:16:26Z,540000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Rozier,T. Rozier,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,
55,PT06M39.00S,2024-03-01T03:16:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,7.966491458607096,54.41176470588235,1610612748,14,9,2024-03-01T03:21:51Z,550000,False,-22.0,22.0,1,left,MISS N. Jovic driving Layup,[1631107],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,3.15,Missed,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,
56,PT06M37.00S,2024-03-01T03:16:24.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,14,9,2024-03-01T03:16:34Z,560000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Jokic,N. Jokic,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,
57,PT06M36.00S,2024-03-01T03:16:25.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,74.98357424441524,14.215686274509803,1610612743,14,9,2024-03-01T05:38:59Z,570000,False,-179.0,183.0,1,right,MISS K. Caldwell-Pope 25' running pullup 3PT,[203484],1610612743.0,DEN,running pullup,,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,
58,PT06M32.00S,2024-03-01T03:16:29.5Z,1,REGULAR,rebound,offensive,[],203484,,,1610612743,14,9,2024-03-01T05:38:59Z,580000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,57.0,1.0,0.0,1.0,,,,,,,,,,,
60,PT06M31.00S,2024-03-01T03:16:30.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203484,87.99277266754271,2.941176470588235,1610612743,17,9,2024-03-01T03:16:54Z,600000,False,-235.0,60.0,1,right,K. Caldwell-Pope 24' 3PT  (6 PTS),[203484],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,24.29,Made,6.0,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,
61,PT06M14.00S,2024-03-01T03:16:46.4Z,1,REGULAR,3pt,Jump Shot,[],1626179,28.991458607095925,19.11764705882353,1610612748,17,9,2024-03-01T03:16:58Z,610000,False,154.0,220.0,1,left,MISS T. Rozier 26' 3PT,[1626179],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
62,PT06M14.00S,2024-03-01T03:16:46.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,17,9,2024-03-01T03:16:58Z,620000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Porter Jr.,M. Porter Jr.,,,,61.0,4.0,4.0,0.0,,,,,,,,,,,
63,PT06M01.00S,2024-03-01T03:17:00.7Z,1,REGULAR,2pt,Jump Shot,[],1629008,84.7568988173456,10.317095588235293,1610612743,19,9,2024-03-01T03:17:38Z,630000,False,-198.0,91.0,1,right,M. Porter Jr. 21' Jump Shot (4 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left,21.82,Made,4.0,Porter Jr.,M. Porter Jr.,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,,
65,PT05M59.00S,2024-03-01T03:17:13.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,19,9,2024-03-01T03:17:13Z,650000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M59.00S,2024-03-01T03:20:17.6Z,1,REGULAR,substitution,out,[],1627750,,,1610612748,19,9,2024-03-01T03:20:22Z,660000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
68,PT05M59.00S,2024-03-01T03:20:17.6Z,1,REGULAR,substitution,in,[],202704,,,1610612748,19,9,2024-03-01T03:20:22Z,670000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,
69,PT05M40.00S,2024-03-01T03:20:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,10.988830486202366,52.20588235294118,1610612748,19,9,2024-03-01T03:23:30Z,680000,False,-11.0,51.0,1,left,MISS B. Adebayo floating Shot,[1628389],1610612748.0,MIA,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
70,PT05M37.00S,2024-03-01T03:20:57.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,9,2024-03-01T03:20:59Z,690000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jokic,N. Jokic,,,,69.0,4.0,4.0,0.0,,,,,,,,,,,
71,PT05M32.00S,2024-03-01T03:21:02.9Z,1,REGULAR,foul,personal,[],1629130,,,1610612743,19,9,2024-03-01T03:21:13Z,700000,False,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 203484]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,,Robinson,D. Robinson,,,,,,,,1629178.0,2.0,0.0,Caldwell-Pope,203484.0,,,,,,
73,PT05M32.00S,2024-03-01T03:21:11.3Z,1,REGULAR,substitution,out,[],202710,,,1610612743,19,9,2024-03-01T03:21:22Z,720000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2024-03-01T03:21:11.3Z,1,REGULAR,substitution,out,[],1629130,,,1610612743,19,9,2024-03-01T03:21:22Z,730000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2024-03-01T03:21:11.3Z,1,REGULAR,substitution,in,[],1631170,,,1610612743,19,9,2024-03-01T03:21:22Z,740000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,,,,,,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,
76,PT05M32.00S,2024-03-01T03:21:11.3Z,1,REGULAR,substitution,in,[],1628997,,,1610612743,19,9,2024-03-01T03:21:22Z,750000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
77,PT05M24.00S,2024-03-01T03:21:37.9Z,1,REGULAR,2pt,Jump Shot,[],1629008,77.34888304862024,20.098039215686274,1610612743,19,9,2024-03-01T03:21:45Z,760000,False,-150.0,160.0,1,right,MISS M. Porter Jr. 21' step back Shot,[1629008],1610612743.0,DEN,step back,,,,,,Mid-Range,16-24 Left Center,21.93,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
78,PT05M19.00S,2024-03-01T03:21:42.9Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,19,9,2024-03-01T03:21:45Z,770000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left Center,,,,Martin,C. Martin,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT05M13.00S,2024-03-01T03:21:49.9Z,1,REGULAR,violation,kicked ball,[],203999,,,1610612748,19,9,2024-03-01T03:21:59Z,780000,False,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,,,,,,,,,Jokic,N. Jokic,,,,,,,,201246.0,,,,,,,,,,
80,PT05M04.00S,2024-03-01T03:22:17.5Z,1,REGULAR,turnover,bad pass,[],1626179,,,1610612748,19,9,2024-03-01T03:22:22Z,790000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1629008]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,,Rozier,T. Rozier,,,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,
81,PT05M04.00S,2024-03-01T03:22:17.5Z,1,REGULAR,steal,,[],1629008,,,1610612743,19,9,2024-03-01T03:22:19Z,800000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
82,PT04M55.00S,2024-03-01T03:22:26.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203484,79.05716162943496,75.73529411764706,1610612743,21,9,2024-03-01T03:22:32Z,810000,False,129.0,144.0,1,right,K. Caldwell-Pope 19' pullup Jump Shot (8 PTS) (R. Jackson 1 AST),"[203484, 202704]",1610612743.0,DEN,pullup,,,,,,Mid-Range,16-24 Right Center,19.34,Made,8.0,Caldwell-Pope,K. Caldwell-Pope,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,,
84,PT04M42.00S,2024-03-01T03:22:41.3Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612748,21,9,2024-03-01T03:22:47Z,830000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Adebayo 2 FT),"[203999, 1628389]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,,,Jokic,N. Jokic,,,,,,,,1629178.0,1.0,0.0,Adebayo,1628389.0,,,,,,
86,PT04M42.00S,2024-03-01T03:23:13.2Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,21,10,2024-03-01T03:23:13Z,850000,False,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,3.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
87,PT04M42.00S,2024-03-01T03:23:33.4Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,21,11,2024-03-01T03:23:33Z,860000,False,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,4.0,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
