actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,descriptor,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
546,PT08M30.00S,2024-04-07T03:00:32.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,5.995400788436268,48.03921568627451,1610612743,115,94,2024-04-07T03:10:28Z,5450000,False,10.0,4.0,1,left,MISS J. Strawther alley-oop Layup,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,alley-oop,,,,,,,,,,
547,PT08M28.00S,2024-04-07T03:00:34.1Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,115,94,2024-04-07T03:00:37Z,5460000,False,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,Capela,C. Capela,Restricted Area,0-8 Center,,,,,,,,,,,546.0,8.0,6.0,2.0,,,,,,
548,PT08M24.00S,2024-04-07T03:00:38.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630552,93.77463863337714,49.754901960784316,1610612737,115,96,2024-04-07T03:00:44Z,5470000,False,-1.0,6.0,1,right,J. Johnson running DUNK (17 PTS),[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Restricted Area,0-8 Center,0.61,Made,17.0,,,,,,,running,,,,,,,,,,
549,PT08M24.00S,2024-04-07T03:00:44.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,115,96,2024-04-07T03:00:44Z,5480000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M24.00S,2024-04-07T03:03:13.8Z,4,REGULAR,substitution,out,[],1631124,,,1610612743,115,96,2024-04-07T03:03:36Z,5490000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,
551,PT08M24.00S,2024-04-07T03:03:13.8Z,4,REGULAR,substitution,in,[],1629008,,,1610612743,115,96,2024-04-07T03:03:36Z,5500000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
552,PT08M14.00S,2024-04-07T03:03:51.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,14.931011826544022,45.09803921568628,1610612743,117,96,2024-04-07T03:03:58Z,5510000,False,25.0,88.0,1,left,R. Jackson 9' driving floating Jump Shot (18 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,In The Paint (Non-RA),8-16 Center,9.13,Made,18.0,,,,,,,driving floating,,,,,,,,,,
553,PT07M59.00S,2024-04-07T03:04:06.1Z,4,REGULAR,3pt,Jump Shot,[],1641723,83.919185282523,4.166666666666666,1610612737,117,96,2024-04-07T03:04:12Z,5520000,False,-229.0,99.0,1,right,MISS K. Bufkin 24' 3PT,[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
554,PT07M57.00S,2024-04-07T03:04:08.1Z,4,REGULAR,rebound,defensive,[],202704,,,1610612743,117,96,2024-04-07T03:04:12Z,5530000,False,,,0,,R. Jackson REBOUND (Off:2 Def:2),[202704],1610612743.0,DEN,,Jackson,R. Jackson,Above the Break 3,24+ Left Center,,,,,,,,,,,553.0,4.0,2.0,2.0,,,,,,
555,PT07M47.00S,2024-04-07T03:04:19.1Z,4,REGULAR,3pt,Jump Shot,[],1629008,30.56833114323259,65.19607843137256,1610612743,117,96,2024-04-07T03:04:23Z,5540000,False,-76.0,235.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Above the Break 3,24+ Center,24.68,Missed,,,,,,,,,,,,,,,,,,
556,PT07M43.00S,2024-04-07T03:04:23.1Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,117,96,2024-04-07T03:04:23Z,5550000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Above the Break 3,24+ Center,,,,,,,,,,,555.0,6.0,5.0,1.0,,,,,,
557,PT07M31.00S,2024-04-07T03:04:35.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,92.59198423127464,53.92156862745098,1610612737,117,96,2024-04-07T03:04:40Z,5560000,False,20.0,17.0,1,right,MISS J. Johnson turnaround bank Shot,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,turnaround bank,,,,,,,,,,
558,PT07M30.00S,2024-04-07T03:04:36.0Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,117,96,2024-04-07T03:04:40Z,5570000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:3),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,Restricted Area,0-8 Center,,,,,,,,,,,557.0,3.0,3.0,0.0,,,,,,
559,PT07M21.00S,2024-04-07T03:04:44.9Z,4,REGULAR,2pt,Jump Shot,[],1631212,21.107095926412615,38.970588235294116,1610612743,119,96,2024-04-07T03:04:49Z,5580000,False,55.0,146.0,1,left,P. Watson 15' pullup Jump Shot (13 PTS),[1631212],1610612743.0,DEN,,Watson,P. Watson,Mid-Range,8-16 Center,15.6,Made,13.0,,,,,,,pullup,,,,,,,,,,
560,PT07M09.00S,2024-04-07T03:04:59.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,91.80354796320631,51.225490196078425,1610612737,119,98,2024-04-07T03:05:03Z,5590000,False,6.0,25.0,1,right,C. Capela cutting Layup (17 PTS) (K. Bufkin 3 AST),"[203991, 1641723]",1610612737.0,ATL,,Capela,C. Capela,Restricted Area,0-8 Center,2.52,Made,17.0,K. Bufkin,1641723.0,3.0,,,,cutting,,,,,,,,,,
562,PT07M09.00S,2024-04-07T03:05:01.4Z,4,REGULAR,foul,personal,['1freethrow'],1629008,,,1610612737,119,98,2024-04-07T03:05:09Z,5610000,False,,,0,,M. Porter Jr. shooting personal FOUL (4 PF) (Capela 1 FT),"[1629008, 203991]",1610612743.0,DEN,202053.0,Porter Jr.,M. Porter Jr.,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,4.0,1.0,Capela,203991.0
564,PT07M09.00S,2024-04-07T03:05:10.5Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,119,98,2024-04-07T03:05:43Z,5630000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,
565,PT07M09.00S,2024-04-07T03:05:10.5Z,4,REGULAR,substitution,out,[],1641723,,,1610612737,119,98,2024-04-07T03:05:43Z,5640000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,
566,PT07M09.00S,2024-04-07T03:05:10.5Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,119,98,2024-04-07T03:05:43Z,5650000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,
567,PT07M09.00S,2024-04-07T03:05:10.5Z,4,REGULAR,substitution,in,[],1629726,,,1610612737,119,98,2024-04-07T03:05:43Z,5660000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,
568,PT07M09.00S,2024-04-07T03:05:43.1Z,4,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,119,98,2024-04-07T03:05:43Z,5670000,False,,,0,,MISS C. Capela Free Throw 1 of 1,[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Missed,,,,,,,,,,,,,,,,,,
569,PT07M07.00S,2024-04-07T03:05:43.9Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,119,98,2024-04-07T03:05:43Z,5680000,False,,,0,,P. Watson REBOUND (Off:1 Def:5),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,568.0,6.0,5.0,1.0,,,,,,
570,PT06M44.00S,2024-04-07T03:06:06.9Z,4,REGULAR,3pt,Jump Shot,[],203200,8.09789750328515,5.392156862745098,1610612743,122,98,2024-04-07T03:06:13Z,5690000,False,223.0,24.0,1,left,J. Holiday 3PT turnaround fadeaway (8 PTS),[203200],1610612743.0,DEN,,Holiday,J. Holiday,Right Corner 3,24+ Right,22.42,Made,8.0,,,,,,,turnaround fadeaway,,,,,,,,,,
571,PT06M25.00S,2024-04-07T03:06:26.5Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612737,122,98,2024-04-07T03:06:37Z,5700000,False,,,0,,P. Watson shooting personal FOUL (2 PF) (Hunter 2 FT),"[1631212, 1629631]",1610612743.0,DEN,2002.0,Watson,P. Watson,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,2.0,0.0,Hunter,1629631.0
573,PT06M25.00S,2024-04-07T03:07:00.8Z,4,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,122,99,2024-04-07T03:07:00Z,5720000,False,,,0,,D. Hunter Free Throw 1 of 2 (15 PTS),[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,Made,15.0,,,,,,,,,,,,,,,,,
574,PT06M25.00S,2024-04-07T03:07:01.9Z,4,REGULAR,substitution,out,[],1630249,,,1610612737,122,99,2024-04-07T03:07:03Z,5730000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,
575,PT06M25.00S,2024-04-07T03:07:01.9Z,4,REGULAR,substitution,in,[],1630552,,,1610612737,122,99,2024-04-07T03:07:03Z,5740000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,
576,PT06M25.00S,2024-04-07T03:07:23.5Z,4,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,122,100,2024-04-07T03:07:23Z,5750000,False,,,0,,D. Hunter Free Throw 2 of 2 (16 PTS),[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,Made,16.0,,,,,,,,,,,,,,,,,
577,PT06M10.00S,2024-04-07T03:07:41.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,7.835085413929041,40.931372549019606,1610612743,122,100,2024-04-07T03:07:44Z,5760000,False,45.0,21.0,1,left,MISS Z. Nnaji Layup,[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
578,PT06M07.00S,2024-04-07T03:07:44.3Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,122,100,2024-04-07T03:07:44Z,5770000,False,,,0,,C. Capela REBOUND (Off:2 Def:7),[203991],1610612737.0,ATL,,Capela,C. Capela,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,577.0,9.0,7.0,2.0,,,,,,
579,PT05M59.00S,2024-04-07T03:07:52.5Z,4,REGULAR,2pt,Jump Shot,[],1627749,92.19776609724047,26.96078431372549,1610612737,122,100,2024-04-07T03:07:57Z,5780000,False,-115.0,21.0,1,right,MISS D. Murray 11' pullup Shot,[1627749],1610612737.0,ATL,,Murray,D. Murray,Mid-Range,8-16 Left,11.71,Missed,,,,,,,,pullup,,,,,,,,,,
580,PT05M56.00S,2024-04-07T03:07:55.5Z,4,REGULAR,rebound,defensive,[],202704,,,1610612743,122,100,2024-04-07T03:07:57Z,5790000,False,,,0,,R. Jackson REBOUND (Off:2 Def:3),[202704],1610612743.0,DEN,,Jackson,R. Jackson,Mid-Range,8-16 Left,,,,,,,,,,,579.0,5.0,3.0,2.0,,,,,,
581,PT05M50.00S,2024-04-07T03:08:02.4Z,4,REGULAR,turnover,out-of-bounds,[],202704,,,1610612743,122,100,2024-04-07T03:14:29Z,5800000,False,,,0,,R. Jackson lost ball out-of-bounds TURNOVER (1 TO),[202704],1610612743.0,DEN,202053.0,Jackson,R. Jackson,Above the Break 3,24+ Right Center,,,,,,,1.0,,,lost ball,,,,,,,,,,
582,PT05M39.00S,2024-04-07T03:08:26.1Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612737,122,100,2024-04-07T03:08:37Z,5810000,False,,,0,,P. Watson shooting personal FOUL (3 PF) (Hunter 2 FT),"[1631212, 1629631]",1610612743.0,DEN,202053.0,Watson,P. Watson,In The Paint (Non-RA),8-16 Center,,,,,,,,,,shooting,,,,,,,3.0,0.0,Hunter,1629631.0
584,PT05M39.00S,2024-04-07T03:08:47.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629631,,,1610612737,122,101,2024-04-07T03:08:47Z,5830000,False,,,0,,D. Hunter Free Throw 1 of 2 (17 PTS),[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,Made,17.0,,,,,,,,,,,,,,,,,
585,PT05M39.00S,2024-04-07T03:09:04.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629631,,,1610612737,122,102,2024-04-07T03:09:04Z,5840000,False,,,0,,D. Hunter Free Throw 2 of 2 (18 PTS),[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,Made,18.0,,,,,,,,,,,,,,,,,
586,PT05M28.00S,2024-04-07T03:09:21.5Z,4,REGULAR,3pt,Jump Shot,[],1629008,33.196452036793694,58.08823529411765,1610612743,125,102,2024-04-07T03:09:27Z,5850000,False,-40.0,260.0,1,left,M. Porter Jr. 26' 3PT step back (17 PTS) (Z. Nnaji 1 AST),"[1629008, 1630192]",1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Above the Break 3,24+ Center,26.26,Made,17.0,Z. Nnaji,1630192.0,1.0,,,,step back,,,,,,,,,,
588,PT05M11.00S,2024-04-07T03:09:37.9Z,4,REGULAR,3pt,Jump Shot,[],1629631,69.33311432325887,75.24509803921569,1610612737,125,102,2024-04-07T03:09:44Z,5870000,False,126.0,236.0,1,right,MISS D. Hunter 26' step back 3PT,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,Above the Break 3,24+ Right Center,26.74,Missed,,,,,,,,step back,,,,,,,,,,
589,PT05M08.00S,2024-04-07T03:09:40.9Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,125,102,2024-04-07T03:09:44Z,5880000,False,,,0,,C. Capela REBOUND (Off:3 Def:7),[203991],1610612737.0,ATL,,Capela,C. Capela,Above the Break 3,24+ Right Center,,,,,,,,,,,588.0,10.0,7.0,3.0,,,,,,
590,PT04M57.00S,2024-04-07T03:09:52.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,93.24901445466492,4.166666666666666,1610612737,125,102,2024-04-07T03:09:58Z,5890000,False,-229.0,11.0,1,right,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
591,PT04M53.00S,2024-04-07T03:09:56.7Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,125,102,2024-04-07T03:09:58Z,5900000,False,,,0,,C. Capela REBOUND (Off:4 Def:7),[203991],1610612737.0,ATL,,Capela,C. Capela,Left Corner 3,24+ Left,,,,,,,,,,,590.0,11.0,7.0,4.0,,,,,,
592,PT04M53.00S,2024-04-07T03:09:58.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630192,,,1610612737,125,102,2024-04-07T03:10:04Z,5910000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Capela 2 FT),"[1630192, 203991]",1610612743.0,DEN,2002.0,Nnaji,Z. Nnaji,In The Paint (Non-RA),0-8 Center,,,,,,,,,,shooting,,,,,,,1.0,0.0,Capela,203991.0
594,PT04M53.00S,2024-04-07T03:10:19.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,125,103,2024-04-07T03:10:19Z,5930000,False,,,0,,C. Capela Free Throw 1 of 2 (18 PTS),[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Made,18.0,,,,,,,,,,,,,,,,,
595,PT04M53.00S,2024-04-07T03:10:35.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,125,104,2024-04-07T03:10:35Z,5940000,False,,,0,,C. Capela Free Throw 2 of 2 (19 PTS),[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Made,19.0,,,,,,,,,,,,,,,,,
596,PT04M44.00S,2024-04-07T03:10:51.3Z,4,REGULAR,3pt,Jump Shot,[],1629008,32.36489816031538,36.29748774509804,1610612743,128,104,2024-04-07T03:11:00Z,5950000,False,69.0,252.0,1,left,M. Porter Jr. 26' 3PT  (20 PTS) (J. Holiday 6 AST),"[1629008, 203200]",1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Above the Break 3,24+ Center,26.09,Made,20.0,J. Holiday,203200.0,6.0,,,,,,,,,,,,,,
598,PT04M34.00S,2024-04-07T03:11:04.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630192,,,1610612737,128,104,2024-04-07T03:11:10Z,5970000,False,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Murray 2 FT),"[1630192, 1627749]",1610612743.0,DEN,2002.0,Nnaji,Z. Nnaji,In The Paint (Non-RA),0-8 Center,,,,,,,,,,shooting,,,,,,,2.0,0.0,Murray,1627749.0
600,PT04M34.00S,2024-04-07T03:11:25.0Z,4,REGULAR,freethrow,1 of 2,[],1627749,,,1610612737,128,105,2024-04-07T03:11:25Z,5990000,False,,,0,,D. Murray Free Throw 1 of 2 (13 PTS),[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,Made,13.0,,,,,,,,,,,,,,,,,
601,PT04M34.00S,2024-04-07T03:11:25.6Z,4,REGULAR,substitution,out,[],1629726,,,1610612737,128,105,2024-04-07T03:11:29Z,6000000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,
602,PT04M34.00S,2024-04-07T03:11:25.6Z,4,REGULAR,substitution,in,[],203992,,,1610612737,128,105,2024-04-07T03:11:29Z,6010000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,
603,PT04M34.00S,2024-04-07T03:11:42.4Z,4,REGULAR,freethrow,2 of 2,[],1627749,,,1610612737,128,106,2024-04-07T03:11:42Z,6020000,False,,,0,,D. Murray Free Throw 2 of 2 (14 PTS),[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,Made,14.0,,,,,,,,,,,,,,,,,
604,PT04M18.00S,2024-04-07T03:12:02.0Z,4,REGULAR,3pt,Jump Shot,[],1630192,30.699737187910642,27.205882352941174,1610612743,131,106,2024-04-07T03:12:11Z,6030000,False,114.0,236.0,1,left,Z. Nnaji 26' 3PT  (5 PTS) (P. Watson 2 AST),"[1630192, 1631212]",1610612743.0,DEN,,Nnaji,Z. Nnaji,Above the Break 3,24+ Right Center,26.22,Made,5.0,P. Watson,1631212.0,2.0,,,,,,,,,,,,,,
606,PT04M07.00S,2024-04-07T03:12:11.6Z,4,REGULAR,3pt,Jump Shot,[],1627749,72.22404730617609,80.63725490196079,1610612737,131,106,2024-04-07T03:12:17Z,6050000,False,153.0,209.0,1,right,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,,Murray,D. Murray,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,pullup,,,,,,,,,,
607,PT04M05.00S,2024-04-07T03:12:14.8Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,131,106,2024-04-07T03:12:14Z,6060000,False,,,0,,C. Capela REBOUND (Off:5 Def:7),[203991],1610612737.0,ATL,,Capela,C. Capela,Above the Break 3,24+ Right Center,,,,,,,,,,,606.0,12.0,7.0,5.0,,,,,,
608,PT04M01.00S,2024-04-07T03:12:18.8Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,79.31997371879106,45.09803921568628,1610612737,131,106,2024-04-07T03:12:25Z,6070000,False,-25.0,142.0,1,right,MISS D. Murray 14' Jump Shot,[1627749],1610612737.0,ATL,,Murray,D. Murray,Mid-Range,8-16 Center,14.4,Missed,,,,,,,,,,,,,,,,,,
609,PT03M57.00S,2024-04-07T03:12:22.8Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,131,106,2024-04-07T03:12:25Z,6080000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:4),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,Mid-Range,8-16 Center,,,,,,,,,,,608.0,4.0,4.0,0.0,,,,,,
612,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,out,[],1629008,,,1610612743,131,106,2024-04-07T03:13:05Z,6110000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
613,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,out,[],1630552,,,1610612743,131,106,2024-04-07T03:13:05Z,6120000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,
614,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,out,[],1627749,,,1610612743,131,106,2024-04-07T03:13:05Z,6130000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,
615,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,out,[],1629631,,,1610612743,131,106,2024-04-07T03:13:05Z,6140000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,
616,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,out,[],203991,,,1610612743,131,106,2024-04-07T03:13:05Z,6150000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,
617,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,in,[],1641816,,,1610612743,131,106,2024-04-07T03:13:05Z,6160000,False,,,0,,SUB in: H. Tyson,[1641816],1610612743.0,DEN,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,
618,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,in,[],1631243,,,1610612743,131,106,2024-04-07T03:13:05Z,6170000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,
619,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,in,[],1628981,,,1610612743,131,106,2024-04-07T03:13:05Z,6180000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,
620,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,in,[],1630249,,,1610612743,131,106,2024-04-07T03:13:05Z,6190000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,
621,PT03M43.00S,2024-04-07T03:12:47.5Z,4,REGULAR,substitution,in,[],1641723,,,1610612743,131,106,2024-04-07T03:13:05Z,6200000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,
622,PT03M38.00S,2024-04-07T03:13:16.4Z,4,REGULAR,3pt,Jump Shot,[],1631212,20.97568988173456,91.17647058823529,1610612743,131,106,2024-04-07T03:13:25Z,6210000,False,-206.0,145.0,1,left,MISS P. Watson 25' 3PT,[1631212],1610612743.0,DEN,,Watson,P. Watson,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
623,PT03M35.00S,2024-04-07T03:13:19.3Z,4,REGULAR,rebound,defensive,[],1641723,,,1610612737,131,106,2024-04-07T03:13:19Z,6220000,False,,,0,,K. Bufkin REBOUND (Off:0 Def:2),[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,Above the Break 3,24+ Left Center,,,,,,,,,,,622.0,2.0,2.0,0.0,,,,,,
624,PT03M27.00S,2024-04-07T03:13:27.4Z,4,REGULAR,3pt,Jump Shot,[],1631243,87.20433639947439,3.1862745098039214,1610612737,131,106,2024-04-07T03:13:32Z,6230000,False,-234.0,68.0,1,right,MISS M. Gueye 24' 3PT,[1631243],1610612737.0,ATL,,Gueye,M. Gueye,Left Corner 3,24+ Left,24.37,Missed,,,,,,,,,,,,,,,,,,
625,PT03M25.00S,2024-04-07T03:13:30.0Z,4,REGULAR,rebound,offensive,[],1630249,,,1610612737,131,106,2024-04-07T03:13:30Z,6240000,False,,,0,,V. Krejci REBOUND (Off:1 Def:3),[1630249],1610612737.0,ATL,,Krejci,V. Krejci,Left Corner 3,24+ Left,,,,,,,,,,,624.0,4.0,3.0,1.0,,,,,,
626,PT03M23.00S,2024-04-07T03:13:31.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630249,93.38042049934296,51.71568627450981,1610612737,131,106,2024-04-07T03:13:38Z,6250000,False,9.0,10.0,1,right,MISS V. Krejci putback Layup - blocked,"[1630249, 1631212]",1610612737.0,ATL,,Krejci,V. Krejci,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,putback,,,,,Watson,1631212.0,,,,
627,PT03M23.00S,2024-04-07T03:13:31.4Z,4,REGULAR,block,,[],1631212,,,1610612737,131,106,2024-04-07T03:13:34Z,6260000,False,,,0,,P. Watson BLOCK (5 BLK),[1631212],1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
628,PT03M20.00S,2024-04-07T03:13:34.4Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,131,106,2024-04-07T03:13:38Z,6270000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:5),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,Restricted Area,0-8 Center,,,,,,,,,,,626.0,5.0,5.0,0.0,,,,,,
629,PT03M15.00S,2024-04-07T03:13:43.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,131,106,2024-04-07T03:13:43Z,6280000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M15.00S,2024-04-07T03:15:24.5Z,4,REGULAR,substitution,out,[],202704,,,1610612743,131,106,2024-04-07T03:16:25Z,6290000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,
631,PT03M15.00S,2024-04-07T03:15:24.5Z,4,REGULAR,substitution,out,[],1631212,,,1610612743,131,106,2024-04-07T03:16:25Z,6300000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
