actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
178,PT00M01.00S,2023-11-27T01:39:18.5Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,39,35,2023-11-27T01:39:31Z,1780000,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 1631124]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,,Strawther,1631124.0
179,PT00M01.00S,2023-11-27T01:39:18.5Z,1,REGULAR,steal,,[],1631124,,,1610612743,39,35,2023-11-27T01:39:21Z,1790000,False,,,0,,J. Strawther STEAL (2 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
180,PT00M00.00S,2023-11-27T01:39:28.6Z,1,REGULAR,period,end,[],0,,,1610612743,39,35,2023-11-27T01:39:28Z,1800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-11-27T01:41:37.1Z,2,REGULAR,substitution,out,['startperiod'],1631128,,,1610612743,39,35,2023-11-27T01:41:58Z,1810000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-11-27T01:41:37.1Z,2,REGULAR,substitution,in,['startperiod'],1631212,,,1610612743,39,35,2023-11-27T01:41:58Z,1820000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-11-27T01:41:59.2Z,2,REGULAR,period,start,[],0,,,1610612759,39,35,2023-11-27T01:41:59Z,1830000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M51.00S,2023-11-27T01:42:07.6Z,2,REGULAR,3pt,Jump Shot,[],1630170,28.728646517739815,21.07843137254902,1610612759,39,35,2023-11-27T01:42:14Z,1840000,False,145.0,218.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
185,PT11M47.00S,2023-11-27T01:42:11.6Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,39,35,2023-11-27T01:42:14Z,1850000,False,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,184.0,,,,,,,2.0,2.0,0.0,,,,
186,PT11M41.00S,2023-11-27T01:42:17.2Z,2,REGULAR,turnover,lost ball,[],202704,,,1610612743,39,35,2023-11-27T01:42:24Z,1860000,False,,,0,,R. Jackson lost ball TURNOVER (2 TO),"[202704, 1641705]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,,,,,,Wembanyama,1641705.0
187,PT11M41.00S,2023-11-27T01:42:17.2Z,2,REGULAR,steal,,[],1641705,,,1610612759,39,35,2023-11-27T01:42:57Z,1870000,False,,,0,,V. Wembanyama STEAL (3 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
188,PT11M41.00S,2023-11-27T01:42:21.8Z,2,REGULAR,foul,personal,[],202704,,,1610612759,39,35,2023-11-27T01:42:28Z,1880000,False,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 1641705]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Center,,,,,,,,1628954.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,
190,PT11M30.00S,2023-11-27T01:42:45.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641705,33.065045992115635,51.225490196078425,1610612759,39,35,2023-11-27T01:42:51Z,1900000,False,-6.0,258.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
191,PT11M26.00S,2023-11-27T01:42:49.4Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,39,35,2023-11-27T01:42:51Z,1910000,False,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,190.0,,,,,,,3.0,3.0,0.0,,,,
192,PT11M18.00S,2023-11-27T01:42:57.5Z,2,REGULAR,3pt,Jump Shot,[],1629008,71.96123521681997,18.38235294117647,1610612743,42,35,2023-11-27T01:43:06Z,1920000,False,-158.0,211.0,1,right,M. Porter Jr. 26' 3PT step back (15 PTS) (R. Jackson 3 AST),"[1629008, 202704]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.37,Made,15.0,R. Jackson,202704.0,3.0,,,,,,,,,,,,,,
194,PT11M00.00S,2023-11-27T01:43:14.8Z,2,REGULAR,3pt,Jump Shot,[],1626224,26.231931668856767,82.35294117647058,1610612759,42,35,2023-11-27T01:43:20Z,1940000,False,-162.0,194.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
195,PT10M57.00S,2023-11-27T01:43:17.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,42,35,2023-11-27T01:43:20Z,1950000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,194.0,,,,,,,1.0,1.0,0.0,,,,
196,PT10M48.00S,2023-11-27T01:43:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,80.1084099868594,35.294117647058826,1610612743,42,35,2023-11-27T01:43:33Z,1960000,False,-74.0,134.0,1,right,MISS M. Porter Jr. 15' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,15.33,Missed,,,,,,,,,,,,,,,,,,
197,PT10M45.00S,2023-11-27T01:43:30.4Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612759,42,35,2023-11-27T01:43:33Z,1970000,False,,,0,,C. Osman REBOUND (Off:1 Def:2),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,196.0,,,,,,,3.0,2.0,1.0,,,,
198,PT10M43.00S,2023-11-27T01:43:32.3Z,2,REGULAR,turnover,bad pass,[],1626224,,,1610612759,42,35,2023-11-27T01:43:35Z,1980000,False,,,0,,C. Osman bad pass TURNOVER (1 TO),"[1626224, 1631124]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,,,Strawther,1631124.0
199,PT10M43.00S,2023-11-27T01:43:32.3Z,2,REGULAR,steal,,[],1631124,,,1610612743,42,35,2023-11-27T01:43:34Z,1990000,False,,,0,,J. Strawther STEAL (3 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
200,PT10M42.00S,2023-11-27T01:43:37.4Z,2,REGULAR,foul,offensive,[],1631124,,,1610612743,42,35,2023-11-27T01:49:44Z,2000000,False,,,0,,J. Strawther offensive FOUL (2 PF),"[1631124, 1641705]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202027.0,2.0,0.0,Wembanyama,1641705.0,,,,,,,,
205,PT10M42.00S,2023-11-27T01:43:37.4Z,2,REGULAR,turnover,offensive foul,[],1631124,,,1610612743,42,35,2023-11-27T01:43:37Z,2015000,False,,,0,,J. Strawther offensive foul TURNOVER (1 TO),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202027.0,,,,,1.0,,,,,,,
202,PT10M42.00S,2023-11-27T01:44:08.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,42,35,2023-11-27T01:43:37Z,2020000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M42.00S,2023-11-27T01:47:41.2Z,2,REGULAR,substitution,out,[],1626224,,,1610612759,42,35,2023-11-27T01:48:20Z,2050000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M42.00S,2023-11-27T01:47:41.2Z,2,REGULAR,substitution,out,[],1630577,,,1610612759,42,35,2023-11-27T01:48:20Z,2060000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M42.00S,2023-11-27T01:47:41.2Z,2,REGULAR,substitution,in,[],203926,,,1610612759,42,35,2023-11-27T01:48:20Z,2070000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M42.00S,2023-11-27T01:47:41.2Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,42,35,2023-11-27T01:48:20Z,2080000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M31.00S,2023-11-27T01:48:49.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,16.376478318002626,28.431372549019606,1610612759,42,35,2023-11-27T01:49:03Z,2090000,False,108.0,101.0,1,left,MISS D. Vassell 14' fadeaway Shot,[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,14.8,Missed,,,,,,,,,,,,,,,,,,
211,PT10M25.00S,2023-11-27T01:48:55.8Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,42,35,2023-11-27T01:49:03Z,2100000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,210.0,,,,,,,7.0,4.0,3.0,,,,
212,PT10M25.00S,2023-11-27T01:48:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641705,5.590000152587891,50.0,1610612759,42,37,2023-11-27T01:48:54Z,2110000,False,0.0,0.0,1,left,V. Wembanyama tip Layup (11 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
213,PT10M10.00S,2023-11-27T01:49:09.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,84.83902759526939,56.372549019607845,1610612743,42,37,2023-11-27T01:49:15Z,2120000,False,32.0,90.0,1,right,MISS R. Jackson 9' driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,9.55,Missed,,,,,,,,,,,,,,,,,,
214,PT10M07.00S,2023-11-27T01:49:12.9Z,2,REGULAR,rebound,offensive,[],1631212,,,1610612743,42,37,2023-11-27T01:49:15Z,2130000,False,,,0,,P. Watson REBOUND (Off:1 Def:0),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,213.0,,,,,,,1.0,0.0,1.0,,,,
215,PT10M01.00S,2023-11-27T01:49:18.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631124,69.20170827858082,22.54901960784314,1610612743,42,37,2023-11-27T01:49:23Z,2140000,False,-137.0,237.0,1,right,MISS J. Strawther 27' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,,,,,,,,,,,,,,,,,
216,PT09M57.00S,2023-11-27T01:49:22.8Z,2,REGULAR,rebound,offensive,[],202704,,,1610612743,42,37,2023-11-27T01:49:23Z,2150000,False,,,0,,R. Jackson REBOUND (Off:1 Def:3),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,215.0,,,,,,,4.0,3.0,1.0,,,,
217,PT09M56.00S,2023-11-27T01:49:24.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,92.72339027595268,51.225490196078425,1610612743,42,37,2023-11-27T01:49:31Z,2160000,False,6.0,16.0,1,right,MISS P. Watson driving Layup,[1631212],1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
218,PT09M55.00S,2023-11-27T01:49:25.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,42,37,2023-11-27T01:49:31Z,2170000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,217.0,,,,,,,,,,,,,
220,PT09M49.00S,2023-11-27T01:49:49.9Z,2,REGULAR,turnover,bad pass,[],1629008,,,1610612743,42,37,2023-11-27T01:52:56Z,2190000,False,,,0,,M. Porter Jr. bad pass TURNOVER (2 TO),"[1629008, 1630170]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2.0,,,,,,Vassell,1630170.0
221,PT09M49.00S,2023-11-27T01:49:49.9Z,2,REGULAR,steal,,[],1630170,,,1610612759,42,37,2023-11-27T01:49:51Z,2200000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
222,PT09M40.00S,2023-11-27T01:49:59.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641705,31.225361366622867,35.294117647058826,1610612759,42,40,2023-11-27T01:52:34Z,2210000,False,74.0,241.0,1,left,V. Wembanyama 25' 3PT pullup (14 PTS) (D. Vassell 1 AST),"[1641705, 1630170]",1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,25.2,Made,14.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
224,PT09M40.00S,2023-11-27T01:50:05.3Z,2,REGULAR,foul,personal,['1freethrow'],201599,,,1610612759,42,40,2023-11-27T01:50:10Z,2230000,False,,,0,,D. Jordan shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[201599, 1641705]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,,,,,,,,1628954.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,
226,PT09M40.00S,2023-11-27T01:50:14.6Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,42,40,2023-11-27T01:50:39Z,2250000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M40.00S,2023-11-27T01:50:14.6Z,2,REGULAR,substitution,in,[],1631103,,,1610612759,42,40,2023-11-27T01:50:39Z,2260000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M40.00S,2023-11-27T01:50:39.1Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1641705,,,1610612759,42,40,2023-11-27T01:50:47Z,2270000,False,,,0,,MISS V. Wembanyama Free Throw 1 of 1,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
229,PT09M37.00S,2023-11-27T01:50:42.1Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,42,40,2023-11-27T01:50:47Z,2280000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,228.0,,,,,,,2.0,2.0,0.0,,,,
230,PT09M33.00S,2023-11-27T01:50:46.5Z,2,REGULAR,foul,offensive,[],202704,,,1610612743,42,40,2023-11-27T01:51:09Z,2290000,False,,,0,,R. Jackson offensive FOUL (2 PF),"[202704, 1630200]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,202027.0,2.0,0.0,Jones,1630200.0,,,,,,,,
232,PT09M33.00S,2023-11-27T01:50:46.5Z,2,REGULAR,turnover,offensive foul,[],202704,,,1610612743,42,40,2023-11-27T01:50:46Z,2310000,False,,,0,,R. Jackson offensive foul TURNOVER (3 TO),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,202027.0,,,,,3.0,,,,,,,
233,PT09M18.00S,2023-11-27T01:51:20.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,13.87976346911958,56.127450980392155,1610612759,42,40,2023-11-27T01:51:25Z,2320000,False,-31.0,78.0,1,left,MISS V. Wembanyama 8' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,8.38,Missed,,,,,,,,,,,,,,,,,,
234,PT09M15.00S,2023-11-27T01:51:23.7Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,42,40,2023-11-27T01:51:25Z,2330000,False,,,0,,P. Watson REBOUND (Off:1 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,233.0,,,,,,,2.0,1.0,1.0,,,,
235,PT09M07.00S,2023-11-27T01:51:31.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.38042049934296,46.568627450980394,1610612743,44,40,2023-11-27T01:51:36Z,2340000,False,-17.0,10.0,1,right,R. Jackson driving reverse Layup (7 PTS) (P. Watson 1 AST),"[202704, 1631212]",1610612743.0,DEN,driving reverse,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,1.97,Made,7.0,P. Watson,1631212.0,1.0,,,,,,,,,,,,,,
237,PT08M58.00S,2023-11-27T01:51:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,9.674770039421814,35.53921568627451,1610612759,44,40,2023-11-27T01:51:45Z,2360000,False,72.0,38.0,1,left,MISS M. Branham 8' turnaround Shot,[1631103],1610612759.0,SAS,turnaround,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Right,8.19,Missed,,,,,,,,,,,,,,,,,,
238,PT08M55.00S,2023-11-27T01:51:42.9Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,44,40,2023-11-27T01:51:45Z,2370000,False,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,237.0,,,,,,,3.0,3.0,0.0,,,,
239,PT08M51.00S,2023-11-27T01:51:50.4Z,2,REGULAR,foul,personal,[],1641705,,,1610612743,44,40,2023-11-27T01:52:28Z,2380000,False,,,0,,V. Wembanyama personal FOUL (2 PF),"[1641705, 1631212]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1162.0,2.0,0.0,Watson,1631212.0,,,,,,,,
241,PT08M51.00S,2023-11-27T01:51:57.2Z,2,REGULAR,substitution,out,[],1641705,,,1610612743,44,40,2023-11-27T01:52:11Z,2400000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M51.00S,2023-11-27T01:51:57.2Z,2,REGULAR,substitution,out,[],1630200,,,1610612743,44,40,2023-11-27T01:52:11Z,2410000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M51.00S,2023-11-27T01:51:57.2Z,2,REGULAR,substitution,in,[],1628380,,,1610612743,44,40,2023-11-27T01:52:11Z,2420000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M51.00S,2023-11-27T01:51:57.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612743,44,40,2023-11-27T01:52:11Z,2430000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M45.00S,2023-11-27T01:52:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201599,92.9862023653088,54.65686274509803,1610612743,46,40,2023-11-27T01:55:13Z,2440000,False,23.0,13.0,1,right,D. Jordan cutting Layup (4 PTS) (R. Jackson 4 AST),"[201599, 202704]",1610612743.0,DEN,cutting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.69,Made,4.0,R. Jackson,202704.0,4.0,,,,,,,,,,,,,,
247,PT08M45.00S,2023-11-27T01:52:29.9Z,2,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612743,46,40,2023-11-27T01:52:47Z,2460000,False,,,0,,Z. Collins shooting personal FOUL (2 PF) (Jordan 1 FT),"[1628380, 201599]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,1162.0,2.0,0.0,Jordan,201599.0,,,,,,,,
249,PT08M45.00S,2023-11-27T01:52:59.5Z,2,REGULAR,freethrow,1 of 1,[],201599,,,1610612743,46,40,2023-11-27T01:52:59Z,2480000,False,,,0,,MISS D. Jordan Free Throw 1 of 1,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
250,PT08M41.00S,2023-11-27T01:53:02.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,46,40,2023-11-27T01:53:02Z,2490000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,249.0,,,,,,,1.0,1.0,0.0,,,,
251,PT08M34.00S,2023-11-27T01:53:09.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.863994743758213,53.431372549019606,1610612759,46,40,2023-11-27T01:55:52Z,2500000,False,-17.0,3.0,1,left,MISS J. Sochan driving reverse Layup,[1631110],1610612759.0,SAS,driving reverse,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
252,PT08M33.00S,2023-11-27T01:53:10.0Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,46,40,2023-11-27T01:53:13Z,2510000,False,,,0,,D. Jordan REBOUND (Off:0 Def:4),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,251.0,,,,,,,4.0,4.0,0.0,,,,
253,PT08M29.00S,2023-11-27T01:53:14.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,72.88107752956637,81.86274509803921,1610612743,46,40,2023-11-27T01:56:40Z,2520000,False,159.0,202.0,1,right,MISS M. Porter Jr. 25' running 3PT,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
254,PT08M28.00S,2023-11-27T01:53:15.8Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,46,40,2023-11-27T01:56:58Z,2530000,False,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,,253.0,,,,,,,5.0,4.0,1.0,,,,
255,PT08M27.00S,2023-11-27T01:53:21.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",201599,94.40999984741211,50.0,1610612743,48,40,2023-11-27T01:57:10Z,2540000,False,0.0,0.0,1,right,D. Jordan tip DUNK (6 PTS),[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
257,PT08M09.00S,2023-11-27T01:53:37.0Z,2,REGULAR,foul,personal,[],1631212,,,1610612759,48,40,2023-11-27T01:53:56Z,2550000,False,,,0,,P. Watson personal FOUL (1 PF),"[1631212, 1629640]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right Center,,,,,,,,1162.0,1.0,0.0,Johnson,1629640.0,,,,,,,,
259,PT08M09.00S,2023-11-27T01:53:43.6Z,2,REGULAR,substitution,out,[],1629008,,,1610612759,48,40,2023-11-27T01:54:02Z,2570000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT08M09.00S,2023-11-27T01:53:43.6Z,2,REGULAR,substitution,out,[],201599,,,1610612759,48,40,2023-11-27T01:54:02Z,2580000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT08M09.00S,2023-11-27T01:53:43.6Z,2,REGULAR,substitution,out,[],202704,,,1610612759,48,40,2023-11-27T01:54:02Z,2590000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT08M09.00S,2023-11-27T01:53:43.6Z,2,REGULAR,substitution,in,[],1631128,,,1610612759,48,40,2023-11-27T01:54:02Z,2600000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT08M09.00S,2023-11-27T01:53:43.6Z,2,REGULAR,substitution,in,[],203200,,,1610612759,48,40,2023-11-27T01:54:02Z,2610000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT08M09.00S,2023-11-27T01:53:43.6Z,2,REGULAR,substitution,in,[],203999,,,1610612759,48,40,2023-11-27T01:54:02Z,2620000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
