actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
527,PT09M08.00S,2023-12-29T03:56:11.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631212,93.9060446780552,49.01960784313725,1610612743,116,89,2023-12-29T03:56:22Z,5170000,False,-5.0,5.0,1,right,P. Watson running finger roll Layup (20 PTS),[1631212],1610612743.0,DEN,,Watson,P. Watson,running finger roll,Restricted Area,0-8 Center,0.69,Made,,,,,20.0,,,,,,,,,,,,
528,PT09M08.00S,2023-12-29T03:56:15.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,116,89,2023-12-29T03:56:15Z,5180000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M08.00S,2023-12-29T03:58:36.4Z,4,REGULAR,substitution,out,[],1631212,,,1610612763,116,89,2023-12-29T03:58:53Z,5190000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
530,PT09M08.00S,2023-12-29T03:58:36.4Z,4,REGULAR,substitution,out,[],1631223,,,1610612763,116,89,2023-12-29T03:58:53Z,5200000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,
531,PT09M08.00S,2023-12-29T03:58:36.4Z,4,REGULAR,substitution,out,[],202687,,,1610612763,116,89,2023-12-29T03:58:53Z,5210000,False,,,0,,SUB out: B. Biyombo,[202687],1610612763.0,MEM,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,
532,PT09M08.00S,2023-12-29T03:58:36.4Z,4,REGULAR,substitution,in,[],203200,,,1610612763,116,89,2023-12-29T03:58:53Z,5220000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,
533,PT09M08.00S,2023-12-29T03:58:36.4Z,4,REGULAR,substitution,in,[],1630214,,,1610612763,116,89,2023-12-29T03:58:53Z,5230000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,
534,PT09M08.00S,2023-12-29T03:58:36.4Z,4,REGULAR,substitution,in,[],1630533,,,1610612763,116,89,2023-12-29T03:58:53Z,5240000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,
535,PT09M00.00S,2023-12-29T03:59:15.5Z,4,REGULAR,turnover,traveling,[],1630214,,,1610612763,116,89,2023-12-29T03:59:24Z,5250000,False,,,0,,X. Tillman traveling TURNOVER (2 TO),[1630214],1610612763.0,MEM,1628484.0,Tillman,X. Tillman,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,2.0,,
536,PT08M45.00S,2023-12-29T03:59:41.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631124,92.85479632063075,53.92156862745098,1610612743,118,89,2023-12-29T03:59:49Z,5260000,False,20.0,15.0,1,right,J. Strawther cutting Layup (5 PTS) (R. Jackson 5 AST),"[1631124, 202704]",1610612743.0,DEN,,Strawther,J. Strawther,cutting,Restricted Area,0-8 Center,2.45,Made,,,,,5.0,R. Jackson,202704.0,5.0,,,,,,,,,
538,PT08M34.00S,2023-12-29T03:59:52.5Z,4,REGULAR,3pt,Jump Shot,[],1631367,29.517082785808146,70.34313725490196,1610612763,118,92,2023-12-29T03:59:57Z,5280000,False,-102.0,225.0,1,left,J. Gilyard 24' 3PT pullup (6 PTS) (J. Konchar 3 AST),"[1631367, 1629723]",1610612763.0,MEM,,Gilyard,J. Gilyard,pullup,Above the Break 3,24+ Left Center,24.69,Made,,,,,6.0,J. Konchar,1629723.0,3.0,,,,,,,,,
540,PT08M18.00S,2023-12-29T04:00:08.5Z,4,REGULAR,3pt,Jump Shot,[],1631128,71.96123521681997,17.892156862745097,1610612743,121,92,2023-12-29T04:03:20Z,5300000,False,-161.0,211.0,1,right,C. Braun 26' 3PT pullup (9 PTS) (R. Jackson 6 AST),"[1631128, 202704]",1610612743.0,DEN,,Braun,C. Braun,pullup,Above the Break 3,24+ Left Center,26.52,Made,,,,,9.0,R. Jackson,202704.0,6.0,,,,,,,,,
542,PT07M58.00S,2023-12-29T04:00:29.3Z,4,REGULAR,3pt,Jump Shot,[],1630533,25.312089356110377,85.29411764705883,1610612763,121,92,2023-12-29T04:00:35Z,5320000,False,-176.0,185.0,1,left,MISS Z. Williams 25' step back 3PT,[1630533],1610612763.0,MEM,,Williams,Z. Williams,step back,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,
543,PT07M56.00S,2023-12-29T04:00:31.3Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,121,92,2023-12-29T04:00:35Z,5330000,False,,,0,,J. Strawther REBOUND (Off:0 Def:3),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,Above the Break 3,24+ Left Center,,,542.0,3.0,3.0,0.0,,,,,,,,,,,,,
544,PT07M45.00S,2023-12-29T04:00:44.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.77463863337714,48.529411764705884,1610612743,121,92,2023-12-29T04:04:34Z,5340000,False,-7.0,6.0,1,right,MISS R. Jackson driving reverse Layup,[202704],1610612743.0,DEN,,Jackson,R. Jackson,driving reverse,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,
545,PT07M43.00S,2023-12-29T04:00:46.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,121,92,2023-12-29T04:04:34Z,5350000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,Restricted Area,0-8 Center,,,544.0,,,,,,,,,,,,,,,,
547,PT07M27.00S,2023-12-29T04:01:07.4Z,4,REGULAR,2pt,Jump Shot,[],1630533,21.107095926412615,55.88235294117647,1610612763,121,92,2023-12-29T04:01:15Z,5370000,False,-29.0,146.0,1,left,MISS Z. Williams 14' step back Shot,[1630533],1610612763.0,MEM,,Williams,Z. Williams,step back,Mid-Range,8-16 Center,14.88,Missed,,,,,,,,,,,,,,,,,
548,PT07M24.00S,2023-12-29T04:01:10.6Z,4,REGULAR,rebound,offensive,[],1629723,,,1610612763,121,92,2023-12-29T04:01:10Z,5380000,False,,,0,,J. Konchar REBOUND (Off:2 Def:2),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Mid-Range,8-16 Center,,,547.0,4.0,2.0,2.0,,,,,,,,,,,,,
549,PT07M22.00S,2023-12-29T04:01:12.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629723,7.5722733245729295,4.166666666666666,1610612763,121,92,2023-12-29T04:01:18Z,5390000,False,229.0,19.0,1,left,MISS J. Konchar 3PT - blocked,"[1629723, 201599]",1610612763.0,MEM,,Konchar,J. Konchar,,Right Corner 3,24+ Right,23.0,Missed,,,,,,,,,Jordan,201599.0,,,,,,,
550,PT07M22.00S,2023-12-29T04:01:12.9Z,4,REGULAR,block,,[],201599,,,1610612763,121,92,2023-12-29T04:01:16Z,5400000,False,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,
551,PT07M22.00S,2023-12-29T04:01:12.9Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,121,92,2023-12-29T04:01:18Z,5410000,False,,,0,,D. Jordan REBOUND (Off:5 Def:3),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,Right Corner 3,24+ Right,,,549.0,8.0,3.0,5.0,,,,,,,,,,,,,
552,PT07M13.00S,2023-12-29T04:01:20.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203200,92.72339027595268,50.73529411764706,1610612743,121,92,2023-12-29T04:01:31Z,5420000,False,4.0,16.0,1,right,MISS J. Holiday running reverse Layup,[203200],1610612743.0,DEN,,Holiday,J. Holiday,running reverse,Restricted Area,0-8 Center,1.63,Missed,,,,,,,,,,,,,,,,,
553,PT07M13.00S,2023-12-29T04:01:20.6Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,121,92,2023-12-29T04:01:31Z,5430000,False,,,0,,J. Konchar REBOUND (Off:2 Def:3),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Restricted Area,0-8 Center,,,552.0,5.0,3.0,2.0,,,,,,,,,,,,,
554,PT07M07.00S,2023-12-29T04:01:28.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630533,5.601182654402102,47.794117647058826,1610612763,121,92,2023-12-29T04:06:21Z,5440000,False,11.0,0.0,1,left,MISS Z. Williams running reverse Layup,[1630533],1610612763.0,MEM,,Williams,Z. Williams,running reverse,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,
555,PT07M04.00S,2023-12-29T04:01:31.3Z,4,REGULAR,rebound,defensive,[],203200,,,1610612743,121,92,2023-12-29T04:01:37Z,5450000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612743.0,DEN,,Holiday,J. Holiday,,Restricted Area,0-8 Center,,,554.0,2.0,2.0,0.0,,,,,,,,,,,,,
556,PT07M01.00S,2023-12-29T04:01:35.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,92.46057818659659,47.05882352941176,1610612743,121,92,2023-12-29T04:01:43Z,5460000,False,-15.0,18.0,1,right,MISS C. Braun running Layup - blocked,"[1631128, 1631367]",1610612743.0,DEN,,Braun,C. Braun,running,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,Gilyard,1631367.0,,,,,,,
557,PT07M01.00S,2023-12-29T04:01:35.5Z,4,REGULAR,block,,[],1631367,,,1610612743,121,92,2023-12-29T04:01:38Z,5470000,False,,,0,,J. Gilyard BLOCK (1 BLK),[1631367],1610612763.0,MEM,,Gilyard,J. Gilyard,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
558,PT07M01.00S,2023-12-29T04:01:35.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,121,92,2023-12-29T04:01:43Z,5480000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,Restricted Area,0-8 Center,,,556.0,,,,,,,,,,,,,,,,
560,PT07M01.00S,2023-12-29T04:01:40.7Z,4,REGULAR,substitution,out,[],1631246,,,1610612743,121,92,2023-12-29T04:01:43Z,5500000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,
561,PT07M01.00S,2023-12-29T04:01:40.7Z,4,REGULAR,substitution,in,[],1631223,,,1610612743,121,92,2023-12-29T04:01:43Z,5510000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,
562,PT07M01.00S,2023-12-29T04:01:52.5Z,4,REGULAR,substitution,out,[],203200,,,1610612743,121,92,2023-12-29T04:01:58Z,5520000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,
563,PT07M01.00S,2023-12-29T04:01:52.5Z,4,REGULAR,substitution,in,[],1630296,,,1610612743,121,92,2023-12-29T04:01:58Z,5530000,False,,,0,,SUB in: B. Key,[1630296],1610612743.0,DEN,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,
564,PT06M59.00S,2023-12-29T04:02:11.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631124,90.62089356110381,4.6568627450980395,1610612743,124,92,2023-12-29T04:02:21Z,5540000,False,-227.0,36.0,1,right,J. Strawther 3PT  (8 PTS) (R. Jackson 7 AST),"[1631124, 202704]",1610612743.0,DEN,,Strawther,J. Strawther,,Left Corner 3,24+ Left,22.95,Made,,,,,8.0,R. Jackson,202704.0,7.0,,,,,,,,,
566,PT06M36.00S,2023-12-29T04:02:34.3Z,4,REGULAR,2pt,Jump Shot,[],1631223,11.514454664914586,29.411764705882355,1610612763,124,92,2023-12-29T04:02:44Z,5560000,False,103.0,56.0,1,left,MISS D. Roddy 11' turnaround fadeaway Shot,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,turnaround fadeaway,Mid-Range,8-16 Right,11.7,Missed,,,,,,,,,,,,,,,,,
567,PT06M33.00S,2023-12-29T04:02:37.3Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,124,92,2023-12-29T04:02:44Z,5570000,False,,,0,,D. Jordan REBOUND (Off:5 Def:4),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,Mid-Range,8-16 Right,,,566.0,9.0,4.0,5.0,,,,,,,,,,,,,
568,PT06M24.00S,2023-12-29T04:02:46.6Z,4,REGULAR,3pt,Jump Shot,[],202704,72.09264126149803,79.90196078431373,1610612743,127,92,2023-12-29T04:02:54Z,5580000,False,150.0,210.0,1,right,R. Jackson 25' 3PT  (9 PTS) (C. Braun 2 AST),"[202704, 1631128]",1610612743.0,DEN,,Jackson,R. Jackson,,Above the Break 3,24+ Right Center,25.76,Made,,,,,9.0,C. Braun,1631128.0,2.0,,,,,,,,,
570,PT06M01.00S,2023-12-29T04:03:08.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,13.61695137976347,34.80392156862745,1610612763,127,92,2023-12-29T04:03:15Z,5600000,False,76.0,75.0,1,left,MISS Z. Williams 10' driving floating bank Shot,[1630533],1610612763.0,MEM,,Williams,Z. Williams,driving floating bank,In The Paint (Non-RA),8-16 Right,10.71,Missed,,,,,,,,,,,,,,,,,
571,PT05M59.00S,2023-12-29T04:03:10.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,127,92,2023-12-29T04:03:15Z,5610000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,In The Paint (Non-RA),8-16 Right,,,570.0,,,,,,,,,,,,,,,,
573,PT05M45.00S,2023-12-29T04:03:41.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,92.72339027595268,44.11764705882353,1610612743,127,92,2023-12-29T04:03:53Z,5630000,False,-29.0,16.0,1,right,MISS J. Strawther driving Layup - blocked,"[1631124, 1630214]",1610612743.0,DEN,,Strawther,J. Strawther,driving,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,Tillman,1630214.0,,,,,,,
574,PT05M45.00S,2023-12-29T04:03:41.6Z,4,REGULAR,block,,[],1630214,,,1610612743,127,92,2023-12-29T04:03:43Z,5640000,False,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
575,PT05M45.00S,2023-12-29T04:03:41.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,127,92,2023-12-29T04:03:53Z,5650000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,Restricted Area,0-8 Center,,,573.0,,,,,,,,,,,,,,,,
577,PT05M31.00S,2023-12-29T04:04:08.1Z,4,REGULAR,foul,personal,['2freethrow'],201599,,,1610612763,127,92,2023-12-29T04:04:18Z,5670000,False,,,0,,D. Jordan shooting personal FOUL (3 PF) (Roddy 2 FT),"[201599, 1631223]",1610612743.0,DEN,1830.0,Jordan,D. Jordan,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,3.0,0.0,Roddy,1631223.0,,,
579,PT05M31.00S,2023-12-29T04:04:38.1Z,4,REGULAR,freethrow,1 of 2,[],1631223,,,1610612763,127,93,2023-12-29T04:04:38Z,5690000,False,,,0,,D. Roddy Free Throw 1 of 2 (11 PTS),[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,Made,,,,,11.0,,,,,,,,,,,,
580,PT05M31.00S,2023-12-29T04:04:38.9Z,4,REGULAR,substitution,out,[],201599,,,1610612763,127,93,2023-12-29T04:04:48Z,5700000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,
581,PT05M31.00S,2023-12-29T04:04:38.9Z,4,REGULAR,substitution,out,[],202704,,,1610612763,127,93,2023-12-29T04:04:48Z,5710000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,
582,PT05M31.00S,2023-12-29T04:04:38.9Z,4,REGULAR,substitution,in,[],1630192,,,1610612763,127,93,2023-12-29T04:04:48Z,5720000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,
583,PT05M31.00S,2023-12-29T04:04:38.9Z,4,REGULAR,substitution,in,[],1629618,,,1610612763,127,93,2023-12-29T04:04:48Z,5730000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,
584,PT05M31.00S,2023-12-29T04:05:03.8Z,4,REGULAR,freethrow,2 of 2,[],1631223,,,1610612763,127,93,2023-12-29T04:05:03Z,5740000,False,,,0,,MISS D. Roddy Free Throw 2 of 2,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,Missed,,,,,,,,,,,,,,,,,
585,PT05M29.00S,2023-12-29T04:05:04.5Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,127,93,2023-12-29T04:05:04Z,5750000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,584.0,2.0,2.0,0.0,,,,,,,,,,,,,
586,PT05M15.00S,2023-12-29T04:05:18.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,92.85479632063075,46.568627450980394,1610612743,129,93,2023-12-29T04:11:02Z,5760000,False,-17.0,15.0,1,right,Z. Nnaji cutting Layup (2 PTS) (J. Strawther 1 AST),"[1630192, 1631124]",1610612743.0,DEN,,Nnaji,Z. Nnaji,cutting,Restricted Area,0-8 Center,2.26,Made,,,,,2.0,J. Strawther,1631124.0,1.0,,,,,,,,,
588,PT05M14.00S,2023-12-29T04:05:26.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,129,93,2023-12-29T04:05:26Z,5780000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M03.00S,2023-12-29T04:08:31.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629723,9.280551905387648,45.09803921568628,1610612763,129,95,2023-12-29T04:11:42Z,5790000,False,25.0,35.0,1,left,J. Konchar turnaround Jump Shot (7 PTS) (J. Gilyard 1 AST),"[1629723, 1631367]",1610612763.0,MEM,,Konchar,J. Konchar,turnaround,Restricted Area,0-8 Center,4.25,Made,,,,,7.0,J. Gilyard,1631367.0,1.0,,,,,,,,,
591,PT05M03.00S,2023-12-29T04:08:34.5Z,4,REGULAR,foul,personal,['1freethrow'],1630192,,,1610612763,129,95,2023-12-29T04:08:43Z,5810000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Konchar 1 FT),"[1630192, 1629723]",1610612743.0,DEN,1626302.0,Nnaji,Z. Nnaji,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,0.0,Konchar,1629723.0,,,
593,PT05M03.00S,2023-12-29T04:08:49.9Z,4,REGULAR,freethrow,1 of 1,[],1629723,,,1610612763,129,96,2023-12-29T04:08:49Z,5830000,False,,,0,,J. Konchar Free Throw 1 of 1 (8 PTS),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,Made,,,,,8.0,,,,,,,,,,,,
595,PT04M42.00S,2023-12-29T04:09:26.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630296,93.9060446780552,52.20588235294118,1610612743,131,96,2023-12-29T04:09:35Z,5850000,False,11.0,5.0,1,right,B. Key driving finger roll Layup (2 PTS) (C. Braun 3 AST),"[1630296, 1631128]",1610612743.0,DEN,,Key,B. Key,driving finger roll,Restricted Area,0-8 Center,1.2,Made,,,,,2.0,C. Braun,1631128.0,3.0,,,,,,,,,
597,PT04M22.00S,2023-12-29T04:09:45.8Z,4,REGULAR,2pt,Hook,[],1630214,7.046649145860711,72.79411764705883,1610612763,131,96,2023-12-29T04:09:51Z,5870000,False,-114.0,14.0,1,left,MISS X. Tillman 11' turnaround Hook,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,turnaround,Mid-Range,8-16 Left,11.48,Missed,,,,,,,,,,,,,,,,,
598,PT04M20.00S,2023-12-29T04:09:47.8Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,131,96,2023-12-29T04:09:51Z,5880000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,,Mid-Range,8-16 Left,,,597.0,1.0,1.0,0.0,,,,,,,,,,,,,
599,PT04M10.00S,2023-12-29T04:09:57.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631128,93.51182654402102,42.64705882352941,1610612743,131,96,2023-12-29T04:10:02Z,5890000,False,-37.0,8.0,1,right,MISS C. Braun driving Hook,[1631128],1610612743.0,DEN,,Braun,C. Braun,driving,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,,,,
600,PT04M09.00S,2023-12-29T04:09:59.3Z,4,REGULAR,rebound,offensive,[],1630192,,,1610612743,131,96,2023-12-29T04:09:59Z,5900000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,,Restricted Area,0-8 Center,,,599.0,2.0,1.0,1.0,,,,,,,,,,,,,
601,PT04M07.00S,2023-12-29T04:10:01.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,92.46057818659659,52.20588235294118,1610612743,131,96,2023-12-29T04:10:06Z,5910000,False,11.0,18.0,1,right,MISS Z. Nnaji putback Layup - blocked,"[1630192, 1629723]",1610612743.0,DEN,,Nnaji,Z. Nnaji,putback,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,Konchar,1629723.0,,,,,,,
602,PT04M07.00S,2023-12-29T04:10:01.1Z,4,REGULAR,block,,[],1629723,,,1610612743,131,96,2023-12-29T04:10:02Z,5920000,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
603,PT04M07.00S,2023-12-29T04:10:01.1Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,131,96,2023-12-29T04:10:06Z,5930000,False,,,0,,X. Tillman REBOUND (Off:0 Def:3),[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,Restricted Area,0-8 Center,,,601.0,3.0,3.0,0.0,,,,,,,,,,,,,
604,PT03M59.00S,2023-12-29T04:10:12.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,6.521024967148489,41.66666666666667,1610612763,131,96,2023-12-29T04:20:50Z,5940000,False,42.0,9.0,1,left,MISS D. Roddy driving Layup,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,driving,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,,,,,,,,,,
605,PT03M57.00S,2023-12-29T04:10:14.7Z,4,REGULAR,rebound,offensive,[],1629723,,,1610612763,131,96,2023-12-29T04:20:50Z,5950000,False,,,0,,J. Konchar REBOUND (Off:3 Def:3),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Restricted Area,0-8 Center,,,604.0,6.0,3.0,3.0,,,,,,,,,,,,,
646,PT03M57.00S,2023-12-29T04:10:15.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629723,6.619579500657039,53.431372549019606,1610612763,131,96,2023-12-29T04:21:41Z,5955000,False,-17.0,10.0,1,left,MISS J. Konchar tip Layup,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,tip,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,
647,PT03M55.00S,2023-12-29T04:10:17.9Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,131,96,2023-12-29T04:21:41Z,5957500,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:2),[1630192],1610612743.0,DEN,,Nnaji,Z. Nnaji,,Restricted Area,0-8 Center,,,646.0,3.0,2.0,1.0,,,,,,,,,,,,,
606,PT03M49.00S,2023-12-29T04:10:19.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631124,92.72339027595268,51.470588235294116,1610612743,133,96,2023-12-29T04:11:21Z,5960000,False,7.0,16.0,1,right,J. Strawther running Layup (10 PTS) (J. Pickett 1 AST),"[1631124, 1629618]",1610612743.0,DEN,,Strawther,J. Strawther,running,Restricted Area,0-8 Center,1.75,Made,,,,,10.0,J. Pickett,1629618.0,1.0,,,,,,,,,
608,PT03M35.00S,2023-12-29T04:10:35.5Z,4,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612763,133,96,2023-12-29T04:10:39Z,5980000,False,,,0,,J. Strawther shooting personal FOUL (4 PF) (Williams 2 FT),"[1631124, 1630533]",1610612743.0,DEN,1628484.0,Strawther,J. Strawther,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,4.0,0.0,Williams,1630533.0,,,
610,PT03M35.00S,2023-12-29T04:11:05.7Z,4,REGULAR,freethrow,1 of 2,[],1630533,,,1610612763,133,97,2023-12-29T04:11:05Z,6000000,False,,,0,,Z. Williams Free Throw 1 of 2 (6 PTS),[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,Made,,,,,6.0,,,,,,,,,,,,
611,PT03M35.00S,2023-12-29T04:11:27.7Z,4,REGULAR,freethrow,2 of 2,[],1630533,,,1610612763,133,98,2023-12-29T04:11:27Z,6010000,False,,,0,,Z. Williams Free Throw 2 of 2 (7 PTS),[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,Made,,,,,7.0,,,,,,,,,,,,
612,PT03M23.00S,2023-12-29T04:11:40.7Z,4,REGULAR,3pt,Jump Shot,[],1629618,78.79434954007884,89.2156862745098,1610612743,136,98,2023-12-29T04:11:47Z,6020000,False,196.0,147.0,1,right,J. Pickett 24' 3PT  (3 PTS) (B. Key 1 AST),"[1629618, 1630296]",1610612743.0,DEN,,Pickett,J. Pickett,,Above the Break 3,24+ Right Center,24.5,Made,,,,,3.0,B. Key,1630296.0,1.0,,,,,,,,,
614,PT03M04.00S,2023-12-29T04:11:59.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,5.995400788436268,43.13725490196079,1610612763,136,100,2023-12-29T04:12:04Z,6040000,False,34.0,4.0,1,left,D. Roddy cutting Layup (13 PTS) (Z. Williams 1 AST),"[1631223, 1630533]",1610612763.0,MEM,,Roddy,D. Roddy,cutting,Restricted Area,0-8 Center,3.45,Made,,,,,13.0,Z. Williams,1630533.0,1.0,,,,,,,,,
