actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
34,PT08M36.00S,2023-01-16T01:15:22.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,75.1149802890933,27.696078431372552,1610612743,7,8,2023-01-16T01:20:11Z,340000,False,-112.0,181.0,1,right,MISS M. Porter Jr. 21' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,21.29,Missed,,,,,,,,,,,,,,,,,,
35,PT08M33.00S,2023-01-16T01:15:25.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,7,8,2023-01-16T01:15:29Z,350000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M29.00S,2023-01-16T01:15:29.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203914,28.07161629434954,82.59803921568627,1610612753,7,8,2023-01-16T01:15:41Z,360000,False,-163.0,211.0,1,left,MISS G. Harris 26' running pullup 3PT,[203914],1610612753.0,ORL,running pullup,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
37,PT08M26.00S,2023-01-16T01:15:32.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,7,8,2023-01-16T01:15:41Z,370000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M15.00S,2023-01-16T01:15:43.0Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,7,8,2023-01-16T01:15:47Z,380000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1628365]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,,Fultz,1628365.0,,
39,PT08M15.00S,2023-01-16T01:15:43.0Z,1,REGULAR,steal,,[],1628365,,,1610612753,7,8,2023-01-16T01:15:44Z,390000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M09.00S,2023-01-16T01:15:50.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,32.40801576872536,37.254901960784316,1610612753,7,8,2023-01-16T01:16:00Z,400000,False,64.0,252.0,1,left,MISS P. Banchero 26' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
41,PT08M05.00S,2023-01-16T01:15:53.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,8,2023-01-16T01:15:53Z,410000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT07M57.00S,2023-01-16T01:16:01.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,68.28186596583443,24.264705882352942,1610612743,7,8,2023-01-16T01:16:09Z,420000,False,-129.0,246.0,1,right,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,27.74,Missed,,,,,,,,,,,,,,,,,,
43,PT07M52.00S,2023-01-16T01:16:06.6Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,7,8,2023-01-16T01:16:09Z,430000,False,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT07M38.00S,2023-01-16T01:16:22.0Z,1,REGULAR,2pt,Jump Shot,[],1628365,21.895532194480946,52.20588235294118,1610612753,7,10,2023-01-16T01:16:33Z,440000,False,-11.0,153.0,1,left,M. Fultz 15' pullup Jump Shot (7 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Center,15.37,Made,,,,,7.0,,,,,,,,,,,,,
45,PT07M38.00S,2023-01-16T01:16:29.2Z,1,REGULAR,foul,personal,['1freethrow'],1629008,,,1610612753,7,10,2023-01-16T01:16:42Z,450000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Fultz 1 FT),"[1629008, 1628365]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,201638.0,1.0,0.0,Fultz,1628365.0,,,,,,,,
47,PT07M38.00S,2023-01-16T01:16:55.4Z,1,REGULAR,freethrow,1 of 1,[],1628365,,,1610612753,7,11,2023-01-16T01:16:55Z,470000,False,,,0,,M. Fultz Free Throw 1 of 1 (8 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
48,PT07M28.00S,2023-01-16T01:17:08.3Z,1,REGULAR,foul,personal,[],1628976,,,1610612743,7,11,2023-01-16T01:17:17Z,480000,False,,,0,,W. Carter Jr. personal FOUL (1 PF),"[1628976, 1627750]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,1627526.0,1.0,0.0,Murray,1627750.0,,,,,,,,
50,PT07M18.00S,2023-01-16T01:17:37.1Z,1,REGULAR,3pt,Jump Shot,[],1627750,71.30420499342969,73.52941176470588,1610612743,7,11,2023-01-16T01:17:42Z,500000,False,118.0,217.0,1,right,MISS J. Murray 24' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,
51,PT07M15.00S,2023-01-16T01:17:40.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,11,2023-01-16T01:17:42Z,510000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M09.00S,2023-01-16T01:17:45.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,7.703679369250986,61.51960784313726,1610612753,7,13,2023-01-16T01:17:56Z,520000,False,-58.0,20.0,1,left,F. Wagner 6' running Layup (2 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,,,,,2.0,,,,,,,W. Carter Jr.,1628976.0,1.0,,,,
54,PT07M01.00S,2023-01-16T01:17:57.2Z,1,REGULAR,foul,personal,[],203914,,,1610612743,7,13,2023-01-16T01:18:17Z,540000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 203999]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,201639.0,1.0,0.0,Jokic,203999.0,,,,,,,,
56,PT07M01.00S,2023-01-16T01:18:05.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612743,7,13,2023-01-16T01:18:13Z,560000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M01.00S,2023-01-16T01:18:05.2Z,1,REGULAR,substitution,in,[],1630591,,,1610612743,7,13,2023-01-16T01:18:13Z,570000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2023-01-16T01:18:26.7Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612743,7,13,2023-01-16T01:19:55Z,580000,False,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (1 TO),[203484],1610612743.0,DEN,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,201638.0,,,,,1.0,,,,,,,
60,PT06M57.00S,2023-01-16T01:18:35.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,7,13,2023-01-16T01:18:35Z,600000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M57.00S,2023-01-16T01:20:42.0Z,1,REGULAR,substitution,out,[],1627750,,,1610612753,7,13,2023-01-16T01:21:17Z,610000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2023-01-16T01:20:42.0Z,1,REGULAR,substitution,in,[],1628971,,,1610612753,7,13,2023-01-16T01:21:17Z,620000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M45.00S,2023-01-16T01:21:38.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631094,15.193823915900131,37.745098039215684,1610612753,7,13,2023-01-16T01:21:43Z,630000,False,61.0,90.0,1,left,MISS P. Banchero 10' turnaround fadeaway Shot,[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,10.91,Missed,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2023-01-16T01:21:40.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,13,2023-01-16T01:21:43Z,640000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Right,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M39.00S,2023-01-16T01:21:47.7Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612743,7,13,2023-01-16T01:21:54Z,650000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (Gordon 2 FT),"[1628976, 203932]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,201638.0,2.0,0.0,Gordon,203932.0,,,,,,,,
67,PT06M39.00S,2023-01-16T01:22:17.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203932,,,1610612743,8,13,2023-01-16T01:22:45Z,670000,False,,,0,,A. Gordon Free Throw 1 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
68,PT06M39.00S,2023-01-16T01:22:17.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203932,,,1610612743,8,13,2023-01-16T01:22:45Z,680000,False,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT06M35.00S,2023-01-16T01:22:21.7Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,8,13,2023-01-16T01:22:45Z,690000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,68.0,1.0,0.0,1.0,,,,,,,,,,,,,,
71,PT06M27.00S,2023-01-16T01:23:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,92.72339027595268,56.61764705882353,1610612743,8,13,2023-01-16T01:23:11Z,710000,False,33.0,16.0,1,right,MISS M. Porter Jr. driving Layup,[1629008],1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
72,PT06M26.00S,2023-01-16T01:23:06.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,8,13,2023-01-16T01:23:11Z,720000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT06M07.00S,2023-01-16T01:23:26.1Z,1,REGULAR,2pt,Jump Shot,[],1628365,11.251642575558476,80.14705882352942,1610612753,8,13,2023-01-16T01:23:31Z,730000,False,-151.0,53.0,1,left,MISS M. Fultz 15' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,15.98,Missed,,,,,,,,,,,,,,,,,,
74,PT06M04.00S,2023-01-16T01:23:29.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,8,13,2023-01-16T01:23:31Z,740000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,
75,PT05M58.00S,2023-01-16T01:23:35.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,89.70105124835742,50.0,1610612743,10,13,2023-01-16T01:25:15Z,750000,False,0.0,44.0,1,right,N. Jokic turnaround Hook (4 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,,,,,4.0,,,,,,,A. Gordon,203932.0,1.0,,,,
77,PT05M46.00S,2023-01-16T01:23:46.7Z,1,REGULAR,3pt,Jump Shot,[],203914,30.699737187910642,71.32352941176471,1610612753,10,13,2023-01-16T01:23:51Z,770000,False,-107.0,236.0,1,left,MISS G. Harris 25' pullup 3PT,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
78,PT05M43.00S,2023-01-16T01:23:49.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,13,2023-01-16T01:23:51Z,780000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,77.0,3.0,3.0,0.0,,,,,,,,,,,,,,
79,PT05M37.00S,2023-01-16T01:23:55.0Z,1,REGULAR,3pt,Jump Shot,[],203484,92.46057818659659,2.941176470588235,1610612743,13,13,2023-01-16T01:24:00Z,790000,False,-235.0,18.0,1,right,K. Caldwell-Pope 3PT  (3 PTS) (N. Jokic 2 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.6,Made,,,,,3.0,,,,,,,N. Jokic,203999.0,2.0,,,,
81,PT05M21.00S,2023-01-16T01:24:11.9Z,1,REGULAR,3pt,Jump Shot,[],1628976,27.54599211563732,78.92156862745098,1610612753,13,13,2023-01-16T01:24:16Z,810000,False,-145.0,206.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
82,PT05M18.00S,2023-01-16T01:24:14.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,13,2023-01-16T01:24:16Z,820000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,81.0,4.0,4.0,0.0,,,,,,,,,,,,,,
83,PT05M14.00S,2023-01-16T01:24:18.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203999,89.83245729303549,42.15686274509804,1610612743,15,13,2023-01-16T01:24:26Z,830000,False,-39.0,43.0,1,right,N. Jokic running Jump Shot (6 PTS),[203999],1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,6.0,,,,,,,,,,,,,
84,PT05M14.00S,2023-01-16T01:24:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,15,13,2023-01-16T01:24:24Z,840000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
