actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
27,PT10M38.00S,2023-03-31T02:13:32.6Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,3,2,2023-03-31T02:13:36Z,270000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,26.0,3.0,1.0,2.0,,,,,,,,,,,,,,
28,PT10M38.00S,2023-03-31T02:13:32.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,3,2,2023-03-31T02:18:30Z,280000,False,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
29,PT10M37.00S,2023-03-31T02:13:33.1Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,3,2,2023-03-31T02:18:30Z,290000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,28.0,4.0,1.0,3.0,,,,,,,,,,,,,,
57,PT10M37.00S,2023-03-31T02:13:39.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,93.5611038107753,49.97702205882353,1610612740,3,2,2023-03-31T02:18:54Z,295000,False,0.0,8.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,,
58,PT10M37.00S,2023-03-31T02:13:39.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,3,2,2023-03-31T02:20:36Z,297500,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT10M23.00S,2023-03-31T02:13:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,17.0335085413929,44.36274509803921,1610612743,3,2,2023-03-31T02:13:52Z,300000,False,28.0,108.0,1,left,MISS M. Porter Jr. 11' turnaround fadeaway Shot,[1629008],1610612743.0,DEN,turnaround fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.12,Missed,,,,,,,,,,,,,,,,,,
31,PT10M20.00S,2023-03-31T02:13:50.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,3,2,2023-03-31T02:13:52Z,310000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,30.0,5.0,2.0,3.0,,,,,,,,,,,,,,
32,PT10M11.00S,2023-03-31T02:13:59.1Z,1,REGULAR,3pt,Jump Shot,[],202685,69.99014454664915,22.54901960784314,1610612740,3,2,2023-03-31T02:14:02Z,320000,False,-137.0,230.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,26.75,Missed,,,,,,,,,,,,,,,,,,
33,PT10M09.00S,2023-03-31T02:14:01.1Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,3,2,2023-03-31T02:14:02Z,330000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT10M03.00S,2023-03-31T02:14:07.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,31.488173455978973,37.99019607843137,1610612743,3,2,2023-03-31T02:14:11Z,340000,False,60.0,243.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.08,Missed,,,,,,,,,,,,,,,,,,
35,PT10M00.00S,2023-03-31T02:14:10.4Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,3,2,2023-03-31T02:14:11Z,350000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M52.00S,2023-03-31T02:14:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.38042049934296,55.14705882352941,1610612740,3,4,2023-03-31T02:14:21Z,360000,False,26.0,10.0,1,right,B. Ingram driving Layup (2 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,2.0,,,,,,,,,,,,,
37,PT09M33.00S,2023-03-31T02:14:36.6Z,1,REGULAR,3pt,Jump Shot,[],1628418,31.488173455978973,65.68627450980392,1610612743,3,4,2023-03-31T02:14:40Z,370000,False,-78.0,243.0,1,left,MISS T. Bryant 25' 3PT,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
38,PT09M31.00S,2023-03-31T02:14:38.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,3,4,2023-03-31T02:14:40Z,380000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT09M25.00S,2023-03-31T02:14:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,85.89027595269383,61.51960784313726,1610612740,3,6,2023-03-31T02:14:51Z,390000,False,58.0,80.0,1,right,B. Ingram 9' driving floating Jump Shot (4 PTS),[1627742],1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Right,9.87,Made,,,,,4.0,,,,,,,,,,,,,
40,PT09M25.00S,2023-03-31T02:14:50.2Z,1,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612740,3,6,2023-03-31T02:14:56Z,400000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Ingram 1 FT),"[1627750, 1627742]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,203591.0,1.0,0.0,Ingram,1627742.0,,,,,,,,
42,PT09M25.00S,2023-03-31T02:15:15.1Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,3,6,2023-03-31T02:15:16Z,420000,False,,,0,,MISS B. Ingram Free Throw 1 of 1,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT09M23.00S,2023-03-31T02:15:17.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,3,6,2023-03-31T02:15:16Z,430000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT09M11.00S,2023-03-31T02:15:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,17.16491458607096,49.26470588235294,1610612743,3,6,2023-03-31T02:15:36Z,440000,False,4.0,109.0,1,left,MISS A. Gordon 10' fadeaway bank Shot,[203932],1610612743.0,DEN,fadeaway bank,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,10.9,Missed,,,,,,,,,,,,,,,,,,
45,PT09M08.00S,2023-03-31T02:15:30.5Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,3,6,2023-03-31T02:15:36Z,450000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT09M06.00S,2023-03-31T02:15:33.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630530,94.1688567674113,49.26470588235294,1610612740,3,8,2023-03-31T02:15:40Z,460000,False,-4.0,2.0,1,right,T. Murphy III running DUNK (2 PTS) (H. Jones 1 AST),"[1630530, 1630529]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,2.0,,,,,,,,,H. Jones,1630529.0,1.0,,
48,PT08M50.00S,2023-03-31T02:15:48.8Z,1,REGULAR,2pt,Jump Shot,[],1627750,22.552562417871222,73.52941176470588,1610612743,3,8,2023-03-31T02:15:53Z,480000,False,-118.0,159.0,1,left,MISS J. Murray 19' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,19.82,Missed,,,,,,,,,,,,,,,,,,
49,PT08M47.00S,2023-03-31T02:15:51.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,3,8,2023-03-31T02:15:53Z,490000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,
50,PT08M37.00S,2023-03-31T02:16:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.5473061760841,58.82352941176471,1610612740,3,10,2023-03-31T02:16:09Z,500000,False,44.0,74.0,1,right,B. Ingram 8' driving floating Jump Shot (6 PTS),[1627742],1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,8.61,Made,,,,,6.0,,,,,,,,,,,,,
51,PT08M14.00S,2023-03-31T02:16:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,12.302890932982917,37.254901960784316,1610612743,3,10,2023-03-31T02:16:29Z,510000,False,64.0,63.0,1,left,MISS K. Caldwell-Pope 8' fadeaway bank Shot,[203484],1610612743.0,DEN,fadeaway bank,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Right,8.97,Missed,,,,,,,,,,,,,,,,,,
52,PT08M13.00S,2023-03-31T02:16:25.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,3,10,2023-03-31T02:16:29Z,520000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Right,,,51.0,6.0,3.0,3.0,,,,,,,,,,,,,,
53,PT07M58.00S,2023-03-31T02:16:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.32917214191852,56.372549019607845,1610612740,3,12,2023-03-31T02:16:47Z,530000,False,32.0,20.0,1,right,J. Valanciunas driving Layup (4 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,4.0,,,,,,,,,C. McCollum,203468.0,1.0,,
54,PT07M58.00S,2023-03-31T02:16:46.1Z,1,REGULAR,foul,personal,['1freethrow'],1628418,,,1610612740,3,12,2023-03-31T02:16:58Z,540000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Valanciunas 1 FT),"[1628418, 202685]",1610612743.0,DEN,shooting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,1201.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,
56,PT07M58.00S,2023-03-31T02:16:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,3,12,2023-03-31T02:18:30Z,560000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M58.00S,2023-03-31T02:20:31.6Z,1,REGULAR,freethrow,1 of 1,[],202685,,,1610612740,3,13,2023-03-31T02:20:31Z,570000,False,,,0,,J. Valanciunas Free Throw 1 of 1 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
61,PT07M42.00S,2023-03-31T02:20:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.440867279894875,50.49019607843137,1610612743,5,13,2023-03-31T02:20:53Z,580000,False,-2.0,17.0,1,left,A. Gordon driving Layup (2 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,2.0,,,,,,,,,,,,,
62,PT07M23.00S,2023-03-31T02:21:07.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,78.66294349540078,63.48039215686274,1610612740,5,15,2023-03-31T02:21:12Z,590000,False,67.0,148.0,1,right,B. Ingram 16' pullup Jump Shot (8 PTS) (J. Valanciunas 1 AST),"[1627742, 202685]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,16.27,Made,,,,,8.0,,,,,,,,,J. Valanciunas,202685.0,1.0,,
64,PT07M01.00S,2023-03-31T02:21:29.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,8.754927726675426,40.44117647058824,1610612743,7,15,2023-03-31T02:21:32Z,610000,False,48.0,30.0,1,left,T. Bryant Hook (2 PTS) (A. Gordon 1 AST),"[1628418, 203932]",1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,5.63,Made,,,,,2.0,,,,,,,,,A. Gordon,203932.0,1.0,,
66,PT06M50.00S,2023-03-31T02:21:40.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.59198423127464,44.36274509803921,1610612740,7,17,2023-03-31T02:21:54Z,630000,False,-28.0,17.0,1,right,C. McCollum driving Layup (2 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,2.0,,,,,,,,,,,,,
67,PT06M37.00S,2023-03-31T02:21:53.7Z,1,REGULAR,3pt,Jump Shot,[],203484,8.623521681997373,3.431372549019608,1610612743,7,17,2023-03-31T02:21:57Z,640000,False,233.0,29.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,,
68,PT06M35.00S,2023-03-31T02:21:55.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,7,17,2023-03-31T02:21:57Z,650000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,67.0,7.0,4.0,3.0,,,,,,,,,,,,,,
69,PT06M25.00S,2023-03-31T02:22:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.1688567674113,55.14705882352941,1610612740,7,17,2023-03-31T02:22:14Z,660000,False,26.0,2.0,1,right,MISS C. McCollum driving reverse Layup,[203468],1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
70,PT06M24.00S,2023-03-31T02:22:06.4Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,7,17,2023-03-31T02:22:14Z,670000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT06M21.00S,2023-03-31T02:22:10.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629008,7.440867279894875,49.50980392156863,1610612743,9,17,2023-03-31T02:22:20Z,680000,False,2.0,17.0,1,left,M. Porter Jr. running DUNK (2 PTS) (J. Murray 1 AST),"[1629008, 1627750]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,2.0,,,,,,,,,J. Murray,1627750.0,1.0,,
74,PT06M01.00S,2023-03-31T02:22:32.1Z,1,REGULAR,foul,personal,[],1628418,,,1610612740,9,17,2023-03-31T02:23:15Z,710000,False,,,0,,T. Bryant personal FOUL (2 PF),"[1628418, 202685]",1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Center,,,,,,,,1201.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,
76,PT06M01.00S,2023-03-31T02:22:43.5Z,1,REGULAR,substitution,out,[],1628418,,,1610612740,9,17,2023-03-31T02:22:52Z,730000,False,,,0,,SUB out: T. Bryant,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M01.00S,2023-03-31T02:22:43.5Z,1,REGULAR,substitution,in,[],1630192,,,1610612740,9,17,2023-03-31T02:22:52Z,740000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M54.00S,2023-03-31T02:23:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,89.04402102496715,61.029411764705884,1610612740,9,17,2023-03-31T02:23:19Z,750000,False,55.0,50.0,1,right,MISS B. Ingram 7' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2023-03-31T02:23:15.6Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,9,17,2023-03-31T02:23:15Z,760000,False,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,78.0,3.0,1.0,2.0,,,,,,,,,,,,,,
