actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
170,PT10M13.00S,2023-02-05T02:37:51.1Z,2,REGULAR,steal,,[],1630192,,,1610612743,40,30,2023-02-05T02:37:52Z,1700000,False,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
171,PT10M08.00S,2023-02-05T02:37:56.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,92.85479632063075,52.69607843137255,1610612743,40,30,2023-02-05T02:38:04Z,1710000,False,13.0,15.0,1,right,MISS K. Caldwell-Pope running Layup,[203484],1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.0,,,,,,,,,,,
172,PT10M06.00S,2023-02-05T02:37:58.3Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612743,40,30,2023-02-05T02:37:58Z,1720000,False,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,171.0,,,,,,,,,1.0,0.0,1.0,,
173,PT10M06.00S,2023-02-05T02:37:58.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628971,94.40999984741211,50.0,1610612743,40,30,2023-02-05T02:39:03Z,1730000,False,0.0,0.0,1,right,MISS B. Brown tip DUNK,[1628971],1610612743.0,DEN,tip,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.0,,,,,,,,,,,
174,PT10M05.00S,2023-02-05T02:37:59.3Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,40,30,2023-02-05T02:38:53Z,1740000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,173.0,,,,,,,,,2.0,2.0,0.0,,
175,PT10M03.00S,2023-02-05T02:38:01.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631100,19.530223390275953,28.186274509803923,1610612737,40,30,2023-02-05T02:39:50Z,1750000,False,109.0,131.0,1,left,MISS A. Griffin 17' pullup Shot,[1631100],1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,17.06,,,,,,,,,,,
176,PT10M00.00S,2023-02-05T02:38:04.5Z,2,REGULAR,rebound,offensive,[],203992,,,1610612737,40,30,2023-02-05T02:38:23Z,1760000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right Center,,,,,,,175.0,,,,,,,,,3.0,2.0,1.0,,
177,PT09M56.00S,2023-02-05T02:38:08.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,6.783837056504599,55.392156862745104,1610612737,40,32,2023-02-05T02:38:27Z,1770000,False,-27.0,11.0,1,left,J. Johnson Layup (4 PTS) (B. Bogdanovic 2 AST),"[1630552, 203992]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,2.93,B. Bogdanovic,203992.0,2.0,,,,,,,,
179,PT09M39.00S,2023-02-05T02:38:29.7Z,2,REGULAR,violation,kicked ball,[],203992,,,1610612743,40,32,2023-02-05T02:39:04Z,1790000,False,,,0,,B. Bogdanovic kicked ball VIOLATION,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,1627964.0,,,,,,,,,,,,,,,,,,,
180,PT09M31.00S,2023-02-05T02:39:00.8Z,2,REGULAR,3pt,Jump Shot,[],1628971,69.85873850197109,73.77450980392157,1610612743,40,32,2023-02-05T02:39:06Z,1800000,False,119.0,231.0,1,right,MISS B. Brown 25' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.96,,,,,,,,,,,
181,PT09M25.00S,2023-02-05T02:39:06.8Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612737,40,32,2023-02-05T02:39:06Z,1810000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,180.0,,,,,,,,,1.0,1.0,0.0,,
182,PT09M18.00S,2023-02-05T02:39:12.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,20.18725361366623,42.64705882352941,1610612737,40,32,2023-02-05T02:39:16Z,1820000,False,37.0,137.0,1,left,MISS O. Okongwu 14' Jump Shot,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,14.21,,,,,,,,,,,
183,PT09M16.00S,2023-02-05T02:39:14.1Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,40,32,2023-02-05T02:39:16Z,1830000,False,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,182.0,,,,,,,,,2.0,1.0,1.0,,
184,PT09M02.00S,2023-02-05T02:39:31.6Z,2,REGULAR,turnover,out-of-bounds,[],1628427,,,1610612743,40,32,2023-02-05T02:39:37Z,1840000,False,,,0,,V. Cancar lost ball out-of-bounds TURNOVER (1 TO),[1628427],1610612743.0,DEN,lost ball,,,Cancar,V. Cancar,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,,,,,,,,,,,,1.0,,,,,,,
185,PT08M45.00S,2023-02-05T02:39:54.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631100,13.354139290407357,58.82352941176471,1610612737,40,32,2023-02-05T02:39:58Z,1850000,False,-44.0,73.0,1,left,MISS A. Griffin 8' Jump Shot - blocked,"[1631100, 1630192]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,8.53,,,,,,,,,,Nnaji,1630192.0
186,PT08M45.00S,2023-02-05T02:39:54.1Z,2,REGULAR,block,,[],1630192,,,1610612737,40,32,2023-02-05T02:39:55Z,1860000,False,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
187,PT08M42.00S,2023-02-05T02:39:57.1Z,2,REGULAR,rebound,offensive,[],1631100,,,1610612737,40,32,2023-02-05T02:39:58Z,1870000,False,,,0,,A. Griffin REBOUND (Off:1 Def:0),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,185.0,,,,,,,,,1.0,0.0,1.0,,
188,PT08M40.00S,2023-02-05T02:39:59.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630552,16.507884362680684,42.8921568627451,1610612737,40,34,2023-02-05T02:40:04Z,1880000,False,36.0,103.0,1,left,J. Johnson 10' turnaround Jump Shot (6 PTS) (A. Griffin 2 AST),"[1630552, 1631100]",1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,6.0,10.87,A. Griffin,1631100.0,2.0,,,,,,,,
190,PT08M10.00S,2023-02-05T02:40:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,92.9862023653088,42.64705882352941,1610612743,40,34,2023-02-05T02:40:39Z,1900000,False,-37.0,13.0,1,right,MISS C. Braun cutting Layup,[1631128],1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.92,,,,,,,,,,,
191,PT08M06.00S,2023-02-05T02:40:33.2Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,40,34,2023-02-05T02:40:33Z,1910000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,190.0,,,,,,,,,3.0,1.0,2.0,,
192,PT08M06.00S,2023-02-05T02:40:33.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630192,94.40999984741211,50.0,1610612743,42,34,2023-02-05T02:40:43Z,1920000,False,0.0,0.0,1,right,Z. Nnaji tip Layup (4 PTS),[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.0,,,,,,,,,,,
194,PT07M53.00S,2023-02-05T02:40:45.6Z,2,REGULAR,2pt,Jump Shot,[],1631100,22.815374507227332,53.67647058823529,1610612737,42,36,2023-02-05T02:40:49Z,1940000,False,-18.0,162.0,1,left,A. Griffin 16' pullup Jump Shot (8 PTS) (A. Holiday 1 AST),"[1631100, 1628988]",1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Center,,,,,,Made,,8.0,16.3,A. Holiday,1628988.0,1.0,,,,,,,,
196,PT07M29.00S,2023-02-05T02:41:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.19776609724047,58.333333333333336,1610612743,42,36,2023-02-05T02:41:13Z,1960000,False,42.0,21.0,1,right,MISS B. Brown driving Layup,[1628971],1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.66,,,,,,,,,,,
197,PT07M28.00S,2023-02-05T02:41:10.6Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,42,36,2023-02-05T02:41:13Z,1970000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,196.0,,,,,,,,,2.0,2.0,0.0,,
198,PT07M23.00S,2023-02-05T02:41:16.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628988,7.046649145860711,58.82352941176471,1610612737,42,36,2023-02-05T02:41:22Z,1980000,False,-44.0,14.0,1,left,MISS A. Holiday running Layup,[1628988],1610612737.0,ATL,running,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.62,,,,,,,,,,,
199,PT07M21.00S,2023-02-05T02:41:18.8Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,42,36,2023-02-05T02:41:22Z,1990000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,198.0,,,,,,,,,4.0,2.0,2.0,,
200,PT07M09.00S,2023-02-05T02:41:32.4Z,2,REGULAR,foul,personal,[],1631100,,,1610612743,42,36,2023-02-05T02:41:50Z,2000000,False,,,0,,A. Griffin personal FOUL (1 PF),"[1631100, 1630192]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,2534.0,1.0,0.0,Nnaji,1630192.0,,,,,,,,,,,,,,,
202,PT07M09.00S,2023-02-05T02:41:40.9Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,42,36,2023-02-05T02:41:50Z,2020000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M09.00S,2023-02-05T02:41:40.9Z,2,REGULAR,substitution,out,[],1628427,,,1610612743,42,36,2023-02-05T02:41:50Z,2030000,False,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M09.00S,2023-02-05T02:41:40.9Z,2,REGULAR,substitution,in,[],203932,,,1610612743,42,36,2023-02-05T02:41:50Z,2040000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M09.00S,2023-02-05T02:41:40.9Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,42,36,2023-02-05T02:41:50Z,2050000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M58.00S,2023-02-05T02:42:16.8Z,2,REGULAR,foul,personal,['2freethrow'],203992,,,1610612743,42,36,2023-02-05T02:42:33Z,2060000,False,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Brown 2 FT),"[203992, 1628971]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,1179.0,1.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
208,PT06M58.00S,2023-02-05T02:42:31.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,42,36,2023-02-05T02:42:31Z,2080000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M58.00S,2023-02-05T02:44:43.7Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,42,36,2023-02-05T02:45:08Z,2090000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M58.00S,2023-02-05T02:44:43.7Z,2,REGULAR,substitution,out,[],1630552,,,1610612743,42,36,2023-02-05T02:45:08Z,2100000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M58.00S,2023-02-05T02:44:43.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612743,42,36,2023-02-05T02:45:08Z,2110000,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M58.00S,2023-02-05T02:44:43.7Z,2,REGULAR,substitution,out,[],203992,,,1610612743,42,36,2023-02-05T02:45:08Z,2120000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M58.00S,2023-02-05T02:44:43.7Z,2,REGULAR,substitution,in,[],203999,,,1610612743,42,36,2023-02-05T02:45:08Z,2130000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M58.00S,2023-02-05T02:44:43.7Z,2,REGULAR,substitution,in,[],1628381,,,1610612743,42,36,2023-02-05T02:45:08Z,2140000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M58.00S,2023-02-05T02:44:43.7Z,2,REGULAR,substitution,in,[],1627749,,,1610612743,42,36,2023-02-05T02:45:08Z,2150000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M58.00S,2023-02-05T02:44:43.7Z,2,REGULAR,substitution,in,[],1629631,,,1610612743,42,36,2023-02-05T02:45:08Z,2160000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M58.00S,2023-02-05T02:45:33.6Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,43,36,2023-02-05T02:46:02Z,2170000,False,,,0,,B. Brown Free Throw 1 of 2 (3 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
218,PT06M58.00S,2023-02-05T02:45:33.6Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,43,36,2023-02-05T02:46:02Z,2180000,False,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
219,PT06M56.00S,2023-02-05T02:45:35.6Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,43,36,2023-02-05T02:46:02Z,2190000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,218.0,,,,,,,,,1.0,1.0,0.0,,
220,PT06M44.00S,2023-02-05T02:46:00.5Z,2,REGULAR,3pt,Jump Shot,[],1631100,31.225361366622867,65.93137254901961,1610612737,43,39,2023-02-05T02:46:05Z,2200000,False,-80.0,241.0,1,left,A. Griffin 25' 3PT pullup (11 PTS) (D. Murray 6 AST),"[1631100, 1627749]",1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,11.0,25.38,D. Murray,1627749.0,6.0,,,,,,,,
222,PT06M20.00S,2023-02-05T02:46:27.7Z,2,REGULAR,foul,personal,[],1630168,,,1610612743,43,39,2023-02-05T02:46:50Z,2220000,False,,,0,,O. Okongwu personal FOUL (2 PF),"[1630168, 203999]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,1179.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
224,PT06M20.00S,2023-02-05T02:46:35.1Z,2,REGULAR,substitution,out,[],203484,,,1610612743,43,39,2023-02-05T02:46:48Z,2240000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M20.00S,2023-02-05T02:46:35.1Z,2,REGULAR,substitution,out,[],1630168,,,1610612743,43,39,2023-02-05T02:46:48Z,2250000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M20.00S,2023-02-05T02:46:35.1Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,43,39,2023-02-05T02:46:48Z,2260000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M20.00S,2023-02-05T02:46:35.1Z,2,REGULAR,substitution,in,[],203991,,,1610612743,43,39,2023-02-05T02:46:48Z,2270000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M15.00S,2023-02-05T02:46:52.7Z,2,REGULAR,3pt,Jump Shot,[],1629008,80.50262812089356,5.392156862745098,1610612743,46,39,2023-02-05T02:46:58Z,2280000,False,-223.0,131.0,1,right,M. Porter Jr. 25' 3PT step back (12 PTS) (J. Murray 3 AST),"[1629008, 1627750]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,12.0,25.85,J. Murray,1627750.0,3.0,,,,,,,,
230,PT05M56.00S,2023-02-05T02:47:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.652431011826544,47.05882352941176,1610612737,46,39,2023-02-05T02:47:17Z,2300000,False,15.0,10.0,1,left,MISS C. Capela driving reverse Layup,[203991],1610612737.0,ATL,driving reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.78,,,,,,,,,,,
231,PT05M54.00S,2023-02-05T02:47:13.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,46,39,2023-02-05T02:49:45Z,2310000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,230.0,,,,,,,,,1.0,1.0,0.0,,
232,PT05M47.00S,2023-02-05T02:47:21.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.32917214191852,45.83333333333333,1610612743,46,39,2023-02-05T02:47:31Z,2320000,False,-21.0,20.0,1,right,MISS A. Gordon Layup,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.86,,,,,,,,,,,
233,PT05M45.00S,2023-02-05T02:47:27.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,46,39,2023-02-05T02:47:27Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,232.0,,,,,,,,,,,,,
235,PT05M45.00S,2023-02-05T02:47:36.9Z,2,REGULAR,substitution,out,[],1631100,,,1610612743,46,39,2023-02-05T02:47:42Z,2350000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M45.00S,2023-02-05T02:47:36.9Z,2,REGULAR,substitution,in,[],203992,,,1610612743,46,39,2023-02-05T02:47:42Z,2360000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M40.00S,2023-02-05T02:47:56.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,93.77463863337714,45.09803921568628,1610612743,48,39,2023-02-05T02:48:01Z,2370000,False,-25.0,6.0,1,right,A. Gordon driving Layup (6 PTS) (B. Brown 3 AST),"[203932, 1628971]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,2.52,B. Brown,1628971.0,3.0,,,,,,,,
239,PT05M24.00S,2023-02-05T02:48:11.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203991,10.068988173455978,37.5,1610612737,48,39,2023-02-05T02:48:17Z,2390000,False,62.0,42.0,1,left,MISS C. Capela 7' Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.54,,,,,,,,,,,
240,PT05M21.00S,2023-02-05T02:48:14.8Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,48,39,2023-02-05T02:48:23Z,2400000,False,,,0,,N. Jokic REBOUND (Off:3 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,239.0,,,,,,,,,9.0,6.0,3.0,,
241,PT05M17.00S,2023-02-05T02:48:18.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628971,66.5735873850197,44.11764705882353,1610612743,48,39,2023-02-05T02:48:23Z,2410000,False,-29.0,262.0,1,right,MISS B. Brown 26' running pullup 3PT,[1628971],1610612743.0,DEN,running pullup,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.33,,,,,,,,,,,
242,PT05M14.00S,2023-02-05T02:48:21.8Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,48,39,2023-02-05T02:48:23Z,2420000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,241.0,,,,,,,,,2.0,2.0,0.0,,
243,PT05M07.00S,2023-02-05T02:48:28.9Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612737,48,39,2023-02-05T02:48:32Z,2430000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1628971]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,Brown,1628971.0,,,,,
244,PT05M07.00S,2023-02-05T02:48:28.9Z,2,REGULAR,steal,,[],1628971,,,1610612743,48,39,2023-02-05T02:48:30Z,2440000,False,,,0,,B. Brown STEAL (2 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
245,PT05M03.00S,2023-02-05T02:48:32.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,92.19776609724047,42.64705882352941,1610612743,50,39,2023-02-05T02:48:42Z,2450000,False,-37.0,21.0,1,right,M. Porter Jr. running alley-oop Layup (14 PTS) (A. Gordon 2 AST),"[1629008, 203932]",1610612743.0,DEN,running alley-oop,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,14.0,4.23,A. Gordon,203932.0,2.0,,,,,,,,
247,PT04M41.00S,2023-02-05T02:48:54.1Z,2,REGULAR,2pt,Jump Shot,[],1627749,20.45006570302234,44.36274509803921,1610612737,50,41,2023-02-05T02:48:58Z,2470000,False,28.0,140.0,1,left,D. Murray 14' pullup Jump Shot (10 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,,,,,,Made,,10.0,14.25,,,,,,,,,,,
248,PT04M30.00S,2023-02-05T02:49:06.8Z,2,REGULAR,foul,personal,['2freethrow'],203991,,,1610612743,50,41,2023-02-05T02:49:23Z,2480000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Murray 2 FT),"[203991, 1627750]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1627964.0,1.0,0.0,Murray,1627750.0,,,,,,,,,,,,,,,
250,PT04M30.00S,2023-02-05T02:49:41.5Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,51,41,2023-02-05T02:49:41Z,2500000,False,,,0,,J. Murray Free Throw 1 of 2 (15 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
251,PT04M30.00S,2023-02-05T02:49:42.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,51,41,2023-02-05T02:49:46Z,2510000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M30.00S,2023-02-05T02:49:42.1Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,51,41,2023-02-05T02:49:46Z,2520000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
