actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
520,PT08M49.00S,2022-11-06T02:51:20.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,7.178055190538765,50.73529411764706,1610612743,111,82,2022-11-06T02:51:26Z,5180000,-4.0,15.0,1,left,J. Green cutting DUNK (6 PTS) (B. Hyland 4 AST),"[201145, 1630538]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.54,Made,6.0,B. Hyland,1630538.0,4.0,,,,,,,,,,,,,,
522,PT08M38.00S,2022-11-06T02:51:31.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,91.40932982917214,61.029411764705884,1610612759,111,82,2022-11-06T02:51:38Z,5200000,55.0,28.0,1,right,MISS I. Roby 6' bank Shot,[1629676],1610612759.0,SAS,bank,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
523,PT08M36.00S,2022-11-06T02:51:33.2Z,4,REGULAR,rebound,defensive,[],201145,,,1610612743,111,82,2022-11-06T02:51:38Z,5210000,,,0,,J. Green REBOUND (Off:2 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,522.0,4.0,2.0,2.0,,,,,
524,PT08M21.00S,2022-11-06T02:51:48.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,5.863994743758213,56.86274509803921,1610612743,113,82,2022-11-06T02:51:53Z,5220000,-34.0,3.0,1,left,B. Hyland driving finger roll Layup (21 PTS),[1630538],1610612743.0,DEN,driving finger roll,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,3.44,Made,21.0,,,,,,,,,,,,,,,,,
525,PT08M11.00S,2022-11-06T02:51:57.7Z,4,REGULAR,3pt,Jump Shot,[],203926,67.62483574244416,25.98039215686275,1610612759,113,82,2022-11-06T02:52:03Z,5230000,-120.0,252.0,1,right,MISS D. McDermott 27' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,27.9,Missed,,,,,,,,,,,,,,,,,,
526,PT08M10.00S,2022-11-06T02:51:58.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,113,82,2022-11-06T02:52:03Z,5240000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,525.0,,,,,,,,
527,PT08M10.00S,2022-11-06T02:52:02.6Z,4,REGULAR,substitution,out,[],1630170,,,1610612743,113,82,2022-11-06T02:52:05Z,5250000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M10.00S,2022-11-06T02:52:02.6Z,4,REGULAR,substitution,in,[],1631110,,,1610612743,113,82,2022-11-06T02:52:05Z,5260000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M00.00S,2022-11-06T02:52:20.8Z,4,REGULAR,3pt,Jump Shot,[],1630538,40.818002628120894,51.71568627450981,1610612743,113,82,2022-11-06T02:52:25Z,5270000,-9.0,331.0,1,left,MISS B. Hyland 33' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,33.13,Missed,,,,,,,,,,,,,,,,,,
530,PT07M56.00S,2022-11-06T02:52:24.8Z,4,REGULAR,rebound,defensive,[],1629676,,,1610612759,113,82,2022-11-06T02:52:25Z,5280000,,,0,,I. Roby REBOUND (Off:0 Def:3),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,529.0,3.0,3.0,0.0,,,,,
531,PT07M48.00S,2022-11-06T02:52:32.2Z,4,REGULAR,3pt,Jump Shot,[],1629640,69.20170827858082,24.264705882352942,1610612759,113,85,2022-11-06T02:52:36Z,5290000,-129.0,237.0,1,right,K. Johnson 26' 3PT  (25 PTS) (T. Jones 7 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.97,Made,25.0,T. Jones,1630200.0,7.0,,,,,,,,,,,,,,
533,PT07M29.00S,2022-11-06T02:52:52.0Z,4,REGULAR,turnover,lost ball,[],1629008,,,1610612743,113,85,2022-11-06T02:53:01Z,5310000,,,0,,M. Porter Jr. lost ball TURNOVER (2 TO),"[1629008, 1630200]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,2.0,Jones,1630200.0
534,PT07M29.00S,2022-11-06T02:52:52.0Z,4,REGULAR,steal,,[],1630200,,,1610612759,113,85,2022-11-06T02:52:53Z,5320000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
535,PT07M28.00S,2022-11-06T02:53:02.7Z,4,REGULAR,foul,personal,['1freethrow'],201599,,,1610612759,113,85,2022-11-06T02:53:14Z,5330000,,,0,,D. Jordan transition take personal FOUL (2 PF) (Roby 1 FT),"[201599, 1629676]",1610612743.0,DEN,transition take,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Right Center,,,,,,,202035.0,2.0,0.0,Roby,1629676.0,,,,,,,,,
537,PT07M28.00S,2022-11-06T02:53:18.2Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],203926,,,1610612759,113,85,2022-11-06T02:53:18Z,5350000,,,0,,MISS D. McDermott transition take Free Throw 1 of 1,[203926],1610612759.0,SAS,transition take,,,McDermott,D. McDermott,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
538,PT07M28.00S,2022-11-06T02:53:20.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,113,85,2022-11-06T02:53:20Z,5360000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,537.0,,,,,,,,
539,PT07M28.00S,2022-11-06T02:53:26.7Z,4,REGULAR,substitution,out,[],1629640,,,1610612759,113,85,2022-11-06T02:53:35Z,5370000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M28.00S,2022-11-06T02:53:26.7Z,4,REGULAR,substitution,in,[],1631103,,,1610612759,113,85,2022-11-06T02:53:35Z,5380000,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M13.00S,2022-11-06T02:53:55.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631110,92.72339027595268,3.6764705882352944,1610612759,113,88,2022-11-06T02:54:00Z,5390000,-232.0,16.0,1,right,J. Sochan 3PT  (5 PTS) (I. Roby 2 AST),"[1631110, 1629676]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,23.21,Made,5.0,I. Roby,1629676.0,2.0,,,,,,,,,,,,,,
543,PT06M57.00S,2022-11-06T02:54:11.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.783837056504599,49.26470588235294,1610612743,115,88,2022-11-06T02:54:15Z,5410000,4.0,11.0,1,left,D. Jordan alley-oop DUNK (8 PTS) (B. Hyland 5 AST),"[201599, 1630538]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.19,Made,8.0,B. Hyland,1630538.0,5.0,,,,,,,,,,,,,,
545,PT06M47.00S,2022-11-06T02:54:20.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,81.68528252299606,52.69607843137255,1610612759,115,90,2022-11-06T02:56:52Z,5430000,13.0,120.0,1,right,T. Jones 12' pullup Jump Shot (4 PTS),[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.05,Made,4.0,,,,,,,,,,,,,,,,,
546,PT06M26.00S,2022-11-06T02:54:43.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201599,6.258212877792378,54.65686274509803,1610612743,117,90,2022-11-06T02:54:50Z,5440000,-23.0,6.0,1,left,D. Jordan finger roll Layup (10 PTS) (B. Hyland 6 AST),"[201599, 1630538]",1610612743.0,DEN,finger roll,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.41,Made,10.0,B. Hyland,1630538.0,6.0,,,,,,,,,,,,,,
548,PT06M16.00S,2022-11-06T02:54:54.0Z,4,REGULAR,foul,personal,['2freethrow'],201599,,,1610612759,117,90,2022-11-06T02:55:11Z,5460000,,,0,,D. Jordan shooting personal FOUL (3 PF) (Roby 2 FT),"[201599, 1629676]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,3.0,0.0,Roby,1629676.0,,,,,,,,,
550,PT06M16.00S,2022-11-06T02:55:10.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,117,90,2022-11-06T02:55:10Z,5480000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M16.00S,2022-11-06T02:57:32.5Z,4,REGULAR,substitution,out,[],1629008,,,1610612759,117,90,2022-11-06T02:57:49Z,5490000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M16.00S,2022-11-06T02:57:32.5Z,4,REGULAR,substitution,out,[],203926,,,1610612759,117,90,2022-11-06T02:57:49Z,5500000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M16.00S,2022-11-06T02:57:32.5Z,4,REGULAR,substitution,in,[],1628971,,,1610612759,117,90,2022-11-06T02:57:49Z,5510000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M16.00S,2022-11-06T02:57:32.5Z,4,REGULAR,substitution,in,[],1628966,,,1610612759,117,90,2022-11-06T02:57:49Z,5520000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M16.00S,2022-11-06T02:58:04.6Z,4,REGULAR,freethrow,1 of 2,[],1629676,,,1610612759,117,90,2022-11-06T02:58:04Z,5530000,,,0,,MISS I. Roby Free Throw 1 of 2,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
556,PT06M16.00S,2022-11-06T02:58:04.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,117,90,2022-11-06T02:58:04Z,5540000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,555.0,,,,,,,,
557,PT06M16.00S,2022-11-06T02:58:19.5Z,4,REGULAR,freethrow,2 of 2,[],1629676,,,1610612759,117,91,2022-11-06T02:58:19Z,5550000,,,0,,I. Roby Free Throw 2 of 2 (3 PTS),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
558,PT05M58.00S,2022-11-06T02:58:40.2Z,4,REGULAR,3pt,Jump Shot,[],201145,26.888961892247043,19.607843137254903,1610612743,120,91,2022-11-06T02:58:44Z,5560000,152.0,200.0,1,left,J. Green 25' 3PT  (9 PTS) (C. Braun 1 AST),"[201145, 1631128]",1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.14,Made,9.0,C. Braun,1631128.0,1.0,,,,,,,,,,,,,,
560,PT05M45.00S,2022-11-06T02:58:52.8Z,4,REGULAR,3pt,Jump Shot,[],1629676,67.23061760840999,46.07843137254902,1610612759,120,91,2022-11-06T02:58:58Z,5580000,-20.0,256.0,1,right,MISS I. Roby 25' 3PT,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
561,PT05M43.00S,2022-11-06T02:58:54.8Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,120,91,2022-11-06T02:58:58Z,5590000,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,560.0,1.0,1.0,0.0,,,,,
562,PT05M30.00S,2022-11-06T02:59:08.3Z,4,REGULAR,3pt,Jump Shot,[],201145,8.09789750328515,3.9215686274509802,1610612743,120,91,2022-11-06T02:59:13Z,5600000,230.0,24.0,1,left,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
563,PT05M25.00S,2022-11-06T02:59:13.3Z,4,REGULAR,rebound,defensive,[],1631103,,,1610612759,120,91,2022-11-06T02:59:13Z,5610000,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,562.0,2.0,2.0,0.0,,,,,
564,PT05M20.00S,2022-11-06T02:59:17.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,87.99277266754271,61.51960784313726,1610612759,120,93,2022-11-06T02:59:22Z,5620000,58.0,60.0,1,right,M. Branham 8' pullup Jump Shot (4 PTS),[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Right,8.35,Made,4.0,,,,,,,,,,,,,,,,,
565,PT05M00.00S,2022-11-06T02:59:37.8Z,4,REGULAR,3pt,Jump Shot,[],1628971,10.988830486202366,3.1862745098039214,1610612743,120,93,2022-11-06T02:59:42Z,5630000,234.0,51.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,23.95,Missed,,,,,,,,,,,,,,,,,,
566,PT04M57.00S,2022-11-06T02:59:40.8Z,4,REGULAR,rebound,defensive,[],1629676,,,1610612759,120,93,2022-11-06T02:59:42Z,5640000,,,0,,I. Roby REBOUND (Off:0 Def:4),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,565.0,4.0,4.0,0.0,,,,,
567,PT04M51.00S,2022-11-06T02:59:46.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629676,87.99277266754271,48.529411764705884,1610612759,120,95,2022-11-06T02:59:52Z,5650000,-7.0,60.0,1,right,I. Roby 6' running Layup (5 PTS),[1629676],1610612759.0,SAS,running,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,5.0,,,,,,,,,,,,,,,,,
568,PT04M49.00S,2022-11-06T02:59:52.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,120,95,2022-11-06T02:59:52Z,5660000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT04M49.00S,2022-11-06T03:02:26.0Z,4,REGULAR,substitution,out,[],201599,,,1610612743,120,95,2022-11-06T03:02:47Z,5670000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT04M49.00S,2022-11-06T03:02:26.0Z,4,REGULAR,substitution,out,[],1628971,,,1610612743,120,95,2022-11-06T03:02:47Z,5680000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M49.00S,2022-11-06T03:02:26.0Z,4,REGULAR,substitution,out,[],1630200,,,1610612743,120,95,2022-11-06T03:02:47Z,5690000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M49.00S,2022-11-06T03:02:26.0Z,4,REGULAR,substitution,in,[],1628432,,,1610612743,120,95,2022-11-06T03:02:47Z,5700000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M49.00S,2022-11-06T03:02:26.0Z,4,REGULAR,substitution,in,[],1628427,,,1610612743,120,95,2022-11-06T03:02:47Z,5710000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M49.00S,2022-11-06T03:02:26.0Z,4,REGULAR,substitution,in,[],1631160,,,1610612743,120,95,2022-11-06T03:02:47Z,5720000,,,0,,SUB in: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M34.00S,2022-11-06T03:02:59.3Z,4,REGULAR,turnover,lost ball,[],201145,,,1610612743,120,95,2022-11-06T03:03:04Z,5730000,,,0,,J. Green lost ball TURNOVER (2 TO),"[201145, 1628966]",1610612743.0,DEN,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Bates-Diop,1628966.0
576,PT04M34.00S,2022-11-06T03:02:59.3Z,4,REGULAR,steal,,[],1628966,,,1610612759,120,95,2022-11-06T03:03:02Z,5740000,,,0,,K. Bates-Diop STEAL (2 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
577,PT04M15.00S,2022-11-06T03:03:18.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629676,89.83245729303549,49.50980392156863,1610612759,120,95,2022-11-06T03:03:22Z,5750000,-2.0,43.0,1,right,MISS I. Roby cutting Layup,[1629676],1610612759.0,SAS,cutting,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
578,PT04M13.00S,2022-11-06T03:03:20.4Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,120,95,2022-11-06T03:03:22Z,5760000,,,0,,V. Cancar REBOUND (Off:0 Def:1),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,577.0,1.0,1.0,0.0,,,,,
579,PT03M59.00S,2022-11-06T03:03:35.9Z,4,REGULAR,turnover,traveling,[],201145,,,1610612743,120,95,2022-11-06T03:03:51Z,5770000,,,0,,J. Green traveling TURNOVER (3 TO),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,202049.0,,,,,,,,,,,3.0,,
580,PT03M42.00S,2022-11-06T03:04:02.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628966,83.52496714848883,36.51960784313725,1610612759,120,97,2022-11-06T03:04:10Z,5780000,-67.0,102.0,1,right,K. Bates-Diop 12' driving floating Jump Shot (6 PTS) (I. Roby 3 AST),"[1628966, 1629676]",1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Left,12.26,Made,6.0,I. Roby,1629676.0,3.0,,,,,,,,,,,,,,
582,PT03M30.00S,2022-11-06T03:04:16.7Z,4,REGULAR,turnover,discontinued dribble,[],1630538,,,1610612743,120,97,2022-11-06T03:04:26Z,5800000,,,0,,B. Hyland discontinued dribble TURNOVER (1 TO),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,16-24 Right Center,,,,,,,1151.0,,,,,,,,,,,1.0,,
583,PT03M20.00S,2022-11-06T03:04:35.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629676,92.06636005256242,44.85294117647059,1610612759,120,99,2022-11-06T03:04:40Z,5810000,-26.0,22.0,1,right,I. Roby Layup (7 PTS) (M. Branham 1 AST),"[1629676, 1631103]",1610612759.0,SAS,,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,3.39,Made,7.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
612,PT03M05.00S,2022-11-06T03:04:47.1Z,4,REGULAR,turnover,bad pass,[],201145,,,1610612743,120,99,2022-11-06T03:16:49Z,5835000,,,0,,J. Green bad pass TURNOVER (4 TO),"[201145, 1631103]",1610612743.0,DEN,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,4.0,Branham,1631103.0
613,PT03M05.00S,2022-11-06T03:04:47.1Z,4,REGULAR,steal,,[],1631103,,,1610612759,120,99,2022-11-06T03:16:49Z,5842500,,,0,,M. Branham STEAL (1 STL),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
587,PT02M57.00S,2022-11-06T03:04:58.5Z,4,REGULAR,turnover,bad pass,[],1631103,,,1610612759,120,99,2022-11-06T03:05:04Z,5850000,,,0,,M. Branham bad pass TURNOVER (2 TO),"[1631103, 1630538]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,2.0,Hyland,1630538.0
588,PT02M57.00S,2022-11-06T03:04:58.5Z,4,REGULAR,steal,,[],1630538,,,1610612743,120,99,2022-11-06T03:05:02Z,5860000,,,0,,B. Hyland STEAL (2 STL),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
589,PT02M34.00S,2022-11-06T03:05:22.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,5.732588699080158,95.83333333333334,1610612743,123,99,2022-11-06T03:05:27Z,5870000,-229.0,1.0,1,left,B. Hyland 3PT step back (24 PTS),[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,Left Corner 3,24+ Left,22.92,Made,24.0,,,,,,,,,,,,,,,,,
590,PT02M16.00S,2022-11-06T03:05:39.8Z,4,REGULAR,3pt,Jump Shot,[],1631160,74.19513797634691,15.196078431372548,1610612759,123,99,2022-11-06T03:05:43Z,5880000,-174.0,190.0,1,right,MISS J. Hall 25' 3PT,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
591,PT02M13.00S,2022-11-06T03:05:42.8Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,123,99,2022-11-06T03:05:43Z,5890000,,,0,,V. Cancar REBOUND (Off:0 Def:2),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,590.0,2.0,2.0,0.0,,,,,
592,PT02M00.00S,2022-11-06T03:05:56.3Z,4,REGULAR,3pt,Jump Shot,[],1628427,13.87976346911958,95.58823529411765,1610612743,126,99,2022-11-06T03:06:00Z,5900000,-228.0,78.0,1,left,V. Cancar 24' 3PT  (3 PTS) (B. Hyland 7 AST),"[1628427, 1630538]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Left Corner 3,24+ Left,24.09,Made,3.0,B. Hyland,1630538.0,7.0,,,,,,,,,,,,,,
594,PT01M45.00S,2022-11-06T03:06:19.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.11760840998686,54.41176470588235,1610612759,126,101,2022-11-06T03:06:23Z,5920000,22.0,12.0,1,right,K. Bates-Diop driving reverse Layup (8 PTS) (M. Branham 2 AST),"[1628966, 1631103]",1610612759.0,SAS,driving reverse,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,2.52,Made,8.0,M. Branham,1631103.0,2.0,,,,,,,,,,,,,,
596,PT01M26.00S,2022-11-06T03:06:39.5Z,4,REGULAR,turnover,bad pass,[],1628432,,,1610612743,126,101,2022-11-06T03:06:42Z,5940000,,,0,,D. Reed bad pass TURNOVER (1 TO),"[1628432, 1631110]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Sochan,1631110.0
597,PT01M26.00S,2022-11-06T03:06:39.5Z,4,REGULAR,steal,,[],1631110,,,1610612759,126,101,2022-11-06T03:06:40Z,5950000,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
598,PT01M07.00S,2022-11-06T03:06:57.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629676,89.43823915900131,50.245098039215684,1610612759,126,101,2022-11-06T03:07:03Z,5960000,1.0,47.0,1,right,MISS I. Roby driving Layup,[1629676],1610612759.0,SAS,driving,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,,
599,PT01M05.00S,2022-11-06T03:06:59.8Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,126,101,2022-11-06T03:07:03Z,5970000,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,598.0,2.0,2.0,0.0,,,,,
600,PT00M43.10S,2022-11-06T03:07:22.2Z,4,REGULAR,2pt,Jump Shot,[],1630538,11.383048620236531,72.79411764705883,1610612743,126,101,2022-11-06T03:07:28Z,5980000,-114.0,55.0,1,left,MISS B. Hyland 12' pullup Shot,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,12.64,Missed,,,,,,,,,,,,,,,,,,
601,PT00M42.30S,2022-11-06T03:07:24.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,126,101,2022-11-06T03:07:24Z,5990000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,600.0,,,,,,,,
602,PT00M42.30S,2022-11-06T03:07:24.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,126,101,2022-11-06T03:07:33Z,6000000,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1151.0,,,,,,,,,,,,,
