actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
30,PT08M35.00S,2023-01-10T02:15:52.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.783837056504599,50.245098039215684,1610612743,9,9,2023-01-10T02:15:56Z,300000,False,-1.0,11.0,1,left,A. Gordon cutting DUNK (2 PTS) (N. Jokic 2 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.14,,,,,N. Jokic,203999.0,2.0,,,,,
32,PT08M18.00S,2023-01-10T02:16:08.8Z,1,REGULAR,2pt,Jump Shot,[],1628418,84.83902759526939,16.42156862745098,1610612747,9,9,2023-01-10T02:16:13Z,320000,False,-168.0,90.0,1,right,MISS T. Bryant 19' Jump Shot,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Left,,,,,,Missed,,19.05,,,,,,,,,,,,
33,PT08M16.00S,2023-01-10T02:16:10.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,9,9,2023-01-10T02:16:13Z,330000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,
34,PT08M15.00S,2023-01-10T02:16:15.4Z,1,REGULAR,foul,personal,[],1628418,,,1610612743,9,9,2023-01-10T02:16:54Z,340000,False,,,0,,T. Bryant personal FOUL (1 PF),"[1628418, 203999]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,204058.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
36,PT08M03.00S,2023-01-10T02:16:50.9Z,1,REGULAR,turnover,3-second-violation,[],203932,,,1610612743,9,9,2023-01-10T02:16:59Z,360000,False,,,0,,A. Gordon 3-second-violation TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,2005.0,,,,,,,,,,,,,,,1.0,,,,
37,PT08M03.00S,2023-01-10T02:17:02.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,9,9,2023-01-10T02:17:08Z,370000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
38,PT07M45.00S,2023-01-10T02:17:30.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203471,66.83639947437582,44.11764705882353,1610612747,9,9,2023-01-10T02:17:34Z,380000,False,-29.0,259.0,1,right,MISS D. Schroder 26' 3PT,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.09,,,,,,,,,,,,
39,PT07M44.00S,2023-01-10T02:17:31.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,9,9,2023-01-10T02:17:34Z,390000,False,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,38.0,3.0,3.0,0.0,,,,,,,,
40,PT07M26.00S,2023-01-10T02:17:50.2Z,1,REGULAR,2pt,Jump Shot,[],1629008,23.078186596583443,49.50980392156863,1610612743,9,9,2023-01-10T02:21:22Z,400000,False,2.0,164.0,1,left,MISS M. Porter Jr. 16' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,Missed,,16.44,,,,,,,,,,,,
41,PT07M23.00S,2023-01-10T02:17:53.2Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,9,9,2023-01-10T02:17:55Z,410000,False,,,0,,T. Bryant REBOUND (Off:0 Def:3),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Center,,,,,,,,,40.0,3.0,3.0,0.0,,,,,,,,
42,PT07M12.00S,2023-01-10T02:18:03.8Z,1,REGULAR,3pt,Jump Shot,[],203471,76.82325886990802,12.745098039215685,1610612747,9,9,2023-01-10T02:18:09Z,420000,False,-186.0,165.0,1,right,MISS D. Schroder 24' 3PT,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.91,,,,,,,,,,,,
43,PT07M08.00S,2023-01-10T02:18:07.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,9,9,2023-01-10T02:18:09Z,430000,False,,,0,,A. Gordon REBOUND (Off:0 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,42.0,4.0,4.0,0.0,,,,,,,,
44,PT07M04.00S,2023-01-10T02:18:15.9Z,1,REGULAR,foul,offensive,[],203932,,,1610612743,9,9,2023-01-10T02:18:33Z,440000,False,,,0,,A. Gordon charge offensive FOUL (1 PF),"[203932, 1629308]",1610612743.0,DEN,charge,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,204058.0,1.0,0.0,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,
46,PT07M04.00S,2023-01-10T02:18:15.9Z,1,REGULAR,turnover,offensive foul,[],203932,,,1610612743,9,9,2023-01-10T02:18:15Z,460000,False,,,0,,A. Gordon offensive foul TURNOVER (2 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,204058.0,,,,,,,,,,,,,,,2.0,,,,
47,PT07M04.00S,2023-01-10T02:18:22.3Z,1,REGULAR,substitution,out,[],1627750,,,1610612747,9,9,2023-01-10T02:18:31Z,470000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M04.00S,2023-01-10T02:18:22.3Z,1,REGULAR,substitution,out,[],201976,,,1610612747,9,9,2023-01-10T02:18:31Z,480000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M04.00S,2023-01-10T02:18:22.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612747,9,9,2023-01-10T02:18:31Z,490000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M04.00S,2023-01-10T02:18:22.3Z,1,REGULAR,substitution,in,[],201566,,,1610612747,9,9,2023-01-10T02:18:31Z,500000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M58.00S,2023-01-10T02:18:49.2Z,1,REGULAR,violation,kicked ball,[],203999,,,1610612747,9,9,2023-01-10T02:18:57Z,520000,False,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
53,PT06M58.00S,2023-01-10T02:18:52.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,9,9,2023-01-10T02:18:52Z,530000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M49.00S,2023-01-10T02:21:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629308,93.77463863337714,54.166666666666664,1610612747,9,11,2023-01-10T02:21:53Z,540000,False,21.0,6.0,1,right,J. Toscano-Anderson reverse Layup (2 PTS) (R. Westbrook 1 AST),"[1629308, 201566]",1610612747.0,LAL,reverse,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.16,,,,,R. Westbrook,201566.0,1.0,,,,,
56,PT06M25.00S,2023-01-10T02:22:13.8Z,1,REGULAR,3pt,Jump Shot,[],1628971,26.10052562417871,82.1078431372549,1610612743,12,11,2023-01-10T02:22:17Z,560000,False,-161.0,193.0,1,left,B. Brown 25' 3PT  (3 PTS) (N. Jokic 3 AST),"[1628971, 203999]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.09,,,,,N. Jokic,203999.0,3.0,,,,,
58,PT06M07.00S,2023-01-10T02:22:30.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,90.88370565045992,50.0,1610612747,12,11,2023-01-10T02:22:35Z,580000,False,0.0,33.0,1,right,MISS T. Bryant turnaround Hook,[1628418],1610612747.0,LAL,turnaround,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.32,,,,,,,,,,,,
59,PT06M05.00S,2023-01-10T02:22:32.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,12,11,2023-01-10T02:22:35Z,590000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,
60,PT05M53.00S,2023-01-10T02:22:45.2Z,1,REGULAR,3pt,Jump Shot,[],203932,9.411957950065702,95.34313725490196,1610612743,12,11,2023-01-10T02:22:50Z,600000,False,-227.0,36.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.95,,,,,,,,,,,,
61,PT05M50.00S,2023-01-10T02:22:48.2Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612747,12,11,2023-01-10T02:22:50Z,610000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,
62,PT05M45.00S,2023-01-10T02:22:56.3Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612747,12,11,2023-01-10T02:23:13Z,620000,False,,,0,,A. Gordon shooting personal FOUL (2 PF) (Bryant 2 FT),"[203932, 1628418]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,204058.0,2.0,0.0,Bryant,1628418.0,,,,,,,,,,,,,,,
64,PT05M45.00S,2023-01-10T02:23:20.2Z,1,REGULAR,freethrow,1 of 2,[],1628418,,,1610612747,12,12,2023-01-10T02:23:20Z,640000,False,,,0,,T. Bryant Free Throw 1 of 2 (5 PTS),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
65,PT05M45.00S,2023-01-10T02:23:22.6Z,1,REGULAR,substitution,out,[],203932,,,1610612747,12,12,2023-01-10T02:23:28Z,650000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M45.00S,2023-01-10T02:23:22.6Z,1,REGULAR,substitution,in,[],1628427,,,1610612747,12,12,2023-01-10T02:23:28Z,660000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M45.00S,2023-01-10T02:23:44.3Z,1,REGULAR,freethrow,2 of 2,[],1628418,,,1610612747,12,13,2023-01-10T02:23:44Z,670000,False,,,0,,T. Bryant Free Throw 2 of 2 (6 PTS),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
68,PT05M35.00S,2023-01-10T02:23:56.7Z,1,REGULAR,2pt,Jump Shot,[],203484,21.50131406044678,53.18627450980392,1610612743,12,13,2023-01-10T02:24:02Z,680000,False,-16.0,150.0,1,left,MISS K. Caldwell-Pope 15' fadeaway Shot,[203484],1610612743.0,DEN,fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Center,,,,,,Missed,,15.04,,,,,,,,,,,,
69,PT05M32.00S,2023-01-10T02:23:59.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,12,13,2023-01-10T02:24:02Z,690000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,
70,PT05M27.00S,2023-01-10T02:24:05.4Z,1,REGULAR,turnover,lost ball,[],201566,,,1610612747,12,13,2023-01-10T02:24:12Z,700000,False,,,0,,R. Westbrook lost ball TURNOVER (1 TO),"[201566, 203484]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,,
71,PT05M27.00S,2023-01-10T02:24:05.4Z,1,REGULAR,steal,,[],203484,,,1610612743,12,13,2023-01-10T02:24:06Z,710000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
72,PT05M27.00S,2023-01-10T02:24:08.4Z,1,REGULAR,foul,personal,['1freethrow'],201566,,,1610612743,12,13,2023-01-10T02:24:31Z,720000,False,,,0,,R. Westbrook transition take personal FOUL (1 PF) (Jokic 1 FT),"[201566, 203999]",1610612747.0,LAL,transition take,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,1830.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
74,PT05M27.00S,2023-01-10T02:24:41.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203999,,,1610612743,13,13,2023-01-10T02:24:41Z,740000,False,,,0,,N. Jokic transition take Free Throw 1 of 1 (3 PTS),[203999],1610612743.0,DEN,transition take,,,Jokic,N. Jokic,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
75,PT05M17.00S,2023-01-10T02:25:04.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203999,31.882391590013142,59.31372549019608,1610612743,16,13,2023-01-10T02:25:09Z,750000,False,-47.0,247.0,1,left,N. Jokic 25' 3PT  (6 PTS) (K. Caldwell-Pope 1 AST),"[203999, 203484]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,25.16,,,,,K. Caldwell-Pope,203484.0,1.0,,,,,
77,PT04M59.00S,2023-01-10T02:25:24.1Z,1,REGULAR,foul,personal,[],203999,,,1610612747,16,13,2023-01-10T02:25:32Z,770000,False,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 1628418]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,204058.0,1.0,0.0,Bryant,1628418.0,,,,,,,,,,,,,,,
79,PT04M50.00S,2023-01-10T02:25:50.0Z,1,REGULAR,2pt,Jump Shot,[],201566,92.46057818659659,24.754901960784316,1610612747,16,13,2023-01-10T02:25:56Z,790000,False,-126.0,18.0,1,right,MISS R. Westbrook 12' fadeaway Shot,[201566],1610612747.0,LAL,fadeaway,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,Missed,,12.75,,,,,,,,,,,,
80,PT04M48.00S,2023-01-10T02:25:52.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,16,13,2023-01-10T02:25:56Z,800000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,
81,PT04M36.00S,2023-01-10T02:26:03.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,10.85742444152431,41.911764705882355,1610612743,18,13,2023-01-10T02:26:08Z,810000,False,40.0,50.0,1,left,N. Jokic 6' turnaround Hook (8 PTS) (V. Cancar 1 AST),"[203999, 1628427]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,6.4,,,,,V. Cancar,1628427.0,1.0,,,,,
83,PT04M25.00S,2023-01-10T02:26:19.3Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,18,13,2023-01-10T02:26:24Z,830000,False,,,0,,R. Westbrook lost ball out-of-bounds TURNOVER (2 TO),[201566],1610612747.0,LAL,lost ball,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,204058.0,,,,,,,,,,,,,,,2.0,,,,
84,PT04M25.00S,2023-01-10T02:26:23.0Z,1,REGULAR,substitution,out,[],1631108,,,1610612743,18,13,2023-01-10T02:26:30Z,840000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M25.00S,2023-01-10T02:26:23.0Z,1,REGULAR,substitution,out,[],1629308,,,1610612743,18,13,2023-01-10T02:26:30Z,850000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M25.00S,2023-01-10T02:26:23.0Z,1,REGULAR,substitution,in,[],1629134,,,1610612743,18,13,2023-01-10T02:26:30Z,860000,False,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M25.00S,2023-01-10T02:26:23.0Z,1,REGULAR,substitution,in,[],1628425,,,1610612743,18,13,2023-01-10T02:26:30Z,870000,False,,,0,,SUB in: S. Brown,[1628425],1610612747.0,LAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
