actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
429,PT04M49.00S,2022-11-23T03:43:37.2Z,3,REGULAR,turnover,lost ball,[],202711,,,1610612765,73,73,2022-11-23T03:43:44Z,4190000,False,,,0,,B. Bogdanovic lost ball TURNOVER (3 TO),"[202711, 1628971]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,3.0,,,,,,,,,,,,,,Brown,1628971.0
430,PT04M49.00S,2022-11-23T03:43:37.2Z,3,REGULAR,steal,,[],1628971,,,1610612743,73,73,2022-11-23T03:43:38Z,4200000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
431,PT04M44.00S,2022-11-23T03:43:41.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630192,6.389618922470433,45.588235294117645,1610612743,75,73,2022-11-23T03:43:49Z,4210000,False,22.0,8.0,1,left,Z. Nnaji running finger roll Layup (4 PTS) (B. Brown 3 AST),"[1630192, 1628971]",1610612743.0,DEN,running finger roll,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,2.34,Made,4.0,,,B. Brown,1628971.0,3.0,,,,,,,,,,,,
433,PT04M23.00S,2022-11-23T03:44:03.0Z,3,REGULAR,3pt,Jump Shot,[],202692,67.62483574244416,26.225490196078432,1610612765,75,73,2022-11-23T03:44:58Z,4230000,False,-119.0,252.0,1,right,MISS A. Burks 27' pullup 3PT,[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,27.85,Missed,,,,,,,,,,,,,,,,,,
434,PT04M17.00S,2022-11-23T03:44:09.0Z,3,REGULAR,rebound,defensive,[],1628432,,,1610612743,75,73,2022-11-23T03:44:12Z,4240000,False,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,433.0,1.0,1.0,0.0,,,,,,,,
435,PT04M05.00S,2022-11-23T03:44:20.5Z,3,REGULAR,2pt,Jump Shot,[],1629008,9.280551905387648,18.872549019607842,1610612743,77,73,2022-11-23T03:44:25Z,4250000,False,156.0,35.0,1,left,M. Porter Jr. 15' Jump Shot (16 PTS) (B. Brown 4 AST),"[1629008, 1628971]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,15.94,Made,16.0,,,B. Brown,1628971.0,4.0,,,,,,,,,,,,
437,PT03M40.00S,2022-11-23T03:44:48.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,86.28449408672799,50.0,1610612765,77,75,2022-11-23T03:44:54Z,4270000,False,0.0,76.0,1,right,A. Burks 7' driving floating Jump Shot (10 PTS) (K. Hayes 7 AST),"[202692, 1630165]",1610612765.0,DET,driving floating,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,10.0,,,K. Hayes,1630165.0,7.0,,,,,,,,,,,,
439,PT03M40.00S,2022-11-23T03:44:50.2Z,3,REGULAR,foul,personal,['1freethrow'],1628432,,,1610612765,77,75,2022-11-23T03:45:12Z,4290000,False,,,0,,D. Reed shooting personal FOUL (1 PF) (Burks 1 FT),"[1628432, 202692]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,,,,,,,,,1.0,0.0,Burks,202692.0,,,,
441,PT03M40.00S,2022-11-23T03:44:57.2Z,3,REGULAR,substitution,out,[],1628963,,,1610612765,77,75,2022-11-23T03:45:46Z,4310000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M40.00S,2022-11-23T03:44:57.2Z,3,REGULAR,substitution,out,[],202711,,,1610612765,77,75,2022-11-23T03:45:46Z,4320000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M40.00S,2022-11-23T03:44:57.2Z,3,REGULAR,substitution,in,[],1628995,,,1610612765,77,75,2022-11-23T03:45:46Z,4330000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M40.00S,2022-11-23T03:44:57.2Z,3,REGULAR,substitution,in,[],1631105,,,1610612765,77,75,2022-11-23T03:45:46Z,4340000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M40.00S,2022-11-23T03:45:21.9Z,3,REGULAR,freethrow,1 of 1,[],202692,,,1610612765,77,76,2022-11-23T03:45:21Z,4350000,False,,,0,,A. Burks Free Throw 1 of 1 (11 PTS),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
446,PT03M18.00S,2022-11-23T03:45:45.4Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,77,76,2022-11-23T03:45:49Z,4360000,False,,,0,,N. Jokic bad pass TURNOVER (5 TO),"[203999, 202692]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.0,,,,,,,,,,,,,,Burks,202692.0
447,PT03M18.00S,2022-11-23T03:45:45.4Z,3,REGULAR,steal,,[],202692,,,1610612765,77,76,2022-11-23T03:45:46Z,4370000,False,,,0,,A. Burks STEAL (2 STL),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
448,PT03M09.00S,2022-11-23T03:45:54.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202692,75.24638633377135,13.23529411764706,1610612765,77,79,2022-11-23T03:45:59Z,4380000,False,-184.0,180.0,1,right,A. Burks 25' 3PT  (14 PTS) (K. Hayes 8 AST),"[202692, 1630165]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,25.74,Made,14.0,,,K. Hayes,1630165.0,8.0,,,,,,,,,,,,
450,PT02M50.00S,2022-11-23T03:46:12.4Z,3,REGULAR,3pt,Jump Shot,[],1629008,23.73521681997372,88.97058823529412,1610612743,77,79,2022-11-23T03:46:16Z,4400000,False,-195.0,171.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
451,PT02M48.00S,2022-11-23T03:46:14.4Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,77,79,2022-11-23T03:46:16Z,4410000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,450.0,1.0,1.0,0.0,,,,,,,,
452,PT02M45.00S,2022-11-23T03:46:18.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628995,92.9862023653088,54.166666666666664,1610612765,77,81,2022-11-23T03:46:24Z,4420000,False,21.0,13.0,1,right,K. Knox II running DUNK (11 PTS) (K. Hayes 9 AST),"[1628995, 1630165]",1610612765.0,DET,running,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,2.47,Made,11.0,,,K. Hayes,1630165.0,9.0,,,,,,,,,,,,
454,PT02M18.00S,2022-11-23T03:46:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.389618922470433,56.61764705882353,1610612743,77,81,2022-11-23T03:46:59Z,4440000,False,-33.0,8.0,1,left,MISS N. Jokic driving Layup,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
455,PT02M16.00S,2022-11-23T03:46:47.0Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,77,81,2022-11-23T03:48:36Z,4450000,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,454.0,7.0,4.0,3.0,,,,,,,,
456,PT02M16.00S,2022-11-23T03:46:49.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629008,5.590000152587891,50.0,1610612743,79,81,2022-11-23T03:48:42Z,4460000,False,0.0,0.0,1,left,M. Porter Jr. tip Layup (18 PTS),[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,18.0,,,,,,,,,,,,,,,,,
457,PT02M01.00S,2022-11-23T03:47:01.7Z,3,REGULAR,3pt,Jump Shot,[],1630165,75.90341655716163,87.00980392156863,1610612765,79,81,2022-11-23T03:47:05Z,4470000,False,185.0,174.0,1,right,MISS K. Hayes 25' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
458,PT01M59.00S,2022-11-23T03:47:03.3Z,3,REGULAR,rebound,defensive,[],1630192,,,1610612743,79,81,2022-11-23T03:47:03Z,4480000,False,,,0,,Z. Nnaji REBOUND (Off:3 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Right Center,,,,,,,,,457.0,4.0,1.0,3.0,,,,,,,,
459,PT01M52.00S,2022-11-23T03:47:11.6Z,3,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612743,79,81,2022-11-23T03:47:21Z,4490000,False,,,0,,M. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629008],1610612743.0,DEN,bad pass,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,203177.0,1.0,,,,,,,,,,,,,,,
460,PT01M52.00S,2022-11-23T03:47:18.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,79,81,2022-11-23T03:47:19Z,4500000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M52.00S,2022-11-23T03:49:25.7Z,3,REGULAR,substitution,out,[],1629008,,,1610612765,79,81,2022-11-23T03:49:51Z,4510000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M52.00S,2022-11-23T03:49:25.7Z,3,REGULAR,substitution,out,[],203999,,,1610612765,79,81,2022-11-23T03:49:51Z,4520000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M52.00S,2022-11-23T03:49:25.7Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,79,81,2022-11-23T03:49:51Z,4530000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M52.00S,2022-11-23T03:49:25.7Z,3,REGULAR,substitution,out,[],1630587,,,1610612765,79,81,2022-11-23T03:49:51Z,4540000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M52.00S,2022-11-23T03:49:25.7Z,3,REGULAR,substitution,in,[],201599,,,1610612765,79,81,2022-11-23T03:49:51Z,4550000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M52.00S,2022-11-23T03:49:25.7Z,3,REGULAR,substitution,in,[],1627750,,,1610612765,79,81,2022-11-23T03:49:51Z,4560000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M52.00S,2022-11-23T03:49:25.7Z,3,REGULAR,substitution,in,[],202709,,,1610612765,79,81,2022-11-23T03:49:51Z,4570000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M52.00S,2022-11-23T03:49:25.7Z,3,REGULAR,substitution,in,[],1628977,,,1610612765,79,81,2022-11-23T03:49:51Z,4580000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M30.00S,2022-11-23T03:50:24.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628995,69.72733245729303,26.225490196078432,1610612765,79,81,2022-11-23T03:51:04Z,4590000,False,-119.0,232.0,1,right,MISS K. Knox II 26' step back 3PT,[1628995],1610612765.0,DET,step back,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
470,PT01M27.00S,2022-11-23T03:50:27.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,79,81,2022-11-23T03:50:43Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,469.0,,,,,,,,,,,
472,PT01M26.00S,2022-11-23T03:50:49.5Z,3,REGULAR,foul,offensive,[],202692,,,1610612765,79,81,2022-11-23T03:50:58Z,4620000,False,,,0,,A. Burks offensive FOUL (2 PF),"[202692, 1628971]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Left,,,,1627524.0,,,,,,,,,2.0,0.0,Brown,1628971.0,,,,
474,PT01M26.00S,2022-11-23T03:50:49.5Z,3,REGULAR,turnover,offensive foul,[],202692,,,1610612765,79,81,2022-11-23T03:50:49Z,4640000,False,,,0,,A. Burks offensive foul TURNOVER (2 TO),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Left,,,,1627524.0,2.0,,,,,,,,,,,,,,,
475,PT01M16.00S,2022-11-23T03:51:11.0Z,3,REGULAR,foul,offensive,[],1628432,,,1610612743,79,81,2022-11-23T03:51:18Z,4650000,False,,,0,,D. Reed offensive FOUL (2 PF),"[1628432, 202692]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Left Center,,,,202058.0,,,,,,,,,2.0,0.0,Burks,202692.0,,,,
477,PT01M16.00S,2022-11-23T03:51:11.0Z,3,REGULAR,turnover,offensive foul,[],1628432,,,1610612743,79,81,2022-11-23T03:51:11Z,4670000,False,,,0,,D. Reed offensive foul TURNOVER (1 TO),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Left Center,,,,202058.0,1.0,,,,,,,,,,,,,,,
478,PT01M05.00S,2022-11-23T03:51:30.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202692,94.43166885676742,55.63725490196079,1610612765,79,81,2022-11-23T03:51:37Z,4680000,False,28.0,0.0,1,right,MISS A. Burks driving finger roll Layup,[202692],1610612765.0,DET,driving finger roll,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,,
479,PT01M03.00S,2022-11-23T03:51:32.6Z,3,REGULAR,rebound,defensive,[],1628432,,,1610612743,79,81,2022-11-23T03:51:37Z,4690000,False,,,0,,D. Reed REBOUND (Off:0 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,478.0,2.0,2.0,0.0,,,,,,,,
480,PT00M56.70S,2022-11-23T03:51:40.2Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,79,81,2022-11-23T03:51:43Z,4700000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 202692]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,,,,,1.0,,,,,,,,,,,,,,Burks,202692.0
481,PT00M56.70S,2022-11-23T03:51:40.2Z,3,REGULAR,steal,,[],202692,,,1610612765,79,81,2022-11-23T03:51:41Z,4710000,False,,,0,,A. Burks STEAL (3 STL),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
482,PT00M52.40S,2022-11-23T03:51:45.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1628995,91.01511169513797,45.83333333333333,1610612765,79,83,2022-11-23T03:52:12Z,4720000,False,-21.0,32.0,1,right,K. Knox II running Layup (13 PTS) (A. Burks 1 AST),"[1628995, 202692]",1610612765.0,DET,running,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,3.82,Made,13.0,,,A. Burks,202692.0,1.0,,,,,,,,,,,,
483,PT00M52.40S,2022-11-23T03:51:59.7Z,3,REGULAR,violation,defensive goaltending,[],1628432,,,1610612765,79,83,2022-11-23T03:52:12Z,4730000,False,,,0,,D. Reed defensive goaltending VIOLATION,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,203177.0,,,,,,,,,,,,,,,,
484,PT00M35.40S,2022-11-23T03:52:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.652431011826544,45.09803921568628,1610612743,81,83,2022-11-23T03:52:24Z,4740000,False,25.0,10.0,1,left,B. Brown driving Layup (11 PTS),[1628971],1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.65,Made,11.0,,,,,,,,,,,,,,,,,
486,PT00M29.20S,2022-11-23T03:52:34.3Z,3,REGULAR,3pt,Jump Shot,[],1628995,94.30026281208936,3.1862745098039214,1610612765,81,83,2022-11-23T03:52:40Z,4760000,False,-234.0,1.0,1,right,MISS K. Knox II 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
487,PT00M25.30S,2022-11-23T03:52:38.2Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,81,83,2022-11-23T03:52:40Z,4770000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,,486.0,3.0,3.0,0.0,,,,,,,,
488,PT00M04.10S,2022-11-23T03:52:59.3Z,3,REGULAR,turnover,lost ball,[],1628971,,,1610612743,81,83,2022-11-23T03:53:03Z,4780000,False,,,0,,B. Brown lost ball TURNOVER (1 TO),"[1628971, 202709]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,1.0,,,,,,,,,,,,,,Joseph,202709.0
489,PT00M04.10S,2022-11-23T03:52:59.3Z,3,REGULAR,steal,,[],202709,,,1610612765,81,83,2022-11-23T03:53:01Z,4790000,False,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
490,PT00M00.00S,2022-11-23T03:53:12.4Z,3,REGULAR,period,end,[],0,,,1610612765,81,83,2022-11-23T03:53:12Z,4800000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-11-23T03:55:41.3Z,4,REGULAR,period,start,[],0,,,1610612765,81,83,2022-11-23T03:55:47Z,4810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M45.00S,2022-11-23T03:55:55.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628995,92.85479632063075,44.36274509803921,1610612765,81,85,2022-11-23T03:56:06Z,4820000,False,-28.0,15.0,1,right,K. Knox II driving Layup (15 PTS) (A. Burks 2 AST),"[1628995, 202692]",1610612765.0,DET,driving,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,3.18,Made,15.0,,,A. Burks,202692.0,2.0,,,,,,,,,,,,
495,PT11M29.00S,2022-11-23T03:56:10.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,14.668199737187912,50.245098039215684,1610612743,83,85,2022-11-23T03:56:17Z,4840000,False,-1.0,85.0,1,left,J. Murray 8' driving floating Jump Shot (7 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,8.54,Made,7.0,,,,,,,,,,,,,,,,,
496,PT11M12.00S,2022-11-23T03:56:28.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,82.86793692509855,57.35294117647059,1610612765,83,87,2022-11-23T03:56:31Z,4850000,False,37.0,109.0,1,right,A. Burks 11' turnaround fadeaway Jump Shot (16 PTS),[202692],1610612765.0,DET,turnaround fadeaway,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Center,11.46,Made,16.0,,,,,,,,,,,,,,,,,
497,PT10M50.00S,2022-11-23T03:56:50.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,5.732588699080158,54.65686274509803,1610612743,83,87,2022-11-23T03:56:59Z,4860000,False,-23.0,1.0,1,left,MISS B. Brown driving reverse Layup,[1628971],1610612743.0,DEN,driving reverse,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
498,PT10M45.00S,2022-11-23T03:56:55.5Z,4,REGULAR,rebound,defensive,[],1628995,,,1610612765,83,87,2022-11-23T03:56:59Z,4870000,False,,,0,,K. Knox II REBOUND (Off:1 Def:4),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,,,,,,497.0,5.0,4.0,1.0,,,,,,,,
499,PT10M39.00S,2022-11-23T03:57:01.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,94.30026281208936,43.627450980392155,1610612765,83,89,2022-11-23T03:57:04Z,4880000,False,-32.0,1.0,1,right,H. Diallo cutting Layup (4 PTS) (C. Joseph 2 AST),"[1628977, 202709]",1610612765.0,DET,cutting,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,3.19,Made,4.0,,,C. Joseph,202709.0,2.0,,,,,,,,,,,,
501,PT10M21.00S,2022-11-23T03:57:19.1Z,4,REGULAR,turnover,lost ball,[],1627750,,,1610612743,83,89,2022-11-23T03:57:26Z,4900000,False,,,0,,J. Murray lost ball TURNOVER (2 TO),"[1627750, 1631105]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,2.0,,,,,,,,,,,,,,Duren,1631105.0
502,PT10M21.00S,2022-11-23T03:57:19.1Z,4,REGULAR,steal,,[],1631105,,,1610612765,83,89,2022-11-23T04:04:16Z,4910000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
503,PT10M21.00S,2022-11-23T03:57:24.4Z,4,REGULAR,foul,personal,['1freethrow'],201599,,,1610612765,83,89,2022-11-23T03:57:46Z,4920000,False,,,0,,D. Jordan transition take personal FOUL (3 PF) (Joseph 1 FT),"[201599, 202709]",1610612743.0,DEN,transition take,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Right Center,,,,202058.0,,,,,,,,,3.0,0.0,Joseph,202709.0,,,,
505,PT10M21.00S,2022-11-23T03:57:53.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],202692,,,1610612765,83,90,2022-11-23T03:57:53Z,4940000,False,,,0,,A. Burks transition take Free Throw 1 of 1 (17 PTS),[202692],1610612765.0,DET,transition take,,,Burks,A. Burks,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
506,PT10M00.00S,2022-11-23T03:58:28.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202709,82.07950065703022,85.29411764705883,1610612765,83,90,2022-11-23T03:58:33Z,4950000,False,176.0,116.0,1,right,MISS C. Joseph 21' step back Shot,[202709],1610612765.0,DET,step back,,,Joseph,C. Joseph,,,,,Mid-Range,16-24 Right,21.12,Missed,,,,,,,,,,,,,,,,,,
507,PT09M58.00S,2022-11-23T03:58:30.9Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,83,90,2022-11-23T03:58:33Z,4960000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Right,,,,,,,,,506.0,2.0,2.0,0.0,,,,,,,,
508,PT09M52.00S,2022-11-23T03:58:40.0Z,4,REGULAR,foul,offensive,[],1628971,,,1610612743,83,90,2022-11-23T03:58:51Z,4970000,False,,,0,,B. Brown offensive FOUL (1 PF),"[1628971, 202692]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,1627524.0,,,,,,,,,1.0,0.0,Burks,202692.0,,,,
510,PT09M52.00S,2022-11-23T03:58:40.0Z,4,REGULAR,turnover,offensive foul,[],1628971,,,1610612743,83,90,2022-11-23T03:58:40Z,4990000,False,,,0,,B. Brown offensive foul TURNOVER (2 TO),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,1627524.0,2.0,,,,,,,,,,,,,,,
511,PT09M33.00S,2022-11-23T03:59:06.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628977,92.85479632063075,44.36274509803921,1610612765,83,90,2022-11-23T03:59:11Z,5000000,False,-28.0,15.0,1,right,MISS H. Diallo cutting finger roll Layup,[1628977],1610612765.0,DET,cutting finger roll,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
512,PT09M31.00S,2022-11-23T03:59:08.3Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,83,90,2022-11-23T03:59:11Z,5010000,False,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,511.0,3.0,3.0,0.0,,,,,,,,
513,PT09M29.00S,2022-11-23T03:59:12.2Z,4,REGULAR,foul,personal,[],1628977,,,1610612743,83,90,2022-11-23T03:59:26Z,5020000,False,,,0,,H. Diallo personal FOUL (2 PF),"[1628977, 1627750]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Center,,,,203177.0,,,,,,,,,2.0,0.0,Murray,1627750.0,,,,
