actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
434,PT06M46.00S,2023-03-04T04:48:32.4Z,3,REGULAR,steal,,[],1629008,,,1610612743,65,72,2023-03-04T04:48:33Z,4300000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
435,PT06M43.00S,2023-03-04T04:48:35.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627750,90.09526938239159,96.56862745098039,1610612743,65,72,2023-03-04T04:49:43Z,4310000,False,233.0,41.0,1,right,MISS J. Murray running 3PT,[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,23.63,Missed,,,,,,,,,,,,,,,,,,
436,PT06M39.00S,2023-03-04T04:48:38.2Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,65,72,2023-03-04T04:48:38Z,4320000,False,,,0,,S. Aldama REBOUND (Off:0 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,,435.0,4.0,4.0,0.0,,,,,,,,,,,,,
437,PT06M26.00S,2023-03-04T04:48:51.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,15.588042049934298,53.92156862745098,1610612763,65,72,2023-03-04T04:48:57Z,4330000,False,-20.0,94.0,1,left,MISS J. Morant 9' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,9.6,Missed,,,,,,,,,,,,,,,,,,
438,PT06M24.00S,2023-03-04T04:48:53.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,65,72,2023-03-04T04:48:57Z,4340000,False,,,0,,N. Jokic REBOUND (Off:1 Def:11),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,437.0,12.0,11.0,1.0,,,,,,,,,,,,,
440,PT06M13.00S,2023-03-04T04:49:07.1Z,3,REGULAR,substitution,out,[],1630217,,,1610612743,65,72,2023-03-04T04:49:16Z,4360000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M13.00S,2023-03-04T04:49:07.1Z,3,REGULAR,substitution,in,[],1628379,,,1610612743,65,72,2023-03-04T04:49:16Z,4370000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M07.00S,2023-03-04T04:49:34.1Z,3,REGULAR,3pt,Jump Shot,[],1629008,74.32654402102497,13.480392156862745,1610612743,68,72,2023-03-04T04:49:39Z,4380000,False,-183.0,189.0,1,right,M. Porter Jr. 26' 3PT  (18 PTS) (J. Murray 4 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.27,Made,18.0,,,,,,,,J. Murray,1627750.0,4.0,,,,,,,
444,PT05M42.00S,2023-03-04T04:49:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,9.937582128777924,51.9607843137255,1610612763,68,72,2023-03-04T04:50:03Z,4400000,False,-10.0,41.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,,
445,PT05M40.00S,2023-03-04T04:50:00.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,68,72,2023-03-04T04:50:03Z,4410000,False,,,0,,N. Jokic REBOUND (Off:1 Def:12),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,444.0,13.0,12.0,1.0,,,,,,,,,,,,,
447,PT05M36.00S,2023-03-04T04:50:07.0Z,3,REGULAR,substitution,out,[],1627750,,,1610612743,68,72,2023-03-04T04:50:15Z,4430000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M36.00S,2023-03-04T04:50:07.0Z,3,REGULAR,substitution,in,[],1628971,,,1610612743,68,72,2023-03-04T04:50:15Z,4440000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M30.00S,2023-03-04T04:50:50.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,66.70499342969777,58.82352941176471,1610612743,68,72,2023-03-04T04:50:58Z,4460000,False,44.0,260.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
451,PT05M24.00S,2023-03-04T04:50:56.4Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612743,68,72,2023-03-04T04:50:56Z,4470000,False,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,450.0,3.0,2.0,1.0,,,,,,,,,,,,,
452,PT05M24.00S,2023-03-04T04:50:56.4Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628971,94.40999984741211,50.0,1610612743,68,72,2023-03-04T04:51:15Z,4480000,False,0.0,0.0,1,right,MISS B. Brown tip DUNK,[1628971],1610612743.0,DEN,tip,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
453,PT05M23.00S,2023-03-04T04:50:57.4Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,68,72,2023-03-04T04:50:57Z,4490000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,452.0,7.0,5.0,2.0,,,,,,,,,,,,,
454,PT05M22.00S,2023-03-04T04:50:58.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629008,93.24901445466492,54.65686274509803,1610612743,70,72,2023-03-04T04:51:09Z,4500000,False,23.0,11.0,1,right,M. Porter Jr. driving floating bank Jump Shot (20 PTS),[1629008],1610612743.0,DEN,driving floating bank,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.58,Made,20.0,,,,,,,,,,,,,,,,,
455,PT05M07.00S,2023-03-04T04:51:18.1Z,3,REGULAR,2pt,Jump Shot,[],1628415,9.149145860709593,67.15686274509804,1610612763,70,72,2023-03-04T04:51:24Z,4510000,False,-86.0,34.0,1,left,MISS D. Brooks 9' Jump Shot - blocked,"[1628415, 203999]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,9.21,Missed,,,,,,,,,,,,Jokic,203999.0,,,,,
456,PT05M07.00S,2023-03-04T04:51:18.1Z,3,REGULAR,block,,[],203999,,,1610612763,70,72,2023-03-04T04:51:22Z,4520000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
457,PT05M07.00S,2023-03-04T04:51:18.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,70,72,2023-03-04T05:01:33Z,4530000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,,455.0,,,,,,,,,,,,,,,,
458,PT05M04.00S,2023-03-04T04:52:04.6Z,3,REGULAR,jumpball,recovered,[],1629008,,,1610612743,70,72,2023-03-04T05:01:33Z,4540000,False,,,0,,Jump Ball N. Jokic vs. D. Brooks: Tip to M. Porter Jr.,"[1629008, 203999, 1628415]",1610612743.0,DEN,heldball,M. Porter Jr.,1629008.0,Porter Jr.,M. Porter Jr.,Jokic,203999.0,Brooks,1628415.0,,,,,,,,,,,,,,,,,,,,,,
463,PT04M56.00S,2023-03-04T04:52:11.9Z,3,REGULAR,3pt,Jump Shot,[],203932,78.40013140604468,91.42156862745098,1610612743,70,72,2023-03-04T05:01:24Z,4590000,False,207.0,151.0,1,right,MISS A. Gordon 25' step back 3PT,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,25.6,Missed,,,,,,,,,,,,,,,,,,
464,PT04M54.00S,2023-03-04T04:52:13.9Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612763,70,72,2023-03-04T04:52:18Z,4600000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,463.0,1.0,1.0,0.0,,,,,,,,,,,,,
465,PT04M43.00S,2023-03-04T04:52:25.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,19.92444152431012,35.049019607843135,1610612763,70,72,2023-03-04T04:52:29Z,4610000,False,75.0,135.0,1,left,MISS D. Brooks 15' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,15.42,Missed,,,,,,,,,,,,,,,,,,
466,PT04M41.00S,2023-03-04T04:52:27.7Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,70,72,2023-03-04T04:52:29Z,4620000,False,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,465.0,3.0,1.0,2.0,,,,,,,,,,,,,
467,PT04M27.00S,2023-03-04T04:52:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,91.27792378449409,37.745098039215684,1610612743,72,72,2023-03-04T04:52:45Z,4630000,False,-61.0,29.0,1,right,B. Brown 6' driving floating bank Jump Shot (13 PTS),[1628971],1610612743.0,DEN,driving floating bank,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.8,Made,13.0,,,,,,,,,,,,,,,,,
468,PT04M08.00S,2023-03-04T04:52:59.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,6.783837056504599,36.76470588235294,1610612763,72,74,2023-03-04T04:54:49Z,4640000,False,66.0,11.0,1,left,X. Tillman 6' floating Jump Shot (10 PTS) (J. Morant 10 AST),"[1630214, 1629630]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,10.0,,,,,,,,J. Morant,1629630.0,10.0,,,,,,,
470,PT03M57.00S,2023-03-04T04:53:10.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.72339027595268,49.26470588235294,1610612743,74,74,2023-03-04T04:53:15Z,4660000,False,-4.0,16.0,1,right,A. Gordon alley-oop DUNK (8 PTS) (N. Jokic 9 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.63,Made,8.0,,,,,,,,N. Jokic,203999.0,9.0,,,,,,,
472,PT03M34.00S,2023-03-04T04:53:34.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,6.389618922470433,61.274509803921575,1610612763,74,74,2023-03-04T04:53:48Z,4680000,False,-56.0,8.0,1,left,MISS S. Aldama turnaround Shot,[1630583],1610612763.0,MEM,turnaround,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,,,,,,,,,,,,,
473,PT03M33.00S,2023-03-04T04:53:35.3Z,3,REGULAR,rebound,offensive,[],1629630,,,1610612763,74,74,2023-03-04T04:54:53Z,4690000,False,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,472.0,3.0,2.0,1.0,,,,,,,,,,,,,
474,PT03M33.00S,2023-03-04T04:53:37.9Z,3,REGULAR,foul,personal,['2freethrow'],203999,,,1610612763,74,74,2023-03-04T04:53:53Z,4700000,False,,,0,,N. Jokic shooting personal FOUL (2 PF) (Tillman 2 FT),"[203999, 1630214]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Tillman,1630214.0
476,PT03M33.00S,2023-03-04T04:54:14.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630214,,,1610612763,74,75,2023-03-04T04:54:14Z,4720000,False,,,0,,X. Tillman Free Throw 1 of 2 (11 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
477,PT03M33.00S,2023-03-04T04:54:15.3Z,3,REGULAR,substitution,out,[],203484,,,1610612763,74,75,2023-03-04T04:54:29Z,4730000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M33.00S,2023-03-04T04:54:15.3Z,3,REGULAR,substitution,out,[],203932,,,1610612763,74,75,2023-03-04T04:54:29Z,4740000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M33.00S,2023-03-04T04:54:15.3Z,3,REGULAR,substitution,out,[],1628415,,,1610612763,74,75,2023-03-04T04:54:29Z,4750000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M33.00S,2023-03-04T04:54:15.3Z,3,REGULAR,substitution,in,[],201145,,,1610612763,74,75,2023-03-04T04:54:29Z,4760000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M33.00S,2023-03-04T04:54:15.3Z,3,REGULAR,substitution,in,[],202704,,,1610612763,74,75,2023-03-04T04:54:29Z,4770000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M33.00S,2023-03-04T04:54:15.3Z,3,REGULAR,substitution,in,[],1629723,,,1610612763,74,75,2023-03-04T04:54:29Z,4780000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M33.00S,2023-03-04T04:54:49.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630214,,,1610612763,74,75,2023-03-04T04:54:49Z,4790000,False,,,0,,MISS X. Tillman Free Throw 2 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
484,PT03M32.00S,2023-03-04T04:54:49.8Z,3,REGULAR,rebound,defensive,[],201145,,,1610612743,74,75,2023-03-04T04:54:49Z,4800000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,483.0,1.0,1.0,0.0,,,,,,,,,,,,,
485,PT03M16.00S,2023-03-04T04:55:05.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,89.43823915900131,58.333333333333336,1610612743,74,75,2023-03-04T04:55:09Z,4810000,False,42.0,47.0,1,right,MISS N. Jokic 6' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
486,PT03M14.00S,2023-03-04T04:55:07.2Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,74,75,2023-03-04T04:55:09Z,4820000,False,,,0,,X. Tillman REBOUND (Off:1 Def:8),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,485.0,9.0,8.0,1.0,,,,,,,,,,,,,
487,PT03M08.00S,2023-03-04T04:55:13.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629630,7.178055190538765,54.65686274509803,1610612763,74,77,2023-03-04T04:56:14Z,4830000,False,-23.0,15.0,1,left,J. Morant running reverse Layup (23 PTS),[1629630],1610612763.0,MEM,running reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.77,Made,23.0,,,,,,,,,,,,,,,,,
488,PT02M44.00S,2023-03-04T04:55:38.5Z,3,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612743,74,77,2023-03-04T04:55:50Z,4840000,False,,,0,,X. Tillman shooting personal FOUL (4 PF) (Green 2 FT),"[1630214, 201145]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202058.0,4.0,0.0,Green,201145.0
490,PT02M44.00S,2023-03-04T04:56:07.7Z,3,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,75,77,2023-03-04T04:56:07Z,4860000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
491,PT02M44.00S,2023-03-04T04:56:08.2Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,75,77,2023-03-04T04:56:18Z,4870000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT02M44.00S,2023-03-04T04:56:08.2Z,3,REGULAR,substitution,out,[],1630214,,,1610612743,75,77,2023-03-04T04:56:18Z,4880000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M44.00S,2023-03-04T04:56:08.2Z,3,REGULAR,substitution,in,[],1627750,,,1610612743,75,77,2023-03-04T04:56:18Z,4890000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M44.00S,2023-03-04T04:56:08.2Z,3,REGULAR,substitution,in,[],1628991,,,1610612743,75,77,2023-03-04T04:56:18Z,4900000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M44.00S,2023-03-04T04:56:29.7Z,3,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,76,77,2023-03-04T04:56:29Z,4910000,False,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
496,PT02M35.00S,2023-03-04T04:56:52.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612763,76,77,2023-03-04T04:57:01Z,4920000,False,,,0,,N. Jokic shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[203999, 1628991]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Jackson Jr.,1628991.0
498,PT02M35.00S,2023-03-04T04:57:13.7Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,76,78,2023-03-04T04:57:13Z,4940000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (9 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
499,PT02M35.00S,2023-03-04T04:57:28.7Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,76,78,2023-03-04T04:57:28Z,4950000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
500,PT02M32.00S,2023-03-04T04:57:29.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,76,78,2023-03-04T04:57:29Z,4960000,False,,,0,,N. Jokic REBOUND (Off:1 Def:13),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,499.0,14.0,13.0,1.0,,,,,,,,,,,,,
501,PT02M17.00S,2023-03-04T04:57:47.3Z,3,REGULAR,foul,personal,[],1628991,,,1610612743,76,78,2023-03-04T04:58:37Z,4970000,False,,,0,,J. Jackson Jr. personal FOUL (2 PF),"[1628991, 203999]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Jokic,203999.0
503,PT02M17.00S,2023-03-04T04:57:56.1Z,3,REGULAR,substitution,out,[],203999,,,1610612743,76,78,2023-03-04T04:57:58Z,4990000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M17.00S,2023-03-04T04:57:56.1Z,3,REGULAR,substitution,in,[],1628418,,,1610612743,76,78,2023-03-04T04:57:58Z,5000000,False,,,0,,SUB in: T. Bryant,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M10.00S,2023-03-04T04:58:25.5Z,3,REGULAR,3pt,Jump Shot,[],1628971,75.90341655716163,85.5392156862745,1610612743,76,78,2023-03-04T04:58:40Z,5010000,False,178.0,174.0,1,right,MISS B. Brown 24' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
506,PT02M07.00S,2023-03-04T04:58:28.0Z,3,REGULAR,rebound,offensive,[],1628418,,,1610612743,76,78,2023-03-04T04:58:28Z,5020000,False,,,0,,T. Bryant REBOUND (Off:1 Def:2),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,,505.0,3.0,2.0,1.0,,,,,,,,,,,,,
507,PT02M05.00S,2023-03-04T04:58:30.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,89.30683311432325,44.6078431372549,1610612743,76,78,2023-03-04T04:58:50Z,5030000,False,-27.0,48.0,1,right,MISS T. Bryant putback Layup - blocked,"[1628418, 1628991]",1610612743.0,DEN,putback,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,
508,PT02M05.00S,2023-03-04T04:58:30.6Z,3,REGULAR,block,,[],1628991,,,1610612743,76,78,2023-03-04T04:58:32Z,5040000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
509,PT02M05.00S,2023-03-04T04:58:30.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,76,78,2023-03-04T05:16:08Z,5050000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,507.0,,,,,,,,,,,,,,,,
510,PT02M00.00S,2023-03-04T04:59:13.9Z,3,REGULAR,jumpball,recovered,[],1628379,,,1610612763,76,78,2023-03-04T05:16:08Z,5060000,False,,,0,,Jump Ball J. Konchar vs. B. Brown: Tip to L. Kennard,"[1628379, 1629723, 1628971]",1610612763.0,MEM,heldball,L. Kennard,1628379.0,Kennard,L. Kennard,Konchar,1629723.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,,,,,
515,PT01M49.00S,2023-03-04T04:59:38.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628418,,,1610612763,76,78,2023-03-04T05:16:08Z,5110000,False,,,0,,T. Bryant personal FOUL (3 PF) (Aldama 2 FT),"[1628418, 1630583]",1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,203592.0,3.0,0.0,Aldama,1630583.0
518,PT01M49.00S,2023-03-04T05:00:05.1Z,3,REGULAR,freethrow,1 of 2,[],1630583,,,1610612763,76,79,2023-03-04T05:01:05Z,5140000,False,,,0,,S. Aldama Free Throw 1 of 2 (1 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
519,PT01M49.00S,2023-03-04T05:00:05.1Z,3,REGULAR,freethrow,2 of 2,[],1630583,,,1610612763,76,79,2023-03-04T05:01:05Z,5150000,False,,,0,,MISS S. Aldama Free Throw 2 of 2,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
520,PT01M47.00S,2023-03-04T05:00:07.1Z,3,REGULAR,rebound,defensive,[],201145,,,1610612743,76,79,2023-03-04T05:01:05Z,5160000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,519.0,2.0,2.0,0.0,,,,,,,,,,,,,
521,PT01M29.00S,2023-03-04T05:00:44.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612743,76,79,2023-03-04T05:00:52Z,5170000,False,,,0,,J. Jackson Jr. personal FOUL (3 PF) (Bryant 2 FT),"[1628991, 1628418]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201638.0,3.0,0.0,Bryant,1628418.0
523,PT01M29.00S,2023-03-04T05:01:14.7Z,3,REGULAR,freethrow,1 of 2,[],1628418,,,1610612743,77,79,2023-03-04T05:01:14Z,5190000,False,,,0,,T. Bryant Free Throw 1 of 2 (1 PTS),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
524,PT01M29.00S,2023-03-04T05:01:28.0Z,3,REGULAR,freethrow,2 of 2,[],1628418,,,1610612743,78,79,2023-03-04T05:01:28Z,5200000,False,,,0,,T. Bryant Free Throw 2 of 2 (2 PTS),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
