actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
338,PT10M40.00S,2022-10-27T03:30:23.7Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,54,56,2022-10-27T03:30:29Z,3350000,,,0,,J. Murray bad pass TURNOVER (4 TO),"[1627750, 203076]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,4.0,Davis,203076.0
339,PT10M40.00S,2022-10-27T03:30:23.7Z,3,REGULAR,steal,,[],203076,,,1610612747,54,56,2022-10-27T03:30:25Z,3360000,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
341,PT10M28.00S,2022-10-27T03:30:47.9Z,3,REGULAR,turnover,bad pass,[],2544,,,1610612747,54,56,2022-10-27T03:38:08Z,3380000,,,0,,L. James bad pass TURNOVER (5 TO),"[2544, 1628971]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,5.0,Brown,1628971.0
342,PT10M28.00S,2022-10-27T03:30:47.9Z,3,REGULAR,steal,,[],1628971,,,1610612743,54,56,2022-10-27T03:30:49Z,3390000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
343,PT10M23.00S,2022-10-27T03:30:52.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,93.24901445466492,50.73529411764706,1610612743,56,56,2022-10-27T03:30:58Z,3400000,4.0,11.0,1,right,J. Murray running DUNK (6 PTS) (B. Brown 1 AST),"[1627750, 1628971]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,6.0,,,,,,B. Brown,1628971.0,1.0,,,,,
345,PT09M58.00S,2022-10-27T03:31:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.30946123521682,54.90196078431373,1610612747,56,56,2022-10-27T03:31:22Z,3420000,-25.0,16.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
346,PT09M56.00S,2022-10-27T03:31:19.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,56,56,2022-10-27T03:31:22Z,3430000,,,0,,N. Jokic REBOUND (Off:0 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,345.0,9.0,9.0,0.0,,,,,,,,,,,,,,
347,PT09M51.00S,2022-10-27T03:31:24.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,93.24901445466492,96.56862745098039,1610612743,59,56,2022-10-27T03:33:20Z,3440000,233.0,11.0,1,right,K. Caldwell-Pope 3PT running (8 PTS) (A. Gordon 3 AST),"[203484, 203932]",1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,8.0,,,,,,A. Gordon,203932.0,3.0,,,,,
349,PT09M30.00S,2022-10-27T03:31:48.5Z,3,REGULAR,turnover,traveling,[],2544,,,1610612747,59,56,2022-10-27T03:31:54Z,3460000,,,0,,L. James traveling TURNOVER (6 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,203591.0,,,,,,,,,,6.0,,
350,PT09M13.00S,2022-10-27T03:32:11.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203999,92.19776609724047,66.17647058823529,1610612743,61,56,2022-10-27T03:32:15Z,3470000,81.0,21.0,1,right,N. Jokic 8' driving floating bank Jump Shot (15 PTS) (J. Murray 4 AST),"[203999, 1627750]",1610612743.0,DEN,driving floating bank,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,8.35,Made,,,,,15.0,,,,,,J. Murray,1627750.0,4.0,,,,,
352,PT09M01.00S,2022-10-27T03:32:25.3Z,3,REGULAR,foul,personal,[],203932,,,1610612747,61,56,2022-10-27T03:32:54Z,3490000,,,0,,A. Gordon personal FOUL (1 PF),"[203932, 201976]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,203591.0,1.0,1.0,Beverley,201976.0,,,,,,,,
354,PT08M52.00S,2022-10-27T03:32:49.3Z,3,REGULAR,turnover,bad pass,[],2544,,,1610612747,61,56,2022-10-27T03:33:00Z,3510000,,,0,,L. James bad pass TURNOVER (7 TO),"[2544, 203999]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,7.0,Jokic,203999.0
355,PT08M52.00S,2022-10-27T03:32:49.3Z,3,REGULAR,steal,,[],203999,,,1610612743,61,56,2022-10-27T03:32:50Z,3520000,,,0,,N. Jokic STEAL (3 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
356,PT08M51.00S,2022-10-27T03:32:54.5Z,3,REGULAR,violation,kicked ball,[],2544,,,1610612743,61,56,2022-10-27T03:33:06Z,3530000,,,0,,L. James kicked ball VIOLATION,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,203591.0,,,,,,,,,,,,
357,PT08M45.00S,2022-10-27T03:33:14.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203484,78.26872536136662,59.80392156862745,1610612743,61,56,2022-10-27T03:33:19Z,3540000,49.0,152.0,1,right,MISS K. Caldwell-Pope 15' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,
358,PT08M43.00S,2022-10-27T03:33:16.0Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,61,56,2022-10-27T03:33:19Z,3550000,,,0,,A. Davis REBOUND (Off:0 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,,,357.0,6.0,6.0,0.0,,,,,,,,,,,,,,
359,PT08M36.00S,2022-10-27T03:33:25.9Z,3,REGULAR,foul,personal,['2freethrow'],203484,,,1610612747,61,56,2022-10-27T03:33:38Z,3560000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Beverley 2 FT),"[203484, 201976]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,1.0,0.0,Beverley,201976.0,,,,,,,,
361,PT08M36.00S,2022-10-27T03:33:55.6Z,3,REGULAR,freethrow,1 of 2,[],201976,,,1610612747,61,57,2022-10-27T03:33:55Z,3580000,,,0,,P. Beverley Free Throw 1 of 2 (3 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
362,PT08M36.00S,2022-10-27T03:34:14.3Z,3,REGULAR,freethrow,2 of 2,[],201976,,,1610612747,61,58,2022-10-27T03:34:14Z,3590000,,,0,,P. Beverley Free Throw 2 of 2 (4 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
363,PT08M17.00S,2022-10-27T03:34:35.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,93.51182654402102,50.245098039215684,1610612743,63,58,2022-10-27T03:34:42Z,3600000,1.0,8.0,1,right,N. Jokic driving DUNK (17 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,17.0,,,,,,J. Murray,1627750.0,5.0,,,,,
365,PT07M58.00S,2022-10-27T03:34:53.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,11.12023653088042,53.92156862745098,1610612747,63,58,2022-10-27T03:34:59Z,3620000,-20.0,52.0,1,left,MISS A. Reaves driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
366,PT07M56.00S,2022-10-27T03:34:55.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,63,58,2022-10-27T03:34:59Z,3630000,,,0,,N. Jokic REBOUND (Off:0 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,365.0,10.0,10.0,0.0,,,,,,,,,,,,,,
367,PT07M51.00S,2022-10-27T03:35:00.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,92.32917214191852,4.166666666666666,1610612743,66,58,2022-10-27T03:35:51Z,3640000,-229.0,20.0,1,right,K. Caldwell-Pope 3PT running (11 PTS) (B. Brown 2 AST),"[203484, 1628971]",1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.0,Made,,,,,11.0,,,,,,B. Brown,1628971.0,2.0,,,,,
369,PT07M41.00S,2022-10-27T03:35:13.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,66,58,2022-10-27T03:35:13Z,3660000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M34.00S,2022-10-27T03:38:43.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.360709592641262,46.568627450980394,1610612747,66,60,2022-10-27T03:38:49Z,3670000,17.0,26.0,1,left,L. James driving finger roll Layup (9 PTS) (A. Davis 4 AST),"[2544, 203076]",1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,9.0,,,,,,A. Davis,203076.0,4.0,,,,,
372,PT07M23.00S,2022-10-27T03:38:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.9862023653088,56.127450980392155,1610612743,66,60,2022-10-27T03:39:05Z,3690000,31.0,13.0,1,right,MISS B. Brown driving reverse Layup - blocked,"[1628971, 203076]",1610612743.0,DEN,driving reverse,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,Davis,203076.0,,,
373,PT07M23.00S,2022-10-27T03:38:55.4Z,3,REGULAR,block,,[],203076,,,1610612743,66,60,2022-10-27T03:38:57Z,3700000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
374,PT07M23.00S,2022-10-27T03:38:55.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,66,60,2022-10-27T03:39:05Z,3710000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,372.0,,,,,,,,,,,,,,,,,
375,PT07M17.00S,2022-10-27T03:39:21.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627750,83.39356110381078,38.970588235294116,1610612743,68,60,2022-10-27T03:39:26Z,3720000,-55.0,104.0,1,right,J. Murray 11' driving floating Jump Shot (8 PTS) (N. Jokic 5 AST),"[1627750, 203999]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.73,Made,,,,,8.0,,,,,,N. Jokic,203999.0,5.0,,,,,
377,PT07M02.00S,2022-10-27T03:39:35.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,5.732588699080158,64.95098039215686,1610612747,68,60,2022-10-27T03:39:41Z,3740000,-75.0,1.0,1,left,MISS A. Davis 7' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.48,Missed,,,,,,,,,,,,,,,,,,
378,PT07M00.00S,2022-10-27T03:39:37.9Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,68,60,2022-10-27T03:39:41Z,3750000,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,377.0,3.0,1.0,2.0,,,,,,,,,,,,,,
379,PT06M53.00S,2022-10-27T03:39:45.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,88.78120893561103,49.26470588235294,1610612743,70,60,2022-10-27T03:39:55Z,3760000,-4.0,53.0,1,right,N. Jokic turnaround Hook (19 PTS) (B. Brown 3 AST),"[203999, 1628971]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,,,,,19.0,,,,,,B. Brown,1628971.0,3.0,,,,,
381,PT06M31.00S,2022-10-27T03:40:06.9Z,3,REGULAR,3pt,Jump Shot,[],1629022,21.895532194480946,89.70588235294117,1610612747,70,60,2022-10-27T03:40:11Z,3780000,-199.0,153.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
382,PT06M28.00S,2022-10-27T03:40:09.9Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,70,60,2022-10-27T03:40:11Z,3790000,,,0,,A. Gordon REBOUND (Off:3 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,381.0,7.0,4.0,3.0,,,,,,,,,,,,,,
383,PT06M21.00S,2022-10-27T03:40:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.72339027595268,54.41176470588235,1610612743,72,60,2022-10-27T03:40:21Z,3800000,22.0,16.0,1,right,N. Jokic Layup (21 PTS) (A. Gordon 4 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,21.0,,,,,,A. Gordon,203932.0,4.0,,,,,
386,PT06M04.00S,2022-10-27T03:40:36.1Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612747,72,60,2022-10-27T03:40:54Z,3820000,,,0,,B. Brown shooting personal FOUL (2 PF) (Walker IV 2 FT),"[1628971, 1629022]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,2.0,0.0,Walker IV,1629022.0,,,,,,,,
388,PT06M04.00S,2022-10-27T03:41:12.8Z,3,REGULAR,freethrow,1 of 2,[],1629022,,,1610612747,72,61,2022-10-27T03:41:43Z,3840000,,,0,,L. Walker IV Free Throw 1 of 2 (12 PTS),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
390,PT06M04.00S,2022-10-27T03:41:13.6Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,72,61,2022-10-27T03:41:25Z,3860000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M04.00S,2022-10-27T03:41:13.6Z,3,REGULAR,substitution,out,[],201976,,,1610612747,72,61,2022-10-27T03:41:25Z,3870000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M04.00S,2022-10-27T03:41:13.6Z,3,REGULAR,substitution,in,[],1631128,,,1610612747,72,61,2022-10-27T03:41:25Z,3880000,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M04.00S,2022-10-27T03:41:13.6Z,3,REGULAR,substitution,in,[],1629134,,,1610612747,72,61,2022-10-27T03:41:25Z,3890000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M04.00S,2022-10-27T03:41:13.6Z,3,REGULAR,substitution,in,[],1628972,,,1610612747,72,61,2022-10-27T03:41:25Z,3900000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M04.00S,2022-10-27T03:41:13.6Z,3,REGULAR,substitution,out,[],1628971,,,1610612747,72,61,2022-10-27T03:41:36Z,3910000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M04.00S,2022-10-27T03:41:12.8Z,3,REGULAR,freethrow,2 of 2,[],1629022,,,1610612747,72,61,2022-10-27T03:41:43Z,3920000,,,0,,MISS L. Walker IV Free Throw 2 of 2,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
397,PT05M58.00S,2022-10-27T03:41:18.8Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,72,61,2022-10-27T03:41:43Z,3930000,,,0,,A. Gordon REBOUND (Off:3 Def:5),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,396.0,8.0,5.0,3.0,,,,,,,,,,,,,,
398,PT05M45.00S,2022-10-27T03:41:54.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,93.24901445466492,51.470588235294116,1610612743,74,61,2022-10-27T03:42:00Z,3940000,7.0,11.0,1,right,A. Gordon DUNK (6 PTS) (N. Jokic 6 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,6.0,,,,,,N. Jokic,203999.0,6.0,,,,,
400,PT05M33.00S,2022-10-27T03:42:05.4Z,3,REGULAR,2pt,Jump Shot,[],1628972,5.338370565045992,66.17647058823529,1610612747,74,63,2022-10-27T03:43:05Z,3960000,-81.0,-2.0,1,left,T. Brown Jr. 8' driving floating Jump Shot (4 PTS),[1628972],1610612747.0,LAL,driving floating,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Left,8.09,Made,,,,,4.0,,,,,,,,,,,,,
402,PT05M18.00S,2022-10-27T03:42:37.6Z,3,REGULAR,3pt,Jump Shot,[],1627750,66.70499342969777,46.07843137254902,1610612743,74,63,2022-10-27T03:42:43Z,3980000,-20.0,260.0,1,right,MISS J. Murray 26' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.12,Missed,,,,,,,,,,,,,,,,,,
403,PT05M14.00S,2022-10-27T03:42:41.6Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612747,74,63,2022-10-27T03:42:43Z,3990000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,402.0,1.0,1.0,0.0,,,,,,,,,,,,,,
404,PT05M03.00S,2022-10-27T03:42:52.1Z,3,REGULAR,3pt,Jump Shot,[],1629134,7.440867279894875,96.07843137254902,1610612747,74,63,2022-10-27T03:42:55Z,4000000,-230.0,17.0,1,left,MISS K. Nunn 3PT,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
405,PT05M00.00S,2022-10-27T03:42:55.1Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,74,63,2022-10-27T03:42:55Z,4010000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:4),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,404.0,4.0,4.0,0.0,,,,,,,,,,,,,,
406,PT04M50.00S,2022-10-27T03:43:05.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,91.14651773981603,50.98039215686274,1610612743,76,63,2022-10-27T03:43:08Z,4020000,5.0,31.0,1,right,J. Murray driving finger roll Layup (10 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,10.0,,,,,,,,,,,,,
407,PT04M36.00S,2022-10-27T03:43:19.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,12.434296977660972,54.65686274509803,1610612747,76,63,2022-10-27T03:43:28Z,4030000,-23.0,64.0,1,left,MISS L. Walker IV 6' floating Shot - blocked,"[1629022, 203932]",1610612747.0,LAL,floating,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,,,,,,,,,,,,,Gordon,203932.0,,,
408,PT04M36.00S,2022-10-27T03:43:19.0Z,3,REGULAR,block,,[],203932,,,1610612747,76,63,2022-10-27T03:43:21Z,4040000,,,0,,A. Gordon BLOCK (2 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
409,PT04M33.00S,2022-10-27T03:43:22.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,76,63,2022-10-27T03:43:28Z,4050000,,,0,,N. Jokic REBOUND (Off:0 Def:11),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,407.0,11.0,11.0,0.0,,,,,,,,,,,,,,
410,PT04M27.00S,2022-10-27T03:43:28.1Z,3,REGULAR,3pt,Jump Shot,[],203932,80.89684625492772,92.64705882352942,1610612743,76,63,2022-10-27T03:43:37Z,4060000,213.0,127.0,1,right,MISS A. Gordon 24' step back 3PT,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
411,PT04M24.00S,2022-10-27T03:43:31.1Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,76,63,2022-10-27T03:43:37Z,4070000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,410.0,4.0,4.0,0.0,,,,,,,,,,,,,,
412,PT04M14.00S,2022-10-27T03:43:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.783837056504599,55.392156862745104,1610612747,76,65,2022-10-27T03:43:46Z,4080000,-27.0,11.0,1,left,A. Davis Layup (20 PTS) (L. James 8 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.93,Made,,,,,20.0,,,,,,L. James,2544.0,8.0,,,,,
414,PT03M58.00S,2022-10-27T03:43:56.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,84.83902759526939,50.0,1610612743,78,65,2022-10-27T03:44:00Z,4100000,0.0,90.0,1,right,N. Jokic 9' floating Jump Shot (23 PTS) (J. Murray 6 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,9.0,Made,,,,,23.0,,,,,,J. Murray,1627750.0,6.0,,,,,
416,PT03M45.00S,2022-10-27T03:44:13.3Z,3,REGULAR,violation,kicked ball,[],203999,,,1610612747,78,65,2022-10-27T03:44:21Z,4120000,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,203591.0,,,,,,,,,,,,
417,PT03M45.00S,2022-10-27T03:44:18.5Z,3,REGULAR,substitution,out,[],1627750,,,1610612747,78,65,2022-10-27T03:44:28Z,4130000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M45.00S,2022-10-27T03:44:18.5Z,3,REGULAR,substitution,out,[],203932,,,1610612747,78,65,2022-10-27T03:44:28Z,4140000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M45.00S,2022-10-27T03:44:18.5Z,3,REGULAR,substitution,out,[],2544,,,1610612747,78,65,2022-10-27T03:44:28Z,4150000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M45.00S,2022-10-27T03:44:18.5Z,3,REGULAR,substitution,in,[],201145,,,1610612747,78,65,2022-10-27T03:44:28Z,4160000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M45.00S,2022-10-27T03:44:18.5Z,3,REGULAR,substitution,in,[],1630538,,,1610612747,78,65,2022-10-27T03:44:28Z,4170000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M45.00S,2022-10-27T03:44:18.5Z,3,REGULAR,substitution,in,[],1629308,,,1610612747,78,65,2022-10-27T03:44:28Z,4180000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M32.00S,2022-10-27T03:44:49.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628972,8.886333771353483,58.82352941176471,1610612747,78,65,2022-10-27T03:47:01Z,4190000,-44.0,31.0,1,left,MISS T. Brown Jr. driving Hook,[1628972],1610612747.0,LAL,driving,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
424,PT03M29.00S,2022-10-27T03:44:52.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,78,65,2022-10-27T03:45:01Z,4200000,,,0,,N. Jokic REBOUND (Off:0 Def:12),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,423.0,12.0,12.0,0.0,,,,,,,,,,,,,,
425,PT03M27.00S,2022-10-27T03:44:57.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201145,91.93495400788436,44.11764705882353,1610612743,80,65,2022-10-27T03:45:07Z,4210000,-29.0,23.0,1,right,J. Green running Layup (6 PTS) (B. Hyland 5 AST),"[201145, 1630538]",1610612743.0,DEN,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.75,Made,,,,,6.0,,,,,,B. Hyland,1630538.0,5.0,,,,,
