actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
16,PT10M50.00S,2021-10-25T01:41:56.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,66.40932982917215,49.754901960784316,1610612763,0,3,2021-10-25T01:42:02Z,160000,-1.0,263.0,1,right,MISS D. Melton 26' running pullup 3PT,[1629001],1610612763.0,MEM,running pullup,,,Melton,D. Melton,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M48.00S,2021-10-25T01:41:58.1Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,0,3,2021-10-25T01:42:02Z,170000,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
18,PT10M35.00S,2021-10-25T01:42:11.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,7.670827858081481,49.26470588235294,1610612747,2,3,2021-10-25T01:42:17Z,180000,4.0,20.0,1,left,D. Jordan DUNK (2 PTS) (R. Westbrook 1 AST),"[201599, 201566]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,1.99,Made,,,,,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,
20,PT10M19.00S,2021-10-25T01:42:27.0Z,1,REGULAR,2pt,Jump Shot,[],1630217,78.49868593955321,57.84313725490196,1610612763,2,3,2021-10-25T01:42:32Z,200000,39.0,150.0,1,right,MISS D. Bane 15' Jump Shot,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,15.47,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2021-10-25T01:42:30.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,2,3,2021-10-25T01:42:32Z,210000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT10M11.00S,2021-10-25T01:42:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.802233902759525,49.50980392156863,1610612747,4,3,2021-10-25T01:42:42Z,220000,2.0,21.0,1,left,A. Davis Layup (2 PTS) (R. Westbrook 2 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,2.09,Made,,,,,2.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,
24,PT09M51.00S,2021-10-25T01:42:55.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203500,92.55913272010513,48.529411764705884,1610612763,4,5,2021-10-25T01:42:59Z,240000,-7.0,17.0,1,right,S. Adams DUNK (2 PTS) (J. Morant 1 AST),"[203500, 1629630]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,1.89,Made,,,,,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,,
26,PT09M32.00S,2021-10-25T01:43:14.2Z,1,REGULAR,3pt,Jump Shot,[],2544,27.90735873850197,16.911764705882348,1610612747,4,5,2021-10-25T01:43:19Z,260000,165.0,210.0,1,left,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M30.00S,2021-10-25T01:43:16.2Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,4,5,2021-10-25T01:43:19Z,270000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
28,PT09M23.00S,2021-10-25T01:43:23.8Z,1,REGULAR,3pt,Jump Shot,[],1630217,91.50788436268068,3.9215686274509807,1610612763,4,8,2021-10-25T01:43:28Z,280000,-230.0,27.0,1,right,D. Bane 3PT  (3 PTS) (D. Melton 1 AST),"[1630217, 1629001]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,23.2,Made,,,,,3.0,D. Melton,1629001.0,1.0,,,,,,,,,,,
30,PT09M07.00S,2021-10-25T01:43:38.5Z,1,REGULAR,2pt,Jump Shot,[],203076,24.359395532194483,63.970588235294116,1610612747,4,8,2021-10-25T01:43:44Z,300000,-70.0,176.0,1,left,MISS A. Davis 18' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,18.98,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M04.00S,2021-10-25T01:43:41.5Z,1,REGULAR,rebound,offensive,[],201599,,,1610612747,4,8,2021-10-25T01:43:44Z,310000,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,30.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
32,PT09M02.00S,2021-10-25T01:43:46.2Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,4,8,2021-10-25T01:43:50Z,320000,,,0,,A. Davis bad pass out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,bad pass,,,Davis,A. Davis,,,,,,,,,,,,,,,,,201246.0,1.0,,,,,,,
33,PT08M56.00S,2021-10-25T01:43:57.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,89.53679369250986,46.568627450980394,1610612763,4,8,2021-10-25T01:44:15Z,330000,-17.0,46.0,1,right,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 201599]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,4.9,Missed,,,,,,,,,Jordan,201599.0,,,,,,,,,
34,PT08M56.00S,2021-10-25T01:43:57.5Z,1,REGULAR,block,,[],201599,,,1610612763,4,8,2021-10-25T01:44:00Z,340000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M54.00S,2021-10-25T01:43:59.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,8,2021-10-25T01:44:15Z,350000,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
36,PT08M54.00S,2021-10-25T01:44:02.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203500,92.69053876478318,51.22549019607843,1610612763,4,10,2021-10-25T01:44:18Z,360000,6.0,16.0,1,right,S. Adams putback Layup (4 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,1.73,Made,,,,,4.0,,,,,,,,,,,,,,
37,PT08M54.00S,2021-10-25T01:44:06.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,4,10,2021-10-25T01:44:06Z,370000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M42.00S,2021-10-25T01:47:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,5.962549277266746,47.30392156862745,1610612747,4,10,2021-10-25T01:47:17Z,380000,13.0,4.0,1,left,MISS R. Westbrook driving Layup - blocked,"[201566, 1628991]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.39,Missed,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,,,
39,PT08M42.00S,2021-10-25T01:47:09.3Z,1,REGULAR,block,,[],1628991,,,1610612747,4,10,2021-10-25T01:47:13Z,390000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2021-10-25T01:47:13.3Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,10,2021-10-25T01:47:17Z,400000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
41,PT08M30.00S,2021-10-25T01:47:22.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,91.50788436268068,46.32352941176471,1610612763,4,10,2021-10-25T01:47:26Z,410000,-18.0,27.0,1,right,MISS J. Jackson Jr. driving DUNK - blocked,"[1628991, 201599]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,3.29,Missed,,,,,,,,,Jordan,201599.0,,,,,,,,,
42,PT08M30.00S,2021-10-25T01:47:22.0Z,1,REGULAR,block,,[],201599,,,1610612763,4,10,2021-10-25T01:47:24Z,420000,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M26.00S,2021-10-25T01:47:26.0Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,4,10,2021-10-25T01:47:26Z,430000,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,41.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
44,PT08M21.00S,2021-10-25T01:47:30.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201599,7.013797634691201,50.245098039215684,1610612747,6,10,2021-10-25T01:47:42Z,440000,-1.0,13.0,1,left,D. Jordan running alley-oop Layup (4 PTS) (R. Westbrook 3 AST),"[201599, 201566]",1610612747.0,LAL,running alley-oop,,,Jordan,D. Jordan,,,,,1.35,Made,,,,,4.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,
46,PT08M03.00S,2021-10-25T01:47:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,91.77069645203679,49.754901960784316,1610612763,6,12,2021-10-25T01:47:52Z,460000,-1.0,25.0,1,right,J. Jackson Jr. driving floating Jump Shot (2 PTS) (S. Adams 1 AST),"[1628991, 203500]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,2.49,Made,,,,,2.0,S. Adams,203500.0,1.0,,,,,,,,,,,
48,PT07M53.00S,2021-10-25T01:47:59.9Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612747,6,12,2021-10-25T01:48:07Z,480000,,,0,,D. Melton shooting personal FOUL (1 PF) (Bazemore 2 FT),"[1629001, 203145]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,,,,,,,,,,,,,1627961.0,,1.0,0.0,Bazemore,203145.0,,,
50,PT07M53.00S,2021-10-25T01:48:23.8Z,1,REGULAR,freethrow,1 of 2,[],203145,,,1610612747,6,12,2021-10-25T01:48:23Z,500000,,,0,,MISS K. Bazemore Free Throw 1 of 2,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M53.00S,2021-10-25T01:48:23.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,6,12,2021-10-25T01:48:23Z,510000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,
52,PT07M53.00S,2021-10-25T01:48:39.1Z,1,REGULAR,freethrow,2 of 2,[],203145,,,1610612747,7,12,2021-10-25T01:48:39Z,520000,,,0,,K. Bazemore Free Throw 2 of 2 (1 PTS),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
53,PT07M43.00S,2021-10-25T01:48:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.69053876478318,48.529411764705884,1610612763,7,14,2021-10-25T01:48:58Z,530000,-7.0,16.0,1,right,J. Morant driving Layup (2 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.78,Made,,,,,2.0,,,,,,,,,,,,,,
54,PT07M29.00S,2021-10-25T01:49:08.8Z,1,REGULAR,3pt,Jump Shot,[],201566,28.695795006570307,23.529411764705884,1610612747,7,14,2021-10-25T01:49:12Z,540000,132.0,217.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2021-10-25T01:49:11.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,7,14,2021-10-25T01:49:12Z,550000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
56,PT07M13.00S,2021-10-25T01:49:23.4Z,1,REGULAR,3pt,Jump Shot,[],1629630,69.4316688567674,78.18627450980392,1610612763,7,17,2021-10-25T01:49:27Z,560000,141.0,235.0,1,right,J. Morant 27' 3PT  (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,27.38,Made,,,,,5.0,,,,,,,,,,,,,,
57,PT07M09.00S,2021-10-25T01:49:27.6Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,7,17,2021-10-25T01:49:31Z,570000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1629001]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,1.0,,,,,Melton,1629001.0,
58,PT07M09.00S,2021-10-25T01:49:27.6Z,1,REGULAR,steal,,[],1629001,,,1610612763,7,17,2021-10-25T01:49:29Z,580000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M04.00S,2021-10-25T01:49:33.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,73.50525624178712,84.06862745098039,1610612763,7,17,2021-10-25T01:49:39Z,590000,170.0,197.0,1,right,MISS D. Bane 26' running 3PT,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M01.00S,2021-10-25T01:49:36.4Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,7,17,2021-10-25T01:49:39Z,600000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT07M00.00S,2021-10-25T01:49:37.5Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,7,17,2021-10-25T01:49:41Z,610000,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629630]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,1.0,,,,,Morant,1629630.0,
62,PT07M00.00S,2021-10-25T01:49:37.5Z,1,REGULAR,steal,,[],1629630,,,1610612763,7,17,2021-10-25T01:49:39Z,620000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M55.00S,2021-10-25T01:49:42.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,83.62352168199737,50.98039215686275,1610612763,7,17,2021-10-25T01:49:50Z,630000,5.0,101.0,1,right,MISS J. Morant 10' turnaround Shot,[1629630],1610612763.0,MEM,turnaround,,,Morant,J. Morant,,,,,10.15,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2021-10-25T01:49:46.4Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,7,17,2021-10-25T01:49:50Z,640000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
65,PT06M50.00S,2021-10-25T01:49:50.2Z,1,REGULAR,foul,personal,[],1629001,,,1610612747,7,17,2021-10-25T01:49:56Z,650000,,,0,,D. Melton personal FOUL (2 PF),"[1629001, 201566]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,201246.0,,2.0,0.0,Westbrook,201566.0,,,
67,PT06M50.00S,2021-10-25T01:49:57.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612747,7,17,2021-10-25T01:50:11Z,670000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M50.00S,2021-10-25T01:49:57.7Z,1,REGULAR,substitution,out,[],1629001,,,1610612747,7,17,2021-10-25T01:50:11Z,680000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M50.00S,2021-10-25T01:49:57.7Z,1,REGULAR,substitution,in,[],203937,,,1610612747,7,17,2021-10-25T01:50:11Z,690000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M50.00S,2021-10-25T01:49:57.7Z,1,REGULAR,substitution,in,[],1629634,,,1610612747,7,17,2021-10-25T01:50:11Z,700000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M43.00S,2021-10-25T01:50:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,16.869250985545335,42.15686274509803,1610612747,7,17,2021-10-25T01:50:24Z,710000,39.0,106.0,1,left,MISS A. Davis 11' floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,11.31,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M40.00S,2021-10-25T01:50:22.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,7,17,2021-10-25T01:50:24Z,720000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
73,PT06M35.00S,2021-10-25T01:50:26.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203500,91.77069645203679,48.529411764705884,1610612763,7,17,2021-10-25T01:50:39Z,730000,-7.0,25.0,1,right,MISS S. Adams running Layup,[203500],1610612763.0,MEM,running,,,Adams,S. Adams,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M33.00S,2021-10-25T01:50:28.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,7,17,2021-10-25T01:50:39Z,740000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
75,PT06M28.00S,2021-10-25T01:50:34.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.093955321944804,49.50980392156863,1610612747,9,17,2021-10-25T01:50:44Z,750000,2.0,5.0,1,left,D. Jordan alley-oop DUNK (6 PTS) (R. Westbrook 4 AST),"[201599, 201566]",1610612747.0,LAL,alley-oop,,,Jordan,D. Jordan,,,,,0.54,Made,,,,,6.0,R. Westbrook,201566.0,4.0,,,,,,,,,,,
77,PT06M11.00S,2021-10-25T01:50:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,91.77069645203679,50.49019607843137,1610612763,9,17,2021-10-25T01:50:56Z,770000,2.0,25.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,2.5,Missed,,,,,,,,,,,,,,,,,,,
78,PT06M09.00S,2021-10-25T01:50:53.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,9,17,2021-10-25T01:50:56Z,780000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
79,PT06M02.00S,2021-10-25T01:50:59.6Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,9,17,2021-10-25T01:51:04Z,790000,,,0,,A. Davis lost ball TURNOVER (2 TO),"[203076, 1629630]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,2.0,,,,,Morant,1629630.0,
80,PT06M02.00S,2021-10-25T01:50:59.6Z,1,REGULAR,steal,,[],1629630,,,1610612763,9,17,2021-10-25T01:51:02Z,800000,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M02.00S,2021-10-25T01:51:07.7Z,1,REGULAR,foul,personal,[],201599,,,1610612763,9,17,2021-10-25T01:51:15Z,810000,,,0,,D. Jordan take personal FOUL (1 PF),"[201599, 1630217]",1610612747.0,LAL,take,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,1627961.0,,1.0,0.0,Bane,1630217.0,,,
83,PT06M02.00S,2021-10-25T01:51:16.0Z,1,REGULAR,substitution,out,[],201566,,,1610612763,9,17,2021-10-25T01:51:18Z,830000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M02.00S,2021-10-25T01:51:16.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612763,9,17,2021-10-25T01:51:18Z,840000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M50.00S,2021-10-25T01:51:37.3Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,9,17,2021-10-25T01:51:42Z,850000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 2544]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,1.0,,,,,James,2544.0,
86,PT05M50.00S,2021-10-25T01:51:37.3Z,1,REGULAR,steal,,[],2544,,,1610612747,9,17,2021-10-25T01:51:39Z,860000,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M49.00S,2021-10-25T01:51:41.5Z,1,REGULAR,foul,personal,['2freethrow'],1629630,,,1610612747,9,17,2021-10-25T01:51:56Z,870000,,,0,,J. Morant shooting personal FOUL (1 PF) (James 2 FT),"[1629630, 2544]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,,,,,,,,,,,,,1830.0,,1.0,0.0,James,2544.0,,,
