actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
268,PT04M37.00S,2022-01-05T04:23:53.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,8.229303547963205,46.32352941176471,1610612747,49,42,2022-01-05T04:23:57Z,2640000,18.0,25.0,1,left,D. Howard alley-oop DUNK (10 PTS) (M. Monk 3 AST),"[2730, 1628370]",1610612747.0,LAL,alley-oop,,,Howard,D. Howard,,,,,3.1,Made,10.0,M. Monk,1628370.0,3.0,,,,,,,,,,,,,,
270,PT04M30.00S,2022-01-05T04:24:08.1Z,2,REGULAR,foul,personal,[],2730,,,1610612758,49,42,2022-01-05T04:24:15Z,2660000,,,0,,D. Howard personal FOUL (1 PF),"[2730, 1627745]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,202056.0,,,,1.0,0.0,Jones,1627745.0,,
272,PT04M30.00S,2022-01-05T04:24:15.4Z,2,REGULAR,substitution,out,[],1629659,,,1610612758,49,42,2022-01-05T04:24:22Z,2680000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M30.00S,2022-01-05T04:24:15.4Z,2,REGULAR,substitution,in,[],202340,,,1610612758,49,42,2022-01-05T04:24:22Z,2690000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M16.00S,2022-01-05T04:24:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.40932982917214,50.49019607843137,1610612758,49,44,2022-01-05T04:24:49Z,2700000,2.0,28.0,1,right,D. Fox driving Layup (14 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,2.84,Made,14.0,,,,,,,,,,,,,,,,,
275,PT04M04.00S,2022-01-05T04:24:56.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,7.835085413929041,51.9607843137255,1610612747,51,44,2022-01-05T04:25:00Z,2710000,-10.0,21.0,1,left,D. Howard alley-oop DUNK (12 PTS) (M. Monk 4 AST),"[2730, 1628370]",1610612747.0,LAL,alley-oop,,,Howard,D. Howard,,,,,2.33,Made,12.0,M. Monk,1628370.0,4.0,,,,,,,,,,,,,,
277,PT03M52.00S,2022-01-05T04:25:08.2Z,2,REGULAR,3pt,Jump Shot,[],1628963,93.11760840998686,2.941176470588235,1610612758,51,44,2022-01-05T04:25:12Z,2730000,-235.0,12.0,1,right,MISS M. Bagley III 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,
278,PT03M50.00S,2022-01-05T04:25:10.5Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,51,44,2022-01-05T04:25:10Z,2740000,,,0,,D. Jones REBOUND (Off:1 Def:0),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,277.0,1.0,0.0,1.0,,,,,,,,,,
279,PT03M46.00S,2022-01-05T04:25:13.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203084,84.97043363994744,37.5,1610612758,51,44,2022-01-05T04:25:19Z,2750000,-62.0,89.0,1,right,MISS H. Barnes 10' pullup Shot,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,10.86,Missed,,,,,,,,,,,,,,,,,,
280,PT03M43.00S,2022-01-05T04:25:16.9Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,51,44,2022-01-05T04:25:19Z,2760000,,,0,,D. Howard REBOUND (Off:4 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,279.0,8.0,4.0,4.0,,,,,,,,,,
281,PT03M29.00S,2022-01-05T04:25:31.1Z,2,REGULAR,3pt,Jump Shot,[],201566,32.53942181340342,71.07843137254902,1610612747,51,44,2022-01-05T04:25:35Z,2770000,-105.0,253.0,1,left,MISS R. Westbrook 27' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,27.44,Missed,,,,,,,,,,,,,,,,,,
282,PT03M25.00S,2022-01-05T04:25:35.1Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,51,44,2022-01-05T04:25:35Z,2780000,,,0,,M. Bagley III REBOUND (Off:2 Def:6),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,281.0,8.0,6.0,2.0,,,,,,,,,,
283,PT03M19.00S,2022-01-05T04:25:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,92.59198423127464,53.92156862745098,1610612758,51,44,2022-01-05T04:26:02Z,2790000,20.0,17.0,1,right,MISS M. Bagley III cutting Layup,[1628963],1610612758.0,SAC,cutting,,,Bagley III,M. Bagley III,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,
284,PT03M18.00S,2022-01-05T04:25:42.9Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,51,44,2022-01-05T04:26:02Z,2800000,,,0,,D. Jones REBOUND (Off:2 Def:0),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,283.0,2.0,0.0,2.0,,,,,,,,,,
285,PT03M17.00S,2022-01-05T04:25:44.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,93.51182654402102,49.754901960784316,1610612758,51,46,2022-01-05T04:25:50Z,2810000,-1.0,8.0,1,right,D. Jones putback Layup (8 PTS),[1627745],1610612758.0,SAC,putback,,,Jones,D. Jones,,,,,0.86,Made,8.0,,,,,,,,,,,,,,,,,
286,PT03M17.00S,2022-01-05T04:25:51.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,51,46,2022-01-05T04:25:51Z,2820000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M17.00S,2022-01-05T04:28:15.0Z,2,REGULAR,substitution,out,[],2730,,,1610612747,51,46,2022-01-05T04:28:44Z,2830000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M17.00S,2022-01-05T04:28:15.0Z,2,REGULAR,substitution,in,[],2544,,,1610612747,51,46,2022-01-05T04:28:44Z,2840000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M57.00S,2022-01-05T04:29:02.1Z,2,REGULAR,2pt,Jump Shot,[],2544,10.200394218134035,86.02941176470588,1610612747,51,46,2022-01-05T04:29:06Z,2850000,-180.0,43.0,1,left,MISS L. James 18' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,18.53,Missed,,,,,,,,,,,,,,,,,,
290,PT02M55.00S,2022-01-05T04:29:04.1Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,51,46,2022-01-05T04:29:06Z,2860000,,,0,,M. Bagley III REBOUND (Off:2 Def:7),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,289.0,9.0,7.0,2.0,,,,,,,,,,
291,PT02M47.00S,2022-01-05T04:29:15.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2544,,,1610612758,51,46,2022-01-05T04:29:21Z,2870000,,,0,,L. James personal FOUL (2 PF) (Barnes 2 FT),"[2544, 203084]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,101283.0,,,,2.0,0.0,Barnes,203084.0,,
293,PT02M47.00S,2022-01-05T04:30:05.6Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,51,46,2022-01-05T04:30:05Z,2890000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,
294,PT02M47.00S,2022-01-05T04:30:05.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,51,46,2022-01-05T04:30:05Z,2900000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,
295,PT02M47.00S,2022-01-05T04:30:06.3Z,2,REGULAR,substitution,out,[],1628963,,,1610612758,51,46,2022-01-05T04:30:14Z,2910000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M47.00S,2022-01-05T04:30:06.3Z,2,REGULAR,substitution,in,[],1627741,,,1610612758,51,46,2022-01-05T04:30:14Z,2920000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M47.00S,2022-01-05T04:30:25.2Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,51,47,2022-01-05T04:30:25Z,2930000,,,0,,H. Barnes Free Throw 2 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
298,PT02M31.00S,2022-01-05T04:30:42.6Z,2,REGULAR,3pt,Jump Shot,[],2544,29.911300919842315,26.225490196078432,1610612747,51,47,2022-01-05T04:30:46Z,2940000,119.0,229.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,
299,PT02M27.00S,2022-01-05T04:30:46.6Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,51,47,2022-01-05T04:30:46Z,2950000,,,0,,H. Barnes REBOUND (Off:0 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,298.0,5.0,5.0,0.0,,,,,,,,,,
300,PT02M20.00S,2022-01-05T04:30:53.3Z,2,REGULAR,3pt,Jump Shot,[],1628368,77.08607095926413,9.558823529411764,1610612758,51,50,2022-01-05T04:30:58Z,2960000,-202.0,163.0,1,right,D. Fox 25' 3PT  (17 PTS) (H. Barnes 3 AST),"[1628368, 203084]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.97,Made,17.0,H. Barnes,203084.0,3.0,,,,,,,,,,,,,,
302,PT02M04.00S,2022-01-05T04:31:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.886333771353483,47.794117647058826,1610612747,53,50,2022-01-05T04:31:12Z,2980000,11.0,31.0,1,left,R. Westbrook driving Layup (8 PTS) (A. Bradley 2 AST),"[201566, 202340]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,3.29,Made,8.0,A. Bradley,202340.0,2.0,,,,,,,,,,,,,,
304,PT01M39.00S,2022-01-05T04:31:34.5Z,2,REGULAR,3pt,Jump Shot,[],203084,91.01511169513797,3.9215686274509802,1610612758,53,50,2022-01-05T04:31:43Z,3000000,-230.0,32.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.26,Missed,,,,,,,,,,,,,,,,,,
305,PT01M35.00S,2022-01-05T04:31:38.5Z,2,REGULAR,rebound,offensive,[],1627741,,,1610612758,53,50,2022-01-05T04:31:43Z,3010000,,,0,,B. Hield REBOUND (Off:1 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,304.0,2.0,1.0,1.0,,,,,,,,,,
306,PT01M34.00S,2022-01-05T04:31:38.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,93.51182654402102,49.50980392156863,1610612758,53,52,2022-01-05T04:31:46Z,3020000,-2.0,8.0,1,right,B. Hield putback Layup (12 PTS),[1627741],1610612758.0,SAC,putback,,,Hield,B. Hield,,,,,0.89,Made,12.0,,,,,,,,,,,,,,,,,
307,PT01M22.00S,2022-01-05T04:31:50.1Z,2,REGULAR,3pt,Jump Shot,[],1628370,19.793035479632064,91.42156862745098,1610612747,53,52,2022-01-05T04:31:55Z,3030000,-207.0,134.0,1,left,MISS M. Monk 24' step back 3PT,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
308,PT01M19.00S,2022-01-05T04:31:53.0Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,53,52,2022-01-05T04:31:53Z,3040000,,,0,,D. Jones REBOUND (Off:2 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,307.0,3.0,1.0,2.0,,,,,,,,,,
309,PT01M15.00S,2022-01-05T04:31:57.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,66.5735873850197,32.59803921568628,1610612758,53,55,2022-01-05T04:32:07Z,3050000,-87.0,262.0,1,right,B. Hield 27' 3PT running (15 PTS) (D. Fox 3 AST),"[1627741, 1628368]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,27.58,Made,15.0,D. Fox,1628368.0,3.0,,,,,,,,,,,,,,
311,PT00M58.00S,2022-01-05T04:32:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.652431011826544,52.20588235294118,1610612747,55,55,2022-01-05T04:32:22Z,3070000,-11.0,10.0,1,left,L. James reverse Layup (11 PTS) (A. Bradley 3 AST),"[2544, 202340]",1610612747.0,LAL,reverse,,,James,L. James,,,,,1.49,Made,11.0,A. Bradley,202340.0,3.0,,,,,,,,,,,,,,
313,PT00M40.00S,2022-01-05T04:32:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,91.14651773981603,48.28431372549019,1610612758,55,57,2022-01-05T04:32:43Z,3090000,-9.0,31.0,1,right,H. Barnes driving Layup (6 PTS) (B. Hield 2 AST),"[203084, 1627741]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,3.19,Made,6.0,B. Hield,1627741.0,2.0,,,,,,,,,,,,,,
315,PT00M40.00S,2022-01-05T04:32:44.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201566,,,1610612758,55,57,2022-01-05T04:33:04Z,3110000,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Barnes 1 FT),"[201566, 203084]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,101283.0,,,,1.0,1.0,Barnes,203084.0,,
317,PT00M40.00S,2022-01-05T04:32:59.7Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,55,57,2022-01-05T04:33:03Z,3130000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M40.00S,2022-01-05T04:32:59.7Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,55,57,2022-01-05T04:33:03Z,3140000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M40.00S,2022-01-05T04:33:16.6Z,2,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,55,57,2022-01-05T04:33:20Z,3150000,,,0,,MISS H. Barnes Free Throw 1 of 1,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,
320,PT00M38.00S,2022-01-05T04:33:18.6Z,2,REGULAR,rebound,defensive,[],202340,,,1610612747,55,57,2022-01-05T04:33:20Z,3160000,,,0,,A. Bradley REBOUND (Off:1 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,319.0,2.0,1.0,1.0,,,,,,,,,,
321,PT00M27.20S,2022-01-05T04:33:32.4Z,2,REGULAR,foul,personal,[],203084,,,1610612747,55,57,2022-01-05T04:34:02Z,3170000,,,0,,H. Barnes personal FOUL (2 PF),"[203084, 201566]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,1155.0,,,,2.0,0.0,Westbrook,201566.0,,
323,PT00M27.20S,2022-01-05T04:33:53.2Z,2,REGULAR,substitution,out,[],203084,,,1610612747,55,57,2022-01-05T04:33:58Z,3190000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M27.20S,2022-01-05T04:33:53.2Z,2,REGULAR,substitution,in,[],203090,,,1610612747,55,57,2022-01-05T04:33:58Z,3200000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M20.50S,2022-01-05T04:34:14.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612747,55,57,2022-01-05T04:34:21Z,3210000,,,0,,D. Jones personal FOUL (2 PF) (James 2 FT),"[1627745, 2544]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,202056.0,,,,2.0,0.0,James,2544.0,,
327,PT00M20.50S,2022-01-05T04:34:36.5Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,56,57,2022-01-05T04:34:36Z,3230000,,,0,,L. James Free Throw 1 of 2 (12 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
328,PT00M20.50S,2022-01-05T04:34:37.8Z,2,REGULAR,substitution,out,[],1628370,,,1610612747,56,57,2022-01-05T04:34:50Z,3240000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M20.50S,2022-01-05T04:34:37.8Z,2,REGULAR,substitution,out,[],1627745,,,1610612747,56,57,2022-01-05T04:34:50Z,3250000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M20.50S,2022-01-05T04:34:37.8Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,56,57,2022-01-05T04:34:50Z,3260000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M20.50S,2022-01-05T04:34:37.8Z,2,REGULAR,substitution,in,[],1628368,,,1610612747,56,57,2022-01-05T04:34:50Z,3270000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M20.50S,2022-01-05T04:35:02.0Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,57,57,2022-01-05T04:35:02Z,3280000,,,0,,L. James Free Throw 2 of 2 (13 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
333,PT00M01.60S,2022-01-05T04:35:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,91.93495400788436,43.13725490196079,1610612758,57,59,2022-01-05T04:35:28Z,3290000,-34.0,23.0,1,right,D. Fox driving floating Jump Shot (19 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,4.15,Made,19.0,,,,,,,,,,,,,,,,,
334,PT00M00.40S,2022-01-05T04:35:33.5Z,2,REGULAR,3pt,Jump Shot,[],202340,46.20565045992115,17.15686274509804,1610612747,57,59,2022-01-05T04:36:09Z,3300000,164.0,382.0,1,left,MISS A. Bradley 41' 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,41.56,Missed,,,,,,,,,,,,,,,,,,
335,PT00M00.10S,2022-01-05T04:35:33.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,57,59,2022-01-05T04:36:09Z,3310000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,334.0,,,,,,,,,,,,,
336,PT00M00.00S,2022-01-05T04:35:37.6Z,2,REGULAR,period,end,[],0,,,1610612747,57,59,2022-01-05T04:35:37Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-01-05T04:48:40.9Z,3,REGULAR,substitution,out,['startperiod'],1630559,,,1610612747,57,59,2022-01-05T04:50:46Z,3330000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-01-05T04:48:40.9Z,3,REGULAR,substitution,out,['startperiod'],203090,,,1610612747,57,59,2022-01-05T04:50:46Z,3340000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-01-05T04:48:40.9Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612747,57,59,2022-01-05T04:50:46Z,3350000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-05T04:48:40.9Z,3,REGULAR,substitution,out,['startperiod'],1627741,,,1610612747,57,59,2022-01-05T04:50:46Z,3360000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-05T04:48:40.9Z,3,REGULAR,substitution,in,['startperiod'],1628370,,,1610612747,57,59,2022-01-05T04:50:46Z,3370000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-05T04:48:40.9Z,3,REGULAR,substitution,in,['startperiod'],1627745,,,1610612747,57,59,2022-01-05T04:50:46Z,3380000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-05T04:48:40.9Z,3,REGULAR,substitution,in,['startperiod'],1628963,,,1610612747,57,59,2022-01-05T04:50:46Z,3390000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-01-05T04:48:40.9Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612747,57,59,2022-01-05T04:50:46Z,3400000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-01-05T04:50:50.9Z,3,REGULAR,period,start,[],0,,,1610612747,57,59,2022-01-05T04:50:50Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT11M40.00S,2022-01-05T04:51:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.85479632063075,52.94117647058824,1610612747,57,59,2022-01-05T04:51:14Z,3420000,15.0,15.0,1,right,MISS L. James cutting Layup,[2544],1610612747.0,LAL,cutting,,,James,L. James,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,
347,PT11M37.00S,2022-01-05T04:51:12.5Z,3,REGULAR,rebound,offensive,[],2544,,,1610612747,57,59,2022-01-05T04:51:14Z,3430000,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,346.0,2.0,1.0,1.0,,,,,,,,,,
348,PT11M37.00S,2022-01-05T04:51:12.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,94.40999984741211,50.0,1610612747,59,59,2022-01-05T04:51:12Z,3440000,0.0,0.0,1,right,L. James tip Layup (15 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,0.0,Made,15.0,,,,,,,,,,,,,,,,,
349,PT11M20.00S,2022-01-05T04:51:32.7Z,3,REGULAR,turnover,out-of-bounds,[],1627745,,,1610612758,59,59,2022-01-05T04:51:38Z,3450000,,,0,,D. Jones bad pass out-of-bounds TURNOVER (1 TO),[1627745],1610612758.0,SAC,bad pass,,,Jones,D. Jones,,,,,,,,,,,,,,,1155.0,1.0,,,,,,,,
350,PT11M09.00S,2022-01-05T04:51:48.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],2544,87.20433639947439,87.99019607843137,1610612747,59,59,2022-01-05T04:51:53Z,3460000,190.0,68.0,1,right,MISS L. James 20' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,20.17,Missed,,,,,,,,,,,,,,,,,,
351,PT11M05.00S,2022-01-05T04:51:52.2Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,59,59,2022-01-05T04:51:53Z,3470000,,,0,,H. Barnes REBOUND (Off:0 Def:6),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,350.0,6.0,6.0,0.0,,,,,,,,,,
352,PT10M59.00S,2022-01-05T04:51:58.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,7.703679369250986,49.26470588235294,1610612758,59,61,2022-01-05T04:52:05Z,3480000,4.0,20.0,1,left,M. Bagley III DUNK (4 PTS) (T. Haliburton 5 AST),"[1628963, 1630169]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,2.02,Made,4.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,,
354,PT10M36.00S,2022-01-05T04:52:21.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,89.96386333771353,52.94117647058824,1610612747,61,61,2022-01-05T04:52:28Z,3500000,15.0,42.0,1,right,R. Westbrook reverse Layup (10 PTS),[201566],1610612747.0,LAL,reverse,,,Westbrook,R. Westbrook,,,,,4.43,Made,10.0,,,,,,,,,,,,,,,,,
355,PT10M20.00S,2022-01-05T04:52:36.5Z,3,REGULAR,3pt,Jump Shot,[],1628368,32.40801576872536,36.27450980392157,1610612758,61,61,2022-01-05T04:52:40Z,3510000,69.0,252.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
356,PT10M17.00S,2022-01-05T04:52:39.5Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,61,61,2022-01-05T04:52:40Z,3520000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,355.0,2.0,2.0,0.0,,,,,,,,,,
357,PT10M15.00S,2022-01-05T04:52:46.4Z,3,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612747,61,61,2022-01-05T04:52:59Z,3530000,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1628963, 201566]",1610612758.0,SAC,shooting,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,202056.0,,,,2.0,0.0,Westbrook,201566.0,,
