actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
19,PT10M21.00S,2022-01-20T03:43:25.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,2,0,2022-01-20T03:43:28Z,190000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
20,PT10M08.00S,2022-01-20T03:43:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.459264126149804,50.0,1610612754,2,2,2022-01-20T03:46:08Z,200000,0.0,27.0,1,left,D. Sabonis cutting finger roll Layup (2 PTS) (M. Brogdon 1 AST),"[1627734, 1627763]",1610612754.0,IND,cutting finger roll,,,Sabonis,D. Sabonis,,,,,,,2.7,Made,2.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,
22,PT09M54.00S,2022-01-20T03:43:55.3Z,1,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612747,2,2,2022-01-20T03:44:01Z,220000,,,0,,C. LeVert shooting personal FOUL (1 PF) (Howard 2 FT),"[1627747, 2730]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,1204.0,,,,,,,,,,,,1.0,0.0,Howard,2730.0,,,,,
24,PT09M54.00S,2022-01-20T03:44:21.3Z,1,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,3,2,2022-01-20T03:44:21Z,240000,,,0,,D. Howard Free Throw 1 of 2 (1 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
25,PT09M54.00S,2022-01-20T03:44:36.5Z,1,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,4,2,2022-01-20T03:44:36Z,250000,,,0,,D. Howard Free Throw 2 of 2 (2 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
26,PT09M35.00S,2022-01-20T03:44:56.8Z,1,REGULAR,3pt,Jump Shot,[],203200,31.84954007884363,35.5392156862745,1610612754,4,2,2022-01-20T03:45:01Z,260000,72.0,247.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,25.73,Missed,,,,,,,,,,,,,,,,,
27,PT09M32.00S,2022-01-20T03:44:59.8Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,4,2,2022-01-20T03:45:01Z,270000,,,0,,D. Howard REBOUND (Off:0 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,
29,PT09M23.00S,2022-01-20T03:45:08.6Z,1,REGULAR,3pt,Jump Shot,[],201566,71.13994743758212,76.7156862745098,1610612747,7,2,2022-01-20T03:47:38Z,290000,134.0,219.0,1,right,R. Westbrook 25' 3PT pullup (3 PTS) (L. James 1 AST),"[201566, 2544]",1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,25.64,Made,3.0,L. James,2544.0,1.0,,,,,,,,,,,,,
30,PT09M11.00S,2022-01-20T03:45:20.1Z,1,REGULAR,2pt,Jump Shot,[],1627763,7.013797634691201,16.42156862745098,1610612754,7,2,2022-01-20T03:48:16Z,300000,168.0,13.0,1,left,MISS M. Brogdon 16' step back Shot,[1627763],1610612754.0,IND,step back,,,Brogdon,M. Brogdon,,,,,,,16.84,Missed,,,,,,,,,,,,,,,,,
31,PT09M09.00S,2022-01-20T03:45:22.1Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,7,2,2022-01-20T03:45:27Z,310000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,
32,PT09M06.00S,2022-01-20T03:45:27.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,94.00459921156373,46.07843137254902,1610612747,9,2,2022-01-20T03:48:50Z,320000,-20.0,4.0,1,right,L. James running reverse Layup (4 PTS),[2544],1610612747.0,LAL,running reverse,,,James,L. James,,,,,,,2.0,Made,4.0,,,,,,,,,,,,,,,,
33,PT09M06.00S,2022-01-20T03:45:32.5Z,1,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612747,9,2,2022-01-20T03:45:39Z,330000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (James 1 FT),"[1627734, 2544]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,1146.0,,,,,,,,,,,,1.0,0.0,James,2544.0,,,,,
36,PT09M06.00S,2022-01-20T03:45:43.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,9,2,2022-01-20T03:46:08Z,350000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M06.00S,2022-01-20T03:48:46.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],2544,,,1610612747,9,2,2022-01-20T03:50:01Z,360000,,,0,,MISS L. James Free Throw 1 of 1,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,
38,PT09M02.00S,2022-01-20T03:48:50.4Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612754,9,2,2022-01-20T03:48:54Z,370000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,
39,PT08M48.00S,2022-01-20T03:49:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.327858081471746,54.411764705882355,1610612754,9,4,2022-01-20T05:17:55Z,380000,-22.0,26.0,1,left,D. Sabonis driving Layup (4 PTS) (M. Brogdon 2 AST),"[1627734, 1627763]",1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,,,3.4,Made,4.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,
41,PT08M27.00S,2022-01-20T03:49:21.8Z,1,REGULAR,3pt,Jump Shot,[],2772,92.69053876478318,5.392156862745097,1610612747,9,4,2022-01-20T03:49:26Z,400000,-223.0,16.0,1,right,MISS T. Ariza 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,22.36,Missed,,,,,,,,,,,,,,,,,
42,PT08M24.00S,2022-01-20T03:49:24.8Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,9,4,2022-01-20T03:49:26Z,410000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,
43,PT08M21.00S,2022-01-20T03:49:29.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627734,8.327858081471746,50.245098039215684,1610612754,9,4,2022-01-20T03:49:42Z,420000,-1.0,26.0,1,left,MISS D. Sabonis running Layup - blocked,"[1627734, 2730]",1610612754.0,IND,running,,,Sabonis,D. Sabonis,,,,,,,2.58,Missed,,,,,,,,,,,,,Howard,2730.0,,,
44,PT08M21.00S,2022-01-20T03:49:29.8Z,1,REGULAR,block,,[],2730,,,1610612754,9,4,2022-01-20T03:49:32Z,430000,,,0,,D. Howard BLOCK (1 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M21.00S,2022-01-20T03:49:29.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,9,4,2022-01-20T03:49:34Z,440000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,
46,PT08M21.00S,2022-01-20T03:49:40.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,9,4,2022-01-20T03:49:40Z,450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M16.00S,2022-01-20T03:49:45.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203200,12.401445466491452,96.07843137254902,1610612754,9,4,2022-01-20T03:49:55Z,460000,-230.0,64.0,1,left,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,23.92,Missed,,,,,,,,,,,,,,,,,
48,PT08M12.00S,2022-01-20T03:49:49.3Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,9,4,2022-01-20T03:49:55Z,470000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,,
49,PT08M05.00S,2022-01-20T03:49:55.6Z,1,REGULAR,3pt,Jump Shot,[],2544,67.46057818659658,30.392156862745097,1610612747,12,4,2022-01-20T03:52:29Z,480000,-98.0,253.0,1,right,L. James 27' 3PT running pullup (7 PTS),[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,,,27.17,Made,7.0,,,,,,,,,,,,,,,,
50,PT07M54.00S,2022-01-20T03:50:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.802233902759525,48.0392156862745,1610612754,12,6,2022-01-20T03:50:22Z,490000,10.0,21.0,1,left,M. Brogdon driving Layup (2 PTS) (D. Sabonis 1 AST),"[1627763, 1627734]",1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,,,2.3,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,
51,PT07M42.00S,2022-01-20T03:50:23.7Z,1,REGULAR,foul,technical,['1freethrow'],1627734,,,1610612747,12,6,2022-01-20T03:50:37Z,500000,,,0,,D. Sabonis defensive-3-second technical FOUL (1 Tech),[1627734],1610612754.0,IND,defensive-3-second,,,Sabonis,D. Sabonis,,,,,201638.0,,,,,,,,,,,,1.0,1.0,,,,,,,
52,PT07M42.00S,2022-01-20T03:50:38.7Z,1,REGULAR,freethrow,1 of 1,[],202340,,,1610612747,12,6,2022-01-20T03:50:38Z,510000,,,0,,MISS A. Bradley technical Free Throw 1 of 1,[202340],1610612747.0,LAL,technical,,,Bradley,A. Bradley,,,,,,,,Missed,,,,,,,,,,,,,,,,,
53,PT07M42.00S,2022-01-20T03:50:38.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,12,6,2022-01-20T03:50:38Z,520000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,
54,PT07M29.00S,2022-01-20T03:51:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,90.19382391590013,40.931372549019606,1610612747,12,6,2022-01-20T03:53:40Z,530000,-45.0,40.0,1,right,MISS R. Westbrook 6' fadeaway bank Shot,[201566],1610612747.0,LAL,fadeaway bank,,,Westbrook,R. Westbrook,,,,,,,6.02,Missed,,,,,,,,,,,,,,,,,
55,PT07M27.00S,2022-01-20T03:51:02.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,12,6,2022-01-20T03:51:04Z,540000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,
56,PT07M23.00S,2022-01-20T03:51:07.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627747,7.276609724047319,50.245098039215684,1610612754,12,8,2022-01-20T03:54:25Z,550000,-1.0,16.0,1,left,C. LeVert cutting DUNK (2 PTS) (D. Sabonis 2 AST),"[1627747, 1627734]",1610612754.0,IND,cutting,,,LeVert,C. LeVert,,,,,,,1.59,Made,2.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,
58,PT06M59.00S,2022-01-20T03:51:30.0Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,12,8,2022-01-20T03:51:33Z,570000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1627763]",1610612747.0,LAL,,,,James,L. James,,,,,,1.0,,,,,,,,,,,,,,,,,Brogdon,1627763.0,
59,PT06M59.00S,2022-01-20T03:51:30.0Z,1,REGULAR,steal,,[],1627763,,,1610612754,12,8,2022-01-20T03:51:32Z,580000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2022-01-20T03:51:33.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627763,27.77595269382391,80.14705882352942,1610612754,12,8,2022-01-20T03:51:40Z,590000,-151.0,209.0,1,left,MISS M. Brogdon 25' running 3PT,[1627763],1610612754.0,IND,running,,,Brogdon,M. Brogdon,,,,,,,25.73,Missed,,,,,,,,,,,,,,,,,
61,PT06M52.00S,2022-01-20T03:51:36.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,12,8,2022-01-20T03:51:40Z,600000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,60.0,4.0,4.0,0.0,,,,,,,,,
62,PT06M44.00S,2022-01-20T03:51:45.7Z,1,REGULAR,3pt,Jump Shot,[],202340,75.08212877792378,85.7843137254902,1610612747,12,8,2022-01-20T03:56:05Z,610000,179.0,182.0,1,right,MISS A. Bradley 25' step back 3PT,[202340],1610612747.0,LAL,step back,,,Bradley,A. Bradley,,,,,,,25.5,Missed,,,,,,,,,,,,,,,,,
63,PT06M39.00S,2022-01-20T03:51:50.9Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,12,8,2022-01-20T03:51:50Z,620000,,,0,,D. Howard REBOUND (Off:1 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,62.0,3.0,2.0,1.0,,,,,,,,,
64,PT06M37.00S,2022-01-20T03:51:52.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201566,79.68134034165571,9.313725490196077,1610612747,15,8,2022-01-20T03:51:56Z,630000,-203.0,138.0,1,right,R. Westbrook 24' 3PT  (6 PTS) (L. James 2 AST),"[201566, 2544]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,24.61,Made,6.0,L. James,2544.0,2.0,,,,,,,,,,,,,
66,PT06M27.00S,2022-01-20T03:52:04.2Z,1,REGULAR,foul,personal,['2freethrow'],202340,,,1610612754,15,8,2022-01-20T03:52:09Z,650000,,,0,,A. Bradley shooting personal FOUL (1 PF) (Brogdon 2 FT),"[202340, 1627763]",1610612747.0,LAL,shooting,,,Bradley,A. Bradley,,,,,1146.0,,,,,,,,,,,,1.0,0.0,Brogdon,1627763.0,,,,,
68,PT06M27.00S,2022-01-20T03:52:36.2Z,1,REGULAR,freethrow,1 of 2,[],1627763,,,1610612754,15,9,2022-01-20T03:52:36Z,670000,,,0,,M. Brogdon Free Throw 1 of 2 (3 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
69,PT06M27.00S,2022-01-20T03:52:37.1Z,1,REGULAR,substitution,out,[],2730,,,1610612754,15,9,2022-01-20T03:52:52Z,680000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M27.00S,2022-01-20T03:52:37.1Z,1,REGULAR,substitution,out,[],203200,,,1610612754,15,9,2022-01-20T03:52:52Z,690000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M27.00S,2022-01-20T03:52:37.1Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,15,9,2022-01-20T03:52:52Z,700000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M27.00S,2022-01-20T03:52:37.1Z,1,REGULAR,substitution,in,[],1626169,,,1610612754,15,9,2022-01-20T03:52:52Z,710000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M27.00S,2022-01-20T03:52:37.1Z,1,REGULAR,substitution,in,[],1630537,,,1610612754,15,9,2022-01-20T03:52:52Z,720000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M27.00S,2022-01-20T03:52:37.1Z,1,REGULAR,substitution,in,[],1629048,,,1610612754,15,9,2022-01-20T03:52:52Z,730000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M27.00S,2022-01-20T03:53:13.9Z,1,REGULAR,freethrow,2 of 2,[],1627763,,,1610612754,15,10,2022-01-20T03:53:13Z,740000,,,0,,M. Brogdon Free Throw 2 of 2 (4 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
76,PT06M15.00S,2022-01-20T03:53:29.4Z,1,REGULAR,foul,personal,[],1629048,,,1610612747,15,10,2022-01-20T03:53:35Z,750000,,,0,,G. Bitadze personal FOUL (1 PF),"[1629048, 1626169]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,1146.0,,,,,,,,,,,,1.0,0.0,Johnson,1626169.0,,,,,
78,PT06M02.00S,2022-01-20T03:53:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2772,92.0335085413929,49.50980392156863,1610612747,15,10,2022-01-20T03:54:29Z,770000,-2.0,22.0,1,right,MISS T. Ariza cutting Layup - blocked,"[2772, 1629048]",1610612747.0,LAL,cutting,,,Ariza,T. Ariza,,,,,,,2.25,Missed,,,,,,,,,,,,,Bitadze,1629048.0,,,
79,PT06M02.00S,2022-01-20T03:53:56.4Z,1,REGULAR,block,,[],1629048,,,1610612747,15,10,2022-01-20T03:53:58Z,780000,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M59.00S,2022-01-20T03:53:59.4Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,15,10,2022-01-20T03:54:00Z,790000,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,78.0,1.0,0.0,1.0,,,,,,,,,
81,PT05M58.00S,2022-01-20T03:54:00.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,93.2161629434954,48.0392156862745,1610612747,15,10,2022-01-20T03:54:34Z,800000,-10.0,11.0,1,right,MISS R. Westbrook putback Layup,[201566],1610612747.0,LAL,putback,,,Westbrook,R. Westbrook,,,,,,,1.5,Missed,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2022-01-20T03:54:03.3Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612754,15,10,2022-01-20T03:54:05Z,810000,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,
83,PT05M53.00S,2022-01-20T03:54:06.2Z,1,REGULAR,turnover,lost ball,[],1629048,,,1610612754,15,10,2022-01-20T03:54:11Z,820000,,,0,,G. Bitadze lost ball TURNOVER (1 TO),"[1629048, 2772]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,1.0,,,,,,,,,,,,,,,,,Ariza,2772.0,
84,PT05M53.00S,2022-01-20T03:54:06.2Z,1,REGULAR,steal,,[],2772,,,1610612747,15,10,2022-01-20T03:54:11Z,830000,,,0,,T. Ariza STEAL (1 STL),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M51.00S,2022-01-20T03:54:10.0Z,1,REGULAR,foul,personal,[],1627763,,,1610612747,15,10,2022-01-20T03:56:32Z,835000,,,0,,M. Brogdon personal FOUL (1 PF),"[1627763, 201566]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,1204.0,,,,,,,,,,,,1.0,0.0,Westbrook,201566.0,,,,,
86,PT05M51.00S,2022-01-20T03:54:21.0Z,1,REGULAR,substitution,out,[],2544,,,1610612747,15,10,2022-01-20T03:54:24Z,850000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M51.00S,2022-01-20T03:54:21.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,15,10,2022-01-20T03:54:24Z,860000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M44.00S,2022-01-20T03:54:45.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,15,10,2022-01-20T03:54:45Z,870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M34.00S,2022-01-20T03:55:05.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626169,88.35413929040736,51.470588235294116,1610612747,15,10,2022-01-20T03:59:37Z,880000,7.0,57.0,1,right,MISS S. Johnson driving Layup - blocked,"[1626169, 1629048]",1610612747.0,LAL,driving,,,Johnson,S. Johnson,,,,,,,5.75,Missed,,,,,,,,,,,,,Bitadze,1629048.0,,,
