actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
552,PT09M39.00S,2021-11-03T04:27:48.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201566,,,1610612747,94,97,2021-11-03T04:27:48Z,5340000,,,0,,R. Westbrook Free Throw 2 of 2 (27 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
553,PT09M13.00S,2021-11-03T04:28:15.0Z,4,REGULAR,3pt,Jump Shot,[],201571,95.05584756898817,5.392156862745097,1610612745,94,97,2021-11-03T04:28:22Z,5350000,-223.0,-6.0,1,right,MISS D. Augustin step back 3PT,[201571],1610612745.0,HOU,step back,,,Augustin,D. Augustin,,,,,22.31,Missed,,,,,,,,,,,,,,,,,,
554,PT09M10.00S,2021-11-03T04:28:18.0Z,4,REGULAR,rebound,defensive,[],201599,,,1610612747,94,97,2021-11-03T04:28:22Z,5360000,,,0,,D. Jordan REBOUND (Off:2 Def:6),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,553.0,8.0,6.0,2.0,,,,,
555,PT09M08.00S,2021-11-03T04:28:19.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2544,8.327858081471746,47.549019607843135,1610612747,96,97,2021-11-03T04:28:26Z,5370000,12.0,26.0,1,left,L. James running DUNK (18 PTS) (R. Westbrook 6 AST),"[2544, 201566]",1610612747.0,LAL,running,,,James,L. James,,,,,2.86,Made,18.0,R. Westbrook,201566.0,6.0,,,,,,,,,,,,,,
557,PT09M01.00S,2021-11-03T04:28:31.1Z,4,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,96,97,2021-11-03T04:28:37Z,5390000,,,0,,A. Sengun lost ball out-of-bounds TURNOVER (5 TO),[1630578],1610612745.0,HOU,lost ball,,,Sengun,A. Sengun,,,,,,,,,,,1627964.0,,,,,,,,,,,5.0,,
558,PT09M01.00S,2021-11-03T04:28:35.2Z,4,REGULAR,substitution,out,[],201571,,,1610612747,96,97,2021-11-03T04:28:39Z,5400000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M01.00S,2021-11-03T04:28:35.2Z,4,REGULAR,substitution,in,[],1630224,,,1610612747,96,97,2021-11-03T04:28:39Z,5410000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M51.00S,2021-11-03T04:28:54.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,6.8823915900131425,50.0,1610612747,98,97,2021-11-03T04:29:00Z,5420000,0.0,12.0,1,left,L. James driving Layup (20 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,1.22,Made,20.0,,,,,,,,,,,,,,,,,
561,PT08M40.00S,2021-11-03T04:29:05.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,89.14257555847568,50.0,1610612745,98,97,2021-11-03T04:29:17Z,5430000,0.0,50.0,1,right,MISS J. Tate driving Hook,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,
562,PT08M38.00S,2021-11-03T04:29:07.5Z,4,REGULAR,rebound,offensive,[],1630256,,,1610612745,98,97,2021-11-03T04:29:07Z,5440000,,,0,,J. Tate REBOUND (Off:4 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,561.0,5.0,1.0,4.0,,,,,
563,PT08M36.00S,2021-11-03T04:29:09.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630578,64.96386333771353,49.01960784313726,1610612745,98,97,2021-11-03T04:29:20Z,5450000,-5.0,277.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,
564,PT08M33.00S,2021-11-03T04:29:14.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,98,97,2021-11-03T04:29:14Z,5460000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,563.0,,,,,,,,
566,PT08M33.00S,2021-11-03T04:29:18.0Z,4,REGULAR,substitution,out,[],201566,,,1610612745,98,97,2021-11-03T04:29:23Z,5480000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M33.00S,2021-11-03T04:29:18.0Z,4,REGULAR,substitution,in,[],202340,,,1610612745,98,97,2021-11-03T04:29:23Z,5490000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M26.00S,2021-11-03T04:29:40.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,72.45400788436268,88.23529411764706,1610612745,98,100,2021-11-03T04:29:45Z,5500000,191.0,206.0,1,right,K. Porter Jr. 28' 3PT step back (11 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,28.14,Made,11.0,,,,,,,,,,,,,,,,,
569,PT08M15.00S,2021-11-03T04:30:03.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.853482260183966,49.50980392156863,1610612747,100,100,2021-11-03T04:30:52Z,5510000,2.0,31.0,1,left,L. James driving Layup (22 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,3.08,Made,22.0,,,,,,,,,,,,,,,,,
570,PT08M03.00S,2021-11-03T04:30:10.2Z,4,REGULAR,turnover,traveling,[],1630224,,,1610612745,100,100,2021-11-03T04:30:18Z,5520000,,,0,,J. Green traveling TURNOVER (6 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,202058.0,,,,,,,,,,,6.0,,
571,PT08M03.00S,2021-11-03T04:30:14.4Z,4,REGULAR,substitution,out,[],1630578,,,1610612747,100,100,2021-11-03T04:30:17Z,5530000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M03.00S,2021-11-03T04:30:14.4Z,4,REGULAR,substitution,in,[],1626174,,,1610612747,100,100,2021-11-03T04:30:17Z,5540000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M51.00S,2021-11-03T04:30:36.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",2544,18.183311432325894,62.99019607843137,1610612747,102,100,2021-11-03T04:31:30Z,5550000,-65.0,118.0,1,left,L. James 13' turnaround fadeaway Jump Shot (24 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,13.51,Made,24.0,,,,,,,,,,,,,,,,,
574,PT07M38.00S,2021-11-03T04:30:49.1Z,4,REGULAR,3pt,Jump Shot,[],1628021,71.27135348226018,23.774509803921575,1610612745,102,100,2021-11-03T04:30:53Z,5560000,-131.0,218.0,1,right,MISS D. Nwaba 25' 3PT,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
575,PT07M35.00S,2021-11-03T04:30:52.1Z,4,REGULAR,rebound,defensive,[],203145,,,1610612747,102,100,2021-11-03T04:30:53Z,5570000,,,0,,K. Bazemore REBOUND (Off:1 Def:2),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,574.0,3.0,2.0,1.0,,,,,
576,PT07M27.00S,2021-11-03T04:31:01.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.093955321944804,50.73529411764706,1610612747,104,100,2021-11-03T04:31:06Z,5580000,-4.0,5.0,1,left,L. James driving Layup (26 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,0.61,Made,26.0,,,,,,,,,,,,,,,,,
577,PT07M27.00S,2021-11-03T04:31:08.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,104,100,2021-11-03T04:31:08Z,5590000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M27.00S,2021-11-03T04:33:42.5Z,4,REGULAR,substitution,out,[],1628021,,,1610612745,104,100,2021-11-03T04:34:08Z,5600000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M27.00S,2021-11-03T04:33:42.5Z,4,REGULAR,substitution,in,[],1630231,,,1610612745,104,100,2021-11-03T04:34:08Z,5610000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M10.00S,2021-11-03T04:34:20.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,93.61038107752957,47.30392156862745,1610612745,104,102,2021-11-03T04:34:26Z,5620000,-13.0,8.0,1,right,K. Martin Jr. driving finger roll Layup (14 PTS) (J. Green 4 AST),"[1630231, 1630224]",1610612745.0,HOU,driving finger roll,,,Martin Jr.,K. Martin Jr.,,,,,1.55,Made,14.0,J. Green,1630224.0,4.0,,,,,,,,,,,,,,
582,PT06M56.00S,2021-11-03T04:34:38.9Z,4,REGULAR,3pt,Jump Shot,[],202340,8.327858081471746,4.656862745098039,1610612747,104,102,2021-11-03T04:36:14Z,5640000,227.0,26.0,1,left,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,
583,PT06M54.00S,2021-11-03T04:34:40.9Z,4,REGULAR,rebound,offensive,[],201599,,,1610612747,104,102,2021-11-03T04:36:14Z,5650000,,,0,,D. Jordan REBOUND (Off:3 Def:6),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,582.0,9.0,6.0,3.0,,,,,
584,PT06M54.00S,2021-11-03T04:34:46.6Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201599,5.590000152587891,50.0,1610612747,106,102,2021-11-03T04:36:32Z,5660000,0.0,0.0,1,left,D. Jordan tip DUNK (8 PTS),[201599],1610612747.0,LAL,tip,,,Jordan,D. Jordan,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
585,PT06M32.00S,2021-11-03T04:35:00.7Z,4,REGULAR,foul,offensive,[],1630224,,,1610612745,106,102,2021-11-03T04:35:23Z,5670000,,,0,,J. Green charge offensive FOUL (3 PF),"[1630224, 2544]",1610612745.0,HOU,charge,,,Green,J. Green,,,,,,,,,,,1627964.0,3.0,0.0,James,2544.0,,,,,,,,,
587,PT06M32.00S,2021-11-03T04:35:00.7Z,4,REGULAR,turnover,offensive foul,[],1630224,,,1610612745,106,102,2021-11-03T04:35:00Z,5690000,,,0,,J. Green offensive foul TURNOVER (7 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,1627964.0,,,,,,,,,,,7.0,,
588,PT06M22.00S,2021-11-03T04:35:38.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],2544,30.404073587385014,75.0,1610612747,106,102,2021-11-03T04:37:38Z,5700000,-125.0,233.0,1,left,MISS L. James 26' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,
589,PT06M19.00S,2021-11-03T04:35:41.0Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,106,102,2021-11-03T04:37:38Z,5710000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,588.0,4.0,3.0,1.0,,,,,
590,PT06M05.00S,2021-11-03T04:35:50.5Z,4,REGULAR,3pt,Jump Shot,[],1626174,77.71024967148489,91.17647058823529,1610612745,106,102,2021-11-03T04:35:56Z,5720000,206.0,157.0,1,right,MISS C. Wood 25' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
591,PT06M03.00S,2021-11-03T04:35:52.5Z,4,REGULAR,rebound,defensive,[],203145,,,1610612747,106,102,2021-11-03T04:35:56Z,5730000,,,0,,K. Bazemore REBOUND (Off:1 Def:3),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,590.0,4.0,3.0,1.0,,,,,
592,PT05M53.00S,2021-11-03T04:36:02.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,12.532851511169525,43.38235294117647,1610612747,108,102,2021-11-03T04:36:14Z,5740000,33.0,65.0,1,left,C. Anthony 7' fadeaway Jump Shot (15 PTS),[2546],1610612747.0,LAL,fadeaway,,,Anthony,C. Anthony,,,,,7.32,Made,15.0,,,,,,,,,,,,,,,,,
593,PT05M47.00S,2021-11-03T04:36:14.5Z,4,REGULAR,foul,personal,[],2546,,,1610612745,108,102,2021-11-03T04:36:20Z,5750000,,,0,,C. Anthony personal FOUL (2 PF),"[2546, 1629645]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,1155.0,2.0,1.0,Porter Jr.,1629645.0,,,,,,,,,
595,PT05M47.00S,2021-11-03T04:36:22.6Z,4,REGULAR,substitution,out,[],2544,,,1610612745,108,102,2021-11-03T04:36:39Z,5770000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
596,PT05M47.00S,2021-11-03T04:36:22.6Z,4,REGULAR,substitution,out,[],201599,,,1610612745,108,102,2021-11-03T04:36:39Z,5780000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M47.00S,2021-11-03T04:36:22.6Z,4,REGULAR,substitution,in,[],203076,,,1610612745,108,102,2021-11-03T04:36:39Z,5790000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M47.00S,2021-11-03T04:36:22.6Z,4,REGULAR,substitution,in,[],201566,,,1610612745,108,102,2021-11-03T04:36:39Z,5800000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
599,PT05M35.00S,2021-11-03T04:36:52.2Z,4,REGULAR,2pt,Jump Shot,[],1626174,82.30946123521682,67.64705882352942,1610612745,108,104,2021-11-03T04:36:59Z,5810000,88.0,114.0,1,right,C. Wood 14' Jump Shot (19 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,14.4,Made,19.0,,,,,,,,,,,,,,,,,
600,PT05M23.00S,2021-11-03T04:37:08.0Z,4,REGULAR,turnover,traveling,[],203076,,,1610612747,108,104,2021-11-03T04:37:18Z,5820000,,,0,,A. Davis traveling TURNOVER (4 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,1155.0,,,,,,,,,,,4.0,,
601,PT05M10.00S,2021-11-03T04:37:45.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630224,65.22667542706964,39.70588235294118,1610612745,108,104,2021-11-03T04:39:36Z,5830000,-51.0,274.0,1,right,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,
602,PT05M06.00S,2021-11-03T04:37:49.6Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,108,104,2021-11-03T04:39:36Z,5840000,,,0,,A. Davis REBOUND (Off:0 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,601.0,8.0,8.0,0.0,,,,,
603,PT04M54.00S,2021-11-03T04:37:54.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.4881734559789805,50.98039215686275,1610612747,108,104,2021-11-03T04:42:25Z,5850000,-5.0,8.0,1,left,MISS R. Westbrook driving Layup - blocked,"[201566, 1630256]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,0.98,Missed,,,,,,,,,,,,,,Tate,1630256.0,,,
604,PT04M54.00S,2021-11-03T04:37:54.5Z,4,REGULAR,block,,[],1630256,,,1610612747,108,104,2021-11-03T04:37:59Z,5860000,,,0,,J. Tate BLOCK (2 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
605,PT04M52.00S,2021-11-03T04:37:56.5Z,4,REGULAR,rebound,offensive,[],201566,,,1610612747,108,104,2021-11-03T04:42:25Z,5870000,,,0,,R. Westbrook REBOUND (Off:4 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,603.0,8.0,4.0,4.0,,,,,
606,PT04M50.00S,2021-11-03T04:38:01.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202340,7.802233902759525,51.22549019607843,1610612747,108,104,2021-11-03T04:43:18Z,5880000,-6.0,21.0,1,left,MISS A. Bradley driving Layup,[202340],1610612747.0,LAL,driving,,,Bradley,A. Bradley,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,
607,PT04M48.00S,2021-11-03T04:38:03.7Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,108,104,2021-11-03T04:43:18Z,5890000,,,0,,A. Davis REBOUND (Off:1 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,606.0,9.0,8.0,1.0,,,,,
608,PT04M47.00S,2021-11-03T04:38:10.3Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,110,104,2021-11-03T04:43:32Z,5900000,0.0,0.0,1,left,A. Davis putback DUNK (25 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,0.0,Made,25.0,,,,,,,,,,,,,,,,,
609,PT04M33.00S,2021-11-03T04:38:14.0Z,4,REGULAR,3pt,Jump Shot,[],1630231,71.53416557161628,79.65686274509804,1610612745,110,104,2021-11-03T04:38:22Z,5910000,148.0,215.0,1,right,MISS K. Martin Jr. 26' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
610,PT04M31.00S,2021-11-03T04:38:16.0Z,4,REGULAR,rebound,defensive,[],202340,,,1610612747,110,104,2021-11-03T04:38:22Z,5920000,,,0,,A. Bradley REBOUND (Off:1 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,609.0,2.0,1.0,1.0,,,,,
611,PT04M26.00S,2021-11-03T04:38:28.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,110,104,2021-11-03T04:38:28Z,5930000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M26.00S,2021-11-03T04:39:41.5Z,4,REGULAR,substitution,out,[],2546,,,1610612747,110,104,2021-11-03T04:40:02Z,5940000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M26.00S,2021-11-03T04:39:41.5Z,4,REGULAR,substitution,in,[],2544,,,1610612747,110,104,2021-11-03T04:40:02Z,5950000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M14.00S,2021-11-03T04:40:14.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.145203679369246,48.774509803921575,1610612747,112,104,2021-11-03T04:40:19Z,5960000,6.0,15.0,1,left,L. James driving Layup (28 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,1.59,Made,28.0,,,,,,,,,,,,,,,,,
615,PT03M55.00S,2021-11-03T04:40:33.8Z,4,REGULAR,turnover,lost ball,[],1630256,,,1610612745,112,104,2021-11-03T04:40:39Z,5970000,,,0,,J. Tate lost ball TURNOVER (3 TO),"[1630256, 203076]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,3.0,Davis,203076.0
616,PT03M55.00S,2021-11-03T04:40:33.8Z,4,REGULAR,steal,,[],203076,,,1610612747,112,104,2021-11-03T04:40:35Z,5980000,,,0,,A. Davis STEAL (3 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M55.00S,2021-11-03T04:40:38.6Z,4,REGULAR,foul,personal,[],1630231,,,1610612747,112,104,2021-11-03T04:41:00Z,5990000,,,0,,K. Martin Jr. personal FOUL (1 PF),"[1630231, 201566]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,1627964.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
619,PT03M41.00S,2021-11-03T04:41:29.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],2544,21.468462549277262,39.4607843137255,1610612747,112,104,2021-11-03T04:45:39Z,6010000,53.0,149.0,1,left,MISS L. James 15' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,15.83,Missed,,,,,,,,,,,,,,,,,,
620,PT03M38.00S,2021-11-03T04:41:32.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,112,104,2021-11-03T04:45:54Z,6020000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,619.0,,,,,,,,
622,PT03M25.00S,2021-11-03T04:41:47.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.42772667542707,50.73529411764706,1610612745,112,106,2021-11-03T04:41:52Z,6040000,4.0,19.0,1,right,C. Wood driving Layup (21 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,1.91,Made,21.0,,,,,,,,,,,,,,,,,
623,PT03M01.00S,2021-11-03T04:42:10.9Z,4,REGULAR,3pt,Jump Shot,[],203145,9.247700394218143,94.8529411764706,1610612747,112,106,2021-11-03T04:42:14Z,6050000,-224.0,34.0,1,left,MISS K. Bazemore 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,
624,PT02M59.00S,2021-11-03T04:42:12.9Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612745,112,106,2021-11-03T04:42:14Z,6060000,,,0,,C. Wood REBOUND (Off:1 Def:15),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,623.0,16.0,15.0,1.0,,,,,
625,PT02M51.00S,2021-11-03T04:42:21.7Z,4,REGULAR,3pt,Jump Shot,[],1626174,68.38042049934297,33.82352941176471,1610612745,112,106,2021-11-03T04:42:26Z,6070000,-81.0,245.0,1,right,MISS C. Wood 25' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
626,PT02M47.00S,2021-11-03T04:42:25.7Z,4,REGULAR,rebound,defensive,[],202340,,,1610612747,112,106,2021-11-03T04:42:26Z,6080000,,,0,,A. Bradley REBOUND (Off:1 Def:2),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,625.0,3.0,2.0,1.0,,,,,
627,PT02M40.00S,2021-11-03T04:42:33.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203145,7.408015768725363,50.245098039215684,1610612747,114,106,2021-11-03T04:42:37Z,6090000,-1.0,17.0,1,left,K. Bazemore driving Layup (7 PTS) (R. Westbrook 7 AST),"[203145, 201566]",1610612747.0,LAL,driving,,,Bazemore,K. Bazemore,,,,,1.71,Made,7.0,R. Westbrook,201566.0,7.0,,,,,,,,,,,,,,
629,PT02M31.00S,2021-11-03T04:42:43.0Z,4,REGULAR,turnover,lost ball,[],1629645,,,1610612745,114,106,2021-11-03T04:42:54Z,6110000,,,0,,K. Porter Jr. lost ball TURNOVER (5 TO),"[1629645, 203145]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,5.0,Bazemore,203145.0
630,PT02M31.00S,2021-11-03T04:42:43.0Z,4,REGULAR,steal,,[],203145,,,1610612747,114,106,2021-11-03T04:42:49Z,6120000,,,0,,K. Bazemore STEAL (2 STL),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M31.00S,2021-11-03T04:42:50.5Z,4,REGULAR,foul,personal,[],1629645,,,1610612747,114,106,2021-11-03T04:49:16Z,6130000,,,0,,K. Porter Jr. take personal FOUL (2 PF),"[1629645, 203145]",1610612745.0,HOU,take,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,202058.0,2.0,0.0,Bazemore,203145.0,,,,,,,,,
633,PT02M31.00S,2021-11-03T04:43:28.1Z,4,REGULAR,substitution,out,[],202340,,,1610612747,114,106,2021-11-03T04:49:12Z,6150000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M31.00S,2021-11-03T04:43:28.1Z,4,REGULAR,substitution,in,[],2546,,,1610612747,114,106,2021-11-03T04:49:12Z,6160000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M13.00S,2021-11-03T04:44:04.5Z,4,REGULAR,3pt,Jump Shot,[],1630224,68.24901445466492,25.735294117647058,1610612745,114,106,2021-11-03T04:44:23Z,6170000,-121.0,246.0,1,right,MISS J. Green 27' 3PT - blocked,"[1630224, 203076]",1610612745.0,HOU,,,,Green,J. Green,,,,,27.43,Missed,,,,,,,,,,,,,,Davis,203076.0,,,
636,PT02M13.00S,2021-11-03T04:44:04.5Z,4,REGULAR,block,,[],203076,,,1610612745,114,106,2021-11-03T04:44:07Z,6180000,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
637,PT02M09.00S,2021-11-03T04:44:08.5Z,4,REGULAR,rebound,offensive,[],1630224,,,1610612745,114,106,2021-11-03T04:44:23Z,6190000,,,0,,J. Green REBOUND (Off:2 Def:0),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,635.0,2.0,0.0,2.0,,,,,
