actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
35,PT08M44.00S,2021-10-23T02:14:39.8Z,1,REGULAR,3pt,Jump Shot,[],203145,6.750985545335084,5.14705882352942,1610612747,7,9,2021-10-23T02:14:45Z,350000,224.0,11.0,1,left,K. Bazemore 3PT  (3 PTS) (L. James 1 AST),"[203145, 2544]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,22.46,Made,,,,,,,3.0,L. James,2544.0,1.0,,,,,,,,,
37,PT08M30.00S,2021-10-23T02:14:52.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,84.93758212877792,33.82352941176471,1610612756,7,11,2021-10-23T02:14:57Z,370000,-81.0,89.0,1,right,D. Booker 12' pullup Jump Shot (2 PTS) (C. Paul 4 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,12.03,Made,,,,,,,2.0,C. Paul,101108.0,4.0,,,,,,,,,
39,PT08M18.00S,2021-10-23T02:15:07.2Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612747,7,11,2021-10-23T02:15:13Z,390000,,,0,,D. Booker shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1626164, 201566]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Westbrook,201566.0,,,
41,PT08M18.00S,2021-10-23T02:15:32.1Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,8,11,2021-10-23T02:15:50Z,410000,,,0,,R. Westbrook Free Throw 1 of 2 (3 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
42,PT08M18.00S,2021-10-23T02:15:32.1Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,8,11,2021-10-23T02:15:50Z,420000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M16.00S,2021-10-23T02:15:34.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,8,11,2021-10-23T02:15:50Z,430000,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,42.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
44,PT08M06.00S,2021-10-23T02:16:01.1Z,1,REGULAR,foul,personal,[],201566,,,1610612756,8,11,2021-10-23T02:16:08Z,440000,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1626164]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,203593.0,,1.0,0.0,Booker,1626164.0,,,
46,PT07M58.00S,2021-10-23T02:16:26.0Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,8,11,2021-10-23T02:16:29Z,460000,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 201566]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,1.0,,,,,Westbrook,201566.0,
47,PT07M58.00S,2021-10-23T02:16:26.0Z,1,REGULAR,steal,,[],201566,,,1610612747,8,11,2021-10-23T02:16:27Z,470000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2021-10-23T02:16:30.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,7.670827858081481,46.07843137254902,1610612747,8,11,2021-10-23T02:16:54Z,480000,20.0,20.0,1,left,MISS L. James running finger roll Layup,[2544],1610612747.0,LAL,running finger roll,,,James,L. James,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M53.00S,2021-10-23T02:16:31.4Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,8,11,2021-10-23T02:16:54Z,490000,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
50,PT07M53.00S,2021-10-23T02:16:36.0Z,1,REGULAR,foul,personal,['2freethrow'],203109,,,1610612747,8,11,2021-10-23T02:16:45Z,500000,,,0,,J. Crowder shooting personal FOUL (1 PF) (Davis 2 FT),"[203109, 203076]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,203593.0,,1.0,0.0,Davis,203076.0,,,
52,PT07M53.00S,2021-10-23T02:16:59.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203076,,,1610612747,8,11,2021-10-23T02:16:59Z,520000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M53.00S,2021-10-23T02:16:59.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,8,11,2021-10-23T02:16:59Z,530000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,
54,PT07M53.00S,2021-10-23T02:17:11.6Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203076,,,1610612747,9,11,2021-10-23T02:17:11Z,540000,,,0,,A. Davis Free Throw 2 of 2 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
55,PT07M36.00S,2021-10-23T02:17:30.8Z,1,REGULAR,3pt,Jump Shot,[],1626164,66.40932982917215,36.029411764705884,1610612756,9,11,2021-10-23T02:17:36Z,550000,-70.0,263.0,1,right,MISS D. Booker 27' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M31.00S,2021-10-23T02:17:35.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,9,11,2021-10-23T02:17:36Z,560000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
57,PT07M27.00S,2021-10-23T02:17:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,7.802233902759525,37.745098039215684,1610612747,11,11,2021-10-23T02:19:22Z,570000,61.0,21.0,1,left,R. Westbrook 6' step back Jump Shot (5 PTS),[201566],1610612747.0,LAL,step back,,,Westbrook,R. Westbrook,,,,,6.47,Made,,,,,,,5.0,,,,,,,,,,,,
58,PT07M27.00S,2021-10-23T02:17:47.0Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612747,11,11,2021-10-23T02:18:09Z,580000,,,0,,D. Booker shooting personal FOUL (2 PF) (Westbrook 1 FT),"[1626164, 201566]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,,,202007.0,,2.0,0.0,Westbrook,201566.0,,,
60,PT07M27.00S,2021-10-23T02:18:06.2Z,1,REGULAR,freethrow,1 of 1,[],201566,,,1610612747,12,11,2021-10-23T02:18:06Z,600000,,,0,,R. Westbrook Free Throw 1 of 1 (6 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
61,PT07M09.00S,2021-10-23T02:18:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,89.01116951379764,56.61764705882353,1610612756,12,13,2021-10-23T02:18:31Z,610000,33.0,51.0,1,right,J. Crowder 6' driving floating Jump Shot (6 PTS) (M. Bridges 1 AST),"[203109, 1628969]",1610612756.0,PHX,driving floating,,,Crowder,J. Crowder,,,,,6.06,Made,,,,,,,6.0,M. Bridges,1628969.0,1.0,,,,,,,,,
63,PT06M59.00S,2021-10-23T02:18:34.2Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,12,13,2021-10-23T02:18:42Z,630000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1629028]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,1.0,,,,,Ayton,1629028.0,
64,PT06M59.00S,2021-10-23T02:18:34.2Z,1,REGULAR,steal,,[],1629028,,,1610612756,12,13,2021-10-23T02:18:36Z,640000,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2021-10-23T02:18:40.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203109,93.61038107752957,4.901960784313729,1610612756,12,13,2021-10-23T02:18:50Z,650000,-225.0,8.0,1,right,MISS J. Crowder running 3PT,[203109],1610612756.0,PHX,running,,,Crowder,J. Crowder,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M51.00S,2021-10-23T02:18:42.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,12,13,2021-10-23T02:18:50Z,660000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
67,PT06M48.00S,2021-10-23T02:18:46.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,22.2568988173456,91.42156862745098,1610612747,15,13,2021-10-23T02:18:54Z,670000,-207.0,157.0,1,left,L. James 25' 3PT running (3 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,running,,,James,L. James,,,,,25.97,Made,,,,,,,3.0,R. Westbrook,201566.0,2.0,,,,,,,,,
69,PT06M31.00S,2021-10-23T02:19:09.9Z,1,REGULAR,foul,personal,[],201599,,,1610612756,15,13,2021-10-23T02:19:53Z,690000,,,0,,D. Jordan personal FOUL (1 PF),"[201599, 101108]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,202007.0,,1.0,0.0,Paul,101108.0,,,
71,PT06M31.00S,2021-10-23T02:19:31.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,15,13,2021-10-23T02:19:31Z,710000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M31.00S,2021-10-23T02:22:14.8Z,1,REGULAR,substitution,out,[],201566,,,1610612756,15,13,2021-10-23T02:22:36Z,720000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M31.00S,2021-10-23T02:22:14.8Z,1,REGULAR,substitution,in,[],1628370,,,1610612756,15,13,2021-10-23T02:22:36Z,730000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M29.00S,2021-10-23T02:22:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,91.90210249671485,53.67647058823529,1610612756,15,15,2021-10-23T02:23:07Z,740000,18.0,24.0,1,right,M. Bridges cutting Layup (5 PTS) (C. Paul 5 AST),"[1628969, 101108]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,2.99,Made,,,,,,,5.0,C. Paul,101108.0,5.0,,,,,,,,,
76,PT06M10.00S,2021-10-23T02:23:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,17.789093298291732,54.411764705882355,1610612747,15,15,2021-10-23T02:23:24Z,760000,-22.0,115.0,1,left,MISS A. Davis 11' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,11.68,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M05.00S,2021-10-23T02:23:17.7Z,1,REGULAR,rebound,offensive,[],201599,,,1610612747,15,15,2021-10-23T02:23:18Z,770000,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
78,PT06M05.00S,2021-10-23T02:23:17.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201599,5.590000152587891,50.0,1610612747,17,15,2021-10-23T02:23:22Z,780000,0.0,0.0,1,left,D. Jordan tip Layup (2 PTS),[201599],1610612747.0,LAL,tip,,,Jordan,D. Jordan,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,,
79,PT05M56.00S,2021-10-23T02:23:27.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,77.44743758212877,38.970588235294116,1610612756,17,15,2021-10-23T02:23:31Z,790000,-55.0,159.0,1,right,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,16.87,Missed,,,,,,,,,,,,,,,,,,,
80,PT05M53.00S,2021-10-23T02:23:30.6Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,17,15,2021-10-23T02:23:31Z,800000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,79.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
81,PT05M41.00S,2021-10-23T02:23:42.9Z,1,REGULAR,3pt,Jump Shot,[],2544,30.27266754270697,28.92156862745098,1610612747,20,15,2021-10-23T02:23:47Z,810000,105.0,232.0,1,left,L. James 25' 3PT  (6 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,,,,James,L. James,,,,,25.49,Made,,,,,,,6.0,A. Davis,203076.0,1.0,,,,,,,,,
83,PT05M14.00S,2021-10-23T02:24:11.6Z,1,REGULAR,foul,personal,[],2544,,,1610612756,20,15,2021-10-23T02:24:30Z,830000,,,0,,L. James personal FOUL (1 PF),"[2544, 1628969]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Bridges,1628969.0,,,
85,PT05M14.00S,2021-10-23T02:24:17.4Z,1,REGULAR,substitution,out,[],101108,,,1610612756,20,15,2021-10-23T02:24:31Z,850000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M14.00S,2021-10-23T02:24:17.4Z,1,REGULAR,substitution,out,[],203109,,,1610612756,20,15,2021-10-23T02:24:31Z,860000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M14.00S,2021-10-23T02:24:17.4Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,20,15,2021-10-23T02:24:31Z,870000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M14.00S,2021-10-23T02:24:17.4Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,20,15,2021-10-23T02:24:31Z,880000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M05.00S,2021-10-23T02:24:49.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,67.9862023653088,23.529411764705884,1610612756,20,15,2021-10-23T02:24:54Z,890000,-132.0,248.0,1,right,MISS M. Bridges 28' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,28.15,Missed,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2021-10-23T02:24:52.3Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,20,15,2021-10-23T02:24:54Z,900000,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,89.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
91,PT04M42.00S,2021-10-23T02:25:11.9Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,20,15,2021-10-23T02:25:15Z,910000,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1629028]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,2.0,,,,,Ayton,1629028.0,
92,PT04M42.00S,2021-10-23T02:25:11.9Z,1,REGULAR,steal,,[],1629028,,,1610612756,20,15,2021-10-23T02:25:57Z,920000,,,0,,D. Ayton STEAL (2 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M37.00S,2021-10-23T02:25:17.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626164,69.95729303547964,23.529411764705884,1610612756,20,15,2021-10-23T02:25:30Z,930000,-132.0,230.0,1,right,MISS D. Booker 26' running 3PT,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
