actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
30,PT09M59.00S,2021-10-20T02:13:23.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,5.590000152587891,50.0,1610612744,2,4,2021-10-20T02:13:23Z,300000,0.0,0.0,1,left,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M58.00S,2021-10-20T02:13:23.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,2,4,2021-10-20T02:13:23Z,310000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,
32,PT09M47.00S,2021-10-20T02:13:34.9Z,1,REGULAR,3pt,Jump Shot,[],203145,93.74178712220763,3.4313725490196134,1610612747,2,4,2021-10-20T02:13:39Z,320000,-233.0,6.0,1,right,MISS K. Bazemore 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M44.00S,2021-10-20T02:13:37.9Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,2,4,2021-10-20T02:13:39Z,330000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,32.0,2.0,2.0,0.0,,,
34,PT09M41.00S,2021-10-20T02:13:40.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,32.90078843626807,40.44117647058824,1610612744,2,4,2021-10-20T02:13:46Z,340000,48.0,257.0,1,left,MISS S. Curry 26' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M37.00S,2021-10-20T02:13:44.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,4,2021-10-20T02:13:46Z,350000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,
36,PT09M25.00S,2021-10-20T02:13:57.2Z,1,REGULAR,2pt,Jump Shot,[],2544,90.5880420499343,89.2156862745098,1610612747,4,4,2021-10-20T02:14:05Z,360000,196.0,36.0,1,right,L. James 19' step back Jump Shot (2 PTS),[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,19.94,Made,2.0,,,,,,,,,,,,,,,,,,
37,PT09M10.00S,2021-10-20T02:14:12.6Z,1,REGULAR,3pt,Jump Shot,[],201939,25.673455978975028,83.08823529411765,1610612744,4,7,2021-10-20T02:14:16Z,370000,-165.0,189.0,1,left,S. Curry 25' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.1,Made,3.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,,
41,PT08M56.00S,2021-10-20T02:14:26.3Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612747,4,7,2021-10-20T02:14:40Z,410000,,,0,,D. Green shooting personal FOUL (1 PF) (Davis 2 FT),"[203110, 203076]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,,,2882.0,1.0,0.0,Davis,203076.0,,,,,,,
43,PT08M56.00S,2021-10-20T02:15:09.0Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,5,7,2021-10-20T02:15:09Z,430000,,,0,,A. Davis Free Throw 1 of 2 (1 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
44,PT08M56.00S,2021-10-20T02:15:24.2Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,6,7,2021-10-20T02:15:24Z,440000,,,0,,A. Davis Free Throw 2 of 2 (2 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
45,PT08M41.00S,2021-10-20T02:15:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,5.699737187910642,50.98039215686275,1610612744,6,9,2021-10-20T02:15:43Z,450000,-5.0,1.0,1,left,K. Looney alley-oop Layup (4 PTS) (D. Green 2 AST),"[1626172, 203110]",1610612744.0,GSW,alley-oop,,,Looney,K. Looney,,,,,0.5,Made,4.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,,
47,PT08M25.00S,2021-10-20T02:15:57.9Z,1,REGULAR,foul,personal,[],1629673,,,1610612747,6,9,2021-10-20T02:16:04Z,470000,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 2544]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,2882.0,1.0,0.0,James,2544.0,,,,,,,
49,PT08M20.00S,2021-10-20T02:16:20.0Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612747,6,9,2021-10-20T02:16:26Z,490000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (James 2 FT),"[203952, 2544]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,1626300.0,1.0,0.0,James,2544.0,,,,,,,
51,PT08M20.00S,2021-10-20T02:16:47.9Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,6,9,2021-10-20T02:16:47Z,510000,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,,
52,PT08M20.00S,2021-10-20T02:16:47.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,6,9,2021-10-20T02:16:47Z,520000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,
53,PT08M20.00S,2021-10-20T02:17:01.5Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,7,9,2021-10-20T02:17:01Z,530000,,,0,,L. James Free Throw 2 of 2 (3 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
54,PT08M05.00S,2021-10-20T02:17:16.7Z,1,REGULAR,3pt,Jump Shot,[],203952,7.408015768725363,96.07843137254902,1610612744,7,12,2021-10-20T02:17:20Z,540000,-230.0,17.0,1,left,A. Wiggins 3PT  (3 PTS) (D. Green 3 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.1,Made,3.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,,
56,PT07M50.00S,2021-10-20T02:17:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.90210249671485,54.411764705882355,1610612747,9,12,2021-10-20T02:17:35Z,560000,22.0,24.0,1,right,A. Davis cutting Layup (4 PTS) (R. Westbrook 1 AST),"[203076, 201566]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,3.23,Made,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,,
58,PT07M38.00S,2021-10-20T02:17:43.6Z,1,REGULAR,3pt,Jump Shot,[],203952,24.096583442838366,87.99019607843137,1610612744,9,12,2021-10-20T02:17:47Z,580000,-190.0,174.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M36.00S,2021-10-20T02:17:45.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,9,12,2021-10-20T02:17:47Z,590000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,
60,PT07M32.00S,2021-10-20T02:17:49.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,72.7168199737188,20.833333333333343,1610612747,12,12,2021-10-20T02:18:01Z,600000,-146.0,204.0,1,right,L. James 25' 3PT running pullup (6 PTS),[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,25.07,Made,6.0,,,,,,,,,,,,,,,,,,
61,PT07M21.00S,2021-10-20T02:18:01.8Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,12,12,2021-10-20T02:18:07Z,610000,,,0,,D. Green bad pass out-of-bounds TURNOVER (2 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,,,,,,,2.0,,,200834.0,,,,,,,,,,,
62,PT07M11.00S,2021-10-20T02:18:19.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,82.57227332457293,63.48039215686275,1610612747,14,12,2021-10-20T02:18:24Z,620000,67.0,111.0,1,right,A. Davis 13' turnaround Jump Shot (6 PTS),[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,13.01,Made,6.0,,,,,,,,,,,,,,,,,,
63,PT07M01.00S,2021-10-20T02:18:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,8.722076215505908,48.28431372549019,1610612744,14,12,2021-10-20T02:18:33Z,630000,9.0,29.0,1,left,MISS J. Poole cutting Layup - blocked,"[1629673, 2544]",1610612744.0,GSW,cutting,,,Poole,J. Poole,,,,,3.07,Missed,,,,,,,,,,,,,,,,,James,2544.0,
64,PT07M01.00S,2021-10-20T02:18:28.3Z,1,REGULAR,block,,[],2544,,,1610612744,14,12,2021-10-20T02:18:31Z,640000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2021-10-20T02:18:31.3Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,14,12,2021-10-20T02:18:33Z,650000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,63.0,3.0,3.0,0.0,,,
67,PT06M51.00S,2021-10-20T02:18:47.5Z,1,REGULAR,foul,personal,[],203952,,,1610612747,14,12,2021-10-20T02:18:58Z,670000,,,0,,A. Wiggins personal FOUL (2 PF),"[203952, 2544]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,2882.0,2.0,0.0,James,2544.0,,,,,,,
69,PT06M51.00S,2021-10-20T02:19:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,14,12,2021-10-20T02:19:00Z,690000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M51.00S,2021-10-20T02:22:00.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612747,14,12,2021-10-20T02:22:25Z,700000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M51.00S,2021-10-20T02:22:00.3Z,1,REGULAR,substitution,out,[],203952,,,1610612747,14,12,2021-10-20T02:22:25Z,710000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M51.00S,2021-10-20T02:22:00.3Z,1,REGULAR,substitution,in,[],202357,,,1610612747,14,12,2021-10-20T02:22:25Z,720000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M51.00S,2021-10-20T02:22:00.3Z,1,REGULAR,substitution,in,[],2738,,,1610612747,14,12,2021-10-20T02:22:25Z,730000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M36.00S,2021-10-20T02:22:40.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,14,12,2021-10-20T02:22:46Z,740000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,200834.0,,,,,,,,,,,
75,PT06M17.00S,2021-10-20T02:23:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,6.8823915900131425,52.69607843137255,1610612744,14,12,2021-10-20T02:23:14Z,750000,-13.0,12.0,1,left,MISS S. Curry driving finger roll Layup - blocked,"[201939, 203076]",1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,1.82,Missed,,,,,,,,,,,,,,,,,Davis,203076.0,
76,PT06M17.00S,2021-10-20T02:23:09.8Z,1,REGULAR,block,,[],203076,,,1610612744,14,12,2021-10-20T02:23:12Z,760000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M14.00S,2021-10-20T02:23:12.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,14,12,2021-10-20T02:23:14Z,770000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,75.0,2.0,2.0,0.0,,,
78,PT06M14.00S,2021-10-20T02:23:17.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,14,12,2021-10-20T02:23:17Z,780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M14.00S,2021-10-20T02:23:27.1Z,1,REGULAR,substitution,out,[],1629673,,,1610612747,14,12,2021-10-20T02:23:31Z,790000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M14.00S,2021-10-20T02:23:27.1Z,1,REGULAR,substitution,in,[],1627814,,,1610612747,14,12,2021-10-20T02:23:31Z,800000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M14.00S,2021-10-20T02:23:42.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,14,12,2021-10-20T02:23:42Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M08.00S,2021-10-20T02:23:54.0Z,1,REGULAR,3pt,Jump Shot,[],2544,76.39618922470433,90.93137254901961,1610612747,17,12,2021-10-20T02:23:58Z,820000,205.0,169.0,1,right,L. James 26' 3PT  (9 PTS) (D. Jordan 1 AST),"[2544, 201599]",1610612747.0,LAL,,,,James,L. James,,,,,26.57,Made,9.0,D. Jordan,201599.0,1.0,,,,,,,,,,,,,,,
84,PT05M48.00S,2021-10-20T02:24:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,7.670827858081481,50.49019607843137,1610612744,17,14,2021-10-20T02:24:17Z,840000,-2.0,20.0,1,left,D. Green cutting Layup (2 PTS) (D. Lee 1 AST),"[203110, 1627814]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,1.98,Made,2.0,D. Lee,1627814.0,1.0,,,,,,,,,,,,,,,
86,PT05M40.00S,2021-10-20T02:24:34.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,17,14,2021-10-20T02:24:34Z,860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M40.00S,2021-10-20T02:24:35.0Z,1,REGULAR,substitution,out,[],201566,,,1610612747,17,14,2021-10-20T02:24:59Z,870000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M40.00S,2021-10-20T02:24:35.0Z,1,REGULAR,substitution,out,[],201599,,,1610612747,17,14,2021-10-20T02:24:59Z,880000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M40.00S,2021-10-20T02:24:35.0Z,1,REGULAR,substitution,in,[],200765,,,1610612747,17,14,2021-10-20T02:24:59Z,890000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M40.00S,2021-10-20T02:24:35.0Z,1,REGULAR,substitution,in,[],2546,,,1610612747,17,14,2021-10-20T02:24:59Z,900000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M36.00S,2021-10-20T02:24:49.0Z,1,REGULAR,foul,offensive,[],2546,,,1610612747,17,14,2021-10-20T02:27:38Z,905000,,,0,,C. Anthony offensive FOUL (1 PF),"[2546, 2738]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,200834.0,1.0,0.0,Iguodala,2738.0,,,,,,,
112,PT05M36.00S,2021-10-20T02:24:49.0Z,1,REGULAR,turnover,offensive foul,[],2546,,,1610612747,17,14,2021-10-20T02:24:49Z,907500,,,0,,C. Anthony offensive foul TURNOVER (1 TO),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,1.0,,,200834.0,,,,,,,,,,,
92,PT05M22.00S,2021-10-20T02:25:23.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627814,24.753613666228645,85.7843137254902,1610612744,17,14,2021-10-20T02:25:28Z,920000,-179.0,180.0,1,left,MISS D. Lee 25' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
93,PT05M18.00S,2021-10-20T02:25:27.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,17,14,2021-10-20T02:25:28Z,930000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,92.0,4.0,4.0,0.0,,,
94,PT05M07.00S,2021-10-20T02:25:39.5Z,1,REGULAR,3pt,Jump Shot,[],203145,88.61695137976346,96.56862745098039,1610612747,20,14,2021-10-20T02:25:46Z,940000,233.0,55.0,1,right,K. Bazemore 3PT step back (3 PTS) (R. Rondo 1 AST),"[203145, 200765]",1610612747.0,LAL,step back,,,Bazemore,K. Bazemore,,,,,23.91,Made,3.0,R. Rondo,200765.0,1.0,,,,,,,,,,,,,,,
96,PT05M01.00S,2021-10-20T02:25:47.5Z,1,REGULAR,foul,personal,[],203145,,,1610612744,20,14,2021-10-20T02:26:14Z,960000,,,0,,K. Bazemore personal FOUL (1 PF),"[203145, 201939]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,1626300.0,1.0,0.0,Curry,201939.0,,,,,,,
