actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-11-29T02:40:39.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-29T02:40:39Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2021-11-29T02:40:41.6Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2021-11-29T02:40:41Z,40000,,,0,,Jump Ball D. Jordan vs. I. Stewart: Tip to L. James,"[2544, 201599, 1630191]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Jordan,201599.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2021-11-29T02:41:00.0Z,1,REGULAR,violation,kicked ball,[],1630191,,,1610612747,0,0,2021-11-29T02:41:05Z,70000,,,0,,I. Stewart kicked ball VIOLATION,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,2534.0,,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2021-11-29T02:41:19.2Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,0,0,2021-11-29T02:41:24Z,80000,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (1 TO),[201566],1610612747.0,LAL,bad pass,,,Westbrook,R. Westbrook,,,,,1627534.0,1.0,,,,,,,,,,,,,,,,,,
9,PT11M28.00S,2021-11-29T02:41:33.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,9.510512483574246,95.83333333333333,1610612765,0,0,2021-11-29T02:41:39Z,90000,-229.0,37.0,1,left,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,23.22,Missed,,,,,,,,,,,,,,,,
10,PT11M24.00S,2021-11-29T02:41:37.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,0,0,2021-11-29T02:41:39Z,100000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,
11,PT11M16.00S,2021-11-29T02:41:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,80.86399474375821,35.294117647058826,1610612747,0,0,2021-11-29T02:41:50Z,110000,-74.0,127.0,1,right,MISS L. James 14' step back Shot,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,,,14.71,Missed,,,,,,,,,,,,,,,,
12,PT11M13.00S,2021-11-29T02:41:47.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2021-11-29T02:41:50Z,120000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M05.00S,2021-11-29T02:41:55.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,6.619579500657039,52.94117647058824,1610612765,0,0,2021-11-29T02:42:00Z,130000,-15.0,10.0,1,left,MISS I. Stewart turnaround Hook,[1630191],1610612765.0,DET,turnaround,,,Stewart,I. Stewart,,,,,,,1.76,Missed,,,,,,,,,,,,,,,,
14,PT11M03.00S,2021-11-29T02:41:57.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,0,0,2021-11-29T02:42:00Z,140000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,
15,PT10M57.00S,2021-11-29T02:42:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612747,0,0,2021-11-29T02:42:14Z,150000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1630165, 201566]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,1627534.0,,,,,,,,1.0,0.0,Westbrook,201566.0,,,,,,,,
17,PT10M57.00S,2021-11-29T02:42:31.5Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,0,0,2021-11-29T02:42:31Z,170000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,
18,PT10M57.00S,2021-11-29T02:42:31.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,0,0,2021-11-29T02:42:31Z,180000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,
19,PT10M57.00S,2021-11-29T02:42:46.6Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,1,0,2021-11-29T02:42:46Z,190000,,,0,,R. Westbrook Free Throw 2 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,,,,,1.0,,,,,,,
20,PT10M45.00S,2021-11-29T02:42:59.6Z,1,REGULAR,2pt,Jump Shot,[],203924,22.2568988173456,31.372549019607845,1610612765,1,2,2021-11-29T02:43:06Z,200000,93.0,157.0,1,left,J. Grant 18' pullup Jump Shot (2 PTS) (I. Stewart 1 AST),"[203924, 1630191]",1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,,,18.23,Made,,,,,,,,,2.0,I. Stewart,1630191.0,1.0,,,,
22,PT10M24.00S,2021-11-29T02:43:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,93.08475689881735,42.15686274509803,1610612747,1,2,2021-11-29T02:43:26Z,220000,-39.0,13.0,1,right,MISS A. Davis driving floating Shot,[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,,,4.11,Missed,,,,,,,,,,,,,,,,
23,PT10M20.00S,2021-11-29T02:43:25.3Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,1,2,2021-11-29T02:48:36Z,230000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M14.00S,2021-11-29T02:43:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,6.619579500657039,51.470588235294116,1610612765,1,4,2021-11-29T02:43:35Z,240000,-7.0,10.0,1,left,I. Stewart Layup (2 PTS) (J. Grant 1 AST),"[1630191, 203924]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,1.22,Made,,,,,,,,,2.0,J. Grant,203924.0,1.0,,,,
26,PT09M49.00S,2021-11-29T02:43:55.0Z,1,REGULAR,3pt,Jump Shot,[],202340,91.50788436268068,4.411764705882348,1610612747,1,4,2021-11-29T02:44:01Z,260000,-228.0,27.0,1,right,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,22.95,Missed,,,,,,,,,,,,,,,,
27,PT09M45.00S,2021-11-29T02:43:59.0Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,1,4,2021-11-29T02:44:01Z,270000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,
28,PT09M41.00S,2021-11-29T02:44:03.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203924,29.747043363994734,74.26470588235294,1610612765,1,7,2021-11-29T02:44:13Z,280000,-121.0,227.0,1,left,J. Grant 25' 3PT running pullup (5 PTS),[203924],1610612765.0,DET,running pullup,,,Grant,J. Grant,,,,,,,25.75,Made,,,,,,,,,5.0,,,,,,,
29,PT09M39.00S,2021-11-29T02:44:11.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,1,7,2021-11-29T02:44:11Z,290000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M21.00S,2021-11-29T02:47:22.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,92.95335085413929,50.0,1610612747,3,7,2021-11-29T02:47:35Z,300000,0.0,14.0,1,right,A. Davis driving DUNK (2 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,,,1.37,Made,,,,,,,,,2.0,,,,,,,
31,PT09M04.00S,2021-11-29T02:47:38.6Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612765,3,7,2021-11-29T02:47:42Z,310000,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 201599]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,1.0,,,,,,,,,,,,,,,Jordan,201599.0,,
32,PT09M04.00S,2021-11-29T02:47:38.6Z,1,REGULAR,steal,,[],201599,,,1610612747,3,7,2021-11-29T02:47:40Z,320000,,,0,,D. Jordan STEAL (1 STL),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M59.00S,2021-11-29T02:47:44.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201566,93.34756898817345,54.411764705882355,1610612747,3,7,2021-11-29T02:47:50Z,330000,22.0,10.0,1,right,MISS R. Westbrook running Layup,[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,,,2.43,Missed,,,,,,,,,,,,,,,,
34,PT08M57.00S,2021-11-29T02:47:46.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,3,7,2021-11-29T02:47:50Z,340000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,
35,PT08M52.00S,2021-11-29T02:47:51.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,32.37516425755584,65.19607843137254,1610612765,3,7,2021-11-29T02:47:58Z,350000,-76.0,252.0,1,left,MISS S. Bey 26' running pullup 3PT,[1630180],1610612765.0,DET,running pullup,,,Bey,S. Bey,,,,,,,26.3,Missed,,,,,,,,,,,,,,,,
36,PT08M49.00S,2021-11-29T02:47:54.1Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,3,7,2021-11-29T02:47:58Z,360000,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,
37,PT08M43.00S,2021-11-29T02:47:59.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203076,92.0335085413929,52.69607843137255,1610612747,5,7,2021-11-29T02:48:08Z,370000,13.0,22.0,1,right,A. Davis running Layup (4 PTS) (R. Westbrook 1 AST),"[203076, 201566]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,,,2.62,Made,,,,,,,,,4.0,R. Westbrook,201566.0,1.0,,,,
39,PT08M28.00S,2021-11-29T02:48:14.7Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,5,7,2021-11-29T02:48:18Z,390000,,,0,,C. Cunningham lost ball TURNOVER (1 TO),"[1630595, 201599]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,1.0,,,,,,,,,,,,,,,Jordan,201599.0,,
40,PT08M28.00S,2021-11-29T02:48:14.7Z,1,REGULAR,steal,,[],201599,,,1610612747,5,7,2021-11-29T02:48:16Z,400000,,,0,,D. Jordan STEAL (2 STL),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M25.00S,2021-11-29T02:48:18.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,93.2161629434954,52.69607843137255,1610612747,7,7,2021-11-29T02:48:27Z,410000,13.0,11.0,1,right,L. James running DUNK (2 PTS) (D. Jordan 1 AST),"[2544, 201599]",1610612747.0,LAL,running,,,James,L. James,,,,,,,1.76,Made,,,,,,,,,2.0,D. Jordan,201599.0,1.0,,,,
43,PT08M07.00S,2021-11-29T02:48:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,7.539421813403408,55.88235294117647,1610612765,7,9,2021-11-29T02:50:12Z,430000,-29.0,18.0,1,left,K. Hayes driving finger roll Layup (2 PTS),[1630165],1610612765.0,DET,driving finger roll,,,Hayes,K. Hayes,,,,,,,3.47,Made,,,,,,,,,2.0,,,,,,,
44,PT07M59.00S,2021-11-29T02:48:44.5Z,1,REGULAR,turnover,lost ball,[],2544,,,1610612747,7,9,2021-11-29T02:48:53Z,440000,,,0,,L. James lost ball TURNOVER (1 TO),"[2544, 1630180]",1610612747.0,LAL,,,,James,L. James,,,,,,1.0,,,,,,,,,,,,,,,Bey,1630180.0,,
45,PT07M59.00S,2021-11-29T02:48:44.5Z,1,REGULAR,steal,,[],1630180,,,1610612765,7,9,2021-11-29T02:52:49Z,450000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M59.00S,2021-11-29T02:48:53.5Z,1,REGULAR,foul,personal,[],201599,,,1610612765,7,9,2021-11-29T02:52:07Z,460000,,,0,,D. Jordan take personal FOUL (1 PF),"[201599, 1630180]",1610612747.0,LAL,take,,,Jordan,D. Jordan,,,,,2534.0,,,,,,,,1.0,0.0,Bey,1630180.0,,,,,,,,
48,PT07M44.00S,2021-11-29T02:49:23.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,17.920499342969777,75.0,1610612765,7,9,2021-11-29T02:49:33Z,480000,-125.0,116.0,1,left,MISS C. Cunningham 17' step back Shot,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,,,17.05,Missed,,,,,,,,,,,,,,,,
49,PT07M39.00S,2021-11-29T02:49:28.0Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,7,9,2021-11-29T02:49:28Z,490000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,
50,PT07M34.00S,2021-11-29T02:49:32.9Z,1,REGULAR,2pt,Jump Shot,[],201566,80.6011826544021,31.127450980392155,1610612747,9,9,2021-11-29T02:49:43Z,500000,-94.0,130.0,1,right,R. Westbrook 16' pullup bank Jump Shot (3 PTS),[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,,,16.05,Made,,,,,,,,,3.0,,,,,,,
51,PT07M12.00S,2021-11-29T02:49:54.8Z,1,REGULAR,3pt,Jump Shot,[],1630165,28.038764783180028,22.794117647058826,1610612765,9,9,2021-11-29T02:49:59Z,510000,136.0,211.0,1,left,MISS K. Hayes 25' step back 3PT,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,
52,PT07M09.00S,2021-11-29T02:49:57.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,9,9,2021-11-29T02:49:59Z,520000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,
53,PT07M04.00S,2021-11-29T02:50:03.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202340,70.74572930354796,18.872549019607845,1610612747,9,9,2021-11-29T02:50:16Z,530000,-156.0,222.0,1,right,MISS A. Bradley 27' running 3PT,[202340],1610612747.0,LAL,running,,,Bradley,A. Bradley,,,,,,,27.15,Missed,,,,,,,,,,,,,,,,
54,PT07M02.00S,2021-11-29T02:50:05.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,9,9,2021-11-29T02:50:16Z,540000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,
55,PT07M02.00S,2021-11-29T02:50:12.2Z,1,REGULAR,foul,personal,[],203076,,,1610612765,9,9,2021-11-29T02:50:18Z,550000,,,0,,A. Davis loose ball personal FOUL (1 PF),"[203076, 203924]",1610612747.0,LAL,loose ball,,,Davis,A. Davis,,,,,1627534.0,,,,,,,,1.0,0.0,Grant,203924.0,,,,,,,,
57,PT06M48.00S,2021-11-29T02:50:34.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,12.13863337713535,49.50980392156863,1610612765,9,11,2021-11-29T02:50:48Z,570000,2.0,62.0,1,left,C. Cunningham 6' driving Hook (2 PTS) (K. Hayes 1 AST),"[1630595, 1630165]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,,,6.17,Made,,,,,,,,,2.0,K. Hayes,1630165.0,1.0,,,,
59,PT06M43.00S,2021-11-29T02:50:43.4Z,1,REGULAR,foul,personal,[],203924,,,1610612747,9,11,2021-11-29T02:51:06Z,590000,,,0,,J. Grant personal FOUL (1 PF),"[203924, 203076]",1610612765.0,DET,,,,Grant,J. Grant,,,,,2534.0,,,,,,,,1.0,0.0,Davis,203076.0,,,,,,,,
61,PT06M43.00S,2021-11-29T02:50:50.0Z,1,REGULAR,substitution,out,[],202340,,,1610612747,9,11,2021-11-29T02:50:58Z,610000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2021-11-29T02:50:50.0Z,1,REGULAR,substitution,out,[],201566,,,1610612747,9,11,2021-11-29T02:50:58Z,620000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2021-11-29T02:50:50.0Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,9,11,2021-11-29T02:50:58Z,630000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2021-11-29T02:50:50.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,9,11,2021-11-29T02:50:58Z,640000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M34.00S,2021-11-29T02:51:11.5Z,1,REGULAR,3pt,Jump Shot,[],203076,71.40275952693824,20.833333333333343,1610612747,12,11,2021-11-29T02:51:17Z,650000,-146.0,216.0,1,right,A. Davis 26' 3PT  (7 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,26.09,Made,,,,,,,,,7.0,L. James,2544.0,1.0,,,,
67,PT06M25.00S,2021-11-29T02:51:23.2Z,1,REGULAR,foul,personal,['2freethrow'],201599,,,1610612765,12,11,2021-11-29T02:51:28Z,670000,,,0,,D. Jordan shooting personal FOUL (2 PF) (Grant 2 FT),"[201599, 203924]",1610612747.0,LAL,shooting,,,Jordan,D. Jordan,,,,,2534.0,,,,,,,,2.0,0.0,Grant,203924.0,,,,,,,,
69,PT06M25.00S,2021-11-29T02:51:51.6Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612765,12,12,2021-11-29T02:51:51Z,690000,,,0,,J. Grant Free Throw 1 of 2 (6 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,6.0,,,,,,,
70,PT06M25.00S,2021-11-29T02:52:11.9Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612765,12,13,2021-11-29T02:52:11Z,700000,,,0,,J. Grant Free Throw 2 of 2 (7 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,7.0,,,,,,,
71,PT06M01.00S,2021-11-29T02:52:38.1Z,1,REGULAR,turnover,offensive goaltending,[],201599,,,1610612747,12,13,2021-11-29T02:52:49Z,710000,,,0,,D. Jordan offensive goaltending TURNOVER (1 TO),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,1204.0,1.0,,,,,,,,,,,,,,,,,,
72,PT05M51.00S,2021-11-29T02:52:57.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203924,22.651116951379763,36.029411764705884,1610612765,12,13,2021-11-29T02:53:03Z,720000,70.0,160.0,1,left,MISS J. Grant 17' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,,,17.5,Missed,,,,,,,,,,,,,,,,
73,PT05M48.00S,2021-11-29T02:53:00.7Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,12,13,2021-11-29T02:53:03Z,730000,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,
74,PT05M44.00S,2021-11-29T02:53:08.2Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,12,13,2021-11-29T02:53:13Z,740000,,,0,,L. James lost ball out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,lost ball,,,James,L. James,,,,,2534.0,2.0,,,,,,,,,,,,,,,,,,
75,PT05M31.00S,2021-11-29T02:53:25.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,6.750985545335084,45.34313725490197,1610612765,12,13,2021-11-29T02:53:29Z,750000,23.0,11.0,1,left,MISS J. Grant Layup,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,2.58,Missed,,,,,,,,,,,,,,,,
76,PT05M29.00S,2021-11-29T02:53:27.5Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,12,13,2021-11-29T02:53:27Z,760000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,
77,PT05M19.00S,2021-11-29T02:53:36.8Z,1,REGULAR,3pt,Jump Shot,[],1629659,69.03745072273324,29.65686274509804,1610612747,12,13,2021-11-29T02:53:42Z,770000,-102.0,239.0,1,right,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,25.93,Missed,,,,,,,,,,,,,,,,
78,PT05M16.00S,2021-11-29T02:53:39.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,12,13,2021-11-29T02:53:42Z,780000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,
79,PT05M04.00S,2021-11-29T02:53:52.5Z,1,REGULAR,2pt,Jump Shot,[],1630180,25.147831800262807,40.931372549019606,1610612765,12,13,2021-11-29T02:54:00Z,790000,45.0,184.0,1,left,MISS S. Bey 18' Jump Shot,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,18.94,Missed,,,,,,,,,,,,,,,,
80,PT05M01.00S,2021-11-29T02:53:55.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,12,13,2021-11-29T02:54:00Z,800000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,
81,PT04M56.00S,2021-11-29T02:54:00.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201599,93.08475689881735,50.98039215686275,1610612747,14,13,2021-11-29T02:54:11Z,810000,5.0,13.0,1,right,D. Jordan Layup (2 PTS) (L. James 2 AST),"[201599, 2544]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,1.34,Made,,,,,,,,,2.0,L. James,2544.0,2.0,,,,
83,PT04M49.00S,2021-11-29T02:54:11.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,14,13,2021-11-29T02:54:11Z,830000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2021-11-29T02:56:44.5Z,1,REGULAR,substitution,out,[],2544,,,1610612765,14,13,2021-11-29T02:57:05Z,840000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M49.00S,2021-11-29T02:56:44.5Z,1,REGULAR,substitution,out,[],201599,,,1610612765,14,13,2021-11-29T02:57:05Z,850000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M49.00S,2021-11-29T02:56:44.5Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,14,13,2021-11-29T02:57:05Z,860000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M49.00S,2021-11-29T02:56:44.5Z,1,REGULAR,substitution,in,[],201566,,,1610612765,14,13,2021-11-29T02:57:05Z,870000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M49.00S,2021-11-29T02:56:44.5Z,1,REGULAR,substitution,in,[],2546,,,1610612765,14,13,2021-11-29T02:57:05Z,880000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M49.00S,2021-11-29T02:56:44.5Z,1,REGULAR,substitution,in,[],1628402,,,1610612765,14,13,2021-11-29T02:57:05Z,890000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M38.00S,2021-11-29T02:57:22.4Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,14,13,2021-11-29T02:57:25Z,900000,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 2546]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,2.0,,,,,,,,,,,,,,,Anthony,2546.0,,
91,PT04M38.00S,2021-11-29T02:57:22.4Z,1,REGULAR,steal,,[],2546,,,1610612747,14,13,2021-11-29T02:57:24Z,910000,,,0,,C. Anthony STEAL (1 STL),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M25.00S,2021-11-29T02:57:35.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,93.87319316688567,96.32352941176471,1610612747,14,13,2021-11-29T02:57:40Z,920000,232.0,5.0,1,right,MISS M. Monk 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,
