actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
19,PT10M33.00S,2021-11-11T03:18:36.0Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612747,0,2,2021-11-11T03:18:42Z,190000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Jordan 2 FT),"[1628389, 201599]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,202037.0,1.0,0.0,Jordan,201599.0,,,,,,,,,,
21,PT10M33.00S,2021-11-11T03:19:13.5Z,1,REGULAR,freethrow,1 of 2,[],201599,,,1610612747,1,2,2021-11-11T03:19:41Z,210000,,,0,,D. Jordan Free Throw 1 of 2 (1 PTS),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
22,PT10M33.00S,2021-11-11T03:19:13.5Z,1,REGULAR,freethrow,2 of 2,[],201599,,,1610612747,1,2,2021-11-11T03:19:41Z,220000,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M31.00S,2021-11-11T03:19:15.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,1,2,2021-11-11T03:19:41Z,230000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT10M18.00S,2021-11-11T03:19:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.132063074901453,41.17647058823529,1610612748,1,2,2021-11-11T03:19:57Z,240000,44.0,109.0,1,left,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,11.71,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M16.00S,2021-11-11T03:19:54.1Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,1,2,2021-11-11T03:19:57Z,250000,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,24.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
26,PT10M08.00S,2021-11-11T03:20:10.9Z,1,REGULAR,foul,personal,[],200782,,,1610612747,1,2,2021-11-11T03:20:25Z,260000,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 201566]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,201245.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,
28,PT09M54.00S,2021-11-11T03:20:48.9Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,1,2,2021-11-11T03:20:52Z,280000,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1628389]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,,
29,PT09M54.00S,2021-11-11T03:20:48.9Z,1,REGULAR,steal,,[],1628389,,,1610612748,1,2,2021-11-11T03:20:50Z,290000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M38.00S,2021-11-11T03:21:05.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,19.365965834428394,39.4607843137255,1610612748,1,2,2021-11-11T03:21:10Z,300000,53.0,130.0,1,left,MISS J. Butler 13' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,13.98,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M34.00S,2021-11-11T03:21:09.3Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,1,2,2021-11-11T03:21:10Z,310000,,,0,,D. Jordan REBOUND (Off:0 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,30.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
32,PT09M30.00S,2021-11-11T03:21:13.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,93.2161629434954,50.73529411764706,1610612747,1,2,2021-11-11T03:21:28Z,320000,4.0,11.0,1,right,MISS R. Westbrook running Layup,[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,1.19,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M26.00S,2021-11-11T03:21:17.7Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,1,2,2021-11-11T03:21:28Z,330000,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
34,PT09M26.00S,2021-11-11T03:21:17.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203076,94.40999984741211,50.0,1610612747,1,2,2021-11-11T03:21:42Z,340000,0.0,0.0,1,right,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M25.00S,2021-11-11T03:21:18.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,1,2,2021-11-11T03:21:24Z,350000,,,0,,A. Davis REBOUND (Off:2 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,34.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
36,PT09M15.00S,2021-11-11T03:21:27.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201566,69.69448094612352,24.264705882352942,1610612747,1,2,2021-11-11T03:21:33Z,360000,-129.0,232.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M13.00S,2021-11-11T03:21:29.9Z,1,REGULAR,rebound,offensive,[],201599,,,1610612747,1,2,2021-11-11T03:21:33Z,370000,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,36.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
38,PT09M12.00S,2021-11-11T03:21:31.7Z,1,REGULAR,turnover,lost ball,[],201599,,,1610612747,1,2,2021-11-11T03:21:36Z,380000,,,0,,D. Jordan lost ball TURNOVER (1 TO),"[201599, 1629130]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0,,,,,,
39,PT09M12.00S,2021-11-11T03:21:31.7Z,1,REGULAR,steal,,[],1629130,,,1610612748,1,2,2021-11-11T03:21:33Z,390000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT09M06.00S,2021-11-11T03:21:37.3Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,1,2,2021-11-11T03:21:45Z,400000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 203145]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,1.0,Bazemore,203145.0,,,,,,
41,PT09M06.00S,2021-11-11T03:21:37.3Z,1,REGULAR,steal,,[],203145,,,1610612747,1,2,2021-11-11T03:21:39Z,410000,,,0,,K. Bazemore STEAL (1 STL),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT09M00.00S,2021-11-11T03:21:45.1Z,1,REGULAR,turnover,out-of-bounds,[],202340,,,1610612747,1,2,2021-11-11T03:21:50Z,420000,,,0,,A. Bradley bad pass out-of-bounds TURNOVER (1 TO),[202340],1610612747.0,LAL,bad pass,,,Bradley,A. Bradley,,,,,,,,,,,201639.0,,,,,,1.0,,,,,,,,
43,PT08M48.00S,2021-11-11T03:22:05.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628389,8.722076215505908,54.65686274509804,1610612748,1,2,2021-11-11T03:22:11Z,430000,-23.0,29.0,1,left,MISS B. Adebayo cutting Layup,[1628389],1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,3.76,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M46.00S,2021-11-11T03:22:07.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,1,2,2021-11-11T03:22:11Z,440000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT08M30.00S,2021-11-11T03:22:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202340,91.11366622864652,50.73529411764706,1610612747,1,2,2021-11-11T03:22:29Z,460000,4.0,31.0,1,right,MISS A. Bradley driving Layup,[202340],1610612747.0,LAL,driving,,,Bradley,A. Bradley,,,,,3.12,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M27.00S,2021-11-11T03:22:27.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,1,2,2021-11-11T03:22:29Z,470000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
48,PT08M24.00S,2021-11-11T03:22:29.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,24.096583442838366,87.25490196078431,1610612748,1,2,2021-11-11T03:25:17Z,480000,-186.0,174.0,1,left,MISS D. Robinson 25' running 3PT,[1629130],1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M22.00S,2021-11-11T03:22:31.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,1,2,2021-11-11T03:22:50Z,490000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
50,PT08M19.00S,2021-11-11T03:22:35.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202340,90.98226018396846,55.14705882352941,1610612747,3,2,2021-11-11T03:22:44Z,500000,26.0,32.0,1,right,A. Bradley running Layup (2 PTS) (R. Westbrook 1 AST),"[202340, 201566]",1610612747.0,LAL,running,,,Bradley,A. Bradley,,,,,4.13,Made,,,,,,,,,,2.0,,,,R. Westbrook,201566.0,1.0,,,
52,PT08M03.00S,2021-11-11T03:22:50.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,26.987516425755587,86.76470588235294,1610612748,3,2,2021-11-11T03:22:56Z,520000,-184.0,201.0,1,left,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
53,PT07M59.00S,2021-11-11T03:22:54.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,3,2,2021-11-11T03:22:56Z,530000,,,0,,A. Davis REBOUND (Off:2 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,52.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
54,PT07M53.00S,2021-11-11T03:23:01.3Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,3,2,2021-11-11T03:23:04Z,540000,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1629130]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0,,,,,,
55,PT07M53.00S,2021-11-11T03:23:01.3Z,1,REGULAR,steal,,[],1629130,,,1610612748,3,2,2021-11-11T03:23:03Z,550000,,,0,,D. Robinson STEAL (2 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M49.00S,2021-11-11T03:23:05.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,5.831143232588701,48.529411764705884,1610612748,3,4,2021-11-11T03:23:14Z,560000,7.0,2.0,1,left,B. Adebayo running DUNK (2 PTS),[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,0.77,Made,,,,,,,,,,2.0,,,,,,,,,
57,PT07M48.00S,2021-11-11T03:23:16.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,3,4,2021-11-11T03:23:16Z,570000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M48.00S,2021-11-11T03:26:17.2Z,1,REGULAR,substitution,out,[],202340,,,1610612747,3,4,2021-11-11T03:26:33Z,580000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M48.00S,2021-11-11T03:26:17.2Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,3,4,2021-11-11T03:26:33Z,590000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M25.00S,2021-11-11T03:27:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,81.7838370565046,56.86274509803921,1610612747,3,4,2021-11-11T03:27:10Z,600000,34.0,119.0,1,right,MISS A. Davis 12' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,12.36,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M23.00S,2021-11-11T03:27:04.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,3,4,2021-11-11T03:27:10Z,610000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,
62,PT07M23.00S,2021-11-11T03:27:09.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,3,4,2021-11-11T03:27:09Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M10.00S,2021-11-11T03:27:31.8Z,1,REGULAR,3pt,Jump Shot,[],200768,32.769382391590014,29.166666666666657,1610612748,3,4,2021-11-11T03:27:35Z,630000,104.0,256.0,1,left,MISS K. Lowry 27' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M07.00S,2021-11-11T03:27:34.8Z,1,REGULAR,rebound,defensive,[],203145,,,1610612747,3,4,2021-11-11T03:27:35Z,640000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT07M02.00S,2021-11-11T03:27:39.3Z,1,REGULAR,turnover,bad pass,[],203145,,,1610612747,3,4,2021-11-11T03:27:42Z,650000,,,0,,K. Bazemore bad pass TURNOVER (1 TO),"[203145, 202710]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,1.0,Butler,202710.0,,,,,,
66,PT07M02.00S,2021-11-11T03:27:39.3Z,1,REGULAR,steal,,[],202710,,,1610612748,3,4,2021-11-11T03:27:41Z,660000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M00.00S,2021-11-11T03:27:52.0Z,1,REGULAR,foul,personal,['2freethrow'],201566,,,1610612748,3,4,2021-11-11T03:27:58Z,680000,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Adebayo 2 FT),"[201566, 1628389]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,201245.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,
70,PT07M00.00S,2021-11-11T03:28:21.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,3,5,2021-11-11T03:28:21Z,700000,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
71,PT07M00.00S,2021-11-11T03:28:39.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,3,6,2021-11-11T03:28:39Z,710000,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
72,PT06M46.00S,2021-11-11T03:28:55.5Z,1,REGULAR,3pt,Jump Shot,[],203145,71.00854139290408,78.92156862745098,1610612747,3,6,2021-11-11T03:29:02Z,720000,145.0,220.0,1,right,MISS K. Bazemore 26' 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M43.00S,2021-11-11T03:28:58.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,3,6,2021-11-11T03:29:02Z,730000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,72.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
74,PT06M39.00S,2021-11-11T03:29:09.0Z,1,REGULAR,foul,offensive,[],1628389,,,1610612748,3,6,2021-11-11T03:29:17Z,740000,,,0,,B. Adebayo offensive FOUL (2 PF),"[1628389, 203145]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,201245.0,2.0,0.0,Bazemore,203145.0,,,,,,,,,,
76,PT06M39.00S,2021-11-11T03:29:09.0Z,1,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,3,6,2021-11-11T03:29:09Z,760000,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,201245.0,,,,,,1.0,,,,,,,,
77,PT06M39.00S,2021-11-11T03:29:31.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612747,3,6,2021-11-11T03:29:34Z,770000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M39.00S,2021-11-11T03:29:31.8Z,1,REGULAR,substitution,in,[],203473,,,1610612747,3,6,2021-11-11T03:29:34Z,780000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M30.00S,2021-11-11T03:29:52.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201566,76.52759526938239,71.81372549019608,1610612747,5,6,2021-11-11T03:29:55Z,790000,109.0,168.0,1,right,R. Westbrook 20' pullup Jump Shot (2 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,20.04,Made,,,,,,,,,,2.0,,,,,,,,,
80,PT06M17.00S,2021-11-11T03:30:08.2Z,1,REGULAR,foul,personal,['2freethrow'],201599,,,1610612748,5,6,2021-11-11T03:30:14Z,800000,,,0,,D. Jordan shooting personal FOUL (2 PF) (Dedmon 2 FT),"[201599, 203473]",1610612747.0,LAL,shooting,,,Jordan,D. Jordan,,,,,,,,,,,201639.0,2.0,0.0,Dedmon,203473.0,,,,,,,,,,
82,PT06M17.00S,2021-11-11T03:30:34.5Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,5,6,2021-11-11T03:31:05Z,820000,,,0,,MISS D. Dedmon Free Throw 1 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
83,PT06M17.00S,2021-11-11T03:30:34.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,5,6,2021-11-11T03:31:05Z,830000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,
84,PT06M17.00S,2021-11-11T03:30:35.3Z,1,REGULAR,substitution,out,[],201599,,,1610612748,5,6,2021-11-11T03:30:39Z,840000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M17.00S,2021-11-11T03:30:35.3Z,1,REGULAR,substitution,in,[],2546,,,1610612748,5,6,2021-11-11T03:30:39Z,850000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M17.00S,2021-11-11T03:30:34.5Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,5,6,2021-11-11T03:31:05Z,860000,,,0,,MISS D. Dedmon Free Throw 2 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
87,PT06M06.00S,2021-11-11T03:30:45.5Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,5,6,2021-11-11T03:31:05Z,870000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,86.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
