actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
18,PT11M20.00S,2021-11-01T02:42:13.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630224,,,1610612745,0,1,2021-11-01T02:42:20Z,180000,,,0,,J. Green Free Throw 2 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
19,PT11M04.00S,2021-11-01T02:42:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.98226018396846,55.63725490196079,1610612747,0,1,2021-11-01T02:42:39Z,190000,28.0,32.0,1,right,MISS L. James Layup,[2544],1610612747.0,LAL,,,,James,L. James,,,,,4.29,Missed,,,,,,,,,,,,,,,,,,
20,PT11M01.00S,2021-11-01T02:42:35.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,0,1,2021-11-01T02:42:39Z,200000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,19.0,,,,,,,,,,1.0,1.0,0.0,,,,,
21,PT10M53.00S,2021-11-01T02:42:44.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629645,6.619579500657039,52.450980392156865,1610612745,0,1,2021-11-01T02:42:51Z,210000,-12.0,10.0,1,left,MISS K. Porter Jr. running Layup,[1629645],1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,1.57,Missed,,,,,,,,,,,,,,,,,,
22,PT10M51.00S,2021-11-01T02:42:46.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,1,2021-11-01T02:42:51Z,220000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,21.0,,,,,,,,,,1.0,1.0,0.0,,,,,
23,PT10M42.00S,2021-11-01T02:42:55.4Z,1,REGULAR,3pt,Jump Shot,[],202340,94.79303547963207,5.392156862745097,1610612747,0,1,2021-11-01T02:43:00Z,230000,-223.0,-4.0,1,right,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,
24,PT10M39.00S,2021-11-01T02:42:58.4Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,0,1,2021-11-01T02:43:00Z,240000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,23.0,,,,,,,,,,2.0,2.0,0.0,,,,,
25,PT10M22.00S,2021-11-01T02:43:16.8Z,1,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612745,0,1,2021-11-01T02:43:28Z,250000,,,0,,C. Wood bad pass out-of-bounds TURNOVER (1 TO),[1626174],1610612745.0,HOU,bad pass,,,Wood,C. Wood,,,,,,,,1.0,,,2004.0,,,,,,,,,,,,,
26,PT10M07.00S,2021-11-01T02:43:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,92.82194480946123,53.92156862745098,1610612747,0,1,2021-11-01T02:43:53Z,260000,20.0,15.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.47,Missed,,,,,,,,,,,,,,,,,,
27,PT10M05.00S,2021-11-01T02:43:39.0Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,0,1,2021-11-01T02:43:39Z,270000,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,26.0,,,,,,,,,,2.0,1.0,1.0,,,,,
28,PT10M03.00S,2021-11-01T02:43:40.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203076,92.95335085413929,52.94117647058824,1610612747,2,1,2021-11-01T02:43:49Z,280000,15.0,14.0,1,right,A. Davis putback Layup (2 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,2.01,Made,,,,,,,,,,2.0,,,,,,,,
29,PT09M47.00S,2021-11-01T02:43:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,5.042706964520377,50.245098039215684,1610612745,2,3,2021-11-01T02:44:00Z,290000,-1.0,-5.0,1,left,K. Porter Jr. driving Layup (2 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,0.52,Made,,,,,,,,,,2.0,,,,,,,,
30,PT09M36.00S,2021-11-01T02:44:07.6Z,1,REGULAR,2pt,Jump Shot,[],201566,72.32260183968462,62.745098039215684,1610612747,2,3,2021-11-01T02:44:11Z,300000,64.0,208.0,1,right,MISS R. Westbrook 21' Jump Shot,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,21.72,Missed,,,,,,,,,,,,,,,,,,
31,PT09M34.00S,2021-11-01T02:44:09.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,2,3,2021-11-01T02:44:11Z,310000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,30.0,,,,,,,,,,3.0,3.0,0.0,,,,,
32,PT09M20.00S,2021-11-01T02:44:23.1Z,1,REGULAR,3pt,Jump Shot,[],1626174,5.568331143232584,94.11764705882354,1610612745,2,3,2021-11-01T02:44:27Z,320000,-221.0,0.0,1,left,MISS C. Wood 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,22.06,Missed,,,,,,,,,,,,,,,,,,
33,PT09M17.00S,2021-11-01T02:44:26.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,3,2021-11-01T02:44:27Z,330000,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,32.0,,,,,,,,,,3.0,2.0,1.0,,,,,
34,PT08M59.00S,2021-11-01T02:44:46.5Z,1,REGULAR,foul,personal,[],1630224,,,1610612747,2,3,2021-11-01T02:45:02Z,340000,,,0,,J. Green personal FOUL (1 PF),"[1630224, 201566]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,1627524.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
36,PT08M52.00S,2021-11-01T02:45:11.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,2,3,2021-11-01T02:45:11Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2021-11-01T02:45:29.3Z,1,REGULAR,3pt,Jump Shot,[],203145,71.13994743758212,77.69607843137254,1610612747,5,3,2021-11-01T02:45:37Z,370000,138.0,219.0,1,right,K. Bazemore 25' 3PT  (3 PTS) (R. Westbrook 1 AST),"[203145, 201566]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,25.9,Made,,,,,,,,,,3.0,,,,R. Westbrook,201566.0,1.0,,
39,PT08M30.00S,2021-11-01T02:45:46.5Z,1,REGULAR,turnover,bad pass,[],1630256,,,1610612745,5,3,2021-11-01T02:45:51Z,390000,,,0,,J. Tate bad pass TURNOVER (1 TO),"[1630256, 2544]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,1.0,James,2544.0,,,,,,,,,,,,,,
40,PT08M30.00S,2021-11-01T02:45:46.5Z,1,REGULAR,steal,,[],2544,,,1610612747,5,3,2021-11-01T02:45:48Z,400000,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M17.00S,2021-11-01T02:46:35.1Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,5,3,2021-11-01T02:46:35Z,410000,,,0,,Jump Ball A. Davis vs. J. Tate: Tip to L. James,"[2544, 203076, 1630256]",1610612747.0,LAL,heldball,L. James,2544.0,James,L. James,Davis,203076.0,Tate,1630256.0,,,,,,,,,,,,,,,,,,,,
44,PT08M14.00S,2021-11-01T02:46:38.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201566,95.31865965834429,5.882352941176478,1610612747,8,3,2021-11-01T02:46:43Z,440000,-221.0,-8.0,1,right,R. Westbrook 3PT  (3 PTS) (L. James 1 AST),"[201566, 2544]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,22.08,Made,,,,,,,,,,3.0,,,,L. James,2544.0,1.0,,
46,PT08M02.00S,2021-11-01T02:46:50.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,6.8823915900131425,58.57843137254902,1610612745,8,5,2021-11-01T02:46:56Z,460000,-43.0,12.0,1,left,J. Tate turnaround bank Hook (2 PTS),[1630256],1610612745.0,HOU,turnaround bank,,,Tate,J. Tate,,,,,4.46,Made,,,,,,,,,,2.0,,,,,,,,
47,PT07M52.00S,2021-11-01T02:47:00.6Z,1,REGULAR,2pt,Jump Shot,[],202340,92.29632063074901,20.34313725490196,1610612747,10,5,2021-11-01T02:47:05Z,470000,-148.0,20.0,1,right,A. Bradley 14' pullup Jump Shot (2 PTS) (L. James 2 AST),"[202340, 2544]",1610612747.0,LAL,pullup,,,Bradley,A. Bradley,,,,,14.96,Made,,,,,,,,,,2.0,,,,L. James,2544.0,2.0,,
49,PT07M44.00S,2021-11-01T02:47:12.0Z,1,REGULAR,foul,offensive,[],1630224,,,1610612745,10,5,2021-11-01T02:47:21Z,490000,,,0,,J. Green offensive FOUL (2 PF),"[1630224, 202340]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,200833.0,2.0,0.0,Bradley,202340.0,,,,,,,,,
51,PT07M44.00S,2021-11-01T02:47:12.0Z,1,REGULAR,turnover,offensive foul,[],1630224,,,1610612745,10,5,2021-11-01T02:47:12Z,510000,,,0,,J. Green offensive foul TURNOVER (1 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,1.0,,,200833.0,,,,,,,,,,,,,
52,PT07M27.00S,2021-11-01T02:47:40.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203145,96.10709592641261,95.09803921568627,1610612747,13,5,2021-11-01T02:47:46Z,520000,225.0,-16.0,1,right,K. Bazemore 3PT  (6 PTS) (L. James 3 AST),"[203145, 2544]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,22.61,Made,,,,,,,,,,6.0,,,,L. James,2544.0,3.0,,
54,PT07M08.00S,2021-11-01T02:47:59.2Z,1,REGULAR,turnover,lost ball,[],1626174,,,1610612745,13,5,2021-11-01T02:48:04Z,540000,,,0,,C. Wood lost ball TURNOVER (2 TO),"[1626174, 2544]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,2.0,James,2544.0,,,,,,,,,,,,,,
55,PT07M08.00S,2021-11-01T02:47:59.2Z,1,REGULAR,steal,,[],2544,,,1610612747,13,5,2021-11-01T02:48:00Z,550000,,,0,,L. James STEAL (2 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M04.00S,2021-11-01T02:48:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,91.77069645203679,51.22549019607843,1610612747,13,5,2021-11-01T02:48:12Z,560000,6.0,25.0,1,right,MISS L. James running Layup - blocked,"[2544, 1630256]",1610612747.0,LAL,running,,,James,L. James,,,,,2.56,Missed,,,,,,,,,,,,,,,,,Tate,1630256.0
57,PT07M04.00S,2021-11-01T02:48:07.5Z,1,REGULAR,block,,[],1630256,,,1610612747,13,5,2021-11-01T02:48:09Z,570000,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M04.00S,2021-11-01T02:48:07.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,13,5,2021-11-01T02:48:12Z,580000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,
59,PT07M04.00S,2021-11-01T02:48:11.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,13,5,2021-11-01T02:48:11Z,590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M04.00S,2021-11-01T02:48:16.1Z,1,REGULAR,substitution,out,[],1630224,,,1610612747,13,5,2021-11-01T02:48:19Z,600000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M04.00S,2021-11-01T02:48:16.1Z,1,REGULAR,substitution,in,[],201569,,,1610612747,13,5,2021-11-01T02:48:19Z,610000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M59.00S,2021-11-01T02:48:26.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",2544,95.18725361366623,5.882352941176478,1610612747,13,5,2021-11-01T02:48:33Z,620000,-221.0,-7.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,22.07,Missed,,,,,,,,,,,,,,,,,,
63,PT06M59.00S,2021-11-01T02:48:26.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,13,5,2021-11-01T02:48:33Z,630000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,62.0,,,,,,,,,,4.0,4.0,0.0,,,,,
65,PT06M59.00S,2021-11-01T02:48:37.6Z,1,REGULAR,foul,personal,[],201566,,,1610612745,13,5,2021-11-01T02:48:46Z,650000,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1626174]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,2004.0,1.0,0.0,Wood,1626174.0,,,,,,,,,
67,PT06M59.00S,2021-11-01T02:48:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,13,5,2021-11-01T02:48:51Z,670000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M59.00S,2021-11-01T02:51:36.2Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,13,5,2021-11-01T02:51:43Z,680000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M59.00S,2021-11-01T02:51:36.2Z,1,REGULAR,substitution,in,[],1628021,,,1610612745,13,5,2021-11-01T02:51:43Z,690000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M43.00S,2021-11-01T02:51:59.3Z,1,REGULAR,3pt,Jump Shot,[],1628464,7.013797634691201,94.8529411764706,1610612745,13,5,2021-11-01T02:52:04Z,700000,-224.0,13.0,1,left,MISS D. Theis 3PT,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,22.47,Missed,,,,,,,,,,,,,,,,,,
71,PT06M40.00S,2021-11-01T02:52:02.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,13,5,2021-11-01T02:52:04Z,710000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,70.0,,,,,,,,,,1.0,1.0,0.0,,,,,
72,PT06M33.00S,2021-11-01T02:52:09.2Z,1,REGULAR,2pt,Jump Shot,[],203145,93.08475689881735,33.08823529411765,1610612747,13,5,2021-11-01T02:52:20Z,720000,-85.0,13.0,1,right,MISS K. Bazemore 8' pullup Shot,[203145],1610612747.0,LAL,pullup,,,Bazemore,K. Bazemore,,,,,8.55,Missed,,,,,,,,,,,,,,,,,,
73,PT06M30.00S,2021-11-01T02:52:12.2Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,13,5,2021-11-01T02:52:13Z,730000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,72.0,,,,,,,,,,1.0,1.0,0.0,,,,,
74,PT06M24.00S,2021-11-01T02:52:21.7Z,1,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,13,5,2021-11-01T02:52:27Z,740000,,,0,,E. Gordon lost ball out-of-bounds TURNOVER (1 TO),[201569],1610612745.0,HOU,lost ball,,,Gordon,E. Gordon,,,,,,,,1.0,,,200833.0,,,,,,,,,,,,,
81,PT06M24.00S,2021-11-01T02:52:31.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,13,5,2021-11-01T02:53:03Z,745000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M12.00S,2021-11-01T02:52:41.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203145,96.10709592641261,5.392156862745097,1610612747,13,5,2021-11-01T02:52:47Z,750000,-223.0,-16.0,1,right,MISS K. Bazemore 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,22.36,Missed,,,,,,,,,,,,,,,,,,
76,PT06M08.00S,2021-11-01T02:52:45.4Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612745,13,5,2021-11-01T02:52:47Z,760000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,75.0,,,,,,,,,,1.0,1.0,0.0,,,,,
77,PT06M01.00S,2021-11-01T02:52:52.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,7.933639947437584,51.96078431372549,1610612745,13,5,2021-11-01T02:53:00Z,770000,-10.0,22.0,1,left,MISS K. Porter Jr. driving finger roll Layup,[1629645],1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,2.42,Missed,,,,,,,,,,,,,,,,,,
78,PT05M59.00S,2021-11-01T02:52:54.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,13,5,2021-11-01T02:53:00Z,780000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,77.0,,,,,,,,,,1.0,1.0,0.0,,,,,
79,PT05M59.00S,2021-11-01T02:52:57.8Z,1,REGULAR,foul,personal,[],1628464,,,1610612747,13,5,2021-11-01T02:53:18Z,790000,,,0,,D. Theis take personal FOUL (1 PF),"[1628464, 2544]",1610612745.0,HOU,take,,,Theis,D. Theis,,,,,,,,,,,200833.0,1.0,0.0,James,2544.0,,,,,,,,,
82,PT05M59.00S,2021-11-01T02:53:12.7Z,1,REGULAR,substitution,out,[],201566,,,1610612747,13,5,2021-11-01T02:53:17Z,810000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M59.00S,2021-11-01T02:53:12.7Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,13,5,2021-11-01T02:53:17Z,820000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M42.00S,2021-11-01T02:53:37.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,93.34756898817345,54.16666666666667,1610612747,13,5,2021-11-01T02:53:43Z,830000,21.0,10.0,1,right,MISS A. Davis Hook,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,
85,PT05M39.00S,2021-11-01T02:53:40.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,13,5,2021-11-01T02:53:43Z,840000,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,84.0,,,,,,,,,,5.0,5.0,0.0,,,,,
86,PT05M32.00S,2021-11-01T02:53:47.3Z,1,REGULAR,3pt,Jump Shot,[],1629645,30.798291721419176,39.21568627450981,1610612745,13,5,2021-11-01T02:53:52Z,850000,54.0,237.0,1,left,MISS K. Porter Jr. 24' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,24.31,Missed,,,,,,,,,,,,,,,,,,
87,PT05M29.00S,2021-11-01T02:53:50.3Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,13,5,2021-11-01T02:53:52Z,860000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,86.0,,,,,,,,,,1.0,1.0,0.0,,,,,
88,PT05M24.00S,2021-11-01T02:53:55.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,79.41852825229961,10.049019607843135,1610612747,13,5,2021-11-01T02:54:03Z,870000,-200.0,141.0,1,right,MISS M. Monk 24' running 3PT,[1628370],1610612747.0,LAL,running,,,Monk,M. Monk,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,
89,PT05M22.00S,2021-11-01T02:53:57.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,13,5,2021-11-01T02:54:03Z,880000,,,0,,C. Wood REBOUND (Off:0 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,88.0,,,,,,,,,,6.0,6.0,0.0,,,,,
90,PT05M14.00S,2021-11-01T02:54:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,14.898160315374511,45.58823529411765,1610612745,13,5,2021-11-01T02:54:09Z,890000,22.0,88.0,1,left,MISS C. Wood 9' driving floating Shot - blocked,"[1626174, 203076]",1610612745.0,HOU,driving floating,,,Wood,C. Wood,,,,,9.02,Missed,,,,,,,,,,,,,,,,,Davis,203076.0
92,PT05M14.00S,2021-11-01T02:54:05.6Z,1,REGULAR,block,,[],203076,,,1610612745,13,5,2021-11-01T02:54:14Z,895000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M12.00S,2021-11-01T02:54:07.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,13,5,2021-11-01T02:54:09Z,900000,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,90.0,,,,,,,,,,4.0,3.0,1.0,,,,,
93,PT05M03.00S,2021-11-01T02:54:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.34756898817345,50.0,1610612747,13,5,2021-11-01T02:54:22Z,910000,0.0,10.0,1,right,MISS A. Davis Layup - blocked,"[203076, 201569]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,1.0,Missed,,,,,,,,,,,,,,,,,Gordon,201569.0
94,PT05M03.00S,2021-11-01T02:54:17.1Z,1,REGULAR,block,,[],201569,,,1610612747,13,5,2021-11-01T02:54:19Z,920000,,,0,,E. Gordon BLOCK (1 BLK),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
