actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
17,PT10M51.00S,2022-04-03T19:48:03.0Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,2,1,2022-04-03T19:48:23Z,170000,,,0,,N. Jokic Free Throw 1 of 2 (1 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
18,PT10M51.00S,2022-04-03T19:48:03.0Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,2,1,2022-04-03T19:48:23Z,180000,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M49.00S,2022-04-03T19:48:05.0Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,2,1,2022-04-03T19:48:23Z,190000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT10M35.00S,2022-04-03T19:48:37.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,90.45663600525624,49.50980392156863,1610612747,4,1,2022-04-03T19:48:41Z,200000,-2.0,37.0,1,right,A. Davis alley-oop DUNK (2 PTS) (M. Monk 2 AST),"[203076, 1628370]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,3.73,Made,,,,,,,2.0,M. Monk,1628370.0,2.0,,,,,,,,,
22,PT10M19.00S,2022-04-03T19:48:52.9Z,1,REGULAR,turnover,bad pass,[],1628420,,,1610612743,4,1,2022-04-03T19:48:58Z,220000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 201566]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,1.0,,,,,,,,,Westbrook,201566.0,,,
23,PT10M19.00S,2022-04-03T19:48:52.9Z,1,REGULAR,steal,,[],201566,,,1610612747,4,1,2022-04-03T19:48:55Z,230000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M15.00S,2022-04-03T19:48:57.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628370,94.53022339027595,47.05882352941176,1610612747,6,1,2022-04-03T19:49:05Z,240000,-15.0,-1.0,1,right,M. Monk running Layup (2 PTS) (R. Westbrook 1 AST),"[1628370, 201566]",1610612747.0,LAL,running,,,Monk,M. Monk,,,,,1.47,Made,,,,,,,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,
26,PT10M01.00S,2022-04-03T19:49:17.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,6,1,2022-04-03T19:49:17Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2022-04-03T19:49:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,19.18528252299606,35.27113970588235,1610612743,6,1,2022-04-03T19:49:34Z,270000,74.0,128.0,1,left,MISS W. Barton 14' Jump Shot,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,14.75,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M53.00S,2022-04-03T19:49:32.8Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,6,1,2022-04-03T19:49:34Z,280000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
29,PT09M48.00S,2022-04-03T19:49:38.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203932,25.016425755584763,14.215686274509807,1610612743,6,1,2022-04-03T19:49:42Z,290000,179.0,183.0,1,left,MISS A. Gordon 25' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M45.00S,2022-04-03T19:49:41.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,6,1,2022-04-03T19:49:42Z,300000,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M33.00S,2022-04-03T19:49:52.0Z,1,REGULAR,2pt,Jump Shot,[],203076,81.12680683311433,69.36274509803921,1610612747,6,1,2022-04-03T19:49:56Z,310000,97.0,125.0,1,right,MISS A. Davis 15' fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,15.8,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M31.00S,2022-04-03T19:49:54.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,6,1,2022-04-03T19:49:56Z,320000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,31.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
33,PT09M18.00S,2022-04-03T19:50:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.722076215505908,48.0392156862745,1610612743,6,3,2022-04-03T19:50:10Z,330000,10.0,29.0,1,left,N. Jokic Layup (3 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.11,Made,,,,,,,3.0,,,,,,,,,,,,
34,PT08M58.00S,2022-04-03T19:50:27.1Z,1,REGULAR,2pt,Jump Shot,[],202340,79.5006570302234,30.124080882352942,1610612747,8,3,2022-04-03T19:50:34Z,340000,-99.0,140.0,1,right,A. Bradley 17' pullup Jump Shot (2 PTS) (A. Davis 1 AST),"[202340, 203076]",1610612747.0,LAL,pullup,,,Bradley,A. Bradley,,,,,17.19,Made,,,,,,,2.0,A. Davis,203076.0,1.0,,,,,,,,,
36,PT08M45.00S,2022-04-03T19:50:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,10.561760840998687,53.67647058823529,1610612743,8,5,2022-04-03T19:51:13Z,360000,-18.0,47.0,1,left,N. Jokic floating Jump Shot (5 PTS) (M. Morris 1 AST),"[203999, 1628420]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,5.03,Made,,,,,,,5.0,M. Morris,1628420.0,1.0,,,,,,,,,
38,PT08M29.00S,2022-04-03T19:50:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.11366622864652,47.30392156862745,1610612747,10,5,2022-04-03T19:51:49Z,380000,-13.0,31.0,1,right,A. Davis driving Layup (4 PTS) (M. Monk 3 AST),"[203076, 1628370]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,3.38,Made,,,,,,,4.0,M. Monk,1628370.0,3.0,,,,,,,,,
40,PT08M11.00S,2022-04-03T19:51:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.933639947437584,47.79411764705882,1610612743,10,5,2022-04-03T19:51:18Z,400000,11.0,22.0,1,left,MISS N. Jokic cutting Layup - blocked,"[203999, 203076]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,2.47,Missed,,,,,,,,,,,,,,,,,Davis,203076.0,
41,PT08M11.00S,2022-04-03T19:51:14.0Z,1,REGULAR,block,,[],203076,,,1610612743,10,5,2022-04-03T19:51:16Z,410000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M09.00S,2022-04-03T19:51:16.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,10,5,2022-04-03T19:51:18Z,420000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
43,PT07M59.00S,2022-04-03T19:51:26.7Z,1,REGULAR,3pt,Jump Shot,[],201566,67.06636005256242,55.88235294117647,1610612747,10,5,2022-04-03T19:51:31Z,430000,29.0,257.0,1,right,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M56.00S,2022-04-03T19:51:29.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,5,2022-04-03T19:51:31Z,440000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,43.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
45,PT07M48.00S,2022-04-03T19:51:42.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,10,5,2022-04-03T19:51:42Z,450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M39.00S,2022-04-03T19:52:03.4Z,1,REGULAR,3pt,Jump Shot,[],203999,26.461892247043366,83.33333333333334,1610612743,10,5,2022-04-03T19:52:08Z,460000,-167.0,196.0,1,left,MISS N. Jokic 25' step back 3PT,[203999],1610612743.0,DEN,step back,,,Jokic,N. Jokic,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M37.00S,2022-04-03T19:52:05.4Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,10,5,2022-04-03T19:52:08Z,470000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT07M33.00S,2022-04-03T19:52:11.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203076,92.42772667542707,49.754901960784316,1610612747,12,5,2022-04-03T19:52:27Z,480000,-1.0,19.0,1,right,A. Davis running alley-oop DUNK (6 PTS) (M. Monk 4 AST),"[203076, 1628370]",1610612747.0,LAL,running alley-oop,,,Davis,A. Davis,,,,,1.87,Made,,,,,,,6.0,M. Monk,1628370.0,4.0,,,,,,,,,
50,PT07M32.00S,2022-04-03T19:52:16.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,12,5,2022-04-03T19:52:16Z,500000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M17.00S,2022-04-03T19:55:52.9Z,1,REGULAR,2pt,Jump Shot,[],203999,10.298948751642584,22.058823529411768,1610612743,12,7,2022-04-03T19:56:01Z,510000,140.0,44.0,1,left,N. Jokic 14' turnaround Jump Shot (7 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,14.66,Made,,,,,,,7.0,A. Gordon,203932.0,1.0,,,,,,,,,
53,PT06M59.00S,2022-04-03T19:56:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,85.3318002628121,58.57843137254902,1610612747,12,7,2022-04-03T19:56:16Z,530000,43.0,85.0,1,right,MISS A. Davis 9' driving floating Shot,[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,9.56,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M57.00S,2022-04-03T19:56:13.6Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,12,7,2022-04-03T19:56:16Z,540000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
55,PT06M53.00S,2022-04-03T19:56:17.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203210,8.853482260183966,49.754901960784316,1610612743,12,7,2022-04-03T19:58:06Z,550000,1.0,31.0,1,left,MISS J. Green running finger roll Layup,[203210],1610612743.0,DEN,running finger roll,,,Green,J. Green,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M50.00S,2022-04-03T19:56:20.2Z,1,REGULAR,rebound,offensive,[],203210,,,1610612743,12,7,2022-04-03T19:58:06Z,560000,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,55.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
57,PT06M50.00S,2022-04-03T19:56:20.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",203210,6.225361366622863,51.470588235294116,1610612743,12,9,2022-04-03T19:58:11Z,570000,-7.0,6.0,1,left,J. Green putback Layup (2 PTS),[203210],1610612743.0,DEN,putback,,,Green,J. Green,,,,,0.95,Made,,,,,,,2.0,,,,,,,,,,,,
58,PT06M39.00S,2022-04-03T19:56:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,90.71944809461235,50.73529411764706,1610612747,14,9,2022-04-03T19:56:38Z,580000,4.0,35.0,1,right,R. Westbrook driving Layup (2 PTS) (A. Bradley 1 AST),"[201566, 202340]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,3.49,Made,,,,,,,2.0,A. Bradley,202340.0,1.0,,,,,,,,,
60,PT06M32.00S,2022-04-03T19:56:41.0Z,1,REGULAR,foul,personal,['2freethrow'],201566,,,1610612743,14,9,2022-04-03T19:56:46Z,600000,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Gordon 2 FT),"[201566, 203932]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,2530.0,,,,,,1.0,0.0,Gordon,203932.0,,,,,
62,PT06M32.00S,2022-04-03T19:57:21.1Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,14,10,2022-04-03T19:57:21Z,620000,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
63,PT06M32.00S,2022-04-03T19:57:37.8Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,14,11,2022-04-03T19:57:37Z,630000,,,0,,A. Gordon Free Throw 2 of 2 (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
64,PT06M19.00S,2022-04-03T19:57:53.6Z,1,REGULAR,foul,personal,['2freethrow'],203210,,,1610612747,14,11,2022-04-03T19:58:07Z,640000,,,0,,J. Green shooting personal FOUL (1 PF) (Howard 2 FT),"[203210, 2730]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,2530.0,,,,,,1.0,0.0,Howard,2730.0,,,,,
66,PT06M19.00S,2022-04-03T19:58:21.5Z,1,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,14,11,2022-04-03T19:58:21Z,660000,,,0,,MISS D. Howard Free Throw 1 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M19.00S,2022-04-03T19:58:21.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,14,11,2022-04-03T19:58:21Z,670000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2022-04-03T19:58:44.4Z,1,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,15,11,2022-04-03T19:58:44Z,680000,,,0,,D. Howard Free Throw 2 of 2 (3 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
69,PT06M02.00S,2022-04-03T19:59:00.7Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,15,11,2022-04-03T19:59:05Z,690000,,,0,,N. Jokic bad pass TURNOVER (3 TO),"[203999, 203076]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,3.0,,,,,,,,,Davis,203076.0,,,
70,PT06M02.00S,2022-04-03T19:59:00.7Z,1,REGULAR,steal,,[],203076,,,1610612747,15,11,2022-04-03T19:59:52Z,700000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M59.00S,2022-04-03T19:59:04.3Z,1,REGULAR,turnover,bad pass,[],2730,,,1610612747,15,11,2022-04-03T20:00:17Z,710000,,,0,,D. Howard bad pass TURNOVER (1 TO),"[2730, 203999]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,1.0,,,,,,,,,Jokic,203999.0,,,
72,PT05M59.00S,2022-04-03T19:59:04.3Z,1,REGULAR,steal,,[],203999,,,1610612743,15,11,2022-04-03T19:59:07Z,720000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2022-04-03T19:59:08.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628420,18.31471747700394,5.637254901960787,1610612743,15,11,2022-04-03T19:59:13Z,730000,222.0,120.0,1,left,MISS M. Morris 25' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2022-04-03T19:59:08.5Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,15,11,2022-04-03T20:03:41Z,740000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
75,PT05M56.00S,2022-04-03T19:59:14.4Z,1,REGULAR,foul,personal,[],203999,,,1610612747,15,11,2022-04-03T19:59:22Z,750000,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 203076]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,202053.0,,,,,,1.0,0.0,Davis,203076.0,,,,,
77,PT05M56.00S,2022-04-03T19:59:20.5Z,1,REGULAR,substitution,out,[],2730,,,1610612747,15,11,2022-04-03T19:59:28Z,770000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2022-04-03T19:59:20.5Z,1,REGULAR,substitution,out,[],201566,,,1610612747,15,11,2022-04-03T19:59:28Z,780000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M56.00S,2022-04-03T19:59:20.5Z,1,REGULAR,substitution,in,[],2546,,,1610612747,15,11,2022-04-03T19:59:28Z,790000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M56.00S,2022-04-03T19:59:20.5Z,1,REGULAR,substitution,in,[],201571,,,1610612747,15,11,2022-04-03T20:00:38Z,807500,,,0,,SUB in: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M44.00S,2022-04-03T19:59:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.34756898817345,47.05882352941176,1610612747,17,11,2022-04-03T19:59:47Z,810000,-15.0,10.0,1,right,A. Davis Layup (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,1.78,Made,,,,,,,8.0,,,,,,,,,,,,
82,PT05M35.00S,2022-04-03T19:59:51.0Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,17,11,2022-04-03T20:00:16Z,820000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (4 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,,,,,,,202053.0,4.0,,,,,,,,,,,,,
153,PT05M35.00S,2022-04-03T20:00:04.5Z,1,REGULAR,substitution,out,[],203932,,,1610612747,17,11,2022-04-03T20:11:42Z,835000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT05M35.00S,2022-04-03T20:00:04.5Z,1,REGULAR,substitution,in,[],203085,,,1610612747,17,11,2022-04-03T20:11:42Z,842500,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M20.00S,2022-04-03T20:00:18.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201571,78.76149802890933,92.40196078431373,1610612747,17,11,2022-04-03T20:01:20Z,850000,212.0,147.0,1,right,MISS D. Augustin 25' 3PT,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2022-04-03T20:00:22.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,11,2022-04-03T20:00:31Z,860000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,85.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
87,PT05M04.00S,2022-04-03T20:00:33.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.773324572930349,49.754901960784316,1610612743,17,13,2022-04-03T20:04:14Z,870000,1.0,39.0,1,left,N. Jokic Hook (9 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.94,Made,,,,,,,9.0,,,,,,,,,,,,
91,PT04M51.00S,2022-04-03T20:00:47.1Z,1,REGULAR,3pt,Jump Shot,[],1628370,66.40932982917215,32.84313725490196,1610612747,17,13,2022-04-03T20:00:58Z,880000,-86.0,263.0,1,right,MISS M. Monk 27' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,27.69,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M51.00S,2022-04-03T20:00:47.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,13,2022-04-03T20:00:58Z,890000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,91.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
93,PT04M45.00S,2022-04-03T20:00:57.0Z,1,REGULAR,foul,personal,[],1628370,,,1610612743,17,13,2022-04-03T20:01:22Z,900000,,,0,,M. Monk personal FOUL (1 PF),"[1628370, 203210]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Green,203210.0,,,,,
