actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
458,PT02M30.00S,2021-12-08T04:50:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.55913272010513,51.22549019607843,1610612747,87,70,2021-12-08T04:50:25Z,4540000,6.0,17.0,1,right,R. Westbrook driving Layup (21 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.84,Made,,,,,,,,,21.0,,,,,,,,,,
459,PT02M16.00S,2021-12-08T04:50:38.6Z,3,REGULAR,foul,offensive,[],1629684,,,1610612738,87,70,2021-12-08T04:50:48Z,4550000,,,0,,G. Williams offensive FOUL (2 PF),"[1629684, 202340]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,202037.0,,,,,,,,,,,2.0,0.0,Bradley,202340.0,,,
461,PT02M16.00S,2021-12-08T04:50:38.6Z,3,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,87,70,2021-12-08T04:50:38Z,4570000,,,0,,G. Williams offensive foul TURNOVER (2 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,202037.0,,,,2.0,,,,,,,,,,,,,
462,PT02M04.00S,2021-12-08T04:51:01.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201566,91.90210249671485,51.22549019607843,1610612747,89,70,2021-12-08T04:51:05Z,4580000,6.0,24.0,1,right,R. Westbrook driving DUNK (23 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.44,Made,,,,,,,,,23.0,,,,,,,,,,
463,PT02M04.00S,2021-12-08T04:51:12.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,89,70,2021-12-08T04:51:12Z,4590000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M04.00S,2021-12-08T04:52:25.9Z,3,REGULAR,substitution,out,[],1626196,,,1610612738,89,70,2021-12-08T04:52:50Z,4600000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M04.00S,2021-12-08T04:52:25.9Z,3,REGULAR,substitution,out,[],1629641,,,1610612738,89,70,2021-12-08T04:52:50Z,4610000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M04.00S,2021-12-08T04:52:25.9Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,89,70,2021-12-08T04:52:50Z,4620000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M04.00S,2021-12-08T04:52:25.9Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,89,70,2021-12-08T04:52:50Z,4630000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M04.00S,2021-12-08T04:52:25.9Z,3,REGULAR,substitution,in,[],201143,,,1610612738,89,70,2021-12-08T04:52:50Z,4640000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M04.00S,2021-12-08T04:52:25.9Z,3,REGULAR,substitution,in,[],203935,,,1610612738,89,70,2021-12-08T04:52:50Z,4650000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M04.00S,2021-12-08T04:52:25.9Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,89,70,2021-12-08T04:52:50Z,4660000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M04.00S,2021-12-08T04:52:25.9Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,89,70,2021-12-08T04:52:50Z,4670000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M04.00S,2021-12-08T04:52:52.4Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,89,70,2021-12-08T04:59:58Z,4680000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,
473,PT01M47.00S,2021-12-08T04:53:06.0Z,3,REGULAR,3pt,Jump Shot,[],201143,28.43298291721419,82.1078431372549,1610612738,89,70,2021-12-08T04:53:15Z,4690000,-161.0,215.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,,
474,PT01M44.00S,2021-12-08T04:53:09.0Z,3,REGULAR,rebound,defensive,[],2546,,,1610612747,89,70,2021-12-08T04:53:15Z,4700000,,,0,,C. Anthony REBOUND (Off:2 Def:5),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,473.0,,7.0,5.0,2.0,,,,,,,,,,,,,,
475,PT01M30.00S,2021-12-08T04:53:23.0Z,3,REGULAR,3pt,Jump Shot,[],2546,67.46057818659658,41.666666666666664,1610612747,89,70,2021-12-08T04:53:27Z,4710000,-42.0,253.0,1,right,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
476,PT01M26.00S,2021-12-08T04:53:27.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,70,2021-12-08T04:53:27Z,4720000,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,475.0,,6.0,4.0,2.0,,,,,,,,,,,,,,
477,PT01M24.00S,2021-12-08T04:53:31.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,7.276609724047319,53.431372549019606,1610612738,89,72,2021-12-08T04:53:37Z,4730000,-17.0,16.0,1,left,M. Smart running Layup (5 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,2.34,Made,,,,,,,,,5.0,J. Tatum,1628369.0,2.0,,,,,,,
479,PT01M24.00S,2021-12-08T04:53:34.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628370,,,1610612738,89,72,2021-12-08T04:53:44Z,4750000,,,0,,M. Monk shooting personal FOUL (3 PF) (Smart 1 FT),"[1628370, 203935]",1610612747.0,LAL,shooting,,,Monk,M. Monk,,,,,,,,200832.0,,,,,,,,,,,3.0,0.0,Smart,203935.0,,,
481,PT01M24.00S,2021-12-08T04:54:06.6Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],203935,,,1610612738,89,73,2021-12-08T04:54:06Z,4770000,,,0,,M. Smart Free Throw 1 of 1 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
482,PT01M10.00S,2021-12-08T04:54:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,83.75492772667542,62.254901960784316,1610612747,89,73,2021-12-08T04:54:41Z,4780000,61.0,100.0,1,right,MISS A. Davis 11' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,11.75,Missed,,,,,,,,,,,,,,,,,,,
485,PT01M10.00S,2021-12-08T04:54:18.3Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,89,73,2021-12-08T04:54:41Z,4785000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,482.0,,6.0,5.0,1.0,,,,,,,,,,,,,,
483,PT00M59.50S,2021-12-08T04:54:28.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,10.298948751642584,47.30392156862745,1610612738,89,75,2021-12-08T04:56:05Z,4790000,13.0,44.0,1,left,A. Nesmith driving Layup (2 PTS) (J. Tatum 3 AST),"[1630174, 1628369]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,4.63,Made,,,,,,,,,2.0,J. Tatum,1628369.0,3.0,,,,,,,
486,PT00M45.40S,2021-12-08T04:54:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,90.19382391590013,36.51960784313726,1610612747,89,75,2021-12-08T04:54:50Z,4810000,-67.0,40.0,1,right,MISS R. Westbrook 7' turnaround Shot,[201566],1610612747.0,LAL,turnaround,,,Westbrook,R. Westbrook,,,,,7.82,Missed,,,,,,,,,,,,,,,,,,,
487,PT00M41.70S,2021-12-08T04:54:49.5Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,89,75,2021-12-08T04:54:49Z,4820000,,,0,,A. Davis REBOUND (Off:3 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,486.0,,11.0,8.0,3.0,,,,,,,,,,,,,,
488,PT00M36.40S,2021-12-08T04:54:55.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],2546,76.13337713534823,34.803921568627445,1610612747,89,75,2021-12-08T04:55:05Z,4830000,-76.0,172.0,1,right,MISS C. Anthony 18' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,18.79,Missed,,,,,,,,,,,,,,,,,,,
489,PT00M36.20S,2021-12-08T04:54:55.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,89,75,2021-12-08T04:55:05Z,4840000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,,
490,PT00M36.20S,2021-12-08T04:55:05.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,89,75,2021-12-08T04:55:05Z,4850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M31.80S,2021-12-08T04:55:25.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203076,91.50788436268068,49.26470588235294,1610612747,91,75,2021-12-08T04:55:51Z,4860000,-4.0,27.0,1,right,A. Davis fadeaway bank Jump Shot (15 PTS) (R. Westbrook 9 AST),"[203076, 201566]",1610612747.0,LAL,fadeaway bank,,,Davis,A. Davis,,,,,2.75,Made,,,,,,,,,15.0,R. Westbrook,201566.0,9.0,,,,,,,
493,PT00M27.10S,2021-12-08T04:55:45.7Z,3,REGULAR,3pt,Jump Shot,[],201143,7.933639947437584,4.656862745098039,1610612738,91,75,2021-12-08T04:55:55Z,4880000,227.0,22.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
494,PT00M27.10S,2021-12-08T04:55:45.7Z,3,REGULAR,rebound,defensive,[],202340,,,1610612747,91,75,2021-12-08T04:55:55Z,4890000,,,0,,A. Bradley REBOUND (Off:1 Def:2),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,493.0,,3.0,2.0,1.0,,,,,,,,,,,,,,
495,PT00M01.40S,2021-12-08T04:56:14.2Z,3,REGULAR,3pt,Jump Shot,[],1628370,68.64323258869908,32.1078431372549,1610612747,91,75,2021-12-08T04:59:43Z,4900000,-89.0,242.0,1,right,MISS M. Monk 25' step back 3PT,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
496,PT00M01.00S,2021-12-08T04:56:14.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,91,75,2021-12-08T04:56:39Z,4910000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,,,
497,PT00M00.00S,2021-12-08T04:56:17.5Z,3,REGULAR,period,end,[],0,,,1610612747,91,75,2021-12-08T04:56:17Z,4920000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-12-08T04:59:41.8Z,4,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,91,75,2021-12-08T04:59:55Z,4930000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-12-08T04:59:41.8Z,4,REGULAR,substitution,out,['startperiod'],1628370,,,1610612747,91,75,2021-12-08T04:59:55Z,4940000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-12-08T04:59:41.8Z,4,REGULAR,substitution,out,['startperiod'],202340,,,1610612747,91,75,2021-12-08T04:59:55Z,4950000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-12-08T04:59:41.8Z,4,REGULAR,substitution,out,['startperiod'],203471,,,1610612747,91,75,2021-12-08T04:59:55Z,4960000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-12-08T04:59:41.8Z,4,REGULAR,substitution,in,['startperiod'],201961,,,1610612747,91,75,2021-12-08T04:59:55Z,4970000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2021-12-08T04:59:41.8Z,4,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,91,75,2021-12-08T04:59:55Z,4980000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2021-12-08T04:59:41.8Z,4,REGULAR,substitution,in,['startperiod'],2730,,,1610612747,91,75,2021-12-08T04:59:55Z,4990000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2021-12-08T04:59:41.8Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612747,91,75,2021-12-08T04:59:55Z,5000000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-12-08T04:59:55.6Z,4,REGULAR,period,start,[],0,,,1610612747,91,75,2021-12-08T04:59:56Z,5010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT11M35.00S,2021-12-08T05:00:19.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.90210249671485,49.50980392156863,1610612747,93,75,2021-12-08T05:00:23Z,5020000,-2.0,24.0,1,right,L. James driving Layup (26 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,2.37,Made,,,,,,,,,26.0,,,,,,,,,,
508,PT11M21.00S,2021-12-08T05:00:32.8Z,4,REGULAR,3pt,Jump Shot,[],1630174,29.878449408672807,77.94117647058823,1610612738,93,75,2021-12-08T05:00:36Z,5030000,-140.0,228.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,,
509,PT11M19.00S,2021-12-08T05:00:34.8Z,4,REGULAR,rebound,defensive,[],2730,,,1610612747,93,75,2021-12-08T05:00:36Z,5040000,,,0,,D. Howard REBOUND (Off:0 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,508.0,,3.0,3.0,0.0,,,,,,,,,,,,,,
510,PT11M17.00S,2021-12-08T05:00:42.1Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612747,93,75,2021-12-08T05:00:48Z,5050000,,,0,,M. Smart shooting personal FOUL (2 PF) (Westbrook 2 FT),"[203935, 201566]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,202037.0,,,,,,,,,,,2.0,0.0,Westbrook,201566.0,,,
512,PT11M17.00S,2021-12-08T05:01:05.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201566,,,1610612747,93,75,2021-12-08T05:01:05Z,5070000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,,
513,PT11M17.00S,2021-12-08T05:01:05.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,93,75,2021-12-08T05:01:05Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,,,,
514,PT11M17.00S,2021-12-08T05:01:23.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201566,,,1610612747,94,75,2021-12-08T05:01:23Z,5090000,,,0,,R. Westbrook Free Throw 2 of 2 (24 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,,24.0,,,,,,,,,,
515,PT11M07.00S,2021-12-08T05:01:34.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.539421813403408,50.49019607843137,1610612738,94,77,2021-12-08T05:01:38Z,5100000,-2.0,18.0,1,left,J. Tatum driving Layup (25 PTS) (P. Pritchard 1 AST),"[1628369, 1630202]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.86,Made,,,,,,,,,25.0,P. Pritchard,1630202.0,1.0,,,,,,,
517,PT10M54.00S,2021-12-08T05:01:47.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,92.16491458607096,51.71568627450981,1610612747,96,77,2021-12-08T05:03:43Z,5120000,9.0,21.0,1,right,D. Howard cutting DUNK (2 PTS) (R. Westbrook 10 AST),"[2730, 201566]",1610612747.0,LAL,cutting,,,Howard,D. Howard,,,,,2.28,Made,,,,,,,,,2.0,R. Westbrook,201566.0,10.0,,,,,,,
518,PT10M38.00S,2021-12-08T05:02:08.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.065045992115643,50.49019607843137,1610612738,96,79,2021-12-08T05:02:12Z,5130000,-2.0,23.0,1,left,J. Tatum driving Layup (27 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.34,Made,,,,,,,,,27.0,,,,,,,,,,
519,PT10M38.00S,2021-12-08T05:02:23.1Z,4,REGULAR,foul,personal,['1freethrow'],201961,,,1610612738,96,79,2021-12-08T05:02:29Z,5140000,,,0,,W. Ellington shooting personal FOUL (2 PF) (Tatum 1 FT),"[201961, 1628369]",1610612747.0,LAL,shooting,,,Ellington,W. Ellington,,,,,,,,1162.0,,,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,
521,PT10M38.00S,2021-12-08T05:02:30.5Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,96,79,2021-12-08T05:02:32Z,5160000,,,0,,MISS J. Tatum Free Throw 1 of 1,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
522,PT10M35.00S,2021-12-08T05:02:33.5Z,4,REGULAR,rebound,defensive,[],2730,,,1610612747,96,79,2021-12-08T05:02:32Z,5170000,,,0,,D. Howard REBOUND (Off:0 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,521.0,,4.0,4.0,0.0,,,,,,,,,,,,,,
523,PT10M21.00S,2021-12-08T05:02:44.7Z,4,REGULAR,3pt,Jump Shot,[],201961,81.38961892247043,5.637254901960787,1610612747,99,79,2021-12-08T05:02:48Z,5180000,-222.0,122.0,1,right,W. Ellington 25' 3PT  (6 PTS) (L. James 4 AST),"[201961, 2544]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,25.33,Made,,,,,,,,,6.0,L. James,2544.0,4.0,,,,,,,
525,PT10M06.00S,2021-12-08T05:03:00.0Z,4,REGULAR,3pt,Jump Shot,[],1630174,33.03219448094612,32.35294117647058,1610612738,99,79,2021-12-08T05:03:06Z,5200000,88.0,258.0,1,left,MISS A. Nesmith 27' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,,
526,PT10M04.00S,2021-12-08T05:03:02.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,99,79,2021-12-08T05:03:06Z,5210000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,,
527,PT10M04.00S,2021-12-08T05:03:05.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,99,79,2021-12-08T05:03:05Z,5220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M53.00S,2021-12-08T05:03:22.3Z,4,REGULAR,turnover,bad pass,[],201566,,,1610612747,99,79,2021-12-08T05:03:26Z,5230000,,,0,,R. Westbrook bad pass TURNOVER (4 TO),"[201566, 203935]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,4.0,Smart,203935.0,,,,,,,,,,,
529,PT09M53.00S,2021-12-08T05:03:22.3Z,4,REGULAR,steal,,[],203935,,,1610612738,99,79,2021-12-08T05:03:24Z,5240000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M48.00S,2021-12-08T05:03:27.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,8.459264126149804,51.22549019607843,1610612738,99,81,2021-12-08T05:03:32Z,5250000,-6.0,27.0,1,left,J. Tatum running DUNK (29 PTS) (P. Pritchard 2 AST),"[1628369, 1630202]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.77,Made,,,,,,,,,29.0,P. Pritchard,1630202.0,2.0,,,,,,,
533,PT09M19.00S,2021-12-08T05:03:55.1Z,4,REGULAR,3pt,Jump Shot,[],201961,65.62089356110381,73.2843137254902,1610612747,99,81,2021-12-08T05:06:07Z,5270000,116.0,271.0,1,right,MISS W. Ellington 29' pullup 3PT,[201961],1610612747.0,LAL,pullup,,,Ellington,W. Ellington,,,,,29.47,Missed,,,,,,,,,,,,,,,,,,,
534,PT09M14.00S,2021-12-08T05:04:00.1Z,4,REGULAR,rebound,offensive,[],2730,,,1610612747,99,81,2021-12-08T05:04:01Z,5280000,,,0,,D. Howard REBOUND (Off:1 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,533.0,,5.0,4.0,1.0,,,,,,,,,,,,,,
535,PT09M14.00S,2021-12-08T05:04:00.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2730,94.40999984741211,50.0,1610612747,99,81,2021-12-08T05:04:04Z,5290000,0.0,0.0,1,right,MISS D. Howard tip Layup,[2730],1610612747.0,LAL,tip,,,Howard,D. Howard,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
536,PT09M14.00S,2021-12-08T05:04:00.6Z,4,REGULAR,rebound,offensive,[],2730,,,1610612747,99,81,2021-12-08T05:04:04Z,5300000,,,0,,D. Howard REBOUND (Off:2 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,535.0,,6.0,4.0,2.0,,,,,,,,,,,,,,
537,PT09M12.00S,2021-12-08T05:04:02.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,94.40999984741211,50.0,1610612747,101,81,2021-12-08T05:04:02Z,5310000,0.0,0.0,1,right,D. Howard tip Layup (4 PTS),[2730],1610612747.0,LAL,tip,,,Howard,D. Howard,,,,,0.0,Made,,,,,,,,,4.0,,,,,,,,,,
538,PT09M02.00S,2021-12-08T05:04:12.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,10.430354796320628,3.67647058823529,1610612738,101,84,2021-12-08T05:07:17Z,5320000,232.0,46.0,1,left,P. Pritchard 3PT  (3 PTS) (A. Horford 2 AST),"[1630202, 201143]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.6,Made,,,,,,,,,3.0,A. Horford,201143.0,2.0,,,,,,,
540,PT08M33.00S,2021-12-08T05:04:46.2Z,4,REGULAR,3pt,Jump Shot,[],2546,94.00459921156373,5.14705882352942,1610612747,101,84,2021-12-08T05:05:20Z,5340000,-224.0,4.0,1,right,MISS C. Anthony 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,22.43,Missed,,,,,,,,,,,,,,,,,,,
541,PT08M29.00S,2021-12-08T05:04:50.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,101,84,2021-12-08T05:05:20Z,5350000,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,540.0,,7.0,5.0,2.0,,,,,,,,,,,,,,
542,PT08M20.00S,2021-12-08T05:04:55.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,26.19908015768725,84.55882352941177,1610612738,101,87,2021-12-08T05:08:59Z,5360000,-173.0,194.0,1,left,J. Tatum 25' 3PT pullup (32 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.97,Made,,,,,,,,,32.0,,,,,,,,,,
543,PT08M20.00S,2021-12-08T05:05:05.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,101,87,2021-12-08T05:05:05Z,5370000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M20.00S,2021-12-08T05:07:55.7Z,4,REGULAR,substitution,out,[],201566,,,1610612747,101,87,2021-12-08T05:08:18Z,5380000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M20.00S,2021-12-08T05:07:55.7Z,4,REGULAR,substitution,in,[],1629659,,,1610612747,101,87,2021-12-08T05:08:18Z,5390000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M06.00S,2021-12-08T05:08:38.2Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612747,101,87,2021-12-08T05:10:00Z,5400000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630174, 2546]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,1162.0,,,,,,,,,,,1.0,0.0,Anthony,2546.0,,,
