actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
171,PT09M40.00S,2021-11-05T03:11:43.5Z,2,REGULAR,3pt,Jump Shot,[],201961,92.69053876478318,3.67647058823529,1610612747,32,23,2021-11-05T03:11:50Z,1710000,-232.0,16.0,1,right,MISS W. Ellington 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,
172,PT09M38.00S,2021-11-05T03:11:45.5Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,32,23,2021-11-05T03:11:50Z,1720000,,,0,,D. Favors REBOUND (Off:2 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,171.0,4.0,2.0,2.0,,,,,,,,,,,,,
173,PT09M30.00S,2021-11-05T03:11:52.9Z,2,REGULAR,3pt,Jump Shot,[],1630197,34.08344283837057,31.617647058823522,1610612760,32,23,2021-11-05T03:11:58Z,1730000,92.0,268.0,1,left,MISS A. Pokusevski 28' pullup 3PT,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,28.32,Missed,,,,,,,,,,,,,,,,,,
174,PT09M27.00S,2021-11-05T03:11:55.9Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,32,23,2021-11-05T03:11:58Z,1740000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,173.0,3.0,2.0,1.0,,,,,,,,,,,,,
175,PT09M16.00S,2021-11-05T03:12:08.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,90.45663600525624,60.78431372549019,1610612747,34,23,2021-11-05T03:12:12Z,1750000,54.0,37.0,1,right,C. Anthony 6' turnaround Jump Shot (5 PTS),[2546],1610612747.0,LAL,turnaround,,,Anthony,C. Anthony,,,,,6.55,Made,5.0,,,,,,,,,,,,,,,,,
176,PT09M09.00S,2021-11-05T03:12:17.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,34,23,2021-11-05T03:12:17Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M09.00S,2021-11-05T03:12:22.3Z,2,REGULAR,substitution,out,[],201961,,,1610612760,34,23,2021-11-05T03:12:25Z,1770000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M09.00S,2021-11-05T03:12:22.3Z,2,REGULAR,substitution,in,[],1630559,,,1610612760,34,23,2021-11-05T03:12:25Z,1780000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M01.00S,2021-11-05T03:12:44.7Z,2,REGULAR,3pt,Jump Shot,[],1630177,26.19908015768725,81.86274509803921,1610612760,34,23,2021-11-05T03:12:49Z,1790000,-159.0,194.0,1,left,MISS T. Maledon 25' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
180,PT08M59.00S,2021-11-05T03:12:46.7Z,2,REGULAR,rebound,offensive,[],1630177,,,1610612760,34,23,2021-11-05T03:12:49Z,1800000,,,0,,T. Maledon REBOUND (Off:1 Def:0),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,179.0,1.0,0.0,1.0,,,,,,,,,,,,,
181,PT08M56.00S,2021-11-05T03:12:50.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,25.673455978975028,18.382352941176478,1610612760,34,23,2021-11-05T03:12:57Z,1810000,158.0,189.0,1,left,MISS K. Williams 24' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,
182,PT08M49.00S,2021-11-05T03:12:57.7Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,34,23,2021-11-05T03:12:57Z,1820000,,,0,,D. Howard REBOUND (Off:0 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,181.0,3.0,3.0,0.0,,,,,,,,,,,,,
183,PT08M41.00S,2021-11-05T03:13:04.9Z,2,REGULAR,3pt,Jump Shot,[],201566,74.03088042049934,86.51960784313725,1610612747,37,23,2021-11-05T03:13:09Z,1830000,183.0,192.0,1,right,R. Westbrook 26' 3PT  (10 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,26.47,Made,10.0,,,,,,,,,,,,,,,,,
184,PT08M12.00S,2021-11-05T03:13:33.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,13.18988173455979,44.85294117647059,1610612760,37,25,2021-11-05T03:13:37Z,1840000,26.0,71.0,1,left,K. Williams 7' turnaround fadeaway Jump Shot (4 PTS),[1629026],1610612760.0,OKC,turnaround fadeaway,,,Williams,K. Williams,,,,,7.6,Made,4.0,,,,,,,,,,,,,,,,,
185,PT08M01.00S,2021-11-05T03:13:44.1Z,2,REGULAR,3pt,Jump Shot,[],201566,75.08212877792378,12.009803921568633,1610612747,37,25,2021-11-05T03:13:47Z,1850000,-190.0,182.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
186,PT07M59.00S,2021-11-05T03:13:46.1Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,37,25,2021-11-05T03:13:47Z,1860000,,,0,,A. Pokusevski REBOUND (Off:0 Def:4),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,185.0,4.0,4.0,0.0,,,,,,,,,,,,,
187,PT07M53.00S,2021-11-05T03:13:52.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,15.686596583442835,45.58823529411765,1610612760,37,25,2021-11-05T03:15:35Z,1870000,22.0,95.0,1,left,MISS A. Pokusevski 9' driving floating Shot,[1630197],1610612760.0,OKC,driving floating,,,Pokusevski,A. Pokusevski,,,,,9.75,Missed,,,,,,,,,,,,,,,,,,
188,PT07M52.00S,2021-11-05T03:13:53.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,37,25,2021-11-05T03:14:36Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,
189,PT07M52.00S,2021-11-05T03:14:04.8Z,2,REGULAR,turnover,traveling,[],1630197,,,1610612760,37,25,2021-11-05T03:14:39Z,1890000,,,0,,A. Pokusevski traveling TURNOVER (1 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,202041.0,1.0,,,,,,,,,,,
190,PT07M52.00S,2021-11-05T03:14:09.5Z,2,REGULAR,substitution,out,[],1630177,,,1610612747,37,25,2021-11-05T03:14:17Z,1900000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M52.00S,2021-11-05T03:14:09.5Z,2,REGULAR,substitution,out,[],202324,,,1610612747,37,25,2021-11-05T03:14:17Z,1910000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M52.00S,2021-11-05T03:14:09.5Z,2,REGULAR,substitution,in,[],1630581,,,1610612747,37,25,2021-11-05T03:14:17Z,1920000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M52.00S,2021-11-05T03:14:09.5Z,2,REGULAR,substitution,in,[],203488,,,1610612747,37,25,2021-11-05T03:14:17Z,1930000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M26.00S,2021-11-05T03:14:43.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,77.71024967148489,8.088235294117652,1610612747,40,25,2021-11-05T03:15:17Z,1980000,-210.0,157.0,1,right,A. Reaves 26' 3PT  (3 PTS) (M. Monk 2 AST),"[1630559, 1628370]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,26.19,Made,3.0,,,,,,,M. Monk,1628370.0,2.0,,,,,,,,
200,PT07M11.00S,2021-11-05T03:14:58.6Z,2,REGULAR,3pt,Jump Shot,[],203488,30.009855453350852,81.61764705882354,1610612760,40,25,2021-11-05T03:15:13Z,2000000,-158.0,230.0,1,left,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,27.88,Missed,,,,,,,,,,,,,,,,,,
201,PT07M11.00S,2021-11-05T03:14:58.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,40,25,2021-11-05T03:15:13Z,2010000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,
202,PT07M09.00S,2021-11-05T03:15:04.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,40,25,2021-11-05T03:15:04Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M02.00S,2021-11-05T03:15:24.3Z,2,REGULAR,foul,personal,[],1630197,,,1610612747,40,25,2021-11-05T03:15:37Z,2030000,,,0,,A. Pokusevski personal FOUL (1 PF),"[1630197, 1630559]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,202041.0,,,,,,,1.0,0.0,Reaves,1630559.0,,
205,PT07M02.00S,2021-11-05T03:15:37.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,40,25,2021-11-05T03:15:37Z,2050000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M53.00S,2021-11-05T03:18:37.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,90.06241787122208,50.0,1610612747,42,25,2021-11-05T03:18:40Z,2060000,0.0,41.0,1,right,M. Monk driving floating bank Jump Shot (2 PTS) (R. Westbrook 1 AST),"[1628370, 201566]",1610612747.0,LAL,driving floating bank,,,Monk,M. Monk,,,,,4.09,Made,2.0,,,,,,,R. Westbrook,201566.0,1.0,,,,,,,,
208,PT06M40.00S,2021-11-05T03:18:54.3Z,2,REGULAR,foul,personal,[],201566,,,1610612760,42,25,2021-11-05T03:18:59Z,2080000,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1630581]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,1627519.0,,,,,,,1.0,0.0,Giddey,1630581.0,,
210,PT06M40.00S,2021-11-05T03:19:07.9Z,2,REGULAR,substitution,out,[],1630197,,,1610612760,42,25,2021-11-05T03:19:10Z,2100000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M40.00S,2021-11-05T03:19:07.9Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,42,25,2021-11-05T03:19:10Z,2110000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M33.00S,2021-11-05T03:19:16.5Z,2,REGULAR,turnover,lost ball,[],1630581,,,1610612760,42,25,2021-11-05T03:19:20Z,2120000,,,0,,J. Giddey lost ball TURNOVER (2 TO),"[1630581, 2730]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,2.0,,,,,,,,,,Howard,2730.0
213,PT06M33.00S,2021-11-05T03:19:16.5Z,2,REGULAR,steal,,[],2730,,,1610612747,42,25,2021-11-05T03:19:18Z,2130000,,,0,,D. Howard STEAL (2 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M21.00S,2021-11-05T03:19:28.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201566,84.93758212877792,26.960784313725497,1610612747,44,25,2021-11-05T03:19:35Z,2140000,-115.0,89.0,1,right,R. Westbrook 14' pullup bank Jump Shot (12 PTS),[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,14.56,Made,12.0,,,,,,,,,,,,,,,,,
215,PT05M55.00S,2021-11-05T03:19:54.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,9.904730617608408,51.470588235294116,1610612760,44,25,2021-11-05T03:19:58Z,2150000,-7.0,41.0,1,left,MISS S. Gilgeous-Alexander floating Shot,[1628983],1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,
216,PT05M53.00S,2021-11-05T03:19:56.3Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,44,25,2021-11-05T03:19:58Z,2160000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,
217,PT05M44.00S,2021-11-05T03:20:05.0Z,2,REGULAR,3pt,Jump Shot,[],1628370,88.48554533508542,97.54901960784314,1610612747,44,25,2021-11-05T03:20:10Z,2170000,238.0,56.0,1,right,MISS M. Monk 24' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,
218,PT05M43.00S,2021-11-05T03:20:07.1Z,2,REGULAR,rebound,offensive,[],1630559,,,1610612747,44,25,2021-11-05T03:20:07Z,2180000,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,217.0,1.0,0.0,1.0,,,,,,,,,,,,,
219,PT05M41.00S,2021-11-05T03:20:09.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2546,65.88370565045992,50.0,1610612747,44,25,2021-11-05T03:20:14Z,2190000,0.0,268.0,1,right,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,
220,PT05M38.00S,2021-11-05T03:20:12.8Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,44,25,2021-11-05T03:20:14Z,2200000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,219.0,1.0,1.0,0.0,,,,,,,,,,,,,
221,PT05M36.00S,2021-11-05T03:20:15.3Z,2,REGULAR,foul,personal,['2freethrow'],2546,,,1610612760,44,25,2021-11-05T03:20:23Z,2210000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Dort 2 FT),"[2546, 1629652]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,202041.0,,,,,,,1.0,0.0,Dort,1629652.0,,
223,PT05M36.00S,2021-11-05T03:20:50.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629652,,,1610612760,44,26,2021-11-05T03:20:50Z,2230000,,,0,,L. Dort Free Throw 1 of 2 (1 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
224,PT05M36.00S,2021-11-05T03:20:53.1Z,2,REGULAR,substitution,out,[],201566,,,1610612760,44,26,2021-11-05T03:21:04Z,2240000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M36.00S,2021-11-05T03:20:53.1Z,2,REGULAR,substitution,out,[],2546,,,1610612760,44,26,2021-11-05T03:21:04Z,2250000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M36.00S,2021-11-05T03:20:53.1Z,2,REGULAR,substitution,out,[],2730,,,1610612760,44,26,2021-11-05T03:21:04Z,2260000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M36.00S,2021-11-05T03:20:53.1Z,2,REGULAR,substitution,in,[],203145,,,1610612760,44,26,2021-11-05T03:21:04Z,2270000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M36.00S,2021-11-05T03:20:53.1Z,2,REGULAR,substitution,in,[],200765,,,1610612760,44,26,2021-11-05T03:21:04Z,2280000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M36.00S,2021-11-05T03:20:53.1Z,2,REGULAR,substitution,in,[],203076,,,1610612760,44,26,2021-11-05T03:21:04Z,2290000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M36.00S,2021-11-05T03:21:28.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629652,,,1610612760,44,27,2021-11-05T03:21:28Z,2300000,,,0,,L. Dort Free Throw 2 of 2 (2 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
231,PT05M26.00S,2021-11-05T03:21:39.0Z,2,REGULAR,turnover,bad pass,[],200765,,,1610612747,44,27,2021-11-05T03:21:42Z,2310000,,,0,,R. Rondo bad pass TURNOVER (1 TO),"[200765, 1629026]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,1.0,,,,,,,,,,Williams,1629026.0
232,PT05M26.00S,2021-11-05T03:21:39.0Z,2,REGULAR,steal,,[],1629026,,,1610612760,44,27,2021-11-05T04:54:16Z,2320000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M13.00S,2021-11-05T03:21:52.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630581,11.48160315374507,51.71568627450981,1610612760,44,27,2021-11-05T03:21:57Z,2330000,-9.0,55.0,1,left,MISS J. Giddey Layup,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,5.61,Missed,,,,,,,,,,,,,,,,,,
234,PT05M08.00S,2021-11-05T03:21:57.2Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,44,27,2021-11-05T03:21:57Z,2340000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,233.0,2.0,1.0,1.0,,,,,,,,,,,,,
235,PT05M07.00S,2021-11-05T03:21:57.3Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612760,44,27,2021-11-05T03:22:01Z,2350000,,,0,,J. Giddey bad pass TURNOVER (3 TO),"[1630581, 203076]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,3.0,,,,,,,,,,Davis,203076.0
236,PT05M07.00S,2021-11-05T03:21:57.3Z,2,REGULAR,steal,,[],203076,,,1610612747,44,27,2021-11-05T03:21:59Z,2360000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M05.00S,2021-11-05T03:22:00.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203145,64.1754270696452,57.35294117647059,1610612747,44,27,2021-11-05T03:22:06Z,2370000,37.0,284.0,1,right,MISS K. Bazemore 28' 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,28.67,Missed,,,,,,,,,,,,,,,,,,
238,PT05M02.00S,2021-11-05T03:22:03.2Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,44,27,2021-11-05T03:22:06Z,2380000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,,,,,,
239,PT04M56.00S,2021-11-05T03:22:10.2Z,2,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612760,44,27,2021-11-05T03:22:16Z,2390000,,,0,,M. Monk shooting personal FOUL (1 PF) (Muscala 2 FT),"[1628370, 203488]",1610612747.0,LAL,shooting,,,Monk,M. Monk,,,,,,,,,,,,1627519.0,,,,,,,1.0,0.0,Muscala,203488.0,,
241,PT04M56.00S,2021-11-05T03:22:42.7Z,2,REGULAR,freethrow,1 of 2,[],203488,,,1610612760,44,27,2021-11-05T03:22:42Z,2410000,,,0,,MISS M. Muscala Free Throw 1 of 2,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Missed,,,,,,,,,,,,,,,,,,
242,PT04M56.00S,2021-11-05T03:22:42.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,44,27,2021-11-05T03:22:42Z,2420000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,
243,PT04M56.00S,2021-11-05T03:22:44.0Z,2,REGULAR,substitution,out,[],1629652,,,1610612760,44,27,2021-11-05T03:22:46Z,2430000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M56.00S,2021-11-05T03:22:44.0Z,2,REGULAR,substitution,in,[],1629660,,,1610612760,44,27,2021-11-05T03:22:46Z,2440000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M56.00S,2021-11-05T03:22:59.7Z,2,REGULAR,freethrow,2 of 2,[],203488,,,1610612760,44,28,2021-11-05T03:22:59Z,2450000,,,0,,M. Muscala Free Throw 2 of 2 (1 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
246,PT04M34.00S,2021-11-05T03:23:21.4Z,2,REGULAR,turnover,bad pass,[],200765,,,1610612747,44,28,2021-11-05T03:23:25Z,2460000,,,0,,R. Rondo bad pass TURNOVER (2 TO),"[200765, 1630581]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,2.0,,,,,,,,,,Giddey,1630581.0
247,PT04M34.00S,2021-11-05T03:23:21.4Z,2,REGULAR,steal,,[],1630581,,,1610612760,44,28,2021-11-05T03:23:23Z,2470000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M31.00S,2021-11-05T03:23:25.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630581,7.276609724047319,50.0,1610612760,44,28,2021-11-05T03:23:35Z,2480000,0.0,16.0,1,left,MISS J. Giddey running finger roll Layup,[1630581],1610612760.0,OKC,running finger roll,,,Giddey,J. Giddey,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,
249,PT04M29.00S,2021-11-05T03:23:27.1Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,44,28,2021-11-05T03:23:35Z,2490000,,,0,,J. Giddey REBOUND (Off:2 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,248.0,3.0,1.0,2.0,,,,,,,,,,,,,
250,PT04M25.00S,2021-11-05T03:23:30.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630581,10.561760840998687,55.3921568627451,1610612760,44,28,2021-11-05T03:23:41Z,2500000,-27.0,47.0,1,left,MISS J. Giddey turnaround bank Shot,[1630581],1610612760.0,OKC,turnaround bank,,,Giddey,J. Giddey,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,
251,PT04M23.00S,2021-11-05T03:23:32.6Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,44,28,2021-11-05T03:23:41Z,2510000,,,0,,A. Davis REBOUND (Off:2 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,250.0,9.0,7.0,2.0,,,,,,,,,,,,,
252,PT04M23.00S,2021-11-05T03:23:36.8Z,2,REGULAR,foul,personal,[],1629660,,,1610612747,44,28,2021-11-05T03:23:47Z,2520000,,,0,,T. Jerome take personal FOUL (2 PF),"[1629660, 203076]",1610612760.0,OKC,take,,,Jerome,T. Jerome,,,,,,,,,,,,203177.0,,,,,,,2.0,0.0,Davis,203076.0,,
254,PT04M04.00S,2021-11-05T03:24:15.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203076,90.98226018396846,49.26470588235294,1610612747,46,28,2021-11-05T03:24:30Z,2540000,-4.0,32.0,1,right,A. Davis turnaround bank Hook (16 PTS),[203076],1610612747.0,LAL,turnaround bank,,,Davis,A. Davis,,,,,3.25,Made,16.0,,,,,,,,,,,,,,,,,
255,PT03M57.00S,2021-11-05T03:24:27.9Z,2,REGULAR,foul,personal,[],203076,,,1610612760,46,28,2021-11-05T03:24:41Z,2550000,,,0,,A. Davis personal FOUL (1 PF),"[203076, 1628983]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,202041.0,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
257,PT03M47.00S,2021-11-05T03:24:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,7.408015768725363,49.50980392156863,1610612760,46,30,2021-11-05T03:24:58Z,2570000,2.0,17.0,1,left,T. Jerome Layup (4 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,1.73,Made,4.0,,,,,,,,,,,,,,,,,
258,PT03M25.00S,2021-11-05T03:25:16.2Z,2,REGULAR,3pt,Jump Shot,[],1630559,66.80354796320631,72.30392156862744,1610612747,46,30,2021-11-05T03:25:19Z,2580000,112.0,260.0,1,right,MISS A. Reaves 28' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,28.24,Missed,,,,,,,,,,,,,,,,,,
259,PT03M23.00S,2021-11-05T03:25:18.2Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,46,30,2021-11-05T03:25:19Z,2590000,,,0,,J. Giddey REBOUND (Off:2 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,258.0,4.0,2.0,2.0,,,,,,,,,,,,,
