actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
639,PT07M50.00S,2021-12-24T05:46:40.5Z,4,REGULAR,rebound,offensive,[],1627749,,,1610612759,101,117,2021-12-24T05:46:49Z,6330000,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,637.0,4.0,3.0,1.0,,,,,,,,,,,,,,
640,PT07M48.00S,2021-12-24T05:46:42.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203926,71.53416557161628,19.117647058823522,1610612759,101,117,2021-12-24T05:46:52Z,6340000,-154.0,215.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,
641,PT07M46.00S,2021-12-24T05:46:45.7Z,4,REGULAR,rebound,offensive,[],1627749,,,1610612759,101,117,2021-12-24T05:46:45Z,6350000,,,0,,D. Murray REBOUND (Off:2 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,640.0,5.0,3.0,2.0,,,,,,,,,,,,,,
642,PT07M45.00S,2021-12-24T05:46:46.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627749,81.38961892247043,57.35294117647059,1610612759,101,117,2021-12-24T05:46:55Z,6360000,37.0,122.0,1,right,MISS D. Murray 12' floating Shot,[1627749],1610612759.0,SAS,floating,,,Murray,D. Murray,,,,,12.78,Missed,,,,,,,,,,,,,,,,,,
643,PT07M41.00S,2021-12-24T05:46:50.9Z,4,REGULAR,rebound,defensive,[],201599,,,1610612747,101,117,2021-12-24T05:46:55Z,6370000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,642.0,2.0,1.0,1.0,,,,,,,,,,,,,,
644,PT07M33.00S,2021-12-24T05:46:57.8Z,4,REGULAR,3pt,Jump Shot,[],2544,12.13863337713535,95.09803921568627,1610612747,101,117,2021-12-24T05:49:25Z,6380000,-225.0,62.0,1,left,MISS L. James step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,
645,PT07M24.00S,2021-12-24T05:47:06.8Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,101,117,2021-12-24T05:47:12Z,6390000,,,0,,K. Johnson REBOUND (Off:1 Def:8),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,644.0,9.0,8.0,1.0,,,,,,,,,,,,,,
646,PT07M19.00S,2021-12-24T05:47:14.2Z,4,REGULAR,foul,personal,['2freethrow'],202738,,,1610612759,101,117,2021-12-24T05:47:41Z,6400000,,,0,,I. Thomas shooting personal FOUL (1 PF) (Walker IV 2 FT),"[202738, 1629022]",1610612747.0,LAL,shooting,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Walker IV,1629022.0
648,PT07M19.00S,2021-12-24T05:47:42.6Z,4,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,101,118,2021-12-24T05:47:42Z,6420000,,,0,,L. Walker IV Free Throw 1 of 2 (15 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
649,PT07M19.00S,2021-12-24T05:47:43.5Z,4,REGULAR,substitution,out,[],201599,,,1610612759,101,118,2021-12-24T05:47:51Z,6430000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
650,PT07M19.00S,2021-12-24T05:47:43.5Z,4,REGULAR,substitution,out,[],203926,,,1610612759,101,118,2021-12-24T05:47:51Z,6440000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
651,PT07M19.00S,2021-12-24T05:47:43.5Z,4,REGULAR,substitution,in,[],201566,,,1610612759,101,118,2021-12-24T05:47:51Z,6450000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
652,PT07M19.00S,2021-12-24T05:47:43.5Z,4,REGULAR,substitution,in,[],1628401,,,1610612759,101,118,2021-12-24T05:47:51Z,6460000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
653,PT07M19.00S,2021-12-24T05:48:01.1Z,4,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,101,119,2021-12-24T05:48:01Z,6470000,,,0,,L. Walker IV Free Throw 2 of 2 (16 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
654,PT07M05.00S,2021-12-24T05:48:18.0Z,4,REGULAR,3pt,Jump Shot,[],201961,33.295006570302235,45.09803921568627,1610612747,101,119,2021-12-24T05:48:24Z,6480000,25.0,260.0,1,left,MISS W. Ellington 26' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
655,PT07M01.00S,2021-12-24T05:48:22.0Z,4,REGULAR,rebound,defensive,[],1629022,,,1610612759,101,119,2021-12-24T05:48:24Z,6490000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,654.0,2.0,2.0,0.0,,,,,,,,,,,,,,
656,PT06M55.00S,2021-12-24T05:48:27.4Z,4,REGULAR,2pt,Jump Shot,[],1629111,87.25361366622865,92.62408088235294,1610612759,101,119,2021-12-24T05:48:39Z,6500000,213.0,67.0,1,right,MISS J. Landale 22' Jump Shot,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,22.35,Missed,,,,,,,,,,,,,,,,,,
657,PT06M52.00S,2021-12-24T05:48:30.4Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,101,119,2021-12-24T05:48:39Z,6510000,,,0,,L. James REBOUND (Off:2 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,656.0,9.0,7.0,2.0,,,,,,,,,,,,,,
658,PT06M47.00S,2021-12-24T05:48:38.6Z,4,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612747,101,119,2021-12-24T05:48:42Z,6520000,,,0,,J. Landale shooting personal FOUL (1 PF) (James 2 FT),"[1629111, 2544]",1610612759.0,SAS,shooting,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,James,2544.0
660,PT06M47.00S,2021-12-24T05:48:51.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,101,119,2021-12-24T05:48:51Z,6540000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT06M47.00S,2021-12-24T05:51:16.5Z,4,REGULAR,substitution,out,[],201961,,,1610612747,101,119,2021-12-24T05:51:35Z,6550000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
662,PT06M47.00S,2021-12-24T05:51:16.5Z,4,REGULAR,substitution,out,[],1629111,,,1610612747,101,119,2021-12-24T05:51:35Z,6560000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
663,PT06M47.00S,2021-12-24T05:51:16.5Z,4,REGULAR,substitution,in,[],2546,,,1610612747,101,119,2021-12-24T05:51:35Z,6570000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
664,PT06M47.00S,2021-12-24T05:51:16.5Z,4,REGULAR,substitution,in,[],1628966,,,1610612747,101,119,2021-12-24T05:51:35Z,6580000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
665,PT06M47.00S,2021-12-24T05:51:51.3Z,4,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,102,119,2021-12-24T05:52:11Z,6590000,,,0,,L. James Free Throw 1 of 2 (36 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,,,,36.0,,,,,,,,,,
666,PT06M47.00S,2021-12-24T05:51:51.3Z,4,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,102,119,2021-12-24T05:52:11Z,6600000,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Missed,,,,,,,,,,,,,,,,,,
667,PT06M44.00S,2021-12-24T05:51:54.3Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612759,102,119,2021-12-24T05:52:11Z,6610000,,,0,,D. Murray REBOUND (Off:2 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,666.0,6.0,4.0,2.0,,,,,,,,,,,,,,
668,PT06M36.00S,2021-12-24T05:52:19.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,88.35413929040736,51.22549019607843,1610612759,102,121,2021-12-24T05:52:22Z,6620000,6.0,57.0,1,right,L. Walker IV cutting Layup (18 PTS) (D. Murray 13 AST),"[1629022, 1627749]",1610612759.0,SAS,cutting,,,Walker IV,L. Walker IV,,,,,5.73,Made,,,,,,,,18.0,D. Murray,1627749.0,13.0,,,,,,,
670,PT06M17.00S,2021-12-24T05:52:37.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,6.619579500657039,43.872549019607845,1610612747,104,121,2021-12-24T05:52:42Z,6640000,31.0,10.0,1,left,T. Horton-Tucker driving Layup (13 PTS) (L. James 6 AST),"[1629659, 2544]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,3.21,Made,,,,,,,,13.0,L. James,2544.0,6.0,,,,,,,
671,PT06M06.00S,2021-12-24T05:52:49.6Z,4,REGULAR,3pt,Jump Shot,[],1629022,68.9060446780552,78.43137254901961,1610612759,104,124,2021-12-24T05:52:53Z,6650000,142.0,240.0,1,right,L. Walker IV 27' 3PT  (21 PTS) (D. White 7 AST),"[1629022, 1628401]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,27.88,Made,,,,,,,,21.0,D. White,1628401.0,7.0,,,,,,,
674,PT05M53.00S,2021-12-24T05:53:02.3Z,4,REGULAR,3pt,Jump Shot,[],2544,30.009855453350852,24.509803921568633,1610612747,104,124,2021-12-24T05:53:05Z,6670000,127.0,230.0,1,left,MISS L. James 26' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
675,PT05M50.00S,2021-12-24T05:53:05.3Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,104,124,2021-12-24T05:53:05Z,6680000,,,0,,K. Johnson REBOUND (Off:1 Def:9),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,674.0,10.0,9.0,1.0,,,,,,,,,,,,,,
676,PT05M40.00S,2021-12-24T05:53:15.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,92.0335085413929,48.529411764705884,1610612759,104,126,2021-12-24T05:53:52Z,6690000,-7.0,22.0,1,right,D. White driving floating Jump Shot (22 PTS),[1628401],1610612759.0,SAS,driving floating,,,White,D. White,,,,,2.36,Made,,,,,,,,22.0,,,,,,,,,,
677,PT05M40.00S,2021-12-24T05:53:22.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,104,126,2021-12-24T05:53:22Z,6700000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT05M40.00S,2021-12-24T05:55:24.3Z,4,REGULAR,substitution,out,[],2544,,,1610612747,104,126,2021-12-24T05:56:16Z,6710000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
679,PT05M40.00S,2021-12-24T05:55:24.3Z,4,REGULAR,substitution,out,[],202738,,,1610612747,104,126,2021-12-24T05:56:16Z,6720000,,,0,,SUB out: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
680,PT05M40.00S,2021-12-24T05:55:24.3Z,4,REGULAR,substitution,in,[],201599,,,1610612747,104,126,2021-12-24T05:56:16Z,6730000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
681,PT05M40.00S,2021-12-24T05:55:24.3Z,4,REGULAR,substitution,in,[],1630222,,,1610612747,104,126,2021-12-24T05:56:16Z,6740000,,,0,,SUB in: M. Jones,[1630222],1610612747.0,LAL,,,,Jones,M. Jones,,,,,,,,,,,,,,,,,,,,,,,,
682,PT05M19.00S,2021-12-24T05:56:45.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630222,8.065045992115643,53.92156862745098,1610612747,104,126,2021-12-24T05:58:55Z,6750000,-20.0,23.0,1,left,MISS M. Jones Layup,[1630222],1610612747.0,LAL,,,,Jones,M. Jones,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,
683,PT05M15.00S,2021-12-24T05:56:49.2Z,4,REGULAR,rebound,offensive,[],1630222,,,1610612747,104,126,2021-12-24T05:56:53Z,6760000,,,0,,M. Jones REBOUND (Off:1 Def:0),[1630222],1610612747.0,LAL,,,,Jones,M. Jones,,,,,,,682.0,1.0,0.0,1.0,,,,,,,,,,,,,,
684,PT05M15.00S,2021-12-24T05:56:48.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630222,8.984888304862025,54.411764705882355,1610612747,104,126,2021-12-24T05:57:01Z,6770000,-22.0,32.0,1,left,MISS M. Jones putback Layup,[1630222],1610612747.0,LAL,putback,,,Jones,M. Jones,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,
685,PT05M11.00S,2021-12-24T05:56:52.9Z,4,REGULAR,rebound,offensive,[],201599,,,1610612747,104,126,2021-12-24T05:57:01Z,6780000,,,0,,D. Jordan REBOUND (Off:2 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,684.0,3.0,1.0,2.0,,,,,,,,,,,,,,
686,PT05M11.00S,2021-12-24T05:56:52.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,5.590000152587891,50.0,1610612747,104,126,2021-12-24T05:56:52Z,6790000,0.0,0.0,1,left,MISS D. Jordan tip Layup,[201599],1610612747.0,LAL,tip,,,Jordan,D. Jordan,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
687,PT05M10.00S,2021-12-24T05:56:53.7Z,4,REGULAR,rebound,offensive,[],201599,,,1610612747,104,126,2021-12-24T05:56:53Z,6800000,,,0,,D. Jordan REBOUND (Off:3 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,686.0,4.0,1.0,3.0,,,,,,,,,,,,,,
688,PT05M09.00S,2021-12-24T05:56:55.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],2546,27.250328515111704,83.57843137254902,1610612747,104,126,2021-12-24T05:57:03Z,6810000,-168.0,204.0,1,left,MISS C. Anthony 26' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
689,PT05M05.00S,2021-12-24T05:56:59.0Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612759,104,126,2021-12-24T05:57:03Z,6820000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,688.0,3.0,3.0,0.0,,,,,,,,,,,,,,
690,PT04M55.00S,2021-12-24T05:57:09.1Z,4,REGULAR,3pt,Jump Shot,[],1627749,65.22667542706964,40.931372549019606,1610612759,104,126,2021-12-24T06:00:19Z,6830000,-45.0,274.0,1,right,MISS D. Murray 27' pullup 3PT,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,
691,PT04M52.00S,2021-12-24T05:57:12.1Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,104,126,2021-12-24T05:57:13Z,6840000,,,0,,C. Anthony REBOUND (Off:2 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,690.0,3.0,1.0,2.0,,,,,,,,,,,,,,
692,PT04M44.00S,2021-12-24T05:57:19.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,12.401445466491452,40.931372549019606,1610612747,106,126,2021-12-24T05:57:24Z,6850000,45.0,64.0,1,left,R. Westbrook 7' fadeaway Jump Shot (30 PTS),[201566],1610612747.0,LAL,fadeaway,,,Westbrook,R. Westbrook,,,,,7.85,Made,,,,,,,,30.0,,,,,,,,,,
693,PT04M43.00S,2021-12-24T05:57:27.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,106,126,2021-12-24T05:57:27Z,6860000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT04M43.00S,2021-12-24T05:58:37.0Z,4,REGULAR,substitution,out,[],201566,,,1610612759,106,126,2021-12-24T05:58:56Z,6870000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
695,PT04M43.00S,2021-12-24T05:58:37.0Z,4,REGULAR,substitution,out,[],2546,,,1610612759,106,126,2021-12-24T05:58:56Z,6880000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
696,PT04M43.00S,2021-12-24T05:58:37.0Z,4,REGULAR,substitution,in,[],202738,,,1610612759,106,126,2021-12-24T05:58:56Z,6890000,,,0,,SUB in: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
697,PT04M43.00S,2021-12-24T05:58:37.0Z,4,REGULAR,substitution,in,[],1629203,,,1610612759,106,126,2021-12-24T05:58:56Z,6900000,,,0,,SUB in: J. Jones,[1629203],1610612747.0,LAL,,,,Jones,J. Jones,,,,,,,,,,,,,,,,,,,,,,,,
698,PT04M27.00S,2021-12-24T05:59:14.5Z,4,REGULAR,foul,personal,['2freethrow'],202738,,,1610612759,106,126,2021-12-24T05:59:41Z,6910000,,,0,,I. Thomas shooting personal FOUL (2 PF) (White 2 FT),"[202738, 1628401]",1610612747.0,LAL,shooting,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,White,1628401.0
700,PT04M27.00S,2021-12-24T05:59:41.8Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,106,127,2021-12-24T06:00:01Z,6930000,,,0,,D. White Free Throw 1 of 2 (23 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,,,,23.0,,,,,,,,,,
701,PT04M27.00S,2021-12-24T05:59:41.8Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612759,106,127,2021-12-24T06:00:01Z,6940000,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Missed,,,,,,,,,,,,,,,,,,
702,PT04M23.00S,2021-12-24T05:59:45.8Z,4,REGULAR,rebound,defensive,[],202738,,,1610612747,106,127,2021-12-24T06:00:01Z,6950000,,,0,,I. Thomas REBOUND (Off:0 Def:3),[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,701.0,3.0,3.0,0.0,,,,,,,,,,,,,,
703,PT04M15.00S,2021-12-24T06:00:09.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,5.568331143232584,49.50980392156863,1610612747,108,127,2021-12-24T06:01:52Z,6960000,2.0,0.0,1,left,D. Jordan alley-oop DUNK (5 PTS) (I. Thomas 1 AST),"[201599, 202738]",1610612747.0,LAL,alley-oop,,,Jordan,D. Jordan,,,,,0.25,Made,,,,,,,,5.0,I. Thomas,202738.0,1.0,,,,,,,
705,PT03M50.00S,2021-12-24T06:00:37.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630222,,,1610612759,108,127,2021-12-24T06:00:45Z,6980000,,,0,,M. Jones personal FOUL (1 PF) (Johnson 2 FT),"[1630222, 1629640]",1610612747.0,LAL,,,,Jones,M. Jones,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Johnson,1629640.0
707,PT03M50.00S,2021-12-24T06:01:11.1Z,4,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,108,128,2021-12-24T06:01:11Z,7000000,,,0,,K. Johnson Free Throw 1 of 2 (15 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
708,PT03M50.00S,2021-12-24T06:01:11.9Z,4,REGULAR,substitution,out,[],201599,,,1610612759,108,128,2021-12-24T06:01:24Z,7010000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
709,PT03M50.00S,2021-12-24T06:01:11.9Z,4,REGULAR,substitution,out,[],1627749,,,1610612759,108,128,2021-12-24T06:01:24Z,7020000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
710,PT03M50.00S,2021-12-24T06:01:11.9Z,4,REGULAR,substitution,in,[],1630643,,,1610612759,108,128,2021-12-24T06:01:24Z,7030000,,,0,,SUB in: J. Huff,[1630643],1610612747.0,LAL,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,
711,PT03M50.00S,2021-12-24T06:01:11.9Z,4,REGULAR,substitution,in,[],1629111,,,1610612759,108,128,2021-12-24T06:01:24Z,7040000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
712,PT03M50.00S,2021-12-24T06:01:34.9Z,4,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,108,129,2021-12-24T06:01:34Z,7050000,,,0,,K. Johnson Free Throw 2 of 2 (16 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
713,PT03M26.00S,2021-12-24T06:02:00.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630222,7.145203679369246,54.16666666666667,1610612747,110,129,2021-12-24T06:02:03Z,7060000,-21.0,15.0,1,left,M. Jones driving Layup (2 PTS) (T. Horton-Tucker 3 AST),"[1630222, 1629659]",1610612747.0,LAL,driving,,,Jones,M. Jones,,,,,2.55,Made,,,,,,,,2.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,
715,PT03M26.00S,2021-12-24T06:02:41.5Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612759,110,129,2021-12-24T06:02:41Z,7080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT03M01.00S,2021-12-24T06:03:10.3Z,4,REGULAR,2pt,Jump Shot,[],1628401,74.03088042049934,47.30392156862745,1610612759,110,129,2021-12-24T06:03:14Z,7090000,-13.0,192.0,1,right,MISS D. White 19' pullup Shot,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,19.21,Missed,,,,,,,,,,,,,,,,,,
717,PT02M59.00S,2021-12-24T06:03:13.0Z,4,REGULAR,rebound,defensive,[],1629203,,,1610612747,110,129,2021-12-24T06:03:13Z,7100000,,,0,,J. Jones REBOUND (Off:0 Def:1),[1629203],1610612747.0,LAL,,,,Jones,J. Jones,,,,,,,716.0,1.0,1.0,0.0,,,,,,,,,,,,,,
718,PT02M46.00S,2021-12-24T06:03:25.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202738,13.715505913272011,62.00980392156863,1610612747,110,129,2021-12-24T06:03:45Z,7110000,-60.0,76.0,1,left,MISS I. Thomas 9' step back Shot,[202738],1610612747.0,LAL,step back,,,Thomas,I. Thomas,,,,,9.71,Missed,,,,,,,,,,,,,,,,,,
719,PT02M42.00S,2021-12-24T06:03:29.8Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612759,110,129,2021-12-24T06:03:31Z,7120000,,,0,,J. Landale REBOUND (Off:5 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,718.0,6.0,1.0,5.0,,,,,,,,,,,,,,
720,PT02M42.00S,2021-12-24T06:03:34.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,110,129,2021-12-24T06:03:34Z,7130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,PT02M42.00S,2021-12-24T06:03:36.6Z,4,REGULAR,substitution,out,[],1629022,,,1610612759,110,129,2021-12-24T06:03:46Z,7140000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
722,PT02M42.00S,2021-12-24T06:03:36.6Z,4,REGULAR,substitution,out,[],1629640,,,1610612759,110,129,2021-12-24T06:03:46Z,7150000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
723,PT02M42.00S,2021-12-24T06:03:36.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612759,110,129,2021-12-24T06:03:46Z,7160000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
724,PT02M42.00S,2021-12-24T06:03:36.6Z,4,REGULAR,substitution,in,[],1630200,,,1610612759,110,129,2021-12-24T06:03:46Z,7170000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
725,PT02M42.00S,2021-12-24T06:03:36.6Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,110,129,2021-12-24T06:03:46Z,7180000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
726,PT02M42.00S,2021-12-24T06:03:36.6Z,4,REGULAR,substitution,in,[],1629234,,,1610612759,110,129,2021-12-24T06:03:46Z,7190000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
