actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
278,PT06M03.00S,2021-12-26T01:57:40.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,10.561760840998687,58.088235294117645,1610612751,37,47,2021-12-26T01:58:02Z,2750000,-40.0,47.0,1,left,MISS N. Claxton 6' turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,6.18,Missed,,,,,,,,,,,,,,,,,,,
279,PT05M59.00S,2021-12-26T01:57:43.2Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,37,47,2021-12-26T01:57:43Z,2760000,,,0,,C. Anthony REBOUND (Off:2 Def:3),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,278.0,5.0,3.0,2.0,,,,,
280,PT05M49.00S,2021-12-26T01:57:54.2Z,2,REGULAR,2pt,Jump Shot,[],2546,84.67477003942182,72.79411764705883,1610612747,37,47,2021-12-26T01:57:59Z,2770000,114.0,92.0,1,right,MISS C. Anthony 14' fadeaway Shot,[2546],1610612747.0,LAL,fadeaway,,,Anthony,C. Anthony,,,,,14.62,Missed,,,,,,,,,,,,,,,,,,,
281,PT05M46.00S,2021-12-26T01:57:57.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,37,47,2021-12-26T01:57:59Z,2780000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,280.0,4.0,4.0,0.0,,,,,
282,PT05M43.00S,2021-12-26T01:58:03.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,10.167542706964511,55.14705882352941,1610612751,37,47,2021-12-26T01:58:45Z,2790000,-26.0,43.0,1,left,MISS J. Harden running Layup - blocked,"[201935, 1628370]",1610612751.0,BKN,running,,,Harden,J. Harden,,,,,5.02,Missed,,,,,,,,,,,,,,,Monk,1628370.0,,,
283,PT05M43.00S,2021-12-26T01:58:03.2Z,2,REGULAR,block,,[],1628370,,,1610612751,37,47,2021-12-26T01:58:05Z,2800000,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M43.00S,2021-12-26T01:58:03.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,37,47,2021-12-26T01:58:08Z,2810000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,
285,PT05M43.00S,2021-12-26T01:58:07.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,37,47,2021-12-26T01:58:07Z,2820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M43.00S,2021-12-26T01:58:08.9Z,2,REGULAR,substitution,out,[],201954,,,1610612751,37,47,2021-12-26T01:58:19Z,2830000,,,0,,SUB out: D. Collison,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT05M43.00S,2021-12-26T01:58:08.9Z,2,REGULAR,substitution,out,[],200794,,,1610612751,37,47,2021-12-26T01:58:19Z,2840000,,,0,,SUB out: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT05M43.00S,2021-12-26T01:58:08.9Z,2,REGULAR,substitution,in,[],201566,,,1610612751,37,47,2021-12-26T01:58:19Z,2850000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M43.00S,2021-12-26T01:58:08.9Z,2,REGULAR,substitution,in,[],201949,,,1610612751,37,47,2021-12-26T01:58:19Z,2860000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M26.00S,2021-12-26T01:58:44.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201935,28.301576872536145,15.196078431372555,1610612751,37,47,2021-12-26T01:58:49Z,2870000,174.0,214.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
291,PT05M24.00S,2021-12-26T01:58:46.8Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,37,47,2021-12-26T01:58:49Z,2880000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,290.0,2.0,2.0,0.0,,,,,
292,PT05M21.00S,2021-12-26T01:58:50.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629659,93.74178712220763,46.32352941176471,1610612747,37,47,2021-12-26T01:59:37Z,2890000,-18.0,6.0,1,right,MISS T. Horton-Tucker running Layup,[1629659],1610612747.0,LAL,running,,,Horton-Tucker,T. Horton-Tucker,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,,
294,PT05M18.00S,2021-12-26T01:58:53.8Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,37,47,2021-12-26T01:58:56Z,2910000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,292.0,1.0,1.0,0.0,,,,,
295,PT05M14.00S,2021-12-26T01:58:56.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628971,8.196452036793687,51.470588235294116,1610612751,37,49,2021-12-26T01:59:41Z,2920000,-7.0,25.0,1,left,B. Brown running finger roll Layup (6 PTS) (J. Harden 5 AST),"[1628971, 201935]",1610612751.0,BKN,running finger roll,,,Brown,B. Brown,,,,,2.56,Made,6.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,,
297,PT04M57.00S,2021-12-26T01:59:15.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.61038107752957,47.05882352941176,1610612747,39,49,2021-12-26T01:59:53Z,2940000,-15.0,8.0,1,right,M. Monk driving Layup (9 PTS),[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,1.65,Made,9.0,,,,,,,,,,,,,,,,,,
298,PT04M57.00S,2021-12-26T01:59:19.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204038,,,1610612747,39,49,2021-12-26T01:59:29Z,2950000,,,0,,L. Galloway shooting personal FOUL (1 PF) (Monk 1 FT),"[204038, 1628370]",1610612751.0,BKN,shooting,,,Galloway,L. Galloway,,,,,,,,,,,1628159.0,1.0,0.0,Monk,1628370.0,,,,,,,,,,
300,PT04M57.00S,2021-12-26T01:59:29.7Z,2,REGULAR,substitution,out,[],1629651,,,1610612747,39,49,2021-12-26T01:59:39Z,2970000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M57.00S,2021-12-26T01:59:29.7Z,2,REGULAR,substitution,in,[],201933,,,1610612747,39,49,2021-12-26T01:59:39Z,2980000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M57.00S,2021-12-26T01:59:47.9Z,2,REGULAR,freethrow,1 of 1,[],1628370,,,1610612747,40,49,2021-12-26T01:59:47Z,2990000,,,0,,M. Monk Free Throw 1 of 1 (10 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
303,PT04M44.00S,2021-12-26T02:00:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,6.4881734559789805,47.30392156862745,1610612751,40,51,2021-12-26T02:07:36Z,3000000,13.0,8.0,1,left,J. Johnson Layup (2 PTS) (B. Griffin 1 AST),"[201949, 201933]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,1.6,Made,2.0,B. Griffin,201933.0,1.0,,,,,,,,,,,,,,,
305,PT04M35.00S,2021-12-26T02:00:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.08475689881735,54.16666666666667,1610612747,40,51,2021-12-26T02:08:16Z,3020000,21.0,13.0,1,right,MISS R. Westbrook driving finger roll Layup,[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,,
306,PT04M33.00S,2021-12-26T02:00:13.4Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,40,51,2021-12-26T02:00:14Z,3030000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,305.0,1.0,1.0,0.0,,,,,
307,PT04M24.00S,2021-12-26T02:00:25.3Z,2,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612751,40,51,2021-12-26T02:00:43Z,3040000,,,0,,T. Horton-Tucker shooting personal FOUL (3 PF) (Brown 2 FT),"[1629659, 1628971]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,1628159.0,3.0,0.0,Brown,1628971.0,,,,,,,,,,
309,PT04M24.00S,2021-12-26T02:00:48.7Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,40,52,2021-12-26T02:00:48Z,3060000,,,0,,B. Brown Free Throw 1 of 2 (7 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
310,PT04M24.00S,2021-12-26T02:00:49.5Z,2,REGULAR,substitution,out,[],1629659,,,1610612751,40,52,2021-12-26T02:00:53Z,3070000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT04M24.00S,2021-12-26T02:00:49.5Z,2,REGULAR,substitution,in,[],2544,,,1610612751,40,52,2021-12-26T02:00:53Z,3080000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M24.00S,2021-12-26T02:01:04.7Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,40,53,2021-12-26T02:01:04Z,3090000,,,0,,B. Brown Free Throw 2 of 2 (8 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
313,PT04M13.00S,2021-12-26T02:01:15.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.2161629434954,53.67647058823529,1610612747,42,53,2021-12-26T02:01:19Z,3100000,18.0,11.0,1,right,L. James cutting Layup (12 PTS) (R. Westbrook 5 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,2.16,Made,12.0,R. Westbrook,201566.0,5.0,,,,,,,,,,,,,,,
315,PT03M59.00S,2021-12-26T02:01:29.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201933,8.984888304862025,51.470588235294116,1610612751,42,53,2021-12-26T02:01:33Z,3120000,-7.0,32.0,1,left,MISS B. Griffin driving Hook,[201933],1610612751.0,BKN,driving,,,Griffin,B. Griffin,,,,,3.28,Missed,,,,,,,,,,,,,,,,,,,
316,PT03M58.00S,2021-12-26T02:01:30.4Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,42,53,2021-12-26T02:01:33Z,3130000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,315.0,4.0,4.0,0.0,,,,,
317,PT03M52.00S,2021-12-26T02:01:39.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204038,,,1610612747,42,53,2021-12-26T02:01:48Z,3140000,,,0,,L. Galloway shooting personal FOUL (2 PF) (James 2 FT),"[204038, 2544]",1610612751.0,BKN,shooting,,,Galloway,L. Galloway,,,,,,,,,,,1628159.0,2.0,0.0,James,2544.0,,,,,,,,,,
319,PT03M52.00S,2021-12-26T02:02:12.3Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,43,53,2021-12-26T02:02:12Z,3160000,,,0,,L. James Free Throw 1 of 2 (13 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
320,PT03M52.00S,2021-12-26T02:02:32.8Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,44,53,2021-12-26T02:02:32Z,3170000,,,0,,L. James Free Throw 2 of 2 (14 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
321,PT03M51.00S,2021-12-26T02:02:39.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626169,,,1610612751,44,53,2021-12-26T02:03:10Z,3180000,,,0,,S. Johnson personal FOUL (3 PF) (Harden 2 FT),"[1626169, 201935]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,1204.0,3.0,0.0,Harden,201935.0,,,,,,,,,,
323,PT03M51.00S,2021-12-26T02:03:13.0Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,44,54,2021-12-26T02:03:13Z,3200000,,,0,,J. Harden Free Throw 1 of 2 (17 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
324,PT03M51.00S,2021-12-26T02:03:30.6Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,44,55,2021-12-26T02:03:30Z,3210000,,,0,,J. Harden Free Throw 2 of 2 (18 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
325,PT03M37.00S,2021-12-26T02:03:50.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.95335085413929,54.411764705882355,1610612747,46,55,2021-12-26T02:03:53Z,3220000,22.0,14.0,1,right,L. James cutting Layup (16 PTS) (R. Westbrook 6 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,2.6,Made,16.0,R. Westbrook,201566.0,6.0,,,,,,,,,,,,,,,
327,PT03M22.00S,2021-12-26T02:04:04.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201933,6.225361366622863,47.549019607843135,1610612751,46,55,2021-12-26T02:25:53Z,3240000,12.0,6.0,1,left,MISS B. Griffin cutting finger roll Layup,[201933],1610612751.0,BKN,cutting finger roll,,,Griffin,B. Griffin,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,,
328,PT03M21.00S,2021-12-26T02:04:05.4Z,2,REGULAR,rebound,offensive,[],201933,,,1610612751,46,55,2021-12-26T02:25:53Z,3250000,,,0,,B. Griffin REBOUND (Off:1 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,327.0,2.0,1.0,1.0,,,,,
329,PT03M21.00S,2021-12-26T02:04:07.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,5.590000152587891,50.0,1610612751,46,55,2021-12-26T02:04:07Z,3260000,0.0,0.0,1,left,MISS B. Griffin tip Layup,[201933],1610612751.0,BKN,tip,,,Griffin,B. Griffin,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
330,PT03M21.00S,2021-12-26T02:04:10.5Z,2,REGULAR,rebound,offensive,[],201935,,,1610612751,46,55,2021-12-26T02:04:10Z,3270000,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,329.0,5.0,4.0,1.0,,,,,
331,PT03M21.00S,2021-12-26T02:04:10.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",201935,5.590000152587891,50.0,1610612751,46,57,2021-12-26T02:04:16Z,3280000,0.0,0.0,1,left,J. Harden putback Layup (20 PTS),[201935],1610612751.0,BKN,putback,,,Harden,J. Harden,,,,,0.0,Made,20.0,,,,,,,,,,,,,,,,,,
332,PT03M21.00S,2021-12-26T02:04:11.6Z,2,REGULAR,violation,defensive goaltending,[],2546,,,1610612751,46,57,2021-12-26T02:04:16Z,3290000,,,0,,C. Anthony defensive goaltending VIOLATION,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,1204.0,,,,,,,,,,,,,,
333,PT03M12.00S,2021-12-26T02:04:45.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612747,46,57,2021-12-26T02:05:04Z,3300000,,,0,,B. Brown shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1628971, 201566]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,1204.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,,
335,PT03M12.00S,2021-12-26T02:05:12.0Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,47,57,2021-12-26T02:05:36Z,3320000,,,0,,R. Westbrook Free Throw 1 of 2 (5 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
336,PT03M12.00S,2021-12-26T02:05:12.0Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,47,57,2021-12-26T02:05:36Z,3330000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,,
337,PT03M10.00S,2021-12-26T02:05:14.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,47,57,2021-12-26T02:05:36Z,3340000,,,0,,J. Harden REBOUND (Off:1 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,336.0,6.0,5.0,1.0,,,,,
338,PT03M00.00S,2021-12-26T02:05:39.6Z,2,REGULAR,3pt,Jump Shot,[],1628971,9.773324572930349,96.32352941176471,1610612751,47,57,2021-12-26T02:05:44Z,3350000,-232.0,39.0,1,left,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,,
339,PT02M56.00S,2021-12-26T02:05:43.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,47,57,2021-12-26T02:05:44Z,3360000,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,338.0,5.0,5.0,0.0,,,,,
340,PT02M41.00S,2021-12-26T02:06:02.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204038,,,1610612747,47,57,2021-12-26T02:09:33Z,3370000,,,0,,L. Galloway shooting personal FOUL (3 PF) (James 2 FT),"[204038, 2544]",1610612751.0,BKN,shooting,,,Galloway,L. Galloway,,,,,,,,,,,1628159.0,3.0,0.0,James,2544.0,,,,,,,,,,
342,PT02M41.00S,2021-12-26T02:06:18.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,47,57,2021-12-26T02:06:18Z,3390000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT02M41.00S,2021-12-26T02:09:13.9Z,2,REGULAR,substitution,out,[],204038,,,1610612747,47,57,2021-12-26T02:09:31Z,3400000,,,0,,SUB out: L. Galloway,[204038],1610612751.0,BKN,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT02M41.00S,2021-12-26T02:09:13.9Z,2,REGULAR,substitution,in,[],201988,,,1610612747,47,57,2021-12-26T02:09:31Z,3410000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT02M41.00S,2021-12-26T02:09:49.9Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,48,57,2021-12-26T02:09:49Z,3420000,,,0,,L. James Free Throw 1 of 2 (17 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
346,PT02M41.00S,2021-12-26T02:10:04.1Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,49,57,2021-12-26T02:10:04Z,3430000,,,0,,L. James Free Throw 2 of 2 (18 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
347,PT02M26.00S,2021-12-26T02:10:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.276609724047319,45.09803921568627,1610612751,49,57,2021-12-26T02:10:25Z,3440000,25.0,16.0,1,left,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,,
348,PT02M24.00S,2021-12-26T02:10:22.8Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,49,57,2021-12-26T02:10:25Z,3450000,,,0,,C. Anthony REBOUND (Off:2 Def:4),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,347.0,6.0,4.0,2.0,,,,,
349,PT02M20.00S,2021-12-26T02:10:27.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,95.58147174770039,46.32352941176471,1610612747,49,57,2021-12-26T02:10:33Z,3460000,-18.0,-11.0,1,right,MISS R. Westbrook running Layup,[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
350,PT02M18.00S,2021-12-26T02:10:29.4Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,49,57,2021-12-26T02:10:33Z,3470000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,349.0,2.0,2.0,0.0,,,,,
351,PT02M12.00S,2021-12-26T02:10:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,6.356767411300922,54.411764705882355,1610612751,49,59,2021-12-26T02:10:57Z,3480000,-22.0,7.0,1,left,J. Johnson cutting Layup (4 PTS) (J. Harden 6 AST),"[201949, 201935]",1610612751.0,BKN,cutting,,,Johnson,J. Johnson,,,,,2.33,Made,4.0,J. Harden,201935.0,6.0,,,,,,,,,,,,,,,
353,PT01M47.00S,2021-12-26T02:11:04.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612747,49,59,2021-12-26T02:11:18Z,3500000,,,0,,P. Mills personal FOUL (3 PF) (Anthony 2 FT),"[201988, 2546]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,201246.0,3.0,0.0,Anthony,2546.0,,,,,,,,,,
355,PT01M47.00S,2021-12-26T02:11:36.7Z,2,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,50,59,2021-12-26T02:11:36Z,3520000,,,0,,C. Anthony Free Throw 1 of 2 (2 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
356,PT01M47.00S,2021-12-26T02:11:37.3Z,2,REGULAR,substitution,out,[],1626169,,,1610612747,50,59,2021-12-26T02:11:46Z,3530000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT01M47.00S,2021-12-26T02:11:37.3Z,2,REGULAR,substitution,in,[],201954,,,1610612747,50,59,2021-12-26T02:11:46Z,3540000,,,0,,SUB in: D. Collison,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT01M47.00S,2021-12-26T02:11:59.7Z,2,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,51,59,2021-12-26T02:11:59Z,3550000,,,0,,C. Anthony Free Throw 2 of 2 (3 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
359,PT01M38.00S,2021-12-26T02:12:14.2Z,2,REGULAR,violation,kicked ball,[],201954,,,1610612751,51,59,2021-12-26T02:12:21Z,3560000,,,0,,D. Collison kicked ball VIOLATION,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,1628159.0,,,,,,,,,,,,,,
360,PT01M30.00S,2021-12-26T02:12:46.8Z,2,REGULAR,3pt,Jump Shot,[],201935,35.39750328515112,51.71568627450981,1610612751,51,59,2021-12-26T02:26:03Z,3570000,-9.0,280.0,1,left,MISS J. Harden 28' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,28.03,Missed,,,,,,,,,,,,,,,,,,,
361,PT01M27.00S,2021-12-26T02:12:49.8Z,2,REGULAR,rebound,defensive,[],201954,,,1610612747,51,59,2021-12-26T02:12:53Z,3580000,,,0,,D. Collison REBOUND (Off:0 Def:1),[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,360.0,1.0,1.0,0.0,,,,,
362,PT01M21.00S,2021-12-26T02:12:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.2161629434954,53.431372549019606,1610612747,53,59,2021-12-26T02:12:59Z,3590000,17.0,11.0,1,right,R. Westbrook driving Layup (7 PTS) (M. Monk 2 AST),"[201566, 1628370]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.06,Made,7.0,M. Monk,1628370.0,2.0,,,,,,,,,,,,,,,
364,PT01M08.00S,2021-12-26T02:13:08.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,9.379106438896187,44.11764705882353,1610612751,53,59,2021-12-26T02:13:13Z,3610000,29.0,36.0,1,left,MISS B. Brown floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,4.62,Missed,,,,,,,,,,,,,,,,,,,
365,PT01M04.00S,2021-12-26T02:13:12.0Z,2,REGULAR,rebound,defensive,[],201954,,,1610612747,53,59,2021-12-26T02:13:12Z,3620000,,,0,,D. Collison REBOUND (Off:0 Def:2),[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,364.0,2.0,2.0,0.0,,,,,
366,PT01M01.00S,2021-12-26T02:13:17.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,93.47897503285151,51.71568627450981,1610612747,55,59,2021-12-26T02:13:25Z,3630000,9.0,9.0,1,right,L. James running finger roll Layup (20 PTS) (D. Collison 1 AST),"[2544, 201954]",1610612747.0,LAL,running finger roll,,,James,L. James,,,,,1.23,Made,20.0,D. Collison,201954.0,1.0,,,,,,,,,,,,,,,
